"time","dimlesslength","abscissa[1]","abscissa[2]","abscissa[3]","length","dimlesslength","Pr[1]","Pr[2]","Pr[3]","Re[1]","Re[2]","Re[3]","velocity[1]","velocity[2]","velocity[3]","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","Nu_1[1]","Nu_1[2]","Nu_1[3]","Nu_2[1]","Nu_2[2]","Nu_2[3]","Nu_3[1]","Nu_3[2]","Nu_3[3]","Nu_4[1]","Nu_4[2]","Nu_4[3]","m_flow[1]","m_flow[2]","m_flow[3]"
0.135744,0.14438656,0.14438656,0.14438656,0.14438656,1,0.14438656,0.714973919813157,7.01036324143693,996.999224806202,670.897634718813,68.4236030528378,0.481118038764298,0.103006505532585,0.000686559750129956,0.000528497873086503,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.45401728683469,7.45401728683469,7.45401728683469,8.99642823779214,8.99642823779214,8.99642823779214,8.08773024166905,7.6737074692104,7.47300000803639,9.44660390252967,9.14912773146413,9.00947416394596,0.000611858642863558,0.00342665404088612,0.0027423728209565
0.135946,0.14458654,0.14458654,0.14458654,0.14458654,1,0.14458654,0.714973919813157,7.01036324143693,996.999224806202,669.043059246919,68.23445834677,0.479788074746535,0.10272176263185,0.000684661879565671,0.000527036936064739,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.44905040932817,7.44905040932817,7.44905040932817,8.99301945641277,8.99301945641277,8.99301945641277,8.08108309127158,7.66813549251571,7.46797979490014,9.44173305684333,9.14520913063179,9.00602123289665,0.00061016727003319,0.00341718167400624,0.00273479202605525
0.136148,0.14478652,0.14478652,0.14478652,0.14478652,1,0.14478652,0.714973919813157,7.01036324143693,996.999224806202,667.196163118675,68.0460968426909,0.47846361778464,0.102438198781857,0.00068277186761943,0.000525582048426034,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.44409750713942,7.44409750713942,7.44409750713942,8.98962221987028,8.98962221987028,8.98962221987028,8.07445592927499,7.66257974991527,7.46297376089011,9.43687983275789,9.1413042735293,9.00258004068861,0.000608482900764231,0.00340774852988196,0.00272724262137245
0.13635,0.1449865,0.1449865,0.1449865,0.1449865,1,0.1449865,0.714973919813157,7.01036324143693,996.999224806202,665.356903994813,67.858514222497,0.47714463751603,0.102155807482032,0.000680889670963555,0.00052413317681774,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.43915852677316,7.43915852677316,7.43915852677316,8.98623647736937,8.98623647736937,8.98623647736937,8.06784867391312,7.65704017686808,7.45798185149043,9.43204414875354,9.13741309773263,8.99915053547615,0.00060680549644327,0.00339835439226265,0.00271972443384137
0.136552,0.14518648,0.14518648,0.14518648,0.14518648,1,0.14518648,0.714973919813157,7.01036324143693,996.999224806202,663.525239827457,67.6717061978036,0.475831103787084,0.101874582276539,0.000679015246568559,0.000522690288116751,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.43423341500248,7.43423341500248,7.43423341500248,8.98286217839023,8.98286217839023,8.98286217839023,8.061261243858,7.65151670917009,7.45300401246006,9.42722592377076,9.13353554116673,8.99573266569591,0.000605135018722641,0.00338899904638601,0.00271223729158638
0.136754,0.14538646,0.14538646,0.14538646,0.14538646,1,0.14538646,0.714973919813157,7.01036324143693,996.999224806202,661.701128857715,67.485668509699,0.474522986651422,0.101594516753912,0.000677148551700689,0.000521253349427607,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.42932211886709,7.42932211886709,7.42932211886709,8.97949927268676,8.97949927268676,8.97949927268676,8.05469355821687,7.64600928295186,7.44804018983104,9.42242507720728,9.12967154210309,8.99232638006499,0.000603471429518236,0.00337968227896573,0.00270478102391311
0.136956,0.14558644,0.14558644,0.14558644,0.14558644,1,0.14558644,0.714973919813157,7.01036324143693,996.999224806202,659.884529613303,67.300396928502,0.473220256368197,0.101315604546689,0.000675289543919491,0.000519822328080625,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.42442458567169,7.42442458567169,7.42442458567169,8.97614771028476,8.97614771028476,8.97614771028476,8.04814553652927,7.64051783467643,7.44309032990675,9.41764152891493,9.12582103915752,8.98893162757913,0.000601814691007333,0.00337040387817938,0.00269735546129873
0.137158,0.14578642,0.14578642,0.14578642,0.14578642,1,0.14578642,0.714973919813157,7.01036324143693,996.999224806202,658.075400906185,67.1158872535212,0.471922883400404,0.101037839331051,0.000673438181075393,0.000518397191630037,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.41954076298424,7.41954076298424,7.41954076298424,8.97280744148021,8.9728074414802,8.9728074414802,8.04161709876412,7.63504230113712,7.43815437926013,9.41287519919662,9.12198397128781,8.98554835751088,0.000600164765626441,0.00336116363365634,0.0026899604353823
0.13736,0.1459864,0.1459864,0.1459864,0.1459864,1,0.1459864,0.714973919813157,7.01036324143693,996.999224806202,656.273701830241,66.9321353128175,0.470630838413205,0.100761214826461,0.000671594421307321,0.000516977907852151,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.41467059863431,7.41467059863431,7.41467059863431,8.96947841683748,8.96947841683748,8.96947841683748,8.03510816531683,7.62958261945534,7.43323228473205,9.4081260088033,9.11816027779141,8.9821765194078,0.00059852161606918,0.0033519613364659,0.00268259577895527
0.137562,0.14618638,0.14618638,0.14618638,0.14618638,1,0.14618638,0.714973919813157,7.01036324143693,996.999224806202,654.479391758952,66.7491369629679,0.469344092272275,0.100485724795314,0.000669758223040329,0.000515564444743533,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.40981404071144,7.40981404071144,7.40981404071144,8.96616058718763,8.96616058718763,8.96616058718762,8.02861865700643,7.62413872707845,7.42832399342955,9.40339387893098,9.11434989830324,8.9788160630907,0.000596885205284165,0.00334279677910543,0.00267526132595197
0.137764,0.14638636,0.14638636,0.14638636,0.14638636,1,0.14638636,0.714973919813157,7.01036324143693,996.999224806202,652.692430343112,66.5668880888316,0.468062616042154,0.100211363042579,0.000667929544983257,0.000514156770519201,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.40497103756348,7.40497103756348,7.40497103756348,8.96285390362664,8.96285390362664,8.96285390362664,8.02214849507276,7.6187105617776,7.42342945272417,9.39867873121768,9.11055277279337,8.97546693865184,0.000595255496472918,0.00333366975548869,0.00266795691144028
0.137966,0.14658634,0.14658634,0.14658634,0.14658634,1,0.14658634,0.714973919813157,7.01036324143693,996.999224806202,650.912777508556,66.3853846033192,0.466786380984624,0.0999381234154551,0.000666108346126412,0.000512754853610835,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.40014153779499,7.40014153779499,7.40014153779499,8.95955831751377,8.95955831751377,8.95955831751376,8.01569760117358,7.61329806164566,7.41854861025027,9.39398048774053,9.10676884156483,8.97212909645317,0.000593632453087804,0.00332458006093423,0.00266068237161235
0.138168,0.14678632,0.14678632,0.14678632,0.14678632,1,0.14678632,0.714973919813157,7.01036324143693,996.999224806202,649.14039345392,66.2046224471634,0.465515358557095,0.0996659998030261,0.000664294585739262,0.000511358662665013,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.39532549026559,7.39532549026559,7.39532549026559,8.95627378046976,8.95627378046976,8.95627378046976,8.00926589738188,7.60790116509505,7.41368141390338,9.38929907101281,9.10299804525141,8.96880248712458,0.000592016038829975,0.00331552749215394,0.00265343754377544
0.13837,0.1469863,0.1469863,0.1469863,0.1469863,1,0.1469863,0.714973919813157,7.01036324143693,996.999224806202,647.375238648409,66.0245975886919,0.464249520411013,0.0993949861359173,0.000662488223368167,0.000509968166541454,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.39052284408839,7.39052284408839,7.39052284408839,8.95300024437526,8.95300024437526,8.95300024437526,8.002853306183,7.60251981085572,7.40882781183854,9.38463440398105,9.09924032481543,8.9654870615622,0.000590406217647349,0.00330651184724169,0.00264622226634277
0.138572,0.14718628,0.14718628,0.14718628,0.14718628,1,0.14718628,0.714973919813157,7.01036324143693,996.999224806202,645.617273829594,65.8453060236026,0.462988838390276,0.0991250763859579,0.000660689218834117,0.000508583334311283,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.38573354862837,7.38573354862837,7.38573354862837,8.94973766136906,8.94973766136906,8.94973766136906,7.99645975047196,7.59715393797302,7.40398775246867,9.37998641002211,9.09549562154557,8.96218277092664,0.00058880295373259,0.00329753292566202,0.00263903637882458
0.138774,0.14738626,0.14738626,0.14738626,0.14738626,1,0.14738626,0.714973919813157,7.01036324143693,996.999224806202,643.866460001233,65.6667437747412,0.46173328452967,0.0988562645658459,0.0006588975322305,0.000507204135255309,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.38095755350084,7.38095755350084,7.38095755350084,8.94648598384649,8.94648598384649,8.94648598384649,7.99008515355069,7.59180348580569,7.39916118446294,9.37535501294034,9.09176387705474,8.95888956664131,0.000587206211521125,0.00328859052823904,0.00263187972181912
0.138976,0.14758624,0.14758624,0.14758624,0.14758624,1,0.14758624,0.714973919813157,7.01036324143693,996.999224806202,642.122758431102,65.4889068918801,0.460482831053317,0.0985885447288157,0.00065711312392089,0.000505830538862324,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.37619480856983,7.37619480856983,7.37619480856983,8.94324516445777,8.94324516445777,8.94324516445777,7.98372943912533,7.58646839402381,7.39434805674518,9.3707401369647,9.08804503327788,8.9556074003907,0.000585615955689165,0.00327968445714536,0.00262475213700391
0.139178,0.14778622,0.14778622,0.14778622,0.14778622,1,0.14778622,0.714973919813157,7.01036324143693,996.999224806202,640.38613064886,65.3117914515008,0.459237450373138,0.0983219109683098,0.000655335954536853,0.000504462514827416,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.37144526394659,7.37144526394659,7.37144526394659,8.94001515610633,8.94001515610633,8.94001515610633,7.97739253130358,7.58114860260679,7.38954831849224,9.36614170674599,9.0843390324699,8.95233622411873,0.00058403215115176,0.00327081451589116,0.00261765346712689
0.13938,0.1479862,0.1479862,0.1479862,0.1479862,1,0.1479862,0.714973919813157,7.01036324143693,996.999224806202,638.656538443918,65.1353935565763,0.457997115087336,0.0980563574176521,0.000653565984975775,0.000503100033050295,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.36670886998798,7.36670886998798,7.36670886998798,8.93679591194724,8.93679591194724,8.93679591194724,7.97107435459197,7.57584405184132,7.38476191913243,9.36155964735401,9.08064581720351,8.94907599002705,0.000582454763060853,0.00326198050931334,0.00261058355599781
0.139582,0.14818618,0.14818618,0.14818618,0.14818618,1,0.14818618,0.714973919813157,7.01036324143693,996.999224806202,636.933943863348,64.959709336358,0.456761797978881,0.0977918782497262,0.000651803176398715,0.000501743063633636,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.361985577295,7.361985577295,7.361985577295,8.93358738538558,8.93358738538558,8.93358738538558,7.96477483389327,7.57055468231943,7.37998880834399,9.35699388427478,9.07696533036718,8.94582665057341,0.000580883756803374,0.00325318224356481,0.00260354224847962
0.139784,0.14838616,0.14838616,0.14838616,0.14838616,1,0.14838616,0.714973919813157,7.01036324143693,996.999224806202,635.218309209792,64.7847349461623,0.455531472014025,0.0975284676766549,0.00065004749022827,0.000500391576881447,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.35727533671125,7.35727533671125,7.35727533671125,8.93038953007483,8.93038953007483,8.93038953007483,7.95849389450389,7.56528043493652,7.37522893605341,9.35244434340781,9.07329751516301,8.94258815847001,0.00057931909799933,0.00324441952610381,0.00259652939047994
0.139986,0.14858614,0.14858614,0.14858614,0.14858614,1,0.14858614,0.714973919813157,7.01036324143693,996.999224806202,633.509597039403,64.6104665671611,0.454306110340817,0.0972661199494841,0.000648298888146467,0.000499045543297432,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.35257809932141,7.35257809932141,7.35257809932141,8.92720229991532,8.92720229991532,8.92720229991532,7.9522314621112,7.56002125088934,7.370482252434,9.34791095106333,9.06964231510469,8.93936046668185,0.000577760752499935,0.00323569216568343,0.00258954482894266
0.140188,0.14878612,0.14878612,0.14878612,0.14878612,1,0.14878612,0.714973919813157,7.01036324143693,996.999224806202,631.807770159802,64.4369004061725,0.453085686287641,0.0970048293578687,0.00064655733209267,0.000497704933583392,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.34789381644976,7.34789381644976,7.34789381644976,8.9240256490526,8.9240256490526,8.9240256490526,7.94598746279104,7.55477707167412,7.3657487079043,9.3433936339596,9.06599967401549,8.93614352842514,0.00057620868638574,0.00322699997234112,0.00258258841183955
0.14039,0.1489861,0.1489861,0.1489861,0.1489861,1,0.1489861,0.714973919813157,7.01036324143693,996.999224806202,630.112791628057,64.2640326954556,0.451870173361764,0.0967445902297623,0.000644822784261511,0.000496369718637627,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.34322243965869,7.34322243965869,7.34322243965869,8.92085953187595,8.92085953187595,8.92085953187595,7.9397618230051,7.5495478390846,7.36102825312654,9.33889231922021,9.06236953602616,8.93293729716568,0.000574662865964788,0.00321834275738842,0.00257565998816206
0.140592,0.14918608,0.14918608,0.14918608,0.14918608,1,0.14918608,0.714973919813157,7.01036324143693,996.999224806202,628.42462474867,64.0918596925048,0.450659545247897,0.0964853969311089,0.000643095207100839,0.000495039869553355,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.33856392074724,7.33856392074724,7.33856392074724,8.91770390301676,8.91770390301676,8.91770390301676,7.93355446959841,7.54433349521014,7.35632083900514,9.33440693437141,9.05875184557298,8.92974172661727,0.000573123257770787,0.00320972033340064,0.00256875940791301
0.140794,0.14938606,0.14938606,0.14938606,0.14938606,1,0.14938606,0.714973919813157,7.01036324143693,996.999224806202,626.743233071599,63.9203776798481,0.449453775806772,0.0962272438655385,0.000641374563309683,0.00049371535761715,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.33391821174961,7.33391821174961,7.3339182117496,8.91455871734703,8.91455871734704,8.91455871734703,7.92736532979683,7.5391339824338,7.35162641668522,9.32993740733945,9.05514654739571,8.92655677074011,0.000571589828561299,0.00320113251420679,0.0025618865220986
0.140996,0.14958604,0.14958604,0.14958604,0.14958604,1,0.14958604,0.714973919813157,7.01036324143693,996.999224806202,625.068580390288,63.7495829648459,0.448252839073732,0.0959701254740644,0.000639660815836244,0.000492396154307389,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.32928526493372,7.32928526493372,7.32928526493372,8.91142392997786,8.91142392997786,8.91142392997786,7.92119433120453,7.53394924343047,7.34694493755109,9.32548366644795,9.05155358653566,8.92338238373927,0.000570062545315943,0.00319257911487948,0.00255504118272027
0.141198,0.14978602,0.14978602,0.14978602,0.14978602,1,0.14978602,0.714973919813157,7.01036324143693,996.999224806202,623.400630739715,63.5794718794927,0.447056709257329,0.0957140362347845,0.000637953927875897,0.000491082231292721,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.32466503279981,7.32466503279981,7.32466503279981,8.90829949625788,8.90829949625788,8.90829949625788,7.91504140180153,7.52877922116502,7.34227635322477,9.32104564041531,9.04797290833366,8.92021852006308,0.00056854137523462,0.00318405995172499,0.00254822324276677
0.1414,0.149986,0.149986,0.149986,0.149986,1,0.149986,0.714973919813157,7.01036324143693,996.999224806202,621.739348394464,63.4100407802196,0.445865360737944,0.0954589706625844,0.000636253862869215,0.000489773560430543,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.32005746807894,7.32005746807894,7.32005746807894,8.9051853717718,8.9051853717718,8.9051853717718,7.90890646994123,7.52362385889039,7.33762061556452,9.31662325835209,9.04440445842818,8.91706513440162,0.000567026285735751,0.0031755748422734,0.00254143255620628
0.141602,0.15018598,0.15018598,0.15018598,0.15018598,1,0.15018598,0.714973919813157,7.01036324143693,996.999224806202,620.084697866813,63.2412860476998,0.444678768066415,0.095204923308844,0.000634560584500016,0.000488470113765491,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.31546252373162,7.31546252373162,7.31546252373162,8.90208151233887,8.90208151233886,8.90208151233886,7.90278946434799,7.51848310014584,7.3329776766634,9.31221644975846,9.04084818275332,8.91392218168518,0.000565517244454534,0.00316712360526881,0.00253466897797857
0.141804,0.15038596,0.15038596,0.15038596,0.15038596,1,0.15038596,0.714973919813157,7.01036324143693,996.999224806202,618.436643904835,63.0732040866547,0.443496905962672,0.0949518887611464,0.000632874056693414,0.000487171863527954,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.31088015294639,7.31088015294639,7.31088015294639,8.89898787401143,8.89898787401143,8.89898787401144,7.8966903141147,7.51335688875504,7.3283474888478,9.30782514452165,9.03730402753693,8.91078961708272,0.000564014219241209,0.00315870606065967,0.00252793236398723
0.142006,0.15058594,0.15058594,0.15058594,0.15058594,1,0.15058594,0.714973919813157,7.01036324143693,996.999224806202,616.795151490523,62.9057913256629,0.442319749314399,0.0946998616429894,0.000631194243613909,0.000485878782132585,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.30631030913844,7.30631030913843,7.30631030913844,8.89590441307346,8.89590441307346,8.89590441307346,7.89060894870037,7.5082451688243,7.32373000467599,9.3034492729134,9.0337719392987,8.90766739600037,0.000562517178159357,0.0031503220295892,0.00252122257109208
0.142208,0.15078592,0.15078592,0.15078592,0.15078592,1,0.15078592,0.714973919813157,7.01036324143693,996.999224806202,615.160185837929,62.7390442169703,0.441147273175692,0.0944488366135003,0.000629521109663472,0.000484590842176846,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.30175294594816,7.30175294594816,7.30175294594816,8.89283108603905,8.89283108603905,8.89283108603905,7.88454529792777,7.50314788474077,7.31912517693674,9.29908876558746,9.03025186484826,8.90455547407995,0.000561026089484192,0.00314197133438587,0.00251453945710144
0.14241,0.1509859,0.1509859,0.1509859,0.1509859,1,0.1509859,0.714973919813157,7.01036324143693,996.999224806202,613.531712391323,62.572959236302,0.439979452765743,0.0941988083671527,0.00062785461947967,0.000483308016439549,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.29720801723986,7.29720801723986,7.29720801723986,8.88976784965101,8.88976784965101,8.88976784965101,7.87849929198105,7.49806498117067,7.31453295864787,9.29474355357713,9.02674375128329,8.90145380719741,0.000559540921700887,0.00313365379855401,0.00250788288076474
0.142612,0.15118588,0.15118588,0.15118588,0.15118588,1,0.15118588,0.714973919813157,7.01036324143693,996.999224806202,611.909696823363,62.4075328826764,0.438816263467529,0.0939497716334861,0.000626194737933788,0.000482030277879419,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.29267547710032,7.29267547710032,7.29267547710032,8.88671466087942,8.88671466087942,8.88671466087942,7.87247086140341,7.49299640305748,7.30995330305486,9.2904135682927,9.02324754598765,8.89836235146146,0.000558061643502908,0.00312536924676443,0.00250125270176492
0.142814,0.15138586,0.15138586,0.15138586,0.15138586,1,0.15138586,0.714973919813157,7.01036324143693,996.999224806202,610.294105033291,62.2427616782203,0.437657680826514,0.0937017211768286,0.000624541430128986,0.000480757599633673,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.28815527983749,7.28815527983749,7.28815527983749,8.88367147692018,8.88367147692018,8.88367147692018,7.86645993709478,7.48794209562024,7.30538616362943,9.28609874151912,9.01976319662959,8.89528106321197,0.000556588223790362,0.00311711750484527,0.00249464878071113
0.143016,0.15158584,0.15158584,0.15158584,0.15158584,1,0.15158584,0.714973919813157,7.01036324143693,996.999224806202,608.684903145135,62.0786421679865,0.436503680549363,0.0934546517960208,0.000622894661398456,0.000479489955016602,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.2836473799791,7.2836473799791,7.2836473799791,8.88063825519363,8.88063825519363,8.88063825519363,7.86046645030948,7.48290200435175,7.30083149406819,9.28179900541344,9.01629065115982,8.89220989901865,0.000555120631668364,0.00310889839977277,0.00248807097913137
0.143218,0.15178582,0.15178582,0.15178582,0.15178582,1,0.15178582,0.714973919813157,7.01036324143693,996.999224806202,607.082057505939,61.9151709197725,0.435354238502671,0.0932085583241442,0.000621254397303615,0.000478227317518176,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.27915173227135,7.27915173227135,7.27915173227135,8.87761495334309,8.87761495334309,8.87761495334309,7.85449033265397,7.47787607501691,7.29628924829126,9.2775142925025,9.01282985780976,8.88914881567949,0.000553658836445416,0.00310071175966221,0.00248151915946523
0.14342,0.1519858,0.1519858,0.1519858,0.1519858,1,0.1519858,0.714973919813157,7.01036324143693,996.999224806202,605.485534683999,61.7523445239409,0.4342093307117,0.0929634356282504,0.000619620603632294,0.000476969660802658,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.27466829167758,7.27466829167758,7.27466829167759,8.87460152923354,8.87460152923354,8.87460152923354,7.84853151608456,7.47286425365092,7.29175938044088,9.27324453568045,9.00938076508971,8.88609777021941,0.000552202807631807,0.00309255741375896,0.00247499318505669
0.143622,0.15218578,0.15218578,0.15218578,0.15218578,1,0.15218578,0.714973919813157,7.01036324143693,996.999224806202,603.895301467123,61.590159593242,0.433068933359126,0.0927192786090937,0.000617993246396962,0.000475716958707229,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.27019701337697,7.27019701337697,7.27019701337697,8.87159794095014,8.87159794095015,8.87159794095014,7.84258993290516,7.46786648655767,7.28724184488009,9.26898966820641,9.00594332178703,8.88305671988876,0.000550752514938017,0.00308443519242956,0.00246849292014702
0.143824,0.15238576,0.15238576,0.15238576,0.15238576,1,0.15238576,0.714973919813157,7.01036324143693,996.999224806202,602.311324860902,61.4286127626371,0.431933022783807,0.0924760822008657,0.000616372291832955,0.000474469185240629,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.26573785276319,7.26573785276319,7.26573785276319,8.86860414679695,8.86860414679695,8.86860414679695,7.83666551576505,7.46288272030799,7.28273659619135,9.26474962370214,9.0025174769644,8.88002562216197,0.000549307928273142,0.00307634492715287,0.0024620182298677
0.144026,0.15258574,0.15258574,0.15258574,0.15258574,1,0.15258574,0.714973919813157,7.01036324143693,996.999224806202,600.733572086997,61.2677006891247,0.430801575479548,0.0922338413709328,0.000614757706396723,0.000473226314581807,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.26129076544314,7.26129076544314,7.26129076544314,8.86562010529549,8.86562010529549,8.86562010529549,7.83075819765665,7.45791290173798,7.27824358917526,9.2605243361496,8.99910317995803,8.87700443473611,0.000547869017743341,0.00306828645051137,0.00245556898023342
0.144228,0.15278572,0.15278572,0.15278572,0.15278572,1,0.15278572,0.714973919813157,7.01036324143693,996.999224806202,599.162010581447,61.1074200515667,0.429674568093892,0.0919925511195757,0.0006131494567641,0.000471988321078587,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.25685570723565,7.25685570723565,7.25685570723565,8.86264577518341,8.86264577518341,8.86264577518341,7.82486791191333,7.45295697794736,7.27376277884919,9.25631373988873,8.99570038037589,8.87399311552952,0.00054643575365028,0.00306025959618246,0.00244914503813518
0.14443,0.1529857,0.1529857,0.1529857,0.1529857,1,0.1529857,0.714973919813157,7.01036324143693,996.999224806202,597.596607992987,60.9477675505178,0.428551977426908,0.0917522064797313,0.000611547509828579,0.000470755179246343,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.25243263417022,7.25243263417021,7.25243263417022,8.85968111541318,8.85968111541318,8.85968111541318,7.81899459220722,7.44801489629784,7.26929412044598,9.25211776961509,8.99230902809601,8.87099162268037,0.000545008106489604,0.00305226419892993,0.00244274627133338
0.144632,0.15318568,0.15318568,0.15318568,0.15318568,1,0.15318568,0.714973919813157,7.01036324143693,996.999224806202,596.037332181381,60.788739908055,0.427433780430004,0.0915128025167372,0.000609951832699611,0.000469526863766688,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.2480215024857,7.2480215024857,7.2480215024857,8.85672608515067,8.85672608515067,8.85672608515067,7.81313817254704,7.44308660441144,7.26483756941264,9.24793636037755,8.98892907326473,8.8679999145454,0.000543586046949419,0.00304430009459539,0.00243637254845102
0.144834,0.15338566,0.15338566,0.15338566,0.15338566,1,0.15338566,0.714973919813157,7.01036324143693,996.999224806202,594.484151215775,60.6303338676098,0.426319954204739,0.0912743343280786,0.000608362392700914,0.000468303349486175,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.2436222686291,7.2436222686291,7.2436222686291,8.85378064377391,8.85378064377392,8.85378064377391,7.80729858727598,7.43817205016888,7.26039308140906,9.24376944757608,8.98556046629496,8.86501794969842,0.000542169545908787,0.0030363671200899,0.00243002373896701
0.145036,0.15358564,0.15358564,0.15358564,0.15358564,1,0.15358564,0.714973919813157,7.01036324143693,996.999224806202,592.937033373062,60.4725461938015,0.425210476001652,0.0910367970431368,0.000606779157368806,0.000467084611415007,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.23923488925429,7.23923488925429,7.23923488925429,8.85084475087175,8.85084475087175,8.85084475087175,7.80147577106953,7.43327118170798,7.25596061230671,9.23961696695943,8.98220315786451,8.86204568692905,0.000540758574436233,0.00302846511338558,0.00242369971320942
