"time","multiSwitch.u[1]","multiSwitch.u[2]"
3.474,1,1
3.476,1,1
3.478,1,1
3.48,1,1
3.482,1,1
3.484,1,1
3.486,1,1
3.488,1,1
3.49,1,1
3.492,1,1
3.494,1,1
3.496,1,1
3.498,1,1
3.5,1,1
3.5,0,1
3.502,0,1
3.504,0,1
3.506,0,1
3.508,0,1
3.51,0,1
3.512,0,1
3.514,0,1
3.516,0,1
3.518,0,1
3.52,0,1
3.522,0,1
3.524,0,1
3.526,0,1
3.528,0,1
3.53,0,1
3.532,0,1
3.534,0,1
3.536,0,1
3.538,0,1
3.54,0,1
3.542,0,1
3.544,0,1
3.546,0,1
3.548,0,1
3.55,0,1
3.552,0,1
3.554,0,1
3.556,0,1
3.558,0,1
3.56,0,1
3.562,0,1
3.564,0,1
3.566,0,1
3.568,0,1
3.57,0,1
3.572,0,1
3.574,0,1
3.576,0,1
3.578,0,1
3.58,0,1
3.582,0,1
3.584,0,1
3.586,0,1
3.588,0,1
3.59,0,1
3.592,0,1
3.594,0,1
3.596,0,1
3.598,0,1
3.6,0,1
3.6,0,0
3.602,0,0
3.604,0,0
3.606,0,0
3.608,0,0
3.61,0,0
3.612,0,0
3.614,0,0
3.616,0,0
3.618,0,0
3.62,0,0
3.622,0,0
3.624,0,0
3.626,0,0
3.628,0,0
3.63,0,0
3.632,0,0
3.634,0,0
3.636,0,0
3.638,0,0
3.64,0,0
3.642,0,0
3.644,0,0
3.646,0,0
3.648,0,0
3.65,0,0
3.652,0,0
3.654,0,0
3.656,0,0
3.658,0,0
3.66,0,0
3.662,0,0
3.664,0,0
3.666,0,0
3.668,0,0
3.67,0,0
3.672,0,0
3.674,0,0
3.676,0,0
3.678,0,0
3.68,0,0
3.682,0,0
3.684,0,0
3.686,0,0
3.688,0,0
3.69,0,0
3.692,0,0
3.694,0,0
3.696,0,0
3.698,0,0
3.7,0,0
3.702,0,0
3.704,0,0
3.706,0,0
3.708,0,0
3.71,0,0
3.712,0,0
3.714,0,0
3.716,0,0
3.718,0,0
3.72,0,0
3.722,0,0
3.724,0,0
3.726,0,0
3.728,0,0
3.73,0,0
3.732,0,0
3.734,0,0
3.736,0,0
3.738,0,0
3.74,0,0
3.742,0,0
3.744,0,0
3.746,0,0
3.748,0,0
3.75,0,0
3.752,0,0
3.754,0,0
3.756,0,0
3.758,0,0
3.76,0,0
3.762,0,0
3.764,0,0
3.766,0,0
3.768,0,0
3.77,0,0
3.772,0,0
3.774,0,0
3.776,0,0
3.778,0,0
3.78,0,0
3.782,0,0
3.784,0,0
3.786,0,0
3.788,0,0
3.79,0,0
3.792,0,0
3.794,0,0
3.796,0,0
3.798,0,0
3.8,0,0
3.802,0,0
3.804,0,0
3.806,0,0
3.808,0,0
3.81,0,0
3.812,0,0
3.814,0,0
3.816,0,0
3.818,0,0
3.82,0,0
3.822,0,0
3.824,0,0
3.826,0,0
3.828,0,0
3.83,0,0
3.832,0,0
3.834,0,0
3.836,0,0
3.838,0,0
3.84,0,0
3.842,0,0
3.844,0,0
3.846,0,0
3.848,0,0
3.85,0,0
3.852,0,0
3.854,0,0
3.856,0,0
3.858,0,0
3.86,0,0
3.862,0,0
3.864,0,0
3.866,0,0
3.868,0,0
3.87,0,0
3.872,0,0
3.874,0,0
3.876,0,0
3.878,0,0
3.88,0,0
3.882,0,0
3.884,0,0
3.886,0,0
3.888,0,0
3.89,0,0
3.892,0,0
3.894,0,0
3.896,0,0
3.898,0,0
3.9,0,0
3.902,0,0
3.904,0,0
3.906,0,0
3.908,0,0
3.91,0,0
3.912,0,0
3.914,0,0
3.916,0,0
3.918,0,0
3.92,0,0
3.922,0,0
3.924,0,0
3.926,0,0
3.928,0,0
3.93,0,0
3.932,0,0
3.934,0,0
3.936,0,0
3.938,0,0
3.94,0,0
3.942,0,0
3.944,0,0
3.946,0,0
3.948,0,0
3.95,0,0
3.952,0,0
3.954,0,0
3.956,0,0
3.958,0,0
3.96,0,0
3.962,0,0
3.964,0,0
3.966,0,0
3.968,0,0
3.97,0,0
3.972,0,0
3.974,0,0
3.976,0,0
3.978,0,0
3.98,0,0
3.982,0,0
3.984,0,0
3.986,0,0
3.988,0,0
3.99,0,0
3.992,0,0
3.994,0,0
3.996,0,0
3.998,0,0
4,0,0
4,1,1
4.002,1,1
4.004,1,1
4.006,1,1
4.008,1,1
4.01,1,1
4.012,1,1
4.014,1,1
4.016,1,1
4.018,1,1
4.02,1,1
4.022,1,1
4.024,1,1
4.026,1,1
4.028,1,1
4.03,1,1
4.032,1,1
4.034,1,1
4.036,1,1
4.038,1,1
4.04,1,1
4.042,1,1
4.044,1,1
4.046,1,1
4.048,1,1
4.05,1,1
4.052,1,1
4.054,1,1
4.056,1,1
4.058,1,1
4.06,1,1
4.062,1,1
4.064,1,1
4.066,1,1
4.068,1,1
4.07,1,1
4.072,1,1
4.074,1,1
4.076,1,1
4.078,1,1
4.08,1,1
4.082,1,1
4.084,1,1
4.086,1,1
4.088,1,1
4.09,1,1
4.092,1,1
4.094,1,1
4.096,1,1
4.098,1,1
4.1,1,1
4.102,1,1
4.104,1,1
4.106,1,1
4.108,1,1
4.11,1,1
4.112,1,1
4.114,1,1
4.116,1,1
4.118,1,1
4.12,1,1
4.122,1,1
4.124,1,1
4.126,1,1
4.128,1,1
4.13,1,1
4.132,1,1
4.134,1,1
4.136,1,1
4.138,1,1
4.14,1,1
4.142,1,1
4.144,1,1
4.146,1,1
4.148,1,1
4.15,1,1
4.152,1,1
4.154,1,1
4.156,1,1
4.158,1,1
4.16,1,1
4.162,1,1
4.164,1,1
4.166,1,1
4.168,1,1
4.17,1,1
4.172,1,1
4.174,1,1
4.176,1,1
4.178,1,1
4.18,1,1
4.182,1,1
4.184,1,1
4.186,1,1
4.188,1,1
4.19,1,1
4.192,1,1
4.194,1,1
4.196,1,1
4.198,1,1
4.2,1,1
4.202,1,1
4.204,1,1
4.206,1,1
4.208,1,1
4.21,1,1
4.212,1,1
4.214,1,1
4.216,1,1
4.218,1,1
4.22,1,1
4.222,1,1
4.224,1,1
4.226,1,1
4.228,1,1
4.23,1,1
4.232,1,1
4.234,1,1
4.236,1,1
4.238,1,1
4.24,1,1
4.242,1,1
4.244,1,1
4.246,1,1
4.248,1,1
4.25,1,1
4.252,1,1
4.254,1,1
4.256,1,1
4.258,1,1
4.26,1,1
4.262,1,1
4.264,1,1
4.266,1,1
4.268,1,1
4.27,1,1
4.272,1,1
4.274,1,1
4.276,1,1
4.278,1,1
4.28,1,1
4.282,1,1
4.284,1,1
4.286,1,1
4.288,1,1
4.29,1,1
4.292,1,1
4.294,1,1
4.296,1,1
4.298,1,1
4.3,1,1
4.302,1,1
4.304,1,1
4.306,1,1
4.308,1,1
4.31,1,1
4.312,1,1
4.314,1,1
4.316,1,1
4.318,1,1
4.32,1,1
4.322,1,1
4.324,1,1
4.326,1,1
4.328,1,1
4.33,1,1
4.332,1,1
4.334,1,1
4.336,1,1
4.338,1,1
4.34,1,1
4.342,1,1
4.344,1,1
4.346,1,1
4.348,1,1
4.35,1,1
4.352,1,1
4.354,1,1
4.356,1,1
4.358,1,1
4.36,1,1
4.362,1,1
4.364,1,1
4.366,1,1
4.368,1,1
4.37,1,1
4.372,1,1
4.374,1,1
4.376,1,1
4.378,1,1
4.38,1,1
4.382,1,1
4.384,1,1
4.386,1,1
4.388,1,1
4.39,1,1
4.392,1,1
4.394,1,1
4.396,1,1
4.398,1,1
4.4,1,1
4.402,1,1
4.404,1,1
4.406,1,1
4.408,1,1
4.41,1,1
4.412,1,1
4.414,1,1
4.416,1,1
4.418,1,1
4.42,1,1
4.422,1,1
4.424,1,1
4.426,1,1
4.428,1,1
4.43,1,1
4.432,1,1
4.434,1,1
4.436,1,1
4.438,1,1
4.44,1,1
4.442,1,1
4.444,1,1
4.446,1,1
4.448,1,1
4.45,1,1
4.452,1,1
4.454,1,1
4.456,1,1
4.458,1,1
4.46,1,1
4.462,1,1
4.464,1,1
4.466,1,1
4.468,1,1
4.47,1,1
4.472,1,1
4.474,1,1
4.476,1,1
4.478,1,1
4.48,1,1
4.482,1,1
4.484,1,1
4.486,1,1
4.488,1,1
4.49,1,1
4.492,1,1
4.494,1,1
4.496,1,1
4.498,1,1
4.5,1,1
4.5,0,1
4.502,0,1
4.504,0,1
4.506,0,1
4.508,0,1
4.51,0,1
4.512,0,1
4.514,0,1
4.516,0,1
4.518,0,1
4.52,0,1
4.522,0,1
4.524,0,1
4.526,0,1
4.528,0,1
4.53,0,1
4.532,0,1
4.534,0,1
4.536,0,1
4.538,0,1
4.54,0,1
4.542,0,1
4.544,0,1
4.546,0,1
4.548,0,1
4.55,0,1
4.552,0,1
4.554,0,1
4.556,0,1
4.558,0,1
4.56,0,1
4.562,0,1
4.564,0,1
4.566,0,1
4.568,0,1
4.57,0,1
4.572,0,1
4.574,0,1
4.576,0,1
4.578,0,1
4.58,0,1
4.582,0,1
4.584,0,1
4.586,0,1
4.588,0,1
4.59,0,1
4.592,0,1
4.594,0,1
4.596,0,1
4.598,0,1
4.6,0,1
4.602,0,1
4.604,0,1
4.606,0,1
4.608,0,1
4.61,0,1
4.612,0,1
4.614,0,1
4.616,0,1
4.618,0,1
4.62,0,1
4.622,0,1
4.624,0,1
4.626,0,1
4.628,0,1
4.63,0,1
4.632,0,1
4.634,0,1
4.636,0,1
4.638,0,1
4.64,0,1
4.642,0,1
4.644,0,1
4.646,0,1
4.648,0,1
4.65,0,1
4.652,0,1
4.654,0,1
4.656,0,1
4.658,0,1
4.66,0,1
4.662,0,1
4.664,0,1
4.666,0,1
4.668,0,1
4.67,0,1
4.672,0,1
4.674,0,1
4.676,0,1
4.678,0,1
4.68,0,1
4.682,0,1
4.684,0,1
4.686,0,1
4.688,0,1
4.69,0,1
4.692,0,1
4.694,0,1
4.696,0,1
4.698,0,1
4.7,0,1
4.702,0,1
4.704,0,1
4.706,0,1
4.708,0,1
4.71,0,1
4.712,0,1
4.714,0,1
4.716,0,1
4.718,0,1
4.72,0,1
4.722,0,1
4.724,0,1
4.726,0,1
4.728,0,1
4.73,0,1
4.732,0,1
4.734,0,1
4.736,0,1
4.738,0,1
4.74,0,1
4.742,0,1
4.744,0,1
4.746,0,1
4.748,0,1
4.75,0,1
4.752,0,1
4.754,0,1
4.756,0,1
4.758,0,1
4.76,0,1
4.762,0,1
4.764,0,1
4.766,0,1
4.768,0,1
4.77,0,1
4.772,0,1
4.774,0,1
4.776,0,1
4.778,0,1
4.78,0,1
4.782,0,1
4.784,0,1
4.786,0,1
4.788,0,1
4.79,0,1
4.792,0,1
4.794,0,1
4.796,0,1
4.798,0,1
4.8,0,1
4.802,0,1
4.804,0,1
4.806,0,1
4.808,0,1
4.81,0,1
4.812,0,1
4.814,0,1
4.816,0,1
4.818,0,1
4.82,0,1
4.822,0,1
4.824,0,1
4.826,0,1
4.828,0,1
4.83,0,1
4.832,0,1
4.834,0,1
4.836,0,1
4.838,0,1
4.84,0,1
4.842,0,1
4.844,0,1
4.846,0,1
4.848,0,1
4.85,0,1
4.852,0,1
4.854,0,1
4.856,0,1
4.858,0,1
4.86,0,1
4.862,0,1
4.864,0,1
4.866,0,1
4.868,0,1
4.87,0,1
4.872,0,1
4.874,0,1
4.876,0,1
4.878,0,1
4.88,0,1
4.882,0,1
4.884,0,1
4.886,0,1
4.888,0,1
4.89,0,1
4.892,0,1
4.894,0,1
4.896,0,1
4.898,0,1
4.9,0,1
4.902,0,1
4.904,0,1
4.906,0,1
4.908,0,1
4.91,0,1
4.912,0,1
4.914,0,1
4.916,0,1
4.918,0,1
4.92,0,1
4.922,0,1
4.924,0,1
4.926,0,1
4.928,0,1
4.93,0,1
4.932,0,1
4.934,0,1
4.936,0,1
4.938,0,1
4.94,0,1
4.942,0,1
4.944,0,1
4.946,0,1
4.948,0,1
4.95,0,1
4.952,0,1
4.954,0,1
4.956,0,1
4.958,0,1
4.96,0,1
4.962,0,1
4.964,0,1
4.966,0,1
4.968,0,1
4.97,0,1
4.972,0,1
4.974,0,1
4.976,0,1
4.978,0,1
4.98,0,1
4.982,0,1
4.984,0,1
4.986,0,1
4.988,0,1
4.99,0,1
4.992,0,1
4.994,0,1
4.996,0,1
4.998,0,1
5,0,1
5,1,1
5.002,1,1
5.004,1,1
5.006,1,1
5.008,1,1
5.01,1,1
5.012,1,1
5.014,1,1
5.016,1,1
5.018,1,1
5.02,1,1
5.022,1,1
5.024,1,1
5.026,1,1
5.028,1,1
5.03,1,1
5.032,1,1
5.034,1,1
5.036,1,1
5.038,1,1
5.04,1,1
5.042,1,1
5.044,1,1
5.046,1,1
5.048,1,1
5.05,1,1
5.052,1,1
5.054,1,1
5.056,1,1
5.058,1,1
5.06,1,1
5.062,1,1
5.064,1,1
5.066,1,1
5.068,1,1
5.07,1,1
5.072,1,1
5.074,1,1
5.076,1,1
5.078,1,1
5.08,1,1
5.082,1,1
5.084,1,1
5.086,1,1
5.088,1,1
5.09,1,1
5.092,1,1
5.094,1,1
5.096,1,1
5.098,1,1
5.1,1,1
5.102,1,1
5.104,1,1
5.106,1,1
5.108,1,1
5.11,1,1
5.112,1,1
5.114,1,1
5.116,1,1
5.118,1,1
5.12,1,1
5.122,1,1
5.124,1,1
5.126,1,1
5.128,1,1
5.13,1,1
5.132,1,1
5.134,1,1
5.136,1,1
5.138,1,1
5.14,1,1
5.142,1,1
5.144,1,1
5.146,1,1
5.148,1,1
5.15,1,1
5.152,1,1
5.154,1,1
5.156,1,1
5.158,1,1
5.16,1,1
5.162,1,1
5.164,1,1
5.166,1,1
5.168,1,1
5.17,1,1
5.172,1,1
5.174,1,1
5.176,1,1
5.178,1,1
5.18,1,1
5.182,1,1
5.184,1,1
5.186,1,1
5.188,1,1
5.19,1,1
5.192,1,1
5.194,1,1
5.196,1,1
5.198,1,1
5.2,1,1
5.202,1,1
5.204,1,1
5.206,1,1
5.208,1,1
5.21,1,1
5.212,1,1
5.214,1,1
5.216,1,1
5.218,1,1
5.22,1,1
5.222,1,1
5.224,1,1
5.226,1,1
5.228,1,1
5.23,1,1
5.232,1,1
5.234,1,1
5.236,1,1
5.238,1,1
5.24,1,1
5.242,1,1
5.244,1,1
5.246,1,1
5.248,1,1
5.25,1,1
5.252,1,1
5.254,1,1
5.256,1,1
5.258,1,1
5.26,1,1
5.262,1,1
5.264,1,1
5.266,1,1
5.268,1,1
5.27,1,1
5.272,1,1
5.274,1,1
5.276,1,1
5.278,1,1
5.28,1,1
5.282,1,1
5.284,1,1
5.286,1,1
5.288,1,1
5.29,1,1
5.292,1,1
5.294,1,1
5.296,1,1
5.298,1,1
5.3,1,1
5.302,1,1
5.304,1,1
5.306,1,1
5.308,1,1
5.31,1,1
5.312,1,1
5.314,1,1
5.316,1,1
5.318,1,1
5.32,1,1
5.322,1,1
5.324,1,1
5.326,1,1
5.328,1,1
5.33,1,1
5.332,1,1
5.334,1,1
5.336,1,1
5.338,1,1
5.34,1,1
5.342,1,1
5.344,1,1
5.346,1,1
5.348,1,1
5.35,1,1
5.352,1,1
5.354,1,1
5.356,1,1
5.358,1,1
5.36,1,1
5.362,1,1
5.364,1,1
5.366,1,1
5.368,1,1
5.37,1,1
5.372,1,1
5.374,1,1
5.376,1,1
5.378,1,1
5.38,1,1
5.382,1,1
5.384,1,1
5.386,1,1
5.388,1,1
5.39,1,1
5.392,1,1
5.394,1,1
5.396,1,1
5.398,1,1
5.4,1,1
5.402,1,1
5.404,1,1
5.406,1,1
5.408,1,1
5.41,1,1
5.412,1,1
5.414,1,1
5.416,1,1
5.418,1,1
5.42,1,1
5.422,1,1
5.424,1,1
5.426,1,1
5.428,1,1
5.43,1,1
5.432,1,1
5.434,1,1
5.436,1,1
5.438,1,1
5.44,1,1
5.442,1,1
5.444,1,1
5.446,1,1
5.448,1,1
5.45,1,1
5.452,1,1
5.454,1,1
5.456,1,1
5.458,1,1
5.46,1,1
5.462,1,1
5.464,1,1
5.466,1,1
5.468,1,1
5.47,1,1
5.472,1,1
5.474,1,1
5.476,1,1
5.478,1,1
5.48,1,1
5.482,1,1
5.484,1,1
5.486,1,1
5.488,1,1
5.49,1,1
5.492,1,1
5.494,1,1
5.496,1,1
5.498,1,1
5.5,1,1
5.5,0,1
5.502,0,1
5.504,0,1
5.506,0,1
5.508,0,1
5.51,0,1
5.512,0,1
5.514,0,1
5.516,0,1
5.518,0,1
5.52,0,1
5.522,0,1
5.524,0,1
5.526,0,1
5.528,0,1
5.53,0,1
5.532,0,1
5.534,0,1
5.536,0,1
5.538,0,1
5.54,0,1
5.542,0,1
5.544,0,1
5.546,0,1
5.548,0,1
5.55,0,1
5.552,0,1
5.554,0,1
5.556,0,1
5.558,0,1
5.56,0,1
5.562,0,1
5.564,0,1
5.566,0,1
5.568,0,1
5.57,0,1
5.572,0,1
5.574,0,1
5.576,0,1
5.578,0,1
5.58,0,1
5.582,0,1
5.584,0,1
5.586,0,1
5.588,0,1
5.59,0,1
5.592,0,1
5.594,0,1
5.596,0,1
5.598,0,1
5.6,0,1
5.6,0,0
5.602,0,0
5.604,0,0
5.606,0,0
5.608,0,0
5.61,0,0
5.612,0,0
5.614,0,0
5.616,0,0
5.618,0,0
5.62,0,0
5.622,0,0
5.624,0,0
5.626,0,0
5.628,0,0
5.63,0,0
5.632,0,0
5.634,0,0
5.636,0,0
5.638,0,0
5.64,0,0
5.642,0,0
5.644,0,0
5.646,0,0
5.648,0,0
5.65,0,0
5.652,0,0
5.654,0,0
5.656,0,0
5.658,0,0
5.66,0,0
5.662,0,0
5.664,0,0
5.666,0,0
5.668,0,0
5.67,0,0
5.672,0,0
5.674,0,0
5.676,0,0
5.678,0,0
5.68,0,0
5.682,0,0
5.684,0,0
5.686,0,0
5.688,0,0
5.69,0,0
5.692,0,0
5.694,0,0
5.696,0,0
5.698,0,0
5.7,0,0
5.702,0,0
5.704,0,0
5.706,0,0
5.708,0,0
5.71,0,0
5.712,0,0
5.714,0,0
5.716,0,0
5.718,0,0
5.72,0,0
5.722,0,0
5.724,0,0
5.726,0,0
5.728,0,0
5.73,0,0
5.732,0,0
5.734,0,0
5.736,0,0
5.738,0,0
5.74,0,0
5.742,0,0
5.744,0,0
5.746,0,0
5.748,0,0
5.75,0,0
5.752,0,0
5.754,0,0
5.756,0,0
5.758,0,0
5.76,0,0
5.762,0,0
5.764,0,0
5.766,0,0
5.768,0,0
5.77,0,0
5.772,0,0
5.774,0,0
5.776,0,0
5.778,0,0
5.78,0,0
5.782,0,0
5.784,0,0
5.786,0,0
5.788,0,0
5.79,0,0
5.792,0,0
5.794,0,0
5.796,0,0
5.798,0,0
5.8,0,0
5.802,0,0
5.804,0,0
5.806,0,0
5.808,0,0
5.81,0,0
5.812,0,0
5.814,0,0
5.816,0,0
5.818,0,0
5.82,0,0
5.822,0,0
5.824,0,0
5.826,0,0
5.828,0,0
5.83,0,0
5.832,0,0
5.834,0,0
5.836,0,0
5.838,0,0
5.84,0,0
5.842,0,0
5.844,0,0
5.846,0,0
5.848,0,0
5.85,0,0
5.852,0,0
5.854,0,0
5.856,0,0
5.858,0,0
5.86,0,0
5.862,0,0
5.864,0,0
5.866,0,0
5.868,0,0
5.87,0,0
5.872,0,0
5.874,0,0
5.876,0,0
5.878,0,0
5.88,0,0
5.882,0,0
5.884,0,0
5.886,0,0
5.888,0,0
5.89,0,0
5.892,0,0
5.894,0,0
5.896,0,0
5.898,0,0
5.9,0,0
5.902,0,0
5.904,0,0
5.906,0,0
5.908,0,0
5.91,0,0
5.912,0,0
5.914,0,0
5.916,0,0
5.918,0,0
5.92,0,0
5.922,0,0
5.924,0,0
5.926,0,0
5.928,0,0
5.93,0,0
5.932,0,0
5.934,0,0
5.936,0,0
5.938,0,0
5.94,0,0
5.942,0,0
5.944,0,0
5.946,0,0
5.948,0,0
5.95,0,0
5.952,0,0
5.954,0,0
5.956,0,0
5.958,0,0
5.96,0,0
5.962,0,0
5.964,0,0
5.966,0,0
5.968,0,0
5.97,0,0
5.972,0,0
5.974,0,0
5.976,0,0
5.978,0,0
5.98,0,0
5.982,0,0
5.984,0,0
5.986,0,0
5.988,0,0
5.99,0,0
5.992,0,0
5.994,0,0
5.996,0,0
5.998,0,0
6,0,0
6,1,1
6.002,1,1
6.004,1,1
6.006,1,1
6.008,1,1
6.01,1,1
6.012,1,1
6.014,1,1
6.016,1,1
6.018,1,1
6.02,1,1
6.022,1,1
6.024,1,1
6.026,1,1
6.028,1,1
6.03,1,1
6.032,1,1
6.034,1,1
6.036,1,1
6.038,1,1
6.04,1,1
6.042,1,1
6.044,1,1
6.046,1,1
6.048,1,1
6.05,1,1
6.052,1,1
6.054,1,1
6.056,1,1
6.058,1,1
6.06,1,1
6.062,1,1
6.064,1,1
6.066,1,1
6.068,1,1
6.07,1,1
6.072,1,1
6.074,1,1
6.076,1,1
6.078,1,1
6.08,1,1
6.082,1,1
6.084,1,1
6.086,1,1
6.088,1,1
6.09,1,1
6.092,1,1
6.094,1,1
6.096,1,1
6.098,1,1
6.1,1,1
6.102,1,1
6.104,1,1
6.106,1,1
6.108,1,1
6.11,1,1
6.112,1,1
6.114,1,1
6.116,1,1
6.118,1,1
6.12,1,1
6.122,1,1
6.124,1,1
6.126,1,1
6.128,1,1
6.13,1,1
6.132,1,1
6.134,1,1
6.136,1,1
6.138,1,1
6.14,1,1
6.142,1,1
6.144,1,1
6.146,1,1
6.148,1,1
6.15,1,1
6.152,1,1
6.154,1,1
6.156,1,1
6.158,1,1
6.16,1,1
6.162,1,1
6.164,1,1
6.166,1,1
6.168,1,1
6.17,1,1
6.172,1,1
6.174,1,1
6.176,1,1
6.178,1,1
6.18,1,1
6.182,1,1
6.184,1,1
6.186,1,1
6.188,1,1
6.19,1,1
6.192,1,1
6.194,1,1
6.196,1,1
6.198,1,1
6.2,1,1
6.202,1,1
6.204,1,1
6.206,1,1
6.208,1,1
6.21,1,1
6.212,1,1
6.214,1,1
6.216,1,1
6.218,1,1
6.22,1,1
6.222,1,1
6.224,1,1
6.226,1,1
6.228,1,1
6.23,1,1
6.232,1,1
6.234,1,1
6.236,1,1
6.238,1,1
6.24,1,1
6.242,1,1
6.244,1,1
6.246,1,1
6.248,1,1
6.25,1,1
6.252,1,1
6.254,1,1
6.256,1,1
6.258,1,1
6.26,1,1
6.262,1,1
6.264,1,1
6.266,1,1
6.268,1,1
6.27,1,1
6.272,1,1
6.274,1,1
6.276,1,1
6.278,1,1
6.28,1,1
6.282,1,1
6.284,1,1
6.286,1,1
6.288,1,1
6.29,1,1
6.292,1,1
6.294,1,1
6.296,1,1
6.298,1,1
6.3,1,1
6.302,1,1
6.304,1,1
6.306,1,1
6.308,1,1
6.31,1,1
6.312,1,1
6.314,1,1
6.316,1,1
6.318,1,1
6.32,1,1
6.322,1,1
6.324,1,1
6.326,1,1
6.328,1,1
6.33,1,1
6.332,1,1
6.334,1,1
6.336,1,1
6.338,1,1
6.34,1,1
6.342,1,1
6.344,1,1
6.346,1,1
6.348,1,1
6.35,1,1
6.352,1,1
6.354,1,1
6.356,1,1
6.358,1,1
6.36,1,1
6.362,1,1
6.364,1,1
6.366,1,1
6.368,1,1
6.37,1,1
6.372,1,1
6.374,1,1
6.376,1,1
6.378,1,1
6.38,1,1
6.382,1,1
6.384,1,1
6.386,1,1
6.388,1,1
6.39,1,1
6.392,1,1
6.394,1,1
6.396,1,1
6.398,1,1
6.4,1,1
6.402,1,1
6.404,1,1
6.406,1,1
6.408,1,1
6.41,1,1
6.412,1,1
6.414,1,1
6.416,1,1
6.418,1,1
6.42,1,1
6.422,1,1
6.424,1,1
6.426,1,1
6.428,1,1
6.43,1,1
6.432,1,1
6.434,1,1
6.436,1,1
6.438,1,1
6.44,1,1
6.442,1,1
6.444,1,1
6.446,1,1
6.448,1,1
6.45,1,1
6.452,1,1
6.454,1,1
6.456,1,1
6.458,1,1
6.46,1,1
6.462,1,1
6.464,1,1
6.466,1,1
6.468,1,1
6.47,1,1
6.472,1,1
6.474,1,1
6.476,1,1
6.478,1,1
6.48,1,1
6.482,1,1
6.484,1,1
6.486,1,1
6.488,1,1
6.49,1,1
6.492,1,1
6.494,1,1
6.496,1,1
6.498,1,1
6.5,1,1
6.5,0,1
6.502,0,1
6.504,0,1
6.506,0,1
6.508,0,1
6.51,0,1
6.512,0,1
6.514,0,1
6.516,0,1
6.518,0,1
6.52,0,1
6.522,0,1
6.524,0,1
6.526,0,1
6.528,0,1
6.53,0,1
6.532,0,1
6.534,0,1
6.536,0,1
6.538,0,1
6.54,0,1
6.542,0,1
6.544,0,1
6.546,0,1
6.548,0,1
6.55,0,1
6.552,0,1
6.554,0,1
6.556,0,1
6.558,0,1
6.56,0,1
6.562,0,1
6.564,0,1
6.566,0,1
6.568,0,1
6.57,0,1
6.572,0,1
6.574,0,1
6.576,0,1
6.578,0,1
6.58,0,1
6.582,0,1
6.584,0,1
6.586,0,1
6.588,0,1
6.59,0,1
6.592,0,1
6.594,0,1
6.596,0,1
6.598,0,1
6.6,0,1
6.602,0,1
6.604,0,1
6.606,0,1
6.608,0,1
6.61,0,1
6.612,0,1
6.614,0,1
6.616,0,1
6.618,0,1
6.62,0,1
6.622,0,1
6.624,0,1
6.626,0,1
6.628,0,1
6.63,0,1
6.632,0,1
6.634,0,1
6.636,0,1
6.638,0,1
6.64,0,1
6.642,0,1
6.644,0,1
6.646,0,1
6.648,0,1
6.65,0,1
6.652,0,1
6.654,0,1
6.656,0,1
6.658,0,1
6.66,0,1
6.662,0,1
6.664,0,1
6.666,0,1
6.668,0,1
6.67,0,1
6.672,0,1
6.674,0,1
6.676,0,1
6.678,0,1
6.68,0,1
6.682,0,1
6.684,0,1
6.686,0,1
6.688,0,1
6.69,0,1
6.692,0,1
6.694,0,1
6.696,0,1
6.698,0,1
6.7,0,1
6.702,0,1
6.704,0,1
6.706,0,1
6.708,0,1
6.71,0,1
6.712,0,1
6.714,0,1
6.716,0,1
6.718,0,1
6.72,0,1
6.722,0,1
6.724,0,1
6.726,0,1
6.728,0,1
6.73,0,1
6.732,0,1
6.734,0,1
6.736,0,1
6.738,0,1
6.74,0,1
6.742,0,1
6.744,0,1
6.746,0,1
6.748,0,1
6.75,0,1
6.752,0,1
6.754,0,1
6.756,0,1
6.758,0,1
6.76,0,1
6.762,0,1
6.764,0,1
6.766,0,1
6.768,0,1
6.77,0,1
6.772,0,1
6.774,0,1
6.776,0,1
6.778,0,1
6.78,0,1
6.782,0,1
6.784,0,1
6.786,0,1
6.788,0,1
6.79,0,1
6.792,0,1
6.794,0,1
6.796,0,1
6.798,0,1
6.8,0,1
6.802,0,1
6.804,0,1
6.806,0,1
6.808,0,1
6.81,0,1
6.812,0,1
6.814,0,1
6.816,0,1
6.818,0,1
6.82,0,1
6.822,0,1
6.824,0,1
6.826,0,1
6.828,0,1
6.83,0,1
6.832,0,1
6.834,0,1
6.836,0,1
6.838,0,1
6.84,0,1
6.842,0,1
6.844,0,1
6.846,0,1
6.848,0,1
6.85,0,1
6.852,0,1
6.854,0,1
6.856,0,1
6.858,0,1
6.86,0,1
6.862,0,1
6.864,0,1
6.866,0,1
6.868,0,1
6.87,0,1
6.872,0,1
6.874,0,1
6.876,0,1
6.878,0,1
6.88,0,1
6.882,0,1
6.884,0,1
6.886,0,1
6.888,0,1
6.89,0,1
6.892,0,1
6.894,0,1
6.896,0,1
6.898,0,1
6.9,0,1
6.902,0,1
6.904,0,1
6.906,0,1
6.908,0,1
6.91,0,1
6.912,0,1
6.914,0,1
6.916,0,1
6.918,0,1
6.92,0,1
6.922,0,1
6.924,0,1
6.926,0,1
6.928,0,1
6.93,0,1
6.932,0,1
6.934,0,1
6.936,0,1
6.938,0,1
6.94,0,1
6.942,0,1
6.944,0,1
6.946,0,1
6.948,0,1
6.95,0,1
