"time","annulus_pipe.mediums[1].h","annulus_pipe.mediums[2].h","annulus_pipe.mediums[2].p","circular_pipe.mediums[1].h","circular_pipe.mediums[2].h","circular_pipe.mediums[2].p"
0.2984,84858.4652350282,84781.73875235,923094.861366372,84858.4652350282,84592.5147478177,732473.935649654
0.2986,84858.4652350282,84781.738947729,923094.861365061,84858.4652350282,84592.5161004199,732473.93561955
0.2988,84858.4652350282,84781.7391431081,923094.86136375,84858.4652350282,84592.5174530221,732473.935589446
0.299,84858.4652350282,84781.7393384872,923094.861362439,84858.4652350282,84592.5188056242,732473.935559342
0.2992,84858.4652350282,84781.7395338662,923094.861361127,84858.4652350282,84592.5201582264,732473.935529237
0.2994,84858.4652350282,84781.7397292453,923094.861359816,84858.4652350282,84592.5215108286,732473.935499133
0.2996,84858.4652350282,84781.7399246243,923094.861358505,84858.4652350282,84592.5228634308,732473.935469029
0.2998,84858.4652350282,84781.7401200034,923094.861357194,84858.4652350282,84592.5242160329,732473.935438925
0.3,84858.4652350282,84781.7403153824,923094.861355882,84858.4652350282,84592.5255686351,732473.935408821
0.3002,84858.4652350282,84781.7405107615,923094.861354571,84858.4652350282,84592.5269212373,732473.935378716
0.3004,84858.4652350282,84781.7407061406,923094.86135326,84858.4652350282,84592.5282738394,732473.935348612
0.3006,84858.4652350282,84781.7409015196,923094.861351949,84858.4652350282,84592.5296264416,732473.935318508
0.3008,84858.4652350282,84781.7410968987,923094.861350637,84858.4652350282,84592.5309790438,732473.935288404
0.301,84858.4652350282,84781.7412922777,923094.861349326,84858.4652350282,84592.5323316459,732473.9352583
0.3012,84858.4652350282,84781.7414876568,923094.861348015,84858.4652350282,84592.5336842481,732473.935228196
0.3014,84858.4652350282,84781.7416830359,923094.861346704,84858.4652350282,84592.5350368503,732473.935198091
0.3016,84858.4652350282,84781.7418784149,923094.861345392,84858.4652350282,84592.5363894524,732473.935167987
0.3018,84858.4652350282,84781.742073794,923094.861344081,84858.4652350282,84592.5377420546,732473.935137883
0.302,84858.4652350282,84781.742269173,923094.86134277,84858.4652350282,84592.5390946568,732473.935107779
0.3022,84858.4652350282,84781.7424645521,923094.861341459,84858.4652350282,84592.540447259,732473.935077675
0.3024,84858.4652350282,84781.7426599312,923094.861340148,84858.4652350282,84592.5417998611,732473.93504757
0.3026,84858.4652350282,84781.7428553102,923094.861338836,84858.4652350282,84592.5431524633,732473.935017466
0.3028,84858.4652350282,84781.7430506893,923094.861337525,84858.4652350282,84592.5445050655,732473.934987362
0.303,84858.4652350282,84781.7432460683,923094.861336214,84858.4652350282,84592.5458576676,732473.934957258
0.3032,84858.4652350282,84781.7434414474,923094.861334902,84858.4652350282,84592.5472102698,732473.934927154
0.3034,84858.4652350282,84781.7436368264,923094.861333591,84858.4652350282,84592.548562872,732473.93489705
0.3036,84858.4652350282,84781.7438322055,923094.86133228,84858.4652350282,84592.5499154741,732473.934866945
0.3038,84858.4652350282,84781.7440275846,923094.861330969,84858.4652350282,84592.5512680763,732473.934836841
0.304,84858.4652350282,84781.7442229636,923094.861329658,84858.4652350282,84592.5526206785,732473.934806737
0.3042,84858.4652350282,84781.7444183427,923094.861328346,84858.4652350282,84592.5539732807,732473.934776633
0.3044,84858.4652350282,84781.7446137217,923094.861327035,84858.4652350282,84592.5553258828,732473.934746529
0.3046,84858.4652350282,84781.7448091008,923094.861325724,84858.4652350282,84592.556678485,732473.934716425
0.3048,84858.4652350282,84781.7450044799,923094.861324413,84858.4652350282,84592.5580310872,732473.93468632
0.305,84858.4652350282,84781.7451998589,923094.861323101,84858.4652350282,84592.5593836893,732473.934656216
0.3052,84858.4652350282,84781.745395238,923094.86132179,84858.4652350282,84592.5607362915,732473.934626112
0.3054,84858.4652350282,84781.7455906171,923094.861320479,84858.4652350282,84592.5620888937,732473.934596008
0.3056,84858.4652350282,84781.7457859961,923094.861319168,84858.4652350282,84592.5634414958,732473.934565904
0.3058,84858.4652350282,84781.7459813752,923094.861317856,84858.4652350282,84592.564794098,732473.934535799
0.306,84858.4652350282,84781.7461767542,923094.861316545,84858.4652350282,84592.5661467002,732473.934505695
0.3062,84858.4652350282,84781.7463721333,923094.861315234,84858.4652350282,84592.5674993023,732473.934475591
0.3064,84858.4652350282,84781.7465675124,923094.861313923,84858.4652350282,84592.5688519045,732473.934445487
0.3066,84858.4652350282,84781.7467628914,923094.861312611,84858.4652350282,84592.5702045067,732473.934415383
0.3068,84858.4652350282,84781.7469582705,923094.8613113,84858.4652350282,84592.5715571089,732473.934385278
0.307,84858.4652350282,84781.7471536495,923094.861309989,84858.4652350282,84592.572909711,732473.934355174
0.3072,84858.4652350282,84781.7473490286,923094.861308678,84858.4652350282,84592.5742623132,732473.93432507
0.3074,84858.4652350282,84781.7475444076,923094.861307366,84858.4652350282,84592.5756149154,732473.934294966
0.3076,84858.4652350282,84781.7477397867,923094.861306055,84858.4652350282,84592.5769675175,732473.934264862
0.3078,84858.4652350282,84781.7479351658,923094.861304744,84858.4652350282,84592.5783201197,732473.934234758
0.308,84858.4652350282,84781.7481305448,923094.861303433,84858.4652350282,84592.5796727219,732473.934204653
0.3082,84858.4652350282,84781.7483259239,923094.861302122,84858.4652350282,84592.581025324,732473.934174549
0.3084,84858.4652350282,84781.7485213029,923094.86130081,84858.4652350282,84592.5823779262,732473.934144445
0.3086,84858.4652350282,84781.748716682,923094.861299499,84858.4652350282,84592.5837305284,732473.934114341
0.3088,84858.4652350282,84781.7489120611,923094.861298188,84858.4652350282,84592.5850831306,732473.934084237
0.309,84858.4652350282,84781.7491074401,923094.861296877,84858.4652350282,84592.5864357327,732473.934054133
0.3092,84858.4652350282,84781.7493028192,923094.861295565,84858.4652350282,84592.5877883349,732473.934024028
0.3094,84858.4652350282,84781.7494981982,923094.861294254,84858.4652350282,84592.5891409371,732473.933993924
0.3096,84858.4652350282,84781.7496935773,923094.861292943,84858.4652350282,84592.5904935392,732473.93396382
0.3098,84858.4652350282,84781.7498889564,923094.861291632,84858.4652350282,84592.5918461414,732473.933933716
0.31,84858.4652350282,84781.7500843354,923094.86129032,84858.4652350282,84592.5931987436,732473.933903612
0.3102,84858.4652350282,84781.7502797145,923094.861289009,84858.4652350282,84592.5945513457,732473.933873507
0.3104,84858.4652350282,84781.7504750935,923094.861287698,84858.4652350282,84592.5959039479,732473.933843403
0.3106,84858.4652350282,84781.7506704726,923094.861286387,84858.4652350282,84592.5972565501,732473.933813299
0.3108,84858.4652350282,84781.7508658516,923094.861285075,84858.4652350282,84592.5986091522,732473.933783195
0.311,84858.4652350282,84781.7510612307,923094.861283764,84858.4652350282,84592.5999617544,732473.933753091
0.3112,84858.4652350282,84781.7512566098,923094.861282453,84858.4652350282,84592.6013143566,732473.933722986
0.3114,84858.4652350282,84781.7514519888,923094.861281142,84858.4652350282,84592.6026669588,732473.933692882
0.3116,84858.4652350282,84781.7516473679,923094.86127983,84858.4652350282,84592.6040195609,732473.933662778
0.3118,84858.4652350282,84781.7518427469,923094.861278519,84858.4652350282,84592.6053721631,732473.933632674
0.312,84858.4652350282,84781.752038126,923094.861277208,84858.4652350282,84592.6067247653,732473.93360257
0.3122,84858.4652350282,84781.7522335051,923094.861275897,84858.4652350282,84592.6080773674,732473.933572466
0.3124,84858.4652350282,84781.7524288841,923094.861274586,84858.4652350282,84592.6094299696,732473.933542361
0.3126,84858.4652350282,84781.7526242632,923094.861273274,84858.4652350282,84592.6107825718,732473.933512257
0.3128,84858.4652350282,84781.7528196422,923094.861271963,84858.4652350282,84592.6121351739,732473.933482153
0.313,84858.4652350282,84781.7530150213,923094.861270652,84858.4652350282,84592.6134877761,732473.933452049
0.3132,84858.4652350282,84781.7532104004,923094.861269341,84858.4652350282,84592.6148403783,732473.933421945
0.3134,84858.4652350282,84781.7534057794,923094.861268029,84858.4652350282,84592.6161929805,732473.933391841
0.3136,84858.4652350282,84781.7536011585,923094.861266718,84858.4652350282,84592.6175455826,732473.933361736
0.3138,84858.4652350282,84781.7537965376,923094.861265407,84858.4652350282,84592.6188981848,732473.933331632
0.314,84858.4652350282,84781.7539919166,923094.861264096,84858.4652350282,84592.620250787,732473.933301528
0.3142,84858.4652350282,84781.7541872956,923094.861262784,84858.4652350282,84592.6216033891,732473.933271424
0.3144,84858.4652350282,84781.7543826747,923094.861261473,84858.4652350282,84592.6229559913,732473.93324132
0.3146,84858.4652350282,84781.7545780538,923094.861260162,84858.4652350282,84592.6243085935,732473.933211215
0.3148,84858.4652350282,84781.7547734328,923094.861258851,84858.4652350282,84592.6256611956,732473.933181111
0.315,84858.4652350282,84781.7549688119,923094.861257539,84858.4652350282,84592.6270137978,732473.933151007
0.3152,84858.4652350282,84781.755164191,923094.861256228,84858.4652350282,84592.6283664,732473.933120903
0.3154,84858.4652350282,84781.75535957,923094.861254917,84858.4652350282,84592.6297190021,732473.933090799
0.3156,84858.4652350282,84781.7555549491,923094.861253606,84858.4652350282,84592.6310716043,732473.933060695
0.3158,84858.4652350282,84781.7557503281,923094.861252294,84858.4652350282,84592.6324242065,732473.93303059
0.316,84858.4652350282,84781.7559457072,923094.861250983,84858.4652350282,84592.6337768087,732473.933000486
0.3162,84858.4652350282,84781.7561410863,923094.861249672,84858.4652350282,84592.6351294108,732473.932970382
0.3164,84858.4652350282,84781.7563364653,923094.861248361,84858.4652350282,84592.636482013,732473.932940278
0.3166,84858.4652350282,84781.7565318444,923094.86124705,84858.4652350282,84592.6378346151,732473.932910174
0.3168,84858.4652350282,84781.7567272234,923094.861245738,84858.4652350282,84592.6391872173,732473.932880069
0.317,84858.4652350282,84781.7569226025,923094.861244427,84858.4652350282,84592.6405398195,732473.932849965
0.3172,84858.4652350282,84781.7571179816,923094.861243116,84858.4652350282,84592.6418924217,732473.932819861
0.3174,84858.4652350282,84781.7573133606,923094.861241804,84858.4652350282,84592.6432450238,732473.932789757
0.3176,84858.4652350282,84781.7575087397,923094.861240493,84858.4652350282,84592.644597626,732473.932759653
0.3178,84858.4652350282,84781.7577041187,923094.861239182,84858.4652350282,84592.6459502282,732473.932729549
0.318,84858.4652350282,84781.7578994978,923094.861237871,84858.4652350282,84592.6473028303,732473.932699444
0.3182,84858.4652350282,84781.7580948768,923094.86123656,84858.4652350282,84592.6486554325,732473.93266934
0.3184,84858.4652350282,84781.7582902559,923094.861235248,84858.4652350282,84592.6500080347,732473.932639236
0.3186,84858.4652350282,84781.758485635,923094.861233937,84858.4652350282,84592.6513606368,732473.932609132
0.3188,84858.4652350282,84781.758681014,923094.861232626,84858.4652350282,84592.652713239,732473.932579028
0.319,84858.4652350282,84781.7588763931,923094.861231315,84858.4652350282,84592.6540658412,732473.932548924
0.3192,84858.4652350282,84781.7590717721,923094.861230003,84858.4652350282,84592.6554184433,732473.932518819
0.3194,84858.4652350282,84781.7592671512,923094.861228692,84858.4652350282,84592.6567710455,732473.932488715
0.3196,84858.4652350282,84781.7594625303,923094.861227381,84858.4652350282,84592.6581236477,732473.932458611
0.3198,84858.4652350282,84781.7596579093,923094.86122607,84858.4652350282,84592.6594762499,732473.932428507
0.32,84858.4652350282,84781.7598532884,923094.861224758,84858.4652350282,84592.660828852,732473.932398403
0.3202,84858.4652350282,84781.7600486674,923094.861223447,84858.4652350282,84592.6621814542,732473.932368298
0.3204,84858.4652350282,84781.7602440465,923094.861222136,84858.4652350282,84592.6635340564,732473.932338194
0.3206,84858.4652350282,84781.7604394256,923094.861220825,84858.4652350282,84592.6648866585,732473.93230809
0.3208,84858.4652350282,84781.7606348046,923094.861219513,84858.4652350282,84592.6662392607,732473.932277986
0.321,84858.4652350282,84781.7608301837,923094.861218202,84858.4652350282,84592.6675918629,732473.932247882
0.3212,84858.4652350282,84781.7610255627,923094.861216891,84858.4652350282,84592.668944465,732473.932217777
0.3214,84858.4652350282,84781.7612209418,923094.86121558,84858.4652350282,84592.6702970672,732473.932187673
0.3216,84858.4652350282,84781.7614163208,923094.861214268,84858.4652350282,84592.6716496694,732473.932157569
0.3218,84858.4652350282,84781.7616116999,923094.861212957,84858.4652350282,84592.6730022715,732473.932127465
0.322,84858.4652350282,84781.761807079,923094.861211646,84858.4652350282,84592.6743548737,732473.932097361
0.3222,84858.4652350282,84781.762002458,923094.861210335,84858.4652350282,84592.6757074759,732473.932067257
0.3224,84858.4652350282,84781.7621978371,923094.861209024,84858.4652350282,84592.6770600781,732473.932037152
0.3226,84858.4652350282,84781.7623932162,923094.861207712,84858.4652350282,84592.6784126802,732473.932007048
0.3228,84858.4652350282,84781.7625885952,923094.861206401,84858.4652350282,84592.6797652824,732473.931976944
0.323,84858.4652350282,84781.7627839743,923094.86120509,84858.4652350282,84592.6811178846,732473.93194684
0.3232,84858.4652350282,84781.7629793533,923094.861203779,84858.4652350282,84592.6824704867,732473.931916736
0.3234,84858.4652350282,84781.7631747324,923094.861202467,84858.4652350282,84592.6838230889,732473.931886632
0.3236,84858.4652350282,84781.7633701115,923094.861201156,84858.4652350282,84592.6851756911,732473.931856527
0.3238,84858.4652350282,84781.7635654905,923094.861199845,84858.4652350282,84592.6865282932,732473.931826423
0.324,84858.4652350282,84781.7637608696,923094.861198534,84858.4652350282,84592.6878808954,732473.931796319
0.3242,84858.4652350282,84781.7639562486,923094.861197222,84858.4652350282,84592.6892334976,732473.931766215
0.3244,84858.4652350282,84781.7641516277,923094.861195911,84858.4652350282,84592.6905860998,732473.931736111
0.3246,84858.4652350282,84781.7643470068,923094.8611946,84858.4652350282,84592.6919387019,732473.931706006
0.3248,84858.4652350282,84781.7645423858,923094.861193289,84858.4652350282,84592.6932913041,732473.931675902
0.325,84858.4652350282,84781.7647377649,923094.861191978,84858.4652350282,84592.6946439063,732473.931645798
0.3252,84858.4652350282,84781.7649331439,923094.861190666,84858.4652350282,84592.6959965084,732473.931615694
0.3254,84858.4652350282,84781.765128523,923094.861189355,84858.4652350282,84592.6973491106,732473.93158559
0.3256,84858.4652350282,84781.765323902,923094.861188044,84858.4652350282,84592.6987017128,732473.931555485
0.3258,84858.4652350282,84781.7655192811,923094.861186733,84858.4652350282,84592.7000543149,732473.931525381
0.326,84858.4652350282,84781.7657146602,923094.861185421,84858.4652350282,84592.7014069171,732473.931495277
0.3262,84858.4652350282,84781.7659100392,923094.86118411,84858.4652350282,84592.7027595193,732473.931465173
0.3264,84858.4652350282,84781.7661054183,923094.861182799,84858.4652350282,84592.7041121214,732473.931435069
0.3266,84858.4652350282,84781.7663007973,923094.861181488,84858.4652350282,84592.7054647236,732473.931404965
0.3268,84858.4652350282,84781.7664961764,923094.861180176,84858.4652350282,84592.7068173258,732473.93137486
0.327,84858.4652350282,84781.7666915555,923094.861178865,84858.4652350282,84592.708169928,732473.931344756
0.3272,84858.4652350282,84781.7668869345,923094.861177554,84858.4652350282,84592.7095225301,732473.931314652
0.3274,84858.4652350282,84781.7670823136,923094.861176243,84858.4652350282,84592.7108751323,732473.931284548
0.3276,84858.4652350282,84781.7672776926,923094.861174931,84858.4652350282,84592.7122277345,732473.931254444
0.3278,84858.4652350282,84781.7674730717,923094.86117362,84858.4652350282,84592.7135803366,732473.93122434
0.328,84858.4652350282,84781.7676684508,923094.861172309,84858.4652350282,84592.7149329388,732473.931194235
0.3282,84858.4652350282,84781.7678638298,923094.861170998,84858.4652350282,84592.716285541,732473.931164131
0.3284,84858.4652350282,84781.7680592089,923094.861169687,84858.4652350282,84592.7176381431,732473.931134027
0.3286,84858.4652350282,84781.7682545879,923094.861168375,84858.4652350282,84592.7189907453,732473.931103923
0.3288,84858.4652350282,84781.768449967,923094.861167064,84858.4652350282,84592.7203433475,732473.931073819
0.329,84858.4652350282,84781.768645346,923094.861165753,84858.4652350282,84592.7216959496,732473.931043714
0.3292,84858.4652350282,84781.7688407251,923094.861164441,84858.4652350282,84592.7230485518,732473.93101361
0.3294,84858.4652350282,84781.7690361042,923094.86116313,84858.4652350282,84592.724401154,732473.930983506
0.3296,84858.4652350282,84781.7692314832,923094.861161819,84858.4652350282,84592.7257537562,732473.930953402
0.3298,84858.4652350282,84781.7694268623,923094.861160508,84858.4652350282,84592.7271063583,732473.930923298
0.33,84858.4652350282,84781.7696222414,923094.861159197,84858.4652350282,84592.7284589605,732473.930893194
0.3302,84858.4652350282,84781.7698176204,923094.861157885,84858.4652350282,84592.7298115627,732473.930863089
0.3304,84858.4652350282,84781.7700129995,923094.861156574,84858.4652350282,84592.7311641648,732473.930832985
0.3306,84858.4652350282,84781.7702083785,923094.861155263,84858.4652350282,84592.732516767,732473.930802881
0.3308,84858.4652350282,84781.7704037576,923094.861153952,84858.4652350282,84592.7338693692,732473.930772777
0.331,84858.4652350282,84781.7705991367,923094.86115264,84858.4652350282,84592.7352219713,732473.930742673
0.3312,84858.4652350282,84781.7707945157,923094.861151329,84858.4652350282,84592.7365745735,732473.930712568
0.3314,84858.4652350282,84781.7709898948,923094.861150018,84858.4652350282,84592.7379271757,732473.930682464
0.3316,84858.4652350282,84781.7711852738,923094.861148707,84858.4652350282,84592.7392797778,732473.93065236
0.3318,84858.4652350282,84781.7713806529,923094.861147395,84858.4652350282,84592.74063238,732473.930622256
0.332,84858.4652350282,84781.771576032,923094.861146084,84858.4652350282,84592.7419849822,732473.930592152
0.3322,84858.4652350282,84781.771771411,923094.861144773,84858.4652350282,84592.7433375844,732473.930562048
0.3324,84858.4652350282,84781.7719667901,923094.861143462,84858.4652350282,84592.7446901865,732473.930531943
0.3326,84858.4652350282,84781.7721621691,923094.86114215,84858.4652350282,84592.7460427887,732473.930501839
0.3328,84858.4652350282,84781.7723575482,923094.861140839,84858.4652350282,84592.7473953908,732473.930471735
0.333,84858.4652350282,84781.7725529272,923094.861139528,84858.4652350282,84592.748747993,732473.930441631
0.3332,84858.4652350282,84781.7727483063,923094.861138217,84858.4652350282,84592.7501005952,732473.930411527
0.3334,84858.4652350282,84781.7729436854,923094.861136905,84858.4652350282,84592.7514531974,732473.930381423
0.3336,84858.4652350282,84781.7731390644,923094.861135594,84858.4652350282,84592.7528057995,732473.930351318
0.3338,84858.4652350282,84781.7733344435,923094.861134283,84858.4652350282,84592.7541584017,732473.930321214
0.334,84858.4652350282,84781.7735298225,923094.861132972,84858.4652350282,84592.7555110039,732473.93029111
0.3342,84858.4652350282,84781.7737252016,923094.861131661,84858.4652350282,84592.756863606,732473.930261006
0.3344,84858.4652350282,84781.7739205807,923094.861130349,84858.4652350282,84592.7582162082,732473.930230902
0.3346,84858.4652350282,84781.7741159597,923094.861129038,84858.4652350282,84592.7595688104,732473.930200797
0.3348,84858.4652350282,84781.7743113388,923094.861127727,84858.4652350282,84592.7609214125,732473.930170693
0.335,84858.4652350282,84781.7745067178,923094.861126416,84858.4652350282,84592.7622740147,732473.930140589
0.3352,84858.4652350282,84781.7747020969,923094.861125104,84858.4652350282,84592.7636266169,732473.930110485
0.3354,84858.4652350282,84781.774897476,923094.861123793,84858.4652350282,84592.7649792191,732473.930080381
0.3356,84858.4652350282,84781.775092855,923094.861122482,84858.4652350282,84592.7663318212,732473.930050276
0.3358,84858.4652350282,84781.7752882341,923094.861121171,84858.4652350282,84592.7676844234,732473.930020172
0.336,84858.4652350282,84781.7754836131,923094.861119859,84858.4652350282,84592.7690370256,732473.929990068
0.3362,84858.4652350282,84781.7756789922,923094.861118548,84858.4652350282,84592.7703896277,732473.929959964
0.3364,84858.4652350282,84781.7758743712,923094.861117237,84858.4652350282,84592.7717422299,732473.92992986
0.3366,84858.4652350282,84781.7760697503,923094.861115926,84858.4652350282,84592.7730948321,732473.929899756
0.3368,84858.4652350282,84781.7762651294,923094.861114615,84858.4652350282,84592.7744474342,732473.929869651
0.337,84858.4652350282,84781.7764605084,923094.861113303,84858.4652350282,84592.7758000364,732473.929839547
0.3372,84858.4652350282,84781.7766558875,923094.861111992,84858.4652350282,84592.7771526386,732473.929809443
0.3374,84858.4652350282,84781.7768512665,923094.861110681,84858.4652350282,84592.7785052408,732473.929779339
0.3376,84858.4652350282,84781.7770466456,923094.861109369,84858.4652350282,84592.7798578429,732473.929749235
0.3378,84858.4652350282,84781.7772420247,923094.861108058,84858.4652350282,84592.7812104451,732473.929719131
0.338,84858.4652350282,84781.7774374037,923094.861106747,84858.4652350282,84592.7825630473,732473.929689026
0.3382,84858.4652350282,84781.7776327828,923094.861105436,84858.4652350282,84592.7839156494,732473.929658922
0.3384,84858.4652350282,84781.7778281619,923094.861104125,84858.4652350282,84592.7852682516,732473.929628818
0.3386,84858.4652350282,84781.7780235409,923094.861102813,84858.4652350282,84592.7866208538,732473.929598714
0.3388,84858.4652350282,84781.77821892,923094.861101502,84858.4652350282,84592.7879734559,732473.92956861
0.339,84858.4652350282,84781.778414299,923094.861100191,84858.4652350282,84592.7893260581,732473.929538505
0.3392,84858.4652350282,84781.7786096781,923094.861098879,84858.4652350282,84592.7906786603,732473.929508401
0.3394,84858.4652350282,84781.7788050572,923094.861097568,84858.4652350282,84592.7920312624,732473.929478297
0.3396,84858.4652350282,84781.7790004362,923094.861096257,84858.4652350282,84592.7933838646,732473.929448193
0.3398,84858.4652350282,84781.7791958153,923094.861094946,84858.4652350282,84592.7947364668,732473.929418089
0.34,84858.4652350282,84781.7793911943,923094.861093635,84858.4652350282,84592.796089069,732473.929387984
0.3402,84858.4652350282,84781.7795865734,923094.861092323,84858.4652350282,84592.7974416711,732473.92935788
0.3404,84858.4652350282,84781.7797819524,923094.861091012,84858.4652350282,84592.7987942733,732473.929327776
0.3406,84858.4652350282,84781.7799773315,923094.861089701,84858.4652350282,84592.8001468755,732473.929297672
0.3408,84858.4652350282,84781.7801727106,923094.86108839,84858.4652350282,84592.8014994776,732473.929267568
0.341,84858.4652350282,84781.7803680896,923094.861087078,84858.4652350282,84592.8028520798,732473.929237464
0.3412,84858.4652350282,84781.7805634687,923094.861085767,84858.4652350282,84592.804204682,732473.929207359
0.3414,84858.4652350282,84781.7807588477,923094.861084456,84858.4652350282,84592.8055572841,732473.929177255
0.3416,84858.4652350282,84781.7809542268,923094.861083145,84858.4652350282,84592.8069098863,732473.929147151
0.3418,84858.4652350282,84781.7811496059,923094.861081833,84858.4652350282,84592.8082624885,732473.929117047
0.342,84858.4652350282,84781.7813449849,923094.861080522,84858.4652350282,84592.8096150906,732473.929086943
0.3422,84858.4652350282,84781.781540364,923094.861079211,84858.4652350282,84592.8109676928,732473.929056839
0.3424,84858.4652350282,84781.781735743,923094.8610779,84858.4652350282,84592.812320295,732473.929026734
0.3426,84858.4652350282,84781.7819311221,923094.861076589,84858.4652350282,84592.8136728972,732473.92899663
0.3428,84858.4652350282,84781.7821265012,923094.861075277,84858.4652350282,84592.8150254993,732473.928966526
0.343,84858.4652350282,84781.7823218802,923094.861073966,84858.4652350282,84592.8163781015,732473.928936422
0.3432,84858.4652350282,84781.7825172593,923094.861072655,84858.4652350282,84592.8177307037,732473.928906318
0.3434,84858.4652350282,84781.7827126383,923094.861071344,84858.4652350282,84592.8190833058,732473.928876213
0.3436,84858.4652350282,84781.7829080174,923094.861070032,84858.4652350282,84592.820435908,732473.928846109
0.3438,84858.4652350282,84781.7831033964,923094.861068721,84858.4652350282,84592.8217885102,732473.928816005
0.344,84858.4652350282,84781.7832987755,923094.86106741,84858.4652350282,84592.8231411123,732473.928785901
0.3442,84858.4652350282,84781.7834941546,923094.861066099,84858.4652350282,84592.8244937145,732473.928755797
0.3444,84858.4652350282,84781.7836895336,923094.861064787,84858.4652350282,84592.8258463167,732473.928725693
0.3446,84858.4652350282,84781.7838849127,923094.861063476,84858.4652350282,84592.8271989189,732473.928695588
0.3448,84858.4652350282,84781.7840802917,923094.861062165,84858.4652350282,84592.828551521,732473.928665484
0.345,84858.4652350282,84781.7842756708,923094.861060854,84858.4652350282,84592.8299041232,732473.92863538
0.3452,84858.4652350282,84781.7844710499,923094.861059543,84858.4652350282,84592.8312567254,732473.928605276
0.3454,84858.4652350282,84781.7846664289,923094.861058231,84858.4652350282,84592.8326093275,732473.928575172
0.3456,84858.4652350282,84781.784861808,923094.86105692,84858.4652350282,84592.8339619297,732473.928545067
0.3458,84858.4652350282,84781.7850571871,923094.861055609,84858.4652350282,84592.8353145319,732473.928514963
0.346,84858.4652350282,84781.7852525661,923094.861054297,84858.4652350282,84592.836667134,732473.928484859
0.3462,84858.4652350282,84781.7854479452,923094.861052986,84858.4652350282,84592.8380197362,732473.928454755
0.3464,84858.4652350282,84781.7856433242,923094.861051675,84858.4652350282,84592.8393723384,732473.928424651
0.3466,84858.4652350282,84781.7858387033,923094.861050364,84858.4652350282,84592.8407249405,732473.928394546
0.3468,84858.4652350282,84781.7860340823,923094.861049053,84858.4652350282,84592.8420775427,732473.928364442
0.347,84858.4652350282,84781.7862294614,923094.861047741,84858.4652350282,84592.8434301449,732473.928334338
0.3472,84858.4652350282,84781.7864248405,923094.86104643,84858.4652350282,84592.8447827471,732473.928304234
0.3474,84858.4652350282,84781.7866202195,923094.861045119,84858.4652350282,84592.8461353492,732473.92827413
0.3476,84858.4652350282,84781.7868155986,923094.861043808,84858.4652350282,84592.8474879514,732473.928244026
0.3478,84858.4652350282,84781.7870109776,923094.861042496,84858.4652350282,84592.8488405536,732473.928213921
0.348,84858.4652350282,84781.7872063567,923094.861041185,84858.4652350282,84592.8501931557,732473.928183817
0.3482,84858.4652350282,84781.7874017358,923094.861039874,84858.4652350282,84592.8515457579,732473.928153713
0.3484,84858.4652350282,84781.7875971148,923094.861038563,84858.4652350282,84592.8528983601,732473.928123609
0.3486,84858.4652350282,84781.7877924939,923094.861037251,84858.4652350282,84592.8542509622,732473.928093505
0.3488,84858.4652350282,84781.7879878729,923094.86103594,84858.4652350282,84592.8556035644,732473.928063401
0.349,84858.4652350282,84781.788183252,923094.861034629,84858.4652350282,84592.8569561666,732473.928033296
0.3492,84858.4652350282,84781.7883786311,923094.861033318,84858.4652350282,84592.8583087687,732473.928003192
0.3494,84858.4652350282,84781.7885740101,923094.861032006,84858.4652350282,84592.8596613709,732473.927973088
0.3496,84858.4652350282,84781.7887693892,923094.861030695,84858.4652350282,84592.8610139731,732473.927942984
0.3498,84858.4652350282,84781.7889647682,923094.861029384,84858.4652350282,84592.8623665753,732473.92791288
0.35,84858.4652350282,84781.7891601473,923094.861028073,84858.4652350282,84592.8637191774,732473.927882775
0.3502,84858.4652350282,84781.7893555264,923094.861026762,84858.4652350282,84592.8650717796,732473.927852671
0.3504,84858.4652350282,84781.7895509054,923094.86102545,84858.4652350282,84592.8664243817,732473.927822567
0.3506,84858.4652350282,84781.7897462845,923094.861024139,84858.4652350282,84592.8677769839,732473.927792463
0.3508,84858.4652350282,84781.7899416635,923094.861022828,84858.4652350282,84592.8691295861,732473.927762359
0.351,84858.4652350282,84781.7901370426,923094.861021516,84858.4652350282,84592.8704821883,732473.927732254
0.3512,84858.4652350282,84781.7903324216,923094.861020205,84858.4652350282,84592.8718347904,732473.92770215
0.3514,84858.4652350282,84781.7905278007,923094.861018894,84858.4652350282,84592.8731873926,732473.927672046
0.3516,84858.4652350282,84781.7907231798,923094.861017583,84858.4652350282,84592.8745399948,732473.927641942
0.3518,84858.4652350282,84781.7909185588,923094.861016272,84858.4652350282,84592.8758925969,732473.927611838
0.352,84858.4652350282,84781.7911139379,923094.86101496,84858.4652350282,84592.8772451991,732473.927581734
0.3522,84858.4652350282,84781.7913093169,923094.861013649,84858.4652350282,84592.8785978013,732473.927551629
0.3524,84858.4652350282,84781.791504696,923094.861012338,84858.4652350282,84592.8799504034,732473.927521525
0.3526,84858.4652350282,84781.7917000751,923094.861011027,84858.4652350282,84592.8813030056,732473.927491421
0.3528,84858.4652350282,84781.7918954541,923094.861009715,84858.4652350282,84592.8826556078,732473.927461317
0.353,84858.4652350282,84781.7920908332,923094.861008404,84858.4652350282,84592.8840082099,732473.927431213
