"time","elastoBacklash.phi_rel","elastoBacklash.w_rel","springDamper.phi_rel","springDamper.w_rel"
0.0285,0.237747485295608,-66.1964949763532,-0.200030826360664,-84.2232770201895
0.029,0.204649237807431,-66.1964949763532,-0.241931160187903,-83.3622815013586
0.0295,0.171550990319255,-66.1964949763532,-0.283381072519979,-82.4224325100236
0.03,0.138452742831078,-66.1964949763532,-0.324341619742921,-81.4050685769568
0.0305,0.105354495342902,-66.1964949763532,-0.364774279987129,-80.3115750537546
0.031,0.0722562478547252,-66.1964949763532,-0.404641439518222,-79.1434263598246
0.0315,0.0391580003665487,-66.1964949763532,-0.443906178426681,-77.9021616169853
0.032,0.00605975287837207,-66.1964949763532,-0.482532415071514,-76.5893896199436
0.0325,-0.0270384946098044,-66.1964949763532,-0.520484673605013,-75.2067609960283
0.033,-0.060136742097981,-66.1964949763532,-0.557728495629767,-73.7560040050226
0.0335,-0.0932349895861577,-66.1964949763532,-0.594230149393686,-72.238898569346
0.034,-0.126333237074334,-66.1964949763532,-0.629957070654162,-70.6573007044549
0.0345,-0.159431484562511,-66.1964949763532,-0.664877355347552,-69.0131194950516
0.035,-0.192529732050688,-66.1964949763532,-0.698960347952759,-67.3082925500283
0.0355,-0.225627979538864,-66.1964949763532,-0.732176125185436,-65.5448403230342
0.036,-0.258726227027041,-66.1964949763532,-0.764495952508523,-63.724807551832
0.0365,-0.291824474515217,-66.1964949763532,-0.795892060475559,-61.8502920817736
0.037,-0.324922722003394,-66.1964949763532,-0.826337700437062,-59.9234403175387
0.0375,-0.35802096949157,-66.1964949763532,-0.855807331357551,-57.9464253047258
0.038,-0.391119216979747,-66.1964949763532,-0.884276313622947,-55.9214794705531
0.0380238662895904,-0.392699081698724,-66.1964949763532,-0.885609790611127,-55.823662984396
0.0380238662895904,-0.392699081698724,-66.1964949763532,-0.885609790611127,-55.823662984396
0.0380238692197227,-0.39269927566321,-66.1964949763347,-0.885609954181699,-55.8236509688673
0.0380238692197227,-0.39269927566321,-66.1964949763347,-0.885609954181699,-55.8236509688673
0.0385,-0.424206749693027,-66.1364803806744,-0.911720868442377,-53.8509008682598
0.039,-0.457229783769575,-65.9443847392316,-0.938118731972591,-51.7369919893897
0.0395,-0.490124668143036,-65.6204383806454,-0.963449603882305,-49.5819948906257
0.04,-0.52282645898749,-65.1652759592116,-0.987693772327554,-47.388233424607
0.0405,-0.555268200947284,-64.580061397531,-1.01083187334174,-45.1581405781946
0.041,-0.587391083532584,-63.9013451818838,-1.03284630123513,-42.894129493938
0.0415,-0.619159533994581,-63.1624677522985,-1.05372075705507,-40.5986267213643
0.042,-0.650543680716231,-62.3642502512789,-1.07344013150254,-38.2740792937153
0.0425,-0.681514194207907,-61.5078182722192,-1.0919906515145,-35.9229518860758
0.043,-0.712042262486596,-60.5943167596798,-1.10935966401998,-33.5477216450365
0.0435,-0.742099581434762,-59.6249378538983,-1.12553558906462,-31.1508755889337
0.044,-0.771658505101271,-58.600922376272,-1.14050820614813,-28.7349116346583
0.0445,-0.800692034907118,-57.5235633830253,-1.15426857732156,-26.3023347762781
0.045,-0.829173794713193,-56.3941981225625,-1.16680894625166,-23.8556536221923
0.0455,-0.857078156462408,-55.2142115179166,-1.17812290746614,-21.3973768002978
0.046,-0.884380066251778,-53.9850265786028,-1.18820511027043,-18.9300140763606
0.0465,-0.911055394804453,-52.7081228142187,-1.19705184113929,-16.4560732124076
0.047,-0.937080628512512,-51.3850178161416,-1.20466048209341,-13.9780609606951
0.0475,-0.962433083442962,-50.0172548177683,-1.2110295617778,-11.498462056553
0.048,-0.987090800738385,-48.6064293204015,-1.21615899396281,-9.01976599611175
0.0485,-1.01103268749555,-47.1541587904101,-1.22004982194721,-6.54443501954511
0.049,-1.03423840001869,-45.6621027544443,-1.22270436689673,-4.07492667466278
0.0495,-1.05668849600868,-44.1319434449811,-1.22412612017891,-1.61366974883064
0.05,-1.07836432626739,-42.5653990913589,-1.22431981421853,0.83691895774552
0.0505,-1.09924813505333,-40.9642132390162,-1.22329137753228,3.27444887845678
0.051,-1.11932305790292,-39.3301545920668,-1.22104793080274,5.69655567239843
0.0515,-1.13857310947973,-37.6650166390578,-1.21759777076719,8.10090085010204
0.052,-1.15698320387426,-35.970615378914,-1.21295035946409,10.4851747611651
0.0525,-1.17453916494031,-34.248787089706,-1.20711630485151,12.8470989864213
0.053,-1.19122774061221,-32.5013860238066,-1.20010734399651,15.1844290258001
0.0535,-1.20703661097427,-30.7302826320931,-1.19193632735917,17.494956204597
0.054,-1.22195439228514,-28.9373617765737,-1.18261719908682,19.7765093701677
0.0545,-1.23597064525271,-27.124521027404,-1.17216498244442,22.0269567498278
0.055,-1.2490758847366,-25.2936680513571,-1.16059575460981,24.244208640292
0.0555,-1.26126158972208,-23.4467180756275,-1.14792662270406,26.426220050728
0.056,-1.272520206611,-21.5855929099809,-1.13417571409078,28.5709916860928
0.0565,-1.28284511016733,-19.7122204910818,-1.11936213294779,30.6765682378047
0.057,-1.29223066781059,-17.8285302691186,-1.10350596089155,32.7410456573374
0.0575,-1.30067220529044,-15.9364525826718,-1.08662821578364,34.7625698456683
0.058,-1.30816600609939,-14.0379161253128,-1.06875081757302,36.7393387389944
0.0585,-1.31470933313166,-12.1348469287476,-1.04989659589649,38.6696042867995
0.059,-1.32030038794042,-10.2291658444384,-1.03008921730604,40.5516724085106
0.0595,-1.32493834818439,-8.32278667458916,-1.00935319677179,42.3839065211314
0.06,-1.32862334706559,-6.41761435897853,-0.987713853836545,44.1647279638666
0.0605,-1.33135644765263,-4.51554327354964,-0.965197265321893,45.8926160582144
0.061,-1.33313968661919,-2.61845489449941,-0.941830276667758,47.5661123632931
0.0615,-1.33397601275435,-0.728216756944685,-0.917640428841942,49.1838182895282
0.062,-1.33386931621192,1.15332000295929,-0.892655954036013,50.7443986937971
0.0625,-1.33282441673115,3.02432233515154,-0.866905741996015,52.2465826603189
0.063,-1.33084701921819,4.8829762003511,-0.840419284974074,53.6891619180524
0.0635,-1.32794376166625,6.72748971702919,-0.813226682300589,55.070995998618
0.064,-1.32412215136974,8.55609347285735,-0.78535857475688,56.3910091197024
0.0645,-1.31939057761624,10.3670428591183,-0.75684612594484,57.6481927997546
0.065,-1.3137583090705,12.1586199787623,-0.727720994531318,58.8416073078069
0.0655,-1.30723543984421,13.9291339581252,-0.698015278087732,59.9703790718927
0.066,-1.29983293031264,15.676924350891,-0.667761507471728,61.0337056692667
0.0665,-1.29156254796726,17.4003610730599,-0.636992590613864,62.0308526452336
0.067,-1.28243686508365,19.0978463932813,-0.605741783950886,62.961155046258
0.0675,-1.27246926139928,20.7678171630325,-0.574042665519552,63.8240194178862
0.068,-1.26167386260005,22.4087442104191,-0.541929083635483,64.6189200458418
0.0685,-1.2500655760186,24.0191362621474,-0.509435139458425,65.3454041100298
0.069,-1.23766003363869,25.5975393297633,-0.476595140133982,66.0030881579669
0.0695,-1.22447357821548,27.1425382388813,-0.443443565181341,66.591658643621
0.07,-1.21052326865712,28.6527592809429,-0.41001503661425,67.110874419781
0.0705,-1.19582681533099,30.126868697215,-0.376344276583903,67.5605620539184
0.071,-1.18040260720006,31.5635768981996,-0.342466077758646,67.9406207757233
0.0715,-1.16426965931195,32.9616374814762,-0.308415265655836,68.2510188821488
0.072,-1.14744759022904,34.3198481835747,-0.274226664281309,68.4917933359672
0.0725,-1.12995662533468,35.6370538348263,-0.239935060246001,68.663052400043
0.073,-1.11181753738674,36.9121443275456,-0.205575172286724,68.7649708017799
0.0735,-1.09305165596424,38.1440583549089,-0.171181610937207,68.7977933450237
0.074,-1.07368082732044,39.3317827704742,-0.136788848269433,68.7618322532916
0.0745,-1.05372738226692,40.4743525721614,-0.102431187124995,68.6574654575614
0.075,-1.0332141361843,41.5708541884165,-0.0681427176681454,68.4851393324529
0.0755,-1.01216433608644,42.6204230497785,-0.033957298435756,68.24536387448
0.076,-0.990601655021456,43.6222465831543,9.14886609739489e-05,67.9387148984652
0.0765,-0.968550161334044,44.575564119588,0.0339703667680816,67.5658323348429
0.077,-0.946034281648021,45.4796658422687,0.0676463858862836,67.1274173958878
0.0775,-0.923078795159256,46.333896306474,0.101086974924264,66.6242352038529
0.078,-0.899708788170566,47.1376517314246,0.134259949744587,66.0571101317961
0.0785,-0.875949637491514,47.8903821523569,0.167133557636115,65.4269267168789
0.079,-0.851826984694035,48.5915918808176,0.199676508235465,64.7346286817384
0.0795,-0.827366699206358,49.2408374839177,0.231857982406555,63.9812153002135
0.08,-0.802594865159773,49.8377314158322,0.263647692951891,63.167743724502
0.0805,-0.777537743586762,50.3819391176866,0.295015882727266,62.2953245714694
0.081,-0.752221749026247,50.8731803110906,0.325933364315452,61.3651217619213
0.0815,-0.72667342486572,51.3112299459341,0.356371556346384,60.3783520052665
0.082,-0.700919410749406,51.6959153364452,0.386302477064023,59.3362806915118
0.0825,-0.67498642096637,52.0271197638101,0.415698812815902,58.2402237469803
0.083,-0.648901214321022,52.3047794737193,0.444533907413046,57.0915435412711
0.0835,-0.622690567717665,52.5288841434523,0.472781793788633,55.8916478787921
0.084,-0.596381249422386,52.6994782022925,0.500417237252359,54.6419896835469
0.0845,-0.569999994230238,52.8166572999985,0.527415712744555,53.3440627458807
0.085,-0.543573472976287,52.8805717298121,0.553753479513551,51.9994029590847
0.0853423267104407,-0.525468082826402,52.8937155929448,0.571392806606957,51.0526373048637
0.0853423267104407,-0.525468082826402,52.8937155929448,0.571392806606957,51.0526373048637
0.0855,-0.517128153794223,52.8937380743169,0.579407551255804,50.6095865925857
0.086,-0.490681283937663,52.8937411115142,0.604354911025775,49.1762903710429
0.0865,-0.46423441334653,52.8937414056942,0.628574629372816,47.7011356846188
0.087,-0.437787542644506,52.8937414214001,0.652046930334287,46.1857454359577
0.0875,-0.411340671927919,52.8937413928269,0.6747527017615,44.6317846342521
0.0878423267104849,-0.393233731428032,52.8937413834319,0.689846153146532,43.5465346802479
0.0878423267104849,-0.393233731428032,52.8937413834319,0.689846153146532,43.5465346802479
0.0878524347065413,-0.392699081698724,52.8937413834319,0.690286158099781,43.5142338860576
0.0878524347065413,-0.392699081698724,52.8937413834319,0.690286158099781,43.5142338860576
0.088,-0.384893801229348,52.8937413834319,0.696672451093733,43.0410355826172
0.0885,-0.358446930537632,52.8937413834319,0.717787313031474,41.4153537281692
0.089,-0.332000059845917,52.8937413834319,0.738080855435685,39.7564887235814
0.0895,-0.305553189154201,52.8937413834319,0.757537304368285,38.0662225699375
0.09,-0.279106318462485,52.8937413834319,0.776141687335945,36.3463635616481
0.0905,-0.252659447770769,52.8937413834319,0.793879301034788,34.5988210124825
0.091,-0.226212577079053,52.8937413834319,0.810737066737055,32.8254829595696
0.0915,-0.199765706387337,52.8937413834319,0.826702347029459,31.0282519831808
0.092,-0.173318835695622,52.8937413834319,0.841763208096043,29.2090384769755
0.0925,-0.146871965003906,52.8937413834319,0.855909300106533,27.3697640698246
0.093,-0.12042509431219,52.8937413834319,0.869131356540603,25.5123650531208
0.0935,-0.0939782236204741,52.8937413834319,0.881420410116958,23.6387790614692
0.094,-0.0675313529287584,52.8937413834319,0.892768959678039,21.7509569021156
0.0945,-0.0410844822370424,52.8937413834319,0.903170583105764,19.8508535977185
0.095,-0.0146376115453267,52.8937413834319,0.912619193329888,17.9404235689962
0.0955,0.0118092591463891,52.8937413834319,0.921110169188898,16.0216255916109
0.096,0.0382561298381048,52.8937413834319,0.928639922109141,14.0964164343861
0.0965,0.0647030005298208,52.8937413834319,0.935205792125002,12.1667484412292
0.097,0.0911498712215365,52.8937413834319,0.940806144800144,10.2345701154325
0.0975,0.117596741913252,52.8937413834319,0.945440211591708,8.301820775388
0.098,0.144043612604968,52.8937413834319,0.949108183843672,6.37043055699691
0.0985,0.170490483296684,52.8937413834319,0.951811207937628,4.44231918562299
0.099,0.1969373539884,52.8937413834319,0.953551385102777,2.51939382496589
0.0995,0.223384224680116,52.8937413834319,0.954331784119815,0.60354644423997
0.1,0.249831095371832,52.8937413834319,0.954156408996923,-1.30334722194068
0.1005,0.276277966063548,52.8937413834319,0.953030211916562,-3.19943010644768
0.101,0.302724836755264,52.8937413834319,0.950959061487512,-5.08286480440764
0.1015,0.329171707446979,52.8937413834319,0.947949742235797,-6.95183604298976
0.102,0.355618578138695,52.8937413834319,0.944009930739691,-8.8045518988847
0.1025,0.382065448830411,52.8937413834319,0.939148196812483,-10.6392455005603
0.102701037638673,0.392699081698724,52.8937413834319,0.936935653362513,-11.3714568485512
0.102701037638673,0.392699081698724,52.8937413834319,0.936935653362513,-11.3714568485512
0.102873923899411,0.401843215449413,52.8874177583101,0.934915466293763,-11.998492376437
0.102873923899411,0.401843215449413,52.8874177583101,0.934915466293763,-11.998492376437
0.103,0.408510298460848,52.8748325941994,0.933374010547891,-12.4541723857634
0.1035,0.434921846800999,52.7587501519594,0.926697901319596,-14.2475901879025
0.104,0.461249611451443,52.5371750702587,0.919130687273259,-16.0178741106262
0.1045,0.487440963158574,52.2105420437478,0.910684322587026,-17.7633733679685
0.105,0.513442834039525,51.7795037156153,0.901371747981638,-19.4824481495939
0.1055,0.539204721800005,51.2573973292668,0.891206557575049,-21.1735153576212
0.106,0.564692070597492,50.6840104634031,0.880203162181105,-22.8350297430042
0.1065,0.589880791972203,50.0629457901206,0.868376742781772,-24.4654827329836
0.107,0.614747229118318,49.3950041710089,0.855743164032231,-26.0634012402114
0.1075,0.63926820729705,48.6811189009321,0.842319108509676,-27.6273570243717
0.108,0.663421013122099,47.9222427522453,0.828121939414588,-29.1559617256858
0.1085,0.687183339127737,47.1193555595435,0.81316958681624,-30.64786230827
0.109,0.710533413875168,46.273474502691,0.797480702684427,-32.1017520586036
0.1095,0.733450009801145,45.3856569356522,0.781074618354638,-33.5163708880322
0.11,0.755912412072649,44.4569955613192,0.763971248796614,-34.8905019857141
0.1105,0.777900519599635,43.4886208149353,0.746191136739801,-36.222979446483
0.111,0.799394717247617,42.481693556122,0.7277553348865,-37.5126778263779
0.1115,0.820376084376933,41.4374142485974,0.708685574514251,-38.7585288539708
0.112,0.840826228753972,40.3570153224348,0.689004113189708,-39.9595079231719
0.1125,0.860727421304681,39.2417478018718,0.668733512409439,-41.1146408065722
0.113,0.880062501812127,38.0929048469526,0.64789704691685,-42.2230020663112
0.1135,0.898815072459503,36.9117940692882,0.626518222472531,-43.2837227520102
0.114,0.916969269711314,35.6997606220753,0.60462117678283,-44.295979261014
0.1145,0.934510021851822,34.4581622248951,0.58223023891189,-45.2590061004727
0.115,0.951422854856828,33.1883886287385,0.559370276171054,-46.1720864314432
0.1155,0.967694051969616,31.8918442204659,0.536066381979344,-47.0345595244662
0.116,0.983310576625368,30.5699568720995,0.512344034997768,-47.8458172580445
0.1165,0.998260102781849,29.2241732255458,0.48822901526592,-48.605305234525
0.117,1.01253105995517,27.855953297554,0.463747307391212,-49.3125247786344
0.1175,1.02611258758211,26.4667755967348,0.438925192641644,-49.9670308384338
0.118,1.03899458681375,25.0581288093902,0.413789101413376,-50.5684338369415
0.1185,1.05116770598019,23.6315149097157,0.388365667786959,-51.1163993162469
0.119,1.06262333498958,22.1884462897801,0.36268168033318,-51.610646938155
0.1195,1.07335363981004,20.7304433430102,0.336764037871717,-52.0509523784016
0.12,1.0833515276995,19.2590350946082,0.310639762033818,-52.4371450307712
0.1205,1.09261068491439,17.7757558221896,0.284335936904622,-52.769109924937
0.121,1.1011255559787,16.2821441094071,0.257879692705594,-53.0467860732323
0.1215,1.10889136059453,14.7797417888667,0.231298187200019,-53.270167430641
0.122,1.11590408490547,13.2700910201562,0.204618554517937,-53.4393016586485
0.1225,1.12216049329273,11.7547340216629,0.177867900146267,-53.5542908952431
0.123,1.12765811402551,10.2352107299603,0.151073260602687,-53.6152902511147
0.1235,1.13239525173675,8.71305738698901,0.124261578128309,-53.6225083818601
0.124,1.13637097414863,7.18980532791305,0.097459680073281,-53.5762063010241
0.1245,1.13958511335162,5.66697929346769,0.0706942493310405,-53.4766971099149
0.125,1.14203826435717,4.14609592754695,0.0439917980499576,-53.324345576198
0.1255,1.14373177289195,2.62866258838394,0.0173786473353189,-53.1195670267029
0.126,1.14466774144031,1.11617551895145,-0.00911910498960064,-52.862827380191
0.1265,1.14484901104789,-0.389881284281211,-0.0354756035398616,-52.5546416330759
0.127,1.14427916819096,-1.88803772083049,-0.0616652644201662,-52.195573988731
0.1275,1.14296252330127,-3.37683883254203,-0.0876627962654785,-51.78623608883
0.128,1.14090411881143,-4.85484638984993,-0.11344322828204,-51.3272872387138
0.1285,1.13810970241171,-6.3206399003935,-0.138981926852136,-50.8194323206404
0.129,1.13458573775273,-7.77281845540732,-0.164254628285268,-50.2634221495777
0.1295,1.13033937299951,-9.21000133620293,-0.189237448189006,-49.6600511433011
0.13,1.12537845174719,-10.6308300715801,-0.213906917906159,-49.0101576478683
0.1305,1.11971148182161,-12.0339688961752,-0.238239991340687,-48.314621656706
0.131,1.11334764007311,-13.418106651577,-0.262214078393648,-47.5743647409281
0.1315,1.10629674776963,-14.7819574548359,-0.285807055735041,-46.7903481849118
0.132,1.09856926490913,-16.1242621839436,-0.308997292570906,-45.9635722717696
0.1325,1.09017627371596,-17.4437894552051,-0.331763667113832,-45.0950749201159
0.133,1.08112946377801,-18.7393367033058,-0.354085584917014,-44.1859304138098
0.1335,1.07144112117636,-20.0097314037228,-0.375942999844022,-43.2372483807948
0.134,1.06112410673737,-21.2538317677791,-0.397316425399125,-42.2501721229843
0.1345,1.05019184909288,-22.4705282088765,-0.418186960120012,-41.2258778182496
0.135,1.03865831788291,-23.6587436567976,-0.438536292050421,-40.165572578083
0.1355,1.02653801896904,-24.817435231943,-0.458346727853543,-39.070493755906
0.136,1.01384596462205,-25.9455942409506,-0.477601191599203,-37.9419068616794
0.1365,1.0005976691132,-27.0422479763256,-0.49628325607984,-36.7811048699105
0.137,0.986809117543692,-28.1064594704156,-0.514377137322174,-35.5894060906916
0.1375,0.972496760647592,-29.1373293495676,-0.531867726826065,-34.3681534109472
0.138,0.957677483248338,-30.1339953964585,-0.548740582707094,-33.1187121801629
0.1385,0.94236859733402,-31.0956343775803,-0.564981961405866,-31.8424693364371
0.139,0.926587812415411,-32.0214616294153,-0.580578809317594,-30.540831420196
0.1395,0.910353223287373,-32.9107324597012,-0.595518786842935,-29.2152234191628
0.14,0.893683285612832,-33.7627421540264,-0.609790267572682,-27.8670870582467
0.1405,0.876596797544264,-34.5768267406514,-0.623382350968671,-26.4978793504073
0.141,0.85911287957701,-35.3523634471297,-0.636284869585511,-25.1090710894476
0.1415,0.841250951916956,-36.0887708838363,-0.648488391419214,-23.7021452270367
0.142,0.823030716764973,-36.7855098589016,-0.659984233490065,-22.2785954592929
0.1425,0.804472133306957,-37.4420830797867,-0.670764455669059,-20.8399245400964
0.143,0.785595400953583,-38.0580362269604,-0.680821878823767,-19.3876428794036
0.1435,0.766420933369155,-38.6329572680774,-0.690150071830201,-17.9232668718236
0.144,0.746969341633829,-39.1664776992961,-0.69874337264911,-16.4483174537962
0.1445,0.727261408336699,-39.6582715587304,-0.70659687007842,-14.9643185007314
0.145,0.707318069966492,-40.1080567520029,-0.713706426274177,-13.4727953122463
0.1455,0.687160391802207,-40.515593845801,-0.720068654686104,-11.9752731119739
0.146,0.666809549089798,-40.8806873880003,-0.725680942437153,-10.4732754489918
0.1465,0.646286803281491,-41.2031846197754,-0.730541426885736,-8.96832280937107
0.147,0.625613481697015,-41.4829765656486,-0.734649013922029,-7.46193096056678
0.1475,0.604810955367728,-41.7199969967065,-0.738003358984699,-5.9556096217756
0.148,0.583900617479037,-41.9142229028123,-0.740604874501299,-4.45086085466498
0.1485,0.562903862244933,-42.0656739919033,-0.742454720323298,-2.94917769162561
0.149,0.541842063252675,-42.1744124901882,-0.743554799405397,-1.45204266283695
0.1495,0.520736551914505,-42.2405432279455,-0.743907758485725,0.0390737300261627
0.15,0.49960860234417,-42.2642128145125,-0.743516973075474,1.52271389640855
0.150192344962309,0.491479268308663,-42.2641839138852,-0.743169396723867,2.09115831232474
0.150192344962309,0.491479268308663,-42.2641839138852,-0.743169396723867,2.09115831232474
0.1505,0.47847647921366,-42.2641839138852,-0.742386554809858,2.99743026261804
0.151,0.457344387256716,-42.2641839138852,-0.740521308254289,4.46180256234541
0.1515,0.436212295299774,-42.2641839138852,-0.737926751675091,5.914428296348
0.152,0.415080203342831,-42.2641839138852,-0.73460915293835,7.35391041728136
0.1525,0.393948111385888,-42.2641839138852,-0.730575420568493,8.77887858460499
0.152529552911508,0.392699081698724,-42.2641839138852,-0.730314747148689,8.86261910127408
0.152529552911508,0.392699081698724,-42.2641839138852,-0.730314747148689,8.86261910127408
0.152692344962385,0.385818808520719,-42.2641839138852,-0.728834507724022,9.32289441900819
0.152692344962385,0.385818808520719,-42.2641839138852,-0.728834507724022,9.32289441900819
0.153,0.372816019428946,-42.2641839138852,-0.725833100217113,10.1879686718038
0.1535,0.351683927472003,-42.2641839138852,-0.720390629747372,11.5798478680429
0.154,0.330551835515061,-42.2641839138852,-0.714256622431633,12.9532625749119
0.1545,0.309419743558119,-42.2641839138852,-0.707440761580103,14.3069189243252
0.155,0.288287651601177,-42.2641839138852,-0.699953376455297,15.6395623123354
0.1555,0.267155559644235,-42.2641839138852,-0.691805191219316,16.9499565046052
0.156,0.246023467687292,-42.2641839138852,-0.683007613271188,18.2369066549347
0.1565,0.22489137573035,-42.2641839138852,-0.673572658489969,19.4992478265925
0.157,0.203759283773408,-42.2641839138852,-0.663512917207103,20.7358444161428
0.1575,0.182627191816466,-42.2641839138852,-0.652841519187726,21.9455905681123
0.158,0.161495099859523,-42.2641839138852,-0.641572147922432,23.1274140119283
0.1585,0.14036300790258,-42.2641839138852,-0.62971898287292,24.2802726239755
0.159,0.119230915945638,-42.2641839138852,-0.617296814175527,25.4031634458243
0.1595,0.0980988239886949,-42.2641839138852,-0.604320896788608,26.4951152593663
0.16,0.0769667320317522,-42.2641839138852,-0.590806912208254,27.5551939834341
0.1605,0.0558346400748095,-42.2641839138852,-0.576771067629643,28.5825008332079
0.161,0.0347025481178669,-42.2641839138852,-0.562229935223111,29.5761754737583
0.1615,0.0135704561609242,-42.2641839138852,-0.547200567208227,30.5353936853055
0.162,-0.00756163579601842,-42.2641839138852,-0.531700359620497,31.4593714219606
0.1625,-0.0286937277529611,-42.2641839138852,-0.515747138768015,32.3473619985776
0.163,-0.0498258197099038,-42.2641839138852,-0.499359057382441,33.1986599107149
0.1635,-0.0709579116668466,-42.2641839138852,-0.482554651247236,34.0125979106549
0.164,-0.0920900036237892,-42.2641839138852,-0.465352725730554,34.7885508992519
0.1645,-0.113222095580732,-42.2641839138852,-0.447772435935965,35.5259335938035
0.165,-0.134354187537674,-42.2641839138852,-0.429833210253428,36.2242025564523
