"time","integerTable.y","integerTable2.y","integerTable3.y","integerTable4.y"
0.1302,1,-1,-2,1
0.1308,1,-1,-2,1
0.1314,1,-1,-2,1
0.132,1,-1,-2,1
0.1326,1,-1,-2,1
0.1332,1,-1,-2,1
0.1338,1,-1,-2,1
0.1344,1,-1,-2,1
0.135,1,-1,-2,1
0.1356,1,-1,-2,1
0.1362,1,-1,-2,1
0.1368,1,-1,-2,1
0.1374,1,-1,-2,1
0.138,1,-1,-2,1
0.1386,1,-1,-2,1
0.1392,1,-1,-2,1
0.1398,1,-1,-2,1
0.1404,1,-1,-2,1
0.141,1,-1,-2,1
0.1416,1,-1,-2,1
0.1422,1,-1,-2,1
0.1428,1,-1,-2,1
0.1434,1,-1,-2,1
0.144,1,-1,-2,1
0.1446,1,-1,-2,1
0.1452,1,-1,-2,1
0.1458,1,-1,-2,1
0.1464,1,-1,-2,1
0.147,1,-1,-2,1
0.1476,1,-1,-2,1
0.1482,1,-1,-2,1
0.1488,1,-1,-2,1
0.1494,1,-1,-2,1
0.15,1,-1,-2,1
0.1506,1,-1,-2,1
0.1512,1,-1,-2,1
0.1518,1,-1,-2,1
0.1524,1,-1,-2,1
0.153,1,-1,-2,1
0.1536,1,-1,-2,1
0.1542,1,-1,-2,1
0.1548,1,-1,-2,1
0.1554,1,-1,-2,1
0.156,1,-1,-2,1
0.1566,1,-1,-2,1
0.1572,1,-1,-2,1
0.1578,1,-1,-2,1
0.1584,1,-1,-2,1
0.159,1,-1,-2,1
0.1596,1,-1,-2,1
0.1602,1,-1,-2,1
0.1608,1,-1,-2,1
0.1614,1,-1,-2,1
0.162,1,-1,-2,1
0.1626,1,-1,-2,1
0.1632,1,-1,-2,1
0.1638,1,-1,-2,1
0.1644,1,-1,-2,1
0.165,1,-1,-2,1
0.1656,1,-1,-2,1
0.1662,1,-1,-2,1
0.1668,1,-1,-2,1
0.1674,1,-1,-2,1
0.168,1,-1,-2,1
0.1686,1,-1,-2,1
0.1692,1,-1,-2,1
0.1698,1,-1,-2,1
0.1704,1,-1,-2,1
0.171,1,-1,-2,1
0.1716,1,-1,-2,1
0.1722,1,-1,-2,1
0.1728,1,-1,-2,1
0.1734,1,-1,-2,1
0.174,1,-1,-2,1
0.1746,1,-1,-2,1
0.1752,1,-1,-2,1
0.1758,1,-1,-2,1
0.1764,1,-1,-2,1
0.177,1,-1,-2,1
0.1776,1,-1,-2,1
0.1782,1,-1,-2,1
0.1788,1,-1,-2,1
0.1794,1,-1,-2,1
0.18,1,-1,-2,1
0.1806,1,-1,-2,1
0.1812,1,-1,-2,1
0.1818,1,-1,-2,1
0.1824,1,-1,-2,1
0.183,1,-1,-2,1
0.1836,1,-1,-2,1
0.1842,1,-1,-2,1
0.1848,1,-1,-2,1
0.1854,1,-1,-2,1
0.186,1,-1,-2,1
0.1866,1,-1,-2,1
0.1872,1,-1,-2,1
0.1878,1,-1,-2,1
0.1884,1,-1,-2,1
0.189,1,-1,-2,1
0.1896,1,-1,-2,1
0.1902,1,-1,-2,1
0.1908,1,-1,-2,1
0.1914,1,-1,-2,1
0.192,1,-1,-2,1
0.1926,1,-1,-2,1
0.1932,1,-1,-2,1
0.1938,1,-1,-2,1
0.1944,1,-1,-2,1
0.195,1,-1,-2,1
0.1956,1,-1,-2,1
0.1962,1,-1,-2,1
0.1968,1,-1,-2,1
0.1974,1,-1,-2,1
0.198,1,-1,-2,1
0.1986,1,-1,-2,1
0.1992,1,-1,-2,1
0.1998,1,-1,-2,1
0.2004,1,-1,-2,1
0.201,1,-1,-2,1
0.2016,1,-1,-2,1
0.2022,1,-1,-2,1
0.2028,1,-1,-2,1
0.2034,1,-1,-2,1
0.204,1,-1,-2,1
0.2046,1,-1,-2,1
0.2052,1,-1,-2,1
0.2058,1,-1,-2,1
0.2064,1,-1,-2,1
0.207,1,-1,-2,1
0.2076,1,-1,-2,1
0.2082,1,-1,-2,1
0.2088,1,-1,-2,1
0.2094,1,-1,-2,1
0.21,1,-1,-2,1
0.2106,1,-1,-2,1
0.2112,1,-1,-2,1
0.2118,1,-1,-2,1
0.2124,1,-1,-2,1
0.213,1,-1,-2,1
0.2136,1,-1,-2,1
0.2142,1,-1,-2,1
0.2148,1,-1,-2,1
0.2154,1,-1,-2,1
0.216,1,-1,-2,1
0.2166,1,-1,-2,1
0.2172,1,-1,-2,1
0.2178,1,-1,-2,1
0.2184,1,-1,-2,1
0.219,1,-1,-2,1
0.2196,1,-1,-2,1
0.2202,1,-1,-2,1
0.2208,1,-1,-2,1
0.2214,1,-1,-2,1
0.222,1,-1,-2,1
0.2226,1,-1,-2,1
0.2232,1,-1,-2,1
0.2238,1,-1,-2,1
0.2244,1,-1,-2,1
0.225,1,-1,-2,1
0.2256,1,-1,-2,1
0.2262,1,-1,-2,1
0.2268,1,-1,-2,1
0.2274,1,-1,-2,1
0.228,1,-1,-2,1
0.2286,1,-1,-2,1
0.2292,1,-1,-2,1
0.2298,1,-1,-2,1
0.2304,1,-1,-2,1
0.231,1,-1,-2,1
0.2316,1,-1,-2,1
0.2322,1,-1,-2,1
0.2328,1,-1,-2,1
0.2334,1,-1,-2,1
0.234,1,-1,-2,1
0.2346,1,-1,-2,1
0.2352,1,-1,-2,1
0.2358,1,-1,-2,1
0.2364,1,-1,-2,1
0.237,1,-1,-2,1
0.2376,1,-1,-2,1
0.2382,1,-1,-2,1
0.2388,1,-1,-2,1
0.2394,1,-1,-2,1
0.24,1,-1,-2,1
0.2406,1,-1,-2,1
0.2412,1,-1,-2,1
0.2418,1,-1,-2,1
0.2424,1,-1,-2,1
0.243,1,-1,-2,1
0.2436,1,-1,-2,1
0.2442,1,-1,-2,1
0.2448,1,-1,-2,1
0.2454,1,-1,-2,1
0.246,1,-1,-2,1
0.2466,1,-1,-2,1
0.2472,1,-1,-2,1
0.2478,1,-1,-2,1
0.2484,1,-1,-2,1
0.249,1,-1,-2,1
0.2496,1,-1,-2,1
0.2502,1,-1,-2,1
0.2508,1,-1,-2,1
0.2514,1,-1,-2,1
0.252,1,-1,-2,1
0.2526,1,-1,-2,1
0.2532,1,-1,-2,1
0.2538,1,-1,-2,1
0.2544,1,-1,-2,1
0.255,1,-1,-2,1
0.2556,1,-1,-2,1
0.2562,1,-1,-2,1
0.2568,1,-1,-2,1
0.2574,1,-1,-2,1
0.258,1,-1,-2,1
0.2586,1,-1,-2,1
0.2592,1,-1,-2,1
0.2598,1,-1,-2,1
0.2604,1,-1,-2,1
0.261,1,-1,-2,1
0.2616,1,-1,-2,1
0.2622,1,-1,-2,1
0.2628,1,-1,-2,1
0.2634,1,-1,-2,1
0.264,1,-1,-2,1
0.2646,1,-1,-2,1
0.2652,1,-1,-2,1
0.2658,1,-1,-2,1
0.2664,1,-1,-2,1
0.267,1,-1,-2,1
0.2676,1,-1,-2,1
0.2682,1,-1,-2,1
0.2688,1,-1,-2,1
0.2694,1,-1,-2,1
0.27,1,-1,-2,1
0.2706,1,-1,-2,1
0.2712,1,-1,-2,1
0.2718,1,-1,-2,1
0.2724,1,-1,-2,1
0.273,1,-1,-2,1
0.2736,1,-1,-2,1
0.2742,1,-1,-2,1
0.2748,1,-1,-2,1
0.2754,1,-1,-2,1
0.276,1,-1,-2,1
0.2766,1,-1,-2,1
0.2772,1,-1,-2,1
0.2778,1,-1,-2,1
0.2784,1,-1,-2,1
0.279,1,-1,-2,1
0.2796,1,-1,-2,1
0.2802,1,-1,-2,1
0.2808,1,-1,-2,1
0.2814,1,-1,-2,1
0.282,1,-1,-2,1
0.2826,1,-1,-2,1
0.2832,1,-1,-2,1
0.2838,1,-1,-2,1
0.2844,1,-1,-2,1
0.285,1,-1,-2,1
0.2856,1,-1,-2,1
0.2862,1,-1,-2,1
0.2868,1,-1,-2,1
0.2874,1,-1,-2,1
0.288,1,-1,-2,1
0.2886,1,-1,-2,1
0.2892,1,-1,-2,1
0.2898,1,-1,-2,1
0.2904,1,-1,-2,1
0.291,1,-1,-2,1
0.2916,1,-1,-2,1
0.2922,1,-1,-2,1
0.2928,1,-1,-2,1
0.2934,1,-1,-2,1
0.294,1,-1,-2,1
0.2946,1,-1,-2,1
0.2952,1,-1,-2,1
0.2958,1,-1,-2,1
0.2964,1,-1,-2,1
0.297,1,-1,-2,1
0.2976,1,-1,-2,1
0.2982,1,-1,-2,1
0.2988,1,-1,-2,1
0.2994,1,-1,-2,1
0.3,1,-1,-2,1
0.3006,1,-1,-2,1
0.3012,1,-1,-2,1
0.3018,1,-1,-2,1
0.3024,1,-1,-2,1
0.303,1,-1,-2,1
0.3036,1,-1,-2,1
0.3042,1,-1,-2,1
0.3048,1,-1,-2,1
0.3054,1,-1,-2,1
0.306,1,-1,-2,1
0.3066,1,-1,-2,1
0.3072,1,-1,-2,1
0.3078,1,-1,-2,1
0.3084,1,-1,-2,1
0.309,1,-1,-2,1
0.3096,1,-1,-2,1
0.3102,1,-1,-2,1
0.3108,1,-1,-2,1
0.3114,1,-1,-2,1
0.312,1,-1,-2,1
0.3126,1,-1,-2,1
0.3132,1,-1,-2,1
0.3138,1,-1,-2,1
0.3144,1,-1,-2,1
0.315,1,-1,-2,1
0.3156,1,-1,-2,1
0.3162,1,-1,-2,1
0.3168,1,-1,-2,1
0.3174,1,-1,-2,1
0.318,1,-1,-2,1
0.3186,1,-1,-2,1
0.3192,1,-1,-2,1
0.3198,1,-1,-2,1
0.3204,1,-1,-2,1
0.321,1,-1,-2,1
0.3216,1,-1,-2,1
0.3222,1,-1,-2,1
0.3228,1,-1,-2,1
0.3234,1,-1,-2,1
0.324,1,-1,-2,1
0.3246,1,-1,-2,1
0.3252,1,-1,-2,1
0.3258,1,-1,-2,1
0.3264,1,-1,-2,1
0.327,1,-1,-2,1
0.3276,1,-1,-2,1
0.3282,1,-1,-2,1
0.3288,1,-1,-2,1
0.3294,1,-1,-2,1
0.33,1,-1,-2,1
0.3306,1,-1,-2,1
0.3312,1,-1,-2,1
0.3318,1,-1,-2,1
0.3324,1,-1,-2,1
0.333,1,-1,-2,1
0.3336,1,-1,-2,1
0.3342,1,-1,-2,1
0.3348,1,-1,-2,1
0.3354,1,-1,-2,1
0.336,1,-1,-2,1
0.3366,1,-1,-2,1
0.3372,1,-1,-2,1
0.3378,1,-1,-2,1
0.3384,1,-1,-2,1
0.339,1,-1,-2,1
0.3396,1,-1,-2,1
0.3402,1,-1,-2,1
0.3408,1,-1,-2,1
0.3414,1,-1,-2,1
0.342,1,-1,-2,1
0.3426,1,-1,-2,1
0.3432,1,-1,-2,1
0.3438,1,-1,-2,1
0.3444,1,-1,-2,1
0.345,1,-1,-2,1
0.3456,1,-1,-2,1
0.3462,1,-1,-2,1
0.3468,1,-1,-2,1
0.3474,1,-1,-2,1
0.348,1,-1,-2,1
0.3486,1,-1,-2,1
0.3492,1,-1,-2,1
0.3498,1,-1,-2,1
0.3504,1,-1,-2,1
0.351,1,-1,-2,1
0.3516,1,-1,-2,1
0.3522,1,-1,-2,1
0.3528,1,-1,-2,1
0.3534,1,-1,-2,1
0.354,1,-1,-2,1
0.3546,1,-1,-2,1
0.3552,1,-1,-2,1
0.3558,1,-1,-2,1
0.3564,1,-1,-2,1
0.357,1,-1,-2,1
0.3576,1,-1,-2,1
0.3582,1,-1,-2,1
0.3588,1,-1,-2,1
0.3594,1,-1,-2,1
0.36,1,-1,-2,1
0.3606,1,-1,-2,1
0.3612,1,-1,-2,1
0.3618,1,-1,-2,1
0.3624,1,-1,-2,1
0.363,1,-1,-2,1
0.3636,1,-1,-2,1
0.3642,1,-1,-2,1
0.3648,1,-1,-2,1
0.3654,1,-1,-2,1
0.366,1,-1,-2,1
0.3666,1,-1,-2,1
0.3672,1,-1,-2,1
0.3678,1,-1,-2,1
0.3684,1,-1,-2,1
0.369,1,-1,-2,1
0.3696,1,-1,-2,1
0.3702,1,-1,-2,1
0.3708,1,-1,-2,1
0.3714,1,-1,-2,1
0.372,1,-1,-2,1
0.3726,1,-1,-2,1
0.3732,1,-1,-2,1
0.3738,1,-1,-2,1
0.3744,1,-1,-2,1
0.375,1,-1,-2,1
0.3756,1,-1,-2,1
0.3762,1,-1,-2,1
0.3768,1,-1,-2,1
0.3774,1,-1,-2,1
0.378,1,-1,-2,1
0.3786,1,-1,-2,1
0.3792,1,-1,-2,1
0.3798,1,-1,-2,1
0.3804,1,-1,-2,1
0.381,1,-1,-2,1
0.3816,1,-1,-2,1
0.3822,1,-1,-2,1
0.3828,1,-1,-2,1
0.3834,1,-1,-2,1
0.384,1,-1,-2,1
0.3846,1,-1,-2,1
0.3852,1,-1,-2,1
0.3858,1,-1,-2,1
0.3864,1,-1,-2,1
0.387,1,-1,-2,1
0.3876,1,-1,-2,1
0.3882,1,-1,-2,1
0.3888,1,-1,-2,1
0.3894,1,-1,-2,1
0.39,1,-1,-2,1
0.3906,1,-1,-2,1
0.3912,1,-1,-2,1
0.3918,1,-1,-2,1
0.3924,1,-1,-2,1
0.393,1,-1,-2,1
0.3936,1,-1,-2,1
0.3942,1,-1,-2,1
0.3948,1,-1,-2,1
0.3954,1,-1,-2,1
0.396,1,-1,-2,1
0.3966,1,-1,-2,1
0.3972,1,-1,-2,1
0.3978,1,-1,-2,1
0.3984,1,-1,-2,1
0.399,1,-1,-2,1
0.3996,1,-1,-2,1
0.4002,1,-1,-2,1
0.4008,1,-1,-2,1
0.4014,1,-1,-2,1
0.402,1,-1,-2,1
0.4026,1,-1,-2,1
0.4032,1,-1,-2,1
0.4038,1,-1,-2,1
0.4044,1,-1,-2,1
0.405,1,-1,-2,1
0.4056,1,-1,-2,1
0.4062,1,-1,-2,1
0.4068,1,-1,-2,1
0.4074,1,-1,-2,1
0.408,1,-1,-2,1
0.4086,1,-1,-2,1
0.4092,1,-1,-2,1
0.4098,1,-1,-2,1
0.4104,1,-1,-2,1
0.411,1,-1,-2,1
0.4116,1,-1,-2,1
0.4122,1,-1,-2,1
0.4128,1,-1,-2,1
0.4134,1,-1,-2,1
0.414,1,-1,-2,1
0.4146,1,-1,-2,1
0.4152,1,-1,-2,1
0.4158,1,-1,-2,1
0.4164,1,-1,-2,1
0.417,1,-1,-2,1
0.4176,1,-1,-2,1
0.4182,1,-1,-2,1
0.4188,1,-1,-2,1
0.4194,1,-1,-2,1
0.42,1,-1,-2,1
0.4206,1,-1,-2,1
0.4212,1,-1,-2,1
0.4218,1,-1,-2,1
0.4224,1,-1,-2,1
0.423,1,-1,-2,1
0.4236,1,-1,-2,1
0.4242,1,-1,-2,1
0.4248,1,-1,-2,1
0.4254,1,-1,-2,1
0.426,1,-1,-2,1
0.4266,1,-1,-2,1
0.4272,1,-1,-2,1
0.4278,1,-1,-2,1
0.4284,1,-1,-2,1
0.429,1,-1,-2,1
0.4296,1,-1,-2,1
0.4302,1,-1,-2,1
0.4308,1,-1,-2,1
0.4314,1,-1,-2,1
0.432,1,-1,-2,1
0.4326,1,-1,-2,1
0.4332,1,-1,-2,1
0.4338,1,-1,-2,1
0.4344,1,-1,-2,1
0.435,1,-1,-2,1
0.4356,1,-1,-2,1
0.4362,1,-1,-2,1
0.4368,1,-1,-2,1
0.4374,1,-1,-2,1
0.438,1,-1,-2,1
0.4386,1,-1,-2,1
0.4392,1,-1,-2,1
0.4398,1,-1,-2,1
0.4404,1,-1,-2,1
0.441,1,-1,-2,1
0.4416,1,-1,-2,1
0.4422,1,-1,-2,1
0.4428,1,-1,-2,1
0.4434,1,-1,-2,1
0.444,1,-1,-2,1
0.4446,1,-1,-2,1
0.4452,1,-1,-2,1
0.4458,1,-1,-2,1
0.4464,1,-1,-2,1
0.447,1,-1,-2,1
0.4476,1,-1,-2,1
0.4482,1,-1,-2,1
0.4488,1,-1,-2,1
0.4494,1,-1,-2,1
0.45,1,-1,-2,1
0.4506,1,-1,-2,1
0.4512,1,-1,-2,1
0.4518,1,-1,-2,1
0.4524,1,-1,-2,1
0.453,1,-1,-2,1
0.4536,1,-1,-2,1
0.4542,1,-1,-2,1
0.4548,1,-1,-2,1
0.4554,1,-1,-2,1
0.456,1,-1,-2,1
0.4566,1,-1,-2,1
0.4572,1,-1,-2,1
0.4578,1,-1,-2,1
0.4584,1,-1,-2,1
0.459,1,-1,-2,1
0.4596,1,-1,-2,1
0.4602,1,-1,-2,1
0.4608,1,-1,-2,1
0.4614,1,-1,-2,1
0.462,1,-1,-2,1
0.4626,1,-1,-2,1
0.4632,1,-1,-2,1
0.4638,1,-1,-2,1
0.4644,1,-1,-2,1
0.465,1,-1,-2,1
0.4656,1,-1,-2,1
0.4662,1,-1,-2,1
0.4668,1,-1,-2,1
0.4674,1,-1,-2,1
0.468,1,-1,-2,1
0.4686,1,-1,-2,1
0.4692,1,-1,-2,1
0.4698,1,-1,-2,1
0.4704,1,-1,-2,1
0.471,1,-1,-2,1
0.4716,1,-1,-2,1
0.4722,1,-1,-2,1
0.4728,1,-1,-2,1
0.4734,1,-1,-2,1
0.474,1,-1,-2,1
0.4746,1,-1,-2,1
0.4752,1,-1,-2,1
0.4758,1,-1,-2,1
0.4764,1,-1,-2,1
0.477,1,-1,-2,1
0.4776,1,-1,-2,1
0.4782,1,-1,-2,1
0.4788,1,-1,-2,1
0.4794,1,-1,-2,1
0.48,1,-1,-2,1
0.4806,1,-1,-2,1
0.4812,1,-1,-2,1
0.4818,1,-1,-2,1
0.4824,1,-1,-2,1
0.483,1,-1,-2,1
0.4836,1,-1,-2,1
0.4842,1,-1,-2,1
0.4848,1,-1,-2,1
0.4854,1,-1,-2,1
0.486,1,-1,-2,1
0.4866,1,-1,-2,1
0.4872,1,-1,-2,1
0.4878,1,-1,-2,1
0.4884,1,-1,-2,1
0.489,1,-1,-2,1
0.4896,1,-1,-2,1
0.4902,1,-1,-2,1
0.4908,1,-1,-2,1
0.4914,1,-1,-2,1
0.492,1,-1,-2,1
0.4926,1,-1,-2,1
0.4932,1,-1,-2,1
0.4938,1,-1,-2,1
0.4944,1,-1,-2,1
0.495,1,-1,-2,1
0.4956,1,-1,-2,1
0.4962,1,-1,-2,1
0.4968,1,-1,-2,1
0.4974,1,-1,-2,1
0.498,1,-1,-2,1
0.4986,1,-1,-2,1
0.4992,1,-1,-2,1
0.4998,1,-1,-2,1
0.5004,1,-1,-2,1
0.501,1,-1,-2,1
0.5016,1,-1,-2,1
0.5022,1,-1,-2,1
0.5028,1,-1,-2,1
0.5034,1,-1,-2,1
0.504,1,-1,-2,1
0.5046,1,-1,-2,1
0.5052,1,-1,-2,1
0.5058,1,-1,-2,1
0.5064,1,-1,-2,1
0.507,1,-1,-2,1
0.5076,1,-1,-2,1
0.5082,1,-1,-2,1
0.5088,1,-1,-2,1
0.5094,1,-1,-2,1
0.51,1,-1,-2,1
0.5106,1,-1,-2,1
0.5112,1,-1,-2,1
0.5118,1,-1,-2,1
0.5124,1,-1,-2,1
0.513,1,-1,-2,1
0.5136,1,-1,-2,1
0.5142,1,-1,-2,1
0.5148,1,-1,-2,1
0.5154,1,-1,-2,1
0.516,1,-1,-2,1
0.5166,1,-1,-2,1
0.5172,1,-1,-2,1
0.5178,1,-1,-2,1
0.5184,1,-1,-2,1
0.519,1,-1,-2,1
0.5196,1,-1,-2,1
0.5202,1,-1,-2,1
0.5208,1,-1,-2,1
0.5214,1,-1,-2,1
0.522,1,-1,-2,1
0.5226,1,-1,-2,1
0.5232,1,-1,-2,1
0.5238,1,-1,-2,1
0.5244,1,-1,-2,1
0.525,1,-1,-2,1
0.5256,1,-1,-2,1
0.5262,1,-1,-2,1
0.5268,1,-1,-2,1
0.5274,1,-1,-2,1
0.528,1,-1,-2,1
0.5286,1,-1,-2,1
0.5292,1,-1,-2,1
0.5298,1,-1,-2,1
0.5304,1,-1,-2,1
0.531,1,-1,-2,1
0.5316,1,-1,-2,1
0.5322,1,-1,-2,1
0.5328,1,-1,-2,1
0.5334,1,-1,-2,1
0.534,1,-1,-2,1
0.5346,1,-1,-2,1
0.5352,1,-1,-2,1
0.5358,1,-1,-2,1
0.5364,1,-1,-2,1
0.537,1,-1,-2,1
0.5376,1,-1,-2,1
0.5382,1,-1,-2,1
0.5388,1,-1,-2,1
0.5394,1,-1,-2,1
0.54,1,-1,-2,1
0.5406,1,-1,-2,1
0.5412,1,-1,-2,1
0.5418,1,-1,-2,1
0.5424,1,-1,-2,1
0.543,1,-1,-2,1
0.5436,1,-1,-2,1
0.5442,1,-1,-2,1
0.5448,1,-1,-2,1
0.5454,1,-1,-2,1
0.546,1,-1,-2,1
0.5466,1,-1,-2,1
0.5472,1,-1,-2,1
0.5478,1,-1,-2,1
0.5484,1,-1,-2,1
0.549,1,-1,-2,1
0.5496,1,-1,-2,1
0.5502,1,-1,-2,1
0.5508,1,-1,-2,1
0.5514,1,-1,-2,1
0.552,1,-1,-2,1
0.5526,1,-1,-2,1
0.5532,1,-1,-2,1
0.5538,1,-1,-2,1
0.5544,1,-1,-2,1
0.555,1,-1,-2,1
0.5556,1,-1,-2,1
0.5562,1,-1,-2,1
0.5568,1,-1,-2,1
0.5574,1,-1,-2,1
0.558,1,-1,-2,1
0.5586,1,-1,-2,1
0.5592,1,-1,-2,1
0.5598,1,-1,-2,1
0.5604,1,-1,-2,1
0.561,1,-1,-2,1
0.5616,1,-1,-2,1
0.5622,1,-1,-2,1
0.5628,1,-1,-2,1
0.5634,1,-1,-2,1
0.564,1,-1,-2,1
