"time","integerTable.y","integerTable2.y","integerTable3.y","integerTable4.y"
0.5646,1,-1,-2,1
0.5652,1,-1,-2,1
0.5658,1,-1,-2,1
0.5664,1,-1,-2,1
0.567,1,-1,-2,1
0.5676,1,-1,-2,1
0.5682,1,-1,-2,1
0.5688,1,-1,-2,1
0.5694,1,-1,-2,1
0.57,1,-1,-2,1
0.5706,1,-1,-2,1
0.5712,1,-1,-2,1
0.5718,1,-1,-2,1
0.5724,1,-1,-2,1
0.573,1,-1,-2,1
0.5736,1,-1,-2,1
0.5742,1,-1,-2,1
0.5748,1,-1,-2,1
0.5754,1,-1,-2,1
0.576,1,-1,-2,1
0.5766,1,-1,-2,1
0.5772,1,-1,-2,1
0.5778,1,-1,-2,1
0.5784,1,-1,-2,1
0.579,1,-1,-2,1
0.5796,1,-1,-2,1
0.5802,1,-1,-2,1
0.5808,1,-1,-2,1
0.5814,1,-1,-2,1
0.582,1,-1,-2,1
0.5826,1,-1,-2,1
0.5832,1,-1,-2,1
0.5838,1,-1,-2,1
0.5844,1,-1,-2,1
0.585,1,-1,-2,1
0.5856,1,-1,-2,1
0.5862,1,-1,-2,1
0.5868,1,-1,-2,1
0.5874,1,-1,-2,1
0.588,1,-1,-2,1
0.5886,1,-1,-2,1
0.5892,1,-1,-2,1
0.5898,1,-1,-2,1
0.5904,1,-1,-2,1
0.591,1,-1,-2,1
0.5916,1,-1,-2,1
0.5922,1,-1,-2,1
0.5928,1,-1,-2,1
0.5934,1,-1,-2,1
0.594,1,-1,-2,1
0.5946,1,-1,-2,1
0.5952,1,-1,-2,1
0.5958,1,-1,-2,1
0.5964,1,-1,-2,1
0.597,1,-1,-2,1
0.5976,1,-1,-2,1
0.5982,1,-1,-2,1
0.5988,1,-1,-2,1
0.5994,1,-1,-2,1
0.6,1,-1,-2,1
0.6006,1,-1,-2,1
0.6012,1,-1,-2,1
0.6018,1,-1,-2,1
0.6024,1,-1,-2,1
0.603,1,-1,-2,1
0.6036,1,-1,-2,1
0.6042,1,-1,-2,1
0.6048,1,-1,-2,1
0.6054,1,-1,-2,1
0.606,1,-1,-2,1
0.6066,1,-1,-2,1
0.6072,1,-1,-2,1
0.6078,1,-1,-2,1
0.6084,1,-1,-2,1
0.609,1,-1,-2,1
0.6096,1,-1,-2,1
0.6102,1,-1,-2,1
0.6108,1,-1,-2,1
0.6114,1,-1,-2,1
0.612,1,-1,-2,1
0.6126,1,-1,-2,1
0.6132,1,-1,-2,1
0.6138,1,-1,-2,1
0.6144,1,-1,-2,1
0.615,1,-1,-2,1
0.6156,1,-1,-2,1
0.6162,1,-1,-2,1
0.6168,1,-1,-2,1
0.6174,1,-1,-2,1
0.618,1,-1,-2,1
0.6186,1,-1,-2,1
0.6192,1,-1,-2,1
0.6198,1,-1,-2,1
0.6204,1,-1,-2,1
0.621,1,-1,-2,1
0.6216,1,-1,-2,1
0.6222,1,-1,-2,1
0.6228,1,-1,-2,1
0.6234,1,-1,-2,1
0.624,1,-1,-2,1
0.6246,1,-1,-2,1
0.6252,1,-1,-2,1
0.6258,1,-1,-2,1
0.6264,1,-1,-2,1
0.627,1,-1,-2,1
0.6276,1,-1,-2,1
0.6282,1,-1,-2,1
0.6288,1,-1,-2,1
0.6294,1,-1,-2,1
0.63,1,-1,-2,1
0.6306,1,-1,-2,1
0.6312,1,-1,-2,1
0.6318,1,-1,-2,1
0.6324,1,-1,-2,1
0.633,1,-1,-2,1
0.6336,1,-1,-2,1
0.6342,1,-1,-2,1
0.6348,1,-1,-2,1
0.6354,1,-1,-2,1
0.636,1,-1,-2,1
0.6366,1,-1,-2,1
0.6372,1,-1,-2,1
0.6378,1,-1,-2,1
0.6384,1,-1,-2,1
0.639,1,-1,-2,1
0.6396,1,-1,-2,1
0.6402,1,-1,-2,1
0.6408,1,-1,-2,1
0.6414,1,-1,-2,1
0.642,1,-1,-2,1
0.6426,1,-1,-2,1
0.6432,1,-1,-2,1
0.6438,1,-1,-2,1
0.6444,1,-1,-2,1
0.645,1,-1,-2,1
0.6456,1,-1,-2,1
0.6462,1,-1,-2,1
0.6468,1,-1,-2,1
0.6474,1,-1,-2,1
0.648,1,-1,-2,1
0.6486,1,-1,-2,1
0.6492,1,-1,-2,1
0.6498,1,-1,-2,1
0.6504,1,-1,-2,1
0.651,1,-1,-2,1
0.6516,1,-1,-2,1
0.6522,1,-1,-2,1
0.6528,1,-1,-2,1
0.6534,1,-1,-2,1
0.654,1,-1,-2,1
0.6546,1,-1,-2,1
0.6552,1,-1,-2,1
0.6558,1,-1,-2,1
0.6564,1,-1,-2,1
0.657,1,-1,-2,1
0.6576,1,-1,-2,1
0.6582,1,-1,-2,1
0.6588,1,-1,-2,1
0.6594,1,-1,-2,1
0.66,1,-1,-2,1
0.6606,1,-1,-2,1
0.6612,1,-1,-2,1
0.6618,1,-1,-2,1
0.6624,1,-1,-2,1
0.663,1,-1,-2,1
0.6636,1,-1,-2,1
0.6642,1,-1,-2,1
0.6648,1,-1,-2,1
0.6654,1,-1,-2,1
0.666,1,-1,-2,1
0.6666,1,-1,-2,1
0.6672,1,-1,-2,1
0.6678,1,-1,-2,1
0.6684,1,-1,-2,1
0.669,1,-1,-2,1
0.6696,1,-1,-2,1
0.6702,1,-1,-2,1
0.6708,1,-1,-2,1
0.6714,1,-1,-2,1
0.672,1,-1,-2,1
0.6726,1,-1,-2,1
0.6732,1,-1,-2,1
0.6738,1,-1,-2,1
0.6744,1,-1,-2,1
0.675,1,-1,-2,1
0.6756,1,-1,-2,1
0.6762,1,-1,-2,1
0.6768,1,-1,-2,1
0.6774,1,-1,-2,1
0.678,1,-1,-2,1
0.6786,1,-1,-2,1
0.6792,1,-1,-2,1
0.6798,1,-1,-2,1
0.6804,1,-1,-2,1
0.681,1,-1,-2,1
0.6816,1,-1,-2,1
0.6822,1,-1,-2,1
0.6828,1,-1,-2,1
0.6834,1,-1,-2,1
0.684,1,-1,-2,1
0.6846,1,-1,-2,1
0.6852,1,-1,-2,1
0.6858,1,-1,-2,1
0.6864,1,-1,-2,1
0.687,1,-1,-2,1
0.6876,1,-1,-2,1
0.6882,1,-1,-2,1
0.6888,1,-1,-2,1
0.6894,1,-1,-2,1
0.69,1,-1,-2,1
0.6906,1,-1,-2,1
0.6912,1,-1,-2,1
0.6918,1,-1,-2,1
0.6924,1,-1,-2,1
0.693,1,-1,-2,1
0.6936,1,-1,-2,1
0.6942,1,-1,-2,1
0.6948,1,-1,-2,1
0.6954,1,-1,-2,1
0.696,1,-1,-2,1
0.6966,1,-1,-2,1
0.6972,1,-1,-2,1
0.6978,1,-1,-2,1
0.6984,1,-1,-2,1
0.699,1,-1,-2,1
0.6996,1,-1,-2,1
0.7002,1,-1,-2,1
0.7008,1,-1,-2,1
0.7014,1,-1,-2,1
0.702,1,-1,-2,1
0.7026,1,-1,-2,1
0.7032,1,-1,-2,1
0.7038,1,-1,-2,1
0.7044,1,-1,-2,1
0.705,1,-1,-2,1
0.7056,1,-1,-2,1
0.7062,1,-1,-2,1
0.7068,1,-1,-2,1
0.7074,1,-1,-2,1
0.708,1,-1,-2,1
0.7086,1,-1,-2,1
0.7092,1,-1,-2,1
0.7098,1,-1,-2,1
0.7104,1,-1,-2,1
0.711,1,-1,-2,1
0.7116,1,-1,-2,1
0.7122,1,-1,-2,1
0.7128,1,-1,-2,1
0.7134,1,-1,-2,1
0.714,1,-1,-2,1
0.7146,1,-1,-2,1
0.7152,1,-1,-2,1
0.7158,1,-1,-2,1
0.7164,1,-1,-2,1
0.717,1,-1,-2,1
0.7176,1,-1,-2,1
0.7182,1,-1,-2,1
0.7188,1,-1,-2,1
0.7194,1,-1,-2,1
0.72,1,-1,-2,1
0.7206,1,-1,-2,1
0.7212,1,-1,-2,1
0.7218,1,-1,-2,1
0.7224,1,-1,-2,1
0.723,1,-1,-2,1
0.7236,1,-1,-2,1
0.7242,1,-1,-2,1
0.7248,1,-1,-2,1
0.7254,1,-1,-2,1
0.726,1,-1,-2,1
0.7266,1,-1,-2,1
0.7272,1,-1,-2,1
0.7278,1,-1,-2,1
0.7284,1,-1,-2,1
0.729,1,-1,-2,1
0.7296,1,-1,-2,1
0.7302,1,-1,-2,1
0.7308,1,-1,-2,1
0.7314,1,-1,-2,1
0.732,1,-1,-2,1
0.7326,1,-1,-2,1
0.7332,1,-1,-2,1
0.7338,1,-1,-2,1
0.7344,1,-1,-2,1
0.735,1,-1,-2,1
0.7356,1,-1,-2,1
0.7362,1,-1,-2,1
0.7368,1,-1,-2,1
0.7374,1,-1,-2,1
0.738,1,-1,-2,1
0.7386,1,-1,-2,1
0.7392,1,-1,-2,1
0.7398,1,-1,-2,1
0.7404,1,-1,-2,1
0.741,1,-1,-2,1
0.7416,1,-1,-2,1
0.7422,1,-1,-2,1
0.7428,1,-1,-2,1
0.7434,1,-1,-2,1
0.744,1,-1,-2,1
0.7446,1,-1,-2,1
0.7452,1,-1,-2,1
0.7458,1,-1,-2,1
0.7464,1,-1,-2,1
0.747,1,-1,-2,1
0.7476,1,-1,-2,1
0.7482,1,-1,-2,1
0.7488,1,-1,-2,1
0.7494,1,-1,-2,1
0.75,1,-1,-2,1
0.7506,1,-1,-2,1
0.7512,1,-1,-2,1
0.7518,1,-1,-2,1
0.7524,1,-1,-2,1
0.753,1,-1,-2,1
0.7536,1,-1,-2,1
0.7542,1,-1,-2,1
0.7548,1,-1,-2,1
0.7554,1,-1,-2,1
0.756,1,-1,-2,1
0.7566,1,-1,-2,1
0.7572,1,-1,-2,1
0.7578,1,-1,-2,1
0.7584,1,-1,-2,1
0.759,1,-1,-2,1
0.7596,1,-1,-2,1
0.7602,1,-1,-2,1
0.7608,1,-1,-2,1
0.7614,1,-1,-2,1
0.762,1,-1,-2,1
0.7626,1,-1,-2,1
0.7632,1,-1,-2,1
0.7638,1,-1,-2,1
0.7644,1,-1,-2,1
0.765,1,-1,-2,1
0.7656,1,-1,-2,1
0.7662,1,-1,-2,1
0.7668,1,-1,-2,1
0.7674,1,-1,-2,1
0.768,1,-1,-2,1
0.7686,1,-1,-2,1
0.7692,1,-1,-2,1
0.7698,1,-1,-2,1
0.7704,1,-1,-2,1
0.771,1,-1,-2,1
0.7716,1,-1,-2,1
0.7722,1,-1,-2,1
0.7728,1,-1,-2,1
0.7734,1,-1,-2,1
0.774,1,-1,-2,1
0.7746,1,-1,-2,1
0.7752,1,-1,-2,1
0.7758,1,-1,-2,1
0.7764,1,-1,-2,1
0.777,1,-1,-2,1
0.7776,1,-1,-2,1
0.7782,1,-1,-2,1
0.7788,1,-1,-2,1
0.7794,1,-1,-2,1
0.78,1,-1,-2,1
0.7806,1,-1,-2,1
0.7812,1,-1,-2,1
0.7818,1,-1,-2,1
0.7824,1,-1,-2,1
0.783,1,-1,-2,1
0.7836,1,-1,-2,1
0.7842,1,-1,-2,1
0.7848,1,-1,-2,1
0.7854,1,-1,-2,1
0.786,1,-1,-2,1
0.7866,1,-1,-2,1
0.7872,1,-1,-2,1
0.7878,1,-1,-2,1
0.7884,1,-1,-2,1
0.789,1,-1,-2,1
0.7896,1,-1,-2,1
0.7902,1,-1,-2,1
0.7908,1,-1,-2,1
0.7914,1,-1,-2,1
0.792,1,-1,-2,1
0.7926,1,-1,-2,1
0.7932,1,-1,-2,1
0.7938,1,-1,-2,1
0.7944,1,-1,-2,1
0.795,1,-1,-2,1
0.7956,1,-1,-2,1
0.7962,1,-1,-2,1
0.7968,1,-1,-2,1
0.7974,1,-1,-2,1
0.798,1,-1,-2,1
0.7986,1,-1,-2,1
0.7992,1,-1,-2,1
0.7998,1,-1,-2,1
0.8004,1,-1,-2,1
0.801,1,-1,-2,1
0.8016,1,-1,-2,1
0.8022,1,-1,-2,1
0.8028,1,-1,-2,1
0.8034,1,-1,-2,1
0.804,1,-1,-2,1
0.8046,1,-1,-2,1
0.8052,1,-1,-2,1
0.8058,1,-1,-2,1
0.8064,1,-1,-2,1
0.807,1,-1,-2,1
0.8076,1,-1,-2,1
0.8082,1,-1,-2,1
0.8088,1,-1,-2,1
0.8094,1,-1,-2,1
0.81,1,-1,-2,1
0.8106,1,-1,-2,1
0.8112,1,-1,-2,1
0.8118,1,-1,-2,1
0.8124,1,-1,-2,1
0.813,1,-1,-2,1
0.8136,1,-1,-2,1
0.8142,1,-1,-2,1
0.8148,1,-1,-2,1
0.8154,1,-1,-2,1
0.816,1,-1,-2,1
0.8166,1,-1,-2,1
0.8172,1,-1,-2,1
0.8178,1,-1,-2,1
0.8184,1,-1,-2,1
0.819,1,-1,-2,1
0.8196,1,-1,-2,1
0.8202,1,-1,-2,1
0.8208,1,-1,-2,1
0.8214,1,-1,-2,1
0.822,1,-1,-2,1
0.8226,1,-1,-2,1
0.8232,1,-1,-2,1
0.8238,1,-1,-2,1
0.8244,1,-1,-2,1
0.825,1,-1,-2,1
0.8256,1,-1,-2,1
0.8262,1,-1,-2,1
0.8268,1,-1,-2,1
0.8274,1,-1,-2,1
0.828,1,-1,-2,1
0.8286,1,-1,-2,1
0.8292,1,-1,-2,1
0.8298,1,-1,-2,1
0.8304,1,-1,-2,1
0.831,1,-1,-2,1
0.8316,1,-1,-2,1
0.8322,1,-1,-2,1
0.8328,1,-1,-2,1
0.8334,1,-1,-2,1
0.834,1,-1,-2,1
0.8346,1,-1,-2,1
0.8352,1,-1,-2,1
0.8358,1,-1,-2,1
0.8364,1,-1,-2,1
0.837,1,-1,-2,1
0.8376,1,-1,-2,1
0.8382,1,-1,-2,1
0.8388,1,-1,-2,1
0.8394,1,-1,-2,1
0.84,1,-1,-2,1
0.8406,1,-1,-2,1
0.8412,1,-1,-2,1
0.8418,1,-1,-2,1
0.8424,1,-1,-2,1
0.843,1,-1,-2,1
0.8436,1,-1,-2,1
0.8442,1,-1,-2,1
0.8448,1,-1,-2,1
0.8454,1,-1,-2,1
0.846,1,-1,-2,1
0.8466,1,-1,-2,1
0.8472,1,-1,-2,1
0.8478,1,-1,-2,1
0.8484,1,-1,-2,1
0.849,1,-1,-2,1
0.8496,1,-1,-2,1
0.8502,1,-1,-2,1
0.8508,1,-1,-2,1
0.8514,1,-1,-2,1
0.852,1,-1,-2,1
0.8526,1,-1,-2,1
0.8532,1,-1,-2,1
0.8538,1,-1,-2,1
0.8544,1,-1,-2,1
0.855,1,-1,-2,1
0.8556,1,-1,-2,1
0.8562,1,-1,-2,1
0.8568,1,-1,-2,1
0.8574,1,-1,-2,1
0.858,1,-1,-2,1
0.8586,1,-1,-2,1
0.8592,1,-1,-2,1
0.8598,1,-1,-2,1
0.8604,1,-1,-2,1
0.861,1,-1,-2,1
0.8616,1,-1,-2,1
0.8622,1,-1,-2,1
0.8628,1,-1,-2,1
0.8634,1,-1,-2,1
0.864,1,-1,-2,1
0.8646,1,-1,-2,1
0.8652,1,-1,-2,1
0.8658,1,-1,-2,1
0.8664,1,-1,-2,1
0.867,1,-1,-2,1
0.8676,1,-1,-2,1
0.8682,1,-1,-2,1
0.8688,1,-1,-2,1
0.8694,1,-1,-2,1
0.87,1,-1,-2,1
0.8706,1,-1,-2,1
0.8712,1,-1,-2,1
0.8718,1,-1,-2,1
0.8724,1,-1,-2,1
0.873,1,-1,-2,1
0.8736,1,-1,-2,1
0.8742,1,-1,-2,1
0.8748,1,-1,-2,1
0.8754,1,-1,-2,1
0.876,1,-1,-2,1
0.8766,1,-1,-2,1
0.8772,1,-1,-2,1
0.8778,1,-1,-2,1
0.8784,1,-1,-2,1
0.879,1,-1,-2,1
0.8796,1,-1,-2,1
0.8802,1,-1,-2,1
0.8808,1,-1,-2,1
0.8814,1,-1,-2,1
0.882,1,-1,-2,1
0.8826,1,-1,-2,1
0.8832,1,-1,-2,1
0.8838,1,-1,-2,1
0.8844,1,-1,-2,1
0.885,1,-1,-2,1
0.8856,1,-1,-2,1
0.8862,1,-1,-2,1
0.8868,1,-1,-2,1
0.8874,1,-1,-2,1
0.888,1,-1,-2,1
0.8886,1,-1,-2,1
0.8892,1,-1,-2,1
0.8898,1,-1,-2,1
0.8904,1,-1,-2,1
0.891,1,-1,-2,1
0.8916,1,-1,-2,1
0.8922,1,-1,-2,1
0.8928,1,-1,-2,1
0.8934,1,-1,-2,1
0.894,1,-1,-2,1
0.8946,1,-1,-2,1
0.8952,1,-1,-2,1
0.8958,1,-1,-2,1
0.8964,1,-1,-2,1
0.897,1,-1,-2,1
0.8976,1,-1,-2,1
0.8982,1,-1,-2,1
0.8988,1,-1,-2,1
0.8994,1,-1,-2,1
0.9,1,-1,-2,1
0.9006,1,-1,-2,1
0.9012,1,-1,-2,1
0.9018,1,-1,-2,1
0.9024,1,-1,-2,1
0.903,1,-1,-2,1
0.9036,1,-1,-2,1
0.9042,1,-1,-2,1
0.9048,1,-1,-2,1
0.9054,1,-1,-2,1
0.906,1,-1,-2,1
0.9066,1,-1,-2,1
0.9072,1,-1,-2,1
0.9078,1,-1,-2,1
0.9084,1,-1,-2,1
0.909,1,-1,-2,1
0.9096,1,-1,-2,1
0.9102,1,-1,-2,1
0.9108,1,-1,-2,1
0.9114,1,-1,-2,1
0.912,1,-1,-2,1
0.9126,1,-1,-2,1
0.9132,1,-1,-2,1
0.9138,1,-1,-2,1
0.9144,1,-1,-2,1
0.915,1,-1,-2,1
0.9156,1,-1,-2,1
0.9162,1,-1,-2,1
0.9168,1,-1,-2,1
0.9174,1,-1,-2,1
0.918,1,-1,-2,1
0.9186,1,-1,-2,1
0.9192,1,-1,-2,1
0.9198,1,-1,-2,1
0.9204,1,-1,-2,1
0.921,1,-1,-2,1
0.9216,1,-1,-2,1
0.9222,1,-1,-2,1
0.9228,1,-1,-2,1
0.9234,1,-1,-2,1
0.924,1,-1,-2,1
0.9246,1,-1,-2,1
0.9252,1,-1,-2,1
0.9258,1,-1,-2,1
0.9264,1,-1,-2,1
0.927,1,-1,-2,1
0.9276,1,-1,-2,1
0.9282,1,-1,-2,1
0.9288,1,-1,-2,1
0.9294,1,-1,-2,1
0.93,1,-1,-2,1
0.9306,1,-1,-2,1
0.9312,1,-1,-2,1
0.9318,1,-1,-2,1
0.9324,1,-1,-2,1
0.933,1,-1,-2,1
0.9336,1,-1,-2,1
0.9342,1,-1,-2,1
0.9348,1,-1,-2,1
0.9354,1,-1,-2,1
0.936,1,-1,-2,1
0.9366,1,-1,-2,1
0.9372,1,-1,-2,1
0.9378,1,-1,-2,1
0.9384,1,-1,-2,1
0.939,1,-1,-2,1
0.9396,1,-1,-2,1
0.9402,1,-1,-2,1
0.9408,1,-1,-2,1
0.9414,1,-1,-2,1
0.942,1,-1,-2,1
0.9426,1,-1,-2,1
0.9432,1,-1,-2,1
0.9438,1,-1,-2,1
0.9444,1,-1,-2,1
0.945,1,-1,-2,1
0.9456,1,-1,-2,1
0.9462,1,-1,-2,1
0.9468,1,-1,-2,1
0.9474,1,-1,-2,1
0.948,1,-1,-2,1
0.9486,1,-1,-2,1
0.9492,1,-1,-2,1
0.9498,1,-1,-2,1
0.9504,1,-1,-2,1
0.951,1,-1,-2,1
0.9516,1,-1,-2,1
0.9522,1,-1,-2,1
0.9528,1,-1,-2,1
0.9534,1,-1,-2,1
0.954,1,-1,-2,1
0.9546,1,-1,-2,1
0.9552,1,-1,-2,1
0.9558,1,-1,-2,1
0.9564,1,-1,-2,1
0.957,1,-1,-2,1
0.9576,1,-1,-2,1
0.9582,1,-1,-2,1
0.9588,1,-1,-2,1
0.9594,1,-1,-2,1
0.96,1,-1,-2,1
0.9606,1,-1,-2,1
0.9612,1,-1,-2,1
0.9618,1,-1,-2,1
0.9624,1,-1,-2,1
0.963,1,-1,-2,1
0.9636,1,-1,-2,1
0.9642,1,-1,-2,1
0.9648,1,-1,-2,1
0.9654,1,-1,-2,1
0.966,1,-1,-2,1
0.9666,1,-1,-2,1
0.9672,1,-1,-2,1
0.9678,1,-1,-2,1
0.9684,1,-1,-2,1
0.969,1,-1,-2,1
0.9696,1,-1,-2,1
0.9702,1,-1,-2,1
0.9708,1,-1,-2,1
0.9714,1,-1,-2,1
0.972,1,-1,-2,1
0.9726,1,-1,-2,1
0.9732,1,-1,-2,1
0.9738,1,-1,-2,1
0.9744,1,-1,-2,1
0.975,1,-1,-2,1
0.9756,1,-1,-2,1
0.9762,1,-1,-2,1
0.9768,1,-1,-2,1
0.9774,1,-1,-2,1
0.978,1,-1,-2,1
0.9786,1,-1,-2,1
0.9792,1,-1,-2,1
0.9798,1,-1,-2,1
0.9804,1,-1,-2,1
0.981,1,-1,-2,1
0.9816,1,-1,-2,1
0.9822,1,-1,-2,1
0.9828,1,-1,-2,1
0.9834,1,-1,-2,1
0.984,1,-1,-2,1
0.9846,1,-1,-2,1
0.9852,1,-1,-2,1
0.9858,1,-1,-2,1
0.9864,1,-1,-2,1
0.987,1,-1,-2,1
0.9876,1,-1,-2,1
0.9882,1,-1,-2,1
0.9888,1,-1,-2,1
0.9894,1,-1,-2,1
0.99,1,-1,-2,1
0.9906,1,-1,-2,1
0.9912,1,-1,-2,1
0.9918,1,-1,-2,1
0.9924,1,-1,-2,1
0.993,1,-1,-2,1
0.9936,1,-1,-2,1
0.9942,1,-1,-2,1
0.9948,1,-1,-2,1
0.9954,1,-1,-2,1
0.996,1,-1,-2,1
0.9966,1,-1,-2,1
0.9972,1,-1,-2,1
0.9978,1,-1,-2,1
0.9984,1,-1,-2,1
0.999,1,-1,-2,1
0.9996,1,-1,-2,1
1,1,-1,-2,1
1,4,-1,-2,4
1.0002,4,-1,-2,4
1.0008,4,-1,-2,4
1.0014,4,-1,-2,4
1.002,4,-1,-2,4
1.0026,4,-1,-2,4
1.0032,4,-1,-2,4
1.0038,4,-1,-2,4
1.0044,4,-1,-2,4
1.005,4,-1,-2,4
1.0056,4,-1,-2,4
1.0062,4,-1,-2,4
1.0068,4,-1,-2,4
1.0074,4,-1,-2,4
1.008,4,-1,-2,4
1.0086,4,-1,-2,4
1.0092,4,-1,-2,4
1.0098,4,-1,-2,4
1.0104,4,-1,-2,4
1.011,4,-1,-2,4
1.0116,4,-1,-2,4
1.0122,4,-1,-2,4
1.0128,4,-1,-2,4
1.0134,4,-1,-2,4
1.014,4,-1,-2,4
1.0146,4,-1,-2,4
1.0152,4,-1,-2,4
1.0158,4,-1,-2,4
1.0164,4,-1,-2,4
1.017,4,-1,-2,4
1.0176,4,-1,-2,4
1.0182,4,-1,-2,4
1.0188,4,-1,-2,4
1.0194,4,-1,-2,4
1.02,4,-1,-2,4
1.0206,4,-1,-2,4
1.0212,4,-1,-2,4
1.0218,4,-1,-2,4
1.0224,4,-1,-2,4
1.023,4,-1,-2,4
1.0236,4,-1,-2,4
1.0242,4,-1,-2,4
1.0248,4,-1,-2,4
1.0254,4,-1,-2,4
1.026,4,-1,-2,4
1.0266,4,-1,-2,4
1.0272,4,-1,-2,4
1.0278,4,-1,-2,4
1.0284,4,-1,-2,4
1.029,4,-1,-2,4
1.0296,4,-1,-2,4
1.0302,4,-1,-2,4
1.0308,4,-1,-2,4
1.0314,4,-1,-2,4
1.032,4,-1,-2,4
1.0326,4,-1,-2,4
1.0332,4,-1,-2,4
1.0338,4,-1,-2,4
1.0344,4,-1,-2,4
1.035,4,-1,-2,4
1.0356,4,-1,-2,4
1.0362,4,-1,-2,4
1.0368,4,-1,-2,4
1.0374,4,-1,-2,4
1.038,4,-1,-2,4
1.0386,4,-1,-2,4
1.0392,4,-1,-2,4
1.0398,4,-1,-2,4
1.0404,4,-1,-2,4
1.041,4,-1,-2,4
1.0416,4,-1,-2,4
1.0422,4,-1,-2,4
1.0428,4,-1,-2,4
1.0434,4,-1,-2,4
1.044,4,-1,-2,4
1.0446,4,-1,-2,4
1.0452,4,-1,-2,4
1.0458,4,-1,-2,4
1.0464,4,-1,-2,4
1.047,4,-1,-2,4
1.0476,4,-1,-2,4
1.0482,4,-1,-2,4
1.0488,4,-1,-2,4
1.0494,4,-1,-2,4
1.05,4,-1,-2,4
1.0506,4,-1,-2,4
1.0512,4,-1,-2,4
1.0518,4,-1,-2,4
1.0524,4,-1,-2,4
1.053,4,-1,-2,4
1.0536,4,-1,-2,4
1.0542,4,-1,-2,4
1.0548,4,-1,-2,4
1.0554,4,-1,-2,4
1.056,4,-1,-2,4
1.0566,4,-1,-2,4
1.0572,4,-1,-2,4
1.0578,4,-1,-2,4
1.0584,4,-1,-2,4
1.059,4,-1,-2,4
1.0596,4,-1,-2,4
1.0602,4,-1,-2,4
1.0608,4,-1,-2,4
1.0614,4,-1,-2,4
1.062,4,-1,-2,4
1.0626,4,-1,-2,4
1.0632,4,-1,-2,4
1.0638,4,-1,-2,4
1.0644,4,-1,-2,4
1.065,4,-1,-2,4
1.0656,4,-1,-2,4
1.0662,4,-1,-2,4
1.0668,4,-1,-2,4
1.0674,4,-1,-2,4
1.068,4,-1,-2,4
1.0686,4,-1,-2,4
1.0692,4,-1,-2,4
1.0698,4,-1,-2,4
1.0704,4,-1,-2,4
1.071,4,-1,-2,4
1.0716,4,-1,-2,4
1.0722,4,-1,-2,4
1.0728,4,-1,-2,4
1.0734,4,-1,-2,4
1.074,4,-1,-2,4
1.0746,4,-1,-2,4
1.0752,4,-1,-2,4
1.0758,4,-1,-2,4
1.0764,4,-1,-2,4
1.077,4,-1,-2,4
1.0776,4,-1,-2,4
1.0782,4,-1,-2,4
1.0788,4,-1,-2,4
1.0794,4,-1,-2,4
1.08,4,-1,-2,4
1.0806,4,-1,-2,4
1.0812,4,-1,-2,4
1.0818,4,-1,-2,4
1.0824,4,-1,-2,4
1.083,4,-1,-2,4
1.0836,4,-1,-2,4
1.0842,4,-1,-2,4
1.0848,4,-1,-2,4
1.0854,4,-1,-2,4
1.086,4,-1,-2,4
1.0866,4,-1,-2,4
1.0872,4,-1,-2,4
1.0878,4,-1,-2,4
1.0884,4,-1,-2,4
1.089,4,-1,-2,4
1.0896,4,-1,-2,4
1.0902,4,-1,-2,4
1.0908,4,-1,-2,4
1.0914,4,-1,-2,4
1.092,4,-1,-2,4
1.0926,4,-1,-2,4
1.0932,4,-1,-2,4
1.0938,4,-1,-2,4
1.0944,4,-1,-2,4
1.095,4,-1,-2,4
1.0956,4,-1,-2,4
1.0962,4,-1,-2,4
1.0968,4,-1,-2,4
1.0974,4,-1,-2,4
1.098,4,-1,-2,4
1.0986,4,-1,-2,4
1.0992,4,-1,-2,4
1.0998,4,-1,-2,4
1.1004,4,-1,-2,4
1.101,4,-1,-2,4
1.1016,4,-1,-2,4
1.1022,4,-1,-2,4
1.1028,4,-1,-2,4
1.1034,4,-1,-2,4
1.104,4,-1,-2,4
1.1046,4,-1,-2,4
1.1052,4,-1,-2,4
1.1058,4,-1,-2,4
1.1064,4,-1,-2,4
1.107,4,-1,-2,4
1.1076,4,-1,-2,4
1.1082,4,-1,-2,4
1.1088,4,-1,-2,4
1.1094,4,-1,-2,4
1.11,4,-1,-2,4
1.1106,4,-1,-2,4
1.1112,4,-1,-2,4
1.1118,4,-1,-2,4
1.1124,4,-1,-2,4
1.113,4,-1,-2,4
1.1136,4,-1,-2,4
1.1142,4,-1,-2,4
1.1148,4,-1,-2,4
1.1154,4,-1,-2,4
1.116,4,-1,-2,4
1.1166,4,-1,-2,4
1.1172,4,-1,-2,4
1.1178,4,-1,-2,4
1.1184,4,-1,-2,4
1.119,4,-1,-2,4
1.1196,4,-1,-2,4
1.1202,4,-1,-2,4
1.1208,4,-1,-2,4
1.1214,4,-1,-2,4
1.122,4,-1,-2,4
1.1226,4,-1,-2,4
1.1232,4,-1,-2,4
1.1238,4,-1,-2,4
1.1244,4,-1,-2,4
1.125,4,-1,-2,4
1.1256,4,-1,-2,4
1.1262,4,-1,-2,4
1.1268,4,-1,-2,4
1.1274,4,-1,-2,4
1.128,4,-1,-2,4
1.1286,4,-1,-2,4
