"time","volume.medium.T","volume.medium.Xi[1]","volume.medium.p","volume1.medium.T","volume1.medium.Xi[1]","volume1.medium.p"
0,300,0.01,100000,300,0.01,100000
0.000202,300.350538759497,0.00999126540381542,100289.536373764,300.002966181,0.00999999981374295,100003.476273048
0.000404,300.694109092013,0.00998256078989684,100572.270864927,300.011597500054,0.00999999865869436,100013.564707155
0.000606,301.030977949615,0.00997388567198178,100848.466132294,300.025580165988,0.00999999585124231,100029.868183732
0.000808,301.361433032168,0.00996523952187161,101118.406015894,300.044574385175,0.00999999066819519,100051.959384314
0.00101,301.685740045927,0.0099566218458548,101382.35366921,300.0682643686,0.00999998246097224,100079.44469327
0.001212,302.004145198715,0.00994803218323768,101640.55336376,300.096356795001,0.00999997063748011,100111.960035031
0.001414,302.316921909144,0.00993947001821967,101893.27678168,300.12852540338,0.00999995454928811,100149.102046501
0.001616,302.624302455904,0.00993093490318259,102140.755373834,300.164492584923,0.00999993365999553,100190.530371979
0.001818,302.92652030297,0.0099224263874104,102383.221837389,300.203979298125,0.00999990743251615,100235.903127964
0.00202,303.223772698298,0.00991394407648961,102620.873721811,300.246749359335,0.00999987543747058,100284.934879193
0.002222,303.516260692926,0.00990548756985613,102853.912153782,300.292562567403,0.00999983723381943,100337.334457618
0.002424,303.804167584179,0.00989705649426284,103082.520973212,300.341199996181,0.00999979243318508,100392.838513627
0.002626,304.087665814113,0.0098886504920267,103306.873117489,300.3924570886,0.00999974067681598,100451.201378898
0.002828,304.36692355495,0.00988026921203734,103527.137360585,300.446134427846,0.00999968161861525,100512.184081303
0.00303,304.642097220881,0.00987191232075255,103743.470864134,300.502047355263,0.00999961494615309,100575.566393152
0.003232,304.913326278652,0.00986357951183584,103956.014195597,300.560031690452,0.00999954039557856,100641.154436519
0.003434,305.180744730487,0.0098552704860621,104164.902445503,300.619930555514,0.00999945771865796,100708.763418208
0.003636,305.444476362837,0.00984698495991948,104370.260602325,300.681599870604,0.00999936669589229,100778.224722478
0.003838,305.704661527641,0.0098387226240985,104572.229011963,300.744878441457,0.00999926704994081,100849.344695047
