"time","body1.frame_a.r_0[1]","body1.frame_a.r_0[2]","body1.frame_a.r_0[3]","body1.v_0[1]","body1.v_0[2]","body1.v_0[3]","body1.w_a[1]","body1.w_a[2]","body1.w_a[3]","body2.frame_a.r_0[1]","body2.frame_a.r_0[2]","body2.frame_a.r_0[3]","body2.v_0[1]","body2.v_0[2]","body2.v_0[3]","body2.w_a[1]","body2.w_a[2]","body2.w_a[3]"
0.035,0.0349653218412769,0.598298421959255,0,0.997160617233716,-0.0972414443845207,0,0,0,0,0.620401964418395,0.599409108030732,0,0.565909414663283,-0.0335098318800732,0,0,0,0
0.036,0.0359623572975226,0.59819978974038,0,0.996995831627948,-0.100020861907294,0,0,0,0,0.620967394236996,0.599375143059168,0,0.564943218794961,-0.0344429029577729,0,0,0,0
0.037,0.0369592298105414,0.598098378065133,0,0.996826380362598,-0.102800369089921,0,0,0,0,0.621531857626087,0.599340244349942,0,0.563977430902774,-0.035374675727595,0,0,0,0
0.038,0.0379559351312661,0.59799418686054,0,0.996652261803921,-0.105579968239176,0,0,0,0,0.622095354965755,0.599304413103475,0,0.563012048894691,-0.0363051544584571,0,0,0,0
0.039,0.0389524690106295,0.597887216053633,0,0.996473474318169,-0.108359661661836,0,0,0,0,0.622657886636086,0.599267650520187,0,0.562047070678681,-0.0372343434192764,0,0,0,0
0.04,0.0399488271995643,0.597777465571441,0,0.996290016271598,-0.111139451664674,0,0,0,0,0.623219453017168,0.5992299578005,0,0.561082494162714,-0.0381622468789705,0,0,0,0
0.041,0.0409450054490033,0.597664935340992,0,0.996101886030462,-0.113919340554466,0,0,0,0,0.623780054489088,0.599191336144834,0,0.560118317254759,-0.0390888691064567,0,0,0,0
0.042,0.0419409995098793,0.597549625289317,0,0.995909081961015,-0.116699330637989,0,0,0,0,0.624339691431932,0.599151786753608,0,0.559154537862785,-0.0400142143706524,0,0,0,0
0.043,0.042936805133125,0.597431535343445,0,0.995711602429512,-0.119479424222016,0,0,0,0,0.624898364225788,0.599111310827244,0,0.558191153894762,-0.0409382869404752,0,0,0,0
0.044,0.0439324177448357,0.597310665415376,0,0.995509445462062,-0.122259623770069,0,0,0,0,0.625456073270381,0.599069909638158,0,0.557228163122695,-0.0418610913244529,0,0,0,0
0.045,0.0449278098585665,0.597187014357132,0,0.995302585092629,-0.125039942801783,0,0,0,0,0.62601282035058,0.599027589537069,0,0.556265553728393,-0.0427826489321457,0,0,0,0
0.046,0.0459229946969665,0.597060582904019,0,0.995091037982428,-0.12782037519321,0,0,0,0,0.626568604790245,0.598984347851993,0,0.55530333093273,-0.0437029511447668,0,0,0,0
0.047,0.0469179674808148,0.596931370958541,0,0.994874801942579,-0.130600923506943,0,0,0,0,0.627123427001512,0.598940185900852,0,0.554341492421775,-0.0446220026222925,0,0,0,0
0.048,0.0479127234308901,0.596799378423201,0,0.994653874784201,-0.133381590305576,0,0,0,0,0.627677287396518,0.598895105001569,0,0.553380035881599,-0.0455398080246987,0,0,0,0
0.049,0.0489072577679715,0.596664605200502,0,0.994428254318415,-0.136162378151702,0,0,0,0,0.6282301863874,0.598849106472066,0,0.552418958998271,-0.0464563720119615,0,0,0,0
0.05,0.0499015657128379,0.596527051192949,0,0.994197938356342,-0.138943289607913,0,0,0,0,0.628782124386294,0.598802191630268,0,0.551458259457862,-0.047371699244057,0,0,0,0
0.051,0.0508956424862681,0.596386716303044,0,0.993962924709101,-0.141724327236805,0,0,0,0,0.629333101805338,0.598754361794097,0,0.550497934946439,-0.0482857943809613,0,0,0,0
0.052,0.0518894833090411,0.59624360043329,0,0.993723211187814,-0.144505493600969,0,0,0,0,0.629883119056667,0.598705618281477,0,0.549537983150075,-0.0491986620826504,0,0,0,0
0.053,0.0528830834019359,0.596097703486192,0,0.9934787956036,-0.147286791263,0,0,0,0,0.63043217655242,0.598655962410329,0,0.548578401754838,-0.0501103070091003,0,0,0,0
0.054,0.0538764379857313,0.595949025364252,0,0.993229675767579,-0.15006822278549,0,0,0,0,0.630980274704731,0.598605395498577,0,0.547619188446797,-0.0510207338202873,0,0,0,0
0.055,0.0548695422812063,0.595797565969973,0,0.992975849490872,-0.152849790731034,0,0,0,0,0.631527413925739,0.598553918864144,0,0.546660340912024,-0.0519299471761872,0,0,0,0
0.056,0.0558623915091398,0.59564332520586,0,0.9927173145846,-0.155631497662224,0,0,0,0,0.632073594627579,0.598501533824954,0,0.545701856836588,-0.0528379517367763,0,0,0,0
0.057,0.0568549798754272,0.595486302264128,0,0.992454053090685,-0.158413345331011,0,0,0,0,0.632618816618414,0.5984482405293,0,0.544743735144968,-0.053744747020721,0,0,0,0
0.058,0.0578473019766401,0.595326496610416,0,0.992186053121358,-0.161195335801401,0,0,0,0,0.633163079938903,0.59839403957572,0,0.543785974284924,-0.0546503345258195,0,0,0,0
0.059,0.05883935410086,0.595163908894201,0,0.991913329071414,-0.1639774724885,0,0,0,0,0.633706385636354,0.598338933512178,0,0.542828570640151,-0.0555547243189066,0,0,0,0
0.06,0.0598311314280689,0.594998538989434,0,0.991635878118076,-0.166759757922313,0,0,0,0,0.634248734098624,0.598282923609581,0,0.5418715219465,-0.0564579208532849,0,0,0,0
0.061,0.0608226291382487,0.594830386770066,0,0.991353697438563,-0.169542194632848,0,0,0,0,0.634790125713572,0.598226011138833,0,0.540914825939823,-0.0573599285822571,0,0,0,0
0.062,0.0618138424113816,0.594659452110048,0,0.991066784210096,-0.172324785150112,0,0,0,0,0.635330560869054,0.598168197370841,0,0.539958480355973,-0.0582607519591258,0,0,0,0
0.063,0.0628047664274494,0.59448573488333,0,0.990775135609896,-0.17510753200411,0,0,0,0,0.635870039952929,0.598109483576509,0,0.539002482930802,-0.0591603954371936,0,0,0,0
0.064,0.0637953963664344,0.594309234963864,0,0.990478748815184,-0.17789043772485,0,0,0,0,0.636408563353055,0.598049871026743,0,0.538046831400163,-0.0600588634697631,0,0,0,0
0.065,0.0647857274083184,0.5941299522256,0,0.99017762100318,-0.180673504842338,0,0,0,0,0.636946131457289,0.59798936099245,0,0.537091523499906,-0.0609561605101371,0,0,0,0
0.066,0.0657757547330835,0.593947886542488,0,0.989871749351105,-0.183456735886582,0,0,0,0,0.63748274465349,0.597927954744533,0,0.536136556965885,-0.0618522910116181,0,0,0,0
0.067,0.0667654735207118,0.59376303778848,0,0.98956113103618,-0.186240133387587,0,0,0,0,0.638018403329513,0.5978656535539,0,0.535181929533952,-0.0627472594275087,0,0,0,0
0.068,0.0677548789511852,0.593575405837527,0,0.989245763235625,-0.18902369987536,0,0,0,0,0.638553107873219,0.597802458691455,0,0.534227638939958,-0.0636410702111117,0,0,0,0
0.069,0.0687439662044859,0.593384990563579,0,0.988925643126662,-0.191807437879909,0,0,0,0,0.639086858672465,0.597738371428103,0,0.533273682919756,-0.0645337278157296,0,0,0,0
0.07,0.069732731856849,0.59319179020849,0,0.988600729609829,-0.194591344754047,0,0,0,0,0.639619654288367,0.597673389099694,0,0.532320064167565,-0.0654252203863106,0,0,0,0
0.071,0.0707211702253017,0.592995805654929,0,0.98827104351927,-0.197375426227547,0,0,0,0,0.640151496237802,0.597607515409197,0,0.531366777354715,-0.0663155624555436,0,0,0,0
0.072,0.0717092763492062,0.59279703694122,0,0.987936585887136,-0.200159685351823,0,0,0,0,0.640682385092602,0.597540752023826,0,0.530413819717691,-0.0672047601191826,0,0,0,0
0.073,0.0726970454357226,0.592595483909545,0,0.987597353145586,-0.202944124556107,0,0,0,0,0.641212321205067,0.59747310013789,0,0.529461189088861,-0.0680928175130859,0,0,0,0
0.074,0.0736844726920113,0.592391146402084,0,0.987253341726781,-0.205728746269631,0,0,0,0,0.641741304927498,0.597404560945698,0,0.528508883300591,-0.068979738773112,0,0,0,0
0.075,0.0746715533252326,0.59218402426102,0,0.986904548062882,-0.208513552921626,0,0,0,0,0.642269336612195,0.597335135641559,0,0.527556900185248,-0.0698655280351195,0,0,0,0
0.076,0.0756582825425467,0.591974117328534,0,0.986550968586049,-0.211298546941325,0,0,0,0,0.642796416611457,0.597264825419783,0,0.526605237575201,-0.0707501894349668,0,0,0,0
0.077,0.0766446555511139,0.591761425446809,0,0.986192599728441,-0.21408373075796,0,0,0,0,0.643322545277584,0.597193631474678,0,0.525653893302817,-0.0716337271085123,0,0,0,0
0.078,0.0776306675580945,0.591545948458027,0,0.985829437922221,-0.216869106800762,0,0,0,0,0.643847722962878,0.597121555000554,0,0.524702865200463,-0.0725161451916146,0,0,0,0
0.079,0.0786163137706487,0.591327686204369,0,0.985461479599547,-0.219654677498964,0,0,0,0,0.644371950019637,0.59704859719172,0,0.523752151100506,-0.073397447820132,0,0,0,0
0.08,0.0796015893959368,0.591106638528016,0,0.98508872119258,-0.222440445281797,0,0,0,0,0.644895226800162,0.596974759242486,0,0.522801748835314,-0.0742776391299231,0,0,0,0
0.081,0.0805864896411191,0.590882805271152,0,0.984711159133481,-0.225226412578494,0,0,0,0,0.645417553656753,0.596900042347159,0,0.521851656237254,-0.0751567232568464,0,0,0,0
0.082,0.0815710096551708,0.590656185756874,0,0.984328776888035,-0.228012580005316,0,0,0,0,0.645938930392374,0.596824446572269,0,0.520901872501175,-0.0760346996631744,0,0,0,0
0.083,0.0825551445469855,0.590426778950704,0,0.983941548989916,-0.230798946929629,0,0,0,0,0.64645935643157,0.596747971207451,0,0.519952397760497,-0.0769115645916988,0,0,0,0
0.084,0.0835388896330667,0.590194585670302,0,0.983549496238169,-0.233585519187665,0,0,0,0,0.646978833158974,0.596670619566382,0,0.51900322728716,-0.077787330961052,0,0,0,0
0.085,0.0845222401171811,0.589959605727574,0,0.983152614308675,-0.236372299102913,0,0,0,0,0.647497360894844,0.596592392777593,0,0.518054358993,-0.0786620026344991,0,0,0,0
0.086,0.0855051912030952,0.589721838934425,0,0.982750898877311,-0.239159288998859,0,0,0,0,0.648014939959439,0.596513291969612,0,0.517105790789854,-0.0795355834753053,0,0,0,0
0.087,0.0864877380945756,0.589481285102761,0,0.982344345619956,-0.241946491198992,0,0,0,0,0.648531570673019,0.59643331827097,0,0.516157520589557,-0.0804080773467357,0,0,0,0
0.088,0.0874698759953888,0.589237944044488,0,0.981932950212489,-0.2447339080268,0,0,0,0,0.649047253355844,0.596352472810196,0,0.515209546303945,-0.0812794881120555,0,0,0,0
0.089,0.0884516001093014,0.588991815571511,0,0.98151670833079,-0.247521541805771,0,0,0,0,0.649561988328172,0.59627075671582,0,0.514261865844856,-0.0821498196345299,0,0,0,0
0.09,0.0894329056400799,0.588742899495736,0,0.981095615650735,-0.250309394859394,0,0,0,0,0.650075775910263,0.596188171116373,0,0.513314477124123,-0.083019075777424,0,0,0,0
0.091,0.0904137877914908,0.588491195629068,0,0.980669667848205,-0.253097469511155,0,0,0,0,0.650588616422376,0.596104717140382,0,0.512367378053584,-0.083887260404003,0,0,0,0
0.092,0.0913942417673008,0.588236703783414,0,0.980238860599077,-0.255885768084543,0,0,0,0,0.65110051018477,0.59602039591638,0,0.511420566545075,-0.0847543773775321,0,0,0,0
0.093,0.0923742627712763,0.587979423770679,0,0.979803189579232,-0.258674292903047,0,0,0,0,0.651611457517706,0.595935208572895,0,0.510474040510431,-0.0856204305612764,0,0,0,0
0.094,0.093353846007184,0.587719355402768,0,0.979362650464547,-0.261463046290153,0,0,0,0,0.652121458741441,0.595849156238456,0,0.509527797861489,-0.086485423818501,0,0,0,0
0.095,0.0943329845385145,0.587456497613326,0,0.978917214253663,-0.264252027213811,0,0,0,0,0.652630513374102,0.595762238614245,0,0.508581837943287,-0.0873493550909053,0,0,0,0
0.096,0.0953116742533825,0.58719085049508,0,0.978466884512949,-0.267041239070435,0,0,0,0,0.65313862199243,0.595674457285183,0,0.507636158209397,-0.0882122301351614,0,0,0,0
0.097,0.0962899108803038,0.586922414075268,0,0.978011662968606,-0.269830685006217,0,0,0,0,0.653645785113348,0.595585813729754,0,0.506690756220267,-0.0890740542663737,0,0,0,0
0.098,0.0972676895134818,0.586651188120834,0,0.977551544033256,-0.272620367172873,0,0,0,0,0.654152003016055,0.595496309003421,0,0.505745629961099,-0.0899348310446755,0,0,0,0
0.099,0.0982450052419265,0.586377172396595,0,0.977086522059644,-0.275410287713973,0,0,0,0,0.6546572759778,0.595405944158183,0,0.504800777420573,-0.0907945640158321,0,0,0,0
0.1,0.0992218531494549,0.586100366665236,0,0.976616591340638,-0.278200448764949,0,0,0,0,0.655161604273888,0.595314720242574,0,0.503856196590849,-0.0916532567112403,0,0,0,0
0.101,0.100198228314691,0.585820770687308,0,0.97614174610923,-0.280990852453088,0,0,0,0,0.655664988177678,0.595222638301668,0,0.502911885467562,-0.0925109126479291,0,0,0,0
0.102,0.101174125811065,0.585538384221235,0,0.975661980538531,-0.283781500897537,0,0,0,0,0.656167427960582,0.595129699377071,0,0.501967842049826,-0.093367535328559,0,0,0,0
0.103,0.102149540706814,0.585253207023308,0,0.975177288741779,-0.2865723962093,0,0,0,0,0.656668923892065,0.595035904506931,0,0.501024064340233,-0.0942231282414225,0,0,0,0
0.104,0.103124468064983,0.584965238847687,0,0.974687664772333,-0.28936354049124,0,0,0,0,0.657169476239647,0.594941254725929,0,0.500080550344849,-0.0950776948604438,0,0,0,0
0.105,0.104098902943422,0.584674479446402,0,0.974193102623673,-0.292154935838077,0,0,0,0,0.6576690852689,0.594845751065284,0,0.499137298073222,-0.095931238645179,0,0,0,0
0.106,0.10507284039479,0.58438092856935,0,0.973693596229405,-0.29494658433639,0,0,0,0,0.658167751243452,0.59474939455275,0,0.498194305538375,-0.0967837630408159,0,0,0,0
0.107,0.10604627546655,0.584084585964299,0,0.973189139463255,-0.297738488064615,0,0,0,0,0.658665474424982,0.594652186212621,0,0.497251570756809,-0.0976352714781744,0,0,0,0
0.108,0.107019203200975,0.583785451376885,0,0.972679726139073,-0.300530649093047,0,0,0,0,0.659162255073226,0.594554127065725,0,0.496309091748504,-0.0984857673737058,0,0,0,0
0.109,0.107991618635142,0.583483524550614,0,0.972165350010832,-0.303323069483839,0,0,0,0,0.65965809344597,0.594455218129426,0,0.495366866536915,-0.0993352541294935,0,0,0,0
0.11,0.108963516800936,0.583178805226858,0,0.971646004772627,-0.306115751291001,0,0,0,0,0.660152989799057,0.594355460417628,0,0.494424893148977,-0.100183735133253,0,0,0,0
0.111,0.109934892725049,0.582871293144862,0,0.971121684058676,-0.308908696560403,0,0,0,0,0.66064694438638,0.594254854940768,0,0.4934831696151,-0.10103121375833,0,0,0,0
0.112,0.110905741428979,0.582560988041738,0,0.97059238144332,-0.311701907329771,0,0,0,0,0.661139957459891,0.594153402705822,0,0.492541693969174,-0.101877693363705,0,0,0,0
0.113,0.111876057929032,0.582247889652466,0,0.970058090441023,-0.314495385628691,0,0,0,0,0.661632029269589,0.594051104716302,0,0.491600464248565,-0.102723177293987,0,0,0,0
0.114,0.112845837236321,0.581931997709896,0,0.96951880450637,-0.317289133478605,0,0,0,0,0.662123160063533,0.593947961972256,0,0.490659478494118,-0.10356766887942,0,0,0,0
0.115,0.113815074356763,0.581613311944747,0,0.968974517034071,-0.320083152892815,0,0,0,0,0.662613350087833,0.59384397547027,0,0.489718734750154,-0.104411171435876,0,0,0,0
0.116,0.114783764291085,0.581291832085608,0,0.968425221358957,-0.32287744587648,0,0,0,0,0.66310259958665,0.593739146203466,0,0.488778231064472,-0.105253688264863,0,0,0,0
0.117,0.115751902034819,0.580967557858935,0,0.967870910755983,-0.325672014426617,0,0,0,0,0.663590908802204,0.593633475161502,0,0.487837965488348,-0.106095222653519,0,0,0,0
0.118,0.116719482578304,0.580640488989054,0,0.967311578440227,-0.328466860532101,0,0,0,0,0.664078277974765,0.593526963330573,0,0.486897936076537,-0.106935777874612,0,0,0,0
0.119,0.117686500906688,0.580310625198161,0,0.966747217566887,-0.331261986173666,0,0,0,0,0.664564707342658,0.593419611693411,0,0.485958140887272,-0.107775357186544,0,0,0,0
0.12,0.118652952579266,0.57997796612557,0,0.966177814176596,-0.334057390371712,0,0,0,0,0.665050196834705,0.593311420540375,0,0.485018578943995,-0.108613961235423,0,0,0,0
0.121,0.119618832491116,0.579642511500322,0,0.965603362275101,-0.336853075496732,0,0,0,0,0.66553474672764,0.593202390942023,0,0.484079248179616,-0.109451593608233,0,0,0,0
0.122,0.120584135288254,0.579304261083313,0,0.965023858777836,-0.339649045153759,0,0,0,0,0.666018357425711,0.593092524255434,0,0.483140146125697,-0.110288258971146,0,0,0,0
0.123,0.121548855948808,0.578963214586298,0,0.964439296433034,-0.342445301220881,0,0,0,0,0.666501029152156,0.592981821433136,0,0.482201270877207,-0.111123960463424,0,0,0,0
0.124,0.12251298944616,0.578619371718836,0,0.963849667923538,-0.345241845565739,0,0,0,0,0.666982762128028,0.592870283423651,0,0.481262620533346,-0.111958701207929,0,0,0,0
0.125,0.123476530748956,0.578272732188292,0,0.963254965866804,-0.348038680045525,0,0,0,0,0.667463556572193,0.592757911171503,0,0.480324193197543,-0.112792484311128,0,0,0,0
0.126,0.124439474821098,0.57792329569984,0,0.962655182814899,-0.350835806506984,0,0,0,0,0.667943412701331,0.592644705617213,0,0.479385986977455,-0.113625312863089,0,0,0,0
0.127,0.12540181662175,0.577571061956457,0,0.962050311254505,-0.353633226786413,0,0,0,0,0.668422330729933,0.5925306676973,0,0.478447999984968,-0.114457189937484,0,0,0,0
0.128,0.126363551105333,0.577216030658925,0,0.961440343606914,-0.35643094270966,0,0,0,0,0.668900310870306,0.592415798344284,0,0.477510230336198,-0.115288118591585,0,0,0,0
0.129,0.127324673221529,0.576858201505834,0,0.960825272228028,-0.359228956092126,0,0,0,0,0.669377353332571,0.59230009848668,0,0.476572676151487,-0.116118101866269,0,0,0,0
0.13,0.12828517791528,0.576497574193581,0,0.960205089408366,-0.362027268738765,0,0,0,0,0.669853458324659,0.592183569049004,0,0.475635335555409,-0.116947142786014,0,0,0,0
0.131,0.129245060126783,0.576134148416365,0,0.959579787373056,-0.36482588244408,0,0,0,0,0.670328626052317,0.59206621095177,0,0.474698206676764,-0.117775244358902,0,0,0,0
0.132,0.130204314791501,0.575767923866195,0,0.958949358281838,-0.367624798992128,0,0,0,0,0.670802856719106,0.59194802511149,0,0.473761287648582,-0.118602409576615,0,0,0,0
0.133,0.13116293684015,0.575398900232882,0,0.958313794229064,-0.370424020156519,0,0,0,0,0.671276150526399,0.591829012440675,0,0.472824576608123,-0.11942864141444,0,0,0,0
0.134,0.132120921198709,0.575027077204047,0,0.957673087243701,-0.373223547700413,0,0,0,0,0.671748507673382,0.591709173847835,0,0.471888071696874,-0.120253942831265,0,0,0,0
0.135,0.133078262788417,0.574652454465113,0,0.957027229289324,-0.376023383376523,0,0,0,0,0.672219928357057,0.591588510237478,0,0.470951771060551,-0.121078316769581,0,0,0,0
0.136,0.134034956525769,0.574275031699311,0,0.956376212264123,-0.378823528927114,0,0,0,0,0.672690412772236,0.591467022510109,0,0.470015672849099,-0.121901766155482,0,0,0,0
0.137,0.134990997322522,0.573894808587679,0,0.9557200280009,-0.381623986084002,0,0,0,0,0.673159961111548,0.591344711562234,0,0.469079775216693,-0.122724293898663,0,0,0,0
0.138,0.135946380085691,0.573511784809059,0,0.955058668267066,-0.384424756568557,0,0,0,0,0.673628573565432,0.591221578286357,0,0.468144076321735,-0.123545902892423,0,0,0,0
0.139,0.136901099717552,0.573125960040098,0,0.954392124764649,-0.387225842091699,0,0,0,0,0.674096250322144,0.59109762357098,0,0.467208574326857,-0.124366596013663,0,0,0,0
0.14,0.137855151115637,0.572737333955252,0,0.953720389130284,-0.390027244353902,0,0,0,0,0.674562991567751,0.590972848300603,0,0.466273267398918,-0.125186376122887,0,0,0,0
0.141,0.138808529172742,0.572345906226779,0,0.953043452935223,-0.39282896504519,0,0,0,0,0.675028797486132,0.590847253355725,0,0.465338153709009,-0.1260052460642,0,0,0,0
0.142,0.139761228776919,0.571951676524748,0,0.952361307685325,-0.395631005845141,0,0,0,0,0.675493668258985,0.590720839612844,0,0.464403231432447,-0.126823208665311,0,0,0,0
0.143,0.14071324481148,0.571554644517029,0,0.951673944821067,-0.398433368422882,0,0,0,0,0.675957604065815,0.590593607944456,0,0.463468498748778,-0.12764026673753,0,0,0,0
0.144,0.141664572154996,0.571154809869301,0,0.950981355717533,-0.401236054437096,0,0,0,0,0.676420605083945,0.590465559219057,0,0.462533953841779,-0.128456423075771,0,0,0,0
0.145,0.142615200941904,0.570752172810012,0,0.950283527956681,-0.404039061737709,0,0,0,0,0.676882671995275,0.5903366958465,0,0.461599592426832,-0.129271687303103,0,0,0,0
0.146,0.143565124480934,0.570346733186455,0,0.949580451555529,-0.406842390711981,0,0,0,0,0.677343805139595,0.590207019196061,0,0.460665411882103,-0.130086064435091,0,0,0,0
0.147,0.144514342337894,0.569938490097284,0,0.948872121390904,-0.409646046755154,0,0,0,0,0.677804004184959,0.590076528591237,0,0.459731412856886,-0.130899550427686,0,0,0,0
