"time","transformerL.inductor[2].i","transformerL.inductor[3].i"
0.069,-0.0153813133930366,-0.813684710226566
0.0695,-0.000481930854463367,-0.821242294768233
0.07,0.0144175707271717,-0.828597251849927
0.0705,0.0293135153754793,-0.835747769249551
0.071,0.0442022279869563,-0.842692086077477
0.0715,0.0590800348744553,-0.849428479237748
0.072,0.0739432650713698,-0.855955280214058
0.0725,0.0887882515313395,-0.862270887690883
0.073,0.103611331437391,-0.86837374467341
0.0735,0.118408847305531,-0.874262347277339
0.074,0.133177147880693,-0.879935245240984
0.0745,0.147912589583743,-0.885391030938224
0.075,0.162611536841778,-0.890628351694112
0.0755,0.177270362363015,-0.895645923256685
0.076,0.19188544906965,-0.900442508671456
0.0765,0.206453190641415,-0.905016926147033
0.077,0.22096999241487,-0.909368049497211
0.0775,0.235432272847721,-0.913494798116855
0.078,0.249836463912113,-0.917396146797209
0.0785,0.264179011186077,-0.921071141132355
0.079,0.278456375952792,-0.924518875733568
0.0795,0.292665035701673,-0.927738502047753
0.08,0.306801485031306,-0.930729228732183
0.0805,0.320862235005564,-0.933490310464256
0.081,0.334843815218607,-0.936021057004545
0.0815,0.348742777425621,-0.938320853966128
0.082,0.362555692747979,-0.94038913554263
0.0825,0.37627915377763,-0.942225393865706
0.083,0.389909775469483,-0.94382917930086
0.0835,0.403444192572406,-0.945200088667471
0.084,0.416879062568554,-0.946337772675833
0.0845,0.430211073949471,-0.947241961982751
0.085,0.443436937810915,-0.94791243505075
0.0855,0.456553391709584,-0.948349028785668
0.086,0.469557200530395,-0.948551638744908
0.0865,0.482445153376144,-0.948520208229693
0.087,0.495214066078326,-0.94825473308641
0.0875,0.507860792187648,-0.947755290205587
0.088,0.520382211847625,-0.94702200421219
0.0885,0.532775236421339,-0.946055058180233
0.089,0.545036809327969,-0.944854693755106
0.0895,0.557163902800545,-0.943421201296461
0.09,0.56915351959293,-0.941754922130243
0.0905,0.581002706080513,-0.939856278677351
0.091,0.592708539292763,-0.937725740802192
0.0915,0.60426813201062,-0.935363836359913
0.092,0.615678633569298,-0.932771151236205
0.0925,0.62693722603177,-0.929948319935264
0.093,0.638041124935102,-0.926896025504308
0.0935,0.648987596426433,-0.923615032921332
0.094,0.659773940469834,-0.92010615320872
0.0945,0.670397497004953,-0.916370254408229
0.095,0.680855646708736,-0.91240826153691
0.0955,0.69114580645919,-0.908221147503486
0.096,0.701265428671927,-0.90380993063259
0.0965,0.711212023897798,-0.899175711877807
0.097,0.72098313893536,-0.894319636132721
0.0975,0.730576364398942,-0.88924290380004
0.098,0.739989335429665,-0.883946770661003
0.0985,0.749219726847223,-0.878432539503057
0.099,0.758265250725536,-0.872701555340994
0.0995,0.767123683805288,-0.866755244872154
0.1,0.775792841411736,-0.860595076624114
0.1005,0.78427058612344,-0.854222572621632
0.101,0.792554828425647,-0.847639308170617
0.1015,0.8006435218813,-0.840846904407695
0.102,0.808534658815262,-0.833847021527007
0.1025,0.816226301636276,-0.826641399033604
0.103,0.823716553603528,-0.819231816089564
0.1035,0.831003568261105,-0.811620102885225
0.104,0.838085550029457,-0.803808140341442
0.1045,0.844960749429098,-0.795797853470807
0.105,0.851627456647507,-0.787591202781668
0.1055,0.858084037145394,-0.779190225343991
0.106,0.864328899002273,-0.770596995217652
0.1065,0.870360503178774,-0.761813634579048
0.107,0.876177364041628,-0.752842313344807
0.1075,0.881778044631934,-0.743685243232565
0.108,0.887161147790851,-0.734344667437806
0.1085,0.89232535679497,-0.724822902704703
0.109,0.897269398674636,-0.715122299575611
0.1095,0.901992055462035,-0.705245253362603
0.11,0.90649216464423,-0.695194203695037
0.1105,0.910768614596456,-0.684971629309207
0.111,0.914820333142508,-0.674580036323513
0.1115,0.918646333046168,-0.664022000475521
0.112,0.922245671554903,-0.653300127893773
0.1125,0.925617462541863,-0.642417065724716
0.113,0.92876087688227,-0.631375501607626
0.1135,0.9316751382032,-0.620178159231656
0.114,0.934359508971453,-0.608827785711007
0.1145,0.936813340063848,-0.597327192718087
0.115,0.939036027302619,-0.58567921883315
0.1155,0.941027024258019,-0.57388673954196
0.116,0.942785842545017,-0.561952666643234
0.1165,0.944312047966037,-0.549879944524203
0.117,0.945605244185989,-0.537671537036112
0.1175,0.946665125954278,-0.525330466804836
0.118,0.947491433046262,-0.51285977968868
0.1185,0.948083963600243,-0.500262554017589
0.119,0.948442574332275,-0.487541899938851
0.1195,0.948567177100434,-0.474700956323499
0.12,0.948457720139779,-0.461742877429601
0.1205,0.948114244883187,-0.448670870072359
0.121,0.947536837377907,-0.43548816036261
0.1215,0.946725642131328,-0.422198002160798
0.122,0.945680862241906,-0.40880367636663
0.1225,0.944402756421157,-0.395308488387285
0.123,0.942891617860665,-0.381715754969093
0.1235,0.941147834344046,-0.368028838628532
0.124,0.939171837418798,-0.354251117086271
0.1245,0.936964116667612,-0.340385990841316
0.125,0.934525219753939,-0.326436882410655
0.1255,0.931855749941814,-0.312407234297716
0.126,0.928956342843903,-0.298300496506583
0.1265,0.925827729098472,-0.28412015730346
0.127,0.922470681915123,-0.269869716033628
0.1275,0.918886031597497,-0.255552689647297
0.128,0.915074665503049,-0.241172611896073
0.1285,0.911037526078491,-0.226733031721575
0.129,0.906775585789249,-0.212237501943919
0.1295,0.902289911601966,-0.197689605545473
0.13,0.897581611528185,-0.18309293244271
0.1305,0.892651849227262,-0.168451084830012
0.131,0.887501843880871,-0.153767676340343
0.1315,0.882132868737982,-0.139046330759194
0.132,0.876546224487754,-0.124290672280771
0.1325,0.870743304967014,-0.109504346788405
0.133,0.864725543160273,-0.094691002913505
0.1335,0.858494425760844,-0.0798542961309023
0.134,0.852051492961288,-0.064997887891272
0.1345,0.845398337489403,-0.0501254445647234
0.135,0.838536576712078,-0.0352406296434
0.1355,0.831467918976285,-0.0203471195311982
0.136,0.824194109520763,-0.00544858919058802
0.1365,0.816716944876766,0.00945128506807079
0.137,0.809038272576206,0.0243488264747022
0.1375,0.801159990649933,0.0392403587211044
0.138,0.793084018847342,0.0541222113851816
0.1385,0.784812364834958,0.0689907102322442
0.139,0.776347070612717,0.0838421865885258
0.1395,0.76769022660093,0.0986729759399053
0.14,0.758843971268687,0.113479418832776
0.1405,0.749810490762271,0.128257861774914
0.141,0.740591991136642,0.143004659778702
0.1415,0.731190760646907,0.15771617350556
0.142,0.721609120219761,0.172388773113611
0.1425,0.711849435611092,0.187018838407464
0.143,0.701914117247831,0.201602759726289
0.1435,0.691805619779994,0.216136938849269
0.144,0.681526416525708,0.230617788662769
0.1445,0.671079055530339,0.245041736852705
0.145,0.660466116204291,0.259405224693472
0.1455,0.649690218644695,0.273704708435226
0.146,0.638754023846486,0.287936660241836
0.1465,0.627660233182129,0.302097569092765
0.147,0.616411565157379,0.316183937785562
0.1475,0.605010805160891,0.330192292463963
0.148,0.593460768132721,0.344119177203036
0.1485,0.581764305258094,0.357961156148977
0.149,0.569924304484226,0.371714814598956
0.1495,0.557943689932368,0.385376759891385
0.15,0.545825401044721,0.398943615952474
0.1505,0.53357243600673,0.412412037963283
0.151,0.521187820235848,0.425778703569893
0.1515,0.508674610699321,0.439040315309352
0.152,0.496035896664406,0.452193601918831
0.1525,0.483274799047981,0.465235319206351
0.153,0.470394452019101,0.478162242350759
0.1535,0.457398040133082,0.490971185020061
0.154,0.44428877235813,0.503658988012681
0.1545,0.431069884311541,0.516222521522235
0.155,0.417744639162449,0.52865868675833
0.1555,0.40431632692481,0.540964416789936
0.156,0.390788248543567,0.553136666828877
0.1565,0.377163746878908,0.565172437080207
0.157,0.363446185890527,0.577068759621735
0.1575,0.349638951129623,0.588822700080007
0.158,0.335745450707334,0.60043135963716
0.1585,0.321769114537436,0.611891875839376
0.159,0.307713380893725,0.623201411113106
0.1595,0.293581721485076,0.634357178605427
0.16,0.279377625325419,0.645356428096134
0.1605,0.265104597853133,0.656196446686716
0.161,0.250766161875148,0.666874561257494
0.1615,0.236365856766145,0.677388139233938
0.162,0.22190722745708,0.687734575587628
0.1625,0.207393843912421,0.697911320940041
0.163,0.192829289150121,0.707915867257788
0.1635,0.17821715738426,0.717745747194537
0.164,0.1635610548525,0.727398537052432
0.1645,0.148864598978952,0.736871857499413
0.165,0.134131409733548,0.746163359302446
0.1655,0.119365123874776,0.755270753000906
0.166,0.104569386537216,0.764191795077913
0.1665,0.089747848811054,0.772924285637349
0.167,0.0749041683590175,0.781466071913251
0.1675,0.0600420085503752,0.789815048931724
0.168,0.0451650321078167,0.797969144222673
0.1685,0.0302769105329792,0.80592634839749
0.169,0.015381318637359,0.81368470243053
0.1695,0.000481931983320391,0.821242293399762
0.17,-0.014417572802831,0.828597258576043
0.1705,-0.0293135189179474,0.835747786023688
0.171,-0.0442022335560059,0.842692098536437
0.1715,-0.0590800428295477,0.849428484484244
0.172,-0.0739432749525606,0.85595528677411
0.1725,-0.0887882625113527,0.862270896434832
0.173,-0.103611342545511,0.868373757304745
0.1735,-0.118408857448162,0.874262366565578
0.174,-0.133177157089795,0.879935258142313
0.1745,-0.147912597576864,0.885391033227352
0.175,-0.162611542823334,0.890628351414078
0.1755,-0.177270366112871,0.895645921961486
0.176,-0.191885450659355,0.900442509085603
0.1765,-0.206453190512249,0.905016932421839
0.177,-0.220969990774485,0.909368050116967
0.1775,-0.235432269663588,0.913494788494094
0.178,-0.249836459150036,0.917396135768644
0.1785,-0.264179005402515,0.921071130885026
0.179,-0.278456369907987,0.924518869404017
0.1795,-0.292665030374063,0.927738503889495
0.18,-0.30680147919799,0.930729226907806
0.1805,-0.320862228279465,0.933490299355987
0.181,-0.334843809395994,0.936021047082787
0.1815,-0.348742773141987,0.938320847247116
0.182,-0.362555690681463,0.940389134780747
0.1825,-0.376279154639358,0.942225402695955
0.183,-0.389909775990318,0.943829185194235
0.1835,-0.403444191062834,0.945200084241038
0.184,-0.416879062302865,0.946337769324757
0.1845,-0.430211075344297,0.947241961346064
0.185,-0.443436941458608,0.94791243962191
0.1855,-0.456553398427127,0.948349042111328
0.186,-0.469557206027411,0.948551648820182
0.1865,-0.482445154668002,0.948520206270638
0.187,-0.495214067161027,0.948254730538903
0.1875,-0.507860793595088,0.947755288743939
0.188,-0.520382214536061,0.947022006545716
0.1885,-0.532775241872496,0.94605506828715
0.189,-0.545036813082725,0.94485470086373
0.1895,-0.557163900949689,0.943421195805178
0.19,-0.569153516921892,0.941754915639937
0.1905,-0.581002703498393,0.93985627310914
0.191,-0.592708538223987,0.937725739099945
0.1915,-0.60426813450019,0.935363842702347
0.192,-0.61567863481853,0.932771155693212
0.1925,-0.626937221023955,0.929948312018554
0.193,-0.638041119792744,0.926896017441229
0.1935,-0.648987592282476,0.923615026660978
0.194,-0.659773938953189,0.920106151612447
0.1945,-0.670397500336698,0.916370261436359
0.195,-0.68085564942158,0.912408267707725
0.1955,-0.691145801960099,0.908221141177884
0.196,-0.701265424532215,0.903809924572624
0.1965,-0.711212021261398,0.89917570785175
0.197,-0.720983139480804,0.894319636790859
0.1975,-0.730576370454038,0.88924291286713
0.198,-0.73998934109513,0.883946779341226
0.1985,-0.749219723847427,0.87843253518828
0.199,-0.758265247735433,0.872701550827773
0.1995,-0.767123681999481,0.866755241805528
0.2,-0.77579284261268,0.860595077568734
0.2005,-0.784270592946673,0.854222581267361
0.201,-0.792554835005089,0.847639316778424
0.2015,-0.800643518443323,0.840846899823925
0.202,-0.808534654935959,0.83384701633284
0.2025,-0.816226298638213,0.826641394873387
0.203,-0.823716553545821,0.819231815522457
0.2035,-0.831003574099826,0.811620109584458
0.204,-0.83808555610474,0.80380814762547
0.2045,-0.844960744504693,0.795797847842689
0.205,-0.851627451315107,0.787591196684159
0.2055,-0.858084032875439,0.779190220398759
0.206,-0.864328898030531,0.77059699389441
0.2065,-0.870360508669013,0.761813640376852
0.207,-0.876177370488146,0.752842320440426
0.2075,-0.881778039193335,0.743685237816527
0.208,-0.887161142159587,0.734344661809091
0.2085,-0.892325352498006,0.724822898363962
0.209,-0.897269398023458,0.7151222988048
0.2095,-0.901992061721785,0.705245259395034
0.21,-0.906492172512289,0.695194211511751
0.2105,-0.910768609593212,0.684971624959346
0.211,-0.914820327912383,0.674580031718935
0.2115,-0.918646329128527,0.664021996967268
0.212,-0.922245671316575,0.653300127575292
0.2125,-0.925617469359504,0.642417071597172
0.213,-0.928760885846821,0.631375509534275
0.2135,-0.931675133347413,0.620178155453902
0.214,-0.934359503681239,0.60882778149978
0.2145,-0.936813335914693,0.597327189312813
0.215,-0.939036026741751,0.585679218174827
0.2155,-0.94102703079693,0.573886744429246
0.216,-0.942785851814058,0.561952673823505
0.2165,-0.944312042669072,0.549879940720827
0.217,-0.945605238356969,0.537671532777614
0.2175,-0.946665121217312,0.525330463233529
0.218,-0.947491431916868,0.51285977858227
0.2185,-0.948083969680882,0.500262557929087
0.219,-0.948442583821218,0.487541906382523
0.2195,-0.948567171454126,0.474700952688984
0.22,-0.948457714000336,0.46174287345163
0.2205,-0.948114239891461,0.448670866765528
0.221,-0.947536836068043,0.435488159298269
0.2215,-0.946725648127077,0.422198005590072
0.222,-0.945680872312541,0.408803682449755
0.2225,-0.944402750875944,0.395308485376832
0.223,-0.9428916118335,0.381715751675687
0.2235,-0.94114782945611,0.368028835912826
0.224,-0.939171836185893,0.354251116292734
0.2245,-0.936964122698637,0.340385993906837
0.225,-0.934525230433076,0.32643688807417
0.2255,-0.93185574462425,0.312407231943569
0.226,-0.928956336971344,0.298300493846796
0.2265,-0.925827724262397,0.28412015504913
0.227,-0.922470680602581,0.269869715310097
0.2275,-0.918886037391021,0.255552692088011
0.228,-0.915074676448162,0.241172616753059
0.2285,-0.911037520812653,0.226733029782572
0.229,-0.906775579898012,0.21223749969753
0.2295,-0.902289906647364,0.197689603564867
0.23,-0.897581609958156,0.183092931638536
0.2305,-0.892651854573563,0.168451086526741
0.231,-0.887501854850157,0.153767680194259
0.2315,-0.882132863467288,0.139046329176509
0.232,-0.876546218581359,0.124290670455547
0.2325,-0.870743299945083,0.109504345152604
0.233,-0.864725541406138,0.0946910021523453
0.2335,-0.858494430714115,0.0798542972402376
0.234,-0.852051503953755,0.0649978908019299
0.2345,-0.845398332370811,0.0501254434869047
0.235,-0.838536570970284,0.0352406284023453
0.2355,-0.831467914068485,0.0203471184079536
0.236,-0.824194107737346,0.0054485886350704
0.2365,-0.816716949528646,-0.00945128439808559
0.237,-0.809038283581501,-0.0243488244891623
0.2375,-0.801159985819712,-0.0392403592102713
0.238,-0.793084013385717,-0.0541222119852988
0.2385,-0.784812360121614,-0.0689907108135711
0.239,-0.776347068826633,-0.0838421869340062
0.2395,-0.767690230901102,-0.0986729757240939
0.24,-0.758843982120947,-0.11347941790891
0.2405,-0.749810486507801,-0.12825786172395
0.241,-0.740591985944491,-0.143004659810233
0.2415,-0.731190756102751,-0.157716173615964
0.242,-0.721609118378708,-0.172388773310685
0.2425,-0.711849439459778,-0.187018838690426
0.243,-0.701914127743845,-0.201602760000093
0.2435,-0.691805616224287,-0.216136938399974
0.244,-0.681526411596266,-0.230617788173532
0.2445,-0.671079051163712,-0.245041736510817
0.245,-0.660466114316715,-0.25940522472681
0.2455,-0.649690222025228,-0.273704709164653
0.246,-0.638754033866552,-0.28793666173945
0.2465,-0.627660230302372,-0.302097568332325
0.247,-0.616411560558484,-0.316183936745474
0.2475,-0.605010801051533,-0.330192291620264
0.248,-0.593460766272957,-0.34411917700048
0.2485,-0.581764308214025,-0.357961157225552
0.249,-0.569924313952414,-0.371714817302797
0.2495,-0.557943687726917,-0.385376758883874
0.25,-0.545825396856848,-0.398943614333646
0.2505,-0.533572432229929,-0.41241203658934
0.251,-0.521187818459821,-0.425778703095158
0.2515,-0.508674613247645,-0.439040316677501
0.252,-0.49603590546701,-0.452193605849758
0.2525,-0.483274797463807,-0.465235318063045
0.253,-0.470394448275745,-0.478162240180535
0.2535,-0.457398036716509,-0.490971183141193
0.254,-0.444288770678043,-0.503658987277283
0.2545,-0.431069886434264,-0.516222523163759
0.255,-0.417744647153952,-0.528658691955022
0.2555,-0.404316325867762,-0.540964415644285
0.256,-0.390788245253266,-0.553136664154365
0.2565,-0.377163743837128,-0.565172434729513
0.257,-0.363446184319059,-0.577068758632029
0.2575,-0.349638952823951,-0.588822701958222
0.258,-0.335745457763749,-0.600431366100168
0.2585,-0.321769113921249,-0.611891874795351
0.259,-0.307713378081651,-0.62320140795945
0.2595,-0.293581718854144,-0.634357175792032
0.26,-0.27937762390179,-0.645356426832865
0.2605,-0.265104599148782,-0.656196448737146
0.261,-0.250766167905804,-0.666874568947404
0.2615,-0.236365856520325,-0.677388138366458
0.262,-0.22190722516186,-0.687734571968656
0.2625,-0.207393841737162,-0.697911317668866
0.263,-0.192829287919205,-0.707915865703383
0.2635,-0.178217158316655,-0.717745749357484
0.264,-0.163561059643335,-0.72739854569298
0.2645,-0.14886459902289,-0.736871856884105
0.265,-0.134131407980701,-0.746163355248517
0.2655,-0.119365122183924,-0.755270749296934
0.266,-0.104569385527693,-0.76419179323614
0.2665,-0.0897478494033019,-0.772924287872722
0.267,-0.0749041718373164,-0.781466081286439
0.2675,-0.0600420087844275,-0.789815048650185
0.268,-0.0451650309046039,-0.79796913978089
0.2685,-0.0302769093400842,-0.805926344299696
0.269,-0.0153813178682144,-0.813684700315059
0.2695,-0.000481932257186221,-0.82124229567186
0.27,0.0144175706175039,-0.828597268564565
0.2705,0.0293135185964297,-0.835747786144933
0.271,0.0442022342058912,-0.842692093753219
0.2715,0.0590800435111168,-0.849428480028925
0.272,0.0739432754576701,-0.8559552843937
0.2725,0.0887882625224849,-0.862270898700245
0.273,0.103611341612153,-0.868373767779789
0.2735,0.118408857133043,-0.874262367136873
0.274,0.133177157179462,-0.879935253058264
0.2745,0.147912597730955,-0.885391028447166
0.275,0.16261154303692,-0.890628348775741
0.2755,0.177270366368218,-0.895645924175992
0.276,0.191885450922163,-0.900442519916639
0.2765,0.20645319029317,-0.905016933476703
0.277,0.220969990301152,-0.909368044775635
0.2775,0.235432269279917,-0.913494783427534
0.278,0.249836459050268,-0.917396132887412
0.2785,0.264179005863701,-0.921071133013342
0.279,0.278456371306015,-0.924518880468472
0.2795,0.292665030342486,-0.927738505454444
0.28,0.306801478168991,-0.930729221360451
0.2805,0.320862227357842,-0.933490294049908
0.281,0.334843808969085,-0.936021043982129
0.2815,0.348742773773823,-0.93832084926173
0.282,0.362555693148352,-0.940389145962193
0.2825,0.376279154885052,-0.942225404786697
0.283,0.389909774420119,-0.943829179495068
0.2835,0.403444189609104,-0.945200078744975
0.284,0.416879061538343,-0.946337766030532
0.2845,0.430211076109872,-0.947241963221467
0.285,0.443436944918086,-0.947912450805334
0.2855,0.456553399031473,-0.948349044727381
0.286,0.469557203933036,-0.948551643021564
0.2865,0.482445152690467,-0.948520200633212
0.287,0.495214066049422,-0.948254727077265
0.2875,0.507860794454882,-0.947755290456246
0.288,0.520382218902487,-0.947022017618953
0.2885,0.532775242907009,-0.946055071412812
0.289,0.545036810484199,-0.94485469501717
0.2895,0.557163898460648,-0.943421190076005
0.29,0.569153515457337,-0.941754912040133
0.2905,0.581002704413857,-0.939856274639777
0.291,0.592708543406807,-0.937725749958308
0.2915,0.604268136028429,-0.935363846310465
0.292,0.615678631741529,-0.932771149851868
0.2925,0.626937218042186,-0.929948306250261
0.293,0.638041117975279,-0.92689601373718
0.2935,0.648987593218268,-0.92361502799804
0.294,0.659773944859337,-0.920106162160274
0.2945,0.670397502414009,-0.916370265489169
0.295,0.680855645897495,-0.912408261925732
0.2955,0.691145798510385,-0.908221135424769
0.296,0.701265422366962,-0.903809920801157
0.2965,0.711212022184507,-0.899175708988184
0.297,0.720983146014203,-0.89431964694019
0.2975,0.730576373124882,-0.889242917314898
0.298,0.739989337159086,-0.883946773671314
0.2985,0.74921971995868,-0.878432529504034
0.299,0.758265245231078,-0.872701547026692
0.2995,0.767123682878333,-0.866755242737844
0.3,0.775792849674285,-0.860595087238991
0.3005,0.784270596242909,-0.854222586048523
0.301,0.792554830694952,-0.84763931127103
0.3015,0.800643514148086,-0.840846894261136
0.302,0.808534652104881,-0.833847012540947
0.3025,0.816226299443602,-0.826641395602337
0.303,0.823716561035525,-0.819231824641974
0.3035,0.831003578040928,-0.811620114627679
0.304,0.838085551461581,-0.803808142329308
0.3045,0.844960739839778,-0.795797842453391
0.305,0.851627448174291,-0.787591192941836
0.3055,0.858084033581867,-0.779190220930111
0.306,0.864328905849185,-0.770597002401647
0.3065,0.870360513262435,-0.761813645602868
0.307,0.876177365556431,-0.75284231540253
0.3075,0.881778034199853,-0.743685232651918
0.308,0.887161138730649,-0.734344658157815
0.3085,0.892325353083945,-0.724822898708016
0.309,0.897269406073729,-0.715122306648196
0.3095,0.901992066962429,-0.705245264717421
0.31,0.906492167339072,-0.695194206776532
0.3105,0.910768604315707,-0.684971620068678
0.311,0.914820324220823,-0.674580028200145
0.3115,0.918646329576076,-0.664021997137917
0.312,0.922245679503365,-0.653300134712802
0.3125,0.92561747522912,-0.642417076923163
0.313,0.928760880480811,-0.631375505142679
0.3135,0.931675127833066,-0.620178150883685
0.314,0.934359499755975,-0.60882777815423
0.3145,0.936813336209666,-0.59732718932718
0.315,0.939036034973144,-0.585679224574048
0.3155,0.941027037264316,-0.573886749661327
0.316,0.942785846305247,-0.561952669812837
0.3165,0.944312036967443,-0.549879936514637
0.317,0.945605234230331,-0.537671529645219
0.3175,0.946665121349705,-0.525330463111967
0.318,0.947491440105373,-0.512859784220753
0.3185,0.948083976702565,-0.50026256296688
0.319,0.948442578220699,-0.487541902786436
0.3195,0.948567165616937,-0.474700948887281
0.32,0.948457709707963,-0.461742870571164
0.3205,0.948114239855684,-0.448670866531298
