"time","inertiaLoad.phi","inertiaLoad.w","smpm.idq_sr[1]","smpm.idq_sr[2]"
0,0,157.07963267949,0,0
1.85146168296939e-15,2.90826921080997e-13,157.07963267949,-6.50308249541158e-20,-2.30940107672993e-10
1.85146168296939e-15,2.90826921080997e-13,157.07963267949,-6.50308249541158e-20,-2.30940107672993e-10
7.44398106953643e-11,1.16929781207586e-08,157.07963267949,-1.19257930726159e-14,-9.28517059257356e-06
7.44398106953643e-11,1.16929781207586e-08,157.07963267949,-1.19257930726159e-14,-9.28517059257356e-06
3.55244229516977e-07,5.5801633081319e-05,157.079632658911,-4.47669711829355e-06,-0.0443070132909715
3.55244229516977e-07,5.5801633081319e-05,157.079632658911,-4.47669711829355e-06,-0.0443070132909715
5e-05,0.00785397488276301,157.079228448669,-0.0910017768688249,-6.15719760775649
0.0001,0.0157079096035893,157.078029673071,-0.357690034501302,-12.1543310163994
0.00015,0.0235617649587532,157.076057373297,-0.790694437921859,-17.9900080409381
0.0002,0.0314155028021165,157.073332733879,-1.38078965778928,-23.6631064613895
0.00025,0.0392690860490239,157.069877069143,-2.11889752878053,-29.1727669749654
0.0003,0.0471224786828079,157.065711790077,-2.99608994616351,-34.5183871468882
0.00035,0.0549756457594035,157.060858368876,-4.00359187080074,-39.699614630385
0.0004,0.0628285534091829,157.055338308504,-5.13278385042846,-44.716341112731
0.00045,0.0706811688374163,157.049173110746,-6.37520470256125,-49.5686958498081
0.0005,0.0785334603239865,157.042384244233,-7.72255417651047,-54.2570391114806
0.00055,0.0863853972215563,157.03499311461,-9.16669546298145,-58.7819559330157
0.0006,0.0942369499501472,157.027021039056,-10.6996573590289,-63.144250420672
0.00065,0.102088089992746,157.018489214074,-12.3136369094346,-67.3449386931675
0.0007,0.109938789889671,157.009418689905,-14.0010015662998,-71.3852431205848
0.00075,0.117789023228503,156.999830344492,-15.7542913191949,-75.266585944053
0.0008,0.125638764635466,156.98974485728,-17.5662208416113,-78.9905829941404
0.00085,0.133487989766459,156.979182683431,-19.4296816075414,-82.5590374735423
0.0009,0.141336675293294,156.968164030822,-21.3377437195641,-85.973933723685
0.00095,0.149184798891142,156.956708836684,-23.2836577612747,-89.2374310297231
0.001,0.15703233922584,156.944836744115,-25.2608566634953,-92.3518573882008
0.00105,0.164879275937026,156.932567081568,-27.2629572478275,-95.3197033319625
0.0011,0.172725589622036,156.919918841918,-29.2837617943625,-98.1436157176047
0.00115,0.180571261819799,156.906910661549,-31.3172596134327,-100.826391533709
0.0012,0.188416274991492,156.893560801853,-33.3576283317559,-103.37097171587
0.00125,0.196260612501162,156.879887131024,-35.3992351279254,-105.780434975855
0.0013,0.2041042585966,156.865907105632,-37.4366379964364,-108.057991626705
0.00135,0.211947198387806,156.851637754216,-39.4645867583574,-110.20697742748
0.0014,0.219789417824685,156.837095661799,-41.4780239415387,-112.230847441767
0.00145,0.227630903675305,156.822296953938,-43.4720857177039,-114.133169891354
0.0015,0.235471643502462,156.807257282346,-45.4421026349904,-115.917620029097
0.00155,0.243311625638914,156.791991812097,-47.383600123293,-117.587974037817
0.0016,0.251150839163355,156.776515208201,-49.2922990826821,-119.148102927574
0.00165,0.258989273875414,156.760841623151,-51.1641163399387,-120.601966443845
0.0017,0.266826920268807,156.744984686888,-52.9951647537667,-121.953607029701
0.00175,0.274663769505417,156.728957495874,-54.7817534391447,-123.207143778856
0.0018,0.28249981338898,156.712772602505,-56.5203879494344,-124.366766390365
0.00185,0.290335044336563,156.696442007886,-58.2077699540887,-125.436729214644
0.0019,0.298169455351303,156.67997715312,-59.8407971291087,-126.421345274451
0.00195,0.306003039994679,156.663388911075,-61.4165629800738,-127.324980291678
0.002,0.313835792357116,156.646687581406,-62.9323561633588,-128.152046828396
0.00205,0.321667707029529,156.629882884277,-64.3856599966874,-128.906998400868
0.0021,0.329498779074553,156.612983954467,-65.7741519162982,-129.594323598853
0.00215,0.337329003996617,156.595999338509,-67.0957024494021,-130.218540340014
0.0022,0.34515837771266,156.57893699086,-68.3483743327199,-130.784190101346
0.00225,0.352986896522664,156.561804270299,-69.5304215975573,-131.295832153902
0.0023,0.360814557079498,156.544607939107,-70.6402881997277,-131.758037949244
0.00235,0.36864135635919,156.527354161653,-71.6766067386661,-132.175385495969
0.0024,0.376467291631099,156.510048503053,-72.6381971664596,-132.552453734635
0.00245,0.384292360427816,156.492695930292,-73.5240650840139,-132.89381707496
0.0025,0.392116560515361,156.475300813192,-74.3334000564543,-133.204039947254
0.00255,0.399939889863344,156.457866925285,-75.0655739447211,-133.487671344479
0.0026,0.407762346615172,156.440397446774,-75.720138879581,-133.749239527492
0.00265,0.415583929058552,156.422894967832,-76.2968251720937,-133.993246783802
0.0027,0.423404635595979,156.405361491634,-76.7955392692355,-134.224164165356
0.00275,0.43122446471547,156.387798439052,-77.2163614197049,-134.446426377633
0.0028,0.439043414961761,156.370206654215,-77.5595431816058,-134.664426780354
0.00285,0.446861484907446,156.352586409638,-77.8255050065909,-134.882512351061
0.0029,0.454678673124444,156.334937412527,-78.0148336134188,-135.104978771846
0.00295,0.462494978156252,156.317258812538,-78.1282790987155,-135.33606570858
0.003,0.470310398490078,156.299549208909,-78.1667521573264,-135.579952031646
0.00305,0.478124932529189,156.281806658269,-78.1313211811999,-135.840751111641
0.0031,0.48593857856662,156.264028684499,-78.0232089812938,-136.12250641695
0.00315,0.493751334758567,156.246212287732,-77.8437896641922,-136.429187016526
0.0032,0.50156319909783,156.228353953646,-77.5945854571461,-136.764683108094
0.00325,0.509374169389302,156.210449665254,-77.2772630662675,-137.132801965996
0.0033,0.517184243224791,156.192494913532,-76.8936302499417,-137.537263730982
0.00335,0.524993417958018,156.174484708423,-76.4456323217446,-137.981697246207
0.0034,0.532801690681888,156.156413592078,-75.9353482330399,-138.469636327717
0.00345,0.540609058205131,156.138275651158,-75.3649868280787,-139.004515896441
0.0035,0.548415517029084,156.120064529411,-74.7368830492647,-139.589668145115
0.00355,0.556221063326912,156.101773442199,-74.0534937701767,-140.228319148045
0.0036,0.564025692922341,156.083395190357,-73.317393753114,-140.923585367222
0.00365,0.571829401268458,156.064922174209,-72.5312715779752,-141.678470177674
0.0037,0.579632183429026,156.046346409232,-71.6979252534903,-142.495860830185
0.00375,0.587434034059554,156.027659541327,-70.8202579019349,-143.37852536327
0.0038,0.595234947388354,156.008852862132,-69.901273436236,-144.329109513814
0.00385,0.60303491720003,155.989917325669,-68.9440719784858,-145.350134043155
0.0039,0.610833936819149,155.970843564872,-67.9518453007327,-146.443992086061
0.00395,0.618631999093744,155.951621908043,-66.9278722783946,-147.612946472521
0.004,0.626429096381052,155.932242396333,-65.8755141458662,-148.859127424066
0.00405,0.634225220534007,155.912694801344,-64.7982097266852,-150.184530369827
0.0041,0.642020362887372,155.892968642576,-63.699470694898,-151.59101370395
0.00415,0.649814514245763,155.873053205585,-62.5828766976936,-153.0802968553
0.0042,0.657607664873168,155.852937560473,-61.4520704128116,-154.653958599105
0.00425,0.665399804481867,155.832610580151,-60.3107526531316,-156.313435272593
0.0043,0.673190922222752,155.812060959027,-59.1626773857111,-158.060019217459
0.00435,0.680981006678039,155.791277232191,-58.0116466590011,-159.894857613375
0.0044,0.688770045853131,155.770247794293,-56.8615055895733,-161.818951172106
0.00441470961765422,0.691061320809279,155.764012613846,-56.5238766750384,-162.402124335238
0.00441470961765422,0.691061320809279,155.764012613846,-56.5238766750384,-162.402124335238
0.00445,0.696558026965903,155.749009702656,-58.6574387224188,-162.756809739807
0.0045,0.704344945018296,155.727703575212,-61.6884463539514,-163.155350381322
0.00455,0.712130796610457,155.706353122864,-64.7201206113553,-163.434377619924
0.0046,0.719915579895921,155.6849739544,-67.7486066885086,-163.594728500174
0.00465,0.727699293811245,155.663581533757,-70.7700997976681,-163.637356155217
0.0046621090068206,0.729584193811846,155.658400446229,-71.5003700214605,-163.630088107111
0.0046621090068206,0.729584193811846,155.658400446229,-71.5003700214605,-163.630088107111
0.00466210903951285,0.72958419890067,155.658400432241,-71.5003719922317,-163.630088078234
0.00466210903951285,0.72958419890067,155.658400432241,-71.5003719922317,-163.630088078234
0.00466216825680763,0.729593416568986,155.658375095557,-71.5039416787998,-163.630035687307
0.00466216825680763,0.729593416568986,155.658375095557,-71.5039416787998,-163.630035687307
0.0047,0.735481937799834,155.642190950098,-73.7620371553767,-163.57168616141
0.00475,0.743263512864222,155.620814662561,-76.6765046874966,-163.420012933751
0.0048,0.751044019708018,155.599463516961,-79.509212272885,-163.186392822504
0.00485,0.758823459860617,155.578148078442,-82.2579242945936,-162.874175872055
0.0049,0.766601835336574,155.5568784275,-84.9205230557362,-162.486763837838
0.00495,0.774379148674615,155.535664153304,-87.4950126605229,-162.027629977395
0.005,0.782155402863953,155.514514408129,-89.9795066657614,-161.5003136414
0.00505,0.789930601342684,155.493437876958,-92.372235775097,-160.908417926294
0.0051,0.797704747993828,155.4724427552,-94.6715536033475,-160.255608285178
0.00515,0.805477847086764,155.451536762304,-96.8759335207757,-159.545602330159
0.0052,0.81324990326255,155.430727128918,-98.9839722202959,-158.782167426568
0.00525,0.821020921508232,155.410020591761,-100.994391246951,-157.969116278164
0.0053,0.828790907133777,155.389423386356,-102.906039056136,-157.110302864029
0.00535,0.836559865753848,155.368941244045,-104.717891902531,-156.209619223708
0.0054,0.844327803250266,155.34857938361,-106.42905625127,-155.270988809993
0.00545,0.852094725759757,155.328342508952,-108.038769471213,-154.298364417893
0.0055,0.859860639638081,155.308234802295,-109.546401862326,-153.295722131442
0.00555,0.867625551440871,155.288259922285,-110.951457199274,-152.267057635448
0.0056,0.875389467888186,155.268421014616,-112.253570022301,-151.21638005575
0.00565,0.883152395847099,155.248720689709,-113.452511776925,-150.147709110033
0.0057,0.89091434230072,155.229161040227,-114.548186256713,-149.065069794623
0.00575,0.898675314322654,155.209743626331,-115.540633633358,-147.972487666613
0.0058,0.906435319052967,155.190469488682,-116.430027170133,-146.873984956076
0.00585,0.914194363669541,155.171339136442,-117.216676513145,-145.773575417235
0.0059,0.921952455363489,155.152352559464,-117.901024620777,-144.675260132321
0.00595,0.929709601312662,155.133509222213,-118.483649494715,-143.583022903495
0.006,0.937465808655151,155.114808070737,-118.965262494144,-142.500825635396
0.00605,0.945221084463251,155.096247535655,-119.346707683001,-141.432603816926
