"time","volume.medium.T","volume.medium.p"
0,293.15,101325
4.54435663541596e-09,293.15000000145,101325.1
0.000202,293.150064451801,105770.085418194
0.000404,293.150128906236,110215.194346373
0.000606,293.150193363305,114660.326784928
0.000808,293.150257823007,119105.482733921
0.00101,293.150322285342,123550.662194199
0.001212,293.150386750311,127995.865165779
0.001414,293.150451217913,132441.091648523
0.001616,293.150515688148,136886.341642429
0.001818,293.150580161017,141331.615149657
0.00202,293.150644636519,145776.912170653
0.002222,293.150709114654,150222.232704298
0.002424,293.150773595423,154667.576750592
0.002626,293.150838078825,159112.944309537
0.002828,293.15090256486,163558.335381131
0.00303,293.150967053528,168003.749965376
0.003232,293.15103154483,172449.188062269
0.003434,293.151096038765,176894.649674488
0.003636,293.151160535333,181340.13481127
0.003838,293.151225034534,185785.643463674
0.00404,293.151289536368,190231.175631702
0.004242,293.151354040835,194676.731315352
0.004444,293.151418547935,199122.310514626
0.004646,293.151483057669,203567.913229522
0.004848,293.151547570036,208013.539460041
0.00505,293.151612085036,212459.189206183
0.005252,293.151676602669,216904.862467947
0.005454,293.151741122935,221350.559245335
0.005656,293.151805645834,225796.279538345
0.005858,293.151870171367,230242.023346979
0.00606,293.151934699532,234687.790671235
0.006262,293.151999230331,239133.581511114
0.006464,293.152063763763,243579.395866615
0.006666,293.152128299828,248025.23373774
0.006868,293.152192838526,252471.095145882
0.00707,293.152257379854,256916.980103624
0.007272,293.152321923816,261362.888582935
0.007474,293.15238647041,265808.820583813
0.007676,293.152451019638,270254.77610626
0.007878,293.152515571498,274700.755150275
0.00808,293.152580125991,279146.757715858
0.008282,293.152644683117,283592.783803009
0.008484,293.152709242876,288038.833411728
0.008686,293.152773805267,292484.906542015
0.008888,293.152838370292,296931.00319387
0.00909,293.152902937949,301377.123367294
0.009292,293.152967508239,305823.267062285
0.009494,293.153032081162,310269.434278845
0.009696,293.153096656718,314715.625016973
0.009898,293.153161234907,319161.839276668
0.0101,293.153225815729,323608.077057932
0.010302,293.153290399183,328054.338360764
0.010504,293.153354985271,332500.623185164
0.010706,293.153419573991,336946.931531133
0.010908,293.153484165344,341393.263398669
0.01111,293.15354875933,345839.618787773
0.011312,293.153613355949,350285.997698446
0.011514,293.153677955201,354732.400130686
0.011716,293.153742557085,359178.826084495
0.011918,293.153807161603,363625.275559872
0.01212,293.153871768753,368071.748556817
0.012322,293.153936378536,372518.24507533
0.012524,293.154000990952,376964.765115411
0.012726,293.154065606001,381411.30867706
0.012928,293.154130223683,385857.875760277
0.01313,293.154194843998,390304.466365063
0.013332,293.154259466945,394751.080491416
0.013534,293.154324092526,399197.718139338
0.013736,293.15438872073,403644.379479926
0.013938,293.154453351565,408091.064386458
0.01414,293.154517985033,412537.772826444
0.014342,293.154582621133,416984.504799886
0.014544,293.154647259865,421431.260306782
0.014746,293.154711901229,425878.039347132
0.014948,293.154776545225,430324.841920938
0.01515,293.154841191854,434771.668028199
0.015352,293.154905841115,439218.517668914
0.015554,293.154970493009,443665.390843084
0.015756,293.155035147534,448112.287550709
0.015958,293.155099804692,452559.207791789
0.01616,293.155164464482,457006.151566323
0.016362,293.155229126904,461453.118874312
0.016564,293.155293791959,465900.109715756
0.016766,293.155358459646,470347.124090655
0.016968,293.155423129965,474794.161999009
0.01717,293.155487802917,479241.223440817
0.017372,293.1555524785,483688.30841608
0.017574,293.155617156716,488135.416924798
0.017776,293.155681837564,492582.548966971
0.017978,293.155746521045,497029.704542599
0.01818,293.155811207158,501476.883651681
0.018382,293.155875895903,505924.086294218
0.018584,293.15594058728,510371.31247021
0.018786,293.156005281289,514818.562179657
0.018988,293.156069977931,519265.835422559
0.01919,293.156134677205,523713.132198915
0.019392,293.156199379112,528160.452508726
0.019594,293.15626408365,532607.796351992
0.019796,293.156328790821,537055.163728713
0.019998,293.156393500624,541502.554638889
0.0202,293.156458213059,545949.969082519
0.020402,293.156522928127,550397.407059604
0.020604,293.156587645827,554844.868570144
0.020806,293.156652366159,559292.353614139
0.021008,293.156717089124,563739.862191588
0.02121,293.15678181472,568187.394302492
0.021412,293.156846542949,572634.949946852
0.021614,293.15691127381,577082.529124666
0.021816,293.156976007304,581530.131835934
0.022018,293.15704074343,585977.758080658
0.02222,293.157105482188,590425.407858836
0.022422,293.157170223578,594873.081170469
0.022624,293.157234967601,599320.778015557
0.022826,293.157299714255,603768.4983941
0.023028,293.157364463542,608216.242306097
0.02323,293.157429215462,612664.009751549
0.023432,293.157493970013,617111.800730457
0.023634,293.157558727197,621559.615242818
0.023836,293.157623487013,626007.453288635
0.024038,293.157688249462,630455.314867906
0.02424,293.157753014542,634903.199980633
0.024442,293.157817782255,639351.108626814
0.024644,293.1578825526,643799.040806449
0.024846,293.157947325578,648246.99651954
0.025048,293.158012101187,652694.975766086
0.02525,293.158076879429,657142.978546086
0.025452,293.158141660304,661591.004859541
0.025654,293.15820644381,666039.05470645
0.025856,293.158271229949,670487.128086815
0.026058,293.15833601872,674935.225000634
0.02626,293.158400810123,679383.345447909
0.026462,293.158465604159,683831.489428638
0.026664,293.158530400826,688279.656942821
0.026866,293.158595200127,692727.84799046
0.027068,293.158660002059,697176.062571553
0.02727,293.158724806596,701624.301228278
0.027472,293.15878961375,706072.563701956
0.027674,293.158854423536,710520.849732847
0.027876,293.158919235953,714969.159320949
0.028078,293.158984051001,719417.492466264
0.02828,293.15904886868,723865.84916879
0.028482,293.15911368899,728314.229428529
