"time","aimc.idq_rr[1]","aimc.idq_rr[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","cRun.v","cStart.v","loadInertia.phi","loadInertia.w"
0,0,0,0,0,0,0,0,0
5e-05,7.88173901150258e-10,-1.23873199532883e-05,-8.15945133289848e-10,1.28241346356075e-05,1.79107345885243e-08,1.78182485472539e-08,9.37706094076917e-30,3.63627912312984e-25
0.0001,6.26904903994058e-09,-2.47687840680945e-05,-6.49067864059772e-09,2.56458291111881e-05,7.14648422207208e-08,7.12798944619453e-08,1.19560535399273e-27,2.31774382707742e-23
0.00015,2.76097360816336e-08,-3.71343831642763e-05,-2.85915575106756e-08,3.84563965490117e-05,1.77034235846968e-07,1.76757111959334e-07,7.46952715729442e-26,7.30191700340793e-22
0.0002,4.97278597535482e-08,-4.94992060212357e-05,-5.14976356711464e-08,5.12664185146879e-05,2.85138232019959e-07,2.84768946003084e-07,1.51759932681648e-25,1.47092368375019e-21
0.00025,9.41033290913698e-08,-6.18360556413099e-05,-9.74614363223237e-08,6.40524408677812e-05,4.41776650461138e-07,4.41315663684206e-07,7.904009513731e-25,7.0254373391931e-21
0.0003,1.40815204880309e-07,-7.41699688442525e-05,-1.45845660881365e-07,7.6835943924526e-05,6.03509842510579e-07,6.0295720340461e-07,1.48799197445169e-24,1.30852650928053e-20
0.00035,2.15373574193279e-07,-8.64664562299727e-05,-2.23084397095405e-07,8.95853833695766e-05,8.10848216587475e-07,8.10204531618508e-07,4.40091714667251e-24,3.55859430117889e-20
0.0004,2.94578441258801e-07,-9.87566987010338e-05,-3.05137830120022e-07,0.000102329138921427,1.02579632348809e-06,1.02506169385174e-06,7.6834955083068e-24,6.08299599898719e-20
0.00045,3.92601617113388e-07,-0.000111013584912533,-4.06696860247835e-07,0.000115040756273174,1.26387088004066e-06,1.26304578146075e-06,1.68233827443125e-23,1.2130689920602e-19
0.0005,5.09796245327564e-07,-0.000123236488902344,-5.28127528672208e-07,0.000127719632320741,1.52550587620119e-06,1.52459079332895e-06,3.19304968602203e-23,2.17677940158273e-19
0.00055,6.43274525984369e-07,-0.000135430529419694,-6.6643656632065e-07,0.00014037069889369,1.80715239797678e-06,1.80614774246032e-06,5.2105993211136e-23,3.44536346723115e-19
0.0006,7.93036459083804e-07,-0.000147595706464583,-8.21623973193163e-07,0.000152993955992021,2.10881044536743e-06,2.10771662885486e-06,7.73498717970597e-23,5.01882118900546e-19
0.00065,9.70999677798065e-07,-0.000159713388487227,-1.00605378758086e-06,0.000165570792823888,2.43668568188606e-06,2.43550340489501e-06,1.26591771820761e-22,7.79767351995112e-19
0.0007,1.17599760983936e-06,-0.00017178539925996,-1.21851574027782e-06,0.000178103031129708,2.79017065847152e-06,2.78890059324328e-06,1.97978742096981e-22,1.16937718509255e-18
0.00075,1.40423064910911e-06,-0.000183817678934584,-1.4550679013207e-06,0.000190596604443193,3.16728687179278e-06,3.1659295984706e-06,2.85475593295814e-22,1.6420010105106e-18
0.0008,1.65569879560733e-06,-0.0001958102275111,-1.71571027070948e-06,0.000203051512764342,3.56803432184982e-06,3.56659042057698e-06,3.89082325417261e-22,2.19763882824924e-18
0.00085,1.94071435666373e-06,-0.00020774517201591,-2.01115236797691e-06,0.000215449364372444,3.99291708243025e-06,3.99138739994906e-06,5.59505683365545e-22,3.04781738769622e-18
0.0009,2.26110068143809e-06,-0.000219619352276381,-2.34328777453181e-06,0.000227786907373674,4.44202428029179e-06,4.44040971048272e-06,8.05711274716137e-22,4.22993735084051e-18
0.00095,2.61181467704886e-06,-0.000231441508825845,-2.70687914629653e-06,0.000240073135987545,4.9151094050417e-06,4.91341071140862e-06,1.10290165927494e-21,5.64055445346636e-18
0.001,2.99285634349607e-06,-0.000243211641664301,-3.10192648327107e-06,0.000252308050214058,5.41217245667999e-06,5.41039040272673e-06,1.45107683704195e-21,7.27966869557377e-18
0.00105,3.41219895561898e-06,-0.000254915361952709,-3.536719099658e-06,0.000264476734753085,5.93241452476735e-06,5.93055008525668e-06,1.94693541968407e-21,9.48415005729304e-18
0.0011,3.87424135380981e-06,-0.000266544731396247,-4.01583019415835e-06,0.000276570960862235,6.47539485195112e-06,6.47344911819695e-06,2.64382584525798e-21,1.24398490586921e-17
0.00115,4.37324074511492e-06,-0.00027811011363158,-4.53328934481221e-06,0.000288601471364526,7.04168885765857e-06,7.03966276881444e-06,3.47210043236545e-21,1.59041333326221e-17
0.0012,4.90919712953433e-06,-0.000289611508658706,-5.08909655161957e-06,0.000300568266259958,7.63129654188969e-06,7.62919103710917e-06,4.43175918100647e-21,1.98770028790831e-17
0.00125,5.48571554940995e-06,-0.000301041078133153,-5.6870071437969e-06,0.00031246319083181,8.24342057893277e-06,8.24123670316258e-06,5.67516122798243e-21,2.47538242446356e-17
0.0013,6.10845502966831e-06,-0.000312386517792573,-6.33291605949684e-06,0.000324273444191543,8.87680936460423e-06,8.87454832886019e-06,7.4414727386712e-21,3.11552251306748e-17
0.00135,6.7753642357357e-06,-0.000323652287797345,-7.02468644818429e-06,0.000336003666521091,9.53191659171645e-06,9.52957954681615e-06,9.64399859681734e-21,3.88562347908629e-17
0.0014,7.48774958541592e-06,-0.000334835547639148,-7.76367918956113e-06,0.000347650902663178,1.02084533203885e-05,1.02060414554875e-05,1.23379516598604e-20,4.80001286284998e-17
0.00145,8.24691749651278e-06,-0.000345933456809659,-8.55125516332923e-06,0.000359212197460526,1.09061306107393e-05,1.09036451533312e-05,1.55785447852401e-20,5.87301820468853e-17
0.0015,9.05417438683006e-06,-0.000356943174800558,-9.38877524919045e-06,0.000370684595755859,1.1624659522888e-05,1.16221017388043e-05,1.94209908303957e-20,7.11896704493191e-17
0.00155,9.91082667417156e-06,-0.000367861861103523,-1.02776003268467e-05,0.0003820651423919,1.23637511169535e-05,1.23611223103638e-05,2.39205026527671e-20,8.55218692391011e-17
0.0016,1.08181807763411e-05,-0.000378686675210233,-1.12190912759997e-05,0.000393350882211372,1.31231164530548e-05,1.31204179664667e-05,2.91322931097936e-20,1.01870053819531e-16
0.00165,1.17777266592094e-05,-0.000389415398521409,-1.2214807539451e-05,0.000404539493073077,1.39022159875583e-05,1.38994491997347e-05,3.53480039119532e-20,1.20827186528829e-16
0.0017,1.27913934751257e-05,-0.000400047300516871,-1.32667836738493e-05,0.000415630167491389,1.46999105421879e-05,1.46970768631641e-05,4.34249942787165e-20,1.44062222628166e-16
0.00175,1.38600424807435e-05,-0.000410578032365441,-1.43758989816229e-05,0.000426618415048157,1.55165189691062e-05,1.55136198523064e-05,5.28450635643937e-20,1.70627806841248e-16
0.0018,1.49850248998713e-05,-0.000421004905373306,-1.55435628138047e-05,0.000437501435111957,1.63516911534326e-05,1.63487280901106e-05,6.37211393845128e-20,2.00776987859748e-16
0.00185,1.61676919563175e-05,-0.000431325230846653,-1.6771184521428e-05,0.000448276427051362,1.72050769802868e-05,1.72020514995261e-05,7.61661493546018e-20,2.34762814375341e-16
0.0019,1.74093948738906e-05,-0.000441536320091668,-1.80601734555259e-05,0.000458940590234947,1.80763263347882e-05,1.80732400035017e-05,9.02930210901886e-20,2.728383350797e-16
0.00195,1.87114848763991e-05,-0.000451635484414538,-1.94119389671314e-05,0.000469491124031288,1.89650891020564e-05,1.89619435249868e-05,1.06214682206801e-19,3.15256598664499e-16
0.002,2.00753131876513e-05,-0.000461620035121448,-2.08278904072777e-05,0.000479925227808959,1.98710151672109e-05,1.98678119869305e-05,1.24044060319968e-19,3.62270653821412e-16
0.00205,2.15019576732766e-05,-0.000471487422035629,-2.23091558116635e-05,0.000490240239108787,2.07936744839138e-05,2.07904153763102e-05,1.44013643416584e-19,4.14317671602089e-16
0.0021,2.29853320842378e-05,-0.000481238725206371,-2.38494905618413e-05,0.000500437116661423,2.17305421787118e-05,2.17272287346783e-05,1.69489332987827e-19,4.76660263817488e-16
0.00215,2.45317671162263e-05,-0.000490868732723882,-2.54554284276642e-05,0.000510510542900168,2.26827241620963e-05,2.26793580925879e-05,1.98406153981683e-19,5.46197520198105e-16
0.0022,2.61423181673017e-05,-0.000500374905796241,-2.71280743232546e-05,0.000520457866722358,2.36497838180867e-05,2.36463668670026e-05,2.31006421166228e-19,6.23381744988316e-16
0.00225,2.78180406355231e-05,-0.000509754705631527,-2.88685331627353e-05,0.000530276437025328,2.46312845307022e-05,2.46278184748859e-05,2.67532449309537e-19,7.08665242432493e-16
0.0023,2.95599899189499e-05,-0.000519005593437817,-3.06779098602287e-05,0.000539963602706416,2.56267896839622e-05,2.56232763332014e-05,3.08226553179686e-19,8.0250031677501e-16
0.00235,3.13692214156414e-05,-0.000528125030423191,-3.25573093298574e-05,0.000549516712662957,2.66358626618859e-05,2.66323038589128e-05,3.53331047544751e-19,9.05339272260243e-16
0.0024,3.32467905236569e-05,-0.000537110477795727,-3.4507836485744e-05,0.000558933115792287,2.76580668484927e-05,2.76544644689837e-05,4.03088247172809e-19,1.01763441313257e-15
0.00245,3.51937526410558e-05,-0.000545959396763504,-3.65305962420111e-05,0.000568210160991743,2.86929656278019e-05,2.86893215803776e-05,4.57740466831933e-19,1.13983804363635e-15
