"time","ramp.y","boundary.ports[1].m_flow","boundary.ports[1].p","boundary.ports[1].h_outflow","sensor.port_b.m_flow","sensor.port_b.p","sensor.port_b.h_outflow","fitting1.port_b.m_flow","fitting1.port_b.p","fitting1.port_b.h_outflow","fitting2.port_b.m_flow","fitting2.port_b.p","fitting2.port_b.h_outflow"
0,100000,6.93698981582962,100000,303633.934260624,6.93698981582962,100000,303633.934260624,6.93698981582962,300000,303633.934260624,6.93698981582962,300000,303633.934260624
0.000202,100080.8,6.93558840232976,100080.8,303633.934260624,6.93558840232976,100080.8,303633.934260624,6.93558840232976,300000,303633.934260624,6.93558840232976,300000,303633.934260624
0.000404,100161.6,6.93418670560133,100161.6,303633.934260624,6.93418670560133,100161.6,303633.934260624,6.93418670560133,300000,303633.934260624,6.93418670560133,300000,303633.934260624
0.000606,100242.4,6.93278472547255,100242.4,303633.934260624,6.93278472547255,100242.4,303633.934260624,6.93278472547255,300000,303633.934260624,6.93278472547255,300000,303633.934260624
0.000808,100323.2,6.93138246177144,100323.2,303633.934260624,6.93138246177144,100323.2,303633.934260624,6.93138246177144,300000,303633.934260624,6.93138246177144,300000,303633.934260624
0.00101,100404,6.92997991432586,100404,303633.934260624,6.92997991432586,100404,303633.934260624,6.92997991432586,300000,303633.934260624,6.92997991432586,300000,303633.934260624
0.001212,100484.8,6.92857708296351,100484.8,303633.934260624,6.92857708296351,100484.8,303633.934260624,6.92857708296351,300000,303633.934260624,6.92857708296351,300000,303633.934260624
0.001414,100565.6,6.92717396751188,100565.6,303633.934260624,6.92717396751188,100565.6,303633.934260624,6.92717396751188,300000,303633.934260624,6.92717396751188,300000,303633.934260624
0.001616,100646.4,6.92577056779832,100646.4,303633.934260624,6.92577056779832,100646.4,303633.934260624,6.92577056779832,300000,303633.934260624,6.92577056779832,300000,303633.934260624
0.001818,100727.2,6.92436688364999,100727.2,303633.934260624,6.92436688364999,100727.2,303633.934260624,6.92436688364999,300000,303633.934260624,6.92436688364999,300000,303633.934260624
0.00202,100808,6.92296291489388,100808,303633.934260624,6.92296291489388,100808,303633.934260624,6.92296291489388,300000,303633.934260624,6.92296291489388,300000,303633.934260624
0.002222,100888.8,6.92155866135679,100888.8,303633.934260624,6.92155866135679,100888.8,303633.934260624,6.92155866135679,300000,303633.934260624,6.92155866135679,300000,303633.934260624
0.002424,100969.6,6.92015412286536,100969.6,303633.934260624,6.92015412286536,100969.6,303633.934260624,6.92015412286536,300000,303633.934260624,6.92015412286536,300000,303633.934260624
0.002626,101050.4,6.91874929924604,101050.4,303633.934260624,6.91874929924604,101050.4,303633.934260624,6.91874929924604,300000,303633.934260624,6.91874929924604,300000,303633.934260624
0.002828,101131.2,6.91734419032513,101131.2,303633.934260624,6.91734419032513,101131.2,303633.934260624,6.91734419032513,300000,303633.934260624,6.91734419032513,300000,303633.934260624
0.00303,101212,6.91593879592872,101212,303633.934260624,6.91593879592872,101212,303633.934260624,6.91593879592872,300000,303633.934260624,6.91593879592872,300000,303633.934260624
0.003232,101292.8,6.91453311588275,101292.8,303633.934260624,6.91453311588275,101292.8,303633.934260624,6.91453311588275,300000,303633.934260624,6.91453311588275,300000,303633.934260624
0.003434,101373.6,6.91312715001297,101373.6,303633.934260624,6.91312715001297,101373.6,303633.934260624,6.91312715001297,300000,303633.934260624,6.91312715001297,300000,303633.934260624
0.003636,101454.4,6.91172089814495,101454.4,303633.934260624,6.91172089814495,101454.4,303633.934260624,6.91172089814495,300000,303633.934260624,6.91172089814495,300000,303633.934260624
0.003838,101535.2,6.91031436010409,101535.2,303633.934260624,6.91031436010409,101535.2,303633.934260624,6.91031436010409,300000,303633.934260624,6.91031436010409,300000,303633.934260624
0.00404,101616,6.90890753571562,101616,303633.934260624,6.90890753571562,101616,303633.934260624,6.90890753571562,300000,303633.934260624,6.90890753571562,300000,303633.934260624
0.004242,101696.8,6.90750042480457,101696.8,303633.934260624,6.90750042480457,101696.8,303633.934260624,6.90750042480457,300000,303633.934260624,6.90750042480457,300000,303633.934260624
0.004444,101777.6,6.9060930271958,101777.6,303633.934260624,6.9060930271958,101777.6,303633.934260624,6.9060930271958,300000,303633.934260624,6.9060930271958,300000,303633.934260624
0.004646,101858.4,6.90468534271401,101858.4,303633.934260624,6.90468534271401,101858.4,303633.934260624,6.90468534271401,300000,303633.934260624,6.90468534271401,300000,303633.934260624
0.004848,101939.2,6.9032773711837,101939.2,303633.934260624,6.9032773711837,101939.2,303633.934260624,6.9032773711837,300000,303633.934260624,6.9032773711837,300000,303633.934260624
0.00505,102020,6.90186911242919,102020,303633.934260624,6.90186911242919,102020,303633.934260624,6.90186911242919,300000,303633.934260624,6.90186911242919,300000,303633.934260624
0.005252,102100.8,6.90046056627464,102100.8,303633.934260624,6.90046056627464,102100.8,303633.934260624,6.90046056627464,300000,303633.934260624,6.90046056627464,300000,303633.934260624
0.005454,102181.6,6.89905173254401,102181.6,303633.934260624,6.89905173254401,102181.6,303633.934260624,6.89905173254401,300000,303633.934260624,6.89905173254401,300000,303633.934260624
