"time","body.Q[1]","body.Q[2]","body.Q[3]","body.Q[4]","body.w_a[1]","body.w_a[2]","body.w_a[3]","bodyBox.body.Q[1]","bodyBox.body.Q[2]","bodyBox.body.Q[3]","bodyBox.body.Q[4]","bodyBox.body.frame_a.r_0[1]","bodyBox.body.frame_a.r_0[2]","bodyBox.body.frame_a.r_0[3]","bodyBox.body.w_a[1]","bodyBox.body.w_a[2]","bodyBox.body.w_a[3]","bodyBox1.body.Q[1]","bodyBox1.body.Q[2]","bodyBox1.body.Q[3]","bodyBox1.body.Q[4]","bodyBox1.body.w_a[1]","bodyBox1.body.w_a[2]","bodyBox1.body.w_a[3]","bodyBox2.body.Q[1]","bodyBox2.body.Q[2]","bodyBox2.body.Q[3]","bodyBox2.body.Q[4]","bodyBox2.body.frame_a.r_0[1]","bodyBox2.body.frame_a.r_0[2]","bodyBox2.body.frame_a.r_0[3]","bodyBox2.body.w_a[1]","bodyBox2.body.w_a[2]","bodyBox2.body.w_a[3]","bodyBox2.v_0[1]","bodyBox2.v_0[2]","bodyBox2.v_0[3]","sphericalSpherical.v_CM_0[1]","sphericalSpherical.v_CM_0[2]","sphericalSpherical.v_CM_0[3]","sphericalSpherical1.v_CM_0[1]","sphericalSpherical1.v_CM_0[2]","sphericalSpherical1.v_CM_0[3]"
0.004,2.20591900684477e-15,2.43056109268693e-10,-4.19822755156927e-05,0.999999999118744,0,2.92639262857298e-07,-0.0419822752014185,0.0019999983387477,1.94313737537263e-08,8.19683443229492e-06,0.999997999967728,0.999999996474316,-8.39724265454438e-05,-4.86852553076446e-10,1,3.15921416701605e-05,0.00819679383723244,0.00199999833874749,1.94037128822744e-08,8.18513754384293e-06,0.999997999967824,1,3.15471411840169e-05,0.00818509700555242,0.00199999833875295,1.94313750879768e-08,8.19683443155885e-06,0.999997999967728,0.999999996474316,-8.39724265464069e-05,-4.86850565572382e-10,1.00000000000002,3.15921416495266e-05,0.00819679383724034,-3.52568418849139e-06,-0.0419862128470685,-2.93084976708599e-07,-1.76284209339661e-06,-0.0209931064235239,-1.46542471674699e-07,-1.76284209440529e-06,-0.0209931064235342,-1.46542488452113e-07
0.0044,3.03368744834999e-15,3.14339875224345e-10,-5.07985531724486e-05,0.999999998709754,0,3.54093445297635e-07,-0.0461805023494727,0.00219999785152353,2.5130224272942e-08,9.91816399879894e-06,0.999997579952613,0.999999994838046,-0.000101606635639557,-6.29637210833562e-10,1,3.82264658383792e-05,0.0090164571410714,0.00219999785152338,2.5094450995185e-08,9.90401077122987e-06,0.999997579952753,1,3.81720152819131e-05,0.00900359064791582,0.00219999785152935,2.5130225739839e-08,9.91816399796931e-06,0.999997579952613,0.999999994838046,-0.000101606635640629,-6.29635015483464e-10,1.00000000000003,3.82264658159354e-05,0.00901645714107974,-4.69268558948652e-06,-0.0461848336702215,-3.54632754948422e-07,-2.34634279562407e-06,-0.0230924168350994,-1.77316359128238e-07,-2.34634279459153e-06,-0.0230924168351108,-1.77316377328746e-07
0.0048,4.70949374025389e-15,4.02569305596836e-10,-6.04544759348216e-05,0.999999998172628,0,4.21400350537618e-07,-0.0503787291009003,0.00239999724844706,3.2183803074315e-08,1.18034247829324e-05,0.999997119932795,0.999999992689141,-0.000120920292302494,-8.06364811777867e-10,1,4.54926002274776e-05,0.00983611362971254,0.00239999724844711,3.21379889062467e-08,1.17865812850227e-05,0.999997119932994,1,4.5427799625792e-05,0.00982207748350758,0.00239999724845332,3.21838046439796e-08,1.18034247820312e-05,0.999997119932795,0.999999992689141,-0.000120920292303653,-8.06362458213585e-10,1.00000000000003,4.54926002031781e-05,0.0098361136297211,-6.09238203263475e-06,-0.0503834540002059,-4.22042168075237e-07,-3.04619101489606e-06,-0.0251917270000909,-2.11021064322365e-07,-3.04619101660666e-06,-0.025191727000103,-2.11021083987696e-07
0.0052,7.48063614368513e-15,5.10355510615415e-10,-7.09500436795514e-05,0.999999997483046,0,4.94559962037095e-07,-0.0545769553463713,0.00259999651166187,4.08008548348522e-08,1.38526153479981e-05,0.999996619907409,0.999999989930294,-0.000141913396241437,-1.02226552928798e-09,1,5.33905356387901e-05,0.0106557620665314,0.00259999651166227,4.0742774138928e-08,1.38328476501907e-05,0.999996619907683,1,5.33144850264662e-05,0.0106405562771121,0.00259999651166838,4.08008564632009e-08,1.38526153470589e-05,0.999996619907409,0.999999989930294,-0.000141913396242649,-1.02226309123958e-09,1.00000000000003,5.33905356136351e-05,0.0106557620665403,-7.74592753062399e-06,-0.0545820737010067,-4.95313198702394e-07,-3.87296376565613e-06,-0.0272910368504909,-2.47656578844408e-07,-3.87296376519939e-06,-0.0272910368505034,-2.47656599349896e-07
0.0056,1.0812446675523e-14,6.32053173432301e-10,-8.22852566731315e-05,0.999999996614568,0,5.73572315556487e-07,-0.0587751813222617,0.00279999567977421,5.05300658456218e-08,1.60657388001885e-05,0.999996079875358,0.999999986455733,-0.000164585948089471,-1.26603153516101e-09,1,6.19202919601714e-05,0.0114754051251558,0.00279999567977506,5.04581354412325e-08,1.60428129693233e-05,0.999996079875726,1,6.18320913512988e-05,0.0114590296993111,0.00279999567978093,5.05300675192817e-08,1.60657387992199e-05,0.999996079875358,0.999999986455733,-0.000164585948090727,-1.26602903425733e-09,1.00000000000003,6.19202919341828e-05,0.0114754051251649,-9.67447623028935e-06,-0.0587806930666938,-5.74445883951881e-07,-4.83723811474735e-06,-0.0293903465333341,-2.87222920881264e-07,-4.83723811518385e-06,-0.029390346533347,-2.87222941851101e-07
0.006,1.47049253357691e-14,7.67662294047492e-10,-9.44601149155617e-05,0.999999995538643,0,6.58437411095794e-07,-0.0629734070285714,0.00299999475278408,6.13714361066241e-08,1.84427951395037e-05,0.999995499835546,0.999999982151226,-0.000188937947846597,-1.53766282939698e-09,1,7.10818691916215e-05,0.0122950428055857,0.00299999475278546,6.12840728131601e-08,1.84164772424206e-05,0.999995499836031,1,7.09806186002897e-05,0.0122774977501047,0.00299999475279095,6.1371437812222e-08,1.84427951385142e-05,0.999995499835546,0.999999982151225,-0.000188937947847888,-1.53766028726683e-09,1.00000000000003,7.10818691650683e-05,0.012295042805595,-1.18991821974674e-05,-0.0629793120972672,-6.59440223957907e-07,-5.94959109892143e-06,-0.0314896560486205,-3.29720090438967e-07,-5.94959109867034e-06,-0.0314896560486337,-3.29720111864856e-07
0.0064,1.91580721244216e-14,9.1718287246099e-10,-0.000107474618406842,0.999999994224603,0,7.49155248655015e-07,-0.0671716324653004,0.00319999373069149,7.33249656178588e-08,2.09837843659436e-05,0.999994879786791,0.999999976894079,-0.000214969395512814,-1.83715941199587e-09,1,8.08752673331404e-05,0.0131146751078212,0.00319999373069347,7.32205862547108e-08,2.09538404694825e-05,0.999994879787419,1,8.0760066773439e-05,0.0130959604294929,0.00319999373069846,7.33249673420218e-08,2.09837843649417e-05,0.999994879786791,0.99999997689408,-0.000214969395514132,-1.83715685026809e-09,1.00000000000003,8.08752673063765e-05,0.0131146751078305,-1.44411995112046e-05,-0.0671779307927269,-7.50296218685461e-07,-7.22059975468205e-06,-0.0335889653963502,-3.75148087509207e-07,-7.22059975578049e-06,-0.0335889653963635,-3.75148109271362e-07
0.0068,2.41718870414821e-14,1.08061490867279e-09,-0.000121328767146973,0.999999992639665,0,8.45725828234151e-07,-0.0713698576324489,0.00339999261349644,8.63906543793261e-08,2.36887064795082e-05,0.999994219727827,0.999999970553138,-0.000242680291088123,-2.16452128295769e-09,1,9.1300486384728e-05,0.0139343020318622,0.00339999261349911,8.62676757658846e-08,2.36549026505091e-05,0.999994219728627,1,9.11704358707467e-05,0.0139144177374756,0.00339999261350345,8.63906561086812e-08,2.36887064785025e-05,0.999994219727827,0.999999970553138,-0.000242680291089459,-2.16451872326111e-09,1.00000000000003,9.13004863577434e-05,0.0139343020318715,-1.73216822408682e-05,-0.0713765491530729,-8.47013868157943e-07,-8.66084111861481e-06,-0.0356882745765232,-4.23506912097029e-07,-8.66084112079258e-06,-0.0356882745765364,-4.23506934150445e-07
0.0072,3.28700578975666e-14,1.27457453208111e-09,-0.000136022559347542,0.999999990748932,0,9.48148897141951e-07,-0.0755680812579063,0.00359999128750374,1.01896848971274e-07,2.65575469080018e-05,0.999993519657711,0.999999962988785,-0.000272070630342017,-2.55303130617804e-09,1,0.000102357417579225,0.0147539134791042,0.00359999128750754,1.01751796963875e-07,2.65196492285822e-05,0.999993519658716,1,0.00010221161722328,0.0147328595857344,0.00359999128751083,1.01896850716058e-07,2.65575469069863e-05,0.999993519657711,0.999999962988785,-0.000272070630343376,-2.55302873289288e-09,1.00000000000003,0.000102357417552034,0.0147539134791135,-2.05617837079489e-05,-0.0755751655952157,-9.49592915772238e-07,-1.02808918525632e-05,-0.0377875827975945,-4.74796435674962e-07,-1.02808918542467e-05,-0.0377875827976079,-4.74796457905938e-07
0.0076,4.40055768895483e-14,1.49242841558235e-09,-0.000151555995722502,0.99999998851539,0,1.05642455625532e-06,-0.079766303849512,0.00379998979810165,1.19313259988598e-07,2.95903114687925e-05,0.9999927795749,0.999999954052943,-0.000303140414963356,-2.98940262538172e-09,1,0.000114046104337584,0.0155735134810124,0.0037999897981069,1.19143415335175e-07,2.95480860149709e-05,0.999992779576148,1,0.000113883654212777,0.0155512900016283,0.00379998979810884,1.19313261749623e-07,2.9590311467767e-05,0.9999927795749,0.999999954052943,-0.00030314041496474,-2.98940003775824e-09,1.00000000000003,0.000114046104310346,0.0155735134810217,-2.41826581176342e-05,-0.0797737807511407,-1.05803346403083e-06,-1.20913290571866e-05,-0.0398868903755569,-5.29016709552019e-07,-1.20913290591368e-05,-0.0398868903755704,-5.29016732070806e-07
0.008,5.69026838332294e-14,1.73058192381486e-09,-0.000167929076658747,0.999999985899912,0,1.17055286023999e-06,-0.083964525682467,0.00399998816988633,1.38352520772345e-07,3.27870033143431e-05,0.999991999477813,0.999999943589071,-0.000335889645867344,-3.46643502223697e-09,1,0.000126366570189849,0.0163931042222592,0.00399998816989324,1.38155573300619e-07,3.27402161588329e-05,0.999991999479346,1,0.000126186570348033,0.0163697111676044,0.00399998816989358,1.38352522545314e-07,3.27870033133106e-05,0.999991999477813,0.999999943589071,-0.00033588964586875,-3.46643242758356e-09,1.00000000000003,0.000126366570162516,0.0163931042222687,-2.82054596010759e-05,-0.0839723949633243,-1.1723355683507e-06,-1.41027298010073e-05,-0.0419861974816485,-5.8616776153283e-07,-1.41027298003769e-05,-0.041986197481662,-5.86167784181605e-07
0.0084,7.15613787286096e-14,1.98903505677864e-09,-0.000185141802156278,0.999999982861256,0,1.29053380909597e-06,-0.0881627467567711,0.00419998640285778,1.59014631322515e-07,3.61476224446536e-05,0.999991179364868,0.999999931432167,-0.00037031832305398,-3.9841284967438e-09,1,0.000139318815136019,0.0172126857028447,0.00419998640286657,1.58788270860206e-07,3.60960396601684e-05,0.999991179366731,1,0.000139120365629049,0.0171881230836628,0.00419998640286508,1.59014633103133e-07,3.6147622443617e-05,0.999991179364868,0.999999931432167,-0.000370318323055405,-3.98412590236884e-09,1.00000000000003,0.00013931881510846,0.0172126857028541,-3.26513421580908e-05,-0.088171008231766,-1.29249922879458e-06,-1.63256710771687e-05,-0.0440855041158693,-6.46249591617394e-07,-1.63256710793944e-05,-0.044085504115883,-6.46249614420841e-07
0.0088,8.79816615756894e-14,2.26778781447369e-09,-0.000203194172215093,0.999999979356064,0,1.41636740282325e-06,-0.0923609670724244,0.00439998449701598,1.81299591639109e-07,3.96721688597239e-05,0.999990319234397,0.999999917408768,-0.000406426446523266,-4.54248304890219e-09,1,0.000152902839176096,0.0180322579227689,0.00439998449702689,1.81041508013938e-07,3.96155565189771e-05,0.999990319236642,1,0.000152685040055824,0.0180065257498034,0.00439998449702332,1.81299593423078e-07,3.96721688586863e-05,0.999990319234397,0.999999917408768,-0.000406426446524706,-4.54248046211407e-09,1.00000000000003,0.000152902839148547,0.0180322579227784,-3.75414597546532e-05,-0.0923696205564663,-1.41852444524437e-06,-1.87707298782474e-05,-0.0461848102782194,-7.09262199805712e-07,-1.87707298771038e-05,-0.0461848102782332,-7.09262222479818e-07
0.0092,1.06579401546803e-13,2.56802737539089e-09,-0.00022208618655301,0.999999975338863,0,1.5480535989468e-06,-0.0965591864671836,0.00459998244422976,2.05302304426001e-07,4.33606407776498e-05,0.999989419084685,0.999999901336949,-0.000444214015609509,-5.1438766505087e-09,1,0.000167118627204289,0.018851819884561,0.00459998244424306,2.05010052362312e-07,4.32987649550317e-05,0.999989419087366,1,0.000166880578534719,0.018824918169454,0.00459998244423712,2.05302306209564e-07,4.33606407766137e-05,0.999989419084685,0.999999901336949,-0.000444214015610962,-5.14387407775624e-09,1.00000000000003,0.000167118627176418,0.0188518198845705,-4.28969662406843e-05,-0.0965682317354865,-1.5504111747998e-06,-2.14484831199193e-05,-0.0482841158677296,-7.75205564502178e-07,-2.14484831205042e-05,-0.0482841158677432,-7.75205587473099e-07
0.0096,1.34456266872674e-13,2.91002681657884e-09,-0.000241817840351284,0.999999970762066,0,1.68559167213386e-06,-0.100757402170472,0.00479998010564521,2.32643393576386e-07,4.72130077694056e-05,0.999988478914564,0.999999883026329,-0.000483681018944921,-5.82891718472604e-09,1,0.000181965921263724,0.0196713545547248,0.004799980105662,2.32312220680255e-07,4.71456345679415e-05,0.999988478917743,1,0.000181706723316348,0.0196432833244595,0.00479998010565261,2.3264339536495e-07,4.7213007768368e-05,0.999988478914564,0.999999883026329,-0.000483681018946391,-5.82891461777928e-09,1.00000000000003,0.000181965921235855,0.0196713545547342,-4.87390127496434e-05,-0.100766838320389,-1.68815867990576e-06,-2.43695063728361e-05,-0.050383419160181,-8.44079316925391e-07,-2.43695063752488e-05,-0.0503834191601945,-8.44079340148719e-07
0.01,1.66408154527084e-13,3.27893002561553e-09,-0.000262389137141093,0.99999996557597,0,1.82898215390834e-06,-0.104955616212567,0.00499997758301447,2.62135265776561e-07,5.12292921333835e-05,0.999987498721689,0.999999862278057,-0.000524827464859819,-6.56784719164625e-09,1,0.000197444910385218,0.0204908744154077,0.00499997758303525,2.61762110310509e-07,5.1156187635115e-05,0.999987498725432,1,0.00019716366327948,0.0204616336857252,0.0049999775830219,2.62135267568818e-07,5.12292921323456e-05,0.999987498721689,0.999999862278056,-0.000524827464861305,-6.56784463303182e-09,1.00000000000003,0.000197444910357361,0.0204908744154171,-5.50887548618057e-05,-0.10496544283819,-1.83176750078379e-06,-2.75443774308011e-05,-0.0524827214190813,-9.1588372731839e-07,-2.75443774308213e-05,-0.052482721419095,-9.15883750459198e-07
0.0104,2.02435064510033e-13,3.67473700250098e-09,-0.000283800076922435,0.999999959728757,0,1.97822504427023e-06,-0.109153828593471,0.00519997487633755,2.93777921026529e-07,5.54094938695837e-05,0.999986478504078,0.999999838884822,-0.000567653353354203,-7.36066667126933e-09,1,0.000213555594568771,0.0213103794666096,0.00519997487636281,2.93359721253075e-07,5.53304241565524e-05,0.999986478508456,1,0.000213251398424116,0.0212799692532511,0.00519997487634501,2.93777922821168e-07,5.54094938685465e-05,0.999986478504078,0.999999838884822,-0.000567653353355703,-7.36066412351389e-09,1.00000000000003,0.000213555594541059,0.021310379466619,-6.19673463721236e-05,-0.109164045288888,-1.98123763757535e-06,-3.09836731861977e-05,-0.0545820226444306,-9.90618795681175e-07,-3.09836731860784e-05,-0.0545820226444443,-9.90618818736219e-07
0.0108,2.42536996821522e-13,4.09744774723517e-09,-0.000306050659695311,0.999999953166496,0,2.13332034321954e-06,-0.113352039313183,0.00539997198561444,3.27571359326288e-07,5.9753612978006e-05,0.999985418259663,0.999999812630855,-0.000612158684428072,-8.20737562359528e-09,1,0.000230297973814383,0.0221298697083306,0.00539997198564469,3.27105053507952e-07,5.96683441322535e-05,0.999985418264755,1,0.000229969928750256,0.0220982900270372,0.00539997198562193,3.27571361122e-07,5.97536129769707e-05,0.999985418259663,0.999999812630855,-0.000612158684429586,-8.20737308922546e-09,1.00000000000003,0.00023029797378682,0.02212986970834,-6.93959410561258e-05,-0.113362645672485,-2.13656909043223e-06,-3.46979705291655e-05,-0.0566813228362287,-1.06828452201375e-06,-3.46979705277394e-05,-0.0566813228362423,-1.06828454537939e-06
0.0112,2.86713951461549e-13,4.54706225981811e-09,-0.000329140885459721,0.999999945833137,0,2.29426805075626e-06,-0.117550248371703,0.00559996891084516,3.63515580675838e-07,6.42616494586505e-05,0.99998431798629,0.999999783291922,-0.000658343458081428,-9.10797404862411e-09,1,0.000247672048122053,0.0229493451405706,0.00559996891088088,3.62998107075142e-07,6.41699475622184e-05,0.999984317992179,1,0.000247319254257899,0.0229165960070835,0.00559996891085266,3.63515582471313e-07,6.42616494576182e-05,0.99998431798629,0.999999783291922,-0.000658343458082954,-9.10797153016655e-09,1.00000000000003,0.000247672048094488,0.02294934514058,-7.73956926956847e-05,-0.117561243988979,-2.29776185895802e-06,-3.86978463486203e-05,-0.0587806219944759,-1.14888090631611e-06,-3.869784634762e-05,-0.0587806219944895,-1.14888092937644e-06
0.0116,3.3715841782355e-13,5.027306384628e-09,-0.000353070752646353,0.99999993767052,0,2.46106790625119e-06,-0.12174845496247,0.00579996562647585,4.01908413060762e-07,6.89335948398518e-05,0.99998317768187,0.999999750635332,-0.000706207670633773,-1.00699249664765e-08,1,0.000265677734575844,0.0237688014829114,0.00579996562651769,4.01336285931912e-07,6.88352259820921e-05,0.999983177688646,1,0.000265299292093064,0.0237348829164735,0.00579996562648325,4.01908414795433e-07,6.89335948390233e-05,0.99998317768187,0.999999750635332,-0.000706207670635229,-1.00699226032698e-08,1.00000000000004,0.000265677734549114,0.0237688014829189,-8.59877539121824e-05,-0.121759839234392,-2.46481567766076e-06,-4.29938769547886e-05,-0.0608799196171862,-1.23240781448873e-06,-4.29938769562868e-05,-0.0608799196171961,-1.2324078389361e-06
0.012,3.98523214702217e-13,5.54608696892297e-09,-0.000377840257924876,0.999999928618367,0,2.63371935660679e-06,-0.125946657373831,0.00599996207827714,4.43381895866542e-07,7.37694311433589e-05,0.999981997344419,0.999999714419935,-0.0007557513142745,-1.11090661186655e-08,1,0.000284314857214657,0.0245882296516099,0.005999962078326,4.42750729649203e-07,7.36641614291377e-05,0.999981997352179,1,0.000283909866426136,0.0245531416788947,0.00599996207828406,4.43381897354087e-07,7.37694311433587e-05,0.999981997344419,0.999999714419935,-0.000755751314275627,-1.1109064340385e-08,1.00000000000008,0.000284314857190673,0.0245882296516103,-9.5193275684387e-05,-0.125958429278119,-2.63772998176732e-06,-4.75966378427512e-05,-0.0629792146390645,-1.31886496195063e-06,-4.75966378420842e-05,-0.0629792146390595,-1.31886499094698e-06
