"time","constantSource.V_m","constantSource.Phi","signalSource.V_m","signalSource.Phi","constantSource1.Phi","constantSource1.V_m","signalSource1.Phi","signalSource1.V_m"
0.0075,15.9,-0.000199805292768311,0.11925,-1.49853969576233e-06,0.0002,-15.9154943091895,1.5e-06,-0.119366207318922
0.008,15.9,-0.000199805292768311,0.1272,-1.59844234214649e-06,0.0002,-15.9154943091895,1.6e-06,-0.127323954473516
0.0085,15.9,-0.000199805292768311,0.13515,-1.69834498853064e-06,0.0002,-15.9154943091895,1.7e-06,-0.135281701628111
0.009,15.9,-0.000199805292768311,0.1431,-1.7982476349148e-06,0.0002,-15.9154943091895,1.8e-06,-0.143239448782706
0.0095,15.9,-0.000199805292768311,0.15105,-1.89815028129895e-06,0.0002,-15.9154943091895,1.9e-06,-0.151197195937301
0.01,15.9,-0.000199805292768311,0.159,-1.99805292768311e-06,0.0002,-15.9154943091895,2e-06,-0.159154943091895
0.0105,15.9,-0.000199805292768311,0.16695,-2.09795557406726e-06,0.0002,-15.9154943091895,2.1e-06,-0.16711269024649
0.011,15.9,-0.000199805292768311,0.1749,-2.19785822045142e-06,0.0002,-15.9154943091895,2.2e-06,-0.175070437401085
0.0115,15.9,-0.000199805292768311,0.18285,-2.29776086683557e-06,0.0002,-15.9154943091895,2.3e-06,-0.18302818455568
0.012,15.9,-0.000199805292768311,0.1908,-2.39766351321973e-06,0.0002,-15.9154943091895,2.4e-06,-0.190985931710274
0.0125,15.9,-0.000199805292768311,0.19875,-2.49756615960389e-06,0.0002,-15.9154943091895,2.5e-06,-0.198943678864869
0.013,15.9,-0.000199805292768311,0.2067,-2.59746880598804e-06,0.0002,-15.9154943091895,2.6e-06,-0.206901426019464
0.0135,15.9,-0.000199805292768311,0.21465,-2.6973714523722e-06,0.0002,-15.9154943091895,2.7e-06,-0.214859173174059
0.014,15.9,-0.000199805292768311,0.2226,-2.79727409875635e-06,0.0002,-15.9154943091895,2.8e-06,-0.222816920328653
0.0145,15.9,-0.000199805292768311,0.23055,-2.89717674514051e-06,0.0002,-15.9154943091895,2.9e-06,-0.230774667483248
0.015,15.9,-0.000199805292768311,0.2385,-2.99707939152466e-06,0.0002,-15.9154943091895,3e-06,-0.238732414637843
0.0155,15.9,-0.000199805292768311,0.24645,-3.09698203790882e-06,0.0002,-15.9154943091895,3.1e-06,-0.246690161792438
0.016,15.9,-0.000199805292768311,0.2544,-3.19688468429297e-06,0.0002,-15.9154943091895,3.2e-06,-0.254647908947033
0.0165,15.9,-0.000199805292768311,0.26235,-3.29678733067713e-06,0.0002,-15.9154943091895,3.3e-06,-0.262605656101627
0.017,15.9,-0.000199805292768311,0.2703,-3.39668997706128e-06,0.0002,-15.9154943091895,3.4e-06,-0.270563403256222
0.0175,15.9,-0.000199805292768311,0.27825,-3.49659262344544e-06,0.0002,-15.9154943091895,3.5e-06,-0.278521150410817
0.018,15.9,-0.000199805292768311,0.2862,-3.5964952698296e-06,0.0002,-15.9154943091895,3.6e-06,-0.286478897565412
0.0185,15.9,-0.000199805292768311,0.29415,-3.69639791621375e-06,0.0002,-15.9154943091895,3.7e-06,-0.294436644720006
0.019,15.9,-0.000199805292768311,0.3021,-3.79630056259791e-06,0.0002,-15.9154943091895,3.8e-06,-0.302394391874601
0.0195,15.9,-0.000199805292768311,0.31005,-3.89620320898206e-06,0.0002,-15.9154943091895,3.9e-06,-0.310352139029196
0.02,15.9,-0.000199805292768311,0.318,-3.99610585536622e-06,0.0002,-15.9154943091895,4e-06,-0.318309886183791
0.0205,15.9,-0.000199805292768311,0.32595,-4.09600850175037e-06,0.0002,-15.9154943091895,4.1e-06,-0.326267633338385
0.021,15.9,-0.000199805292768311,0.3339,-4.19591114813453e-06,0.0002,-15.9154943091895,4.2e-06,-0.33422538049298
0.0215,15.9,-0.000199805292768311,0.34185,-4.29581379451868e-06,0.0002,-15.9154943091895,4.3e-06,-0.342183127647575
0.022,15.9,-0.000199805292768311,0.3498,-4.39571644090284e-06,0.0002,-15.9154943091895,4.4e-06,-0.35014087480217
0.0225,15.9,-0.000199805292768311,0.35775,-4.49561908728699e-06,0.0002,-15.9154943091895,4.5e-06,-0.358098621956765
0.023,15.9,-0.000199805292768311,0.3657,-4.59552173367115e-06,0.0002,-15.9154943091895,4.6e-06,-0.366056369111359
0.0235,15.9,-0.000199805292768311,0.37365,-4.6954243800553e-06,0.0002,-15.9154943091895,4.7e-06,-0.374014116265954
0.024,15.9,-0.000199805292768311,0.3816,-4.79532702643946e-06,0.0002,-15.9154943091895,4.8e-06,-0.381971863420549
0.0245,15.9,-0.000199805292768311,0.38955,-4.89522967282362e-06,0.0002,-15.9154943091895,4.9e-06,-0.389929610575144
0.025,15.9,-0.000199805292768311,0.3975,-4.99513231920777e-06,0.0002,-15.9154943091895,5e-06,-0.397887357729738
0.0255,15.9,-0.000199805292768311,0.40545,-5.09503496559193e-06,0.0002,-15.9154943091895,5.1e-06,-0.405845104884333
0.026,15.9,-0.000199805292768311,0.4134,-5.19493761197608e-06,0.0002,-15.9154943091895,5.2e-06,-0.413802852038928
0.0265,15.9,-0.000199805292768311,0.42135,-5.29484025836024e-06,0.0002,-15.9154943091895,5.3e-06,-0.421760599193523
0.027,15.9,-0.000199805292768311,0.4293,-5.39474290474439e-06,0.0002,-15.9154943091895,5.4e-06,-0.429718346348117
0.0275,15.9,-0.000199805292768311,0.43725,-5.49464555112855e-06,0.0002,-15.9154943091895,5.5e-06,-0.437676093502712
0.028,15.9,-0.000199805292768311,0.4452,-5.5945481975127e-06,0.0002,-15.9154943091895,5.6e-06,-0.445633840657307
0.0285,15.9,-0.000199805292768311,0.45315,-5.69445084389686e-06,0.0002,-15.9154943091895,5.7e-06,-0.453591587811902
0.029,15.9,-0.000199805292768311,0.4611,-5.79435349028101e-06,0.0002,-15.9154943091895,5.8e-06,-0.461549334966497
0.0295,15.9,-0.000199805292768311,0.46905,-5.89425613666517e-06,0.0002,-15.9154943091895,5.9e-06,-0.469507082121091
0.03,15.9,-0.000199805292768311,0.477,-5.99415878304932e-06,0.0002,-15.9154943091895,6e-06,-0.477464829275686
0.0305,15.9,-0.000199805292768311,0.48495,-6.09406142943348e-06,0.0002,-15.9154943091895,6.1e-06,-0.485422576430281
0.031,15.9,-0.000199805292768311,0.4929,-6.19396407581764e-06,0.0002,-15.9154943091895,6.2e-06,-0.493380323584876
0.0315,15.9,-0.000199805292768311,0.50085,-6.29386672220179e-06,0.0002,-15.9154943091895,6.3e-06,-0.50133807073947
0.032,15.9,-0.000199805292768311,0.5088,-6.39376936858595e-06,0.0002,-15.9154943091895,6.4e-06,-0.509295817894065
0.0325,15.9,-0.000199805292768311,0.51675,-6.4936720149701e-06,0.0002,-15.9154943091895,6.5e-06,-0.51725356504866
0.033,15.9,-0.000199805292768311,0.5247,-6.59357466135426e-06,0.0002,-15.9154943091895,6.6e-06,-0.525211312203255
0.0335,15.9,-0.000199805292768311,0.53265,-6.69347730773841e-06,0.0002,-15.9154943091895,6.7e-06,-0.53316905935785
0.034,15.9,-0.000199805292768311,0.5406,-6.79337995412257e-06,0.0002,-15.9154943091895,6.8e-06,-0.541126806512444
0.0345,15.9,-0.000199805292768311,0.54855,-6.89328260050672e-06,0.0002,-15.9154943091895,6.9e-06,-0.549084553667039
0.035,15.9,-0.000199805292768311,0.5565,-6.99318524689088e-06,0.0002,-15.9154943091895,7e-06,-0.557042300821634
0.0355,15.9,-0.000199805292768311,0.56445,-7.09308789327504e-06,0.0002,-15.9154943091895,7.1e-06,-0.565000047976229
0.036,15.9,-0.000199805292768311,0.5724,-7.19299053965919e-06,0.0002,-15.9154943091895,7.2e-06,-0.572957795130823
0.0365,15.9,-0.000199805292768311,0.58035,-7.29289318604334e-06,0.0002,-15.9154943091895,7.3e-06,-0.580915542285418
0.037,15.9,-0.000199805292768311,0.5883,-7.3927958324275e-06,0.0002,-15.9154943091895,7.4e-06,-0.588873289440013
0.0375,15.9,-0.000199805292768311,0.59625,-7.49269847881166e-06,0.0002,-15.9154943091895,7.5e-06,-0.596831036594608
0.038,15.9,-0.000199805292768311,0.6042,-7.59260112519581e-06,0.0002,-15.9154943091895,7.6e-06,-0.604788783749202
0.0385,15.9,-0.000199805292768311,0.61215,-7.69250377157997e-06,0.0002,-15.9154943091895,7.7e-06,-0.612746530903797
0.039,15.9,-0.000199805292768311,0.6201,-7.79240641796412e-06,0.0002,-15.9154943091895,7.8e-06,-0.620704278058392
0.0395,15.9,-0.000199805292768311,0.62805,-7.89230906434828e-06,0.0002,-15.9154943091895,7.9e-06,-0.628662025212987
0.04,15.9,-0.000199805292768311,0.636,-7.99221171073243e-06,0.0002,-15.9154943091895,8e-06,-0.636619772367581
0.0405,15.9,-0.000199805292768311,0.64395,-8.09211435711659e-06,0.0002,-15.9154943091895,8.1e-06,-0.644577519522176
0.041,15.9,-0.000199805292768311,0.6519,-8.19201700350075e-06,0.0002,-15.9154943091895,8.2e-06,-0.652535266676771
0.0415,15.9,-0.000199805292768311,0.65985,-8.2919196498849e-06,0.0002,-15.9154943091895,8.3e-06,-0.660493013831366
0.042,15.9,-0.000199805292768311,0.6678,-8.39182229626906e-06,0.0002,-15.9154943091895,8.4e-06,-0.668450760985961
0.0425,15.9,-0.000199805292768311,0.67575,-8.49172494265321e-06,0.0002,-15.9154943091895,8.5e-06,-0.676408508140555
0.043,15.9,-0.000199805292768311,0.6837,-8.59162758903737e-06,0.0002,-15.9154943091895,8.6e-06,-0.68436625529515
0.0435,15.9,-0.000199805292768311,0.69165,-8.69153023542152e-06,0.0002,-15.9154943091895,8.7e-06,-0.692324002449745
0.044,15.9,-0.000199805292768311,0.6996,-8.79143288180568e-06,0.0002,-15.9154943091895,8.8e-06,-0.70028174960434
0.0445,15.9,-0.000199805292768311,0.70755,-8.89133552818983e-06,0.0002,-15.9154943091895,8.9e-06,-0.708239496758934
0.045,15.9,-0.000199805292768311,0.7155,-8.99123817457399e-06,0.0002,-15.9154943091895,9e-06,-0.716197243913529
0.0455,15.9,-0.000199805292768311,0.72345,-9.09114082095814e-06,0.0002,-15.9154943091895,9.1e-06,-0.724154991068124
0.046,15.9,-0.000199805292768311,0.7314,-9.1910434673423e-06,0.0002,-15.9154943091895,9.2e-06,-0.732112738222719
0.0465,15.9,-0.000199805292768311,0.73935,-9.29094611372646e-06,0.0002,-15.9154943091895,9.3e-06,-0.740070485377313
0.047,15.9,-0.000199805292768311,0.7473,-9.39084876011061e-06,0.0002,-15.9154943091895,9.4e-06,-0.748028232531908
0.0475,15.9,-0.000199805292768311,0.75525,-9.49075140649476e-06,0.0002,-15.9154943091895,9.5e-06,-0.755985979686503
0.048,15.9,-0.000199805292768311,0.7632,-9.59065405287892e-06,0.0002,-15.9154943091895,9.6e-06,-0.763943726841098
0.0485,15.9,-0.000199805292768311,0.77115,-9.69055669926308e-06,0.0002,-15.9154943091895,9.7e-06,-0.771901473995692
0.049,15.9,-0.000199805292768311,0.7791,-9.79045934564723e-06,0.0002,-15.9154943091895,9.8e-06,-0.779859221150287
0.0495,15.9,-0.000199805292768311,0.78705,-9.89036199203139e-06,0.0002,-15.9154943091895,9.9e-06,-0.787816968304882
0.05,15.9,-0.000199805292768311,0.795,-9.99026463841554e-06,0.0002,-15.9154943091895,1e-05,-0.795774715459477
0.0505,15.9,-0.000199805292768311,0.80295,-1.00901672847997e-05,0.0002,-15.9154943091895,1.01e-05,-0.803732462614072
0.051,15.9,-0.000199805292768311,0.8109,-1.01900699311839e-05,0.0002,-15.9154943091895,1.02e-05,-0.811690209768666
0.0515,15.9,-0.000199805292768311,0.81885,-1.0289972577568e-05,0.0002,-15.9154943091895,1.03e-05,-0.819647956923261
0.052,15.9,-0.000199805292768311,0.8268,-1.03898752239522e-05,0.0002,-15.9154943091895,1.04e-05,-0.827605704077856
0.0525,15.9,-0.000199805292768311,0.83475,-1.04897778703363e-05,0.0002,-15.9154943091895,1.05e-05,-0.83556345123245
0.053,15.9,-0.000199805292768311,0.8427,-1.05896805167205e-05,0.0002,-15.9154943091895,1.06e-05,-0.843521198387045
0.0535,15.9,-0.000199805292768311,0.85065,-1.06895831631046e-05,0.0002,-15.9154943091895,1.07e-05,-0.85147894554164
0.054,15.9,-0.000199805292768311,0.8586,-1.07894858094888e-05,0.0002,-15.9154943091895,1.08e-05,-0.859436692696235
0.0545,15.9,-0.000199805292768311,0.86655,-1.08893884558729e-05,0.0002,-15.9154943091895,1.09e-05,-0.86739443985083
0.055,15.9,-0.000199805292768311,0.8745,-1.09892911022571e-05,0.0002,-15.9154943091895,1.1e-05,-0.875352187005424
0.0555,15.9,-0.000199805292768311,0.88245,-1.10891937486413e-05,0.0002,-15.9154943091895,1.11e-05,-0.883309934160019
0.056,15.9,-0.000199805292768311,0.8904,-1.11890963950254e-05,0.0002,-15.9154943091895,1.12e-05,-0.891267681314614
0.0565,15.9,-0.000199805292768311,0.89835,-1.12889990414096e-05,0.0002,-15.9154943091895,1.13e-05,-0.899225428469209
0.057,15.9,-0.000199805292768311,0.9063,-1.13889016877937e-05,0.0002,-15.9154943091895,1.14e-05,-0.907183175623804
0.0575,15.9,-0.000199805292768311,0.91425,-1.14888043341779e-05,0.0002,-15.9154943091895,1.15e-05,-0.915140922778398
0.058,15.9,-0.000199805292768311,0.9222,-1.1588706980562e-05,0.0002,-15.9154943091895,1.16e-05,-0.923098669932993
0.0585,15.9,-0.000199805292768311,0.93015,-1.16886096269462e-05,0.0002,-15.9154943091895,1.17e-05,-0.931056417087588
0.059,15.9,-0.000199805292768311,0.9381,-1.17885122733303e-05,0.0002,-15.9154943091895,1.18e-05,-0.939014164242183
0.0595,15.9,-0.000199805292768311,0.94605,-1.18884149197145e-05,0.0002,-15.9154943091895,1.19e-05,-0.946971911396777
0.06,15.9,-0.000199805292768311,0.954,-1.19883175660986e-05,0.0002,-15.9154943091895,1.2e-05,-0.954929658551372
0.0605,15.9,-0.000199805292768311,0.96195,-1.20882202124828e-05,0.0002,-15.9154943091895,1.21e-05,-0.962887405705967
0.061,15.9,-0.000199805292768311,0.9699,-1.2188122858867e-05,0.0002,-15.9154943091895,1.22e-05,-0.970845152860562
0.0615,15.9,-0.000199805292768311,0.97785,-1.22880255052511e-05,0.0002,-15.9154943091895,1.23e-05,-0.978802900015156
0.062,15.9,-0.000199805292768311,0.9858,-1.23879281516353e-05,0.0002,-15.9154943091895,1.24e-05,-0.986760647169751
0.0625,15.9,-0.000199805292768311,0.99375,-1.24878307980194e-05,0.0002,-15.9154943091895,1.25e-05,-0.994718394324346
0.063,15.9,-0.000199805292768311,1.0017,-1.25877334444036e-05,0.0002,-15.9154943091895,1.26e-05,-1.00267614147894
0.0635,15.9,-0.000199805292768311,1.00965,-1.26876360907877e-05,0.0002,-15.9154943091895,1.27e-05,-1.01063388863354
0.064,15.9,-0.000199805292768311,1.0176,-1.27875387371719e-05,0.0002,-15.9154943091895,1.28e-05,-1.01859163578813
0.0645,15.9,-0.000199805292768311,1.02555,-1.2887441383556e-05,0.0002,-15.9154943091895,1.29e-05,-1.02654938294273
0.065,15.9,-0.000199805292768311,1.0335,-1.29873440299402e-05,0.0002,-15.9154943091895,1.3e-05,-1.03450713009732
0.0655,15.9,-0.000199805292768311,1.04145,-1.30872466763244e-05,0.0002,-15.9154943091895,1.31e-05,-1.04246487725191
0.066,15.9,-0.000199805292768311,1.0494,-1.31871493227085e-05,0.0002,-15.9154943091895,1.32e-05,-1.05042262440651
0.0665,15.9,-0.000199805292768311,1.05735,-1.32870519690927e-05,0.0002,-15.9154943091895,1.33e-05,-1.0583803715611
0.067,15.9,-0.000199805292768311,1.0653,-1.33869546154768e-05,0.0002,-15.9154943091895,1.34e-05,-1.0663381187157
0.0675,15.9,-0.000199805292768311,1.07325,-1.3486857261861e-05,0.0002,-15.9154943091895,1.35e-05,-1.07429586587029
0.068,15.9,-0.000199805292768311,1.0812,-1.35867599082451e-05,0.0002,-15.9154943091895,1.36e-05,-1.08225361302489
0.0685,15.9,-0.000199805292768311,1.08915,-1.36866625546293e-05,0.0002,-15.9154943091895,1.37e-05,-1.09021136017948
0.069,15.9,-0.000199805292768311,1.0971,-1.37865652010134e-05,0.0002,-15.9154943091895,1.38e-05,-1.09816910733408
0.0695,15.9,-0.000199805292768311,1.10505,-1.38864678473976e-05,0.0002,-15.9154943091895,1.39e-05,-1.10612685448867
0.07,15.9,-0.000199805292768311,1.113,-1.39863704937818e-05,0.0002,-15.9154943091895,1.4e-05,-1.11408460164327
0.0705,15.9,-0.000199805292768311,1.12095,-1.40862731401659e-05,0.0002,-15.9154943091895,1.41e-05,-1.12204234879786
0.071,15.9,-0.000199805292768311,1.1289,-1.41861757865501e-05,0.0002,-15.9154943091895,1.42e-05,-1.13000009595246
0.0715,15.9,-0.000199805292768311,1.13685,-1.42860784329342e-05,0.0002,-15.9154943091895,1.43e-05,-1.13795784310705
0.072,15.9,-0.000199805292768311,1.1448,-1.43859810793184e-05,0.0002,-15.9154943091895,1.44e-05,-1.14591559026165
0.0725,15.9,-0.000199805292768311,1.15275,-1.44858837257025e-05,0.0002,-15.9154943091895,1.45e-05,-1.15387333741624
0.073,15.9,-0.000199805292768311,1.1607,-1.45857863720867e-05,0.0002,-15.9154943091895,1.46e-05,-1.16183108457084
0.0735,15.9,-0.000199805292768311,1.16865,-1.46856890184708e-05,0.0002,-15.9154943091895,1.47e-05,-1.16978883172543
0.074,15.9,-0.000199805292768311,1.1766,-1.4785591664855e-05,0.0002,-15.9154943091895,1.48e-05,-1.17774657888003
0.0745,15.9,-0.000199805292768311,1.18455,-1.48854943112392e-05,0.0002,-15.9154943091895,1.49e-05,-1.18570432603462
0.075,15.9,-0.000199805292768311,1.1925,-1.49853969576233e-05,0.0002,-15.9154943091895,1.5e-05,-1.19366207318922
0.0755,15.9,-0.000199805292768311,1.20045,-1.50852996040075e-05,0.0002,-15.9154943091895,1.51e-05,-1.20161982034381
0.076,15.9,-0.000199805292768311,1.2084,-1.51852022503916e-05,0.0002,-15.9154943091895,1.52e-05,-1.2095775674984
0.0765,15.9,-0.000199805292768311,1.21635,-1.52851048967758e-05,0.0002,-15.9154943091895,1.53e-05,-1.217535314653
0.077,15.9,-0.000199805292768311,1.2243,-1.53850075431599e-05,0.0002,-15.9154943091895,1.54e-05,-1.22549306180759
0.0775,15.9,-0.000199805292768311,1.23225,-1.54849101895441e-05,0.0002,-15.9154943091895,1.55e-05,-1.23345080896219
0.078,15.9,-0.000199805292768311,1.2402,-1.55848128359282e-05,0.0002,-15.9154943091895,1.56e-05,-1.24140855611678
0.0785,15.9,-0.000199805292768311,1.24815,-1.56847154823124e-05,0.0002,-15.9154943091895,1.57e-05,-1.24936630327138
0.079,15.9,-0.000199805292768311,1.2561,-1.57846181286966e-05,0.0002,-15.9154943091895,1.58e-05,-1.25732405042597
0.0795,15.9,-0.000199805292768311,1.26405,-1.58845207750807e-05,0.0002,-15.9154943091895,1.59e-05,-1.26528179758057
0.08,15.9,-0.000199805292768311,1.272,-1.59844234214649e-05,0.0002,-15.9154943091895,1.6e-05,-1.27323954473516
0.0805,15.9,-0.000199805292768311,1.27995,-1.6084326067849e-05,0.0002,-15.9154943091895,1.61e-05,-1.28119729188976
0.081,15.9,-0.000199805292768311,1.2879,-1.61842287142332e-05,0.0002,-15.9154943091895,1.62e-05,-1.28915503904435
0.0815,15.9,-0.000199805292768311,1.29585,-1.62841313606173e-05,0.0002,-15.9154943091895,1.63e-05,-1.29711278619895
0.082,15.9,-0.000199805292768311,1.3038,-1.63840340070015e-05,0.0002,-15.9154943091895,1.64e-05,-1.30507053335354
0.0825,15.9,-0.000199805292768311,1.31175,-1.64839366533856e-05,0.0002,-15.9154943091895,1.65e-05,-1.31302828050814
0.083,15.9,-0.000199805292768311,1.3197,-1.65838392997698e-05,0.0002,-15.9154943091895,1.66e-05,-1.32098602766273
0.0835,15.9,-0.000199805292768311,1.32765,-1.6683741946154e-05,0.0002,-15.9154943091895,1.67e-05,-1.32894377481733
0.084,15.9,-0.000199805292768311,1.3356,-1.67836445925381e-05,0.0002,-15.9154943091895,1.68e-05,-1.33690152197192
0.0845,15.9,-0.000199805292768311,1.34355,-1.68835472389223e-05,0.0002,-15.9154943091895,1.69e-05,-1.34485926912652
0.085,15.9,-0.000199805292768311,1.3515,-1.69834498853064e-05,0.0002,-15.9154943091895,1.7e-05,-1.35281701628111
0.0855,15.9,-0.000199805292768311,1.35945,-1.70833525316906e-05,0.0002,-15.9154943091895,1.71e-05,-1.36077476343571
0.086,15.9,-0.000199805292768311,1.3674,-1.71832551780747e-05,0.0002,-15.9154943091895,1.72e-05,-1.3687325105903
0.0865,15.9,-0.000199805292768311,1.37535,-1.72831578244589e-05,0.0002,-15.9154943091895,1.73e-05,-1.37669025774489
0.087,15.9,-0.000199805292768311,1.3833,-1.7383060470843e-05,0.0002,-15.9154943091895,1.74e-05,-1.38464800489949
0.0875,15.9,-0.000199805292768311,1.39125,-1.74829631172272e-05,0.0002,-15.9154943091895,1.75e-05,-1.39260575205408
0.088,15.9,-0.000199805292768311,1.3992,-1.75828657636114e-05,0.0002,-15.9154943091895,1.76e-05,-1.40056349920868
0.0885,15.9,-0.000199805292768311,1.40715,-1.76827684099955e-05,0.0002,-15.9154943091895,1.77e-05,-1.40852124636327
0.089,15.9,-0.000199805292768311,1.4151,-1.77826710563797e-05,0.0002,-15.9154943091895,1.78e-05,-1.41647899351787
0.0895,15.9,-0.000199805292768311,1.42305,-1.78825737027638e-05,0.0002,-15.9154943091895,1.79e-05,-1.42443674067246
0.09,15.9,-0.000199805292768311,1.431,-1.7982476349148e-05,0.0002,-15.9154943091895,1.8e-05,-1.43239448782706
0.0905,15.9,-0.000199805292768311,1.43895,-1.80823789955321e-05,0.0002,-15.9154943091895,1.81e-05,-1.44035223498165
0.091,15.9,-0.000199805292768311,1.4469,-1.81822816419163e-05,0.0002,-15.9154943091895,1.82e-05,-1.44830998213625
0.0915,15.9,-0.000199805292768311,1.45485,-1.82821842883004e-05,0.0002,-15.9154943091895,1.83e-05,-1.45626772929084
0.092,15.9,-0.000199805292768311,1.4628,-1.83820869346846e-05,0.0002,-15.9154943091895,1.84e-05,-1.46422547644544
0.0925,15.9,-0.000199805292768311,1.47075,-1.84819895810688e-05,0.0002,-15.9154943091895,1.85e-05,-1.47218322360003
0.093,15.9,-0.000199805292768311,1.4787,-1.85818922274529e-05,0.0002,-15.9154943091895,1.86e-05,-1.48014097075463
0.0935,15.9,-0.000199805292768311,1.48665,-1.86817948738371e-05,0.0002,-15.9154943091895,1.87e-05,-1.48809871790922
0.094,15.9,-0.000199805292768311,1.4946,-1.87816975202212e-05,0.0002,-15.9154943091895,1.88e-05,-1.49605646506382
0.0945,15.9,-0.000199805292768311,1.50255,-1.88816001666054e-05,0.0002,-15.9154943091895,1.89e-05,-1.50401421221841
0.095,15.9,-0.000199805292768311,1.5105,-1.89815028129895e-05,0.0002,-15.9154943091895,1.9e-05,-1.51197195937301
0.0955,15.9,-0.000199805292768311,1.51845,-1.90814054593737e-05,0.0002,-15.9154943091895,1.91e-05,-1.5199297065276
0.096,15.9,-0.000199805292768311,1.5264,-1.91813081057578e-05,0.0002,-15.9154943091895,1.92e-05,-1.5278874536822
0.0965,15.9,-0.000199805292768311,1.53435,-1.9281210752142e-05,0.0002,-15.9154943091895,1.93e-05,-1.53584520083679
0.097,15.9,-0.000199805292768311,1.5423,-1.93811133985262e-05,0.0002,-15.9154943091895,1.94e-05,-1.54380294799138
0.0975,15.9,-0.000199805292768311,1.55025,-1.94810160449103e-05,0.0002,-15.9154943091895,1.95e-05,-1.55176069514598
0.098,15.9,-0.000199805292768311,1.5582,-1.95809186912945e-05,0.0002,-15.9154943091895,1.96e-05,-1.55971844230057
0.0985,15.9,-0.000199805292768311,1.56615,-1.96808213376786e-05,0.0002,-15.9154943091895,1.97e-05,-1.56767618945517
0.099,15.9,-0.000199805292768311,1.5741,-1.97807239840628e-05,0.0002,-15.9154943091895,1.98e-05,-1.57563393660976
0.0995,15.9,-0.000199805292768311,1.58205,-1.98806266304469e-05,0.0002,-15.9154943091895,1.99e-05,-1.58359168376436
0.1,15.9,-0.000199805292768311,1.59,-1.99805292768311e-05,0.0002,-15.9154943091895,2e-05,-1.59154943091895
0.1005,15.9,-0.000199805292768311,1.59795,-2.00804319232152e-05,0.0002,-15.9154943091895,2.01e-05,-1.59950717807355
0.101,15.9,-0.000199805292768311,1.6059,-2.01803345695994e-05,0.0002,-15.9154943091895,2.02e-05,-1.60746492522814
0.1015,15.9,-0.000199805292768311,1.61385,-2.02802372159836e-05,0.0002,-15.9154943091895,2.03e-05,-1.61542267238274
0.102,15.9,-0.000199805292768311,1.6218,-2.03801398623677e-05,0.0002,-15.9154943091895,2.04e-05,-1.62338041953733
0.1025,15.9,-0.000199805292768311,1.62975,-2.04800425087519e-05,0.0002,-15.9154943091895,2.05e-05,-1.63133816669193
0.103,15.9,-0.000199805292768311,1.6377,-2.0579945155136e-05,0.0002,-15.9154943091895,2.06e-05,-1.63929591384652
0.1035,15.9,-0.000199805292768311,1.64565,-2.06798478015202e-05,0.0002,-15.9154943091895,2.07e-05,-1.64725366100112
0.104,15.9,-0.000199805292768311,1.6536,-2.07797504479043e-05,0.0002,-15.9154943091895,2.08e-05,-1.65521140815571
0.1045,15.9,-0.000199805292768311,1.66155,-2.08796530942885e-05,0.0002,-15.9154943091895,2.09e-05,-1.66316915531031
0.105,15.9,-0.000199805292768311,1.6695,-2.09795557406726e-05,0.0002,-15.9154943091895,2.1e-05,-1.6711269024649
0.1055,15.9,-0.000199805292768311,1.67745,-2.10794583870568e-05,0.0002,-15.9154943091895,2.11e-05,-1.6790846496195
