"time","pipe1.mediums[1].T","pipe1.mediums[2].T","pipe10.mediums[1].T","pipe10.mediums[2].T","pipe11.mediums[1].T","pipe11.mediums[2].T","pipe2.mediums[1].T","pipe2.mediums[2].T","pipe3.mediums[1].T","pipe3.mediums[2].T","pipe4.mediums[1].T","pipe4.mediums[2].T","pipe5.mediums[1].T","pipe5.mediums[2].T","pipe6.mediums[1].T","pipe6.mediums[2].T","pipe7.mediums[1].T","pipe7.mediums[2].T","pipe8.mediums[1].T","pipe8.mediums[2].T","pipe9.mediums[1].T","pipe9.mediums[2].T"
0.64,297.533701414847,295.009795492651,293.180931912407,293.151890990343,293.150534885837,293.150432297145,294.682681739624,294.371443520169,294.807624170615,294.608394141282,293.978823178692,293.563213850648,293.161383787767,293.150253606449,293.161383787767,293.150253606449,293.282262701372,293.160820348115,293.687444941864,293.707872087245,293.150580166174,293.150026347106
0.68,297.686408227201,295.170384487718,293.188888359168,293.152489395913,293.150711762731,293.150580351396,294.84092715194,294.523087764512,294.96772350936,294.766672126915,294.106404109259,293.649436453319,293.16433939076,293.150334872269,293.16433939076,293.150334872269,293.30996673833,293.164027729724,293.719722755309,293.74267029493,293.150804496078,293.15003896979
0.72,297.829669193877,295.330223978589,293.198234309157,293.153234019132,293.150934441069,293.150768505638,294.999950783195,294.677425474758,295.127905422268,294.92601850244,294.239563935209,293.743597823664,293.167821444918,293.150436390665,293.167821444918,293.150436390665,293.340652339014,293.167853542422,293.751861517376,293.77745628501,293.15109130297,293.150056182663
0.76,297.964070758666,295.488782773012,293.209066090496,293.154148256471,293.151210979509,293.151004326118,295.159054100647,294.833599663393,295.28754048045,295.085691933185,294.377469222224,293.845221197654,293.171869776348,293.150561559419,293.171869776348,293.150561559419,293.3743058435,293.172352849243,293.783865011817,293.812229452656,293.151451674726,293.150079209544
0.8,298.090157411901,295.645615688631,293.221474936914,293.155257012774,293.151550043183,293.15129599795,295.317631281955,294.990820215786,295.446092991602,295.245052696654,294.519254753013,293.953714841905,293.176522806835,293.150714023864,293.176522806835,293.150714023864,293.410888006712,293.177580347979,293.815737270496,293.846989212251,293.15189755992,293.150109436752
0.84,298.208443596821,295.80032696395,293.235537441793,293.156586121451,293.151960789018,293.151652270473,295.475137904075,295.148376381433,295.60308382613,295.403526932151,294.664130676109,294.068480078999,293.181814066683,293.150897627871,293.181814066683,293.150897627871,293.450347239631,293.183587412735,293.847482564794,293.881735002557,293.152441671,293.150148479009
0.88,298.319409496382,295.952583899561,293.251320756512,293.158162422175,293.152452850664,293.152082409616,295.631106355131,295.305638716915,295.758105555068,295.560621264164,294.811333956956,294.188860331217,293.187774040708,293.151116412771,293.187774040708,293.151116412771,293.492613905859,293.190423430869,293.879105394951,293.916466284941,293.15309746661,293.150198152799
0.92,298.423507327416,296.102098146877,293.268878667785,293.160013240837,293.153036201227,293.152596088894,295.785122523963,295.462041476108,295.910799925458,295.715899115708,294.960163693888,294.314208518838,293.19442867347,293.151374565187,293.19442867347,293.151374565187,293.537608562151,293.198134383216,293.91061047061,293.951182546589,293.15387903835,293.150260514293
0.96,298.521161246997,296.248627272549,293.288254493218,293.162166259336,293.153721087038,293.153203304549,295.936831831197,295.617091129012,296.060862710788,295.868984881965,295.109965467505,294.443863003111,293.201800357411,293.151676394672,293.201800357411,293.151676394672,293.585240270513,293.20676335648,293.942002689471,293.985883300242,293.154801033602,293.150337849175
1,298.612770249054,296.391965879021,293.309478739743,293.164649262525,293.154517965045,293.153914330158,296.085926244908,295.77035272238,296.208031219196,296.019551096416,295.260147637089,294.577186894539,293.209907054059,293.152026309987,293.209907054059,293.152026309987,293.635410974712,293.21634978149,293.97328713136,294.020568085881,293.155878612516,293.150432693958
1.04,298.698706073371,296.531953963044,293.332573774522,293.167490264284,293.155437501879,293.154739684864,296.232154133779,295.921455601879,296.352096041037,296.167330782711,295.410151430363,294.713515868913,293.218763959127,293.152428818465,293.218763959127,293.152428818465,293.688011299871,293.226930611013,294.004469034531,294.055236468757,293.157127382911,293.150547800328
1.08,298.779318972139,296.668459169157,293.35755011512,293.170716902927,293.156490410941,293.155689997593,296.375301690611,296.070082192112,296.49288011533,296.312094638712,295.55948177533,294.852226210706,293.228382067738,293.152888467592,293.228382067738,293.152888467592,293.742928065074,293.238538880167,294.035553781695,294.089888043035,293.158563302777,293.150686182006
1.12,298.854936992937,296.801380255475,293.384408931501,293.174356468658,293.157687438517,293.156775977063,296.515196342976,296.215968439166,296.630243534063,296.453656176856,295.707691496136,294.992709768741,293.23876905696,293.153409839515,293.23876905696,293.153409839515,293.800042542326,293.251204301937,294.066546883335,294.12452243088,293.160202628614,293.150851096232
1.16,298.925869243994,296.93063780925,293.413140741803,293.178435545052,293.159039257839,293.158008317437,296.651693216966,296.358886762746,296.764070675115,296.591857447653,295.85438958115,295.134410783647,293.249928747281,293.153997511774,293.249928747281,293.153997511774,293.859234951121,293.26495266499,294.09745395829,294.159139284233,293.162061820517,293.151046061512
1.2,298.992408716345,297.056166410933,293.443724532521,293.182979693744,293.160556373316,293.159397611216,296.784663117997,296.498629848717,296.894259101917,296.726556683168,295.999246283523,295.27685633436,293.261860722404,293.154656021659,293.261860722404,293.154656021659,293.920388318299,293.279805370345,294.128280714167,294.193738286273,293.164157450466,293.151274870927
1.24,299.054829851624,297.177922996649,293.476132112998,293.188013634333,293.162249143038,293.160954339168,296.914012481419,296.635045735371,297.020737143263,296.857647928538,296.141977510537,295.419590495462,293.274561899319,293.155389876892,293.274561899319,293.155389876892,293.983382504485,293.295780452191,294.159032941283,294.228319149601,293.166506201487,293.151541566877
1.28,299.113392146829,297.295876974985,293.510326367729,293.193560886951,293.16412767417,293.162688782391,297.039663003988,296.768002951189,297.143446303487,296.985041258653,296.282348773236,295.562224296982,293.288025831232,293.156203514497,293.288025831232,293.156203514497,294.048100069402,293.312891968829,294.18971648609,294.262881617923,293.169124747264,293.151850453145
1.32,299.168323474573,297.410067090659,293.546278698282,293.199645691576,293.166202275996,293.164611354603,297.161613332426,296.897426678256,297.262408823753,297.10873578988,296.420050344795,295.704173583607,293.302249235319,293.15710145481,293.302249235319,293.15710145481,294.114400410456,293.331155991687,294.220337219498,294.297425451925,293.172029807951,293.152205877572
1.36,299.219853976293,297.520489405057,293.583939218872,293.206289036968,293.168482463336,293.166731814702,297.279820430943,297.023232326933,297.377597944184,297.2286793418,296.554922164256,295.845140023103,293.317220686139,293.158087959412,293.317220686139,293.158087959412,294.182169344365,293.350579634701,294.250901051552,294.331950456386,293.175237869089,293.152612633869
1.4,299.26819475239,297.627169863701,293.623258465378,293.213511140223,293.170977548124,293.169059708625,297.3942754025,297.145363795914,297.489022059597,297.344859218391,296.686794169069,295.984784353278,293.332928758694,293.15916723149,293.332928758694,293.15916723149,294.251286696906,293.371168645938,294.281413892219,294.366456462105,293.178765258242,293.153075682983
1.44,299.313541731433,297.730152558967,293.664181558181,293.221331666076,293.1736967438,293.171604511104,297.504995645395,297.263802185491,297.596709798133,297.457286029657,296.815534052112,296.122778415377,293.349360015812,293.16034344434,293.349360015812,293.16034344434,294.321630147296,293.392926454099,294.311881659389,294.400943325407,293.182628181952,293.153600139827
1.48,299.356080025268,297.829486620429,293.706651079457,293.229768345639,293.176648718765,293.174375166684,297.612003914273,297.37853238609,297.700696650181,297.565978969529,296.941025932508,296.258840862611,293.366499731701,293.16162059407,293.366499731701,293.16162059407,294.393082382249,293.415853229469,294.342310236109,294.435410934901,293.186842480014,293.154191367865
1.52,299.395984133918,297.925226803493,293.75060731769,293.238837175592,293.179841650265,293.177380141779,297.715330078481,297.489546775334,297.801025241905,297.670965992545,297.063171540299,296.39272877012,293.384332014651,293.163002514451,293.384332014651,293.163002514451,294.465530249373,293.439946214203,294.372705460126,294.469859209982,293.191423605005,293.154854950252
1.56,299.43341647138,298.017438795713,293.795986391471,293.248553241932,293.183283486649,293.180627695614,297.815021275646,297.596865892529,297.897751513952,297.772290984906,297.181906171389,296.524220421474,293.402839315961,293.164492961577,293.402839315961,293.164492961577,294.538861142745,293.465200276717,294.403073141366,294.504288096143,293.196386745199,293.155596620492
1.6,299.46852835096,298.106197041563,293.842720748504,293.258930618584,293.186981908493,293.18412583895,297.911139222289,297.700535605226,297.990942516856,297.870011359796,297.297196929053,296.653117266874,293.422002581128,293.166095599186,293.422002581128,293.166095599186,294.612963767747,293.491607937295,294.433419048785,294.538697565064,293.201746773651,293.156422258944
1.64,299.501464906563,298.191571697421,293.890744877414,293.269980805333,293.190943799948,293.187881776899,298.003738025707,297.80058402951,298.080660276051,297.964179035951,297.409005046157,296.779264499296,293.441802924669,293.16781381934,293.441802924669,293.16781381934,294.687735286469,293.519158934662,294.463748828357,294.573087622127,293.207517849198,293.157337982083
1.68,299.532361722028,298.273638809302,293.939990835374,293.281714164765,293.195175721155,293.191902403507,298.09288213112,297.897058129191,298.166974549466,298.054855612834,297.517317326381,296.902529666745,293.462220358297,293.169650899293,293.462220358297,293.169650899293,294.763075132805,293.547840866052,294.494068058307,294.607458298548,293.213713718344,293.158350037985
1.72,299.561341582514,298.352489779159,293.990386000055,293.294140751013,293.199684179895,293.196194585066,298.178655021239,297.990031241314,298.249973315556,298.142124614051,297.622150358141,297.022791206715,293.483233178564,293.171610095624,293.483233178564,293.171610095624,294.838881195031,293.577639635238,294.524382295586,294.641809645978,293.220347951022,293.159464744256
1.76,299.588525643125,298.428201633886,294.041861905254,293.307267725116,293.20447475668,293.200764239868,298.261125773605,298.079561150761,298.329728914485,298.22605202692,297.723518238955,297.139970234161,293.504820510668,293.17369433836,293.504820510668,293.17369433836,294.915062243004,293.608538596806,294.554696905227,294.676141750696,293.227433135913,293.16068863647
1.8,299.614026837777,298.500855678384,294.094348866521,293.3211011265,293.209552692144,293.205616953095,298.340369853521,298.165716567615,298.406319312536,298.306711184667,297.82145228248,297.254006551156,293.52696079904,293.175906433356,293.52696079904,293.175906433356,294.991529761897,293.640519353739,294.585017158963,294.710454723061,293.234981372406,293.162028346668
1.84,299.637946521321,298.570547584344,294.147775735094,293.335646424749,293.21492305862,293.210758148493,298.416477947097,298.248577015424,298.479838560449,298.384193723053,297.915990017294,297.364840156996,293.549631842049,293.178249124703,293.549631842049,293.178249124703,295.06819423332,293.673562340259,294.615348270974,294.744748693003,293.243004454152,293.163490555682
1.88,299.660383451794,298.637363273246,294.202073421406,293.350907069376,293.220590274973,293.216192586654,298.489532119884,298.328219144602,298.550370801047,298.458581141654,298.007179094339,297.472442694449,293.57281170656,293.180724917928,293.57281170656,293.180724917928,295.144974048418,293.707646048719,294.645695279815,294.779023819026,293.251513325427,293.165082073738
1.92,299.681431135244,298.701386987491,294.257174137421,293.366885049517,293.226558283525,293.221924545144,298.559613385426,298.404719887445,298.617998872125,298.529954149175,298.095073205905,297.576803133545,293.596478582349,293.183336142332,293.596478582349,293.183336142332,295.221792308774,293.742747510579,294.676063079362,294.81328028403,293.260518243955,293.166809793031
1.96,299.701175232565,298.762708757773,294.313010102265,293.383581442584,293.232830728943,293.227958003467,298.626810346361,298.478163636437,298.682812500328,298.598401415139,298.179732715754,297.677917045518,293.620610447716,293.18608501545,293.620610447716,293.18608501545,295.298573691059,293.778842622709,294.706456458442,294.847518291125,293.270028975451,293.168680645808
2,299.719694952484,298.821421319561,294.369514328434,293.400996274822,293.239410904319,293.234296585184,298.691215715745,298.548639139143,298.744904891784,298.664015810086,298.261222901043,297.775787878598,293.645185311661,293.188973621873,293.645185311661,293.188973621873,295.375245461314,293.815906206578,294.736880079017,294.881738064047,293.280054707229,293.170701601005
2.04,299.737067571764,298.877609095255,294.426623484366,293.419127842332,293.246301510257,293.240943302755,298.75291234603,298.616225061141,298.804360398047,298.726881141578,298.339606615293,297.870434993648,293.670182062727,293.192003822213,293.670182062727,293.192003822213,295.451741745359,293.853911975346,294.767338398632,294.915939851236,293.290603713244,293.172879687313
2.08,299.753364516701,298.931358643798,294.484275131723,293.437973501009,293.253504922542,293.247900838989,298.811986767495,298.681004672069,298.861266239216,298.787084742989,298.414951557782,297.961883842899,293.695579675145,293.195177351487,293.695579675145,293.195177351487,295.527999094937,293.892832763941,294.797835742032,294.950123920017,293.301683685632,293.17522194363
2.12,299.768650782426,298.982759454976,294.542405247458,293.457529932923,293.261023294679,293.255171663515,298.868532293029,298.743075961608,298.915713856333,298.844719477028,298.48734509067,298.050175948386,293.721356399962,293.198495857759,293.721356399962,293.198495857759,295.603955865554,293.932640233868,294.82837633939,294.984290554409,293.313301900078,293.17773540818
2.16,299.782989859776,299.031894701601,294.600956031597,293.477792258143,293.268858205665,293.262757637901,298.922632643777,298.802519057949,298.967787478346,298.89987009211,298.556854097044,298.135347114659,293.747492294491,293.201960765398,293.747492294491,293.201960765398,295.679556017775,293.973305842438,294.858964179857,295.018440060367,293.325464613956,293.180427121111
2.2,299.796440822149,299.078847260759,294.65987069679,293.498754741994,293.277010924972,293.270660309132,298.974372929026,298.859418611411,299.017571604757,298.952622153308,298.623551923378,298.217440202563,293.773967555905,293.205573375298,293.773967555905,293.205573375298,295.754746313095,294.014800364577,294.889603106568,295.052572760684,293.338177475077,293.183304099587
2.24,299.809057598184,299.123700539008,294.719091043607,293.520410946929,293.285482482157,293.278880993572,299.023840053617,298.913866169833,299.065151884182,299.003063572809,298.687528898421,298.296520371944,293.800761709845,293.209334894283,293.800761709845,293.209334894283,295.82947636446,294.057093461514,294.920296860289,295.086688993264,293.35144570024,293.186373340824
2.28,299.820892203259,299.166533950529,294.778563732894,293.542753357069,293.294273483429,293.287420557628,299.071116726881,298.965946586604,299.110609789392,299.051277526292,298.748863240374,298.372642409665,293.827855709975,293.213246356799,293.827855709975,293.213246356799,295.903699472763,294.100154877943,294.951048960984,295.120789113387,293.365273613704,293.18964178798
2.32,299.831993615377,299.207424717148,294.838237383767,293.565773634612,293.30338421751,293.296279540336,299.116283888373,299.015744185705,299.154024739463,299.097345364026,298.807634480425,298.445865116876,293.855230981967,293.217308667335,293.855230981967,293.217308667335,295.977372125087,294.143954014202,294.981862760239,295.154873491351,293.379664865791,293.193116327442
2.36,299.842406938487,299.246449588939,294.898061448667,293.589462712449,293.312814696039,293.305458200281,299.159421972846,299.06334252847,299.195475892406,299.141348533936,298.863925679467,298.516257372405,293.88286905452,293.221522618923,293.88286905452,293.221522618923,296.050453658105,294.188459736063,295.012741471599,295.188942511016,293.394622558979,293.196803790052
2.4,299.852174268738,299.283683627519,294.957987060296,293.613810808045,293.322564644782,293.314956502036,299.200609718888,299.10882347848,299.235040802946,299.183367049762,298.917820602693,298.583892990546,293.910751853783,293.225888886432,293.910751853783,293.225888886432,296.122906338775,294.233640640126,295.043688149011,295.222996569329,293.410149173732,293.200710931766
2.44,299.861336415302,299.319197453342,295.017968652846,293.638807420217,293.332633478671,293.324774082003,299.239921856146,299.152266850021,299.272792477465,299.22347628582,298.969399907159,298.648840914282,293.93886225989,293.230408010134,293.93886225989,293.230408010134,296.194695640304,294.279465523903,295.074705641232,295.257036076256,293.426246402594,293.204844402893
2.48,299.869931165013,299.353060591029,295.07796213507,293.664441431359,293.343020356063,293.334910313024,299.27743191993,299.193750487178,299.308802936146,299.261750756544,299.018744343515,298.71117491442,293.967183500024,293.235080423322,293.967183500024,293.235080423322,296.265789624375,294.325902991585,295.105796646605,295.291061452988,293.442915368605,293.209210762599
2.52,299.877992560126,299.385343154934,295.137924742557,293.690701118536,293.353724186969,293.345364312912,299.313214430324,299.233351314608,299.343145153756,299.298266024097,299.065933238242,298.770972414781,293.995699104558,293.239906459112,293.995699104558,293.239906459112,296.336158393683,294.372921383967,295.136963732809,295.325073131075,293.460156705064,293.21381648554
2.56,299.885554436351,299.416109545976,295.197816671174,293.717574257071,293.364743627877,293.356134931439,299.347337546448,299.271141801781,299.375885922419,299.33309134775,299.111044168494,298.828308320154,294.024393477189,293.244886332148,294.024393477189,293.244886332148,296.405775354214,294.420489512237,295.168209253593,295.359071552127,293.477970257589,293.218667892774
2.6,299.892648163865,299.44542294979,295.257599925509,293.745048130827,293.376077107145,293.367220781305,299.379868212364,299.307192074683,299.407090912304,299.366294836186,299.15415245392,298.883258431339,294.053251509582,293.250020158726,294.053251509582,293.250020158726,296.474616118589,294.468576259668,295.199535408712,295.393057166511,293.49635531417,293.223771182786
2.64,299.899301185405,299.473347193144,295.317237139515,293.773109426378,293.38772281971,293.378620238099,299.410875891524,299.341578277164,299.436827057864,299.397946608619,299.195338649812,298.935903360715,294.08225816093,293.255307964444,294.08225816093,293.255307964444,296.542658083305,294.517149997942,295.230944295499,295.427030433839,293.515310782957,293.229132488383
2.68,299.905540882305,299.49994170352,295.376694033004,293.801744550793,293.399678763092,293.390331465234,299.440424018265,299.37436733169,299.465156346221,299.42811117753,299.234675309153,298.986318870983,294.111399351856,293.260749675392,294.111399351856,293.260749675392,296.609881258146,294.566179937527,295.262437799154,295.460991820054,293.534834831513,293.234757737726
2.72,299.911392565087,299.525264417278,295.435937980487,293.830939520513,293.411942735712,293.402352418747,299.468574903669,299.405625642084,299.492139382687,299.456851798066,299.272234240532,299.034580646507,294.140661458277,293.266345129622,294.140661458277,293.266345129622,296.67626761108,294.615635446401,295.294017657525,295.494941797776,293.55492511391,293.240652719599
2.76,299.916879880248,299.549371419066,295.494938178754,293.860680026616,293.424512350703,293.414680860378,299.4953891085,299.435417950443,299.517834935586,299.484229896316,299.308085337402,299.080763129431,294.170031381021,293.272094080283,294.170031381021,293.272094080283,296.741801023644,294.665486204268,295.325685454137,295.528880845311,293.575578756079,293.246823064684
2.8,299.922025033389,299.572316829696,295.553665692938,293.890951486669,293.437385048555,293.427314370021,299.520925236706,299.463806942447,299.54229978667,299.510304871637,299.342296048019,299.124938806954,294.199496571669,293.277996199388,294.199496571669,293.277996199388,296.806467199922,294.715702293262,295.357442616671,295.562809445751,293.596792359542,293.253274233223
2.84,299.926848925564,299.594152811421,295.612093445152,293.921739090247,293.45055810919,293.440250357875,299.545239927634,299.490853206294,299.565588725965,299.535134075739,299.374931148097,299.167177711761,294.229045037735,293.284051081873,294.229045037735,293.284051081873,296.870253553599,294.766254258648,295.389290418022,295.59672808614,293.618562013824,293.260011505702
2.88,299.931371595187,299.614928459412,295.670195967581,293.953027787501,293.464028650434,293.453486064828,299.568385966161,299.516613150197,299.587753197763,299.558771372357,299.406054433633,299.207551601337,294.258665252984,293.290258244371,294.258665252984,293.290258244371,296.933149723452,294.817113047903,295.421229975338,295.630637257399,293.640883292539,293.267039985478
2.92,299.935612715027,299.634688492436,295.727949113106,293.984802267449,293.477793624024,293.467018560724,299.590410053502,299.541136551848,299.608839703433,299.581265441033,299.435730759894,299.246138980776,294.288346050666,293.296617123023,294.288346050666,293.296617123023,296.995148202135,294.868249927862,295.453262248691,295.6645374544,293.663751246543,293.274364603572
2.96,299.939589963346,299.653479692554,295.785331404711,294.017047332527,293.491849906341,293.480844824495,299.611363672317,299.564478310748,299.628897588555,299.602667956106,299.464014721353,299.282997573471,294.318077176593,293.303127108148,294.318077176593,293.303127108148,297.056240592759,294.919637248028,295.485388053803,295.698429170638,293.687160510625,293.281990040284
3,299.943320817221,299.671344870505,295.842322746793,294.049747635252,293.506194236665,293.494961692501,299.631292872723,299.586687336871,299.647971723252,299.623025868664,299.490960836931,299.318189193978,294.347848779997,293.309787519578,294.347848779997,293.309787519578,297.116420903816,294.971247841742,295.517608052152,295.732312901594,293.711105227419,293.289920780701
3.04,299.946822217672,299.68832458865,295.898904777053,294.082887811578,293.520823250251,293.509365888831,299.650241167036,299.607809657842,299.666104577185,299.642383574592,299.516620361452,299.351772032861,294.377651564959,293.316597618898,294.377651564959,293.316597618898,297.175684467077,295.023055274447,295.549922755142,295.766189142697,293.735579084981,293.298161086939
3.08,299.950110713493,299.704457138973,295.955060849371,294.116452525017,293.535733490075,293.524054037166,299.668249475891,299.627888327872,299.683336181346,299.660782858883,299.541041105344,299.383800271746,294.407476793266,293.323556613377,294.407476793266,293.323556613377,297.234027840038,295.075033901403,295.582332525116,295.800058388497,293.760575328802,293.306714989111
3.12,299.953197868893,299.71978368591,296.01077312217,294.15042586505,293.550921309303,293.539022576809,299.685363628893,299.646974818951,299.699710268185,299.678270170008,299.564281675375,299.414342225944,294.437315184099,293.330663649741,294.437315184099,293.330663649741,297.291448872711,295.127156937218,295.614837716326,295.833921137894,293.786087201499,293.315586505545
3.16,299.956087414125,299.73435150846,296.066020712009,294.184790983161,293.566382813981,293.554267713983,299.701639085086,299.665136186389,299.715278138006,299.694901196705,299.586420408232,299.443491668657,294.467156219712,293.337917811681,294.467156219712,293.337917811681,297.347946713927,295.17939525705,295.647438764402,295.867777897136,293.812108225106,293.324779778622
3.2,299.958798196536,299.74818910678,296.120793614969,294.219533246432,293.582114401009,293.56978589519,299.717104500121,299.682399684767,299.730068868978,299.710705514323,299.60748574545,299.471278226138,294.496993460512,293.345318172747,294.496993460512,293.345318172747,297.403520922399,295.231727028527,295.680135513341,295.90162914985,293.838630153604,293.334297961854
3.24,299.961341749842,299.761330797863,296.175078893192,294.254637203916,293.598112249024,293.585573362291,299.731797680228,299.698807405816,299.74411872723,299.725721467032,299.627524789468,299.497755302487,294.526819289863,293.352863751824,294.526819289863,293.352863751824,297.458172152482,295.284128292937,295.712927883659,295.93547538506,293.865645023406,293.34414430349
3.28,299.96372906214,299.773809469827,296.228864706088,294.290087533887,293.614372482995,293.601626298405,299.745754962351,299.714400127915,299.757462487464,299.739985860111,299.646582953619,299.522973781458,294.556626459827,293.360553531291,294.556626459827,293.360553531291,297.511901826765,295.336575803701,295.745815677632,295.969317087906,293.893144567211,293.354321816873
3.32,299.965970653025,299.785656632662,296.282140252431,294.325869078866,293.630891184424,293.617940838423,299.759011266689,299.729217386783,299.770133481794,299.75353400752,299.664703984972,299.546981902508,294.586408078478,293.36838646081,294.586408078478,293.36838646081,297.564712040835,295.389047056086,295.778798582281,296.003154738896,293.921120232035,293.364833274637
3.36,299.968074681265,299.79690264115,296.334895640428,294.361966072592,293.647664209711,293.634512887383,299.771599676896,299.743294455733,299.78216387357,299.766399900308,299.681931423804,299.56983653213,294.616157428015,293.376361405501,294.616157428015,293.376361405501,297.616607352227,295.441519027154,295.811876216852,296.03698882268,293.949563235762,293.375681418011
