"time","L.i","simpleTriac.thyristor.vControl","simpleTriac.thyristor1.vControl"
0,0,0,0
1.3829158990798402e-11,-1.000035700002703e-10,0,0
1.3829158990798402e-11,-1.000035700002703e-10,0,0
2.4999999999999999e-07,-4.7582533521017134e-06,0,0
4.9999999999999998e-07,-9.5157171584423943e-06,0,0
7.5000000000000002e-07,-1.4270833090807112e-05,0,0
9.9999999999999995e-07,-1.9022427967758598e-05,0,0
1.2499999999999999e-06,-2.3769329299022545e-05,0,0
1.5e-06,-2.8510365811462973e-05,0,0
1.75e-06,-3.3244368089386095e-05,0,0
1.9999999999999999e-06,-3.7970167604409698e-05,0,0
2.2500000000000001e-06,-4.2686598470390328e-05,0,0
2.4999999999999998e-06,-4.7392497098640025e-05,0,0
2.7499999999999999e-06,-5.2086702393205619e-05,0,0
3.0000000000000001e-06,-5.6768056038328067e-05,0,0
3.2499999999999998e-06,-6.1435402996880858e-05,0,0
3.4999999999999999e-06,-6.6087591764786471e-05,0,0
3.7499999999999997e-06,-7.0723474409700021e-05,0,0
3.9999999999999998e-06,-7.5341907091401987e-05,0,0
4.25e-06,-7.9941750436771859e-05,0,0
4.5000000000000001e-06,-8.4521869130225728e-05,0,0
4.7499999999999994e-06,-8.9081133344305049e-05,0,0
4.9999999999999996e-06,-9.3618418065678929e-05,0,0
5.2499999999999997e-06,-9.8132603923303336e-05,0,0
5.4999999999999999e-06,-0.00010262257703028789,0,0
5.75e-06,-0.00010708722955783812,0,0
6.0000000000000002e-06,-0.00011152545992886907,0,0
6.2499999999999995e-06,-0.00011593617305059566,0,0
6.4999999999999996e-06,-0.00012031828060403057,0,0
6.7499999999999997e-06,-0.00012467070152736166,0,0
6.9999999999999999e-06,-0.00012899236173307787,0,0
7.25e-06,-0.00013328219499673827,0,0
7.4999999999999993e-06,-0.00013753914295848088,0,0
7.7500000000000003e-06,-0.00014176215509771148,0,0
7.9999999999999996e-06,-0.00014595018960355022,0,0
8.2499999999999989e-06,-0.00015010221308850322,0,0
8.4999999999999999e-06,-0.00015421720101088952,0,0
8.7499999999999992e-06,-0.00015829413821215048,0,0
9.0000000000000002e-06,-0.00016233201870715692,0,0
9.2499999999999995e-06,-0.00016632984622370566,0,0
9.4999999999999988e-06,-0.00017028663432227362,0,0
9.7499999999999998e-06,-0.00017420140674379597,0,0
9.9999999999999991e-06,-0.00017807319759775435,0,0
1.025e-05,-0.00018190105152043914,0,0
1.0499999999999999e-05,-0.00018568402407615029,0,0
1.0749999999999999e-05,-0.00018942118191319469,0,0
1.1e-05,-0.00019311160287715319,0,0
1.1249999999999999e-05,-0.00019675437642986216,0,0
1.15e-05,-0.00020034860384382598,0,0
1.1749999999999999e-05,-0.00020389339823069855,0,0
1.2e-05,-0.00020738788492555396,0,0
1.225e-05,-0.00021083120180494228,0,0
1.2499999999999999e-05,-0.0002142224992513918,0,0
1.275e-05,-0.00021756094043008753,0,0
1.2999999999999999e-05,-0.00022084570172934166,0,0
1.325e-05,-0.00022407597268997255,0,0
1.3499999999999999e-05,-0.00022725095617819291,0,0
1.3749999999999999e-05,-0.00023036986893503394,0,0
1.4e-05,-0.00023343194145861892,0,0
1.4249999999999999e-05,-0.00023643641803781202,0,0
1.45e-05,-0.00023938255749529386,0,0
1.4749999999999999e-05,-0.00024226963297559163,0,0
1.4999999999999999e-05,-0.00024509693193174514,0,0
1.525e-05,-0.0002478637568899894,0,0
1.5500000000000001e-05,-0.00025056942525255725,0,0
1.575e-05,-0.00025321326925295437,0,0
1.5999999999999999e-05,-0.00025579463667964997,0,0
1.6249999999999999e-05,-0.00025831289072058856,0,0
1.6499999999999998e-05,-0.00026076740985810418,0,0
1.6750000000000001e-05,-0.00026315758851417438,0,0
1.7e-05,-0.00026548283705874354,0,0
1.7249999999999999e-05,-0.00026774258166180196,0,0
1.7499999999999998e-05,-0.00026993626471375767,0,0
1.7749999999999998e-05,-0.00027206334506589276,0,0
1.8e-05,-0.0002741232978559737,0,0
1.825e-05,-0.00027611561475067556,0,0
1.8499999999999999e-05,-0.00027803980431967179,0,0
1.8749999999999998e-05,-0.00027989539180280082,0,0
1.8999999999999998e-05,-0.00028168191917843062,0,0
1.925e-05,-0.00028339894581857334,0,0
1.95e-05,-0.00028504604810001611,0,0
1.9749999999999999e-05,-0.00028662281933470804,0,0
2.0000000000000002e-05,-0.00028812887060155435,0,0
2.0000000000000002e-05,-0.00028812887060155435,0,0
2.0018696697865452e-05,-0.0002820827727918963,1.5000000000000731,0
2.0018696697865452e-05,-0.0002820827727918963,1.5000000000000731,0
2.0038981160081513e-05,-0.0062290674628801721,3.0610700659579422,0
2.0038981160081513e-05,-0.0062290674628801721,3.0610700659579422,0
2.0249999999999998e-05,-1.7206727463811813,4.2392712576067551,0
2.0280750642404123e-05,-1.8742214109254356,4.2803950590354818,0
2.0280750642404123e-05,-1.8742214109254356,4.2803950590354818,0
2.05e-05,-2.5022679160608243,4.3700740762505577,0
2.075e-05,-2.7450520660951998,4.4489021434106251,0
2.0999999999999999e-05,-2.8313636954371648,4.5178657742331509,0
2.1249999999999998e-05,-2.8696560784973277,4.5781993907680825,0
2.1499999999999997e-05,-2.8918279727137248,4.630982941181081,0
2.175e-05,-2.9077152766392547,4.6771612304037848,0
2.1999999999999999e-05,-2.9205647721242034,4.7175608317729649,0
2.2249999999999999e-05,-2.9315613500692059,4.7529048823703732,0
2.2499999999999998e-05,-2.941198605565789,4.7838260268938653,0
2.2749999999999997e-05,-2.9497142043374707,4.8108777417505095,0
2.3e-05,-2.9572383344549915,4.8345442420682145,0
2.3249999999999999e-05,-2.9638495695403639,4.8552491489570331,0
2.3499999999999999e-05,-2.9695985790039057,4.8733630721601013,0
2.3749999999999998e-05,-2.9745195213557087,4.8892102438270806,0
2.4000000000000001e-05,-2.9786361462097055,4.9030743221395658,0
2.425e-05,-2.9819653489270124,4.9152034686848962,0
2.4499999999999999e-05,-2.9845193729962238,4.9258147904477578,0
2.4749999999999999e-05,-2.9863072380779432,4.9350982259420206,0
2.5000000000000005e-05,-2.9873356986991144,4.9432199450362964,0
2.5000000000000005e-05,-2.9873356986991144,4.9432199450362964,0
2.525e-05,-2.9876158755434536,4.9503253233283129,0
2.55e-05,-2.9871415308051374,4.9565415443172167,0
2.5749999999999999e-05,-2.9859189430909852,4.9619798759272316,0
2.5999999999999998e-05,-2.9839516421876477,4.9667376621685699,0
2.6249999999999998e-05,-2.9812421573653007,4.9709000655542352,0
2.65e-05,-2.9777925987411487,4.9745415914818132,0
2.675e-05,-2.9736048855683301,4.9777274218439622,0
2.6999999999999999e-05,-2.9686808586766449,4.9805145817594187,0
2.7249999999999998e-05,-2.9630223484636615,4.9829529603016764,0
2.7499999999999998e-05,-2.9566312216028052,4.9850862034938661,0
2.775e-05,-2.9495094151475998,4.9869524955556779,0
2.8e-05,-2.9416589620630877,4.988585242385831,0
2.8249999999999999e-05,-2.9330820105081843,4.9900136695146404,0
2.8499999999999998e-05,-2.9237808384215302,4.9912633452296022,0
2.8749999999999997e-05,-2.9137578645305782,4.9923566382377453,0
2.9e-05,-2.9030156566197252,4.9933131180567312,0
2.9249999999999999e-05,-2.8915569376906416,4.9941499053016081,0
2.9499999999999999e-05,-2.8793845904975757,4.9948819781371174,0
2.9749999999999998e-05,-2.866501660826934,4.9955224403809835,0
2.9999999999999997e-05,-2.8529113598039944,4.9960827560537924,0
3.025e-05,-2.8386170654439988,4.9965729545874336,0
3.0499999999999999e-05,-2.8236223236134337,4.9970018103491007,0
3.0749999999999995e-05,-2.8079308485297534,4.9973769996893465,0
3.1000000000000001e-05,-2.791546522897483,4.9977052383499476,0
3.1250000000000001e-05,-2.7744733977558429,4.9979924016751154,0
3.15e-05,-2.7567156920956335,4.9982436297754163,0
3.1749999999999999e-05,-2.7382777922899049,4.998463419535768,0
3.1999999999999999e-05,-2.7191642513723409,4.998655705104972,0
3.2249999999999998e-05,-2.6993797881897001,4.9988239283221878,0
3.2499999999999997e-05,-2.6789292864482417,4.9989711003170383,0
3.2749999999999996e-05,-2.6578177936698673,4.9990998554104378,0
3.2999999999999996e-05,-2.6360505200697864,4.9992124982683803,0
3.3250000000000002e-05,-2.6136328373649542,4.9993110451536431,0
3.3500000000000001e-05,-2.5905702775204498,4.9993972600170515,0
3.375e-05,-2.5668685314393183,4.9994726860708605,0
3.4e-05,-2.542533447600237,4.9995386734118314,0
3.4249999999999999e-05,-2.5175710306463754,4.9995964031876179,0
3.4499999999999998e-05,-2.4919874399281685,4.9996469087384821,0
3.4749999999999998e-05,-2.4657889880021351,4.9996910940941044,0
3.4999999999999997e-05,-2.43898213908748,4.9997297501549776,0
3.5249999999999996e-05,-2.4115735074819278,4.9997635688494739,0
3.5499999999999996e-05,-2.3835698559379508,4.9997931555189981,0
3.5750000000000002e-05,-2.3549780940004026,4.9998190397533042,0
3.6000000000000001e-05,-2.3258052763064687,4.9998416848700966,0
3.625e-05,-2.2960586008486472,4.9998614962080481,0
3.65e-05,-2.2657454072015213,4.9998788283823821,0
3.6749999999999999e-05,-2.234873174712865,4.9998939916307661,0
3.6999999999999998e-05,-2.2034495206599565,4.9999072573685162,0
3.7249999999999997e-05,-2.1714821983713697,4.9999188630510094,0
3.7499999999999997e-05,-2.1389790953145438,4.9999290164145105,0
3.7749999999999996e-05,-2.1059482311507414,4.9999378992003622,0
