"time","success1","success2","success3","success4"
0.02152,1,1,1,1
0.02154,1,1,1,1
0.02156,1,1,1,1
0.02158,1,1,1,1
0.0216,1,1,1,1
0.02162,1,1,1,1
0.02164,1,1,1,1
0.02166,1,1,1,1
0.02168,1,1,1,1
0.0217,1,1,1,1
0.02172,1,1,1,1
0.02174,1,1,1,1
0.02176,1,1,1,1
0.02178,1,1,1,1
0.0218,1,1,1,1
0.02182,1,1,1,1
0.02184,1,1,1,1
0.02186,1,1,1,1
0.02188,1,1,1,1
0.0219,1,1,1,1
0.02192,1,1,1,1
0.02194,1,1,1,1
0.02196,1,1,1,1
0.02198,1,1,1,1
0.022,1,1,1,1
0.02202,1,1,1,1
0.02204,1,1,1,1
0.02206,1,1,1,1
0.02208,1,1,1,1
0.0221,1,1,1,1
0.02212,1,1,1,1
0.02214,1,1,1,1
0.02216,1,1,1,1
0.02218,1,1,1,1
0.0222,1,1,1,1
0.02222,1,1,1,1
0.02224,1,1,1,1
0.02226,1,1,1,1
0.02228,1,1,1,1
0.0223,1,1,1,1
0.02232,1,1,1,1
0.02234,1,1,1,1
0.02236,1,1,1,1
0.02238,1,1,1,1
0.0224,1,1,1,1
0.02242,1,1,1,1
0.02244,1,1,1,1
0.02246,1,1,1,1
0.02248,1,1,1,1
0.0225,1,1,1,1
0.02252,1,1,1,1
0.02254,1,1,1,1
0.02256,1,1,1,1
0.02258,1,1,1,1
0.0226,1,1,1,1
0.02262,1,1,1,1
0.02264,1,1,1,1
0.02266,1,1,1,1
0.02268,1,1,1,1
0.0227,1,1,1,1
0.02272,1,1,1,1
0.02274,1,1,1,1
0.02276,1,1,1,1
0.02278,1,1,1,1
0.0228,1,1,1,1
0.02282,1,1,1,1
0.02284,1,1,1,1
0.02286,1,1,1,1
0.02288,1,1,1,1
0.0229,1,1,1,1
0.02292,1,1,1,1
0.02294,1,1,1,1
0.02296,1,1,1,1
0.02298,1,1,1,1
0.023,1,1,1,1
0.02302,1,1,1,1
0.02304,1,1,1,1
0.02306,1,1,1,1
0.02308,1,1,1,1
0.0231,1,1,1,1
0.02312,1,1,1,1
0.02314,1,1,1,1
0.02316,1,1,1,1
0.02318,1,1,1,1
0.0232,1,1,1,1
0.02322,1,1,1,1
0.02324,1,1,1,1
0.02326,1,1,1,1
0.02328,1,1,1,1
0.0233,1,1,1,1
0.02332,1,1,1,1
0.02334,1,1,1,1
0.02336,1,1,1,1
0.02338,1,1,1,1
0.0234,1,1,1,1
0.02342,1,1,1,1
0.02344,1,1,1,1
0.02346,1,1,1,1
0.02348,1,1,1,1
0.0235,1,1,1,1
0.02352,1,1,1,1
0.02354,1,1,1,1
0.02356,1,1,1,1
0.02358,1,1,1,1
0.0236,1,1,1,1
0.02362,1,1,1,1
0.02364,1,1,1,1
0.02366,1,1,1,1
0.02368,1,1,1,1
0.0237,1,1,1,1
0.02372,1,1,1,1
0.02374,1,1,1,1
0.02376,1,1,1,1
0.02378,1,1,1,1
0.0238,1,1,1,1
0.02382,1,1,1,1
0.02384,1,1,1,1
0.02386,1,1,1,1
0.02388,1,1,1,1
0.0239,1,1,1,1
0.02392,1,1,1,1
0.02394,1,1,1,1
0.02396,1,1,1,1
0.02398,1,1,1,1
0.024,1,1,1,1
0.02402,1,1,1,1
0.02404,1,1,1,1
0.02406,1,1,1,1
0.02408,1,1,1,1
0.0241,1,1,1,1
0.02412,1,1,1,1
0.02414,1,1,1,1
0.02416,1,1,1,1
0.02418,1,1,1,1
0.0242,1,1,1,1
0.02422,1,1,1,1
0.02424,1,1,1,1
0.02426,1,1,1,1
0.02428,1,1,1,1
0.0243,1,1,1,1
0.02432,1,1,1,1
0.02434,1,1,1,1
0.02436,1,1,1,1
0.02438,1,1,1,1
0.0244,1,1,1,1
0.02442,1,1,1,1
0.02444,1,1,1,1
0.02446,1,1,1,1
0.02448,1,1,1,1
0.0245,1,1,1,1
0.02452,1,1,1,1
0.02454,1,1,1,1
0.02456,1,1,1,1
0.02458,1,1,1,1
0.0246,1,1,1,1
0.02462,1,1,1,1
0.02464,1,1,1,1
0.02466,1,1,1,1
0.02468,1,1,1,1
0.0247,1,1,1,1
0.02472,1,1,1,1
0.02474,1,1,1,1
0.02476,1,1,1,1
0.02478,1,1,1,1
0.0248,1,1,1,1
0.02482,1,1,1,1
0.02484,1,1,1,1
0.02486,1,1,1,1
0.02488,1,1,1,1
0.0249,1,1,1,1
0.02492,1,1,1,1
0.02494,1,1,1,1
0.02496,1,1,1,1
0.02498,1,1,1,1
0.025,1,1,1,1
0.02502,1,1,1,1
0.02504,1,1,1,1
0.02506,1,1,1,1
0.02508,1,1,1,1
0.0251,1,1,1,1
0.02512,1,1,1,1
0.02514,1,1,1,1
0.02516,1,1,1,1
0.02518,1,1,1,1
0.0252,1,1,1,1
0.02522,1,1,1,1
0.02524,1,1,1,1
0.02526,1,1,1,1
0.02528,1,1,1,1
0.0253,1,1,1,1
0.02532,1,1,1,1
0.02534,1,1,1,1
0.02536,1,1,1,1
0.02538,1,1,1,1
0.0254,1,1,1,1
0.02542,1,1,1,1
0.02544,1,1,1,1
0.02546,1,1,1,1
0.02548,1,1,1,1
0.0255,1,1,1,1
0.02552,1,1,1,1
0.02554,1,1,1,1
0.02556,1,1,1,1
0.02558,1,1,1,1
0.0256,1,1,1,1
0.02562,1,1,1,1
0.02564,1,1,1,1
0.02566,1,1,1,1
0.02568,1,1,1,1
0.0257,1,1,1,1
0.02572,1,1,1,1
0.02574,1,1,1,1
0.02576,1,1,1,1
0.02578,1,1,1,1
0.0258,1,1,1,1
0.02582,1,1,1,1
0.02584,1,1,1,1
0.02586,1,1,1,1
0.02588,1,1,1,1
0.0259,1,1,1,1
0.02592,1,1,1,1
0.02594,1,1,1,1
0.02596,1,1,1,1
0.02598,1,1,1,1
0.026,1,1,1,1
0.02602,1,1,1,1
0.02604,1,1,1,1
0.02606,1,1,1,1
0.02608,1,1,1,1
0.0261,1,1,1,1
0.02612,1,1,1,1
0.02614,1,1,1,1
0.02616,1,1,1,1
0.02618,1,1,1,1
0.0262,1,1,1,1
0.02622,1,1,1,1
0.02624,1,1,1,1
0.02626,1,1,1,1
0.02628,1,1,1,1
0.0263,1,1,1,1
0.02632,1,1,1,1
0.02634,1,1,1,1
0.02636,1,1,1,1
0.02638,1,1,1,1
0.0264,1,1,1,1
0.02642,1,1,1,1
0.02644,1,1,1,1
0.02646,1,1,1,1
0.02648,1,1,1,1
0.0265,1,1,1,1
0.02652,1,1,1,1
0.02654,1,1,1,1
0.02656,1,1,1,1
0.02658,1,1,1,1
0.0266,1,1,1,1
0.02662,1,1,1,1
0.02664,1,1,1,1
0.02666,1,1,1,1
0.02668,1,1,1,1
0.0267,1,1,1,1
0.02672,1,1,1,1
0.02674,1,1,1,1
0.02676,1,1,1,1
0.02678,1,1,1,1
0.0268,1,1,1,1
0.02682,1,1,1,1
0.02684,1,1,1,1
0.02686,1,1,1,1
0.02688,1,1,1,1
0.0269,1,1,1,1
0.02692,1,1,1,1
0.02694,1,1,1,1
0.02696,1,1,1,1
0.02698,1,1,1,1
0.027,1,1,1,1
0.02702,1,1,1,1
0.02704,1,1,1,1
0.02706,1,1,1,1
0.02708,1,1,1,1
0.0271,1,1,1,1
0.02712,1,1,1,1
0.02714,1,1,1,1
0.02716,1,1,1,1
0.02718,1,1,1,1
0.0272,1,1,1,1
0.02722,1,1,1,1
0.02724,1,1,1,1
0.02726,1,1,1,1
0.02728,1,1,1,1
0.0273,1,1,1,1
0.02732,1,1,1,1
0.02734,1,1,1,1
0.02736,1,1,1,1
0.02738,1,1,1,1
0.0274,1,1,1,1
0.02742,1,1,1,1
0.02744,1,1,1,1
0.02746,1,1,1,1
0.02748,1,1,1,1
0.0275,1,1,1,1
0.02752,1,1,1,1
0.02754,1,1,1,1
0.02756,1,1,1,1
0.02758,1,1,1,1
0.0276,1,1,1,1
0.02762,1,1,1,1
0.02764,1,1,1,1
0.02766,1,1,1,1
0.02768,1,1,1,1
0.0277,1,1,1,1
0.02772,1,1,1,1
0.02774,1,1,1,1
0.02776,1,1,1,1
0.02778,1,1,1,1
0.0278,1,1,1,1
0.02782,1,1,1,1
0.02784,1,1,1,1
0.02786,1,1,1,1
0.02788,1,1,1,1
0.0279,1,1,1,1
0.02792,1,1,1,1
0.02794,1,1,1,1
0.02796,1,1,1,1
0.02798,1,1,1,1
0.028,1,1,1,1
0.02802,1,1,1,1
0.02804,1,1,1,1
0.02806,1,1,1,1
0.02808,1,1,1,1
0.0281,1,1,1,1
0.02812,1,1,1,1
0.02814,1,1,1,1
0.02816,1,1,1,1
0.02818,1,1,1,1
0.0282,1,1,1,1
0.02822,1,1,1,1
0.02824,1,1,1,1
0.02826,1,1,1,1
0.02828,1,1,1,1
0.0283,1,1,1,1
0.02832,1,1,1,1
0.02834,1,1,1,1
0.02836,1,1,1,1
0.02838,1,1,1,1
0.0284,1,1,1,1
0.02842,1,1,1,1
0.02844,1,1,1,1
0.02846,1,1,1,1
0.02848,1,1,1,1
0.0285,1,1,1,1
0.02852,1,1,1,1
0.02854,1,1,1,1
0.02856,1,1,1,1
0.02858,1,1,1,1
0.0286,1,1,1,1
0.02862,1,1,1,1
0.02864,1,1,1,1
0.02866,1,1,1,1
0.02868,1,1,1,1
0.0287,1,1,1,1
0.02872,1,1,1,1
0.02874,1,1,1,1
0.02876,1,1,1,1
0.02878,1,1,1,1
0.0288,1,1,1,1
0.02882,1,1,1,1
0.02884,1,1,1,1
0.02886,1,1,1,1
0.02888,1,1,1,1
0.0289,1,1,1,1
0.02892,1,1,1,1
0.02894,1,1,1,1
0.02896,1,1,1,1
0.02898,1,1,1,1
0.029,1,1,1,1
0.02902,1,1,1,1
0.02904,1,1,1,1
0.02906,1,1,1,1
0.02908,1,1,1,1
0.0291,1,1,1,1
0.02912,1,1,1,1
0.02914,1,1,1,1
0.02916,1,1,1,1
0.02918,1,1,1,1
0.0292,1,1,1,1
0.02922,1,1,1,1
0.02924,1,1,1,1
0.02926,1,1,1,1
0.02928,1,1,1,1
0.0293,1,1,1,1
0.02932,1,1,1,1
0.02934,1,1,1,1
0.02936,1,1,1,1
0.02938,1,1,1,1
0.0294,1,1,1,1
0.02942,1,1,1,1
0.02944,1,1,1,1
0.02946,1,1,1,1
0.02948,1,1,1,1
0.0295,1,1,1,1
0.02952,1,1,1,1
0.02954,1,1,1,1
0.02956,1,1,1,1
0.02958,1,1,1,1
0.0296,1,1,1,1
0.02962,1,1,1,1
0.02964,1,1,1,1
0.02966,1,1,1,1
0.02968,1,1,1,1
0.0297,1,1,1,1
0.02972,1,1,1,1
0.02974,1,1,1,1
0.02976,1,1,1,1
0.02978,1,1,1,1
0.0298,1,1,1,1
0.02982,1,1,1,1
0.02984,1,1,1,1
0.02986,1,1,1,1
0.02988,1,1,1,1
0.0299,1,1,1,1
0.02992,1,1,1,1
0.02994,1,1,1,1
0.02996,1,1,1,1
0.02998,1,1,1,1
0.03,1,1,1,1
0.03002,1,1,1,1
0.03004,1,1,1,1
0.03006,1,1,1,1
0.03008,1,1,1,1
0.0301,1,1,1,1
0.03012,1,1,1,1
0.03014,1,1,1,1
0.03016,1,1,1,1
0.03018,1,1,1,1
0.0302,1,1,1,1
0.03022,1,1,1,1
0.03024,1,1,1,1
0.03026,1,1,1,1
0.03028,1,1,1,1
0.0303,1,1,1,1
0.03032,1,1,1,1
0.03034,1,1,1,1
0.03036,1,1,1,1
0.03038,1,1,1,1
0.0304,1,1,1,1
0.03042,1,1,1,1
0.03044,1,1,1,1
0.03046,1,1,1,1
0.03048,1,1,1,1
0.0305,1,1,1,1
0.03052,1,1,1,1
0.03054,1,1,1,1
0.03056,1,1,1,1
0.03058,1,1,1,1
0.0306,1,1,1,1
0.03062,1,1,1,1
0.03064,1,1,1,1
0.03066,1,1,1,1
0.03068,1,1,1,1
0.0307,1,1,1,1
0.03072,1,1,1,1
0.03074,1,1,1,1
0.03076,1,1,1,1
0.03078,1,1,1,1
0.0308,1,1,1,1
0.03082,1,1,1,1
0.03084,1,1,1,1
0.03086,1,1,1,1
0.03088,1,1,1,1
0.0309,1,1,1,1
0.03092,1,1,1,1
0.03094,1,1,1,1
0.03096,1,1,1,1
0.03098,1,1,1,1
0.031,1,1,1,1
0.03102,1,1,1,1
0.03104,1,1,1,1
0.03106,1,1,1,1
0.03108,1,1,1,1
0.0311,1,1,1,1
0.03112,1,1,1,1
0.03114,1,1,1,1
0.03116,1,1,1,1
0.03118,1,1,1,1
0.0312,1,1,1,1
0.03122,1,1,1,1
0.03124,1,1,1,1
0.03126,1,1,1,1
0.03128,1,1,1,1
0.0313,1,1,1,1
0.03132,1,1,1,1
0.03134,1,1,1,1
0.03136,1,1,1,1
0.03138,1,1,1,1
0.0314,1,1,1,1
0.03142,1,1,1,1
0.03144,1,1,1,1
0.03146,1,1,1,1
0.03148,1,1,1,1
0.0315,1,1,1,1
0.03152,1,1,1,1
0.03154,1,1,1,1
0.03156,1,1,1,1
0.03158,1,1,1,1
0.0316,1,1,1,1
0.03162,1,1,1,1
0.03164,1,1,1,1
0.03166,1,1,1,1
0.03168,1,1,1,1
0.0317,1,1,1,1
0.03172,1,1,1,1
0.03174,1,1,1,1
0.03176,1,1,1,1
0.03178,1,1,1,1
0.0318,1,1,1,1
0.03182,1,1,1,1
0.03184,1,1,1,1
0.03186,1,1,1,1
0.03188,1,1,1,1
0.0319,1,1,1,1
0.03192,1,1,1,1
0.03194,1,1,1,1
0.03196,1,1,1,1
0.03198,1,1,1,1
0.032,1,1,1,1
0.03202,1,1,1,1
0.03204,1,1,1,1
0.03206,1,1,1,1
0.03208,1,1,1,1
0.0321,1,1,1,1
0.03212,1,1,1,1
0.03214,1,1,1,1
0.03216,1,1,1,1
0.03218,1,1,1,1
0.0322,1,1,1,1
0.03222,1,1,1,1
0.03224,1,1,1,1
0.03226,1,1,1,1
0.03228,1,1,1,1
0.0323,1,1,1,1
0.03232,1,1,1,1
0.03234,1,1,1,1
0.03236,1,1,1,1
0.03238,1,1,1,1
0.0324,1,1,1,1
0.03242,1,1,1,1
0.03244,1,1,1,1
0.03246,1,1,1,1
0.03248,1,1,1,1
0.0325,1,1,1,1
0.03252,1,1,1,1
0.03254,1,1,1,1
0.03256,1,1,1,1
0.03258,1,1,1,1
0.0326,1,1,1,1
0.03262,1,1,1,1
0.03264,1,1,1,1
0.03266,1,1,1,1
0.03268,1,1,1,1
0.0327,1,1,1,1
0.03272,1,1,1,1
0.03274,1,1,1,1
0.03276,1,1,1,1
0.03278,1,1,1,1
0.0328,1,1,1,1
0.03282,1,1,1,1
0.03284,1,1,1,1
0.03286,1,1,1,1
0.03288,1,1,1,1
0.0329,1,1,1,1
0.03292,1,1,1,1
0.03294,1,1,1,1
0.03296,1,1,1,1
0.03298,1,1,1,1
0.033,1,1,1,1
0.03302,1,1,1,1
0.03304,1,1,1,1
0.03306,1,1,1,1
0.03308,1,1,1,1
0.0331,1,1,1,1
0.03312,1,1,1,1
0.03314,1,1,1,1
0.03316,1,1,1,1
0.03318,1,1,1,1
0.0332,1,1,1,1
0.03322,1,1,1,1
0.03324,1,1,1,1
0.03326,1,1,1,1
0.03328,1,1,1,1
0.0333,1,1,1,1
0.03332,1,1,1,1
0.03334,1,1,1,1
0.03336,1,1,1,1
0.03338,1,1,1,1
0.0334,1,1,1,1
0.03342,1,1,1,1
0.03344,1,1,1,1
0.03346,1,1,1,1
0.03348,1,1,1,1
0.0335,1,1,1,1
0.03352,1,1,1,1
0.03354,1,1,1,1
0.03356,1,1,1,1
0.03358,1,1,1,1
0.0336,1,1,1,1
0.03362,1,1,1,1
0.03364,1,1,1,1
0.03366,1,1,1,1
0.03368,1,1,1,1
0.0337,1,1,1,1
0.03372,1,1,1,1
0.03374,1,1,1,1
0.03376,1,1,1,1
0.03378,1,1,1,1
0.0338,1,1,1,1
0.03382,1,1,1,1
0.03384,1,1,1,1
0.03386,1,1,1,1
0.03388,1,1,1,1
0.0339,1,1,1,1
0.03392,1,1,1,1
0.03394,1,1,1,1
0.03396,1,1,1,1
0.03398,1,1,1,1
0.034,1,1,1,1
0.03402,1,1,1,1
0.03404,1,1,1,1
0.03406,1,1,1,1
0.03408,1,1,1,1
0.0341,1,1,1,1
0.03412,1,1,1,1
0.03414,1,1,1,1
0.03416,1,1,1,1
0.03418,1,1,1,1
0.0342,1,1,1,1
0.03422,1,1,1,1
0.03424,1,1,1,1
0.03426,1,1,1,1
0.03428,1,1,1,1
0.0343,1,1,1,1
0.03432,1,1,1,1
0.03434,1,1,1,1
0.03436,1,1,1,1
0.03438,1,1,1,1
0.0344,1,1,1,1
0.03442,1,1,1,1
0.03444,1,1,1,1
0.03446,1,1,1,1
0.03448,1,1,1,1
0.0345,1,1,1,1
0.03452,1,1,1,1
0.03454,1,1,1,1
0.03456,1,1,1,1
0.03458,1,1,1,1
0.0346,1,1,1,1
0.03462,1,1,1,1
0.03464,1,1,1,1
0.03466,1,1,1,1
0.03468,1,1,1,1
0.0347,1,1,1,1
0.03472,1,1,1,1
0.03474,1,1,1,1
0.03476,1,1,1,1
0.03478,1,1,1,1
0.0348,1,1,1,1
0.03482,1,1,1,1
0.03484,1,1,1,1
0.03486,1,1,1,1
0.03488,1,1,1,1
0.0349,1,1,1,1
0.03492,1,1,1,1
0.03494,1,1,1,1
0.03496,1,1,1,1
0.03498,1,1,1,1
0.035,1,1,1,1
0.03502,1,1,1,1
0.03504,1,1,1,1
0.03506,1,1,1,1
0.03508,1,1,1,1
0.0351,1,1,1,1
0.03512,1,1,1,1
0.03514,1,1,1,1
0.03516,1,1,1,1
0.03518,1,1,1,1
0.0352,1,1,1,1
0.03522,1,1,1,1
0.03524,1,1,1,1
0.03526,1,1,1,1
0.03528,1,1,1,1
0.0353,1,1,1,1
0.03532,1,1,1,1
0.03534,1,1,1,1
0.03536,1,1,1,1
0.03538,1,1,1,1
0.0354,1,1,1,1
0.03542,1,1,1,1
0.03544,1,1,1,1
0.03546,1,1,1,1
0.03548,1,1,1,1
0.0355,1,1,1,1
0.03552,1,1,1,1
0.03554,1,1,1,1
0.03556,1,1,1,1
0.03558,1,1,1,1
0.0356,1,1,1,1
0.03562,1,1,1,1
0.03564,1,1,1,1
0.03566,1,1,1,1
0.03568,1,1,1,1
0.0357,1,1,1,1
0.03572,1,1,1,1
0.03574,1,1,1,1
0.03576,1,1,1,1
0.03578,1,1,1,1
0.0358,1,1,1,1
0.03582,1,1,1,1
0.03584,1,1,1,1
0.03586,1,1,1,1
0.03588,1,1,1,1
0.0359,1,1,1,1
0.03592,1,1,1,1
0.03594,1,1,1,1
0.03596,1,1,1,1
0.03598,1,1,1,1
0.036,1,1,1,1
0.03602,1,1,1,1
0.03604,1,1,1,1
0.03606,1,1,1,1
0.03608,1,1,1,1
0.0361,1,1,1,1
0.03612,1,1,1,1
0.03614,1,1,1,1
0.03616,1,1,1,1
0.03618,1,1,1,1
0.0362,1,1,1,1
0.03622,1,1,1,1
0.03624,1,1,1,1
0.03626,1,1,1,1
0.03628,1,1,1,1
0.0363,1,1,1,1
0.03632,1,1,1,1
0.03634,1,1,1,1
0.03636,1,1,1,1
0.03638,1,1,1,1
0.0364,1,1,1,1
0.03642,1,1,1,1
0.03644,1,1,1,1
0.03646,1,1,1,1
0.03648,1,1,1,1
0.0365,1,1,1,1
0.03652,1,1,1,1
0.03654,1,1,1,1
0.03656,1,1,1,1
0.03658,1,1,1,1
0.0366,1,1,1,1
0.03662,1,1,1,1
0.03664,1,1,1,1
0.03666,1,1,1,1
0.03668,1,1,1,1
0.0367,1,1,1,1
0.03672,1,1,1,1
0.03674,1,1,1,1
0.03676,1,1,1,1
0.03678,1,1,1,1
0.0368,1,1,1,1
0.03682,1,1,1,1
0.03684,1,1,1,1
0.03686,1,1,1,1
0.03688,1,1,1,1
0.0369,1,1,1,1
0.03692,1,1,1,1
0.03694,1,1,1,1
0.03696,1,1,1,1
0.03698,1,1,1,1
0.037,1,1,1,1
0.03702,1,1,1,1
0.03704,1,1,1,1
0.03706,1,1,1,1
0.03708,1,1,1,1
0.0371,1,1,1,1
0.03712,1,1,1,1
0.03714,1,1,1,1
0.03716,1,1,1,1
0.03718,1,1,1,1
0.0372,1,1,1,1
0.03722,1,1,1,1
0.03724,1,1,1,1
0.03726,1,1,1,1
0.03728,1,1,1,1
0.0373,1,1,1,1
0.03732,1,1,1,1
0.03734,1,1,1,1
0.03736,1,1,1,1
0.03738,1,1,1,1
0.0374,1,1,1,1
0.03742,1,1,1,1
0.03744,1,1,1,1
0.03746,1,1,1,1
0.03748,1,1,1,1
0.0375,1,1,1,1
0.03752,1,1,1,1
0.03754,1,1,1,1
0.03756,1,1,1,1
0.03758,1,1,1,1
0.0376,1,1,1,1
0.03762,1,1,1,1
0.03764,1,1,1,1
0.03766,1,1,1,1
0.03768,1,1,1,1
0.0377,1,1,1,1
0.03772,1,1,1,1
0.03774,1,1,1,1
0.03776,1,1,1,1
0.03778,1,1,1,1
0.0378,1,1,1,1
0.03782,1,1,1,1
0.03784,1,1,1,1
0.03786,1,1,1,1
0.03788,1,1,1,1
0.0379,1,1,1,1
0.03792,1,1,1,1
0.03794,1,1,1,1
0.03796,1,1,1,1
0.03798,1,1,1,1
0.038,1,1,1,1
0.03802,1,1,1,1
0.03804,1,1,1,1
0.03806,1,1,1,1
0.03808,1,1,1,1
0.0381,1,1,1,1
0.03812,1,1,1,1
0.03814,1,1,1,1
0.03816,1,1,1,1
0.03818,1,1,1,1
0.0382,1,1,1,1
0.03822,1,1,1,1
0.03824,1,1,1,1
0.03826,1,1,1,1
0.03828,1,1,1,1
0.0383,1,1,1,1
0.03832,1,1,1,1
0.03834,1,1,1,1
0.03836,1,1,1,1
0.03838,1,1,1,1
0.0384,1,1,1,1
0.03842,1,1,1,1
0.03844,1,1,1,1
0.03846,1,1,1,1
0.03848,1,1,1,1
0.0385,1,1,1,1
0.03852,1,1,1,1
0.03854,1,1,1,1
0.03856,1,1,1,1
0.03858,1,1,1,1
0.0386,1,1,1,1
0.03862,1,1,1,1
0.03864,1,1,1,1
0.03866,1,1,1,1
0.03868,1,1,1,1
0.0387,1,1,1,1
0.03872,1,1,1,1
0.03874,1,1,1,1
0.03876,1,1,1,1
0.03878,1,1,1,1
0.0388,1,1,1,1
0.03882,1,1,1,1
0.03884,1,1,1,1
0.03886,1,1,1,1
0.03888,1,1,1,1
0.0389,1,1,1,1
0.03892,1,1,1,1
0.03894,1,1,1,1
0.03896,1,1,1,1
0.03898,1,1,1,1
0.039,1,1,1,1
0.03902,1,1,1,1
0.03904,1,1,1,1
0.03906,1,1,1,1
0.03908,1,1,1,1
0.0391,1,1,1,1
0.03912,1,1,1,1
0.03914,1,1,1,1
0.03916,1,1,1,1
0.03918,1,1,1,1
0.0392,1,1,1,1
0.03922,1,1,1,1
0.03924,1,1,1,1
0.03926,1,1,1,1
0.03928,1,1,1,1
0.0393,1,1,1,1
0.03932,1,1,1,1
0.03934,1,1,1,1
0.03936,1,1,1,1
0.03938,1,1,1,1
0.0394,1,1,1,1
0.03942,1,1,1,1
0.03944,1,1,1,1
0.03946,1,1,1,1
0.03948,1,1,1,1
0.0395,1,1,1,1
0.03952,1,1,1,1
0.03954,1,1,1,1
0.03956,1,1,1,1
0.03958,1,1,1,1
0.0396,1,1,1,1
0.03962,1,1,1,1
0.03964,1,1,1,1
0.03966,1,1,1,1
0.03968,1,1,1,1
0.0397,1,1,1,1
0.03972,1,1,1,1
0.03974,1,1,1,1
0.03976,1,1,1,1
0.03978,1,1,1,1
0.0398,1,1,1,1
0.03982,1,1,1,1
0.03984,1,1,1,1
0.03986,1,1,1,1
0.03988,1,1,1,1
0.0399,1,1,1,1
0.03992,1,1,1,1
0.03994,1,1,1,1
0.03996,1,1,1,1
0.03998,1,1,1,1
0.04,1,1,1,1
0.04002,1,1,1,1
0.04004,1,1,1,1
0.04006,1,1,1,1
0.04008,1,1,1,1
0.0401,1,1,1,1
0.04012,1,1,1,1
0.04014,1,1,1,1
0.04016,1,1,1,1
0.04018,1,1,1,1
0.0402,1,1,1,1
0.04022,1,1,1,1
0.04024,1,1,1,1
0.04026,1,1,1,1
0.04028,1,1,1,1
0.0403,1,1,1,1
0.04032,1,1,1,1
0.04034,1,1,1,1
0.04036,1,1,1,1
0.04038,1,1,1,1
0.0404,1,1,1,1
0.04042,1,1,1,1
0.04044,1,1,1,1
0.04046,1,1,1,1
0.04048,1,1,1,1
0.0405,1,1,1,1
0.04052,1,1,1,1
0.04054,1,1,1,1
0.04056,1,1,1,1
0.04058,1,1,1,1
0.0406,1,1,1,1
0.04062,1,1,1,1
0.04064,1,1,1,1
0.04066,1,1,1,1
0.04068,1,1,1,1
0.0407,1,1,1,1
0.04072,1,1,1,1
0.04074,1,1,1,1
0.04076,1,1,1,1
0.04078,1,1,1,1
0.0408,1,1,1,1
0.04082,1,1,1,1
0.04084,1,1,1,1
0.04086,1,1,1,1
0.04088,1,1,1,1
0.0409,1,1,1,1
0.04092,1,1,1,1
0.04094,1,1,1,1
0.04096,1,1,1,1
0.04098,1,1,1,1
0.041,1,1,1,1
0.04102,1,1,1,1
0.04104,1,1,1,1
0.04106,1,1,1,1
0.04108,1,1,1,1
0.0411,1,1,1,1
0.04112,1,1,1,1
0.04114,1,1,1,1
0.04116,1,1,1,1
0.04118,1,1,1,1
0.0412,1,1,1,1
0.04122,1,1,1,1
0.04124,1,1,1,1
0.04126,1,1,1,1
0.04128,1,1,1,1
0.0413,1,1,1,1
0.04132,1,1,1,1
0.04134,1,1,1,1
0.04136,1,1,1,1
0.04138,1,1,1,1
0.0414,1,1,1,1
0.04142,1,1,1,1
0.04144,1,1,1,1
0.04146,1,1,1,1
0.04148,1,1,1,1
0.0415,1,1,1,1
0.04152,1,1,1,1
0.04154,1,1,1,1
0.04156,1,1,1,1
0.04158,1,1,1,1
0.0416,1,1,1,1
0.04162,1,1,1,1
0.04164,1,1,1,1
0.04166,1,1,1,1
0.04168,1,1,1,1
0.0417,1,1,1,1
0.04172,1,1,1,1
0.04174,1,1,1,1
0.04176,1,1,1,1
0.04178,1,1,1,1
0.0418,1,1,1,1
0.04182,1,1,1,1
0.04184,1,1,1,1
0.04186,1,1,1,1
0.04188,1,1,1,1
0.0419,1,1,1,1
0.04192,1,1,1,1
0.04194,1,1,1,1
0.04196,1,1,1,1
0.04198,1,1,1,1
0.042,1,1,1,1
0.04202,1,1,1,1
0.04204,1,1,1,1
0.04206,1,1,1,1
0.04208,1,1,1,1
0.0421,1,1,1,1
0.04212,1,1,1,1
0.04214,1,1,1,1
0.04216,1,1,1,1
0.04218,1,1,1,1
0.0422,1,1,1,1
0.04222,1,1,1,1
0.04224,1,1,1,1
0.04226,1,1,1,1
0.04228,1,1,1,1
0.0423,1,1,1,1
0.04232,1,1,1,1
0.04234,1,1,1,1
0.04236,1,1,1,1
0.04238,1,1,1,1
0.0424,1,1,1,1
0.04242,1,1,1,1
0.04244,1,1,1,1
0.04246,1,1,1,1
0.04248,1,1,1,1
0.0425,1,1,1,1
0.04252,1,1,1,1
0.04254,1,1,1,1
0.04256,1,1,1,1
0.04258,1,1,1,1
0.0426,1,1,1,1
0.04262,1,1,1,1
0.04264,1,1,1,1
0.04266,1,1,1,1
0.04268,1,1,1,1
0.0427,1,1,1,1
0.04272,1,1,1,1
0.04274,1,1,1,1
0.04276,1,1,1,1
0.04278,1,1,1,1
0.0428,1,1,1,1
0.04282,1,1,1,1
0.04284,1,1,1,1
0.04286,1,1,1,1
0.04288,1,1,1,1
0.0429,1,1,1,1
0.04292,1,1,1,1
0.04294,1,1,1,1
0.04296,1,1,1,1
0.04298,1,1,1,1
0.043,1,1,1,1
0.04302,1,1,1,1
0.04304,1,1,1,1
