"time","ydegC","ydegF","ydegRk","ydeg","yrpm","ykmh","yday","yhour","yminute","ylitre","ykWh","ybar","ygps"
0,20,20,20,20,20,20,20,20,20,20,20,20,20
0.00022,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161,19.9999617849161
0.00044,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565,19.9998471399565
0.00066,19.9996560659974,19.9996560659973,19.9996560659974,19.9996560659974,19.9996560659974,19.9996560659974,19.9996560659974,19.9996560659974,19.9996560659974,19.9996560659974,19.9996560659974,19.9996560659974,19.9996560659974
0.00088,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991,19.9993885644991
0.0011,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063,19.9990446375063
0.00132,19.9986242876475,19.9986242876475,19.9986242876476,19.9986242876476,19.9986242876476,19.9986242876476,19.9986242876476,19.9986242876476,19.9986242876476,19.9986242876476,19.9986242876476,19.9986242876476,19.9986242876476
0.00154,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356,19.9981275181356
0.00176,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672,19.9975543327672
0.00198,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233,19.9969047359233
0.0022,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688,19.9961787325688
0.00242,19.9953763282525,19.9953763282524,19.9953763282524,19.9953763282525,19.9953763282524,19.9953763282524,19.9953763282524,19.9953763282524,19.9953763282524,19.9953763282524,19.9953763282524,19.9953763282524,19.9953763282524
0.00264,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071,19.9944975291071
0.00286,19.9935423418495,19.9935423418494,19.9935423418495,19.9935423418495,19.9935423418495,19.9935423418495,19.9935423418495,19.9935423418495,19.9935423418495,19.9935423418495,19.9935423418495,19.9935423418495,19.9935423418495
0.00308,19.99251077378,19.99251077378,19.99251077378,19.99251077378,19.99251077378,19.99251077378,19.99251077378,19.99251077378,19.99251077378,19.99251077378,19.99251077378,19.99251077378,19.99251077378
0.0033,19.991402832783,19.991402832783,19.991402832783,19.991402832783,19.991402832783,19.991402832783,19.991402832783,19.991402832783,19.991402832783,19.991402832783,19.991402832783,19.991402832783,19.991402832783
0.00352,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265,19.9902185273265
0.00374,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622,19.9889578664622
0.00396,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252,19.9876208598252
