"time","x","y","yd","ydd","k1","k2","y2","y2d","y2dd"
0,-1,-1.4142135623731,0.636396103067893,0.427799602617861,1,2,-1.4142135623731,0.636396103067893,0.427799602617861
0.0002,-0.9998,-1.41408627459572,0.63648167454091,0.427915137072806,1.00004,2.00004,-1.41408627459572,0.63648167454091,0.427915137072806
0.0004,-0.9996,-1.41395896970174,0.636567269126532,0.428030728678694,1.00008,2.00008,-1.41395896970174,0.636567269126532,0.428030728678694
0.0006,-0.9994,-1.41383164768653,0.636652886836194,0.428146377475256,1.00012,2.00012,-1.41383164768653,0.636652886836194,0.428146377475256
0.0008,-0.9992,-1.41370430854546,0.636738527681337,0.428262083502257,1.00016,2.00016,-1.41370430854546,0.636738527681337,0.428262083502257
0.001,-0.999,-1.41357695227391,0.636824191673413,0.428377846799498,1.0002,2.0002,-1.41357695227391,0.636824191673413,0.428377846799498
0.0012,-0.9988,-1.41344957886725,0.636909878823878,0.428493667406816,1.00024,2.00024,-1.41344957886725,0.636909878823878,0.428493667406816
0.0014,-0.9986,-1.41332218832084,0.636995589144199,0.428609545364083,1.00028,2.00028,-1.41332218832084,0.636995589144199,0.428609545364083
0.0016,-0.9984,-1.41319478063004,0.637081322645849,0.428725480711207,1.00032,2.00032,-1.41319478063004,0.637081322645849,0.428725480711207
0.0018,-0.9982,-1.41306735579023,0.637167079340312,0.428841473488133,1.00036,2.00036,-1.41306735579023,0.637167079340312,0.428841473488133
0.002,-0.998,-1.41293991379676,0.637252859239076,0.42895752373484,1.0004,2.0004,-1.41293991379676,0.637252859239076,0.42895752373484
0.0022,-0.9978,-1.41281245464499,0.63733866235364,0.429073631491345,1.00044,2.00044,-1.41281245464499,0.63733866235364,0.429073631491345
0.0024,-0.9976,-1.41268497833027,0.637424488695509,0.429189796797699,1.00048,2.00048,-1.41268497833027,0.637424488695509,0.429189796797699
0.0026,-0.9974,-1.41255748484796,0.637510338276198,0.42930601969399,1.00052,2.00052,-1.41255748484796,0.637510338276198,0.42930601969399
0.0028,-0.9972,-1.41242997419341,0.637596211107229,0.429422300220343,1.00056,2.00056,-1.41242997419341,0.637596211107229,0.429422300220343
0.003,-0.997,-1.41230244636197,0.637682107200131,0.429538638416916,1.0006,2.0006,-1.41230244636197,0.637682107200131,0.429538638416916
0.0032,-0.9968,-1.41217490134898,0.637768026566443,0.429655034323907,1.00064,2.00064,-1.41217490134898,0.637768026566443,0.429655034323907
0.0034,-0.9966,-1.41204733914979,0.637853969217711,0.429771487981546,1.00068,2.00068,-1.41204733914979,0.637853969217711,0.429771487981546
0.0036,-0.9964,-1.41191975975974,0.637939935165488,0.429887999430104,1.00072,2.00072,-1.41191975975974,0.637939935165488,0.429887999430104
0.0038,-0.9962,-1.41179216317417,0.638025924421338,0.430004568709884,1.00076,2.00076,-1.41179216317417,0.638025924421338,0.430004568709884
0.004,-0.996,-1.41166454938842,0.63811193699683,0.430121195861228,1.0008,2.0008,-1.41166454938842,0.63811193699683,0.430121195861228
0.0042,-0.9958,-1.41153691839782,0.638197972903543,0.430237880924512,1.00084,2.00084,-1.41153691839782,0.638197972903543,0.430237880924512
0.0044,-0.9956,-1.4114092701977,0.638284032153064,0.430354623940151,1.00088,2.00088,-1.4114092701977,0.638284032153064,0.430354623940151
0.0046,-0.9954,-1.4112816047834,0.638370114756986,0.430471424948594,1.00092,2.00092,-1.4112816047834,0.638370114756986,0.430471424948594
0.0048,-0.9952,-1.41115392215024,0.638456220726912,0.430588283990328,1.00096,2.00096,-1.41115392215024,0.638456220726912,0.430588283990328
0.005,-0.995,-1.41102622229355,0.638542350074453,0.430705201105875,1.001,2.001,-1.41102622229355,0.638542350074453,0.430705201105875
0.0052,-0.9948,-1.41089850520865,0.638628502811229,0.430822176335796,1.00104,2.00104,-1.41089850520865,0.638628502811229,0.430822176335796
0.0054,-0.9946,-1.41077077089086,0.638714678948865,0.430939209720686,1.00108,2.00108,-1.41077077089086,0.638714678948865,0.430939209720686
0.0056,-0.9944,-1.41064301933551,0.638800878498997,0.431056301301178,1.00112,2.00112,-1.41064301933551,0.638800878498997,0.431056301301178
0.0058,-0.9942,-1.4105152505379,0.638887101473268,0.43117345111794,1.00116,2.00116,-1.4105152505379,0.638887101473268,0.43117345111794
0.006,-0.994,-1.41038746449336,0.638973347883329,0.43129065921168,1.0012,2.0012,-1.41038746449336,0.638973347883329,0.43129065921168
0.0062,-0.9938,-1.41025966119719,0.63905961774084,0.431407925623139,1.00124,2.00124,-1.41025966119719,0.63905961774084,0.431407925623139
0.0064,-0.9936,-1.4101318406447,0.639145911057469,0.431525250393097,1.00128,2.00128,-1.4101318406447,0.639145911057469,0.431525250393097
0.0066,-0.9934,-1.4100040028312,0.639232227844891,0.43164263356237,1.00132,2.00132,-1.4100040028312,0.639232227844891,0.43164263356237
0.0068,-0.9932,-1.40987614775199,0.63931856811479,0.431760075171812,1.00136,2.00136,-1.40987614775199,0.63931856811479,0.431760075171812
0.007,-0.993,-1.40974827540239,0.639404931878858,0.431877575262311,1.0014,2.0014,-1.40974827540239,0.639404931878858,0.431877575262311
0.0072,-0.9928,-1.40962038577767,0.639491319148796,0.431995133874796,1.00144,2.00144,-1.40962038577767,0.639491319148796,0.431995133874796
0.0074,-0.9926,-1.40949247887316,0.639577729936312,0.432112751050229,1.00148,2.00148,-1.40949247887316,0.639577729936312,0.432112751050229
