"time","heatCapacitor.T","prismatic.s","prismatic.v","prismatic1.s","prismatic1.v","prismatic2.s","prismatic2.v"
0,293.15,0.5,-0.1,0.5,-0.1,0.5,-0.1
0.0014,293.15004324974,0.499860242713173,-0.0996370464698782,0.499860242713173,-0.0996370464698782,0.499860242713173,-0.0996370464698782
0.0028,293.150086110775,0.499721115137614,-0.0991171366853221,0.499721115137614,-0.0991171366853221,0.499721115137614,-0.0991171366853221
0.0042,293.150128463876,0.499582814724727,-0.0984525110804332,0.499582814724727,-0.0984525110804332,0.499582814724727,-0.0984525110804332
0.0056,293.150170199832,0.499445526067188,-0.0976546143330429,0.499445526067188,-0.0976546143330429,0.499445526067188,-0.0976546143330429
0.007,293.150211210262,0.499309436199407,-0.0967350425409195,0.499309436199407,-0.0967350425409195,0.499309436199407,-0.0967350425409195
0.0084,293.150251401302,0.499174712809977,-0.0957041923976746,0.499174712809977,-0.0957041923976746,0.499174712809977,-0.0957041923976746
0.0098,293.150290692522,0.499041506148623,-0.0945713793923137,0.499041506148623,-0.0945713793923137,0.499041506148623,-0.0945713793923137
0.0112,293.150329014306,0.498909952977693,-0.0933450827937985,0.498909952977693,-0.0933450827937985,0.498909952977693,-0.0933450827937985
0.0126,293.150366306895,0.498780178275421,-0.0920330512531069,0.498780178275421,-0.0920330512531069,0.498780178275421,-0.0920330512531069
0.014,293.150402519168,0.49865229693656,-0.0906424082441907,0.49865229693656,-0.0906424082441907,0.49865229693656,-0.0906424082441907
0.0154,293.150437607829,0.498526414864441,-0.0891797197741262,0.498526414864441,-0.0891797197741262,0.498526414864441,-0.0891797197741262
0.0168,293.15047153769,0.498402628583293,-0.0876509703455485,0.498402628583293,-0.0876509703455485,0.498402628583293,-0.0876509703455485
0.0182,293.150504280728,0.498281026242895,-0.0860616252427236,0.498281026242895,-0.0860616252427236,0.498281026242895,-0.0860616252427236
0.0196,293.150535816494,0.498161687332441,-0.0844166127949006,0.498161687332441,-0.0844166127949006,0.498161687332441,-0.0844166127949006
0.021,293.150566127319,0.498044688596576,-0.0827206911715895,0.498044688596576,-0.0827206911715895,0.498044688596576,-0.0827206911715895
0.0224,293.15059520452,0.497930096213245,-0.0809779634051933,0.497930096213245,-0.0809779634051933,0.497930096213245,-0.0809779634051933
0.0238,293.150623041025,0.497817974744311,-0.0791924323310112,0.497817974744311,-0.0791924323310112,0.497817974744311,-0.0791924323310112
0.0252,293.150649637628,0.497708379752921,-0.0773675428646735,0.497708379752921,-0.0773675428646735,0.497708379752921,-0.0773675428646735
