"time","ramp.y","boundary.ports[1].m_flow","boundary.ports[1].p","boundary.ports[1].h_outflow","sensor.port_b.m_flow","sensor.port_b.p","sensor.port_b.h_outflow","fitting1.port_b.m_flow","fitting1.port_b.p","fitting1.port_b.h_outflow","fitting2.port_b.m_flow","fitting2.port_b.p","fitting2.port_b.h_outflow"
0,100000,1597.9231699216,100000,303633.934260624,1597.9231699216,100000,303633.934260624,1597.9231699216,300000,303633.934260624,1597.9231699216,300000,303633.934260624
0.000202,100080.8,1597.60107544657,100080.8,303633.934260624,1597.60107544657,100080.8,303633.934260624,1597.60107544657,300000,303633.934260624,1597.60107544657,300000,303633.934260624
0.000404,100161.6,1597.27891587525,100161.6,303633.934260624,1597.27891587525,100161.6,303633.934260624,1597.27891587525,300000,303633.934260624,1597.27891587525,300000,303633.934260624
0.000606,100242.4,1596.95669116816,100242.4,303633.934260624,1596.95669116816,100242.4,303633.934260624,1596.95669116816,300000,303633.934260624,1596.95669116816,300000,303633.934260624
0.000808,100323.2,1596.63440128578,100323.2,303633.934260624,1596.63440128578,100323.2,303633.934260624,1596.63440128578,300000,303633.934260624,1596.63440128578,300000,303633.934260624
0.00101,100404,1596.31204618853,100404,303633.934260624,1596.31204618853,100404,303633.934260624,1596.31204618853,300000,303633.934260624,1596.31204618853,300000,303633.934260624
0.001212,100484.8,1595.98962583683,100484.8,303633.934260624,1595.98962583683,100484.8,303633.934260624,1595.98962583683,300000,303633.934260624,1595.98962583683,300000,303633.934260624
0.001414,100565.6,1595.66714019102,100565.6,303633.934260624,1595.66714019102,100565.6,303633.934260624,1595.66714019102,300000,303633.934260624,1595.66714019102,300000,303633.934260624
0.001616,100646.4,1595.34458921142,100646.4,303633.934260624,1595.34458921142,100646.4,303633.934260624,1595.34458921142,300000,303633.934260624,1595.34458921142,300000,303633.934260624
0.001818,100727.2,1595.0219728583,100727.2,303633.934260624,1595.0219728583,100727.2,303633.934260624,1595.0219728583,300000,303633.934260624,1595.0219728583,300000,303633.934260624
0.00202,100808,1594.6992910919,100808,303633.934260624,1594.6992910919,100808,303633.934260624,1594.6992910919,300000,303633.934260624,1594.6992910919,300000,303633.934260624
0.002222,100888.8,1594.37654387241,100888.8,303633.934260624,1594.37654387241,100888.8,303633.934260624,1594.37654387241,300000,303633.934260624,1594.37654387241,300000,303633.934260624
0.002424,100969.6,1594.05373115999,100969.6,303633.934260624,1594.05373115999,100969.6,303633.934260624,1594.05373115999,300000,303633.934260624,1594.05373115999,300000,303633.934260624
0.002626,101050.4,1593.73085291475,101050.4,303633.934260624,1593.73085291475,101050.4,303633.934260624,1593.73085291475,300000,303633.934260624,1593.73085291475,300000,303633.934260624
0.002828,101131.2,1593.40790909676,101131.2,303633.934260624,1593.40790909676,101131.2,303633.934260624,1593.40790909676,300000,303633.934260624,1593.40790909676,300000,303633.934260624
0.00303,101212,1593.08489966606,101212,303633.934260624,1593.08489966606,101212,303633.934260624,1593.08489966606,300000,303633.934260624,1593.08489966606,300000,303633.934260624
0.003232,101292.8,1592.76182458263,101292.8,303633.934260624,1592.76182458263,101292.8,303633.934260624,1592.76182458263,300000,303633.934260624,1592.76182458263,300000,303633.934260624
0.003434,101373.6,1592.43868380644,101373.6,303633.934260624,1592.43868380644,101373.6,303633.934260624,1592.43868380644,300000,303633.934260624,1592.43868380644,300000,303633.934260624
0.003636,101454.4,1592.11547729739,101454.4,303633.934260624,1592.11547729739,101454.4,303633.934260624,1592.11547729739,300000,303633.934260624,1592.11547729739,300000,303633.934260624
0.003838,101535.2,1591.79220501535,101535.2,303633.934260624,1591.79220501535,101535.2,303633.934260624,1591.79220501535,300000,303633.934260624,1591.79220501535,300000,303633.934260624
0.00404,101616,1591.46886692014,101616,303633.934260624,1591.46886692014,101616,303633.934260624,1591.46886692014,300000,303633.934260624,1591.46886692014,300000,303633.934260624
0.004242,101696.8,1591.14546297156,101696.8,303633.934260624,1591.14546297156,101696.8,303633.934260624,1591.14546297156,300000,303633.934260624,1591.14546297156,300000,303633.934260624
0.004444,101777.6,1590.82199312936,101777.6,303633.934260624,1590.82199312936,101777.6,303633.934260624,1590.82199312936,300000,303633.934260624,1590.82199312936,300000,303633.934260624
0.004646,101858.4,1590.49845735324,101858.4,303633.934260624,1590.49845735324,101858.4,303633.934260624,1590.49845735324,300000,303633.934260624,1590.49845735324,300000,303633.934260624
