"time","universal.phi_a","universal.phi_b","universal.w_a","universal.w_b"
0,0,0,0,0
0.0002,8.46621486077271e-06,1.18991701080395e-08,0.0846621459650996,0.000118990310501583
0.0004,3.38648428015607e-05,4.75862604483026e-08,0.169324196136373,0.000237920181837447
0.0006,7.61958559988962e-05,1.07043688767728e-07,0.253986080560072,0.000356745449415957
0.0008,0.000135459107168145,1.90178327824609e-07,0.3386476267883,0.00047535685765975
0.001,0.00021165460141705,2.96993407136879e-07,0.423308840887855,0.000593758249864145
0.0012,0.000304782348175394,4.2749488895844e-07,0.507969734059109,0.000711956721423246
0.0014,0.000414842034945769,5.81484745517578e-07,0.592630060436471,0.000829795746674947
0.0016,0.000541833720426703,7.5900017372687e-07,0.677289866202558,0.000947304726906345
0.0018,0.000685757460098357,9.60076331038756e-07,0.761949195007854,0.00106451145136878
0.002,0.00084661276174212,1.18440047926643e-06,0.846607753677042,0.00118122810458183
0.0022,0.00102439960634081,1.43196053556956e-06,0.931265530883106,0.001297447430174
0.0024,0.00121911814144583,1.70285024885413e-06,1.01592261451063,0.00141322572921935
0.0026,0.0014307677979812,1.99670661078374e-06,1.10057875195878,0.00152839942644092
0.0028,0.00165934838532533,2.31340802558287e-06,1.18523385861465,0.00164291372953597
0.003,0.00190486016415924,2.65312077928378e-06,1.26988805018904,0.00175684356869498
0.0032,0.00216730270315315,3.01556749891374e-06,1.35454119093117,0.00187009900720672
0.0034,0.00244667544273874,3.40038834579889e-06,1.43919310473023,0.00198256336929495
0.0036,0.00274297842385878,3.80760964879565e-06,1.52384380447197,0.00209424519195136
0.0038,0.00305621144065502,4.23709902772452e-06,1.60849322536741,0.00220510155160678
0.004,0.00338637428726924,4.68872410240598e-06,1.69314130262757,0.00231508952469206
0.0042,0.00373346675784319,5.16235249266052e-06,1.77778797146347,0.00242416618763806
0.0044,0.00409748841637585,5.65769838572484e-06,1.86243314601531,0.00253227095553239
0.0046,0.00447843855420071,6.17429418700196e-06,1.94707671545929,0.00263932231888933
0.0048,0.00487631725943081,6.7122035023666e-06,2.03171864192111,0.00274529991373484
0.005,0.00529112425852826,7.27124883067766e-06,2.11635885441532,0.00285015562270867
0.0052,0.00572285927795518,7.85125267079403e-06,2.20099728195651,0.00295384132845056
0.0054,0.00617152204417366,8.45203752157458e-06,2.28563385355927,0.00305630891360025
0.0056,0.00663711214906006,9.0733326517185e-06,2.37026850374138,0.0031575100926159
0.0058,0.00711962828763583,9.71424606131886e-06,2.45490120369303,0.0032573954592247
0.006,0.00761907079009005,1.03750184625148e-05,2.53953185774242,0.00335591765049785
0.0062,0.00813543930612626,1.10554191820124e-05,2.62416039804278,0.00345302845315574
0.0064,0.00866873348544796,1.1755217546518e-05,2.70878675674735,0.00354867965391876
0.0066,0.00921895297775869,1.24741828827377e-05,2.79341086600936,0.0036428230395073
0.0068,0.00978609743276196,1.32120845173778e-05,2.87803265798206,0.00373541039664176
0.007,0.0103701652779904,1.39677932764632e-05,2.96265215484368,0.00382640458086852
0.0072,0.0109711567381208,1.47415011885431e-05,3.04726924639499,0.00391575217155172
0.0074,0.0115890714426666,1.55329627372304e-05,3.13188386627642,0.00400340513826703
0.0076,0.0122239089592707,1.63418869208619e-05,3.21649595268579,0.00408931601093322
0.0078,0.0128756688555759,1.71679827377748e-05,3.30110544382092,0.00417343731946902
0.008,0.0135443506992251,1.80109591863058e-05,3.38571227787964,0.00425572159379316
0.0082,0.0142299532239265,1.88698529903171e-05,3.47031647158113,0.00433612748995021
0.0084,0.0149324760987241,1.97444548924437e-05,3.5549179535755,0.00441460679296099
0.0086,0.015651919040618,2.06345942949617e-05,3.63951664799745,0.00449111093555893
0.0088,0.0163882815438045,2.15399209875068e-05,3.72411249996035,0.00456559298720422
0.009,0.0171415631024799,2.24600847597148e-05,3.80870545457758,0.00463800601735707
0.0092,0.0179117632108408,2.33947354012216e-05,3.89329545696251,0.00470830309547767
0.0094,0.0186988810197252,2.43431733484742e-05,3.97788250075252,0.00477643762112013
0.0096,0.0195029158008904,2.53048220681749e-05,4.06246656249652,0.00484236287759072
0.0098,0.0203238671618338,2.62794466291604e-05,4.14704757129597,0.00490603182542563
0.01,0.0211617344958823,2.7266594190502e-05,4.23162548651929,0.00496739763105775
0.0102,0.022016517187471,2.82658028639912e-05,4.31620026879154,0.0050264134694685
0.0104,0.0228882146121427,2.92766017141403e-05,4.40077187999442,0.00508303252418781
0.0106,0.0237768261365484,3.0298510758182e-05,4.48534028326627,0.00513720798729413
0.0108,0.024682351118447,3.13310409660693e-05,4.56990544300207,0.00518889305941444
0.011,0.0256047889067053,3.23736942604759e-05,4.65446732485341,0.00523804094972421
0.0112,0.0265441388412982,3.34259635167957e-05,4.73902589572857,0.00528460487594746
0.0114,0.0275004002533085,3.44873325631435e-05,4.82358112379241,0.00532853806435669
0.0116,0.028473572464927,3.55572761803542e-05,4.90813297846648,0.00536979374977295
0.0118,0.0294636548105966,3.66352355467108e-05,4.99268143996968,0.00540832623947747
0.012,0.0304706467039862,3.77205404602852e-05,5.07722652953823,0.00544409428310142
0.0122,0.0314945473613284,3.88127306320339e-05,5.16176818458974,0.00547704715188933
0.0124,0.0325353560772107,3.99112354039403e-05,5.24630638316619,0.00550713851562156
0.0126,0.0335930721378389,4.10154744778876e-05,5.33084110479654,0.00553432207831223
0.0128,0.0346676948210377,4.21248579156593e-05,5.41537233049672,0.00555855157820924
0.013,0.0357592233962498,4.32387861389387e-05,5.49990004276966,0.00557978078779428
0.0132,0.0368676571245366,4.43566499293095e-05,5.58442422560521,0.00559796351378279
0.0134,0.0379929952585777,4.54778304282552e-05,5.66894486448026,0.00561305359712401
0.0136,0.0391352370426715,4.66016991371595e-05,5.75346194635861,0.00562500491300094
0.0138,0.0402943817127346,4.77276179173061e-05,5.83797545969107,0.00563377137083038
0.014,0.0414704284963021,4.88549389898788e-05,5.92248539441541,0.00563930691426288
0.0142,0.0426633766125274,4.99830049359616e-05,6.0069917419564,0.00564156552118279
0.0144,0.0438732267165131,5.11112740347301e-05,6.09149460437337,0.00564049094423269
0.0146,0.0450999774680731,5.22390225025776e-05,6.17599393506267,0.0056360410838346
0.0148,0.0463436277947076,5.3365540872825e-05,6.26048970977001,0.00562817191365753
0.015,0.0476041769619751,5.4490140102534e-05,6.34498193190838,0.0056168369807483
0.0152,0.0488816242311911,5.5612121867806e-05,6.42947060669053,0.00560198983699036
0.0154,0.0501759688594279,5.6730778563782e-05,6.51395574112891,0.00558358403910379
0.0156,0.0514872100995149,5.78453933046426e-05,6.5984373440357,0.00556157314864533
0.0158,0.0528153472000384,5.89552399236083e-05,6.6829154260228,0.00553591073200836
0.016,0.0541603794053419,6.00595829729391e-05,6.76738999950182,0.00550655036042288
0.0162,0.0555223059555256,6.11576777239348e-05,6.85186107868412,0.00547344560995555
0.0164,0.0569011260864468,6.22487701669347e-05,6.93632867958074,0.00543655006150966
0.0166,0.0582968390297197,6.33320970113179e-05,7.02079282000247,0.00539581730082514
