"time","body1.r_0[1]","body1.r_0[2]","body1.r_0[3]","body1.v_0[1]","body1.v_0[2]","body1.v_0[3]","body2.r_0[1]","body2.r_0[2]","body2.r_0[3]","body2.v_0[1]","body2.v_0[2]","body2.v_0[3]","body3.r_0[1]","body3.r_0[2]","body3.r_0[3]","body3.v_0[1]","body3.v_0[2]","body3.v_0[3]","body4.r_0[1]","body4.r_0[2]","body4.r_0[3]","body4.v_0[1]","body4.v_0[2]","body4.v_0[3]"
0,0,0.6,0,1,0,0,0.6,0.6,0,0.6,0,0,0,0.8,0,0.6,0,0,0.3,0.8,0,0.6,0,0
0.0004,0.000399999940584766,0.599999777773812,0,0.999999629622946,-0.00111111114412982,0,0.600239921437477,0.599999921450075,0,0.599607202151955,-0.000392719317004884,0,0.000240239989105155,0.799999874997771,0,0.601199905341374,-0.000625000008496516,0,0.300239721508104,0.79999989739891,0,0.598607555970909,-0.000512981318172033,0
0.0008,0.00079999952472461,0.599999111106488,0,0.999998518509637,-0.00222222248628789,0,0.600479685779048,0.59999968587978,0,0.599214482680071,-0.000785203350616629,0,0.000480959882472468,0.799999499997423,0,0.602399617743097,-0.00125000006731532,0,0.300478886017,0.799999589649308,0,0.597215020187857,-0.00102581167042815,0
0.0012,0.00119999828817255,0.599997999994587,0,0.999996666650325,-0.003333334284386,0,0.600719293072577,0.599999293435158,0,0.598821841337004,-0.00117745264085181,0,0.000722159558747275,0.799998874997105,0,0.603599130117012,-0.00187500023907409,0,0.300717493468919,0.799999076843744,0,0.595822399464994,-0.00153849215247205,0
0.0016,0.00159999619795677,0.599996444438075,0,0.999994074044641,-0.00444444655674165,0,0.600958743321536,0.599998744126651,0,0.598429278105151,-0.0015694672261606,0,0.000963839009026809,0.799997999996805,0,0.60479844195979,-0.00250000052818828,0,0.300955543860075,0.799998358988881,0,0.594429694286295,-0.00205102284220315,0
0.002,0.00199999213560191,0.599994444435366,0,0.999990740668916,-0.00555555992471789,0,0.601198036643152,0.599998038307166,0,0.598036792389047,-0.00196124840509504,0,0.00120599791230891,0.799996874996082,0,0.60599753619768,-0.00312500107309463,0,0.301193037080418,0.799997436307941,0,0.593036921059544,-0.00256340638464599,0
0.0024,0.00239998630666296,0.59999199998675,0,0.999986666527483,-0.00666667427411972,0,0.601437173015879,0.599997175911844,0,0.597644384298129,-0.00235279593899649,0,0.00144863632755651,0.799995499995019,0,0.607196415968521,-0.00375000184833279,0,0.301429973150201,0.799996308759897,0,0.59164407676928,-0.00307564229369846,0
0.0028,0.00279997878946259,0.599989111092339,0,0.999981851621994,-0.00777778956143542,0,0.601676152431508,0.599996156915971,0,0.597252053874096,-0.00274410973692882,0,0.00169175427723628,0.799993874993645,0,0.608395082467923,-0.0043750028442016,0,0.301666352077144,0.799994976329114,0,0.590251160266521,-0.003587730384141,0
0.0032,0.00319996958400078,0.599985777752133,0,0.999976295952448,-0.00888890578666497,0,0.60191497489004,0.599994981319548,0,0.59685980111695,-0.00313518979889202,0,0.0019353517613482,0.799991999991961,0,0.609593535695888,-0.00500000406070108,0,0.301902173861246,0.799993439015593,0,0.588858171551268,-0.00409967065597361,0
0.0036,0.00359995533970669,0.599981999957805,0,0.999969999379544,-0.0100000248110992,0,0.602153640738877,0.599993650171324,0,0.596467624252448,-0.00352603998007913,0,0.00217942770457751,0.799989874988191,0,0.610791724513871,-0.0056250058442561,0,0.302137438282203,0.799991697470653,0,0.587465159709986,-0.004611471046637,0
0.004,0.0039999370886417,0.599977777711919,0,0.999962961946191,-0.0111111460614131,0,0.602392149871011,0.599992163148259,0,0.596075523827104,-0.00391665909299223,0,0.00242398243814863,0.799987499982882,0,0.611989664673851,-0.00625000808815895,0,0.302372145407874,0.799989751493672,0,0.58607210962279,-0.0051231291111967,0
0.0044,0.0043999154605812,0.599973111016042,0,0.999955183678571,-0.0122222691877571,0,0.602630502221142,0.599990520053229,0,0.595683500174404,-0.00430704641300686,0,0.00266901616417838,0.799984874976367,0,0.613187365787859,-0.0068750107272954,0,0.302606295279667,0.799987600962227,0,0.584679012063358,-0.00563464335772644,0
0.0048,0.00479989045552519,0.599967999870173,0,0.999946664576684,-0.0133333941901313,0,0.602868697789272,0.599988720886232,0,0.595291553294348,-0.004697201940123,0,0.00291452888266676,0.799981999968646,0,0.614384827855895,-0.00750001376166544,0,0.302839887897582,0.799985245876317,0,0.583285867031689,-0.00614601378622622,0
0.0052,0.00519986207347366,0.599962444274311,0,0.999937404640531,-0.0144445210685358,0,0.603106736575401,0.59998676564727,0,0.594899683186937,-0.00508712567434066,0,0.00316052059361377,0.799978874959721,0,0.61558205087796,-0.00812501719126908,0,0.303072923261621,0.799982686235944,0,0.581892674527783,-0.00665724039669605,0
0.0056,0.00559983031442662,0.599956444228458,0,0.999927403870112,-0.0155556498229704,0,0.603344618579527,0.599984654336342,0,0.594507889852169,-0.00547681761565984,0,0.00340699129701942,0.79997549994959,0,0.616779034854054,-0.00875002101610631,0,0.303305401371782,0.799979922041106,0,0.580499434551641,-0.0071683231891359,0
0.006,0.00599979517838407,0.599949999732612,0,0.999916662265426,-0.0166667804534352,0,0.603582343801653,0.599982386953448,0,0.594116173290045,-0.00586627776408054,0,0.0036539409928837,0.799971874938253,0,0.617975779784176,-0.00937502523617713,0,0.303537322228065,0.799976953291804,0,0.579106147103263,-0.0076792621635458,0
0.0064,0.006399756665346,0.599943110786775,0,0.999905179826474,-0.0177779129599303,0,0.603819912241776,0.599979963498589,0,0.593724533500566,-0.00625550611960276,0,0.00390136968120662,0.799967999925711,0,0.619172285668327,-0.0100000298514816,0,0.303768685830471,0.799973779988038,0,0.577712812182648,-0.00819005731992574,0
0.0068,0.00679971028089599,0.599935777374222,0,0.999892956209106,-0.0188890498377213,0,0.604057324360523,0.599977385366847,0,0.593332968118891,-0.00664450778742269,0,0.00414927576561048,0.79996387490884,0,0.620368483921712,-0.0106250352004896,0,0.303999492031313,0.799970402979386,0,0.576319495506116,-0.00870071932403419,0
0.0072,0.0071996563924379,0.599927999496319,0,0.999879991441458,-0.0200001908828285,0,0.604294580120239,0.599974652444178,0,0.592941477338339,-0.00703328235020722,0,0.00439765937659397,0.799959499887896,0,0.621564380150915,-0.0112500412555324,0,0.304229740842664,0.799966822196396,0,0.574926191701573,-0.00921124730398024,0
0.0076,0.00759959747315176,0.599919777162271,0,0.999866285712904,-0.0211113347221612,0,0.604531679267451,0.5999717639629,0,0.59255006246023,-0.00742182699867744,0,0.00464652139260913,0.799954874864596,0,0.622760012096663,-0.0118750478303573,0,0.304459432345792,0.799963037171566,0,0.573532864606752,-0.00972163539062798,0
0.008,0.00799953352303757,0.599911110372077,0,0.999851839023447,-0.0222224813557193,0,0.604768621802161,0.599968719923012,0,0.592158723484563,-0.00781014173283335,0,0.00489586181365598,0.799949999838942,0,0.623955379758955,-0.0125000549249643,0,0.304688566540698,0.799959047904894,0,0.572139514221652,-0.0102318835839774,0
0.0084,0.00839946454209534,0.599901999125736,0,0.999836651373084,-0.0233336307835028,0,0.605005407724368,0.599965520324513,0,0.591767460411338,-0.00819822655267494,0,0.00514568063973451,0.799944874810933,0,0.625150483137791,-0.0131250625393534,0,0.304917143427382,0.799954854396382,0,0.570746140546272,-0.0107419918840285,0
