"time","opAmp.out.v","opAmp.out.i"
0,4.99966668888741,-4.99966668888741
0.0005,4.99966668888741,-4.99966668888741
0.001,4.99966668888741,-4.99966668888741
0.0015,4.99966668888741,-4.99966668888741
0.002,4.99966668888741,-4.99966668888741
0.0025,4.99966668888741,-4.99966668888741
0.003,4.99966668888741,-4.99966668888741
0.0035,4.99966668888741,-4.99966668888741
0.004,4.99966668888741,-4.99966668888741
0.0045,4.99966668888741,-4.99966668888741
0.005,4.99966668888741,-4.99966668888741
0.0055,4.99966668888741,-4.99966668888741
0.006,4.99966668888741,-4.99966668888741
0.0065,4.99966668888741,-4.99966668888741
0.007,4.99966668888741,-4.99966668888741
0.0075,4.99966668888741,-4.99966668888741
0.008,4.99966668888741,-4.99966668888741
0.0085,4.99966668888741,-4.99966668888741
0.009,4.99966668888741,-4.99966668888741
0.0095,4.99966668888741,-4.99966668888741
0.01,4.99966668888741,-4.99966668888741
0.0105,4.99966668888741,-4.99966668888741
0.011,4.99966668888741,-4.99966668888741
0.0115,4.99966668888741,-4.99966668888741
0.012,4.99966668888741,-4.99966668888741
0.0125,4.99966668888741,-4.99966668888741
0.013,4.99966668888741,-4.99966668888741
0.0135,4.99966668888741,-4.99966668888741
0.014,4.99966668888741,-4.99966668888741
0.0145,4.99966668888741,-4.99966668888741
0.015,4.99966668888741,-4.99966668888741
0.015,4.99966668888741,-4.99966668888741
0.0155,4.74968335444304,-4.74968335444304
0.016,4.49970001999867,-4.49970001999867
0.0165,4.2497166855543,-4.2497166855543
0.017,3.99973335110993,-3.99973335110993
0.0175,3.74975001666556,-3.74975001666556
0.018,3.49976668222119,-3.49976668222119
0.0185,3.24978334777682,-3.24978334777682
0.019,2.99980001333245,-2.99980001333245
0.0195,2.74981667888808,-2.74981667888808
0.02,2.4998333444437,-2.4998333444437
0.0205,2.24985000999933,-2.24985000999933
0.021,1.99986667555496,-1.99986667555496
0.0215,1.74988334111059,-1.74988334111059
0.022,1.49990000666622,-1.49990000666622
0.0225,1.24991667222185,-1.24991667222185
0.023,0.999933337777483,-0.999933337777483
0.0235,0.749950003333113,-0.749950003333113
0.024,0.499966668888742,-0.499966668888742
0.0245,0.249983334444371,-0.249983334444371
0.025,8.88119211752675e-16,-8.88119211752675e-16
0.0255,-0.24998333444437,0.24998333444437
0.026,-0.499966668888741,0.499966668888741
0.0265,-0.749950003333108,0.749950003333108
0.027,-0.99993333777748,0.99993333777748
0.0275,-1.24991667222185,1.24991667222185
0.028,-1.49990000666622,1.49990000666622
0.0285,-1.74988334111059,1.74988334111059
0.029,-1.99986667555496,1.99986667555496
0.0295,-2.24985000999933,2.24985000999933
0.03,-2.4998333444437,2.4998333444437
0.0305,-2.74981667888807,2.74981667888807
0.031,-2.99980001333244,2.99980001333244
0.0315,-3.24978334777681,3.24978334777681
0.032,-3.49976668222118,3.49976668222118
0.0325,-3.74975001666555,3.74975001666555
0.033,-3.99973335110993,3.99973335110993
0.0335,-4.2497166855543,4.2497166855543
0.034,-4.49970001999867,4.49970001999867
0.0345,-4.74968335444304,4.74968335444304
0.035,-4.99966668888741,4.99966668888741
0.0355,-4.99966668888741,4.99966668888741
0.036,-4.99966668888741,4.99966668888741
0.0365,-4.99966668888741,4.99966668888741
0.037,-4.99966668888741,4.99966668888741
0.0375,-4.99966668888741,4.99966668888741
0.038,-4.99966668888741,4.99966668888741
0.0385,-4.99966668888741,4.99966668888741
0.039,-4.99966668888741,4.99966668888741
0.0395,-4.99966668888741,4.99966668888741
0.04,-4.99966668888741,4.99966668888741
0.0405,-4.99966668888741,4.99966668888741
0.041,-4.99966668888741,4.99966668888741
0.0415,-4.99966668888741,4.99966668888741
0.042,-4.99966668888741,4.99966668888741
0.0425,-4.99966668888741,4.99966668888741
0.043,-4.99966668888741,4.99966668888741
0.0435,-4.99966668888741,4.99966668888741
0.044,-4.99966668888741,4.99966668888741
0.0445,-4.99966668888741,4.99966668888741
0.045,-4.99966668888741,4.99966668888741
0.0455,-4.99966668888741,4.99966668888741
0.046,-4.99966668888741,4.99966668888741
0.0465,-4.99966668888741,4.99966668888741
0.047,-4.99966668888741,4.99966668888741
0.0475,-4.99966668888741,4.99966668888741
0.048,-4.99966668888741,4.99966668888741
0.0485,-4.99966668888741,4.99966668888741
0.049,-4.99966668888741,4.99966668888741
0.0495,-4.99966668888741,4.99966668888741
0.05,-4.99966668888741,4.99966668888741
0.0505,-4.99966668888741,4.99966668888741
0.051,-4.99966668888741,4.99966668888741
0.0515,-4.99966668888741,4.99966668888741
0.052,-4.99966668888741,4.99966668888741
0.0525,-4.99966668888741,4.99966668888741
0.053,-4.99966668888741,4.99966668888741
0.0535,-4.99966668888741,4.99966668888741
0.054,-4.99966668888741,4.99966668888741
0.0545,-4.99966668888741,4.99966668888741
0.055,-4.99966668888741,4.99966668888741
0.0555,-4.99966668888741,4.99966668888741
0.056,-4.99966668888741,4.99966668888741
0.0565,-4.99966668888741,4.99966668888741
0.057,-4.99966668888741,4.99966668888741
0.0575,-4.99966668888741,4.99966668888741
0.058,-4.99966668888741,4.99966668888741
0.0585,-4.99966668888741,4.99966668888741
