"time","SourceP1.ports[1].m_flow","SourceP1.ports[1].p","SourceP1.ports[1].h_outflow","V1.port_b.m_flow","V1.port_b.p","V1.port_b.h_outflow","V1.minLimiter.y","SinkP1.ports[1].m_flow","SinkP1.ports[1].p","SinkP1.ports[1].h_outflow","Opening.y","downstreamPressure.y"
0,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.000202,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.000404,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.000606,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.000808,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.00101,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.001212,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.001414,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.001616,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.001818,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.00202,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.002222,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.002424,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.002626,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.002828,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.00303,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.003232,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.003434,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.003636,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.003838,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.00404,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.004242,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.004444,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.004646,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.004848,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.00505,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.005252,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.005454,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.005656,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.005858,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.00606,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.006262,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.006464,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.006666,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.006868,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.00707,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.007272,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.007474,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.007676,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.007878,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.00808,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.008282,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.008484,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.008686,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.008888,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.00909,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.009292,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.009494,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.009696,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.009898,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.0101,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.010302,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.010504,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.010706,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.010908,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.01111,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.011312,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.011514,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.011716,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.011918,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.01212,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.012322,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.012524,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.012726,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.012928,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.01313,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.013332,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.013534,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.013736,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.013938,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.01414,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
0.014342,-0,200000,419173.195397355,-0,200000,419173.195397355,1,0,200000,84105.9189422012,1,200000
