"time","I[1].re","I[1].im","I[2].re","I[2].im","I[3].re","I[3].im"
0.1766,9.99980045987551e-06,2.13596007100517e-10,-4.99971525024425e-06,-8.66018802881365e-06,-5.00008520942124e-06,8.65997443307614e-06
0.1768,9.99980046067372e-06,2.13610946539126e-10,-4.9997152378957e-06,-8.6601880371571e-06,-5.00008522278872e-06,8.65997442623005e-06
0.177,9.99980046159851e-06,2.13626022053663e-10,-4.99971522551623e-06,-8.66018804572093e-06,-5.0000852364632e-06,8.65997441958246e-06
0.1772,9.99980046258349e-06,2.13640723831338e-10,-4.99971521305975e-06,-8.66018805367153e-06,-5.00008524949359e-06,8.65997441320466e-06
0.1774,9.99980046402485e-06,2.13655618694577e-10,-4.99971520077388e-06,-8.66018806228032e-06,-5.00008526307428e-06,8.65997440646179e-06
0.1776,9.99980046465426e-06,2.13670440705732e-10,-4.99971518826107e-06,-8.66018807052718e-06,-5.00008527624214e-06,8.65997440012402e-06
0.1778,9.99980046588469e-06,2.13685364202862e-10,-4.99971517613792e-06,-8.66018807876633e-06,-5.00008528973135e-06,8.65997439351656e-06
0.178,9.99980046686501e-06,2.1370022590606e-10,-4.99971516375751e-06,-8.66018808727102e-06,-5.00008530337957e-06,8.65997438719774e-06
0.1782,9.99980046796266e-06,2.1371500816076e-10,-4.99971515129237e-06,-8.66018809552157e-06,-5.00008531650455e-06,8.65997438054526e-06
0.1784,9.99980046886593e-06,2.13730000573569e-10,-4.99971513886153e-06,-8.66018810385928e-06,-5.00008532987525e-06,8.65997437394605e-06
0.1786,9.99980047000198e-06,2.13744819738368e-10,-4.99971512675685e-06,-8.66018811216701e-06,-5.00008534341939e-06,8.65997436744943e-06
0.1788,9.99980047062863e-06,2.13759421151055e-10,-4.99971511397561e-06,-8.6601881200117e-06,-5.00008535667067e-06,8.65997436075589e-06
0.179,9.999800471952e-06,2.13774596357156e-10,-4.99971510181113e-06,-8.66018812863912e-06,-5.0000853700861e-06,8.65997435406502e-06
0.1792,9.99980047304405e-06,2.1378915206405e-10,-4.99971508928417e-06,-8.66018813686697e-06,-5.00008538328786e-06,8.65997434756282e-06
0.1794,9.99980047388527e-06,2.1380410896264e-10,-4.99971507731673e-06,-8.66018814568823e-06,-5.00008539675954e-06,8.65997434112589e-06
0.1796,9.99980047504879e-06,2.1381895240474e-10,-4.99971506459943e-06,-8.66018815388157e-06,-5.00008541003875e-06,8.65997433487453e-06
0.1798,9.99980047585158e-06,2.13833854746443e-10,-4.99971505237715e-06,-8.660188161825e-06,-5.00008542351921e-06,8.65997432754722e-06
0.18,9.99980047692071e-06,2.13848681275317e-10,-4.9997150398136e-06,-8.66018817037457e-06,-5.00008543688992e-06,8.6599743215009e-06
0.1802,9.99980047819373e-06,2.13863512723906e-10,-4.99971502780273e-06,-8.66018817879063e-06,-5.00008545039579e-06,8.65997431508335e-06
0.1804,9.99980047899957e-06,2.13878600110709e-10,-4.99971501549768e-06,-8.66018818705673e-06,-5.00008546390727e-06,8.65997430868866e-06
0.1806,9.99980048016477e-06,2.13893200919954e-10,-4.9997150028644e-06,-8.66018819520505e-06,-5.00008547720328e-06,8.65997430200996e-06
0.1808,9.99980048136599e-06,2.13908072462546e-10,-4.99971499099872e-06,-8.66018820373273e-06,-5.0000854906058e-06,8.65997429569106e-06
0.181,9.99980048205467e-06,2.13923169462551e-10,-4.99971497831397e-06,-8.66018821190297e-06,-5.00008550395082e-06,8.6599742890843e-06
0.1812,9.99980048320793e-06,2.13937751022691e-10,-4.99971496631209e-06,-8.66018822001427e-06,-5.00008551705027e-06,8.6599742822953e-06
0.1814,9.99980048417324e-06,2.13952713879502e-10,-4.99971495367558e-06,-8.6601882283593e-06,-5.00008553060137e-06,8.65997427577745e-06
0.1816,9.99980048534861e-06,2.13967565836141e-10,-4.99971494130723e-06,-8.66018823665238e-06,-5.00008554375319e-06,8.65997426934135e-06
0.1818,9.99980048634033e-06,2.13982377670242e-10,-4.99971492923188e-06,-8.6601882451739e-06,-5.00008555735375e-06,8.65997426261354e-06
0.182,9.99980048732536e-06,2.13997369010408e-10,-4.99971491663635e-06,-8.66018825327937e-06,-5.00008557060028e-06,8.65997425607587e-06
0.1822,9.99980048840236e-06,2.14011852838631e-10,-4.9997149044486e-06,-8.66018826169964e-06,-5.00008558392885e-06,8.65997424996923e-06
0.1824,9.99980048941367e-06,2.14026847395749e-10,-4.99971489184711e-06,-8.66018827006321e-06,-5.00008559739096e-06,8.65997424326639e-06
0.1826,9.99980049065038e-06,2.14041593012222e-10,-4.99971487975442e-06,-8.66018827826762e-06,-5.00008561059351e-06,8.6599742366239e-06
0.1828,9.99980049147421e-06,2.14056445519175e-10,-4.99971486742852e-06,-8.66018828680997e-06,-5.0000856239995e-06,8.6599742304725e-06
0.183,9.99980049264012e-06,2.14071505542482e-10,-4.99971485511032e-06,-8.6601882950216e-06,-5.0000856376465e-06,8.65997422377981e-06
0.1832,9.9998004937007e-06,2.14086166881323e-10,-4.99971484271998e-06,-8.66018830337595e-06,-5.00008565071557e-06,8.65997421725747e-06
0.1834,9.99980049456642e-06,2.14101011803014e-10,-4.99971483042621e-06,-8.66018831182713e-06,-5.00008566436488e-06,8.65997421095011e-06
0.1836,9.99980049559744e-06,2.14115712664798e-10,-4.99971481792292e-06,-8.66018832013491e-06,-5.00008567765837e-06,8.65997420438037e-06
0.1838,9.99980049688125e-06,2.1413069129259e-10,-4.99971480564198e-06,-8.6601883284464e-06,-5.00008569110622e-06,8.65997419770316e-06
0.184,9.99980049789211e-06,2.14145652056732e-10,-4.99971479362094e-06,-8.66018833670405e-06,-5.0000857044429e-06,8.65997419104133e-06
0.1842,9.99980049900567e-06,2.14160322944505e-10,-4.99971478125431e-06,-8.66018834499691e-06,-5.00008571766358e-06,8.65997418466957e-06
0.1844,9.99980050023289e-06,2.14175179032224e-10,-4.9997147689796e-06,-8.66018835341885e-06,-5.00008573089256e-06,8.65997417824773e-06
0.1846,9.99980050096666e-06,2.14190050285876e-10,-4.99971475664694e-06,-8.66018836186353e-06,-5.00008574424912e-06,8.65997417160823e-06
0.1848,9.99980050217509e-06,2.14204791658544e-10,-4.99971474449034e-06,-8.66018837003689e-06,-5.00008575793581e-06,8.65997416532528e-06
0.185,9.99980050275385e-06,2.14219591263962e-10,-4.99971473181278e-06,-8.66018837802146e-06,-5.00008577064886e-06,8.65997415872574e-06
0.1852,9.99980050421582e-06,2.14234481290946e-10,-4.99971471965989e-06,-8.66018838640314e-06,-5.00008578476282e-06,8.65997415193711e-06
0.1854,9.99980050540426e-06,2.14249393430016e-10,-4.99971470710339e-06,-8.66018839495266e-06,-5.00008579799709e-06,8.65997414550533e-06
0.1856,9.99980050627048e-06,2.14263938889518e-10,-4.99971469531671e-06,-8.66018840319419e-06,-5.00008581102263e-06,8.65997413898351e-06
0.1858,9.9998005073471e-06,2.14278860449532e-10,-4.99971468254001e-06,-8.66018841138381e-06,-5.00008582455365e-06,8.65997413264194e-06
0.186,9.99980050830777e-06,2.14293648864424e-10,-4.99971467045286e-06,-8.66018841975227e-06,-5.00008583811987e-06,8.65997412623418e-06
0.1862,9.99980050939722e-06,2.1430866221458e-10,-4.99971465821073e-06,-8.66018842836773e-06,-5.00008585139922e-06,8.6599741195506e-06
0.1864,9.99980051067994e-06,2.14323409815152e-10,-4.99971464598196e-06,-8.66018843656916e-06,-5.00008586465831e-06,8.65997411310668e-06
0.1866,9.99980051164544e-06,2.14338036771748e-10,-4.99971463348335e-06,-8.66018844499601e-06,-5.00008587793751e-06,8.65997410708735e-06
0.1868,9.99980051260724e-06,2.14352848469942e-10,-4.99971462099751e-06,-8.66018845278758e-06,-5.00008589159516e-06,8.65997409984166e-06
0.187,9.99980051369578e-06,2.14367723660847e-10,-4.99971460891652e-06,-8.66018846129723e-06,-5.00008590480696e-06,8.65997409388514e-06
0.1872,9.99980051488806e-06,2.14382683670725e-10,-4.99971459674963e-06,-8.66018846973714e-06,-5.00008591820409e-06,8.65997408694439e-06
0.1874,9.99980051595206e-06,2.14397323352217e-10,-4.99971458447913e-06,-8.66018847818615e-06,-5.00008593159582e-06,8.65997408094782e-06
0.1876,9.99980051697395e-06,2.14412287519185e-10,-4.99971457214593e-06,-8.66018848667126e-06,-5.00008594500201e-06,8.65997407442814e-06
0.1878,9.99980051814049e-06,2.14427058148607e-10,-4.99971455980232e-06,-8.66018849499167e-06,-5.00008595831159e-06,8.6599740679847e-06
0.188,9.99980051899414e-06,2.14441793761867e-10,-4.99971454746767e-06,-8.66018850313317e-06,-5.00008597139401e-06,8.65997406115354e-06
0.1882,9.99980052020002e-06,2.1445664646686e-10,-4.99971453502224e-06,-8.66018851154663e-06,-5.00008598475467e-06,8.65997405461912e-06
0.1884,9.99980052141686e-06,2.14471386937545e-10,-4.99971452283641e-06,-8.66018851978876e-06,-5.00008599822462e-06,8.65997404861793e-06
0.1886,9.99980052249244e-06,2.14486109561423e-10,-4.99971451084811e-06,-8.66018852836916e-06,-5.00008601178058e-06,8.6599740421886e-06
0.1888,9.99980052338303e-06,2.14500997668602e-10,-4.99971449825059e-06,-8.66018853654307e-06,-5.00008602498463e-06,8.659974035373e-06
0.189,9.99980052464599e-06,2.14515782024192e-10,-4.99971448625361e-06,-8.66018854478161e-06,-5.00008603847018e-06,8.65997402886338e-06
0.1892,9.99980052547704e-06,2.14530490981013e-10,-4.99971447368533e-06,-8.66018855326657e-06,-5.00008605166745e-06,8.65997402285912e-06
0.1894,9.99980052628591e-06,2.14545263311763e-10,-4.99971446140027e-06,-8.66018856123375e-06,-5.00008606495003e-06,8.65997401592994e-06
0.1896,9.9998005276091e-06,2.1456012777432e-10,-4.99971444933659e-06,-8.66018856981024e-06,-5.00008607833209e-06,8.6599740096342e-06
0.1898,9.99980052878991e-06,2.14575001721741e-10,-4.99971443723072e-06,-8.66018857846114e-06,-5.00008609170377e-06,8.65997400321499e-06
0.19,9.99980052987415e-06,2.14589826995266e-10,-4.99971442488744e-06,-8.66018858648794e-06,-5.00008610518597e-06,8.65997399671691e-06
0.1902,9.99980053082255e-06,2.14604249466087e-10,-4.99971441266931e-06,-8.66018859445645e-06,-5.0000861182709e-06,8.65997399022834e-06
0.1904,9.99980053223931e-06,2.14619200676887e-10,-4.99971440011603e-06,-8.66018860288408e-06,-5.00008613171449e-06,8.65997398381574e-06
0.1906,9.99980053303543e-06,2.14634179591771e-10,-4.99971438763128e-06,-8.6601886113001e-06,-5.00008614514848e-06,8.65997397739294e-06
0.1908,9.9998005341955e-06,2.14648980395806e-10,-4.99971437563915e-06,-8.66018861975396e-06,-5.00008615846116e-06,8.65997397069175e-06
0.191,9.99980053529842e-06,2.14663700957351e-10,-4.99971436339085e-06,-8.66018862806577e-06,-5.00008617165764e-06,8.65997396454361e-06
0.1912,9.99980053626778e-06,2.14678376090826e-10,-4.99971435122248e-06,-8.66018863627006e-06,-5.00008618508334e-06,8.65997395801233e-06
0.1914,9.99980053745511e-06,2.14693347905453e-10,-4.99971433878615e-06,-8.66018864474135e-06,-5.00008619848054e-06,8.65997395161266e-06
0.1916,9.99980053858325e-06,2.14708166021851e-10,-4.99971432702944e-06,-8.66018865310496e-06,-5.00008621184308e-06,8.65997394510482e-06
0.1918,9.99980053971673e-06,2.14722842811045e-10,-4.99971431462834e-06,-8.66018866149518e-06,-5.00008622527116e-06,8.65997393887993e-06
0.192,9.9998005409274e-06,2.14737703257272e-10,-4.99971430217261e-06,-8.66018866981283e-06,-5.00008623878212e-06,8.65997393222491e-06
0.1922,9.99980054172582e-06,2.14752183840258e-10,-4.99971428983253e-06,-8.66018867818785e-06,-5.00008625183885e-06,8.65997392596233e-06
0.1924,9.99980054283615e-06,2.14767110158601e-10,-4.99971427796459e-06,-8.66018868651197e-06,-5.00008626494835e-06,8.65997391955297e-06
0.1926,9.9998005439677e-06,2.14781902893539e-10,-4.99971426528047e-06,-8.66018869505165e-06,-5.00008627872538e-06,8.65997391310158e-06
0.1928,9.99980054494718e-06,2.14796629418236e-10,-4.99971425303695e-06,-8.6601887031634e-06,-5.00008629178112e-06,8.6599739065432e-06
0.193,9.99980054621914e-06,2.14811573827594e-10,-4.99971424104688e-06,-8.66018871148872e-06,-5.00008630507305e-06,8.65997390036738e-06
0.1932,9.99980054709628e-06,2.14825807139826e-10,-4.9997142288381e-06,-8.66018871964776e-06,-5.00008631838263e-06,8.65997389365246e-06
0.1934,9.99980054864869e-06,2.14841213714063e-10,-4.99971421660737e-06,-8.66018872831946e-06,-5.00008633202711e-06,8.65997388732639e-06
0.1936,9.99980054941226e-06,2.14855754754162e-10,-4.99971420419034e-06,-8.66018873672578e-06,-5.0000863453015e-06,8.65997388100273e-06
0.1938,9.99980055064167e-06,2.14870462130087e-10,-4.99971419204568e-06,-8.66018874494954e-06,-5.00008635861624e-06,8.6599738743087e-06
0.194,9.99980055183133e-06,2.14885190904204e-10,-4.99971417989611e-06,-8.66018875324768e-06,-5.00008637217424e-06,8.6599738677898e-06
0.1942,9.99980055267546e-06,2.14900034592741e-10,-4.99971416751342e-06,-8.66018876140686e-06,-5.00008638519281e-06,8.6599738614269e-06
0.1944,9.99980055378648e-06,2.1491464085729e-10,-4.99971415542659e-06,-8.66018876974483e-06,-5.00008639855222e-06,8.6599738552966e-06
0.1946,9.99980055501292e-06,2.14929445762883e-10,-4.99971414281613e-06,-8.66018877823263e-06,-5.00008641205466e-06,8.65997384894109e-06
0.1948,9.99980055600197e-06,2.14944318913826e-10,-4.99971413092241e-06,-8.66018878663444e-06,-5.00008642534973e-06,8.65997384250268e-06
0.195,9.99980055716133e-06,2.14959001886675e-10,-4.99971411846231e-06,-8.66018879474478e-06,-5.00008643853553e-06,8.65997383581861e-06
0.1952,9.99980055847976e-06,2.14973906761526e-10,-4.99971410649246e-06,-8.66018880329388e-06,-5.00008645200561e-06,8.65997382928972e-06
0.1954,9.99980055955001e-06,2.1498878192215e-10,-4.99971409439348e-06,-8.66018881163473e-06,-5.00008646510064e-06,8.65997382300698e-06
0.1956,9.99980056025869e-06,2.15003372451195e-10,-4.99971408211938e-06,-8.6601888200241e-06,-5.00008647840034e-06,8.65997381655329e-06
0.1958,9.99980056166654e-06,2.15018024810412e-10,-4.99971406975484e-06,-8.66018882837296e-06,-5.00008649188845e-06,8.65997381004454e-06
0.196,9.99980056289559e-06,2.15032745360048e-10,-4.99971405761362e-06,-8.66018883660993e-06,-5.00008650551837e-06,8.65997380402183e-06
0.1962,9.9998005638352e-06,2.15047487569904e-10,-4.99971404551518e-06,-8.66018884490025e-06,-5.00008651845924e-06,8.65997379720638e-06
0.1964,9.99980056496776e-06,2.15062251634703e-10,-4.99971403292756e-06,-8.66018885307778e-06,-5.00008653165514e-06,8.65997379090253e-06
0.1966,9.99980056608319e-06,2.15077015631998e-10,-4.99971402069937e-06,-8.66018886147524e-06,-5.00008654525579e-06,8.65997378455097e-06
0.1968,9.99980056737414e-06,2.15091821266535e-10,-4.99971400838369e-06,-8.66018887003986e-06,-5.00008655853327e-06,8.65997377797857e-06
0.197,9.9998005681547e-06,2.15106503755982e-10,-4.99971399653689e-06,-8.6601888783341e-06,-5.00008657186953e-06,8.65997377181278e-06
0.1972,9.99980056947511e-06,2.15121377888173e-10,-4.99971398402565e-06,-8.66018888656817e-06,-5.00008658511859e-06,8.65997376493342e-06
0.1974,9.99980057079603e-06,2.15136090046318e-10,-4.99971397216227e-06,-8.66018889482916e-06,-5.00008659862612e-06,8.65997375881243e-06
0.1976,9.99980057173122e-06,2.15150772160443e-10,-4.99971395974183e-06,-8.66018890342775e-06,-5.00008661167523e-06,8.6599737526085e-06
0.1978,9.99980057293432e-06,2.15165420406229e-10,-4.99971394741014e-06,-8.66018891149417e-06,-5.00008662519587e-06,8.65997374611525e-06
0.198,9.99980057415104e-06,2.15180473909124e-10,-4.99971393558722e-06,-8.66018891979089e-06,-5.00008663850195e-06,8.6599737397202e-06
0.1982,9.99980057505664e-06,2.15194876245121e-10,-4.99971392336749e-06,-8.66018892810963e-06,-5.00008665158646e-06,8.65997373301441e-06
0.1984,9.99980057623316e-06,2.15209711751682e-10,-4.99971391097327e-06,-8.6601889367576e-06,-5.00008666528803e-06,8.65997372715345e-06
0.1986,9.99980057721013e-06,2.15224504604647e-10,-4.99971389876367e-06,-8.66018894495379e-06,-5.00008667846156e-06,8.65997372052765e-06
0.1988,9.99980057828186e-06,2.15238959810503e-10,-4.99971388649694e-06,-8.66018895332087e-06,-5.0000866914244e-06,8.65997371424172e-06
0.199,9.99980057966272e-06,2.15254090156569e-10,-4.99971387455457e-06,-8.66018896166129e-06,-5.00008670506716e-06,8.65997370757102e-06
0.1992,9.99980058051223e-06,2.15268748184954e-10,-4.99971386233884e-06,-8.66018896975788e-06,-5.00008671836884e-06,8.65997370112963e-06
0.1994,9.99980058180715e-06,2.15283361964025e-10,-4.9997138501181e-06,-8.66018897832259e-06,-5.00008673178104e-06,8.65997369492564e-06
0.1996,9.99980058306956e-06,2.15298131670698e-10,-4.999713837976e-06,-8.6601889867918e-06,-5.00008674492624e-06,8.65997368863405e-06
0.1998,9.9998005841027e-06,2.15312935497457e-10,-4.99971382566155e-06,-8.66018899503925e-06,-5.00008675826136e-06,8.65997368193961e-06
0.2,9.99980058522375e-06,2.15327555968665e-10,-4.99971381335644e-06,-8.66018900325048e-06,-5.00008677187101e-06,8.65997367586042e-06
0.2,0.23151183378021,0.249995366360724,0.100746421206679,-0.325492812510744,-0.33225825498689,0.0754974461500204
0.2002,0.231494688591083,0.249995366703625,0.100754994098204,-0.325477964512858,-0.332249682689287,0.0754825978092331
0.2004,0.231477545941584,0.249995367046475,0.10076356571987,-0.325463118714329,-0.332241111661454,0.075467751667854
0.2006,0.231460405831149,0.249995367389274,0.10077213607196,-0.325448275114668,-0.332232541903109,0.0754529077253939
0.2008,0.231443268259214,0.249995367732022,0.100780705154757,-0.325433433713387,-0.332223973413971,0.0754380659813648
0.201,0.231426133225215,0.249995368074719,0.100789272968541,-0.325418594509998,-0.332215406193755,0.0754232264352782
0.2012,0.231409000728588,0.249995368417366,0.100797839513595,-0.325403757504012,-0.332206840242183,0.0754083890866457
0.2014,0.23139187076877,0.249995368759962,0.100806404790201,-0.325388922694942,-0.332198275558971,0.0753935539349795
0.2016,0.231374743345197,0.249995369102508,0.100814968798641,-0.325374090082299,-0.332189712143838,0.0753787209797915
0.2018,0.231357618457306,0.249995369445002,0.100823531539195,-0.325359259665596,-0.332181149996502,0.0753638902205939
0.202,0.231340496104535,0.249995369787446,0.100832093012146,-0.325344431444346,-0.332172589116681,0.0753490616568994
0.2022,0.23132337628632,0.249995370129839,0.100840653217775,-0.325329605418059,-0.332164029504095,0.0753342352882199
0.2024,0.231306259002098,0.249995370472182,0.100849212156363,-0.325314781586251,-0.332155471158461,0.0753194111140687
0.2026,0.231289144251307,0.249995370814474,0.100857769828192,-0.325299959948432,-0.332146914079499,0.075304589133958
0.2028,0.231272032033384,0.249995371156715,0.100866326233543,-0.325285140504117,-0.332138358266927,0.0752897693474013
0.203,0.231254922347768,0.249995371498906,0.100874881372697,-0.325270323252817,-0.332129803720465,0.0752749517539113
0.2032,0.231237815193895,0.249995371841046,0.100883435245935,-0.325255508194048,-0.33212125043983,0.0752601363530015
0.2034,0.231220710571205,0.249995372183135,0.100891987853538,-0.325240695327321,-0.332112698424743,0.0752453231441852
0.2036,0.231203608479136,0.249995372525174,0.100900539195787,-0.32522588465215,-0.332104147674923,0.0752305121269757
0.2038,0.231186508917126,0.249995372867162,0.100909089272963,-0.325211076168049,-0.332095598190088,0.0752157033008869
0.204,0.231169411884613,0.2499953732091,0.100917638085346,-0.325196269874533,-0.332087049969958,0.075200896665433
0.2042,0.231152317381036,0.249995373550987,0.100926185633217,-0.325181465771114,-0.332078503014253,0.0751860922201269
0.2044,0.231135225405835,0.249995373892823,0.100934731916857,-0.325166663857307,-0.332069957322691,0.0751712899644835
0.2046,0.231118135958448,0.249995374234609,0.100943276936546,-0.325151864132626,-0.332061412894993,0.0751564898980168
0.2048,0.231101049038314,0.249995374576344,0.100951820692563,-0.325137066596586,-0.332052869730878,0.0751416920202414
0.205,0.231083964644875,0.249995374918029,0.100960363185191,-0.325122271248701,-0.332044327830066,0.0751268963306718
0.2052,0.231066882777567,0.249995375259663,0.100968904414709,-0.325107478088486,-0.332035787192276,0.0751121028288224
0.2054,0.231049803435832,0.249995375601247,0.100977444381396,-0.325092687115455,-0.332027247817228,0.0750973115142078
0.2056,0.231032726619109,0.24999537594278,0.100985983085534,-0.325077898329124,-0.332018709704643,0.0750825223863435
0.2058,0.231015652326839,0.249995376284263,0.100994520527402,-0.325063111729008,-0.332010172854241,0.0750677354447447
0.206,0.230998580558462,0.249995376625695,0.10100305670728,-0.325048327314622,-0.332001637265741,0.075052950688926
0.2062,0.230981511313417,0.249995376967077,0.101011591625448,-0.32503354508548,-0.331993102938865,0.0750381681184032
0.2064,0.230964444591147,0.249995377308408,0.101020125282184,-0.3250187650411,-0.331984569873331,0.0750233877326919
0.2066,0.23094738039109,0.249995377649689,0.101028657677771,-0.325003987180997,-0.331976038068861,0.0750086095313075
0.2068,0.230930318712689,0.24999537799092,0.101037188812485,-0.324989211504686,-0.331967507525175,0.0749938335137658
0.207,0.230913259555385,0.2499953783321,0.101045718686608,-0.324974438011683,-0.331958978241993,0.0749790596795834
0.2072,0.230896202918619,0.24999537867323,0.101054247300418,-0.324959666701505,-0.331950450219037,0.0749642880282757
0.2074,0.230879148801831,0.249995379014309,0.101062774654195,-0.324944897573668,-0.331941923456026,0.0749495185593591
0.2076,0.230862097204465,0.249995379355338,0.101071300748218,-0.324930130627688,-0.331933397952683,0.0749347512723501
0.2078,0.230845048125961,0.249995379696316,0.101079825582766,-0.324915365863082,-0.331924873708727,0.0749199861667651
0.208,0.230828001565761,0.249995380037244,0.101088349158118,-0.324900603279365,-0.331916350723879,0.074905223242121
0.2082,0.230810957523308,0.249995380378122,0.101096871474554,-0.324885842876057,-0.331907828997862,0.0748904624979343
0.2084,0.230793915998043,0.249995380718949,0.101105392532351,-0.324871084652672,-0.331899308530394,0.0748757039337223
0.2086,0.23077687698941,0.249995381059726,0.101113912331789,-0.324856328608729,-0.331890789321199,0.0748609475490023
0.2088,0.230759840496851,0.249995381400454,0.101122430873147,-0.324841574743744,-0.331882271369998,0.0748461933432907
0.209,0.230742806519807,0.24999538174113,0.101130948156703,-0.324826823057235,-0.331873754676511,0.0748314413161056
0.2092,0.230725775057723,0.249995382081756,0.101139464182736,-0.32481207354872,-0.33186523924046,0.0748166914669641
0.2094,0.230708746110042,0.249995382422332,0.101147978951524,-0.324797326217717,-0.331856725061566,0.0748019437953844
0.2096,0.230691719676206,0.249995382762857,0.101156492463346,-0.324782581063741,-0.331848212139552,0.0747871983008837
0.2098,0.230674695755659,0.249995383103333,0.10116500471848,-0.324767838086314,-0.331839700474139,0.0747724549829809
0.21,0.230657674347845,0.249995383443758,0.101173515717203,-0.324753097284951,-0.331831190065048,0.074757713841193
0.2102,0.230640655452207,0.249995383784133,0.101182025459796,-0.324738358659172,-0.331822680912003,0.0747429748750385
0.2104,0.230623639068189,0.249995384124457,0.101190533946534,-0.324723622208494,-0.331814173014724,0.0747282380840365
0.2106,0.230606625195236,0.249995384464732,0.101199041177697,-0.324708887932436,-0.331805666372933,0.0747135034677044
0.2108,0.230589613832791,0.249995384804956,0.101207547153563,-0.324694155830518,-0.331797160986354,0.0746987710255623
0.211,0.230572604980298,0.24999538514513,0.101216051874408,-0.324679425902258,-0.331788656854707,0.0746840407571275
0.2112,0.230555598637203,0.249995385485254,0.101224555340512,-0.324664698147174,-0.331780153977715,0.0746693126619202
0.2114,0.230538594802951,0.249995385825327,0.10123305755215,-0.324649972564786,-0.331771652355101,0.0746545867394588
0.2116,0.230521593476985,0.249995386165351,0.101241558509602,-0.324635249154613,-0.331763151986587,0.0746398629892623
0.2118,0.230504594658751,0.249995386505324,0.101250058213145,-0.324620527916175,-0.331754652871896,0.0746251414108509
0.212,0.230487598347694,0.249995386845247,0.101258556663055,-0.324605808848991,-0.331746155010749,0.0746104220037438
0.2122,0.23047060454326,0.24999538718512,0.101267053859611,-0.32459109195258,-0.331737658402871,0.0745957047674602
0.2124,0.230453613244894,0.249995387524943,0.101275549803089,-0.324576377226464,-0.331729163047983,0.0745809897015202
0.2126,0.230436624452041,0.249995387864716,0.101284044493767,-0.32456166467016,-0.331720668945809,0.0745662768054443
0.2128,0.230419638164149,0.249995388204438,0.101292537931922,-0.32454695428319,-0.331712176096071,0.0745515660787518
0.213,0.230402654380661,0.249995388544111,0.101301030117831,-0.324532246065074,-0.331703684498492,0.0745368575209632
0.2132,0.230385673101026,0.249995388883734,0.10130952105177,-0.324517540015333,-0.331695194152796,0.0745221511315989
0.2134,0.230368694324689,0.249995389223306,0.101318010734017,-0.324502836133486,-0.331686705058706,0.0745074469101795
0.2136,0.230351718051096,0.249995389562829,0.101326499164849,-0.324488134419054,-0.331678217215945,0.0744927448562256
0.2138,0.230334744279695,0.249995389902301,0.101334986344541,-0.324473434871559,-0.331669730624236,0.0744780449692578
0.214,0.230317773009932,0.249995390241723,0.101343472273371,-0.324458737490521,-0.331661245283303,0.0744633472487972
0.2142,0.230300804241254,0.249995390581096,0.101351956951615,-0.32444404227546,-0.331652761192869,0.0744486516943647
0.2144,0.230283837973108,0.249995390920418,0.10136044037955,-0.3244293492259,-0.331644278352658,0.0744339583054823
0.2146,0.230266874204942,0.24999539125969,0.101368922557451,-0.324414658341361,-0.331635796762393,0.0744192670816703
0.2148,0.230249912936203,0.249995391598912,0.101377403485596,-0.324399969621363,-0.331627316421798,0.0744045780224505
0.215,0.230232954166339,0.249995391938085,0.10138588316426,-0.32438528306543,-0.331618837330598,0.0743898911273449
0.2152,0.230215997894797,0.249995392277207,0.101394361593719,-0.324370598673083,-0.331610359488516,0.0743752063958754
0.2154,0.230199044121026,0.24999539261628,0.10140283877425,-0.324355916443843,-0.331601882895276,0.0743605238275631
0.2156,0.230182092844473,0.249995392955302,0.101411314706128,-0.324341236377233,-0.331593407550602,0.0743458434219307
0.2158,0.230165144064587,0.249995393294275,0.10141978938963,-0.324326558472775,-0.331584933454217,0.0743311651785004
0.216,0.230148197780817,0.249995393633197,0.101428262825031,-0.324311882729992,-0.331576460605848,0.0743164890967943
0.2162,0.230131253992611,0.24999539397207,0.101436735012606,-0.324297209148405,-0.331567989005217,0.074301815176335
0.2164,0.230114312699418,0.249995394310892,0.101445205952632,-0.324282537727538,-0.33155951865205,0.0742871434166452
0.2166,0.230097373900686,0.249995394649666,0.101453675645384,-0.324267868466913,-0.33155104954607,0.0742724738172473
0.2168,0.230080437595865,0.249995394988389,0.101462144091137,-0.324253201366054,-0.331542581687002,0.0742578063776648
0.217,0.230063503784405,0.249995395327062,0.101470611290167,-0.324238536424483,-0.331534115074572,0.0742431410974206
0.2172,0.230046572465753,0.249995395665685,0.101479077242749,-0.324223873641723,-0.331525649708502,0.0742284779760375
0.2174,0.230029643639361,0.249995396004259,0.101487541949158,-0.324209213017298,-0.33151718558852,0.074213817013039
0.2176,0.230012717304678,0.249995396342783,0.10149600540967,-0.324194554550731,-0.331508722714348,0.0741991582079488
0.2178,0.229995793461154,0.249995396681256,0.101504467624559,-0.324179898241546,-0.331500261085713,0.0741845015602901
0.218,0.229978872108239,0.24999539701968,0.1015129285941,-0.324165244089267,-0.331491800702339,0.0741698470695872
0.2182,0.229961953245383,0.249995397358054,0.101521388318569,-0.324150592093418,-0.331483341563952,0.0741551947353637
0.2184,0.229945036872036,0.249995397696379,0.10152984679824,-0.324135942253522,-0.331474883670276,0.0741405445571433
0.2186,0.22992812298765,0.249995398034653,0.101538304033387,-0.324121294569104,-0.331466427021037,0.0741258965344507
