"time","inertiaLoad.phi","inertiaLoad.w","smpm.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpm.is[1]","smpm.is[2]"
0,0,157.07963267948966,-0.50552761152221515,0,0,0
1.8514623064768489e-15,2.9082701903420034e-13,157.07963267948966,-0.50552761152221515,-4.9320590033833922e-21,1.34416849539867e-22,-2.0000006400901644e-10
1.8514623064768489e-15,2.9082701903420034e-13,157.07963267948966,-0.50552761152221515,-4.9320590033833922e-21,1.34416849539867e-22,-2.0000006400901644e-10
6.2603475946147956e-06,0.0009833730794673195,157.07962519204364,-0.50552664429393979,-1.8522247521810453e-06,8.3272165064922185e-06,-0.67500375996616613
6.2603475946147956e-06,0.0009833730794673195,157.07962519204364,-0.50552664429393979,-1.8522247521810453e-06,8.3272165064922185e-06,-0.67500375996616613
5.0000000000000002e-05,0.0078539743718696979,157.07922589650772,-0.50547223711022637,-0.0001006665700179875,0.0054915751890815961,-5.3351846989972787
0.0001,0.015707907222659259,157.0780281067147,-0.50530888771281313,-0.00039731004412910239,0.024130267136079651,-10.542283307508647
0.00015000000000000001,0.023561760840503123,157.07605676688564,-0.50503973598288643,-0.00088603135164043445,0.057583257037233791,-15.623423349894354
0.00020000000000000001,0.031415498312338058,157.07333239459959,-0.50466724068461977,-0.0015623098702732714,0.10771644180265243,-20.581255809481522
0.00025000000000000001,0.039269081671162484,157.06987673392706,-0.50419394338074608,-0.0024214657927933664,0.17643470772034259,-25.418559894475624
0.00030000000000000003,0.047122474426145824,157.06571145189463,-0.50362230325815427,-0.0034589623292847747,0.26555235537990785,-30.137974827829414
0.00035,0.054975641547803766,157.06085805453549,-0.50295469942332116,-0.0046704025488568677,0.37679503026051664,-34.74200333427423
0.00040000000000000002,0.062828549079655169,157.05533806715866,-0.50219345941962734,-0.0060514772706924498,0.51182221746709489,-39.233058445264234
