"time","N_pump.y","Source.ports[1].m_flow","Source.ports[1].p","Source.ports[1].h_outflow","Sink.ports[1].m_flow","Sink.ports[1].p","Sink.ports[1].h_outflow","pump.port_b.m_flow","pump.port_b.p","pump.port_b.h_outflow","valveOpening.y","Valve.port_b.m_flow","Valve.port_b.p","Valve.port_b.h_outflow","Valve.minLimiter.y"
0.028,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.03,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.032,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.034,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.036,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.038,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.04,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.042,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.044,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.046,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.048,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.05,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.052,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.054,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.056,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.058,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.06,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.062,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.064,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.066,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.068,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.07,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.072,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.074,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.076,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.078,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.08,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.082,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.084,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.086,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.088,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.09,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.092,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.094,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.096,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.098,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.1,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.102,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.104,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.106,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.108,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.11,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.112,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.114,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.116,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.118,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.12,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.122,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.124,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.126,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.128,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.13,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.132,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.134,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.136,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.138,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.14,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.142,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.144,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.146,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.148,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.15,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.152,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.154,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.156,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.158,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.16,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.162,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.164,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.166,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.168,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.17,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.172,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.174,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.176,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.178,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.18,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.182,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.184,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.186,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.188,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.19,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.192,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.194,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.196,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.198,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.2,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.202,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.204,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.206,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.208,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.21,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.212,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.214,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.216,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.218,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.22,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.222,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.224,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.226,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.228,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.23,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.232,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.234,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.236,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.238,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.24,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.242,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.244,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.246,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.248,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.25,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.252,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.254,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
0.256,0,-5.43749034352824e-10,100000,84011.8111671368,5.43749034352824e-10,100000,84011.8111671368,-5.43749034352824e-10,100000.000000435,84011.8111671373,1,-5.43749034352824e-10,100000,84011.8111671373,1
