"time","heatCapacitor1.T","heatCapacitor2.T","pipe1.T","pipe2.T","pipe3.T"
0,293.15,293.15,293.15,293.15,293.15
0.0005,293.174937748512,293.199875497024,293.15006218911,293.150124378221,293.15000018679
0.001,293.199751987343,293.249503974685,293.150247515958,293.150495031917,293.150001484638
0.0015,293.224444618705,293.29888923741,293.150553604092,293.151107208184,293.150005297988
0.002,293.24901577736,293.34803155472,293.150980285179,293.151960570357,293.150011726125
0.0025,293.273469897405,293.396939794809,293.151522024447,293.153044048894,293.150023978422
0.003,293.297806163714,293.445612327427,293.152179839368,293.154359678735,293.150041464802
0.0035,293.322024265699,293.494048531399,293.152954117627,293.155908235254,293.150063960426
0.004,293.346124203362,293.542248406725,293.153844859225,293.15768971845,293.150091465295
0.0045,293.370112281827,293.590224563654,293.154844199721,293.159688399442,293.150128459013
0.005,293.393986558954,293.637973117907,293.155954561564,293.161909123128,293.150173561748
0.0055,293.417745849627,293.685491699255,293.157177422959,293.164354845918,293.15022593151
0.006,293.441390153848,293.732780307696,293.158512783906,293.167025567811,293.150285568299
0.0065,293.464932388478,293.779864776955,293.159944556719,293.169889113438,293.150361313516
0.007,293.488371289132,293.826742578264,293.161474316162,293.172948632324,293.15045230171
0.0075,293.51170273763,293.87340547526,293.163107191346,293.176214382691,293.150555714046
0.008,293.534926733971,293.919853467941,293.16484318227,293.17968636454,293.150671550523
0.0085,293.558043278155,293.96608655631,293.166682288936,293.183364577871,293.150799811142
0.009,293.581052370182,294.012104740364,293.168624511342,293.187249022684,293.150940495902
0.0095,293.603954010053,294.057908020105,293.170669849489,293.191339698978,293.151093604804
0.01,293.626748197766,294.103496395532,293.172818303377,293.195636606754,293.151259137848
0.0105,293.649445857106,294.148891714212,293.175056293727,293.200112587454,293.151444208748
0.011,293.672049767593,294.194099535186,293.177380365335,293.204760730671,293.151650627566
0.0115,293.694551038721,294.239102077443,293.179801569929,293.209603139858,293.151872604685
0.012,293.716949670491,294.283899340981,293.182319907508,293.214639815015,293.152110140103
0.0125,293.739245662901,294.328491325802,293.184935378071,293.219870756143,293.152363233823
0.013,293.761439015953,294.372878031905,293.18764798162,293.22529596324,293.152631885842
0.0135,293.783529729645,294.41705945929,293.190457718154,293.230915436308,293.152916096163
0.014,293.80552248633,294.461044972659,293.193358774645,293.23671754929,293.15321881142
0.0145,293.827439130189,294.504878260378,293.196324032055,293.24264806411,293.15355377831
0.015,293.849260313733,294.548520627466,293.199377509837,293.248755019674,293.153908821322
0.0155,293.870986036961,294.591972073922,293.202519207991,293.255038415983,293.154283940457
0.016,293.892616299874,294.635232599747,293.205749126518,293.261498253036,293.154679135715
0.0165,293.914151102471,294.678302204942,293.209067265416,293.268134530832,293.155094407095
0.017,293.935590444752,294.721180889505,293.212473624687,293.274947249374,293.155529754598
0.0175,293.956934326719,294.763868653437,293.215968204329,293.281936408659,293.155985178224
0.018,293.978204526891,294.806409053781,293.219524029592,293.289048059184,293.156473544946
0.0185,293.999389749093,294.848779498187,293.223155091853,293.296310183706,293.15698818087
0.019,294.020485963591,294.890971927182,293.226866382319,293.303732764639,293.157526705184
0.0195,294.041493170384,294.932986340767,293.230657900992,293.311315801983,293.15808911789
0.02,294.062411369471,294.974822738942,293.23452964787,293.319059295739,293.158675418987
