"time","SourceP1.ports[1].m_flow","SourceP1.ports[1].p","SourceP1.ports[1].h_outflow","V1.port_b.m_flow","V1.port_b.p","V1.port_b.h_outflow","V1.minLimiter.y","SinkP1.ports[1].m_flow","SinkP1.ports[1].p","SinkP1.ports[1].h_outflow","Opening.y","SourceP2.ports[1].m_flow","SourceP2.ports[1].p","SourceP2.ports[1].h_outflow","V2.port_b.m_flow","V2.port_b.p","V2.port_b.h_outflow","V2.minLimiter.y","SinkP2.ports[1].m_flow","SinkP2.ports[1].p","SinkP2.ports[1].h_outflow","SourceP3.ports[1].m_flow","SourceP3.ports[1].p","SourceP3.ports[1].h_outflow","V3.port_b.m_flow","V3.port_b.p","V3.port_b.h_outflow","V3.minLimiter.y","SinkP3.ports[1].m_flow","SinkP3.ports[1].p","SinkP3.ports[1].h_outflow","SourceP4.ports[1].m_flow","SourceP4.ports[1].p","SourceP4.ports[1].h_outflow","V4.port_b.m_flow","V4.port_b.p","V4.port_b.h_outflow","V4.minLimiter.y","SinkP4.ports[1].m_flow","SinkP4.ports[1].p","SinkP4.ports[1].h_outflow"
0,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.000202,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.000404,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.000606,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.000808,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.00101,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.001212,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.001414,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.001616,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.001818,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.00202,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.002222,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.002424,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.002626,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.002828,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.00303,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
0.003232,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,1,-2.4908132650986,200000,84105.9189422012,-2.4908132650986,100000,84105.9189422012,1,2.4908132650986,100000,84011.8111671368,-2.39789484004678,200000,84105.9189422012,-2.39789484004678,100000,84105.9189422012,1,2.39789484004678,100000,84011.8111671368,-2.39789484010673,200000,84105.9189422012,-2.39789484010673,100000,84105.9189422012,1,2.39789484010673,100000,84011.8111671368
