"time","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","Nu[1]","Nu[2]","Nu[3]","velocity[1]","velocity[2]","velocity[3]","kc[1]","kc[2]","kc[3]","Pr[1]","Pr[2]","Pr[3]","Re[1]","Re[2]","Re[3]","input_Nu.y"
0,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1,1,1,4.30436087643229e-05,6.20994466674377e-07,2.49640164269053e-06,0.02569,0.5985,0.387,0.714973919813157,7.01036324143693,996.999224806202,2.80349820241313,0.618892658325709,0.0227259923542332,1
0.000202,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,203,203,203,0.658097418126711,0.0129282042317305,0.0923340126728286,5.21507,121.4955,78.561,0.714973919813157,7.01036324143693,996.999224806202,42862.9239437792,12884.4476299477,840.562684367095,203
0.000404,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,405,405,405,1.77771585838875,0.0339212280623263,0.314150061655034,10.40445,242.3925,156.735,0.714973919813157,7.01036324143693,996.999224806202,115785.440776635,33806.4187940243,2859.8650862766,405
0.000606,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,607,607,607,3.11797106510619,0.0577078822711285,0.60763467602947,15.59383,363.2895,234.909,0.714973919813157,7.01036324143693,996.999224806202,203078.378582574,57512.5650577707,5531.60227323428,607
0.000808,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,809,809,809,4.61363615458371,0.0832374042958286,0.94424267441466,20.78321,484.1865,313.083,0.714973919813157,7.01036324143693,996.999224806202,300493.407436702,82955.680253733,8595.91318653386,809
0.00101,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1011,1011,1011,6.23189572173426,0.110055809563063,1.30972722924217,25.97259,605.0835,391.257,0.714973919813157,7.01036324143693,996.999224806202,405893.208191902,109683.316357773,11923.1018314061,1011
0.001212,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1213,1213,1213,7.95256507418329,0.137907118475043,1.69621211271071,31.16197,725.9805,469.431,0.714973919813157,7.01036324143693,996.999224806202,517963.119963254,137440.360156722,15441.466968062,1213
0.001414,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1415,1415,1415,9.76181863622484,0.166625798927397,2.0989139973949,36.35135,846.8775,547.605,0.714973919813157,7.01036324143693,996.999224806202,635802.66117517,166061.839803631,19107.4635752845,1415
0.001616,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1617,1617,1617,11.6495206745376,0.19609542595726,2.514701836221,41.54073,967.7745,625.779,0.714973919813157,7.01036324143693,996.999224806202,758751.675512649,195431.724385779,22892.5881660379,1617
0.001818,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1819,1819,1819,13.6078825895385,0.226229322761843,2.94140216885086,46.73011,1088.6715,703.953,0.714973919813157,7.01036324143693,996.999224806202,886302.879187048,225463.630465355,26777.0546441338,1819
0.00202,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2021,2021,2021,15.6307088232227,0.256960255568402,3.37743460883838,51.91949,1209.5685,782.127,0.714973919813157,7.01036324143693,996.999224806202,1018052.74572306,256090.55182801,30746.4759615602,2021
0.002222,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2223,2223,2223,17.7129386076537,0.288234428472049,3.82160647391005,57.10887,1330.4655,860.301,0.714973919813157,7.01036324143693,996.999224806202,1153671.65931429,287258.874645651,34789.9945352401,2223
0.002424,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2425,2425,2425,19.8503504318675,0.32000773963459,4.27299002411929,62.29825,1451.3625,938.475,0.714973919813157,7.01036324143693,996.999224806202,1292884.6662861,318924.64634649,38899.1646845699,2425
0.002626,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2627,2627,2627,22.0393623644414,0.352243321796148,4.73084536285943,67.48763,1572.2595,1016.649,0.714973919813157,7.01036324143693,996.999224806202,1435458.46978928,351051.124451012,43067.2507607908,2627
0.002828,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2829,2829,2829,24.2768919854884,0.384909857463605,5.1945699588256,72.67701,1693.1565,1094.823,0.714973919813157,7.01036324143693,996.999224806202,1581192.30694957,383607.097462805,47288.7676201689,2829
0.00303,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3031,3031,3031,26.5602550512811,0.417980384586653,5.6636644072371,77.86639,1814.0535,1172.997,0.714973919813157,7.01036324143693,996.999224806202,1729911.34873475,416565.694586904,51559.1689312829,3031
0.003232,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3233,3233,3233,28.887090258043,0.451431425433949,6.1377084901165,83.05577,1934.9505,1251.171,0.714973919813157,7.01036324143693,996.999224806202,1881461.79970148,449903.517554336,55874.6292397755,3233
0.003434,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3435,3435,3435,31.2553021389898,0.485242335682567,6.61634399178989,88.24515,2055.8475,1329.345,0.714973919813157,7.01036324143693,996.999224806202,2035707.17878946,483599.991914632,60231.8875292593,3435
0.003636,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3637,3637,3637,33.6630168940258,0.519394807880745,7.09926207709552,93.43453,2176.7445,1407.519,0.714973919813157,7.01036324143693,996.999224806202,2192525.44243984,517636.872179152,64628.1323188391,3637
0.003838,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3839,3839,3839,36.1085476540673,0.553872485813204,7.58619383186053,98.62391,2297.6415,1485.693,0.714973919813157,7.01036324143693,996.999224806202,2351806.7222057,551997.857491612,69060.9155483424,3839
0.00404,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4041,4041,4041,38.5903667654735,0.588660660256562,8.07690304557775,103.81329,2418.5385,1563.867,0.714973919813157,7.01036324143693,996.999224806202,2513451.51959334,586668.288413241,73528.086875417,4041
0.004242,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4243,4243,4243,41.1070833897504,0.623746025595243,8.57118061649196,109.00267,2539.4355,1642.041,0.714973919813157,7.01036324143693,996.999224806202,2677369.24709558,621634.904362448,78027.7427422345,4243
0.004444,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4445,4445,4445,43.6574251904307,0.65911648270759,9.06884015213836,114.19205,2660.3325,1720.215,0.714973919813157,7.01036324143693,996.999224806202,2843477.03542937,656885.647168074,82558.1863249915,4445
0.004646,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4647,4647,4647,46.2402232065415,0.694760977553652,9.56971446524243,119.38143,2781.2295,1798.389,0.714973919813157,7.01036324143693,996.999224806202,3011698.74832079,692409.500203505,87117.8956343345,4647
0.004848,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4849,4849,4849,48.8543992416037,0.730669367678054,10.0736527501973,124.57081,2902.1265,1876.563,0.714973919813157,7.01036324143693,996.999224806202,3181964.16113076,728196.355341364,91705.4978114214,4849
0.00505,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5051,5051,5051,51.4989552608874,0.766832310802487,10.5805182838403,129.76019,3023.0235,1954.737,0.714973919813157,7.01036324143693,996.999224806202,3354208.27028148,764236.901923074,96319.74819694,5051
0.005252,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5253,5253,5253,54.1729644084173,0.803241171088911,11.0901865351012,134.94957,3143.9205,2032.911,0.714973919813157,7.01036324143693,996.999224806202,3528370.70817981,800522.533339318,100959.513122294,5253
0.005454,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5455,5455,5455,56.8755633426278,0.839887939679087,11.6025435970936,140.13895,3264.8175,2111.085,0.714973919813157,7.01036324143693,996.999224806202,3704395.24402642,837045.267838519,105623.755636142,5455
0.005656,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5657,5657,5657,59.605945654764,0.876765166872978,12.1174848761108,145.32833,3385.7145,2189.259,0.714973919813157,7.01036324143693,996.999224806202,3882229.35514581,873797.680934779,110311.523569674,5657
0.005858,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5859,5859,5859,62.3633561833479,0.913865903875018,12.6349139872556,150.51771,3506.6115,2267.433,0.714973919813157,7.01036324143693,996.999224806202,4061823.85667858,910772.847351319,115021.939482981,5859
0.00606,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6061,6061,6061,65.1470860756232,0.951183652466255,13.1547418177261,155.70709,3627.5085,2345.607,0.714973919813157,7.01036324143693,996.999224806202,4243132.57992546,947964.29086296,119754.192137669,6061
0.006262,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6263,6263,6263,67.9564684758964,0.988712321288873,13.6768857272364,160.89647,3748.4055,2423.781,0.714973919813157,7.01036324143693,996.999224806202,4426112.0915222,985365.9407286,124507.529217897,6263
0.006464,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6465,6465,6465,70.7908747432943,1.0264461876836,14.2012688614547,166.08585,3869.3025,2501.955,0.714973919813157,7.01036324143693,996.999224806202,4610721.44709614,1022972.09365779,129281.251080253,6465
0.006666,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6667,6667,6667,73.64971111922,1.06437986421888,14.7278195592333,171.27523,3990.1995,2580.129,0.714973919813157,7.01036324143693,996.999224806202,4796921.97421235,1060777.3804532,134074.705357481,6667
0.006868,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6869,6869,6869,76.5324157788741,1.10250826920687,15.2564708381877,176.46461,4111.0965,2658.303,0.714973919813157,7.01036324143693,996.999224806202,4984677.08033456,1098776.73662639,138887.282275442,6869
0.00707,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7071,7071,7071,79.4384562124544,1.14082660062528,15.7871599461228,181.65399,4231.9935,2736.477,0.714973919813157,7.01036324143693,996.999224806202,5173952.08225854,1136965.37640791,143718.410569529,7071
0.007272,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7273,7273,7273,82.3673268907008,1.17933031296336,16.3198279681171,186.84337,4352.8905,2814.651,0.714973919813157,7.01036324143693,996.999224806202,5364714.05406538,1175338.76967168,148567.553907754,7273
0.007474,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7475,7475,7475,85.3185471767843,1.21801509659016,16.8544194809051,192.03275,4473.7875,2892.825,0.714973919813157,7.01036324143693,996.999224806202,5556931.6911195,1213892.62137306,153434.20774442,7475
0.007676,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7677,7677,7677,88.2916594525175,1.25687685930807,17.3908822476572,197.22213,4594.6845,2970.999,0.714973919813157,7.01036324143693,996.999224806202,5750575.18802581,1252622.85316484,158317.896541547,7677
0.007878,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7879,7879,7879,91.2862274317688,1.29591170980751,17.9291669474263,202.41151,4715.5815,3049.173,0.714973919813157,7.01036324143693,996.999224806202,5945616.12877968,1291525.5869079,163218.171305895,7879
