"time","delay.inertialDelaySensitive[1].x","delay.inertialDelaySensitive[1].y","delay.inertialDelaySensitive[2].x","delay.inertialDelaySensitive[2].y","delay.inertialDelaySensitive[3].x","delay.inertialDelaySensitive[3].y"
3.454,4,4,4,4,4,4
3.456,4,4,4,4,4,4
3.458,4,4,4,4,4,4
3.46,4,4,4,4,4,4
3.462,4,4,4,4,4,4
3.464,4,4,4,4,4,4
3.466,4,4,4,4,4,4
3.468,4,4,4,4,4,4
3.47,4,4,4,4,4,4
3.472,4,4,4,4,4,4
3.474,4,4,4,4,4,4
3.476,4,4,4,4,4,4
3.478,4,4,4,4,4,4
3.48,4,4,4,4,4,4
3.482,4,4,4,4,4,4
3.484,4,4,4,4,4,4
3.486,4,4,4,4,4,4
3.488,4,4,4,4,4,4
3.49,4,4,4,4,4,4
3.492,4,4,4,4,4,4
3.494,4,4,4,4,4,4
3.496,4,4,4,4,4,4
3.498,4,4,4,4,4,4
3.5,4,4,4,4,4,4
3.502,4,4,4,4,4,4
3.504,4,4,4,4,4,4
3.506,4,4,4,4,4,4
3.508,4,4,4,4,4,4
3.51,4,4,4,4,4,4
3.512,4,4,4,4,4,4
3.514,4,4,4,4,4,4
3.516,4,4,4,4,4,4
3.518,4,4,4,4,4,4
3.52,4,4,4,4,4,4
3.522,4,4,4,4,4,4
3.524,4,4,4,4,4,4
3.526,4,4,4,4,4,4
3.528,4,4,4,4,4,4
3.53,4,4,4,4,4,4
3.532,4,4,4,4,4,4
3.534,4,4,4,4,4,4
3.536,4,4,4,4,4,4
3.538,4,4,4,4,4,4
3.54,4,4,4,4,4,4
3.542,4,4,4,4,4,4
3.544,4,4,4,4,4,4
3.546,4,4,4,4,4,4
3.548,4,4,4,4,4,4
3.55,4,4,4,4,4,4
3.552,4,4,4,4,4,4
3.554,4,4,4,4,4,4
3.556,4,4,4,4,4,4
3.558,4,4,4,4,4,4
3.56,4,4,4,4,4,4
3.562,4,4,4,4,4,4
3.564,4,4,4,4,4,4
3.566,4,4,4,4,4,4
3.568,4,4,4,4,4,4
3.57,4,4,4,4,4,4
3.572,4,4,4,4,4,4
3.574,4,4,4,4,4,4
3.576,4,4,4,4,4,4
3.578,4,4,4,4,4,4
3.58,4,4,4,4,4,4
3.582,4,4,4,4,4,4
3.584,4,4,4,4,4,4
3.586,4,4,4,4,4,4
3.588,4,4,4,4,4,4
3.59,4,4,4,4,4,4
3.592,4,4,4,4,4,4
3.594,4,4,4,4,4,4
3.596,4,4,4,4,4,4
3.598,4,4,4,4,4,4
3.6,4,4,4,4,4,4
3.602,4,4,4,4,4,4
3.604,4,4,4,4,4,4
3.606,4,4,4,4,4,4
3.608,4,4,4,4,4,4
3.61,4,4,4,4,4,4
3.612,4,4,4,4,4,4
3.614,4,4,4,4,4,4
3.616,4,4,4,4,4,4
3.618,4,4,4,4,4,4
3.62,4,4,4,4,4,4
3.622,4,4,4,4,4,4
3.624,4,4,4,4,4,4
3.626,4,4,4,4,4,4
3.628,4,4,4,4,4,4
3.63,4,4,4,4,4,4
3.632,4,4,4,4,4,4
3.634,4,4,4,4,4,4
3.636,4,4,4,4,4,4
3.638,4,4,4,4,4,4
3.64,4,4,4,4,4,4
3.642,4,4,4,4,4,4
3.644,4,4,4,4,4,4
3.646,4,4,4,4,4,4
3.648,4,4,4,4,4,4
3.65,4,4,4,4,4,4
3.652,4,4,4,4,4,4
3.654,4,4,4,4,4,4
3.656,4,4,4,4,4,4
3.658,4,4,4,4,4,4
3.66,4,4,4,4,4,4
3.662,4,4,4,4,4,4
3.664,4,4,4,4,4,4
3.666,4,4,4,4,4,4
3.668,4,4,4,4,4,4
3.67,4,4,4,4,4,4
3.672,4,4,4,4,4,4
3.674,4,4,4,4,4,4
3.676,4,4,4,4,4,4
3.678,4,4,4,4,4,4
3.68,4,4,4,4,4,4
3.682,4,4,4,4,4,4
3.684,4,4,4,4,4,4
3.686,4,4,4,4,4,4
3.688,4,4,4,4,4,4
3.69,4,4,4,4,4,4
3.692,4,4,4,4,4,4
3.694,4,4,4,4,4,4
3.696,4,4,4,4,4,4
3.698,4,4,4,4,4,4
3.7,4,4,4,4,4,4
3.702,4,4,4,4,4,4
3.704,4,4,4,4,4,4
3.706,4,4,4,4,4,4
3.708,4,4,4,4,4,4
3.71,4,4,4,4,4,4
3.712,4,4,4,4,4,4
3.714,4,4,4,4,4,4
3.716,4,4,4,4,4,4
3.718,4,4,4,4,4,4
3.72,4,4,4,4,4,4
3.722,4,4,4,4,4,4
3.724,4,4,4,4,4,4
3.726,4,4,4,4,4,4
3.728,4,4,4,4,4,4
3.73,4,4,4,4,4,4
3.732,4,4,4,4,4,4
3.734,4,4,4,4,4,4
3.736,4,4,4,4,4,4
3.738,4,4,4,4,4,4
3.74,4,4,4,4,4,4
3.742,4,4,4,4,4,4
3.744,4,4,4,4,4,4
3.746,4,4,4,4,4,4
3.748,4,4,4,4,4,4
3.75,4,4,4,4,4,4
3.752,4,4,4,4,4,4
3.754,4,4,4,4,4,4
3.756,4,4,4,4,4,4
3.758,4,4,4,4,4,4
3.76,4,4,4,4,4,4
3.762,4,4,4,4,4,4
3.764,4,4,4,4,4,4
3.766,4,4,4,4,4,4
3.768,4,4,4,4,4,4
3.77,4,4,4,4,4,4
3.772,4,4,4,4,4,4
3.774,4,4,4,4,4,4
3.776,4,4,4,4,4,4
3.778,4,4,4,4,4,4
3.78,4,4,4,4,4,4
3.782,4,4,4,4,4,4
3.784,4,4,4,4,4,4
3.786,4,4,4,4,4,4
3.788,4,4,4,4,4,4
3.79,4,4,4,4,4,4
3.792,4,4,4,4,4,4
3.794,4,4,4,4,4,4
3.796,4,4,4,4,4,4
3.798,4,4,4,4,4,4
3.8,4,4,4,4,4,4
3.802,4,4,4,4,4,4
3.804,4,4,4,4,4,4
3.806,4,4,4,4,4,4
3.808,4,4,4,4,4,4
3.81,4,4,4,4,4,4
3.812,4,4,4,4,4,4
3.814,4,4,4,4,4,4
3.816,4,4,4,4,4,4
3.818,4,4,4,4,4,4
3.82,4,4,4,4,4,4
3.822,4,4,4,4,4,4
3.824,4,4,4,4,4,4
3.826,4,4,4,4,4,4
3.828,4,4,4,4,4,4
3.83,4,4,4,4,4,4
3.832,4,4,4,4,4,4
3.834,4,4,4,4,4,4
3.836,4,4,4,4,4,4
3.838,4,4,4,4,4,4
3.84,4,4,4,4,4,4
3.842,4,4,4,4,4,4
3.844,4,4,4,4,4,4
3.846,4,4,4,4,4,4
3.848,4,4,4,4,4,4
3.85,4,4,4,4,4,4
3.852,4,4,4,4,4,4
3.854,4,4,4,4,4,4
3.856,4,4,4,4,4,4
3.858,4,4,4,4,4,4
3.86,4,4,4,4,4,4
3.862,4,4,4,4,4,4
3.864,4,4,4,4,4,4
3.866,4,4,4,4,4,4
3.868,4,4,4,4,4,4
3.87,4,4,4,4,4,4
3.872,4,4,4,4,4,4
3.874,4,4,4,4,4,4
3.876,4,4,4,4,4,4
3.878,4,4,4,4,4,4
3.88,4,4,4,4,4,4
3.882,4,4,4,4,4,4
3.884,4,4,4,4,4,4
3.886,4,4,4,4,4,4
3.888,4,4,4,4,4,4
3.89,4,4,4,4,4,4
3.892,4,4,4,4,4,4
3.894,4,4,4,4,4,4
3.896,4,4,4,4,4,4
3.898,4,4,4,4,4,4
3.9,4,4,4,4,4,4
3.902,4,4,4,4,4,4
3.904,4,4,4,4,4,4
3.906,4,4,4,4,4,4
3.908,4,4,4,4,4,4
3.91,4,4,4,4,4,4
3.912,4,4,4,4,4,4
3.914,4,4,4,4,4,4
3.916,4,4,4,4,4,4
3.918,4,4,4,4,4,4
3.92,4,4,4,4,4,4
3.922,4,4,4,4,4,4
3.924,4,4,4,4,4,4
3.926,4,4,4,4,4,4
3.928,4,4,4,4,4,4
3.93,4,4,4,4,4,4
3.932,4,4,4,4,4,4
3.934,4,4,4,4,4,4
3.936,4,4,4,4,4,4
3.938,4,4,4,4,4,4
3.94,4,4,4,4,4,4
3.942,4,4,4,4,4,4
3.944,4,4,4,4,4,4
3.946,4,4,4,4,4,4
3.948,4,4,4,4,4,4
3.95,4,4,4,4,4,4
3.952,4,4,4,4,4,4
3.954,4,4,4,4,4,4
3.956,4,4,4,4,4,4
3.958,4,4,4,4,4,4
3.96,4,4,4,4,4,4
3.962,4,4,4,4,4,4
3.964,4,4,4,4,4,4
3.966,4,4,4,4,4,4
3.968,4,4,4,4,4,4
3.97,4,4,4,4,4,4
3.972,4,4,4,4,4,4
3.974,4,4,4,4,4,4
3.976,4,4,4,4,4,4
3.978,4,4,4,4,4,4
3.98,4,4,4,4,4,4
3.982,4,4,4,4,4,4
3.984,4,4,4,4,4,4
3.986,4,4,4,4,4,4
3.988,4,4,4,4,4,4
3.99,4,4,4,4,4,4
3.992,4,4,4,4,4,4
3.994,4,4,4,4,4,4
3.996,4,4,4,4,4,4
3.998,4,4,4,4,4,4
4,4,4,4,4,4,4
4.002,4,4,4,4,4,4
4.004,4,4,4,4,4,4
4.006,4,4,4,4,4,4
4.008,4,4,4,4,4,4
4.01,4,4,4,4,4,4
4.012,4,4,4,4,4,4
4.014,4,4,4,4,4,4
4.016,4,4,4,4,4,4
4.018,4,4,4,4,4,4
4.02,4,4,4,4,4,4
4.022,4,4,4,4,4,4
4.024,4,4,4,4,4,4
4.026,4,4,4,4,4,4
4.028,4,4,4,4,4,4
4.03,4,4,4,4,4,4
4.032,4,4,4,4,4,4
4.034,4,4,4,4,4,4
4.036,4,4,4,4,4,4
4.038,4,4,4,4,4,4
4.04,4,4,4,4,4,4
4.042,4,4,4,4,4,4
4.044,4,4,4,4,4,4
4.046,4,4,4,4,4,4
4.048,4,4,4,4,4,4
4.05,4,4,4,4,4,4
4.052,4,4,4,4,4,4
4.054,4,4,4,4,4,4
4.056,4,4,4,4,4,4
4.058,4,4,4,4,4,4
4.06,4,4,4,4,4,4
4.062,4,4,4,4,4,4
4.064,4,4,4,4,4,4
4.066,4,4,4,4,4,4
4.068,4,4,4,4,4,4
4.07,4,4,4,4,4,4
4.072,4,4,4,4,4,4
4.074,4,4,4,4,4,4
4.076,4,4,4,4,4,4
4.078,4,4,4,4,4,4
4.08,4,4,4,4,4,4
4.082,4,4,4,4,4,4
4.084,4,4,4,4,4,4
4.086,4,4,4,4,4,4
4.088,4,4,4,4,4,4
4.09,4,4,4,4,4,4
4.092,4,4,4,4,4,4
4.094,4,4,4,4,4,4
4.096,4,4,4,4,4,4
4.098,4,4,4,4,4,4
4.1,4,4,4,4,4,4
4.102,4,4,4,4,4,4
4.104,4,4,4,4,4,4
4.106,4,4,4,4,4,4
4.108,4,4,4,4,4,4
4.11,4,4,4,4,4,4
4.112,4,4,4,4,4,4
4.114,4,4,4,4,4,4
4.116,4,4,4,4,4,4
4.118,4,4,4,4,4,4
4.12,4,4,4,4,4,4
4.122,4,4,4,4,4,4
4.124,4,4,4,4,4,4
4.126,4,4,4,4,4,4
4.128,4,4,4,4,4,4
4.13,4,4,4,4,4,4
4.132,4,4,4,4,4,4
4.134,4,4,4,4,4,4
4.136,4,4,4,4,4,4
4.138,4,4,4,4,4,4
4.14,4,4,4,4,4,4
4.142,4,4,4,4,4,4
4.144,4,4,4,4,4,4
4.146,4,4,4,4,4,4
4.148,4,4,4,4,4,4
4.15,4,4,4,4,4,4
4.152,4,4,4,4,4,4
4.154,4,4,4,4,4,4
4.156,4,4,4,4,4,4
4.158,4,4,4,4,4,4
4.16,4,4,4,4,4,4
4.162,4,4,4,4,4,4
4.164,4,4,4,4,4,4
4.166,4,4,4,4,4,4
4.168,4,4,4,4,4,4
4.17,4,4,4,4,4,4
4.172,4,4,4,4,4,4
4.174,4,4,4,4,4,4
4.176,4,4,4,4,4,4
4.178,4,4,4,4,4,4
4.18,4,4,4,4,4,4
4.182,4,4,4,4,4,4
4.184,4,4,4,4,4,4
4.186,4,4,4,4,4,4
4.188,4,4,4,4,4,4
4.19,4,4,4,4,4,4
4.192,4,4,4,4,4,4
4.194,4,4,4,4,4,4
4.196,4,4,4,4,4,4
4.198,4,4,4,4,4,4
4.2,4,4,4,4,4,4
4.202,4,4,4,4,4,4
4.204,4,4,4,4,4,4
4.206,4,4,4,4,4,4
4.208,4,4,4,4,4,4
4.21,4,4,4,4,4,4
4.212,4,4,4,4,4,4
4.214,4,4,4,4,4,4
4.216,4,4,4,4,4,4
4.218,4,4,4,4,4,4
4.22,4,4,4,4,4,4
4.222,4,4,4,4,4,4
4.224,4,4,4,4,4,4
4.226,4,4,4,4,4,4
4.228,4,4,4,4,4,4
4.23,4,4,4,4,4,4
4.232,4,4,4,4,4,4
4.234,4,4,4,4,4,4
4.236,4,4,4,4,4,4
4.238,4,4,4,4,4,4
4.24,4,4,4,4,4,4
4.242,4,4,4,4,4,4
4.244,4,4,4,4,4,4
4.246,4,4,4,4,4,4
4.248,4,4,4,4,4,4
4.25,4,4,4,4,4,4
4.252,4,4,4,4,4,4
4.254,4,4,4,4,4,4
4.256,4,4,4,4,4,4
4.258,4,4,4,4,4,4
4.26,4,4,4,4,4,4
4.262,4,4,4,4,4,4
4.264,4,4,4,4,4,4
4.266,4,4,4,4,4,4
4.268,4,4,4,4,4,4
4.27,4,4,4,4,4,4
4.272,4,4,4,4,4,4
4.274,4,4,4,4,4,4
4.276,4,4,4,4,4,4
4.278,4,4,4,4,4,4
4.28,4,4,4,4,4,4
4.282,4,4,4,4,4,4
4.284,4,4,4,4,4,4
4.286,4,4,4,4,4,4
4.288,4,4,4,4,4,4
4.29,4,4,4,4,4,4
4.292,4,4,4,4,4,4
4.294,4,4,4,4,4,4
4.296,4,4,4,4,4,4
4.298,4,4,4,4,4,4
4.3,4,4,4,4,4,4
4.302,4,4,4,4,4,4
4.304,4,4,4,4,4,4
4.306,4,4,4,4,4,4
4.308,4,4,4,4,4,4
4.31,4,4,4,4,4,4
4.312,4,4,4,4,4,4
4.314,4,4,4,4,4,4
4.316,4,4,4,4,4,4
4.318,4,4,4,4,4,4
4.32,4,4,4,4,4,4
4.322,4,4,4,4,4,4
4.324,4,4,4,4,4,4
4.326,4,4,4,4,4,4
4.328,4,4,4,4,4,4
4.33,4,4,4,4,4,4
4.332,4,4,4,4,4,4
4.334,4,4,4,4,4,4
4.336,4,4,4,4,4,4
4.338,4,4,4,4,4,4
4.34,4,4,4,4,4,4
4.342,4,4,4,4,4,4
4.344,4,4,4,4,4,4
4.346,4,4,4,4,4,4
4.348,4,4,4,4,4,4
4.35,4,4,4,4,4,4
4.352,4,4,4,4,4,4
4.354,4,4,4,4,4,4
4.356,4,4,4,4,4,4
4.358,4,4,4,4,4,4
4.36,4,4,4,4,4,4
4.362,4,4,4,4,4,4
4.364,4,4,4,4,4,4
4.366,4,4,4,4,4,4
4.368,4,4,4,4,4,4
4.37,4,4,4,4,4,4
4.372,4,4,4,4,4,4
4.374,4,4,4,4,4,4
4.376,4,4,4,4,4,4
4.378,4,4,4,4,4,4
4.38,4,4,4,4,4,4
4.382,4,4,4,4,4,4
4.384,4,4,4,4,4,4
4.386,4,4,4,4,4,4
4.388,4,4,4,4,4,4
4.39,4,4,4,4,4,4
4.392,4,4,4,4,4,4
4.394,4,4,4,4,4,4
4.396,4,4,4,4,4,4
4.398,4,4,4,4,4,4
4.4,4,4,4,4,4,4
4.402,4,4,4,4,4,4
4.404,4,4,4,4,4,4
4.406,4,4,4,4,4,4
4.408,4,4,4,4,4,4
4.41,4,4,4,4,4,4
4.412,4,4,4,4,4,4
4.414,4,4,4,4,4,4
4.416,4,4,4,4,4,4
4.418,4,4,4,4,4,4
4.42,4,4,4,4,4,4
4.422,4,4,4,4,4,4
4.424,4,4,4,4,4,4
4.426,4,4,4,4,4,4
4.428,4,4,4,4,4,4
4.43,4,4,4,4,4,4
4.432,4,4,4,4,4,4
4.434,4,4,4,4,4,4
4.436,4,4,4,4,4,4
4.438,4,4,4,4,4,4
4.44,4,4,4,4,4,4
4.442,4,4,4,4,4,4
4.444,4,4,4,4,4,4
4.446,4,4,4,4,4,4
4.448,4,4,4,4,4,4
4.45,4,4,4,4,4,4
4.452,4,4,4,4,4,4
4.454,4,4,4,4,4,4
4.456,4,4,4,4,4,4
4.458,4,4,4,4,4,4
4.46,4,4,4,4,4,4
4.462,4,4,4,4,4,4
4.464,4,4,4,4,4,4
4.466,4,4,4,4,4,4
4.468,4,4,4,4,4,4
4.47,4,4,4,4,4,4
4.472,4,4,4,4,4,4
4.474,4,4,4,4,4,4
4.476,4,4,4,4,4,4
4.478,4,4,4,4,4,4
4.48,4,4,4,4,4,4
4.482,4,4,4,4,4,4
4.484,4,4,4,4,4,4
4.486,4,4,4,4,4,4
4.488,4,4,4,4,4,4
4.49,4,4,4,4,4,4
4.492,4,4,4,4,4,4
4.494,4,4,4,4,4,4
4.496,4,4,4,4,4,4
4.498,4,4,4,4,4,4
4.5,4,4,4,4,4,4
4.502,4,4,4,4,4,4
4.504,4,4,4,4,4,4
4.506,4,4,4,4,4,4
4.508,4,4,4,4,4,4
4.51,4,4,4,4,4,4
4.512,4,4,4,4,4,4
4.514,4,4,4,4,4,4
4.516,4,4,4,4,4,4
4.518,4,4,4,4,4,4
4.52,4,4,4,4,4,4
4.522,4,4,4,4,4,4
4.524,4,4,4,4,4,4
4.526,4,4,4,4,4,4
4.528,4,4,4,4,4,4
4.53,4,4,4,4,4,4
4.532,4,4,4,4,4,4
4.534,4,4,4,4,4,4
4.536,4,4,4,4,4,4
4.538,4,4,4,4,4,4
4.54,4,4,4,4,4,4
4.542,4,4,4,4,4,4
4.544,4,4,4,4,4,4
4.546,4,4,4,4,4,4
4.548,4,4,4,4,4,4
4.55,4,4,4,4,4,4
4.552,4,4,4,4,4,4
4.554,4,4,4,4,4,4
4.556,4,4,4,4,4,4
4.558,4,4,4,4,4,4
4.56,4,4,4,4,4,4
4.562,4,4,4,4,4,4
4.564,4,4,4,4,4,4
4.566,4,4,4,4,4,4
4.568,4,4,4,4,4,4
4.57,4,4,4,4,4,4
4.572,4,4,4,4,4,4
4.574,4,4,4,4,4,4
4.576,4,4,4,4,4,4
4.578,4,4,4,4,4,4
4.58,4,4,4,4,4,4
4.582,4,4,4,4,4,4
4.584,4,4,4,4,4,4
4.586,4,4,4,4,4,4
4.588,4,4,4,4,4,4
4.59,4,4,4,4,4,4
4.592,4,4,4,4,4,4
4.594,4,4,4,4,4,4
4.596,4,4,4,4,4,4
4.598,4,4,4,4,4,4
4.6,4,4,4,4,4,4
4.602,4,4,4,4,4,4
4.604,4,4,4,4,4,4
4.606,4,4,4,4,4,4
4.608,4,4,4,4,4,4
4.61,4,4,4,4,4,4
4.612,4,4,4,4,4,4
4.614,4,4,4,4,4,4
4.616,4,4,4,4,4,4
4.618,4,4,4,4,4,4
4.62,4,4,4,4,4,4
4.622,4,4,4,4,4,4
4.624,4,4,4,4,4,4
4.626,4,4,4,4,4,4
4.628,4,4,4,4,4,4
4.63,4,4,4,4,4,4
4.632,4,4,4,4,4,4
4.634,4,4,4,4,4,4
4.636,4,4,4,4,4,4
4.638,4,4,4,4,4,4
4.64,4,4,4,4,4,4
4.642,4,4,4,4,4,4
4.644,4,4,4,4,4,4
4.646,4,4,4,4,4,4
4.648,4,4,4,4,4,4
4.65,4,4,4,4,4,4
4.652,4,4,4,4,4,4
4.654,4,4,4,4,4,4
4.656,4,4,4,4,4,4
4.658,4,4,4,4,4,4
4.66,4,4,4,4,4,4
4.662,4,4,4,4,4,4
4.664,4,4,4,4,4,4
4.666,4,4,4,4,4,4
4.668,4,4,4,4,4,4
4.67,4,4,4,4,4,4
4.672,4,4,4,4,4,4
4.674,4,4,4,4,4,4
4.676,4,4,4,4,4,4
4.678,4,4,4,4,4,4
4.68,4,4,4,4,4,4
4.682,4,4,4,4,4,4
4.684,4,4,4,4,4,4
4.686,4,4,4,4,4,4
4.688,4,4,4,4,4,4
4.69,4,4,4,4,4,4
4.692,4,4,4,4,4,4
4.694,4,4,4,4,4,4
4.696,4,4,4,4,4,4
4.698,4,4,4,4,4,4
4.7,4,4,4,4,4,4
4.702,4,4,4,4,4,4
4.704,4,4,4,4,4,4
4.706,4,4,4,4,4,4
4.708,4,4,4,4,4,4
4.71,4,4,4,4,4,4
4.712,4,4,4,4,4,4
4.714,4,4,4,4,4,4
4.716,4,4,4,4,4,4
4.718,4,4,4,4,4,4
4.72,4,4,4,4,4,4
4.722,4,4,4,4,4,4
4.724,4,4,4,4,4,4
4.726,4,4,4,4,4,4
4.728,4,4,4,4,4,4
4.73,4,4,4,4,4,4
4.732,4,4,4,4,4,4
4.734,4,4,4,4,4,4
4.736,4,4,4,4,4,4
4.738,4,4,4,4,4,4
4.74,4,4,4,4,4,4
4.742,4,4,4,4,4,4
4.744,4,4,4,4,4,4
4.746,4,4,4,4,4,4
4.748,4,4,4,4,4,4
4.75,4,4,4,4,4,4
4.752,4,4,4,4,4,4
4.754,4,4,4,4,4,4
4.756,4,4,4,4,4,4
4.758,4,4,4,4,4,4
4.76,4,4,4,4,4,4
4.762,4,4,4,4,4,4
4.764,4,4,4,4,4,4
4.766,4,4,4,4,4,4
4.768,4,4,4,4,4,4
4.77,4,4,4,4,4,4
4.772,4,4,4,4,4,4
4.774,4,4,4,4,4,4
4.776,4,4,4,4,4,4
4.778,4,4,4,4,4,4
4.78,4,4,4,4,4,4
4.782,4,4,4,4,4,4
4.784,4,4,4,4,4,4
4.786,4,4,4,4,4,4
4.788,4,4,4,4,4,4
4.79,4,4,4,4,4,4
4.792,4,4,4,4,4,4
4.794,4,4,4,4,4,4
4.796,4,4,4,4,4,4
4.798,4,4,4,4,4,4
4.8,4,4,4,4,4,4
4.802,4,4,4,4,4,4
4.804,4,4,4,4,4,4
4.806,4,4,4,4,4,4
4.808,4,4,4,4,4,4
4.81,4,4,4,4,4,4
4.812,4,4,4,4,4,4
4.814,4,4,4,4,4,4
4.816,4,4,4,4,4,4
4.818,4,4,4,4,4,4
4.82,4,4,4,4,4,4
4.822,4,4,4,4,4,4
4.824,4,4,4,4,4,4
4.826,4,4,4,4,4,4
4.828,4,4,4,4,4,4
4.83,4,4,4,4,4,4
4.832,4,4,4,4,4,4
4.834,4,4,4,4,4,4
4.836,4,4,4,4,4,4
4.838,4,4,4,4,4,4
4.84,4,4,4,4,4,4
4.842,4,4,4,4,4,4
4.844,4,4,4,4,4,4
4.846,4,4,4,4,4,4
4.848,4,4,4,4,4,4
4.85,4,4,4,4,4,4
4.852,4,4,4,4,4,4
4.854,4,4,4,4,4,4
4.856,4,4,4,4,4,4
4.858,4,4,4,4,4,4
4.86,4,4,4,4,4,4
4.862,4,4,4,4,4,4
4.864,4,4,4,4,4,4
4.866,4,4,4,4,4,4
4.868,4,4,4,4,4,4
4.87,4,4,4,4,4,4
4.872,4,4,4,4,4,4
4.874,4,4,4,4,4,4
4.876,4,4,4,4,4,4
4.878,4,4,4,4,4,4
4.88,4,4,4,4,4,4
4.882,4,4,4,4,4,4
4.884,4,4,4,4,4,4
4.886,4,4,4,4,4,4
4.888,4,4,4,4,4,4
4.89,4,4,4,4,4,4
4.892,4,4,4,4,4,4
4.894,4,4,4,4,4,4
4.896,4,4,4,4,4,4
4.898,4,4,4,4,4,4
4.9,4,4,4,4,4,4
4.902,4,4,4,4,4,4
4.904,4,4,4,4,4,4
4.906,4,4,4,4,4,4
4.908,4,4,4,4,4,4
4.91,4,4,4,4,4,4
4.912,4,4,4,4,4,4
4.914,4,4,4,4,4,4
4.916,4,4,4,4,4,4
4.918,4,4,4,4,4,4
4.92,4,4,4,4,4,4
4.922,4,4,4,4,4,4
4.924,4,4,4,4,4,4
4.926,4,4,4,4,4,4
4.928,4,4,4,4,4,4
4.93,4,4,4,4,4,4
4.932,4,4,4,4,4,4
4.934,4,4,4,4,4,4
4.936,4,4,4,4,4,4
4.938,4,4,4,4,4,4
4.94,4,4,4,4,4,4
4.942,4,4,4,4,4,4
4.944,4,4,4,4,4,4
4.946,4,4,4,4,4,4
4.948,4,4,4,4,4,4
4.95,4,4,4,4,4,4
4.952,4,4,4,4,4,4
4.954,4,4,4,4,4,4
4.956,4,4,4,4,4,4
4.958,4,4,4,4,4,4
4.96,4,4,4,4,4,4
4.962,4,4,4,4,4,4
4.964,4,4,4,4,4,4
4.966,4,4,4,4,4,4
4.968,4,4,4,4,4,4
4.97,4,4,4,4,4,4
4.972,4,4,4,4,4,4
4.974,4,4,4,4,4,4
4.976,4,4,4,4,4,4
4.978,4,4,4,4,4,4
4.98,4,4,4,4,4,4
4.982,4,4,4,4,4,4
4.984,4,4,4,4,4,4
4.986,4,4,4,4,4,4
4.988,4,4,4,4,4,4
4.99,4,4,4,4,4,4
4.992,4,4,4,4,4,4
4.994,4,4,4,4,4,4
4.996,4,4,4,4,4,4
4.998,4,4,4,4,4,4
5,4,4,4,4,4,4
5,3,4,4,4,4,4
5.002,3,4,4,4,4,4
5.004,3,4,4,4,4,4
5.006,3,4,4,4,4,4
5.008,3,4,4,4,4,4
5.01,3,4,4,4,4,4
5.012,3,4,4,4,4,4
5.014,3,4,4,4,4,4
5.016,3,4,4,4,4,4
5.018,3,4,4,4,4,4
5.02,3,4,4,4,4,4
5.022,3,4,4,4,4,4
5.024,3,4,4,4,4,4
5.026,3,4,4,4,4,4
5.028,3,4,4,4,4,4
5.03,3,4,4,4,4,4
5.032,3,4,4,4,4,4
5.034,3,4,4,4,4,4
5.036,3,4,4,4,4,4
5.038,3,4,4,4,4,4
5.04,3,4,4,4,4,4
5.042,3,4,4,4,4,4
5.044,3,4,4,4,4,4
5.046,3,4,4,4,4,4
5.048,3,4,4,4,4,4
5.05,3,4,4,4,4,4
5.052,3,4,4,4,4,4
5.054,3,4,4,4,4,4
5.056,3,4,4,4,4,4
5.058,3,4,4,4,4,4
5.06,3,4,4,4,4,4
5.062,3,4,4,4,4,4
5.064,3,4,4,4,4,4
5.066,3,4,4,4,4,4
5.068,3,4,4,4,4,4
5.07,3,4,4,4,4,4
5.072,3,4,4,4,4,4
5.074,3,4,4,4,4,4
5.076,3,4,4,4,4,4
5.078,3,4,4,4,4,4
5.08,3,4,4,4,4,4
5.082,3,4,4,4,4,4
5.084,3,4,4,4,4,4
5.086,3,4,4,4,4,4
5.088,3,4,4,4,4,4
5.09,3,4,4,4,4,4
5.092,3,4,4,4,4,4
5.094,3,4,4,4,4,4
5.096,3,4,4,4,4,4
5.098,3,4,4,4,4,4
5.1,3,4,4,4,4,4
5.102,3,4,4,4,4,4
5.104,3,4,4,4,4,4
5.106,3,4,4,4,4,4
5.108,3,4,4,4,4,4
5.11,3,4,4,4,4,4
5.112,3,4,4,4,4,4
5.114,3,4,4,4,4,4
5.116,3,4,4,4,4,4
5.118,3,4,4,4,4,4
5.12,3,4,4,4,4,4
5.122,3,4,4,4,4,4
5.124,3,4,4,4,4,4
5.126,3,4,4,4,4,4
5.128,3,4,4,4,4,4
5.13,3,4,4,4,4,4
5.132,3,4,4,4,4,4
5.134,3,4,4,4,4,4
5.136,3,4,4,4,4,4
5.138,3,4,4,4,4,4
5.14,3,4,4,4,4,4
5.142,3,4,4,4,4,4
5.144,3,4,4,4,4,4
5.146,3,4,4,4,4,4
5.148,3,4,4,4,4,4
5.15,3,4,4,4,4,4
5.152,3,4,4,4,4,4
5.154,3,4,4,4,4,4
5.156,3,4,4,4,4,4
5.158,3,4,4,4,4,4
5.16,3,4,4,4,4,4
5.162,3,4,4,4,4,4
5.164,3,4,4,4,4,4
5.166,3,4,4,4,4,4
5.168,3,4,4,4,4,4
5.17,3,4,4,4,4,4
5.172,3,4,4,4,4,4
5.174,3,4,4,4,4,4
5.176,3,4,4,4,4,4
5.178,3,4,4,4,4,4
5.18,3,4,4,4,4,4
5.182,3,4,4,4,4,4
5.184,3,4,4,4,4,4
5.186,3,4,4,4,4,4
