"time","medium1.T","medium1.p","medium2.T","medium2.p"
0.0592,300.200315714569,100118.205455864,300.093111632626,100074.204396157
0.0594,300.200992103998,100118.604797229,300.09342603311,100074.455076761
0.0596,300.201668491053,100119.004138585,300.093740432478,100074.705757298
0.0598,300.202344875733,100119.403479932,300.094054830729,100074.956437768
0.06,300.203021258037,100119.802821269,300.094369227864,100075.207118172
0.0602,300.203697637966,100120.202162596,300.094683623883,100075.457798509
0.0604,300.204374015521,100120.601503915,300.094998018785,100075.708478779
0.0606,300.2050503907,100121.000845224,300.095312412572,100075.959158982
0.0608,300.205726763504,100121.400186524,300.095626805242,100076.209839119
0.061,300.206403133933,100121.799527814,300.095941196795,100076.460519189
0.0612,300.207079501987,100122.198869095,300.096255587233,100076.711199192
0.0614,300.207755867666,100122.598210366,300.096569976554,100076.961879128
0.0616,300.208432230969,100122.997551629,300.096884364758,100077.212558997
0.0618,300.209108591898,100123.396892882,300.097198751847,100077.4632388
0.062,300.209784950451,100123.796234125,300.097513137819,100077.713918535
0.0622,300.21046130663,100124.195575359,300.097827522675,100077.964598204
0.0624,300.211137660433,100124.594916584,300.098141906415,100078.215277807
0.0626,300.211814011861,100124.994257799,300.098456289038,100078.465957342
0.0628,300.212490360914,100125.393599005,300.098770670545,100078.716636811
0.063,300.213166707593,100125.792940202,300.099085050936,100078.967316212
0.0632,300.213843051896,100126.192281389,300.09939943021,100079.217995547
0.0634,300.214519393823,100126.591622567,300.099713808368,100079.468674816
0.0636,300.215195733376,100126.990963735,300.10002818541,100079.719354017
0.0638,300.215872070554,100127.390304894,300.100342561336,100079.970033152
0.064,300.216548405356,100127.789646044,300.100656936145,100080.220712219
0.0642,300.217224737784,100128.188987185,300.100971309838,100080.47139122
0.0644,300.217901067836,100128.588328316,300.101285682415,100080.722070155
0.0646,300.218577395514,100128.987669437,300.101600053875,100080.972749022
0.0648,300.219253720816,100129.38701055,300.101914424219,100081.223427823
0.065,300.219930043743,100129.786351652,300.102228793447,100081.474106557
0.0652,300.220606364295,100130.185692746,300.102543161559,100081.724785224
0.0654,300.221282682472,100130.58503383,300.102857528554,100081.975463824
0.0656,300.221958998274,100130.984374905,300.103171894433,100082.226142358
0.0658,300.222635311701,100131.38371597,300.103486259195,100082.476820824
0.066,300.223311622753,100131.783057026,300.103800622842,100082.727499224
0.0662,300.223987931429,100132.182398073,300.104114985372,100082.978177557
0.0664,300.224664237731,100132.58173911,300.104429346786,100083.228855824
0.0666,300.225340541657,100132.981080138,300.104743707083,100083.479534023
0.0668,300.226016843209,100133.380421157,300.105058066264,100083.730212156
0.067,300.226693142385,100133.779762166,300.105372424329,100083.980890222
0.0672,300.227369439186,100134.179103166,300.105686781278,100084.231568221
0.0674,300.228045733612,100134.578444157,300.10600113711,100084.482246153
0.0676,300.228722025663,100134.977785138,300.106315491826,100084.732924019
0.0678,300.229398315339,100135.377126109,300.106629845426,100084.983601818
0.068,300.23007460264,100135.776467072,300.106944197909,100085.23427955
0.0682,300.230750887565,100136.175808025,300.107258549276,100085.484957215
0.0684,300.231427170116,100136.575148968,300.107572899527,100085.735634813
0.0686,300.232103450292,100136.974489903,300.107887248662,100085.986312345
0.0688,300.232779728092,100137.373830827,300.10820159668,100086.23698981
0.069,300.233456003517,100137.773171743,300.108515943582,100086.487667208
0.0692,300.234132276568,100138.172512649,300.108830289368,100086.738344539
0.0694,300.234808547243,100138.571853546,300.109144634037,100086.989021803
0.0696,300.235484815543,100138.971194433,300.10945897759,100087.239699001
0.0698,300.236161081468,100139.370535311,300.109773320027,100087.490376132
0.07,300.236837345018,100139.76987618,300.110087661348,100087.741053196
0.0702,300.237513606192,100140.169217039,300.110402001552,100087.991730193
0.0704,300.238189864992,100140.568557889,300.11071634064,100088.242407123
0.0706,300.238866121417,100140.96789873,300.111030678612,100088.493083987
0.0708,300.239542375466,100141.367239561,300.111345015467,100088.743760784
0.071,300.240218627141,100141.766580383,300.111659351206,100088.994437514
0.0712,300.24089487644,100142.165921195,300.111973685829,100089.245114177
0.0714,300.241571123364,100142.565261998,300.112288019335,100089.495790774
0.0716,300.242247367913,100142.964602792,300.112602351726,100089.746467304
0.0718,300.242923610088,100143.363943576,300.112916682999,100089.997143766
0.072,300.243599849887,100143.763284351,300.113231013157,100090.247820163
0.0722,300.24427608731,100144.162625117,300.113545342198,100090.498496492
0.0724,300.244952322359,100144.561965873,300.113859670123,100090.749172754
0.0726,300.245628555033,100144.96130662,300.114173996932,100090.99984895
0.0728,300.246304785332,100145.360647357,300.114488322625,100091.250525079
0.073,300.246981013255,100145.759988085,300.114802647201,100091.501201141
0.0732,300.247657238803,100146.159328804,300.115116970661,100091.751877137
0.0734,300.248333461977,100146.558669513,300.115431293004,100092.002553065
0.0736,300.249009682775,100146.958010213,300.115745614232,100092.253228927
0.0738,300.249685901198,100147.357350904,300.116059934343,100092.503904722
0.074,300.250362117246,100147.756691585,300.116374253337,100092.75458045
0.0742,300.251038330919,100148.156032257,300.116688571216,100093.005256112
0.0744,300.251714542217,100148.555372919,300.117002887978,100093.255931706
0.0746,300.25239075114,100148.954713573,300.117317203624,100093.506607234
0.0748,300.253066957688,100149.354054216,300.117631518153,100093.757282695
0.075,300.25374316186,100149.753394851,300.117945831566,100094.007958089
0.0752,300.254419363658,100150.152735476,300.118260143863,100094.258633417
0.0754,300.25509556308,100150.552076091,300.118574455044,100094.509308677
0.0756,300.255771760128,100150.951416698,300.118888765108,100094.759983871
0.0758,300.2564479548,100151.350757295,300.119203074057,100095.010658998
0.076,300.257124147097,100151.750097882,300.119517381888,100095.261334058
0.0762,300.257800337019,100152.14943846,300.119831688604,100095.512009052
0.0764,300.258476524566,100152.548779029,300.120145994203,100095.762683978
0.0766,300.259152709738,100152.948119589,300.120460298686,100096.013358838
0.0768,300.259828892535,100153.347460139,300.120774602053,100096.264033631
0.077,300.260505072956,100153.746800679,300.121088904303,100096.514708358
0.0772,300.261181251003,100154.146141211,300.121403205437,100096.765383017
0.0774,300.261857426675,100154.545481733,300.121717505455,100097.01605761
0.0776,300.262533599971,100154.944822245,300.122031804356,100097.266732136
0.0778,300.263209770892,100155.344162748,300.122346102141,100097.517406595
0.078,300.263885939439,100155.743503242,300.12266039881,100097.768080987
0.0782,300.26456210561,100156.142843727,300.122974694363,100098.018755313
0.0784,300.265238269406,100156.542184202,300.123288988799,100098.269429572
0.0786,300.265914430827,100156.941524667,300.123603282119,100098.520103763
0.0788,300.266590589873,100157.340865124,300.123917574323,100098.770777889
0.079,300.267266746543,100157.740205571,300.12423186541,100099.021451947
0.0792,300.267942900839,100158.139546008,300.124546155381,100099.272125939
0.0794,300.26861905276,100158.538886437,300.124860444236,100099.522799863
0.0796,300.269295202305,100158.938226856,300.125174731975,100099.773473721
0.0798,300.269971349476,100159.337567265,300.125489018597,100100.024147512
0.08,300.270647494271,100159.736907665,300.125803304103,100100.274821237
0.0802,300.271323636691,100160.136248056,300.126117588493,100100.525494894
0.0804,300.271999776736,100160.535588437,300.126431871766,100100.776168485
0.0806,300.272675914407,100160.934928809,300.126746153923,100101.026842009
0.0808,300.273352049701,100161.334269172,300.127060434964,100101.277515467
0.081,300.274028182621,100161.733609525,300.127374714888,100101.528188857
0.0812,300.274704313166,100162.132949869,300.127688993697,100101.778862181
0.0814,300.275380441336,100162.532290204,300.128003271389,100102.029535437
0.0816,300.276056567131,100162.931630529,300.128317547964,100102.280208627
0.0818,300.27673269055,100163.330970845,300.128631823424,100102.530881751
0.082,300.277408811595,100163.730311151,300.128946097767,100102.781554807
0.0822,300.278084930264,100164.129651448,300.129260370993,100103.032227797
0.0824,300.278761046558,100164.528991736,300.129574643104,100103.28290072
0.0826,300.279437160477,100164.928332014,300.129888914098,100103.533573576
0.0828,300.280113272021,100165.327672283,300.130203183976,100103.784246365
0.083,300.28078938119,100165.727012543,300.130517452737,100104.034919088
0.0832,300.281465487984,100166.126352793,300.130831720383,100104.285591743
0.0834,300.282141592403,100166.525693034,300.131145986912,100104.536264332
0.0836,300.282817694447,100166.925033265,300.131460252325,100104.786936854
0.0838,300.283493794115,100167.324373487,300.131774516621,100105.03760931
0.084,300.284169891409,100167.7237137,300.132088779801,100105.288281698
0.0842,300.284845986327,100168.123053904,300.132403041865,100105.53895402
0.0844,300.285522078871,100168.522394097,300.132717302812,100105.789626275
0.0846,300.286198169039,100168.921734282,300.133031562644,100106.040298463
0.0848,300.286874256832,100169.321074457,300.133345821359,100106.290970584
