"time","hysteresis.y"
0,0
0.0006,0
0.0012,0
0.0018,0
0.0024,0
0.003,0
0.0036,0
0.0042,0
0.0048,0
0.0054,0
0.006,0
0.0066,0
0.0072,0
0.0078,0
0.0084,0
0.009,0
0.0096,0
0.0102,0
0.0108,0
0.0114,0
0.012,0
0.0126,0
0.0132,0
0.0138,0
0.0144,0
0.015,0
0.0156,0
0.0162,0
0.0168,0
0.0174,0
0.018,0
0.0186,0
0.0192,0
0.0198,0
0.0204,0
0.021,0
0.0216,0
0.0222,0
0.0228,0
0.0234,0
0.024,0
0.0246,0
0.0252,0
0.0258,0
0.0264,0
0.027,0
0.0276,0
0.0282,0
0.0288,0
0.0294,0
0.03,0
0.0306,0
0.0312,0
0.0318,0
0.0324,0
0.033,0
0.0336,0
0.0342,0
0.0348,0
0.0354,0
0.036,0
0.0366,0
0.0372,0
0.0378,0
0.0384,0
0.039,0
0.0396,0
0.0402,0
0.0408,0
0.0414,0
0.042,0
0.0426,0
0.0432,0
0.0438,0
0.0444,0
0.045,0
0.0456,0
0.0462,0
0.0468,0
0.0474,0
0.048,0
0.0486,0
0.0492,0
0.0498,0
0.0504,0
0.051,0
0.0516,0
0.0522,0
0.0528,0
0.0534,0
0.054,0
0.0546,0
0.0552,0
0.0558,0
0.0564,0
0.057,0
0.0576,0
0.0582,0
0.0588,0
0.0594,0
0.06,0
0.0606,0
0.0612,0
0.0618,0
0.0624,0
0.063,0
0.0636,0
0.0642,0
0.0648,0
0.0654,0
0.066,0
0.0666,0
0.0672,0
0.0678,0
0.0684,0
0.069,0
0.0696,0
0.0702,0
0.0708,0
0.0714,0
0.072,0
0.0726,0
0.0732,0
0.0738,0
0.0744,0
0.075,0
0.0756,0
0.0762,0
0.0768,0
0.0774,0
0.078,0
0.0786,0
0.0792,0
0.0798,0
0.0804,0
0.081,0
0.0816,0
0.0822,0
0.0828,0
0.0833333333333408,0
0.0833333333333408,1
0.0834,1
0.084,1
0.0846,1
0.0852,1
0.0858,1
0.0864,1
0.087,1
0.0876,1
0.0882,1
0.0888,1
0.0894,1
0.09,1
0.0906,1
0.0912,1
0.0918,1
0.0924,1
0.093,1
0.0936,1
0.0942,1
0.0948,1
0.0954,1
0.096,1
0.0966,1
0.0972,1
0.0978,1
0.0984,1
0.099,1
0.0996,1
0.1002,1
0.1008,1
0.1014,1
0.102,1
0.1026,1
0.1032,1
0.1038,1
0.1044,1
0.105,1
0.1056,1
0.1062,1
0.1068,1
0.1074,1
0.108,1
0.1086,1
0.1092,1
0.1098,1
0.1104,1
0.111,1
0.1116,1
0.1122,1
0.1128,1
0.1134,1
0.114,1
0.1146,1
0.1152,1
0.1158,1
0.1164,1
0.117,1
0.1176,1
0.1182,1
0.1188,1
0.1194,1
0.12,1
0.1206,1
0.1212,1
0.1218,1
0.1224,1
0.123,1
0.1236,1
0.1242,1
0.1248,1
0.1254,1
0.126,1
0.1266,1
0.1272,1
0.1278,1
0.1284,1
0.129,1
0.1296,1
0.1302,1
0.1308,1
0.1314,1
0.132,1
0.1326,1
0.1332,1
0.1338,1
0.1344,1
0.135,1
0.1356,1
0.1362,1
0.1368,1
0.1374,1
0.138,1
0.1386,1
0.1392,1
0.1398,1
0.1404,1
0.141,1
0.1416,1
0.1422,1
0.1428,1
0.1434,1
0.144,1
0.1446,1
0.1452,1
0.1458,1
0.1464,1
0.147,1
0.1476,1
0.1482,1
0.1488,1
0.1494,1
0.15,1
0.1506,1
0.1512,1
0.1518,1
0.1524,1
0.153,1
0.1536,1
0.1542,1
0.1548,1
0.1554,1
0.156,1
0.1566,1
0.1572,1
0.1578,1
0.1584,1
0.159,1
0.1596,1
0.1602,1
0.1608,1
0.1614,1
0.162,1
0.1626,1
0.1632,1
0.1638,1
0.1644,1
0.165,1
0.1656,1
0.1662,1
0.1668,1
0.1674,1
0.168,1
0.1686,1
0.1692,1
0.1698,1
0.1704,1
0.171,1
0.1716,1
0.1722,1
0.1728,1
0.1734,1
0.174,1
0.1746,1
0.1752,1
0.1758,1
0.1764,1
0.177,1
0.1776,1
0.1782,1
0.1788,1
0.1794,1
0.18,1
0.1806,1
0.1812,1
0.1818,1
0.1824,1
0.183,1
0.1836,1
0.1842,1
0.1848,1
0.1854,1
0.186,1
0.1866,1
0.1872,1
0.1878,1
0.1884,1
0.189,1
0.1896,1
0.1902,1
0.1908,1
0.1914,1
0.192,1
0.1926,1
0.1932,1
0.1938,1
0.1944,1
0.195,1
0.1956,1
0.1962,1
0.1968,1
0.1974,1
0.198,1
0.1986,1
0.1992,1
0.1998,1
0.2004,1
0.201,1
0.2016,1
0.2022,1
0.2028,1
0.2034,1
0.204,1
0.2046,1
0.2052,1
0.2058,1
0.2064,1
0.207,1
0.2076,1
0.2082,1
0.2088,1
0.2094,1
0.21,1
0.2106,1
0.2112,1
0.2118,1
0.2124,1
0.213,1
0.2136,1
0.2142,1
0.2148,1
0.2154,1
0.216,1
0.2166,1
0.2172,1
0.2178,1
0.2184,1
0.219,1
0.2196,1
0.2202,1
0.2208,1
0.2214,1
0.222,1
0.2226,1
0.2232,1
0.2238,1
0.2244,1
0.225,1
0.2256,1
0.2262,1
0.2268,1
0.2274,1
0.228,1
0.2286,1
0.2292,1
0.2298,1
