"time","eps_h_is","eta","lambda","Pr","p","T","d","h","u","s","g","f","cp","cp2","cv","cv2","h_is","a","beta","beta2","kappa","kappa2","ddpT","ddTp","dddX[1]","MM","h2","d2","err_T","err_d","err_u","s_is","err_h_is","eps"
0,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
1e-06,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
2e-05,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
4e-05,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
6e-05,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
8e-05,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
0.0001,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
0.00012,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
0.00014,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
0.00016,1e-10,0.00089,0.608,6.12151002898763,101325,298.15,997.048031971739,104929.294642565,104827.669648833,367.552949597486,-4656.61727992546,-4758.24227365783,4181.88550294885,4181.88550294885,4138.10001084938,4138.10001084938,105030.91968498,1498.22890289879,0.000257131401764832,0.000257131401764832,4.51542603649199e-10,4.51542603649199e-10,4.50209664319828e-07,-0.25637235808776,0,0.018015268,104929.294642565,997.048031971739,0,0,0,367.552949597486,1.13686837721616e-13,1e-10
