"time","wheelSet.der_theta1","wheelSet.der_theta2","wheelSet.phi","wheelSet.theta1","wheelSet.theta2","wheelSet.x","wheelSet.y"
0,0,0,0,0,0,0.1,0.1
0.0006,0.00199335548172758,0.00199335548172758,-6.42223202862474e-23,5.98009370923954e-07,5.98009370923953e-07,0.100000059800937,0.1
0.0012,0.00398671096345516,0.00398671096345515,-3.38109954121387e-22,2.39202964522504e-06,2.39202964522504e-06,0.100000239202965,0.1
0.0018,0.00598006644518273,0.00598006644518273,-8.32164041257723e-22,5.38206311056918e-06,5.38206311056918e-06,0.100000538206311,0.1
0.0024,0.00797342192691031,0.00797342192691031,-1.53354107604828e-21,9.56810977079155e-06,9.56810977079154e-06,0.100000956810977,0.1
0.003,0.00996677740863789,0.00996677740863788,-2.33720932868197e-21,1.49501697171034e-05,1.49501697171034e-05,0.100001495016972,0.1
0.0036,0.0119601328903655,0.0119601328903655,-3.28013589562962e-21,2.15282429174019e-05,2.15282429174019e-05,0.100002152824292,0.1
0.0042,0.013953488372093,0.013953488372093,-4.36232077689124e-21,2.93023293716871e-05,2.93023293716871e-05,0.100002930232937,0.1
0.0048,0.0159468438538206,0.0159468438538206,-5.55158434028203e-21,3.82724290976181e-05,3.82724290976181e-05,0.10000382724291,0.1
0.0054,0.0179401993355482,0.0179401993355482,-6.77659273570123e-21,4.84385421343409e-05,4.8438542134341e-05,0.100004843854213,0.1
0.006,0.0199335548172758,0.0199335548172758,-8.09123001985468e-21,5.98006684522856e-05,5.98006684522856e-05,0.100005980066845,0.1
0.0066,0.0219269102990033,0.0219269102990033,-9.49549619274238e-21,7.2358808051452e-05,7.2358808051452e-05,0.100007235880805,0.1
0.0072,0.0239202657807309,0.0239202657807309,-1.09893912543643e-20,8.61129609318402e-05,8.61129609318402e-05,0.100008611296093,0.1
0.0078,0.0259136212624585,0.0259136212624585,-1.25729152047205e-20,0.00010106312709345,0.00010106312709345,0.100010106312709,0.1
0.0084,0.0279069767441861,0.0279069767441861,-1.4246068043811e-20,0.000117209306536282,0.000117209306536282,0.100011720930654,0.1
0.009,0.0299003322259137,0.0299003322259136,-1.60088497716357e-20,0.000134551499260336,0.000134551499260336,0.100013455149926,0.1
0.0096,0.0318936877076412,0.0318936877076412,-1.79449252829292e-20,0.000153089705279692,0.000153089705279692,0.100015308970528,0.1
0.0102,0.0338870431893688,0.0338870431893688,-2.00473466740207e-20,0.000172823924593181,0.000172823924593181,0.100017282392459,0.1
0.0108,0.0358803986710964,0.0358803986710964,-2.22716813509838e-20,0.000193754157193325,0.000193754157193325,0.100019375415719,0.1
0.0114,0.037873754152824,0.037873754152824,-2.46179293138185e-20,0.000215880403080125,0.000215880403080125,0.100021588040308,0.1
0.012,0.0398671096345515,0.0398671096345515,-2.70860905625249e-20,0.000239202662253579,0.000239202662253579,0.100023920266225,0.1
0.0126,0.0418604651162791,0.0418604651162791,-2.96761650971029e-20,0.000263720934713689,0.000263720934713689,0.100026372093471,0.1
0.0132,0.0438538205980067,0.0438538205980067,-3.23881529175526e-20,0.000289435220460454,0.000289435220460454,0.100028943522046,0.1
0.0138,0.0458471760797343,0.0458471760797343,-3.52220540238738e-20,0.000316345519493874,0.000316345519493874,0.100031634551949,0.1
0.0144,0.0478405315614619,0.0478405315614618,-3.81778684160667e-20,0.000344451831813949,0.000344451831813949,0.100034445183181,0.1
0.015,0.0498338870431894,0.0498338870431894,-4.12555960941313e-20,0.00037375415742068,0.00037375415742068,0.100037375415742,0.1
0.0156,0.051827242524917,0.051827242524917,-4.44552370580675e-20,0.000404252496314066,0.000404252496314066,0.100040425249631,0.1
0.0162,0.0538205980066446,0.0538205980066446,-4.77767913078753e-20,0.000435946848494107,0.000435946848494106,0.100043594684849,0.1
0.0168,0.0558139534883722,0.0558139534883721,-5.12202588435547e-20,0.000468837213960803,0.000468837213960802,0.100046883721396,0.1
