"time","ramp.y","boundary.ports[1].m_flow","boundary.ports[1].p","boundary.ports[1].h_outflow","sensor.port_b.m_flow","sensor.port_b.p","sensor.port_b.h_outflow","fitting1.port_b.m_flow","fitting1.port_b.p","fitting1.port_b.h_outflow","fitting2.port_b.m_flow","fitting2.port_b.p","fitting2.port_b.h_outflow"
0,100000,0.0565165326334574,100000,303633.934260624,0.0565165326334574,100000,303633.934260624,0.0565165326334574,300000,303633.934260624,0.0565165326334574,300000,303633.934260624
0.000202,100080.8,0.0565051151405822,100080.8,303633.934260624,0.0565051151405822,100080.8,303633.934260624,0.0565051151405822,300000,303633.934260624,0.0565051151405822,300000,303633.934260624
0.000404,100161.6,0.0564936953402081,100161.6,303633.934260624,0.0564936953402081,100161.6,303633.934260624,0.0564936953402081,300000,303633.934260624,0.0564936953402081,300000,303633.934260624
0.000606,100242.4,0.0564822732309354,100242.4,303633.934260624,0.0564822732309354,100242.4,303633.934260624,0.0564822732309354,300000,303633.934260624,0.0564822732309354,300000,303633.934260624
0.000808,100323.2,0.0564708488113631,100323.2,303633.934260624,0.0564708488113631,100323.2,303633.934260624,0.0564708488113631,300000,303633.934260624,0.0564708488113631,300000,303633.934260624
0.00101,100404,0.0564594220800889,100404,303633.934260624,0.0564594220800889,100404,303633.934260624,0.0564594220800889,300000,303633.934260624,0.0564594220800889,300000,303633.934260624
0.001212,100484.8,0.0564479930357087,100484.8,303633.934260624,0.0564479930357087,100484.8,303633.934260624,0.0564479930357087,300000,303633.934260624,0.0564479930357087,300000,303633.934260624
0.001414,100565.6,0.0564365616768174,100565.6,303633.934260624,0.0564365616768174,100565.6,303633.934260624,0.0564365616768174,300000,303633.934260624,0.0564365616768174,300000,303633.934260624
0.001616,100646.4,0.0564251280020081,100646.4,303633.934260624,0.0564251280020081,100646.4,303633.934260624,0.0564251280020081,300000,303633.934260624,0.0564251280020081,300000,303633.934260624
0.001818,100727.2,0.0564136920098729,100727.2,303633.934260624,0.0564136920098729,100727.2,303633.934260624,0.0564136920098729,300000,303633.934260624,0.0564136920098729,300000,303633.934260624
0.00202,100808,0.056402253699002,100808,303633.934260624,0.056402253699002,100808,303633.934260624,0.056402253699002,300000,303633.934260624,0.056402253699002,300000,303633.934260624
0.002222,100888.8,0.0563908130679846,100888.8,303633.934260624,0.0563908130679846,100888.8,303633.934260624,0.0563908130679846,300000,303633.934260624,0.0563908130679846,300000,303633.934260624
