"time","revolute1.phi","revolute1.w"
0.3,-1.31824202202896,-10.0566051039023
0.301,-1.32832815639835,-10.1157231761358
0.302,-1.33847355568227,-10.1751537437081
0.303,-1.34867853541317,-10.2348864151789
0.304,-1.35894339676971,-10.2949095732853
0.305,-1.36926843126096,-10.3552105582967
0.306,-1.3796538971653,-10.4157747867008
0.307,-1.39010003372926,-10.476586255979
0.308,-1.40060710055668,-10.5376289740747
0.309,-1.41117532603307,-10.5988850497146
0.31,-1.42180492258901,-10.6603352362649
0.311,-1.4324960666474,-10.7219582041891
0.312,-1.44324888568274,-10.7837300653281
0.313,-1.45406354415201,-10.8456273979906
0.314,-1.46494015895827,-10.9076242361962
0.315,-1.47587882247707,-10.9696928674664
0.316,-1.48687959182095,-11.031803586905
0.317,-1.49794245229977,-11.0939239474588
0.318,-1.50906742367964,-11.1560207982721
0.319,-1.52025446781048,-11.2180584448345
0.32,-1.53150351216623,-11.2799990722804
0.321,-1.54281444608596,-11.3418027126462
0.322,-1.55418706826244,-11.4034279199294
0.323,-1.56562120407901,-11.4648299792514
0.324,-1.57711661055495,-11.5259621995683
0.325,-1.58867299935802,-11.5867754922547
0.326,-1.60029003502405,-11.6472183096392
0.327,-1.61196728360445,-11.7072394855648
0.328,-1.62370431224799,-11.7667822400175
0.329,-1.6355006197066,-11.8257880817341
0.33,-1.64735564387523,-11.8841962011113
0.331,-1.65926876299962,-11.9419432338063
0.332,-1.67123926869052,-11.9989678110201
0.333,-1.68326640718404,-12.0552025297019
0.334,-1.69534936015563,-12.1105770650828
0.335,-1.70748723423901,-12.1650196785724
0.336,-1.71967906361695,-12.2184571040786
0.337,-1.7319238057618,-12.2708206484469
0.338,-1.74422034438212,-12.3220306174351
0.339,-1.7565674830504,-12.3720087709994
0.34,-1.76896394405764,-12.4206750573026
0.341,-1.78140841099742,-12.4679573728185
0.342,-1.79389943659969,-12.5137720954548
0.343,-1.80643550392345,-12.55803788081
0.344,-1.81901501073795,-12.6006727982434
0.345,-1.83163632212934,-12.6416000284689
0.346,-1.84429767872884,-12.680738615327
0.347,-1.85699723181471,-12.7180074350786
0.348,-1.86973305790573,-12.7533269480506
0.349,-1.8825032324108,-12.7866250396466
0.35,-1.89530565939719,-12.8178239540555
0.351,-1.908138193607,-12.8468501440171
0.352,-1.92099862715687,-12.8736329512755
0.353,-1.93388472233949,-12.8981063824189
0.354,-1.94679410879905,-12.9202047005412
0.355,-1.95972436822881,-12.9398665674003
0.356,-1.97267305051524,-12.9570348882826
0.357,-1.98563765534994,-12.9716568679943
0.358,-1.99861558520676,-12.9836836665916
0.359,-2.01160420518772,-12.9930715489379
0.36,-2.02460089455745,-12.9997811863248
0.361,-2.03760295127751,-13.0037791827115
0.362,-2.05060762955219,-13.0050379928615
0.363,-2.06361216309142,-13.0035359037359
0.364,-2.07661383164559,-12.9992536398119
0.365,-2.08960982150876,-12.992182277603
0.366,-2.10259733271252,-12.9823180851882
0.367,-2.11557356978056,-12.9696625579004
0.368,-2.12853576853101,-12.9542195942399
0.369,-2.14148113372325,-12.9360052102917
0.37,-2.15440689915638,-12.9150400329769
0.371,-2.16731032768756,-12.8913477742385
0.372,-2.18018871239089,-12.8649572888557
0.373,-2.19303937093952,-12.8359075205503
0.374,-2.20585966405347,-12.8042407884293
0.375,-2.21864699187318,-12.7699982665545
0.376,-2.23139881190478,-12.7332335712201
0.377,-2.24411263600179,-12.6940027132678
0.378,-2.25678601520542,-12.6523631677253
0.379,-2.2694165766325,-12.6083781139628
0.38,-2.28200201948074,-12.5621149313481
0.381,-2.29454008659334,-12.5136421702531
0.382,-2.30702860314392,-12.4630319105769
0.383,-2.31946547824606,-12.4103592924721
0.384,-2.33184867825509,-12.3557006704468
0.385,-2.34417625333281,-12.2991343206934
0.386,-2.35644634372705,-12.2407402304592
0.387,-2.36865715518185,-12.1805990826598
0.388,-2.38080697895876,-12.1187922771463
0.389,-2.39289420110941,-12.0554016984509
0.39,-2.40491727296116,-11.9905093244211
0.391,-2.41687472927762,-11.9241968556586
0.392,-2.42876520285501,-11.8565452815764
0.393,-2.44058739054443,-11.7876353213968
0.394,-2.45234006729837,-11.7175467707121
0.395,-2.46402210343378,-11.6463575732789
0.396,-2.47563243439918,-11.5741451114117
0.397,-2.4871700689586,-11.5009855032071
0.398,-2.49863410315013,-11.4269522118489
0.399,-2.51002369831481,-11.3521177338394
0.4,-2.52133808452228,-11.2765530379007
0.401,-2.53257657065254,-11.2003260866207
0.402,-2.54373852750126,-11.1235034442597
0.403,-2.55482338806643,-11.0461499223678
0.404,-2.5658306572457,-10.9683272076074
0.405,-2.57675989625837,-10.89009531106
0.406,-2.58761072134281,-10.811512429151
0.407,-2.59838281260533,-10.732633548637
0.408,-2.60907590113275,-10.6535118869304
0.409,-2.61968976759654,-10.5741989230358
0.41,-2.63022424612921,-10.4947429482283
0.411,-2.64067921720279,-10.4151904686247
0.412,-2.65105460656562,-10.3355863011593
0.413,-2.66135038322097,-10.2559723254219
0.414,-2.67156655754524,-10.1763886248504
0.415,-2.68170318003723,-10.096873577034
0.416,-2.69176033667129,-10.0174630112229
0.417,-2.70173814911061,-9.93819097939119
0.418,-2.71163677338043,-9.8590898614274
0.419,-2.72145639467693,-9.78018983078654
0.42,-2.7311972282289,-9.70151937701687
0.421,-2.74085951889111,-9.62310545053129
0.422,-2.75044353422596,-9.5449730549525
0.423,-2.75994956693705,-9.46714566337929
0.424,-2.76937793577406,-9.38964535100034
0.425,-2.77872897597358,-9.3124925193138
0.426,-2.78800304371077,-9.2357061989702
0.427,-2.79720051756317,-9.15930410504305
0.428,-2.80632178788899,-9.08330259445453
0.429,-2.8153672623404,-9.00771678650083
0.43,-2.82433736962834,-8.93256050915556
0.431,-2.83323254523573,-8.85784654282498
0.432,-2.84205323890888,-8.7835865516012
0.433,-2.85079991126345,-8.70979117071376
0.434,-2.85947303247559,-8.63647006406094
0.435,-2.86807308114842,-8.5636319699506
0.436,-2.87660054523082,-8.49128460887618
0.437,-2.88505591543642,-8.41943509546761
0.438,-2.89343968812672,-8.34808971421102
0.439,-2.90175236290871,-8.27725405049464
0.44,-2.90999444134762,-8.20693304668465
0.441,-2.91816646607799,-8.13713019640112
0.442,-2.92626896643103,-8.0678487330426
0.443,-2.93430244649837,-7.99909191303023
0.444,-2.9422674280018,-7.93086212990496
0.445,-2.95016443289632,-7.86316131406336
0.446,-2.95799398805081,-7.7959907870101
0.447,-2.96575665530064,-7.72935023616593
0.448,-2.97345294311832,-7.66324079304911
0.449,-2.98108337909635,-7.59766253735756
0.45,-2.98864848905961,-7.53261523747496
0.451,-2.99614880398024,-7.46809804311405
0.452,-3.00358487911148,-7.40410861958101
0.453,-3.01095722587779,-7.34064626893392
0.454,-3.01826636961741,-7.27770929988656
0.455,-3.02551283289918,-7.21529579884796
0.456,-3.03269713980495,-7.15340336123975
0.457,-3.03981982063258,-7.09202879642898
0.458,-3.04688138538424,-7.03116979054933
0.459,-3.05388234722338,-6.97082343512465
0.46,-3.06082321528336,-6.91098667805819
0.461,-3.06770449974551,-6.85165606916371
0.462,-3.07452671228762,-6.79282774196978
0.463,-3.08129034718004,-6.73449838317927
0.464,-3.08799589963502,-6.67666430089682
0.465,-3.09464386000623,-6.61932172535194
0.466,-3.10123472139094,-6.5624664871732
0.467,-3.10776897557726,-6.50609419979284
0.468,-3.11424709690159,-6.45020096479368
0.469,-3.12066956068073,-6.39478258173887
0.47,-3.12703683726856,-6.33983481235175
0.471,-3.13334939879682,-6.28535304819932
0.472,-3.13960771255134,-6.23133264869002
0.473,-3.14581223371848,-6.17776931066348
0.474,-3.15196341640908,-6.12465852124387
0.475,-3.15806170986651,-6.071995753804
0.476,-3.16410756226585,-6.01977619802436
0.477,-3.17010141564934,-5.96799512776458
0.478,-3.1760437047282,-5.91664799072327
0.479,-3.18193486088656,-5.86573012375923
0.48,-3.18777531061398,-5.81523686912233
0.481,-3.1935654778477,-5.76516336587439
0.482,-3.19930578020842,-5.71550489093677
0.483,-3.20499662965069,-5.66625680278645
0.484,-3.21063843386768,-5.61741441725876
0.485,-3.21623159559809,-5.56897307217143
0.486,-3.22177651567682,-5.52092793255662
0.487,-3.22727358757716,-5.47327434848195
0.488,-3.23272319972167,-5.42600770832819
0.489,-3.23812573622895,-5.37912339365469
0.49,-3.24348157634657,-5.33261681938373
0.491,-3.24879109812504,-5.28648323632885
0.492,-3.25405467128963,-5.2407181248245
0.493,-3.25927266143837,-5.19531696857691
0.494,-3.26444542988694,-5.15027526672192
0.495,-3.26957333330321,-5.10558855738976
0.496,-3.27465672650522,-5.06125224250777
0.497,-3.27969595668411,-5.01726196062677
0.498,-3.28469136748885,-4.97361332948206
0.499,-3.28964329824565,-4.9303019994994
0.5,-3.29455208390301,-4.88732366001315
0.501,-3.29941805625215,-4.84467391949288
0.502,-3.30424154129641,-4.80234857779703
0.503,-3.30902286131646,-4.76034342040062
0.504,-3.31376233436718,-4.71865427408582
0.505,-3.31846027434871,-4.67727700190938
0.506,-3.32311699146316,-4.63620743795617
0.507,-3.32773279119879,-4.59544155207634
0.508,-3.33230797519197,-4.55497532133228
0.509,-3.33684284103929,-4.51480476542598
0.51,-3.34133768241044,-4.47492593867805
0.511,-3.34579278943196,-4.4353348916393
0.512,-3.35020844772148,-4.39602778398276
0.513,-3.35458493924983,-4.35700079249227
0.514,-3.35892254215297,-4.3182501367805
0.515,-3.36322153088183,-4.27977206899632
0.516,-3.3674821764656,-4.24156285269051
0.517,-3.37170474571459,-4.20361884305059
0.518,-3.37588950198813,-4.16593641752662
0.519,-3.38003670503132,-4.12851199547388
0.52,-3.3841466110783,-4.09134202762608
0.521,-3.3882194729368,-4.0544229887365
0.522,-3.3922555397375,-4.01775142688282
0.523,-3.39625505724866,-3.98132391720799
0.524,-3.40021826783842,-3.94513707523782
0.525,-3.40414541047904,-3.90918754811706
0.526,-3.40803672079156,-3.87347201555314
0.527,-3.41189243118899,-3.837987214443
0.528,-3.41571277080825,-3.80272991272382
0.529,-3.41949796558277,-3.76769691703405
0.53,-3.42324823818464,-3.73288506587559
0.531,-3.42696380812966,-3.69829123393112
0.532,-3.43064489197408,-3.66391234266166
0.533,-3.43429170315285,-3.62974534635542
0.534,-3.43790445208193,-3.59578723625571
0.535,-3.441483346015,-3.56203503190337
0.536,-3.44502858927665,-3.52848578993202
0.537,-3.44854038343188,-3.4951366099111
0.538,-3.45201892707227,-3.46198462241679
0.539,-3.45546441593867,-3.42902699270281
0.54,-3.45887704295794,-3.3962609203898
0.541,-3.46225699827976,-3.36368363915459
0.542,-3.46560446931335,-3.33129241641954
0.543,-3.46891964076431,-3.2990845530419
0.544,-3.47220269467136,-3.26705738300312
0.545,-3.4754538102543,-3.23520828226942
0.546,-3.47867316433122,-3.20353465000327
0.547,-3.48186093117457,-3.17203391702983
0.548,-3.48501728248032,-3.14070354881063
0.549,-3.48814238745549,-3.10954104266701
0.55,-3.49123641285459,-3.07854392748697
0.551,-3.494299523016,-3.04770976343198
0.552,-3.49733187989844,-3.0170361416438
0.553,-3.50033364311733,-2.98652068395131
0.554,-3.50330496998123,-2.95616104257733
0.555,-3.50624601095817,-2.92595479293707
0.556,-3.50915692068712,-2.89589969008506
0.557,-3.51203784965039,-2.86599347276177
0.558,-3.51488894569218,-2.83623389777288
0.559,-3.51771035446213,-2.80661874921942
0.56,-3.52050221944815,-2.77714583812144
0.561,-3.52326468200932,-2.74781300204164
0.562,-3.52599788140871,-2.71861810470903
0.563,-3.52870195484627,-2.68955903564258
0.564,-3.53137703722271,-2.66063371072485
0.565,-3.53402325644473,-2.63184008852267
0.566,-3.53664074677548,-2.60317612287557
0.567,-3.53922963697046,-2.57463980453724
0.568,-3.54179005382809,-2.54622914837534
0.569,-3.54432212221975,-2.51794219300508
0.57,-3.54682596511983,-2.48977700042279
0.571,-3.54930170363578,-2.46173165563946
0.572,-3.5517494570382,-2.4338042663143
0.573,-3.55416934279085,-2.40599296238836
0.574,-3.55656147513141,-2.37829590333561
0.575,-3.55892596236726,-2.35071129216824
0.576,-3.56126292032972,-2.32323730451166
0.577,-3.56357245885591,-2.29587215944836
0.578,-3.56585468605157,-2.26861409690364
0.579,-3.56810970831772,-2.24146137729718
0.58,-3.57033763037727,-2.21441228119447
0.581,-3.57253855530169,-2.18746510895844
0.582,-3.57471258453764,-2.16061818040089
0.583,-3.57685981793357,-2.13386983443403
0.584,-3.578980351274,-2.10721845285963
0.585,-3.58107427759767,-2.08066244751241
0.586,-3.58314169486619,-2.0542001859037
0.587,-3.58518269611852,-2.02783008647856
0.588,-3.58719737285626,-2.00155058574073
0.589,-3.58918581506706,-1.97536013793592
0.59,-3.59114811124791,-1.94925721473507
0.591,-3.59308434842856,-1.92324030491766
0.592,-3.5949946121948,-1.897307914055
0.593,-3.59687898671191,-1.87145856419347
0.594,-3.5987375515406,-1.84569082399905
0.595,-3.60057038645392,-1.82000326291507
0.596,-3.60237757322415,-1.79439443409638
0.597,-3.60415918996003,-1.76886292809556
0.598,-3.60591531340277,-1.74340735096252
0.599,-3.6076460189465,-1.71802632395504
0.6,-3.60935138065876,-1.69271848324933
0.601,-3.611031471301,-1.66748247965058
0.602,-3.61268636234906,-1.64231697830352
0.603,-3.61431612401364,-1.61722065840299
0.604,-3.61592082125284,-1.59219224442796
0.605,-3.61750052190631,-1.56723044203639
0.606,-3.61905529344502,-1.54233396350059
0.607,-3.62058520064781,-1.51750154585342
0.608,-3.6220903070709,-1.49273193920185
0.609,-3.62357067506571,-1.46802390645867
0.61,-3.62502636579665,-1.44337622307402
0.611,-3.62645743925892,-1.41878767676706
0.612,-3.62786395429636,-1.39425706725759
0.613,-3.62924596861923,-1.36978320599761
0.614,-3.63060353393524,-1.34536495255823
0.615,-3.63193670748756,-1.32100112794926
0.616,-3.63324554388774,-1.29669057574519
0.617,-3.63453009592718,-1.27243215586332
0.618,-3.63579041529475,-1.24822473904623
0.619,-3.63702655259206,-1.22406720661267
0.62,-3.63823855734864,-1.19995845020848
0.621,-3.63942647803721,-1.17589737155752
0.622,-3.64059036208892,-1.1518828822126
0.623,-3.64173025587126,-1.12791390359112
0.624,-3.64284619928415,-1.10398940811089
0.625,-3.64393823990073,-1.08010831106762
0.626,-3.64500642065494,-1.05626956452943
0.627,-3.64605078346298,-1.03247212954727
0.628,-3.64707136923619,-1.00871497592435
0.629,-3.64806821789384,-0.984997081985369
0.63,-3.64904136837597,-0.961317434345944
0.631,-3.64999085865622,-0.937675027681869
