"time","revolute1.phi","revolute1.w"
0,0,0
0.001,-1.35019498188681e-05,-0.0270038565269293
0.002,-5.40074366133123e-05,-0.0540072826479317
0.003,-0.000121516087558579,-0.0810104254481485
0.004,-0.000216027805510895,-0.108013371529293
0.005,-0.000337542478720613,-0.135016212168798
0.006,-0.000486060131185791,-0.162019129325476
0.007,-0.000661580799993689,-0.189022154061114
0.008,-0.000864104859562096,-0.216025524656212
0.009,-0.00109363245034661,-0.243029229547405
0.01,-0.00135016438828984,-0.270033483721712
0.011,-0.00163370097245773,-0.297038365977929
0.012,-0.00194424263834396,-0.324043991061242
0.013,-0.00228179102641765,-0.351050540102828
0.014,-0.00264634641579629,-0.378058119232603
0.015,-0.00303790950209812,-0.405066857526861
0.016,-0.00345648208075829,-0.432076890644453
0.017,-0.00390206591986225,-0.459088354092674
0.018,-0.00437466155725715,-0.486101376561399
0.019,-0.0048742705090512,-0.513116090979028
0.02,-0.00540089814835505,-0.540132640594714
0.021,-0.00595454457947116,-0.567151154559081
0.022,-0.00653521171437815,-0.594171766859818
0.023,-0.00714290146505465,-0.621194611484616
0.024,-0.0077776157434793,-0.648219822421163
0.025,-0.00843935646163072,-0.675247533657151
0.026,-0.00912812687278093,-0.702277892462963
0.027,-0.00984393300514922,-0.729311073589012
0.028,-0.0105867741975603,-0.7563471855413
0.029,-0.011356652775274,-0.783386366400201
0.03,-0.0121535710635505,-0.810428754246089
0.031,-0.0129775313876496,-0.837474487159337
0.032,-0.0138285360728313,-0.864523703220321
0.033,-0.0147065934168797,-0.891576591443845
0.034,-0.0156117135389283,-0.918633356377416
0.035,-0.0165438923117383,-0.945694081073688
0.036,-0.0175031329461382,-0.972758911165275
0.037,-0.0184894386529568,-0.999827992284794
0.038,-0.0195028126430227,-1.02690147006486
0.039,-0.0205432581271645,-1.05397949013808
0.04,-0.0216107881843319,-1.0810623029801
0.041,-0.0227054110102441,-1.10815010718509
0.042,-0.023827123849677,-1.13524298499983
0.043,-0.0249759309720975,-1.16234109330435
0.044,-0.0261518366469725,-1.18944458897867
0.045,-0.0273548451437688,-1.21655362890284
0.046,-0.0285849607319533,-1.24366836995686
0.047,-0.0298422013895964,-1.27078913468127
0.048,-0.0311265717991458,-1.29791608494671
0.049,-0.0324380718251835,-1.32504932440276
0.05,-0.0337767068762397,-1.35218902369436
0.051,-0.0351424823608446,-1.37933535346644
0.052,-0.036535403687528,-1.40648848436395
0.053,-0.0379554762648202,-1.43364858703184
0.054,-0.0394027180021546,-1.4608159964459
0.055,-0.0408771323318299,-1.48799085727251
0.056,-0.0423787240991932,-1.51517333275326
0.057,-0.0439075006906321,-1.54236361953307
0.058,-0.0454634696495286,-1.56956191632062
0.059,-0.0470466386762588,-1.59676842388835
0.06,-0.0486570156281926,-1.62398334507247
0.061,-0.0502946146872094,-1.65120697717529
0.062,-0.0519594415951009,-1.67843949076055
0.063,-0.053651505114182,-1.70568110135744
0.064,-0.0553708145458217,-1.73293203228298
0.065,-0.0571173794124656,-1.76019250987806
0.066,-0.0588912094576353,-1.7874627635074
0.067,-0.0606923146459288,-1.81474302555959
0.068,-0.0625207051630201,-1.84203353144705
0.069,-0.0643763912626321,-1.86933452549532
0.07,-0.0662593835777489,-1.89664624896605
0.071,-0.0681696929861464,-1.92396894523207
0.072,-0.0701073305360256,-1.95130286263936
0.073,-0.0720723074950542,-1.97864825261967
0.074,-0.0740646353503665,-2.0060053696906
0.075,-0.0760843258085632,-2.03337447145552
0.076,-0.0781313907957117,-2.0607558186036
0.077,-0.0802058440384718,-2.08814970204395
0.078,-0.0823076990901072,-2.11555640902945
0.079,-0.0844369674983995,-2.14297619171584
0.08,-0.0865936623769397,-2.1704093284496
0.081,-0.0887777970809271,-2.19785610104303
0.082,-0.0909893852071699,-2.22531679477417
0.083,-0.0932284405940847,-2.25279169838689
0.084,-0.0954949773216967,-2.2802811040908
0.085,-0.0977890108096386,-2.30778532464038
0.086,-0.100110558823094,-2.33530470898203
0.087,-0.102459634089097,-2.36283952740295
0.088,-0.104836252053379,-2.39039009218647
0.089,-0.107240428431597,-2.41795671952217
0.09,-0.109672179209333,-2.44553972950585
0.091,-0.112131520642094,-2.47313944613957
0.092,-0.114618469255311,-2.50075619733162
0.093,-0.117133042037472,-2.52839031775295
0.094,-0.119675261963647,-2.55604223053102
0.095,-0.122245142983063,-2.58371222521368
0.096,-0.124842703200559,-2.61140065272492
0.097,-0.127467961026915,-2.63910786842765
0.098,-0.130120935178848,-2.66683423212363
0.099,-0.132801644679012,-2.69458010805354
0.1,-0.135510108856004,-2.72234586489693
0.101,-0.138246347344356,-2.75013187577225
0.102,-0.141010385519154,-2.77793859837406
0.103,-0.143802242117662,-2.80576639244513
0.104,-0.146621937238963,-2.83361563773683
0.105,-0.149469492332099,-2.86148673383423
0.106,-0.152344929192372,-2.88938008535588
0.107,-0.155248269961347,-2.91729610195379
0.108,-0.15817953712685,-2.94523519831345
0.109,-0.161138753522967,-2.97319779415382
0.11,-0.164125945382495,-3.00118436053206
0.111,-0.167141137472798,-3.02919534605593
0.112,-0.170184352678672,-3.05723117055602
0.113,-0.173255615978828,-3.08529228540773
0.114,-0.176354952791505,-3.11337914843484
0.115,-0.179482388979375,-3.14149222398377
0.116,-0.182637950854438,-3.16963198299791
0.117,-0.18582166518292,-3.19779890309194
0.118,-0.189033559957847,-3.22599348161637
0.119,-0.192273664212695,-3.25421623249566
0.12,-0.195542005346749,-3.28246764096044
0.121,-0.198838612309951,-3.31074821743164
0.122,-0.202163514570591,-3.33905848004357
0.123,-0.205516742122308,-3.36739895475381
0.124,-0.208898325491096,-3.39577017545324
0.125,-0.212308295742312,-3.42417268407593
0.126,-0.215746684487679,-3.45260703070915
0.127,-0.21921352389229,-3.48107377370328
0.128,-0.222708846681614,-3.50957347978179
0.129,-0.226232686116061,-3.53810672424117
0.13,-0.229785075685393,-3.56667409192785
0.131,-0.233366050069209,-3.59527617470369
0.132,-0.23697564426796,-3.6239135739855
0.133,-0.240613893873464,-3.65258690012415
0.134,-0.244280835075721,-3.68129677251502
0.135,-0.247976504669725,-3.71004381970853
0.136,-0.251700940062275,-3.73882867952063
0.137,-0.25545417927879,-3.76765199914325
0.138,-0.259236260970123,-3.79651443525483
0.139,-0.26304722441937,-3.82541665413079
0.14,-0.266887109548684,-3.85435933175401
0.141,-0.270755960270708,-3.88334323180192
0.142,-0.274653816649393,-3.91236902306969
0.143,-0.278580720249743,-3.94143740398633
0.144,-0.282536713951895,-3.97054909823766
0.145,-0.286521841341624,-3.99970484052642
0.146,-0.29053614671853,-4.02890537671496
0.147,-0.29457967510424,-4.05815146396784
0.148,-0.298652472250594,-4.08744387089454
0.149,-0.302754584647845,-4.11678337769207
0.15,-0.306886059532852,-4.14617077628765
0.151,-0.311046944897274,-4.17560687048135
0.152,-0.315237291684098,-4.20509252228888
0.153,-0.319457152954685,-4.23462863432587
0.154,-0.323706576054857,-4.26421598438801
0.155,-0.327985612564735,-4.29385543548163
0.156,-0.332294314906377,-4.32354786417386
0.157,-0.336632736353865,-4.35329416077519
0.158,-0.341000931043385,-4.383095229522
0.159,-0.345398953983312,-4.41295198875908
0.16,-0.349826861064294,-4.44286537112217
0.161,-0.35428470906933,-4.4728363237205
0.162,-0.358772555683862,-4.50286580831932
0.163,-0.36329045950585,-4.53295480152241
0.164,-0.367838488304047,-4.56310447140744
0.165,-0.372416698660607,-4.59331574198883
0.166,-0.377025151630047,-4.62358962817533
0.167,-0.381663910233093,-4.65392718212309
0.168,-0.386333038513928,-4.68432947303412
0.169,-0.391032601552628,-4.71479758738918
0.17,-0.395762665477597,-4.74533262918073
0.171,-0.400523297478011,-4.7759357201458
0.172,-0.405314565816251,-4.80660799999891
0.173,-0.410136539840341,-4.83735062666501
0.174,-0.414989289996391,-4.86816477651232
0.175,-0.419872892297251,-4.89905173793163
0.176,-0.424787424303878,-4.93001282712853
0.177,-0.429732955200155,-4.96104918018911
0.178,-0.434709560757788,-4.99216206652807
0.179,-0.439717317983147,-5.02335277672621
0.18,-0.444756305132637,-5.05462262282492
0.181,-0.449826601728083,-5.0859729386207
0.182,-0.454928288572103,-5.11740507995957
0.183,-0.460061447763484,-5.14892042503164
0.184,-0.465226162712564,-5.18052037466549
0.185,-0.470422518156605,-5.21220635262273
0.186,-0.475650600175173,-5.24397980589242
0.187,-0.480910510350347,-5.27584247914854
0.188,-0.486202329592812,-5.30779571360384
0.189,-0.491526148307429,-5.33984103169189
0.19,-0.496882059162996,-5.37197999692306
0.191,-0.502270156342884,-5.40421419935644
0.192,-0.507690535564109,-5.43654525596578
0.193,-0.513143294096386,-5.46897481100539
0.194,-0.5186285307812,-5.5015045363761
0.195,-0.524146346050866,-5.53413613199116
0.196,-0.529696841947589,-5.56687132614217
0.197,-0.535280122142533,-5.59971187586499
0.198,-0.540896300154851,-5.63265970481126
0.199,-0.546545488852584,-5.66571672723489
0.2,-0.552227790356624,-5.69888467873734
0.201,-0.557943316331911,-5.7321654565779
0.202,-0.563692180285548,-5.76556099056662
0.203,-0.569474497590502,-5.79907324350801
0.204,-0.575290385509306,-5.83270421164479
0.205,-0.581139963217762,-5.86645592510162
0.206,-0.587023351828644,-5.90033044832879
0.207,-0.592940674415404,-5.934329880546
0.208,-0.59889205603587,-5.96845635618603
0.209,-0.604877623755949,-6.00271204533851
0.21,-0.610897529612286,-6.03709944243855
0.211,-0.616951890165556,-6.07162060685497
0.212,-0.623040840120806,-6.10627783681551
0.213,-0.629164516429269,-6.14107346978023
0.214,-0.635323058312908,-6.17600988289583
0.215,-0.641516607293684,-6.21108949350923
0.216,-0.647745307222806,-6.24631475968111
0.217,-0.654009304309997,-6.28168818069944
0.218,-0.660308747152754,-6.31721229759307
0.219,-0.666643786765603,-6.35288969364525
0.22,-0.673014576609363,-6.3887229949072
0.221,-0.679421284983093,-6.42471492847412
0.222,-0.685864075592724,-6.46086823207244
0.223,-0.692343101831738,-6.49718562771406
0.224,-0.698858528948439,-6.5336699256459
0.225,-0.705410524939814,-6.57032398217995
0.226,-0.71199926058692,-6.60715070023537
0.227,-0.718624909490274,-6.64415302988075
0.228,-0.72528764810524,-6.68133396887624
0.229,-0.731987655777421,-6.7186965632158
0.23,-0.738725114778039,-6.75624390766931
0.231,-0.745500210339333,-6.79397914632481
0.232,-0.752313131930376,-6.83190545589179
0.233,-0.75916409305067,-6.8700257716551
0.234,-0.766053273447376,-6.90834359154104
0.235,-0.772980872119432,-6.94686224053027
0.236,-0.779947091350417,-6.98558509359387
0.237,-0.786952136749816,-7.02451557615402
0.238,-0.793996217294268,-7.06365716454462
0.239,-0.801079545368827,-7.1030133864719
0.24,-0.808202336808216,-7.14258782147511
0.241,-0.815364810938085,-7.18238410138713
0.242,-0.822567190616264,-7.22240591079509
0.243,-0.82980970227402,-7.26265698750108
0.244,-0.837092584297703,-7.30314036692937
0.245,-0.844416072008488,-7.34385974790808
0.246,-0.851780398922211,-7.38481938266592
0.247,-0.859185807206055,-7.42602313313775
0.248,-0.866632542900635,-7.46747490828134
0.249,-0.874120855964927,-7.50917866420527
0.25,-0.881651000321188,-7.55113840429684
0.251,-0.889223233899891,-7.59335817934995
0.252,-0.896837818684649,-7.63584208769298
0.253,-0.904495020757137,-7.67859427531666
0.254,-0.912195110342027,-7.721618936002
0.255,-0.919938361095158,-7.76492003478142
0.256,-0.927725045582457,-7.80849963873755
0.257,-0.935555450856467,-7.85236359547002
0.258,-0.943429863688115,-7.89651611754677
0.259,-0.951348575171679,-7.94096144977826
0.26,-0.959311880767948,-7.98570386869945
0.261,-0.96732008034738,-8.03074768205177
0.262,-0.975373478233266,-8.07609722826503
0.263,-0.983472382205797,-8.12175669917117
0.264,-0.991617085562688,-8.16772708032655
0.265,-0.999807917355459,-8.21401468926509
0.266,-1.00804519806722,-8.26062362761575
0.267,-1.01632925262658,-8.30755798714706
0.268,-1.02466041044079,-8.35482184754481
0.269,-1.0330390054289,-8.40241927418965
0.27,-1.04146537288793,-8.45035405314911
0.271,-1.04993982042507,-8.49862727419707
0.272,-1.05846271218349,-8.54724431477466
0.273,-1.06703439502266,-8.59620870957256
0.274,-1.07565521980116,-8.6455239115728
0.275,-1.08432554137481,-8.69519328692273
0.276,-1.09304571859482,-8.74522010980901
0.277,-1.10181610927836,-8.79560727287748
0.278,-1.11063704211159,-8.84635569253829
0.279,-1.11950890412546,-8.89746925317019
0.28,-1.12843206290992,-8.94895040111621
0.281,-1.13740688904316,-9.00080140866852
0.282,-1.1464337560324,-9.05302436569814
0.283,-1.1555130402547,-9.10562117128457
0.284,-1.16464511410753,-9.15859305059592
0.285,-1.17383032187686,-9.21193886344339
0.286,-1.18306906345909,-9.26566095358168
0.287,-1.19236171802271,-9.31975980717752
0.288,-1.20170866613431,-9.37423559554813
0.289,-1.21111028962732,-9.42908816175403
0.29,-1.22056697147082,-9.48431700719194
0.291,-1.2300790458095,-9.53991781156188
0.292,-1.23964690941061,-9.59589018203837
0.293,-1.24927094047498,-9.6522320006166
0.294,-1.25895151299333,-9.70894041861018
0.295,-1.26868899967701,-9.76601205627315
0.296,-1.2784837167947,-9.82344008395321
0.297,-1.28833602487403,-9.88121952704927
0.298,-1.29824628382712,-9.93934489002646
0.299,-1.30821483706469,-9.99780930994527
