"time","n_nt[1]","n_nt[2]","n_nt[3]","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","m_flow[1]","m_flow[2]","m_flow[3]","Re_1[1]","Re_1[2]","Re_1[3]","Nu_1[1]","Nu_1[2]","Nu_1[3]","Nu_2[1]","Nu_2[2]","Nu_2[3]","Nu_3[1]","Nu_3[2]","Nu_3[3]","Re","Pr[1]","Pr[2]","Pr[3]","input_mflow_1.y","input_mflow_2.y","input_mflow_0.y"
0.008888,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.42208,78.0896561403509,8888,9926800.94175976,9926800.94175976,9926800.94175976,7034.16365357232,31470.4046459253,232439.145618558,9133.27902003848,37859.2379120828,264182.228567491,10728.5008745178,42322.6587669372,285712.170980714,9926800.94175976,0.714973919813157,7.01036324143693,996.999224806202,5.58159286471025,8.50446383695674,8888
0.00909,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.4544,79.8644210526316,9090,10152410.0540725,10152410.0540725,10152410.0540725,7161.69704840247,32081.7924416192,237195.207536454,9307.96508621873,38624.4195309481,269721.646519453,10939.0563703062,43194.3818268415,291775.223773749,10152410.0540725,0.714973919813157,7.01036324143693,996.999224806202,5.70831081908504,8.68909827644035,9090
0.009292,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.48672,81.6391859649123,9292,10378019.1663852,10378019.1663852,10378019.1663852,7288.70767680652,32691.3248707231,241941.494495834,9482.11848123564,39387.9241867037,275252.657896823,11149.0724242313,44064.5301647348,297830.592197684,10378019.1663852,0.714973919813157,7.01036324143693,996.999224806202,5.83501957807245,8.87336013079388,9292
0.009494,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.51904,83.413950877193,9494,10603628.2786979,10603628.2786979,10603628.2786979,7415.20981382392,33299.0499639667,246678.252735356,9655.75373576426,40149.7957422492,280775.478761808,11358.5637439031,44933.1451794659,303878.475584112,10603628.2786979,0.714973919813157,7.01036324143693,996.999224806202,5.96171893756024,9.05725015187965,9494
0.009696,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.55136,85.1887157894737,9696,10829237.3910106,10829237.3910106,10829237.3910106,7541.21704961184,33905.0135203058,251405.717219019,9828.88468373,40910.0760110309,286290.315182011,11567.5443319144,45800.2663299857,309919.063997368,10829237.3910106,0.714973919813157,7.01036324143693,996.999224806202,6.0884086934513,9.24076909004276,9696
0.009898,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.58368,86.9634807017544,9898,11054846.5033234,11054846.5033234,11054846.5033234,7666.74233586753,34509.2592547595,256124.112375667,10001.5245095169,41668.8048933078,291797.36389035,11776.0275335989,46665.9312645843,315952.53884851,11054846.5033234,0.714973919813157,7.01036324143693,996.999224806202,6.21508864166401,9.42391769411413,9898
0.0101,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.616,88.7382456140351,10100,11280455.6156361,11280455.6156361,11280455.6156361,7791.79802822227,35111.8289336467,260833.652775918,10173.6857910805,42426.0205007704,297296.812888869,11984.0260806469,47530.175939067,321979.073456966,11280455.6156361,0.714973919813157,7.01036324143693,996.999224806202,6.34175857813252,9.60669671141359,10100
0.010302,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.64832,90.5130105263158,10302,11506064.7279488,11506064.7279488,11506064.7279488,7916.39592502996,35712.7624985258,265534.543752974,10345.3805393953,43181.7592707215,302788.842002245,12191.5521310138,48393.0347250146,327998.833565258,11506064.7279488,0.714973919813157,7.01036324143693,996.999224806202,6.46841829880714,9.7891068877529,10302
0.010504,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.68064,92.2877754385965,10504,11731673.8402615,11731673.8402615,11731673.8402615,8040.54730292156,36312.0981799833,270226.98197295,10516.620234614,43936.0560708786,308273.623386069,12398.617305502,49254.5405091404,334011.977811578,11731673.8402615,0.714973919813157,7.01036324143693,996.999224806202,6.59506759965462,9.97114896743878,10504
0.010706,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.71296,94.0625403508772,10706,11957282.9525743,11957282.9525743,11957282.9525743,8164.26294945204,36909.8726022819,274911.155959737,10687.4158592712,44688.9442957344,313751.3219944,12605.2327213529,50114.7247846307,340018.658164392,11957282.9525743,0.714973919813157,7.01036324143693,996.999224806202,6.7217062766585,10.152823693276,10706
0.010908,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.74528,95.8373052631579,10908,12182892.064887,12182892.064887,12182892.064887,8287.55319312769,37506.1208797604,279587.246578796,10857.7779288224,45440.4559553013,319222.09601057,12811.409023145,50973.6177352555,346019.020322799,12182892.064887,0.714973919813157,7.01036324143693,996.999224806202,6.84833412581942,10.3341318065704,10908
0.01111,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.7776,97.6120701754386,11110,12408501.1771997,12408501.1771997,12408501.1771997,8410.42793106884,38100.8767057758,284255.427483803,11027.7165197803,46190.6217569711,324686.09724473,13017.1564112597,51831.2483129435,352013.204085904,12408501.1771997,0.714973919813157,7.01036324143693,996.999224806202,6.97495094315548,10.5150740471317,11110
0.011312,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.80992,99.3868350877193,11312,12634110.2895124,12634110.2895124,12634110.2895124,8532.89665453351,38694.1724348897,288915.865529624,11197.241295675,46939.4711811389,330143.471501288,13222.4846681466,52687.6443094404,358001.343694141,12634110.2895124,0.714973919813157,7.01036324143693,996.999224806202,7.10155652470255,10.6956511532771,11312
0.011514,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.84224,101.1616,11514,12859719.4018251,12859719.4018251,12859719.4018251,8654.96847250267,39286.0391589222,293568.721154701,11366.3615310437,47687.0325511695,335594.358918992,13427.4031825957,53542.8324225956,363983.568145126,12859719.4018251,0.714973919813157,7.01036324143693,996.999224806202,7.22815066651458,10.8758638618335,11514
0.011716,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.87456,102.936364912281,11716,13085328.5141379,13085328.5141379,13085328.5141379,8776.65213350581,39876.5067774317,298214.14873562,11535.0861336307,48433.3330982207,341038.894286153,13631.9209721991,54396.8383177718,369960.001486355,13085328.5141379,0.714973919813157,7.01036324143693,996.999224806202,7.35473316466396,11.0557129081412,11716
0.011918,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,1.90688,104.711129824561,11918,13310937.6264506,13310937.6264506,13310937.6264506,8897.95604584593,40465.6040631171,302852.296916331,11703.4236649606,49178.399021383,346477.207333213,13836.0467041661,55249.686684809,375930.763086818,13310937.6264506,0.714973919813157,7.01036324143693,996.999224806202,7.48130381524186,11.2351990260564,11918
