"time","body1.frame_a.r_0[1]","body1.frame_a.r_0[2]","body1.frame_a.r_0[3]","body1.v_0[1]","body1.v_0[2]","body1.v_0[3]","body1.w_a[1]","body1.w_a[2]","body1.w_a[3]"
0,0.5,-0.3,0,0,0,0,0,0,0
0.002,0.499984469586064,-0.300010541720823,7.54754255651728e-06,-0.0155303357860079,-0.010541713474211,0.00754749897510568,0.00914844312509235,0,0.0188245661405254
0.004,0.499937880977716,-0.300042166664945,3.01886980452312e-05,-0.0310588350802818,-0.0210832765965293,0.0150939710628468,0.0182954022487866,0,0.0376464138462893
0.006,0.499860239200528,-0.30009487442111,6.79206563183394e-05,-0.0465841456899994,-0.0316245782154318,0.0226386601983147,0.0274397846931475,0,0.0564635414481485
0.008,0.499751552151375,-0.3001686643405,0.000120739001898779,-0.0621047907295484,-0.042165496239869,0.0301807406324799,0.0365803969829709,0,0.0752737625156316
0.01,0.499611830445945,-0.300263535548162,0.000188637799257558,-0.0776192851282155,-0.05270590687317,0.0377193820948496,0.0457160389744979,0,0.0940748782344279
0.012,0.499441088335252,-0.300379486862665,0.00027160908061984,-0.0931261747032244,-0.063245686866779,0.0452537716933256,0.0548455353749444,0,0.112864734988163
0.014,0.499239340170941,-0.300516517092449,0.000369644822044594,-0.108624040633027,-0.0737847156302567,0.0527831163215515,0.0639677394529673,0,0.13164123144004
0.016,0.49900660862324,-0.300674624338798,0.000482732349607162,-0.124111144875065,-0.0843228418583959,0.0603064446291786,0.0730812462822203,0,0.150401792524932
0.018,0.498742912365449,-0.300853807038865,0.000610861223826649,-0.139585962743402,-0.0948599335374221,0.0678229044654514,0.0821848234414014,0,0.169144159481509
0.02,0.498448282423133,-0.301054062554957,0.000754014101802753,-0.155046906206851,-0.105395844226724,0.0753316087632467,0.0912771868417537,0,0.187865977379672
0.022,0.498122744548539,-0.301275388682043,0.000912176589248652,-0.170492410008898,-0.115930432071799,0.0828316830510844,0.100357070952313,0,0.206564925705597
0.024,0.497766346558818,-0.301517781170516,0.00108532196722739,-0.185920974144342,-0.126463537615352,0.0903222906327598,0.10942326183627,0,0.225238774563989
0.026,0.497379117888116,-0.301781237487394,0.00127343378413755,-0.201331035183167,-0.136995015976004,0.0978025582333102,0.118474495277004,0,0.24388520531922
0.028,0.496961092940618,-0.302065754635586,0.00147649281249562,-0.216721046842922,-0.14752471833162,0.105271622467225,0.12750952065157,0,0.262501923327541
0.03,0.496512314798736,-0.302371328703279,0.00169447498390089,-0.232089460276899,-0.158052480896807,0.112728619392916,0.136527084526101,0,0.281086626186092
0.032,0.496032837208603,-0.302697954654658,0.0019273502814767,-0.247434723487457,-0.168578121499441,0.120172684385497,0.14552593001269,0,0.299637001957684
0.034,0.495522690542497,-0.303045629917614,0.00217510172683194,-0.2627552913835,-0.179101498269332,0.12760295431781,0.15450480779435,0,0.318150759603457
0.036,0.49498191438936,-0.30341435094856,0.00243770720030493,-0.278049616150576,-0.189622453444629,0.135018565472119,0.163462465568765,0,0.336625599844027
0.038,0.494410579838047,-0.303804110808279,0.0027151270158725,-0.293316176900267,-0.200140778340073,0.142418672422136,0.17239767021546,0,0.355059248939409
0.04,0.493808766138842,-0.304214901677767,0.00300731693617837,-0.308553459720521,-0.210656251076466,0.149802434480772,0.181309193583849,0,0.373449439766715
0.042,0.493176500440961,-0.304646721354417,0.00331426177874487,-0.323759906163447,-0.221168734002277,0.157168980706762,0.190195775796462,0,0.39179386296072
