"time","rev.phi","rev.w"
0,0,0
0.002,-1.95605269514083e-06,-0.00195605269484617
0.004,-7.82421077374738e-06,-0.00391210538574615
0.006,-1.76044742286759e-05,-0.00586815807260171
0.008,-3.1296843034291e-05,-0.00782421075400772
0.01,-4.89013171944582e-05,-0.00978026343017295
0.012,-7.04178967097017e-05,-0.0117363161011257
0.014,-9.58465813529931e-05,-0.0136923687488462
0.016,-0.000125187371217187,-0.0156484213807045
0.018,-0.00015844026631407,-0.0176044739976361
0.02,-0.000195605266643642,-0.0195605265996412
0.022,-0.000236682372205905,-0.0215165791867197
0.024,-0.000281671583000856,-0.0234726317588715
0.026,-0.000330572897983752,-0.0254286842322792
0.028,-0.000383386317719708,-0.0273847366522809
0.03,-0.000440111842342113,-0.0293407890295778
0.032,-0.000500749471850966,-0.0312968413641699
0.034,-0.000565299206246268,-0.0332528936560573
0.036,-0.000633761045528018,-0.03520894590524
0.038,-0.000706134986801053,-0.0371649979147933
0.04,-0.000782421031315709,-0.0391210497697631
0.042,-0.000862619179670185,-0.041077101510838
0.044,-0.00094672943186448,-0.043033153138018
0.046,-0.00103475178789859,-0.0449892046513032
0.048,-0.00112668624777253,-0.0469452560506934
0.05,-0.00122253280644507,-0.0489013070400724
0.052,-0.00132229146544816,-0.0508573577094256
0.054,-0.00142596222628994,-0.052813408147339
0.056,-0.0015335450889704,-0.0547694583538128
0.058,-0.00164504005348955,-0.056725508328847
0.06,-0.00176044711721175,-0.0586815579355486
0.062,-0.0018797662739725,-0.0606376068537385
0.064,-0.00200299752931495,-0.0625936553713235
0.066,-0.0021301408832391,-0.0645497034883036
0.068,-0.00226119633574495,-0.0665057512046787
0.07,-0.00239616388116546,-0.0684617982559973
0.072,-0.00253504351568897,-0.0704178444643893
0.074,-0.00267783524431376,-0.0723738900630989
0.076,-0.00282453906703986,-0.0743299350521261
0.078,-0.00297515497968515,-0.0762859792569146
0.08,-0.00312968297344398,-0.0782420223099254
0.082,-0.00328812305537736,-0.0801980645058776
0.084,-0.0034504752254853,-0.0821541058447712
0.086,-0.0036167394729837,-0.0841101459581031
0.088,-0.00378691579408095,-0.0860661847163095
0.09,-0.0039610041947506,-0.0880222223235125
0.092,-0.00413900467180459,-0.0899782586689401
0.094,-0.00432091721222645,-0.0919342933003191
0.096,-0.00450674182414294,-0.0938903265000237
0.098,-0.00469647850432897,-0.0958463581656264
0.1,-0.00489012723665284,-0.0978023877847942
0.102,-0.00508768803024466,-0.0997584156474943
0.104,-0.00528916088223578,-0.10171444166798
0.106,-0.0054945457754771,-0.103670465333652
0.108,-0.00570384271950518,-0.105626486929566
0.11,-0.00591705170489437,-0.107582506190486
0.112,-0.00613417271992213,-0.109538522786543
0.114,-0.00635520577250251,-0.111494536940436
0.116,-0.00658015084646059,-0.113450548215822
0.118,-0.00680900794075963,-0.115406556584733
0.12,-0.00704177705371035,-0.11736256200966
0.122,-0.0072784581655227,-0.119318563983316
0.124,-0.00751905128610842,-0.121274562759775
0.126,-0.00776355639256862,-0.123230557778403
0.128,-0.00801197348758661,-0.125186549104895
0.13,-0.00826430256556328,-0.127142536607902
0.132,-0.00852054360918138,-0.129098519874569
0.134,-0.00878069662380178,-0.131054499036867
0.136,-0.00904476158176828,-0.133010473463189
0.138,-0.00931273849462851,-0.134966443417256
0.14,-0.00958462733005374,-0.136922408188064
0.142,-0.00986042809856497,-0.138878368007
0.144,-0.0101401407749891,-0.140834322337876
0.146,-0.0104237653569908,-0.1427902711309
0.148,-0.0107113018356277,-0.144746214210771
0.15,-0.0110027501884657,-0.146702151123291
0.152,-0.0112981104100771,-0.148658081758569
0.154,-0.0115973824892588,-0.15061400588979
