"time","prismatic1.s","prismatic1.v","sps1.s_damper","universal1.phi_a","universal1.phi_b","universal1.w_a","universal1.w_b"
0,0.1,0.1,0,0,0.78539816339745,0,0
0.0002,0.100019999997006,0.0999999649314319,1.99982896496419e-09,-2.77302874258512e-06,0.785398163401696,-0.0277290764891964,4.92780542928881e-08
0.0004,0.100039999979448,0.0999998794360043,7.9986294851084e-09,-1.10892727423971e-05,0.785398163465333,-0.0554415276059983,3.9391618320548e-07
0.0006,0.100059999940864,0.0999997656222085,1.79956308780182e-08,-2.49455445687149e-05,0.785398163677088,-0.0831373661014233,1.25452128791048e-06
0.0008,0.100079999880212,0.0999996480591135,3.19899750393246e-08,-4.43383003416614e-05,0.785398164196983,-0.110816606093586,2.87591275200151e-06
0.001,0.100099999798918,0.0999995373383482,4.99812920848434e-08,-6.92660119990535e-05,0.785398165112714,-0.138479253638082,5.36353640706805e-06
0.0012,0.100119999702138,0.0999994657512684,7.19684543288838e-08,-9.97240207019017e-05,0.7853981666998,-0.166125327184026,9.0388298037612e-06
0.0014,0.100139999601381,0.0999994535634759,9.79507557723441e-08,-0.000135709401207564,0.785398169213687,-0.193754838130199,1.41031038464798e-05
0.0016,0.10015999950438,0.0999995150894656,1.27927698221405e-07,-0.000177220087295744,0.78539817283086,-0.221367794518942,2.0698571501596e-05
0.0018,0.100179999441191,0.0999996822080643,1.61898179175319e-07,-0.000224251474763696,0.785398178072179,-0.248964213847053,2.91412816441864e-05
0.002,0.100199999425611,0.0999999709062651,1.99861645043145e-07,-0.000276801254903183,0.785398185186148,-0.276544104930175,3.9589796406874e-05
0.0022,0.100219999477092,0.100000402459029,2.41817360320589e-07,-0.000334866355156017,0.785398194514299,-0.304107479449413,5.22550712663307e-05
0.0024,0.100239999649024,0.100001007257959,2.87764302406381e-07,-0.000398442381497819,0.785398206798868,-0.331654352907034,6.7437197451999e-05
0.0026,0.1002599999568,0.10000180548774,3.37701770130674e-07,-0.000467526419406932,0.785398222333467,-0.359184736527165,8.53364705346824e-05
0.0028,0.100280000427766,0.100002820544048,3.91628961204658e-07,-0.000542115088925614,0.785398241552842,-0.38669864287979,0.000106184580755692
0.003,0.100300001148338,0.100004075832081,4.49545148717329e-07,-0.00062220499780251,0.785398265478072,-0.414196081454583,0.000130210455125243
0.0032,0.100320002142219,0.100005594746928,5.11449525732761e-07,-0.000707792766837794,0.785398294507754,-0.441677065011434,0.000157645954240505
0.0034,0.100340003447078,0.100007400685928,5.77341303134046e-07,-0.000798875013925475,0.785398329179092,-0.469141605582056,0.000188722285481749
0.0036,0.100360005198317,0.100009514620514,6.47219995474241e-07,-0.000895448681241227,0.785398370977957,-0.496589706711959,0.000223641740094033
0.0038,0.100380007455382,0.100011959460743,7.21084877399501e-07,-0.000997510451418022,0.785398420653423,-0.524021378615785,0.000262629613270449
0.004,0.100400010269636,0.100014758323003,7.98935198022563e-07,-0.00110505697946557,0.785398478876148,-0.551436632217979,0.000305913648526047
0.0042,0.100420013706788,0.10001793395754,8.80770251766363e-07,-0.00121808496941231,0.785398546455945,-0.578835477183413,0.000353717244718116
0.0044,0.100440017832547,0.1000215091146,9.66589333053832e-07,-0.00133659112528667,0.785398624202628,-0.606217923176958,0.000406263800703941
0.0046,0.10046002271262,0.100025506544431,1.05639173630791e-06,-0.00146057215111709,0.785398712926008,-0.633583979863488,0.00046377671534081
0.0048,0.1004800284892,0.100029948844611,1.15017704770614e-06,-0.00159002474173305,0.785398814184839,-0.660933647573221,0.000526474190637449
0.005,0.100500035268089,0.10003485868535,1.24794471462068e-06,-0.00172494559634054,0.785398929181556,-0.688266931077437,0.000594576901059137
