"time","bodyOfConstraint.body.w_a[1]","bodyOfConstraint.body.w_a[2]","bodyOfConstraint.body.w_a[3]","joint.phi_a","joint.phi_b","joint.w_a","joint.w_b"
0.042,0.0931733535960587,-0.000264317170779281,-0.135011641061206,-0.00283632805084449,0.00195773445752298,-0.135011914559508,0.0931733535813108
0.044,0.097599240827334,-0.000303863345325954,-0.141429929920867,-0.00311276889183306,0.00214850568771881,-0.141430272662484,0.0975992408089794
0.046,0.10202359009778,-0.000347163553797197,-0.147846690230521,-0.00340204645663573,0.00234812869842862,-0.147847114355735,0.102023590075234
0.048,0.10644633895398,-0.000394385433554848,-0.154261849496915,-0.00370415069563318,0.00255659331928363,-0.154262376527268,0.106446338920092
0.05,0.110867413008669,-0.000445697982110369,-0.160675335991855,-0.0040190815404392,0.00277389947341137,-0.160675986157277,0.110867412958096
0.052,0.115286741386379,-0.00050126951412431,-0.16708707776201,-0.00434683598546895,0.00300004411370484,-0.167087873141551,0.115286741313124
0.054,0.11970425356718,-0.000561268059512811,-0.173497002831258,-0.00468741072777574,0.0032350238923506,-0.17349796767105,0.119704253464338
0.056,0.124119879031139,-0.000625861407136272,-0.179905039223476,-0.00504080246441286,0.00347883546153522,-0.179906199936738,0.124119878890902
0.058,0.128533547258324,-0.000695217099860281,-0.186311114962543,-0.00540700789243361,0.00373147547344526,-0.186312500129574,0.128533547071977
0.06,0.132945187728804,-0.000769502429722116,-0.192715158072335,-0.00578602370889131,0.0039929405802673,-0.192716798440523,0.132945187486727
0.062,0.137354729922645,-0.000848884433206962,-0.199117096576729,-0.00617784661083924,0.00426322743418789,-0.199119025060545,0.137354729614313
0.064,0.141762098952847,-0.000933528387515691,-0.205516843163848,-0.00658246763956167,0.00454232699276363,-0.205519104251696,0.141762098565203
0.066,0.146167222968671,-0.00102360018579427,-0.211914321184204,-0.00699988176859225,0.00483023417281906,-0.211916964398185,0.146167222487257
0.068,0.15057003378976,-0.00111926673396474,-0.218309466877516,-0.00743008872495594,0.00512694867733144,-0.218312538867273,0.150570033200085
0.07,0.154970460503513,-0.0012206937391179,-0.224702206888729,-0.00787308469716062,0.00543246664644769,-0.224705757316817,0.154970459790033
0.072,0.159368432197327,-0.00132804661267851,-0.231092467862786,-0.00832886587371417,0.00574678422031471,-0.231096549404673,0.159368431343446
0.074,0.163763877958599,-0.00144149046631273,-0.237480176444631,-0.00879742844312446,0.00606989753907943,-0.2374848447887,0.16376387694667
0.076,0.168156726874726,-0.00156119010796945,-0.243865259279209,-0.00927876859389938,0.00640180274288876,-0.243870573126754,0.168156725686052
0.078,0.172546908033107,-0.00168731003806239,-0.250247643011465,-0.00977288251454681,0.00674249597188961,-0.250253664076692,0.172546906647937
0.08,0.176934349352873,-0.00182001283455626,-0.256627243907364,-0.0102797615748674,0.00709196851848921,-0.256634044779281,0.176934347748104
0.082,0.181318974591143,-0.00195945470327426,-0.263003941257166,-0.0107993799777379,0.00745019440474102,-0.263011633408011,0.181318972732121
0.084,0.185700716842373,-0.00210580431338104,-0.269377697304889,-0.0113317504394527,0.0078171863981574,-0.269386368254159,0.185700714701286
0.086,0.190079504933547,-0.00225922424165989,-0.27574843638194,-0.0118768680743998,0.00819293955829417,-0.275758178414506,0.190079502481017
0.088,0.194455267691648,-0.00241987670186277,-0.282116082819725,-0.0124347279969677,0.00857744894470711,-0.282126992985836,0.194455264896735
0.09,0.198827933943661,-0.00258792354162285,-0.28848056094965,-0.0130053253215447,0.00897070961695203,-0.288492741064929,0.198827930773857
0.092,0.20319743251657,-0.00276352623952711,-0.29484179510312,-0.0135886551625189,0.00937271663458471,-0.294855351748569,0.203197428937805
0.094,0.207563692237359,-0.00294684590235489,-0.301199709611542,-0.0141847126342787,0.00978346505716096,-0.301214754133538,0.207563688213997
0.096,0.21192664193301,-0.00313804326248154,-0.307554228806322,-0.0147934928512123,0.0102029499442366,-0.307570877316618,0.211926637427852
0.098,0.216286194662455,-0.0033372665792021,-0.313905200168279,-0.0154149644381231,0.0106311398305396,-0.313923625725692,0.216286189625977
0.1,0.22064228507195,-0.0035446796037863,-0.320252576390881,-0.0160491322855026,0.0110680395647355,-0.320272937561714,0.220642279457034
0.102,0.224994844503305,-0.00376044344563619,-0.326596294062333,-0.0166959957325275,0.0115136484367895,-0.326618745855875,0.224994838262986
0.104,0.229343801053636,-0.0039847163455854,-0.332936273956804,-0.0173555486674449,0.0119679602784847,-0.332960978563092,0.229343794138885
0.106,0.233689082820063,-0.00421765610924243,-0.339272436848467,-0.0180277849785018,0.0124309689216045,-0.33929956363828,0.233689075179788
0.108,0.238030617899701,-0.00445942010519678,-0.345604703511494,-0.0187126985539453,0.0129026681979321,-0.345634429036357,0.238030609480749
0.11,0.242368334389669,-0.00471016526341165,-0.351932994720054,-0.0194102832820224,0.0133830519392509,-0.351965502712239,0.242368325136824
0.112,0.246702160387083,-0.00497004807380964,-0.358257231248319,-0.0201205330509803,0.013872113977344,-0.358292712620842,0.246702150243066
0.114,0.251032013907348,-0.00523921671114414,-0.36457728819351,-0.0208434285618888,0.0143698350207691,-0.364615971408917,0.251032002807716
0.116,0.255357813210303,-0.00551781850824757,-0.370893041760296,-0.0215789508355447,0.0148761960962603,-0.370935192094364,0.255357801083574
0.118,0.259679497007145,-0.00580601634770597,-0.37720446081178,-0.0223271076437234,0.0153912048518007,-0.377250318748617,0.259679483785144
0.12,0.263996992445829,-0.00610396374943479,-0.383511461821796,-0.023087891633142,0.0159148538836644,-0.383561277885377,0.26399697805784
0.122,0.268310226674314,-0.00641181373095284,-0.389813961264179,-0.0238612954505177,0.0164471357881255,-0.389867996018348,0.268310211047076
0.124,0.272619126840556,-0.00672971880683784,-0.396111875612763,-0.0246473117425675,0.0169880431614583,-0.396170399661231,0.272619109898266
0.126,0.276923620092511,-0.00705783098838956,-0.402405121341384,-0.0254459331560087,0.0175375685999369,-0.402468415327728,0.276923601756824
0.128,0.281223633578137,-0.00739630178350191,-0.408693614923875,-0.0262571523375583,0.0180957046998356,-0.408761969531541,0.281223613768164
0.13,0.285519093780657,-0.00774528161094676,-0.414977269835714,-0.0270809611682638,0.0186624433005804,-0.415050987776389,0.285519072414325
0.132,0.289809908122406,-0.00810490326934071,-0.421255913576164,-0.0279173295740169,0.0192377545393974,-0.421335366605231,0.289809885155442
0.134,0.294096015222715,-0.00847532630270141,-0.427529514361945,-0.0287662634147599,0.0198216440735505,-0.42761504996116,0.294095990584841
0.136,0.298377340617784,-0.0088566983189688,-0.433797981396886,-0.0296277534807186,0.0204141026642118,-0.433889961909007,0.298377314239477
0.138,0.302653809729604,-0.00924916622054717,-0.440061223369661,-0.0305017904305673,0.0210151209425178,-0.440160026340071,0.302653781542326
0.14,0.306925347865955,-0.00965287619645783,-0.44631914845379,-0.0313883647914286,0.0216246894095691,-0.446425166972126,0.30692531780239
0.142,0.311191880220408,-0.0100679737146535,-0.452571664307638,-0.0322874669588738,0.0222427984364305,-0.452685307349418,0.311191848214694
0.144,0.315453331872327,-0.0104946035145015,-0.458818678074416,-0.0331990871969226,0.0228694382641311,-0.458940370842662,0.315453297860288
0.146,0.319709627786862,-0.0109329095994389,-0.465060096382178,-0.0341232156380433,0.0235045990036639,-0.46519028064905,0.319709591706246
0.148,0.323960687706796,-0.0113830295686864,-0.47129580147246,-0.0350598377440001,0.0241482662901283,-0.471434951785874,0.323960649531445
0.15,0.328206435979302,-0.0118451052444043,-0.477525697122533,-0.0360089430379943,0.0248004296430229,-0.477674306492689,0.328206395688039
0.152,0.332446798744185,-0.0123192798408004,-0.483749695505509,-0.0369705226061055,0.0254610800740847,-0.483908269824233,0.332446756308369
0.154,0.336681699833452,-0.0128056933681528,-0.489967698028326,-0.0379445654536253,0.0261302065987848,-0.490136763223566,0.336681655231793
0.156,0.34091106291899,-0.0133044849675359,-0.49617960536821,-0.0389310604134959,0.0268077980634974,-0.496359707888257,0.340911016138086
0.158,0.345134811512563,-0.0138157929005016,-0.502385317472673,-0.0399299961463092,0.0274938431454997,-0.502577024770382,0.345134762547439
0.16,0.349352868965813,-0.0143397545389185,-0.508584733559515,-0.0409413611403072,0.0281883303529721,-0.508788634576533,0.349352817820458
0.162,0.353565158470259,-0.0148765063549641,-0.51477775211682,-0.041965143711382,0.0288912480249978,-0.514994457767805,0.353565105158168
0.164,0.357771603057298,-0.0154261839112708,-0.52096427090296,-0.0430013320030758,0.0296025843315635,-0.521194414559809,0.357771547602007
0.166,0.361972125598206,-0.015988921851231,-0.527144186946594,-0.0440499139865808,0.0303223272735585,-0.527388424922662,0.361972068033831
0.168,0.366166648804134,-0.0165648538894552,-0.533317396546668,-0.0451108774607391,0.0310504646827756,-0.533576408580992,0.366166589175913
0.17,0.370355096366054,-0.0171541122039318,-0.539483797918431,-0.0461842120455783,0.0317869864408022,-0.539758285903075,0.370355034553992
0.172,0.374537390963241,-0.0177568284531147,-0.545643286570757,-0.047269905699539,0.0325318806025432,-0.545933976347479,0.374537326814792
0.174,0.378713454217161,-0.0183731338137674,-0.551795755199104,-0.0483679446388307,0.03328513330646,-0.552103398427104,0.378713387687065
0.176,0.382883208319153,-0.0190031581154631,-0.557941097463677,-0.0494783161839365,0.034046731942855,-0.558266470978743,0.3828831393567
0.178,0.387046575307674,-0.0196470302073526,-0.564079206311771,-0.050601007495648,0.034816663747023,-0.564423112599346,0.387046503856117
0.18,0.391203477068297,-0.0203048779494182,-0.570209973977768,-0.0517360055750654,0.0355949157992516,-0.570573241646018,0.391203403064268
0.182,0.395353835333708,-0.0209768282038843,-0.576333291983139,-0.0528832972635977,0.0363814750248209,-0.576716776236022,0.395353758706636
0.184,0.399497571683715,-0.0216630068267915,-0.582449051136444,-0.0540428692429625,0.0371763281940039,-0.582853634246774,0.399497492355235
0.186,0.403634607545237,-0.0223635386597316,-0.58855714153333,-0.0552147080351859,0.0379794619220658,-0.588983733315848,0.403634525428611
0.188,0.40776486419231,-0.0230785475217405,-0.594657452556533,-0.0563988000026028,0.038790862669265,-0.595106990840973,0.407764779191843
0.19,0.411888262746089,-0.0238081562013567,-0.600749872875877,-0.0575951313478566,0.039610516740852,-0.601223323980033,0.411888174756538
0.192,0.416004723086064,-0.0245524824340201,-0.606834284939936,-0.0588036882469967,0.0404384107052618,-0.607332647524833,0.416004632090674
0.194,0.420114165371009,-0.0253116443465753,-0.612910572670772,-0.0600244566635509,0.041274530809931,-0.613434876871293,0.420114071401782
0.196,0.424216511141514,-0.0260857646890478,-0.618978627041909,-0.0612574222137472,0.04211886255782,-0.619529930172556,0.424216414139623
0.198,0.428311680787542,-0.0268749614921158,-0.625038333266168,-0.0625025704760906,0.0429713916801086,-0.62561772339346,0.428311580693116
0.2,0.432399594539502,-0.027679351673683,-0.631089575809711,-0.0637598868702105,0.0438321037555313,-0.631698172245975,0.432399491291645
0.202,0.436480172468247,-0.028499051030508,-0.63713223839204,-0.0650293566568603,0.0447009842103777,-0.637771192189195,0.436480066005057
0.204,0.440553334485076,-0.0293341742299917,-0.643166203985994,-0.0663109649379175,0.045578018318492,-0.643836698429345,0.440553224743665
0.206,0.444619000341733,-0.030184834802108,-0.649191354817752,-0.0676046966563838,0.0464631912012735,-0.649894605919778,0.444618887258247
0.208,0.448677089630407,-0.0310511451314932,-0.655207572366832,-0.0689105365963849,0.0473564878276764,-0.655944829360975,0.448676973140045
0.21,0.452727521783733,-0.031933216449675,-0.66121473736609,-0.0702284693831708,0.0482578930142096,-0.661987283200545,0.452727401820766
0.212,0.456770216074789,-0.032831158827456,-0.667212729801723,-0.0715584794831155,0.049167391424937,-0.668021881633228,0.456770092572584
0.214,0.460805090800572,-0.033745076082507,-0.673201424151924,-0.0729005504426092,0.0500849671153667,-0.67404853662783,0.460804963702947
0.216,0.464832063984981,-0.0346750699476027,-0.679180693486138,-0.0742546655433304,0.0510106039251369,-0.680067159625923,0.464831933247808
0.218,0.468851055387339,-0.0356212527776701,-0.685150421177151,-0.0756208096744423,0.0519442865999717,-0.686077666395234,0.468850920952236
0.22,0.47286198353675,-0.0365837291088047,-0.691110483607822,-0.076998966568236,0.0528859991350787,-0.692079969863464,0.472861845345977
0.222,0.476864766797053,-0.0375626022179252,-0.697060756381061,-0.0783891197928058,0.0538357253700315,-0.698073982691646,0.476864624793607
0.224,0.480859323366824,-0.0385579741142355,-0.703001114319826,-0.0797912527520485,0.0547934489887696,-0.704059617274148,0.48085917749454
0.226,0.484845571279374,-0.0395699455308177,-0.708931431467127,-0.0812053486856637,0.0557591535195987,-0.710036785738669,0.484845421483027
0.228,0.488823428402754,-0.040598615916352,-0.714851581086021,-0.0826313906691541,0.0567328223351902,-0.716005399946244,0.488823274628151
0.23,0.492792812439747,-0.0416440834269611,-0.720761435659618,-0.0840693616138248,0.0577144386525815,-0.721965371491243,0.492792654633832
0.232,0.496753640927876,-0.0427064449181796,-0.726660866891077,-0.0855192442667841,0.0587039855331763,-0.727916611701366,0.496753479038825
0.234,0.500705831239398,-0.0437857959370409,-0.732549745703606,-0.0869810212109429,0.0597014458827438,-0.73385903163765,0.500705665216721
0.236,0.50464930041932,-0.0448822261665383,-0.738427940408975,-0.0884546739568893,0.0607068018032523,-0.739792541085292,0.504649130203542
0.238,0.508583965185926,-0.0459958192388544,-0.744295316713505,-0.0899401829458592,0.0617200345949888,-0.745717048556958,0.508583790698307
0.24,0.512509742700966,-0.0471266745259228,-0.75015174642604,-0.0914375318674967,0.0627411278383257,-0.751632466090959,0.512509563882737
0.242,0.516426549648377,-0.0482748813346239,-0.755997097041715,-0.0929467024950706,0.0637700637073984,-0.757538703511808,0.516426366440744
0.244,0.520334302545355,-0.0494405275562173,-0.761831235258999,-0.0944676764293623,0.0648068242147912,-0.763435670368133,0.520334114889504
0.246,0.524232917742353,-0.0506236996572709,-0.767654026979687,-0.0960004350986654,0.0658513912115372,-0.769323275932687,0.524232725579452
0.248,0.528122311423084,-0.0518244826706888,-0.773465337308907,-0.0975449597587863,0.0669037463871182,-0.775201429202341,0.528122114694288
0.25,0.532002399604515,-0.0530429601868288,-0.779265030555115,-0.0991012314930437,0.0679638712694651,-0.78107003889809,0.532002198250969
0.252,0.535873098136873,-0.0542792143447071,-0.785052970230099,-0.100669231212269,0.0690317472249573,-0.786929013465047,0.535872892099717
0.254,0.539734322703641,-0.0555333258232878,-0.790829019048977,-0.102248939654805,0.0701073554584231,-0.792778261072448,0.539734111924013
0.256,0.543585988821562,-0.0568053738328505,-0.796593038930195,-0.103840337386508,0.0711906770131397,-0.798617689613647,0.543585773240602
0.258,0.547428012258891,-0.0580954330690828,-0.802344891985763,-0.105443404225531,0.0722816923850208,-0.804447206696003,0.547427791815324
0.26,0.551260309681705,-0.0594035688628316,-0.80808444205141,-0.107058118353464,0.0733803809264408,-0.810266719625235,0.551260084305688
0.262,0.555082794932481,-0.0607298643113502,-0.813811545876007,-0.108684461433328,0.074486724278992,-0.816076135495468,0.555082564560976
0.264,0.558895382960717,-0.0620743918067692,-0.819526062427424,-0.110322413203877,0.0756007027477566,-0.821875361094129,0.558895147530128
0.266,0.562697988554604,-0.0634372221681621,-0.825227849889732,-0.111971953223906,0.0767222964712524,-0.827664302932635,0.562697748000746
0.268,0.566490526341024,-0.0648184246318284,-0.830916765663195,-0.113633060872247,0.0778514854214326,-0.833442867246391,0.566490280599098
0.27,0.570272910785553,-0.0662180668416139,-0.836592666364275,-0.115305715347768,0.0789882494036865,-0.839210959994792,0.570272659790116
0.272,0.574045056192456,-0.0676362148392861,-0.842255407825633,-0.116989895669379,0.0801325680568384,-0.844968486861223,0.574044799877399
0.274,0.577806876704696,-0.0690729330549338,-0.847904845096125,-0.118685580676026,0.0812844208531489,-0.850715353253057,0.577806615003207
0.276,0.581558286303922,-0.0705282842974149,-0.853540832440805,-0.120392749026693,0.0824437870983136,-0.856451464301658,0.581558019148468
0.278,0.585299198810481,-0.0720023297448152,-0.859163223340924,-0.122111379200403,0.0836106459314642,-0.862176724862379,0.585298926132773
0.28,0.58902952832011,-0.073495127747146,-0.86477187196885,-0.123841449288326,0.0847849762060843,-0.867891039826909,0.589029250046601
0.282,0.592749191568071,-0.0750067273082931,-0.870366641172718,-0.12558293586834,0.0859667558453391,-0.873594315814197,0.592748907591189
0.284,0.596458099729433,-0.0765371904206295,-0.875947374782586,-0.127335817908489,0.0871559640780428,-0.879286455305676,0.596457809962946
0.286,0.600156166253331,-0.0780865708069543,-0.881513924069979,-0.129100073037502,0.0883525793023467,-0.884967362248648,0.600155870607332
0.288,0.603843304453947,-0.0796549204196762,-0.887066139611618,-0.130875678691601,0.0895565797426521,-0.890636940333252,0.603843002834556
0.29,0.607519427511588,-0.0812422894260589,-0.892603871293086,-0.132662612113983,0.0907679434493144,-0.896295092993241,0.607519119820643
0.292,0.611184448473774,-0.0828487261933431,-0.898126968312484,-0.134460850354309,0.0919866482983476,-0.901941723406755,0.611184134608513
0.294,0.614838280256323,-0.0844742772737464,-0.903635279184097,-0.136270370268183,0.0932126719911285,-0.907576734497098,0.61483796010905
0.296,0.618480835644433,-0.0861189873893267,-0.909128651742056,-0.138091148516641,0.0944459920541011,-0.913200028933513,0.618480509102175
0.298,0.622112027293767,-0.0877828994167025,-0.914606933143997,-0.13992316156563,0.0956865858384812,-0.91881150913196,0.622111694237924
0.3,0.625731767731537,-0.0894660543716293,-0.920069969874722,-0.141766385685492,0.0969344305199605,-0.924411077255883,0.625731428037514
0.302,0.629339969459978,-0.0911684914819178,-0.925517608193854,-0.143620796953866,0.0981895031058213,-0.929998635347602,0.629339623003492
0.304,0.632936547478903,-0.0928902503769777,-0.930949705073308,-0.145486371339246,0.0994517806171366,-0.935574088545378,0.632936194306801
0.306,0.636521412202531,-0.0946313649405598,-0.936366097481612,-0.147363084464244,0.100721239575741,-0.941137336047766,0.636521052241352
0.308,0.64009447585473,-0.0963918687941269,-0.94176663011446,-0.149250911818287,0.10199785646672,-0.946688279270553,0.640094109036475
0.31,0.643655650555625,-0.09817179364329,-0.947151147096655,-0.151149828693261,0.103281607599556,-0.952226819405497,0.643655276818594
0.312,0.647204848323479,-0.099971169263009,-0.952519491989224,-0.15305981018302,0.104572469107884,-0.957752857422113,0.647204467613152
0.314,0.650741981076572,-0.101790023482644,-0.95787150779653,-0.154980831182898,0.105870416949257,-0.963266294069469,0.650741593346525
0.316,0.654266960635082,-0.103628382170867,-0.963207036973392,-0.156912866389221,0.107175426904909,-0.968767029877973,0.654266565847952
0.318,0.657779698722968,-0.105486269220399,-0.968525921432195,-0.158855890298816,0.108487474579516,-0.97425496516117,0.657779296851449
0.32,0.661280106969844,-0.107363706532604,-0.973828002550009,-0.16080987720852,0.109806535400954,-0.979730000017527,0.661279697997735
0.322,0.664768096912868,-0.109260714001886,-0.979113121175701,-0.162774801214694,0.111132584620069,-0.985192034332227,0.664767680836154
0.324,0.668243579998615,-0.111177309499933,-0.984381117637052,-0.164750636212728,0.112465597310433,-0.990640967778962,0.668243156826591
0.326,0.671706469854397,-0.113113513675703,-0.989631840560425,-0.166737355969283,0.113805548430186,-0.996076702567858,0.671706039458217
0.328,0.675156676466686,-0.115069337669846,-0.994865124264523,-0.168734933935182,0.115152412662503,-1.00149913640058,0.67515623881957
0.33,0.678594111095457,-0.117044793396274,-1.00008080784335,-0.170743343402342,0.11650616454973,-1.00690816841644,0.678593666182586
0.332,0.682018685023995,-0.119039890917048,-1.00527873031131,-0.172762557463165,0.1178667784589,-1.01230369767917,0.682018232836645
0.334,0.685430309471014,-0.121054638237982,-1.0104587302618,-0.174792549007167,0.119234228579035,-1.01768562307002,0.685429850006767
0.336,0.6888288955932,-0.123089041294523,-1.01562064587684,-0.176833290720516,0.120608488920933,-1.02305384329043,0.688828428856152
0.338,0.692214354487751,-0.125143103937471,-1.02076431493683,-0.178884755085555,0.121989533316941,-1.02840825686454,0.692213880488718
0.34,0.695586597194923,-0.127216827918536,-1.02588957483015,-0.180946914380342,0.12337733542074,-1.03374876214185,0.695586115951637
0.342,0.698945534700564,-0.129310212875717,-1.03099626256292,-0.183019740678178,0.124771868707122,-1.03907525729977,0.698945046237874
0.344,0.702291077938662,-0.131423256318497,-1.03608421476862,-0.185103205847136,0.12617310647177,-1.04438764034624,0.702290582288727
0.346,0.705623137793881,-0.133555953612849,-1.0411532677178,-0.187197281549599,0.127581021831043,-1.04968580912228,0.705622634996359
0.348,0.708941626725891,-0.135708303926777,-1.04620326361334,-0.189301939427971,0.128995587833239,-1.05496966342199,0.708941116714509
0.35,0.712246454818594,-0.137880295788175,-1.05123403527817,-0.191417150650358,0.130416777186608,-1.06023909983375,0.712245937584668
0.352,0.715537532746269,-0.140071917819755,-1.0562454176511,-0.193542886250335,0.131844562462866,-1.06549401561206,0.715537008294604
0.354,0.718814771364652,-0.142283157258654,-1.06123724620173,-0.195679117079234,0.133278916068684,-1.0707343081429,0.718814239698261
0.356,0.722078081506094,-0.144513999185053,-1.06620935613644,-0.197825813781871,0.13471981023122,-1.07595987467558,0.722077542625445
0.358,0.725327373982633,-0.146764426509641,-1.07116158241007,-0.199982946796136,0.136167216997928,-1.08117061232603,0.72532682788485
0.36,0.728562559589064,-0.149034419960933,-1.07609375973765,-0.202150486352589,0.137621108236376,-1.08636641808008,0.728562006267093
0.362,0.731783549106005,-0.151323958072408,-1.08100572260617,-0.20432840247405,0.139081455634066,-1.09154718879673,0.731782988547736
0.364,0.734990253302973,-0.153633017169497,-1.08589730528628,-0.20651666497519,0.140548230698247,-1.09671282121144,0.734989685490323
0.366,0.738182582941446,-0.155961571356375,-1.09076834184402,-0.208715243462125,0.14202140475573,-1.10186321193939,0.738182007849402
0.368,0.74136044877794,-0.158309592502571,-1.09561866615254,-0.210924107332009,0.143500948952709,-1.1069982574788,0.741359866373557
0.37,0.74452376327521,-0.160677055714215,-1.10044811902061,-0.213143226020162,0.144986834478921,-1.11211785655226,0.744523173601077
0.372,0.747672436710006,-0.163063926913548,-1.10525653197493,-0.215372568435168,0.14647903205585,-1.11722190477815,0.747671839774964
0.374,0.750806379592488,-0.165470170451552,-1.11004373733931,-0.217612103308632,0.147977512253912,-1.12231029798139,0.750805775381845
0.376,0.753925502858843,-0.167895749739582,-1.11480956903613,-0.219861799222243,0.149482245517162,-1.12738293245616,0.75392489135393
0.378,0.757029717471343,-0.170340625951405,-1.11955386091894,-0.222121624548967,0.150993202110179,-1.13243970441757,0.757029098649086
0.38,0.760118934422037,-0.172804758012475,-1.12427644678678,-0.224391547452723,0.152510352117965,-1.13748051000577,0.760118308254524
0.382,0.763193064736455,-0.17528810258905,-1.12897716039861,-0.226671535888073,0.154033665445844,-1.14250524529009,0.763192431190491
0.384,0.766252019477304,-0.177790614077165,-1.13365583548757,-0.2289615575999,0.155563111819364,-1.14751380627321,0.766251378513955
0.386,0.769295709748168,-0.18031224459144,-1.13831230577537,-0.231261580123094,0.157098660784189,-1.15250608889529,0.769295061322301
0.388,0.772324046697204,-0.182852943953727,-1.14294640498666,-0.233571570782237,0.158640281706006,-1.15748198903809,0.772323390757015
0.39,0.775336941520845,-0.185412659681569,-1.14755796686333,-0.235891496691283,0.16018794377042,-1.16244140252913,0.775336278007373
0.392,0.778334307251571,-0.187991342063114,-1.15214683237039,-0.238221325000697,0.161741616240203,-1.16738422749467,0.77833363618574
0.394,0.781316055044471,-0.190588933647557,-1.15671283472677,-0.240561022381566,0.163301267919003,-1.17231035947002,0.781315376431749
0.396,0.784282095782202,-0.193205373674516,-1.16125580587424,-0.24291055524738,0.164866867382218,-1.17721969351187,0.784281409595808
0.398,0.787232341091603,-0.195840600976155,-1.16577558057475,-0.245269889894208,0.166438383123014,-1.18211212553591,0.787231647305405
0.4,0.790166702684987,-0.198494552090755,-1.17027199375469,-0.247638992408502,0.168015783456666,-1.18698755144895,0.790166001273891
0.402,0.793085092364595,-0.201167161254179,-1.17474488052224,-0.250017828666891,0.16959903652057,-1.19184586715405,0.793084383304962
0.404,0.79598742202705,-0.203858360391222,-1.17919407618479,-0.252406364335964,0.17118811027425,-1.19668696855559,0.795986705297135
0.406,0.798873603667802,-0.206568079106823,-1.18361941626631,-0.254804564872057,0.172782972499364,-1.20151075156449,0.798872879248229
0.408,0.801743549385585,-0.209296244677151,-1.18802073652473,-0.257212395521045,0.174383590799712,-1.20631711210327,0.80174281725984
0.41,0.804597171386864,-0.212042782040545,-1.19239787296931,-0.259629821318128,0.175989932601244,-1.21110594611122,0.804596431541824
0.412,0.807434381990287,-0.214807613788322,-1.19675066187804,-0.262056807087618,0.177601965152069,-1.21587714954951,0.807433634416773
0.414,0.810255095013761,-0.217590665355713,-1.20107894485143,-0.264493317679783,0.179219655737045,-1.22063062018248,0.810254339683684
