"time","Spherical1.phi[1]","Spherical1.phi[2]","Spherical1.phi[3]","Spherical1.phi_d[1]","Spherical1.phi_d[2]","Spherical1.phi_d[3]","Spherical2.phi[1]","Spherical2.phi[2]","Spherical2.phi[3]","Spherical2.phi_d[1]","Spherical2.phi_d[2]","Spherical2.phi_d[3]","Spherical3.Q[1]","Spherical3.Q[2]","Spherical3.Q[3]","Spherical3.Q[4]","Spherical3.w_rel[1]","Spherical3.w_rel[2]","Spherical3.w_rel[3]","Spherical4.Q[1]","Spherical4.Q[2]","Spherical4.Q[3]","Spherical4.Q[4]","Spherical4.w_rel[1]","Spherical4.w_rel[2]","Spherical4.w_rel[3]","boxBody5.body.Q[1]","boxBody5.body.Q[2]","boxBody5.body.Q[3]","boxBody5.body.Q[4]","boxBody5.body.w_a[1]","boxBody5.body.w_a[2]","boxBody5.body.w_a[3]","boxBody6.body.Q[1]","boxBody6.body.Q[2]","boxBody6.body.Q[3]","boxBody6.body.Q[4]","boxBody6.body.w_a[1]","boxBody6.body.w_a[2]","boxBody6.body.w_a[3]"
0.006,6.71871294043292e-05,0.000227822052563925,-0.000224592967012635,-0.0299617315369145,0.0410293890658347,-0.0923143510201829,0.000229403325529989,-3.14721139992525e-05,0.000395116449171253,0.0764766838054096,-0.0104587385578153,0.131722838382911,3.35799994760105e-05,0.000113913136135533,-0.000112293198863963,0.999999986643209,-0.0299710128256899,0.0410217396379027,-0.092321227994095,0.000114698131288527,-1.57617913377251e-05,0.000197556171553,0.999999973783732,0.0764724072367374,-0.0104899810281319,0.13172034930373,3.35799994715586e-05,0.000113913136124605,-0.000112293198869889,0.999999986643209,-0.029971012830596,0.0410217396255291,-0.0923212280006225,0.000148299486116756,9.81317266261959e-05,8.52490084810516e-05,0.999999980555016,0.0465146546109349,0.0305226678281659,0.0393906973174005
0.0066,4.67404814327298e-05,0.000252623511665794,-0.000283274588438942,-0.0381934871778832,0.0416413359836548,-0.10329064294608,0.000277586436260831,-3.80557655300229e-05,0.000478106057224112,0.0841313342675303,-0.0114892759490114,0.14490616771314,2.33515315434265e-05,0.00012631294058994,-0.000141634917107803,0.999999981719648,-0.038205349377927,0.041629580061169,-0.103300343397091,0.000138788172282607,-1.90646723708791e-05,0.000239050094813491,0.999999961614716,0.0841256917898833,-0.0115305427781985,0.14490288233695,2.33515315373336e-05,0.000126312940574849,-0.000141634917115904,0.999999981719648,-0.0382053493839385,0.0416295800457996,-0.103300343405076,0.00016216781295472,0.000107223038299062,9.7396846008453e-05,0.999999976359337,0.0459362677376757,0.0300888776731668,0.0415924827005433
0.0072,2.13546644600823e-05,0.000277792523836581,-0.000348542165231333,-0.0464253479957004,0.0422537428028521,-0.114267116012362,0.000330363899106987,-4.52556347020977e-05,0.000569007784594714,0.0917887483228731,-0.012515451515062,0.158093419208478,1.06522468425884e-05,0.00013889536137411,-0.000174270218596668,0.999999975112249,-0.0464401410540117,0.0422366036730066,-0.114280065631889,0.00016517491274971,-2.26791591018634e-05,0.000284499800203949,0.999999945631382,0.0917814708165979,-0.0125687467277495,0.158089179810371,1.06522468345486e-05,0.000138895361354003,-0.000174270218607343,0.999999975112249,-0.0464401410611655,0.0422366036544637,-0.114280065641375,0.000175863327350696,0.000116184553401069,0.000110206061678876,0.999999971713931,0.0453601382641038,0.029656780567934,0.0437973112942163
0.0078,-8.97029215166041e-06,0.000303329085869202,-0.000420395666441324,-0.054657352579117,0.0428667220226175,-0.125243827851286,0.000387736474311684,-5.30701478411896e-05,0.000667822808670624,0.0994492488630495,-0.0135369259710757,0.171285006326394,-4.51795295355036e-06,0.000151660250743778,-0.000210199166829865,0.999999966397533,-0.0546754371188656,0.042842778449239,-0.125260460385053,0.000193858684308363,-2.66048198050014e-05,0.000333905848190049,0.999999925108936,0.099440045636352,-0.0136044150928939,0.171279642514954,-4.51795296387884e-06,0.000151660250717701,-0.000210199166843561,0.999999966397533,-0.0546754371271777,0.0428427784273838,-0.125260460396053,0.000189386365167724,0.000125016508733849,0.000123677089270096,0.999999966603827,0.0447865126983925,0.029226561393589,0.0460055245558129
0.0084,-4.42344161765365e-05,0.000329233373102437,-0.000498835148349683,-0.0628895454687911,0.043480403125885,-0.136220844943593,0.00044970555143377,-6.14969506219756e-05,0.000774553143989567,0.10711320756674,-0.0145533074731496,0.184481405269489,-2.21592204229406e-05,0.000164607412915019,-0.000249421887258658,0.999999955101044,-0.0629112944124584,0.0434480673593803,-0.136241603443211,0.000224840108799136,-3.08410153740487e-05,0.000387269203510159,0.999999899259156,0.107101763598554,-0.0146373427439331,0.184474732232875,-2.21592204359187e-05,0.00016460741288195,-0.000249421887275844,0.999999955101044,-0.0629112944219227,0.0434480673341191,-0.136241603455707,0.000202737509759929,0.000133719324368498,0.00013781070027094,0.999999961012427,0.0442156752545044,0.0287984333106049,0.0482175157245493
0.009,-8.44380749281899e-05,0.00035550654817219,-0.00058386117413281,-0.0711219722989006,0.0440949167604416,-0.14719823520156,0.000516275365537476,-7.05306730488784e-05,0.000889204454836,0.114780999548732,-0.0155641926474604,0.197683098428726,-4.22719266809667e-05,0.000177736508368955,-0.000291938794942225,0.999999940697277,-0.0711477710902867,0.0440524320285532,-0.14722357234702,0.000258121136436117,-3.53863171227424e-05,0.000444592600305172,0.999999867229345,0.114766978301827,-0.0156673197340314,0.197674917731318,-4.22719266969301e-05,0.000177736508327882,-0.000291938794963332,0.999999940697277,-0.0711477711009394,0.0440524319997029,-0.147223572361055,0.0002159184339749,0.000142294236949854,0.000152609172288007,0.999999954921009,0.0436479155871837,0.0283726135600211,0.0504336828996492
0.0096,-0.000129581226914007,0.000382148585006965,-0.000675473696663912,-0.079354677387024,0.0447103921715894,-0.158176064813892,0.00058744672569376,-8.01695759983886e-05,0.00101177801119317,0.122452995786735,-0.0165691920022283,0.210890560744269,-6.48561797235747e-05,0.000191047370643833,-0.000337749956251326,0.99999992260977,-0.0793849237239507,0.0446558357005302,-0.158206442525282,0.00029370211806944,-4.02402470204926e-05,0.000505876642352357,0.999999828104291,0.12243603582073,-0.0166941419161941,0.210880659367506,-6.48561797428874e-05,0.000191047370593658,-0.000337749956276824,0.99999992260977,-0.0793849237357926,0.04465583566798,-0.158206442540851,0.000228929498908257,0.000150741499966594,0.000168072969559559,0.999999948309879,0.0430835168004648,0.0279493144698683,0.0526544183288789
0.0102,-0.000179663961941781,0.000409159839324348,-0.000773672864833392,-0.0875877054736051,0.0453269590550805,-0.16915440052287,0.000663221541334206,-9.04107541833901e-05,0.00114227649440611,0.130129568587204,-0.0175679115870382,0.22410426954933,-8.99121720554204e-05,0.000204539777695407,-0.000386855549548481,0.999999900211027,-0.0876228093937664,0.0452582410992057,-0.169190290085086,0.000331583918233004,-4.54020217050897e-05,0.000571122617659243,0.999999780904835,0.130109284646399,-0.0177176032806332,0.224092420199772,-8.99121720784573e-05,0.000204539777634977,-0.000386855549578851,0.999999900211027,-0.0876228094067881,0.0452582410628654,-0.169190290102168,0.000241771486964161,0.000159061682677519,0.000184203138741558,0.999999941157565,0.042522764102339,0.0275287499461374,0.0548801161393763
0.0108,-0.000234687046940676,0.00043654261140305,-0.000878459835414812,-0.0958210979688952,0.0459447328581642,-0.180133303714,0.000743607214427109,-0.000101245537120661,0.00128070961341743,0.13781104928458,-0.0185599788798163,0.237324654362408,-0.000117440514756371,0.000218213242356973,-0.000439256316793525,0.999999872822289,-0.095861480997512,0.045859612333054,-0.180175185556791,0.00037176997699482,-5.08693552367317e-05,0.000640335225544729,0.999999724585058,0.13778704303957,-0.0187375125890131,0.237310619574394,-0.000117440514783446,0.000218213242284864,-0.000439256316829181,0.999999872822289,-0.0958614810117088,0.0458596122924842,-0.180175185575387,0.00025444728682462,0.000167256935238396,0.000201003633188999,0.999999933439615,0.0419659190216142,0.0271111161354783,0.0571111302274047
0.0114,-0.00029465052008201,0.000464297108670725,-0.000989834680438598,-0.104054899867295,0.0465638443631665,-0.191112841538067,0.000828605235549699,-0.000112671459170123,0.0014270795136559,0.145497813309796,-0.0195449982960477,0.250552196163008,-0.000147441368411032,0.000232067562802208,-0.000494952393369712,0.999999839713896,-0.104100995934459,0.0464599120203831,-0.19116120547276,0.000414260962481601,-5.66415788379998e-05,0.000713515493873772,0.999999658037555,0.145469661796714,-0.0197536627050924,0.250535723883136,-0.000147441368442475,0.000232067562716959,-0.000494952393411087,0.999999839713896,-0.104100995949815,0.046459911975193,-0.191161205492854,0.000266957520271537,0.000175327706350695,0.000218475277896413,0.999999925131213,0.0414132685720284,0.0266966282981883,0.0593478577880606
0.012,-0.000359554594723143,0.000492424041655328,-0.0011077977326965,-0.112289155301611,0.0471844206660158,-0.202093079759938,0.000918218516318043,-0.000124684563109938,0.00158139015874278,0.153190225493433,-0.0205225797951958,0.26378736355993,-0.000179915001898529,0.000246102468611841,-0.000553944060475192,0.999999800105053,-0.112341410521765,0.047059103137722,-0.202148424922533,0.000459058209166815,-6.27176349819359e-05,0.000790665333091853,0.999999580090107,0.153157483893041,-0.020765850314326,0.2637681882085,-0.000179915001934668,0.000246102468511895,-0.000553944060522718,0.999999800105053,-0.112341410538256,0.0470591030874739,-0.202148424944103,0.000279303354026752,0.000183274853728352,0.000236619649884659,0.999999916205549,0.0408650936409992,0.0262854970998366,0.0615906856078376
0.0126,-0.000429399509082941,0.000520924192282234,-0.00123234936198616,-0.120523908282378,0.0478065883394855,-0.2130740839478,0.00101245017001477,-0.00013728068004062,0.00174364577032791,0.160888649161724,-0.021492334123497,0.277030623406382,-0.000214861699466592,0.000260317679632235,-0.00061623162000142,0.999999753163843,-0.12058278092302,0.0476571487124366,-0.213136918790896,0.000506163146088447,-6.90964109722368e-05,0.000871786778895769,0.999999489506054,0.160850851193806,-0.0217738726445244,0.277008466028038,-0.000214861699507751,0.000260317679515936,-0.000616231620055523,0.999999753163843,-0.120582780940616,0.0476571486566321,-0.213136918813911,0.000291486032147195,0.000191099293130258,0.000255438432898323,0.999999906634076,0.0403216742465282,0.0258779325539318,0.0638399989960933
0.0132,-0.00050418550138027,0.000549798342476821,-0.00136348993810525,-0.128759202820129,0.0484304739563491,-0.22405591966984,0.0011113033099225,-0.000150455641062681,0.00191385057006113,0.168593447640902,-0.022453872027188,0.290282442555577,-0.000252281745362951,0.000274712915709759,-0.00068181537383985,0.99999969800722,-0.128825163301814,0.0482540117718926,-0.224126761962632,0.000555577202284485,-7.57767941125995e-05,0.000956881866982312,0.999999384984282,0.168550105564264,-0.0227775269234983,0.2902570108193,-0.000252281745409449,0.000274712915575345,-0.000681815373900953,0.99999969800722,-0.128825163320477,0.0482540117099729,-0.224126761987057,0.000303506798689796,0.000198801940315305,0.000274933310681993,0.999999896386538,0.0397832904066169,0.0254741446739828,0.0660961832621857
0.0138,-0.000583912809833997,0.000579047274164463,-0.00150121983085142,-0.1369950829254,0.0490562040893801,-0.235038652494244,0.00121478104932387,-0.000164205277276634,0.00209200877959229,0.1763049842572,-0.0234068042525052,0.303543287860724,-0.000292175423835337,0.000289287896690776,-0.000750695623881937,0.99999963370099,-0.137068613821737,0.0488496553434561,-0.235118029322525,0.000607301806792914,-8.27576717067207e-05,0.00104595263304828,0.999999265159116,0.176255588869671,-0.023776610379058,0.303514276059837,-0.000292175423887486,0.000289287896536386,-0.000750695623950457,0.99999963370099,-0.137068613841421,0.0488496552748017,-0.235118029348318,0.000315366897711483,0.000206383711042384,0.000295105966980256,0.999999885430969,0.0392502221392671,0.0250743434734984,0.0683596237154723
0.0144,-0.000668582283768638,0.000608673513964311,-0.00164554031992935,-0.14523159449325,0.0496839056463558,-0.246022350595632,0.00132289152007605,-0.000178519946259918,0.00227813108991558,0.18402362248764,-0.0243507082970742,0.316813633170157,-0.000334543411086816,0.000304042079730766,-0.000822873188952812,0.99999955925932,-0.14531319168357,0.0494440384398861,-0.246110799804975,0.00066134075147932,-9.00365094857376e-05,0.00113900425710659,0.99999912859519,0.183967654977554,-0.024770908569702,0.316780725843682,-0.00033454341114491,0.00030404207955413,-0.000822873189029124,0.99999955925932,-0.145313191704248,0.0494440383640378,-0.246110799832085,0.000327069522391492,0.000213846982858483,0.00031596075294849,0.999999873731891,0.0387227610678822,0.0246787476699591,0.0706307101911023
0.015,-0.000758194128537067,0.000638677749970028,-0.00179645172620082,-0.153468781432859,0.0503137051820326,-0.257007079402012,0.00143563756555672,-0.00019339577348565,0.00247222137475176,0.191749725650344,-0.0252851966952815,0.330093944960879,-0.000379385970285292,0.000318975198803923,-0.00089834834314262,0.999999473645543,-0.153558952887561,0.0500371243044588,-0.257105148076973,0.000717695338306001,-9.76122712072158e-05,0.00123603860574895,0.999998973796379,0.191686645107674,-0.0257602193508302,0.330056813077418,-0.000379385970349618,0.000318975198602686,-0.000898348343227097,0.999999473645543,-0.153558952909193,0.0500371242208851,-0.257105148105344,0.000338615811960628,0.000221192592905785,0.000337499208874747,0.999999861253717,0.0382011865863115,0.0242875668087638,0.0729098277550309
0.0156,-0.000852748491627321,0.000669060505072375,-0.00195395428436962,-0.161706687474968,0.0509457292194462,-0.267992904094595,0.00155302155394096,-0.00020882940270809,0.00267428289524739,0.199483657049158,-0.0262098851297835,0.343384689047537,-0.000426703327484902,0.00033408701275832,-0.000977121311593693,0.999999375771846,-0.161805953146367,0.0506288765605887,-0.268101148422056,0.000776366645502025,-0.000105484055235672,0.00133705724783569,0.99999879920221,0.199412899343307,-0.0267443416827955,0.343342989662366,-0.000426703327555747,0.000334087012530067,-0.000977121311686708,0.999999375771845,-0.161805953168905,0.0506288764686645,-0.268101148451625,0.000350006721089711,0.000228421239911562,0.000359722622473241,0.999999847959322,0.037685776989503,0.0239010096111429,0.075197361044672
0.0162,-0.00095224568178107,0.000699822762537853,-0.00211804846923847,-0.169945356847589,0.0515801043700302,-0.278979890542354,0.00167504717766486,-0.000224816033372326,0.00288432061962749,0.207225780027717,-0.027124380509861,0.356686333090592,-0.000476495812165801,0.000349377211125271,-0.00105919245585266,0.999999264499053,-0.170054248974076,0.0512192577723479,-0.279098876192341,0.000837356374780375,-0.00011365058482251,0.00144206258192391,0.999998603185702,0.207146760934796,-0.0277230714467466,0.356639710301242,-0.000476495812243444,0.000349377210867454,-0.00105919245595458,0.999999264499053,-0.170054248997467,0.0512192576714132,-0.27909887622304,0.000361243718768253,0.000235534008327952,0.00038263298531306,0.999999833809339,0.0371768136347448,0.0235192870950608,0.0774936958916685
0.0168,-0.00105668600773999,0.000730965505632962,-0.00228873475561013,-0.178184833778733,0.052216957245218,-0.289968104614264,0.00180171812916451,-0.000241350864923442,0.00310233951611708,0.214976457929654,-0.0280282897447948,0.369999344750505,-0.000528763753808142,0.000364845483436093,-0.00114456213746614,0.999999138636719,-0.178303896884776,0.0518082305038088,-0.290098406739948,0.000900666227854032,-0.000122110583219129,0.00155105700657073,0.999998384054451,0.214888573132481,-0.0286962045238323,0.369947429696758,-0.000528763753892855,0.000364845483146025,-0.00114456213757732,0.999999138636719,-0.178303896908963,0.0518082303931685,-0.2900984067717,0.000372328273985765,0.000242531982607096,0.000406232288963289,0.999999818762594,0.0366745778793248,0.0231426102784818,0.0797992181276636
0.0174,-0.00116606977824574,0.000762489717624203,-0.00246601361828731,-0.186425162496413,0.0528564144564433,-0.300957612179299,0.00193303810087599,-0.000258429096806527,0.00332834455294117,0.222736054098605,-0.0289212197438657,0.383324191687738,-0.000583507481892079,0.000380491519222102,-0.00123323071798077,0.999998996943106,-0.186554953392555,0.0523957573190436,-0.301099815416992,0.000966297906435977,-0.000130862773676933,0.00166404292033326,0.999998140050495,0.222638679186705,-0.0296635367952013,0.383266602551628,-0.000583507481984129,0.000380491518896958,-0.00123323071810155,0.999998996943106,-0.186554953417475,0.0523957571979676,-0.301099815449715,0.000383261855731759,0.000249416247201132,0.000430522524993015,0.999999802776101,0.0361793510805311,0.0227711901793705,0.0821143135843002
0.018,-0.00128039849291374,0.000794399771752367,-0.00264988730444938,-0.19466638818,0.0534985953256282,-0.31194848006535,0.00206902047999403,-0.000276035366342713,0.00356235318989301,0.230504909371704,-0.0298027376601081,0.396661325839596,-0.000640728081690039,0.00039631450572497,-0.00132519956022198,0.999998838123557,-0.194807477372716,0.0529817953378681,-0.312103180723878,0.00103425768422868,-0.000139903141154236,0.00178102879579196,0.999997869335021,0.230397424145125,-0.030624854270119,0.396597675776313,-0.000640728081789612,0.000396314505361309,-0.00132519956035261,0.999998838123557,-0.194807477398302,0.0529817952055876,-0.312103180757483,0.000394049702225332,0.000256190715026171,0.00045551083830688,0.99999978580049,0.0356914194799948,0.0224052414789573,0.0844393527922514
0.0186,-0.00139967307065406,0.00082669838820631,-0.00284035719701232,-0.202908555544954,0.0541436227292766,-0.322940774632713,0.0022096739262617,-0.000294159461257818,0.00380437679550692,0.238283375560921,-0.0306724300328803,0.410011206810461,-0.000700426269927734,0.000412313875117685,-0.00142046953876198,0.999998660832402,-0.203061526549164,0.0535663043348791,-0.323108579625811,0.00110454960549704,-0.000149229005882221,0.00190202014365345,0.999997570007171,0.238165152178974,-0.0315799477716736,0.409941100081004,-0.000700426270034973,0.000412313874711688,-0.00142046953890263,0.999998660832402,-0.203061526575341,0.0535663041905884,-0.323108579660201,0.00040469521369752,0.000262857919755459,0.000481201860890372,0.999999767786107,0.0352110669375964,0.0220449770721554,0.0867747137433967
0.0192,-0.0015238931849496,0.000859384741907258,-0.00303742282532364,-0.211151708311795,0.0547916271673336,-0.333934561238837,0.00235499696055051,-0.000312802215248189,0.00405441367451542,0.246071828015742,-0.0315299249790047,0.423374310648144,-0.000762601972916072,0.000428489584872565,-0.001519040481026,0.999998463674282,-0.211317156176422,0.0541492497783287,-0.33411608579549,0.00117717293307547,-0.000158840551825244,0.00202701612235254,0.999997240115794,0.245942205579836,-0.0325286184470638,0.423297334325111,-0.000762601973031152,0.000428489584420526,-0.0015190404811769,0.999998463674281,-0.211317156203112,0.0541492496211889,-0.334116085830563,0.000415197848482911,0.000269417437027494,0.000507594835321233,0.999999748686206,0.034738572205124,0.0216906060227995,0.0891207904315167
0.0198,-0.00165305929506321,0.000892460244599468,-0.00324108488820664,-0.219395890828783,0.0554427343298706,-0.344929905873899,0.00250499450067117,-0.000331957492753157,0.00431247037402249,0.253870627235077,-0.0323748243827483,0.436751103025768,-0.000827255615664006,0.000444841261033736,-0.00162091287511789,0.999998245201385,-0.219574423067025,0.0547305935441593,-0.345125774982962,0.00125212994655623,-0.000168736156126571,0.00215601989817602,0.999996877633578,0.253728927825223,-0.0334706609296759,0.43666683222644,-0.000827255615787086,0.000444841260531753,-0.00162091287527924,0.999998245201385,-0.219574423094145,0.0547305933732959,-0.345125775018608,0.000425559551984966,0.000275870708799753,0.000534692404527369,0.999999728449189,0.0342742172572247,0.0213423398118747,0.0914779667542796
