"time","h","rho","mu","cp","k"
0,234557.14329990372,1208.7317785849866,0.00020959735533669681,1420.7164740967178,0.081438290035357463
0.00020000000000000001,234557.15882567823,1208.7341723183615,0.00020959896133756567,1420.7119081557687,0.081438612364752097
0.00040000000000000002,234557.17435601563,1208.7365660020594,0.0002096005673205671,1420.7073424239111,0.081438934689005052
0.00060000000000000006,234557.18989091556,1208.7389596360827,0.00020960217328570225,1420.7027769011283,0.081439257008116592
0.00080000000000000004,234557.20543037789,1208.7413532204346,0.0002096037792329723,1420.6982115874048,0.081439579322087091
0.001,234557.22097440239,1208.7437467551167,0.00020960538516237768,1420.693646482724,0.081439901630916578
0.0012000000000000001,234557.23652298882,1208.746140240132,0.00020960699107391964,1420.6890815870713,0.081440223934605399
0.0014,234557.25207613705,1208.7485336754833,0.00020960859696759926,1420.6845169004289,0.081440546233153832
0.0016000000000000001,234557.26763384667,1208.7509270611724,0.00020961020284341692,1420.6799524227827,0.081440868526562071
0.0018000000000000002,234557.28319611741,1208.7533203972023,0.00020961180870137402,1420.6753881541169,0.081441190814830339
0.002,234557.2987629493,1208.7557136835756,0.00020961341454147142,1420.6708240944135,0.08144151309795894
0.0022000000000000001,234557.31433434202,1208.7581069202949,0.00020961502036371028,1420.6662602436563,0.081441835375948166
0.0024000000000000002,234557.32991029523,1208.7605001073625,0.00020961662616809113,1420.6616966018312,0.081442157648798141
0.0026000000000000003,234557.34549080874,1208.7628932447808,0.00020961823195461498,1420.6571331689222,0.081442479916509172
0.0028,234557.36107588228,1208.7652863325525,0.00020961983772328281,1420.6525699449139,0.081442802179081494
0.0030000000000000001,234557.37666551583,1208.7676793706805,0.00020962144347409596,1420.648006929787,0.081443124436515399
0.0032000000000000002,234557.39225970898,1208.7700723591668,0.00020962304920705473,1420.6434441235288,0.081443446688811066
0.0034000000000000002,234557.40785846135,1208.7724652980139,0.00020962465492216031,1420.6388815261228,0.081443768935968705
0.0036000000000000003,234557.42346177317,1208.7748581872249,0.00020962626061941386,1420.6343191375511,0.081444091177988703
0.0038,234557.4390696437,1208.7772510268014,0.0002096278662988159,1420.6297569578016,0.081444413414871117
0.0040000000000000001,234557.45468207306,1208.7796438167472,0.00020962947196036789,1420.6251949868545,0.081444735646616431
0.0042000000000000006,234557.47029906092,1208.7820365570633,0.00020963107760407014,1420.6206332246959,0.081445057873224563
0.0044000000000000003,234557.48592060694,1208.7844292477539,0.00020963268322992428,1420.6160716713086,0.081445380094696151
0.0045999999999999999,234557.50154671099,1208.7868218888198,0.00020963428883793045,1420.6115103266786,0.081445702311031071
0.0048000000000000004,234557.51717737288,1208.7892144802652,0.0002096358944280906,1420.606949190787,0.081446024522229862
0.0050000000000000001,234557.5328125924,1208.7916070220915,0.00020963750000040483,1420.6023882636209,0.081446346728292596
0.0052000000000000006,234557.54845236908,1208.7939995143013,0.00020963910555487408,1420.5978275451635,0.081446668929219507
0.0054000000000000003,234557.56409670284,1208.7963919568974,0.00020964071109149968,1420.5932670353984,0.081446991125010956
0.0055999999999999999,234557.57974559363,1208.7987843498825,0.00020964231661028257,1420.5887067343092,0.081447313315667083
0.0058000000000000005,234557.59539904085,1208.8011766932589,0.00020964392211122348,1420.5841466418813,0.081447635501188179
0.0060000000000000001,234557.61105704479,1208.8035689870294,0.00020964552759432365,1420.5795867580969,0.081447957681574548
0.0062000000000000006,234557.62671960468,1208.8059612311961,0.00020964713305958354,1420.5750270829417,0.081448279856826344
