"time","inductor.pin_p.reference.gamma","abs_y","dB_y","arg_y"
0,0,0.9999500037496876,-0.000434272768626361,-0.009999666686665241
0.0005,3.148839945645726E-05,0.9999495411750927,-0.0004382908423245533,-0.010045819952786418
0.001,6.312227766656773E-05,0.9999490743209987,-0.00044234609103223983,-0.010092186209608518
0.0015,9.490268997300106E-05,0.99994860314782,-0.0004464388586539766,-0.010138766439652475
0.002,0.0001268297113342564,0.9999481276156047,-0.0004505694922788612,-0.010185561629966033
0.0025,0.00015890591159689206,0.9999476476840319,-0.0004547383422027359,-0.010232572772144486
0.003,0.00019113081851415855,0.9999471633124076,-0.0004589457619619642,-0.010279800862351534
0.0035,0.00022350425214581656,0.9999466744596617,-0.0004631921083633493,-0.010327246901340287
0.004,0.00025602621249186614,0.9999461810843439,-0.00046747774151501876,-0.010374911894474311
0.0045000000000000005,0.0002887045637948077,0.9999456831446208,-0.00047180302485441526,-0.010422796851748763
0.005,0.0003215368836671112,0.9999451805982725,-0.0004761683251801462,-0.0104709027878117
0.0055,0.0003545216939408693,0.9999446734026884,-0.0004805740126828693,-0.010519230721985386
0.006,0.0003876589946160822,0.9999441615148639,-0.0004850204609790706,-0.01056778167828773
0.006500000000000001,0.00042094878569274967,0.9999436448913966,-0.000489508047139059,-0.010616556685453898
0.007,0.00045439106717087174,0.9999431234884831,-0.0004940371517217099,-0.010665556776957864
0.0075,0.00048798583905044845,0.9999425972619149,-0.0004986081588034235,-0.010714782991034226
0.008,0.0005217331013314799,0.9999420661670746,-0.0005032214560147999,-0.0107642363707
0.0085,0.0005556437381180883,0.9999415301589323,-0.0005078774345705624,-0.010813917963776589
0.009000000000000001,0.0005897168596703221,0.9999409891920417,-0.000512576489304304,-0.010863828822911778
0.0095,0.0006239464767013736,0.9999404432205361,-0.0005173190187022709,-0.010913970005601919
0.01,0.0006583325892112426,0.9999398921981253,-0.0005221054249323223,-0.01096434257421414
0.0105,0.0006928751971999293,0.9999393360780905,-0.0005269361138854309,-0.01101494759600869
0.011,0.0007275743006674334,0.9999387748132811,-0.0005318114952056086,-0.011065786143161383
