"time","n_nt[1]","n_nt[2]","n_nt[3]","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","Nu[1]","Nu[2]","Nu[3]","m_flow_1[1]","m_flow_1[2]","m_flow_1[3]","m_flow_2[1]","m_flow_2[2]","m_flow_2[3]","m_flow_3[1]","m_flow_3[2]","m_flow_3[3]","kc_1[1]","kc_1[2]","kc_1[3]","kc_2[1]","kc_2[2]","kc_2[3]","kc_3[1]","kc_3[2]","kc_3[3]","Re_1[1]","Re_1[2]","Re_1[3]","Re_2[1]","Re_2[2]","Re_2[3]","Re_3[1]","Re_3[2]","Re_3[3]","input_Nu.y"
0.00202,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2030,2030,2030,0.295080415243403,3.09408440462768,43.2761817218468,0.231501762973548,2.77200788797941,41.2010363650891,0.199728836873882,2.58380172181636,39.838733616646,5215.07,121495.5,78561,5215.07,121495.5,78561,5215.07,121495.5,78561,2059802.92524547,393321.747076709,48334.1630819302,1615993.41718107,352379.199410261,46016.481389564,1394203.14326637,328454.325875738,44494.9570639331,2030
0.002222,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2232,2232,2232,0.333126145364212,3.4619647622057,48.1870430545879,0.260064207813195,3.09318221075346,45.8227812897325,0.223825733646802,2.87884580539758,44.275303238443,5734.008,133585.2,86378.4,5734.008,133585.2,86378.4,5734.008,133585.2,86378.4,2325380.38192384,440086.904724437,53818.9901411906,1815372.99099771,393207.059684768,51178.4010419631,1562411.04829204,365960.495469963,49450.0587178302,2232
0.002424,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2434,2434,2434,0.372079967475995,3.83595265169967,53.1562748802701,0.289156458057034,3.41869163148065,50.4931922218909,0.248310017052946,3.17739042196508,48.7549522374989,6252.946,145674.9,94195.8,6252.946,145674.9,94195.8,6252.946,145674.9,94195.8,2597296.7565472,487628.455259158,59369.0098494494,2018450.86082111,434586.00004556,56394.6746287943,1733323.09794777,403911.654783216,54453.2747284717,2434
0.002626,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2636,2636,2636,0.411878515225455,4.21561595002839,58.1795010211757,0.318737030529416,3.7482018116885,55.2084494663202,0.273149883030119,3.47915407039214,53.2742090360533,6771.884,157764.6,102013.2,6771.884,157764.6,102013.2,6771.884,157764.6,102013.2,2875109.72155621,535891.466952121,64979.334555369,2224937.45417495,476473.51919826,61661.0360210805,1906717.28461476,442272.019234183,59500.7277712197,2636
0.002828,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,2838,2838,2838,0.452467192496103,4.60058350648128,63.2529824701115,0.348770496456101,4.08142724600593,59.9652992476188,0.298318285619167,3.78389716351269,57.8301221289772,7290.822,169854.3,109830.6,7290.822,169854.3,109830.6,7290.822,169854.3,109830.6,3158438.16985381,584828.758916566,70645.7882485843,2434585.46121065,518833.323539764,66973.8511525842,2082404.81451711,481011.132367768,64589.1213784893,2838
0.00303,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3040,3040,3040,0.493798425605292,4.99053279299569,68.3734856440228,0.379226235709646,4.4181211748384,64.7609355378832,0.323791942155192,4.09141326877856,62.4201507781193,7809.76,181944,117648,7809.76,181944,117648,7809.76,181944,117648,3446950.01430165,634399.331204046,76364.7594152208,2647181.13874221,561634.044851839,72329.9860358576,2260223.16347912,520102.752362522,69715.6178588008,3040
0.003232,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3242,3242,3242,0.535830357085737,5.3851807167814,73.5381848853737,0.410077512781547,4.75806811414763,69.5929128060626,0.349550598344551,4.40152263979314,67.0420844345708,8328.698,194033.7,125465.4,8328.698,194033.7,125465.4,8328.698,194033.7,125465.4,3740353.06968817,684567.196900092,82133.0921439504,2862537.86008829,604848.29068253,77726.7093140219,2440030.94680987,559524.029755563,74877.7483013765,3242
0.003434,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3444,3444,3444,0.578525848756833,5.78427663711311,78.7445887121397,0.441300776512417,5.10107820175456,74.4590801639299,0.375576473391045,4.71406733373313,71.6939820106974,8847.636,206123.4,133282.8,8847.636,206123.4,133282.8,8847.636,206123.4,133282.8,4038388.0936879,735300.49441495,87948.0037563178,3080491.22685276,648451.925645012,83161.6187099308,2621704.04601783,599254.886766501,80073.3447504836,3444
0.003636,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3646,3646,3646,0.621851706920541,6.18759695815592,83.9904829681494,0.472875119458617,5.4469828373809,79.3575307080637,0.401853833111934,5.02890745544463,76.3741252303317,9366.574,218213.1,141100.2,9366.574,218213.1,141100.2,9366.574,218213.1,141100.2,4340823.37835687,786570.80012052,93807.021312678,3300895.29504427,692423.517177227,88632.584447405,2805132.62895569,639277.539844807,85300.4881033455,3646
0.003838,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,3848,3848,3848,0.665778070582012,6.59494087388168,89.2738862732053,0.50478185369079,5.79563126488654,84.2865619001496,0.428368656088604,5.3459182201429,81.0809821920543,9885.512,230302.8,148917.6,9885.512,230302.8,148917.6,9885.512,230302.8,148917.6,4647450.47961895,838352.587441735,99707.931855469,3523619.61394645,736743.901073983,94137.705000911,2990218.81939182,679576.12627857,90557.4674148167,3848
0.00404,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4050,4050,4050,0.710277921613894,7.00612697161725,94.593014602191,0.537004173169412,6.14688785420882,89.2446441251468,0.455108368776376,5.66498762268043,85.8131784896613,10404.45,242392.5,156735,10404.45,242392.5,156735,10404.45,242392.5,156735,4958080.79797759,890622.795097713,105648.742848439,3748546.8693372,781395.835965549,99675.2719789066,3176874.84794953,720136.40791054,95842.7476425031,4050
0.004242,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4252,4252,4252,0.755326687677615,7.42099048652946,99.9462527581432,0.569526881605361,6.50062991194909,94.2303954144616,0.482061632616829,5.98601456412928,90.5694740230608,10923.388,254482.2,164552.4,10923.388,254482.2,164552.4,10923.388,254482.2,164552.4,5272542.80671581,943360.47809033,111627.650315582,3975570.98382482,826363.724998186,105243.74189274,3365021.56604901,760945.532988221,101154.94374739,4252
0.004444,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4454,4454,4454,0.800901916760707,7.83938105713586,105.332131132247,0.602336170609294,6.85674589753524,99.2425608891702,0.509218170971501,6.30890732850664,95.3487441609999,11442.326,266571.9,172369.8,11442.326,266571.9,172369.8,11442.326,266571.9,172369.8,5590679.78001053,996546.522383498,117643.012884918,4204595.56822423,871633.389071731,110841.713197262,3554587.23782141,801991.842524373,106492.799654931,4454
0.004646,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4656,4656,4656,0.846983007750893,8.26116087172916,110.749306574595,0.635419436988465,7.2151339548371,104.279995867402,0.536568626970786,6.63358233131415,100.149964278483,11961.264,278661.6,180187.2,11961.264,278661.6,180187.2,11961.264,278661.6,180187.2,5912347.91221034,1050163.4092756,123693.330423484,4435532.64620102,917191.880177716,116467.907423856,3745506.54782596,843264.711210628,111855.170985244,4656
0.004848,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,4858,4858,4858,0.893550985387296,8.6862031235558,116.196546501132,0.668765130893337,7.57570069218686,109.341651851898,0.564104445662552,6.95996308172412,104.972196944101,12480.202,290751.3,188004.6,12480.202,290751.3,188004.6,12480.202,290751.3,188004.6,6237414.74688694,1104195.0190209,129777.226286753,4668301.59426198,963027.326314881,122121.153530264,3937719.77839073,884754.415490012,117241.010742945,4858
0.00505,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5060,5060,5060,0.940588310739999,9.11439071257245,121.672715577041,0.702362628546199,7.93836016020728,114.426564807205,0.591817775475853,7.287979314594,109.814581211867,12999.14,302841,195822,12999.14,302841,195822,12999.14,302841,195822,6565757.85389151,1158626.46579614,135893.432445617,4902828.25333966,1009128.80155013,127800.374807662,4131172.12178208,926452.023218145,122649.357357438,5060
0.005252,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5262,5262,5262,0.988078720416926,9.54561514611853,127.176764472431,0.736202124756092,8.30303298876732,119.533845275847,0.619701385195027,7.61756625886767,114.676323601711,13518.078,314930.7,203639.4,13518.078,314930.7,203639.4,13518.078,314930.7,203639.4,6897263.70694161,1213443.95795338,142040.776927868,5139044.1784951,1055486.21630782,133504.577841634,4325813.100644,968349.300662001,128079.32460925,5262
0.005454,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5464,5464,5464,1.03600708921022,9.97977560153933,132.707720300431,0.770274541507521,8.66964565314382,124.662669985437,0.647748593505507,7.9486640165369,119.556690447807,14037.016,327020.4,211456.8,14037.016,327020.4,211456.8,14037.016,327020.4,211456.8,7231826.72482685,1268634.67886013,148218.173138738,5376886.00082303,1102090.22408387,139232.843138358,4521596.07619404,1010438.63355314,133530.093084042,5464
0.005656,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5666,5666,5666,1.08435931202714,10.4167781217814,138.264678432933,0.804571449717995,9.0381298459932,129.812274675016,0.675953208817061,8.28121703199974,124.455001364433,14555.954,339110.1,219274.2,14555.954,339110.1,219274.2,14555.954,339110.1,219274.2,7569348.44723013,1324186.68464299,154424.610720089,5616294.88128207,1148932.14161039,144984.317112503,4718477.82816068,1052712.95963223,139000.902874794,5666
0.005858,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5868,5868,5868,1.13312220180906,10.8565349210191,143.846795453356,0.839085001868895,9.40842193665627,134.981947926356,0.704309477555286,8.61517363591687,129.370623632207,15074.892,351199.8,227091.6,15074.892,351199.8,227091.6,15074.892,351199.8,227091.6,7909736.82215279,1380088.8159185,160659.147679511,5857216.04042574,1196003.88012226,150758.205197561,4916418.19383307,1095165.71066385,144491.047311908,5868
0.00606,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6070,6070,6070,1.18228340079932,11.2989637819846,149.453283054667,0.873807873679152,9.78046250307063,140.171025829708,0.73281203948163,8.95048565091272,134.302967347867,15593.83,363289.5,234909,15593.83,363289.5,234909,15593.83,363289.5,234909,8252905.58652226,1436330.62118143,166920.903575175,6099598.35125682,1243297.88585353,156553.765888138,5115379.75617345,1137790.76231297,149999.867546122,6070
0.006262,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6272,6272,6272,1.23183130303009,11.7439875302377,155.083402728606,0.908733213349822,10.1541959244554,145.378887347112,0.761455888886532,9.28710804896676,139.251481211851,16112.768,375379.2,242726.4,16112.768,375379.2,242726.4,16112.768,375379.2,242726.4,8598773.72511266,1492902.28997357,173209.053584342,6343393.98493009,1290807.08825931,162370.305561352,5315327.57292651,1180582.39059232,155526.747843749,6272
0.006464,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6474,6474,6474,1.28175498629534,12.1915335733868,160.73646112128,0.943854597186633,10.5295700251807,150.604950262559,0.790236340721033,9.62499865227935,144.215648852009,16631.706,387468.9,250543.8,16631.706,387468.9,250543.8,16631.706,387468.9,250543.8,8947264.99568371,1549794.59430935,179522.82331614,6588558.10097642,1338524.85474422,168207.173953651,5516228.94020191,1223535.23383633,161071.111480717,6474
0.006666,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6676,6676,6676,1.33204415219063,12.6415334954598,166.411805953324,0.979165990626725,10.9065357619983,155.848667628727,0.819149000905335,9.96411787091819,149.194985600636,17150.644,399558.6,258361.2,17150.644,399558.6,258361.2,17150.644,399558.6,258361.2,9298307.51042949,1606998.83711197,185861.484254883,6835048.57525069,1386444.95090301,174063.760192265,5718053.18521366,1266644.25935058,166632.417142915,6676
0.006868,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,6878,6878,6878,1.38268907304903,13.0939226983521,172.108822420964,1.01466171386929,11.2850469482069,161.109524636262,0.848189740189518,10.3044284717522,154.18903565696,17669.582,411648.3,266178.6,17669.582,411648.3,266178.6,17669.582,411648.3,266178.6,9651833.36556594,1664506.80663411,192224.349740503,7082825.76001718,1434561.50545626,179939.489298573,5920771.48381545,1309904.73403852,172210.155757037,6878
0.00707,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7080,7080,7080,1.43368054480184,13.5486400836666,177.82693000882,1.0503364114482,11.6650600094367,166.387035844426,0.877354671050612,10.6458953741371,159.19736957902,18188.52,423738,273996,18188.52,423738,273996,18188.52,423738,273996,10007778.3122761,1722310.7360132,198610.771408843,7331852.27155191,1482868.97920563,185833.819095079,6124356.69923109,1353312.19842896,177803.847689322,7080
0.007272,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7282,7282,7282,1.48500984495332,14.0056277693708,183.565579656939,1.08618502519596,12.0465337666344,171.68074272229,0.90664012719756,10.9884854685851,164.219582058439,18707.458,435827.7,281813.4,18707.458,435827.7,281813.4,18707.458,435827.7,281813.4,10366081.4633531,1780403.26725278,205020.136027585,7582092.80141803,1531362.13744672,191746.23745923,6328783.23898932,1396862.44362523,183413.040260251,7282
0.007474,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7484,7484,7484,1.53666869498879,14.4648308366018,189.324251233946,1.12220277013825,12.429429242551,176.990211458036,0.936042645326224,11.3321674552702,169.255289939235,19226.396,447917.4,289630.8,19226.396,447917.4,289630.8,19226.396,447917.4,289630.8,10726685.0307912,1838777.41903614,211451.862674066,7833513.94819825,1580036.02536977,197676.259876675,6534026.92756501,1440551.49077584,189037.305531798,7484
0.007676,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7686,7686,7686,1.58864922664213,14.926197102683,195.102451275847,1.15838511293167,12.8137094886245,182.315031000674,0.965558948823938,11.676911699726,174.304130448058,19745.334,460007.1,297448.2,19745.334,460007.1,297448.2,19745.334,460007.1,297448.2,11089534.0903163,1897426.55787215,217905.400209802,8086084.06697978,1628885.9460528,203623.427254101,6740064.89262913,1484375.57273082,194676.238330828,7686
0.007878,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7888,7888,7888,1.64094395153603,15.389676917023,200.899710956325,1.19472775251715,13.1993394296301,187.654811304082,0.995185933170046,12.0226901035047,179.365759608355,20264.272,472096.8,305265.6,20264.272,472096.8,305265.6,20264.272,472096.8,305265.6,11454576.3694608,1956344.37214972,224380.225013559,8339773.13430592,1677907.44071357,209587.303958046,6946875.46313743,1528331.11759967,200329.454477911,7888
0.00808,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,8090,8090,8090,1.6935457337805,15.8552229770617,206.715584259484,1.23122660271102,13.5862857238691,193.00918174783,1.02492065281743,12.3694759879046,184.439850815129,20783.21,484186.5,313083,20783.21,484186.5,313083,20783.21,484186.5,313083,11821762.0562876,2015524.84874087,230875.838940534,8594552.62665349,1727096.27093659,215567.476051152,7154438.07775731,1572414.73397087,205996.589195505,8090
0.008282,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,8292,8292,8292,1.7464477651752,16.3227901618443,212.549646330321,1.26787777649663,13.974516636994,198.37778971302,1.05476030937195,12.7172439891544,189.526093550451,21302.148,496276.2,320900.4,21302.148,496276.2,320900.4,21302.148,496276.2,320900.4,12191043.6262907,2074962.25184447,237391.767480033,8850395.41078071,1776448.4026338,221563.549701556,7362733.20235449,1616623.19758756,211677.295673342,8292
0.008484,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,8494,8494,8494,1.7996435427112,16.7923353811461,218.401491981701,1.30467757181344,14.3640019278422,203.760299294542,1.08470224091317,13.0659699636762,194.62419222274,21821.086,508365.9,328717.8,21821.086,508365.9,328717.8,21821.086,508365.9,328717.8,12562375.6853464,2134651.10380697,243927.558087948,9107275.64452809,1825959.99153163,227575.149744634,7571742.25544681,1660953.43930456,217371.243772044,8494
0.008686,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,8696,8696,8696,1.85312684810958,17.2638174383615,224.270734339647,1.34162245866891,14.754712744878,209.15639013374,1.11474391232205,13.415630902242,199.733865115236,22340.024,520455.6,336535.2,22340.024,520455.6,336535.2,22340.024,520455.6,336535.2,12935714.8268835,2194586.16769272,250482.778673713,9365168.68685345,1875627.37000665,233601.91837924,7781447.54068651,1705402.53417587,223078.118848699,8696
0.008888,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,8898,8898,8898,1.9068917291699,17.7371969056087,230.15700361119,1.37870906742255,15.1466215320352,214.56575635771,1.14488290649955,13.7662048520033,204.854843431105,22858.962,532545.3,344352.6,22858.962,532545.3,344352.6,22858.962,532545.3,344352.6,13311019.501686,2254762.43140726,257057.016224141,9624051.01604893,1925447.03511624,239643.513983023,7991832.18556223,1749967.69154309,228797.620690363,8898
0.00909,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,9100,9100,9100,1.96093248273121,18.2124360097121,236.059945961181,1.41593417811164,15.5397019429135,219.988105613288,1.17511691637607,14.1176708455113,209.986870424318,23377.9,544635,352170,23377.9,544635,352170,23377.9,544635,352170,13688249.8989533,2315175.09320329,263649.875548965,9883900.1552293,1975415.63769123,245699.61003352,8202880.08562095,1794646.24601235,234529.462543351,9100
0.009292,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,9302,9302,9302,2.01524363907369,18.6894985278933,241.979222486211,1.45329471070511,15.9339287624209,225.423158185375,1.2054437376247,14.4700088359594,215.129700606863,23896.838,556724.7,359987.4,23896.838,556724.7,359987.4,23896.838,556724.7,359987.4,14067367.8374156,2375819.54842087,270260.978134835,10144694.6042993,2025529.97237493,251769.894123429,8414575.85360267,1839435.64922232,240273.370227801,9302
0.009494,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,9504,9504,9504,2.06981994761081,19.1683496921513,247.914508275328,1.4907877161867,16.3292778350668,230.870646190562,1.23586126200237,14.8231996379814,220.283099024087,24415.776,568814.4,367804.8,24415.776,568814.4,367804.8,24415.776,568814.4,367804.8,14448336.6654591,2436691.37733218,276889.961096246,10406413.7777101,2075786.96850783,257854.067059986,8626904.77295901,1884333.46231847,246029.081328315,9504
0.009696,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,9706,9706,9706,2.1246563637402,19.6489561014399,253.865491548506,1.5284103683809,16.7257259992151,236.330312838167,1.26636747125297,15.1772248734201,225.446840591001,24934.714,580904.1,375622.2,24934.714,580904.1,375622.2,24934.714,580904.1,375622.2,14831121.1693379,2497786.33397749,283536.476213323,10669037.9474002,2126183.68176974,263951.842039637,8839852.75529359,1929337.34905916,251796.34445269,9706
0.009898,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,9908,9908,9908,2.17974803673743,20.1312856408572,259.831872864967,1.56615995644587,17.1232510266875,241.801911751767,1.29696043151422,15.5320669215574,230.620709483246,25453.652,592993.8,383439.6,25453.652,592993.8,383439.6,25453.652,592993.8,383439.6,15215687.4886674,2559100.33589242,290200.18904761,10932548.1903924,2176717.28650215,270062.943890274,9053406.30131953,1974445.0694888,257574.918551709,9908
0.0101,1,5,10,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,10110,10110,10110,2.23509029859058,20.6153074071559,265.813364394365,1.60403387796638,17.5218315671825,247.285206345147,1.3276382881775,15.8877088733531,235.804498577217,25972.59,605083.5,391257,25972.59,605083.5,391257,25972.59,605083.5,391257,15602003.0384838,2620629.45463883,296880.778128073,11196926.3405794,2227385.06864274,276187.108374242,9267552.46497854,2019654.47412069,263364.572293823,10110
