"time","criticalDamping.x[1]","criticalDamping.x[2]","derivative.x","firstOrder.y","integrator.y","limIntegrator.y","limPID.D.x","limPID.I.y","lowpassButterworth.x1[1]","lowpassButterworth.x2[1]","pI.x","pID.D.x","pID.I.y","secondOrder.y","secondOrder.yd","stateSpace.x[1]","stateSpace.x[2]","transferFunction.x_scaled[1]"
0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-0.5,-0.5,0.5
0.00022,0.5,0.5,0.5,0.5,0.00011,0.00011,-0.032640152203736,0.00681169801074442,0.5,0,0.00011,0.0108800507345787,0.00022,0.5,0,-0.5,-0.5,0.5
0.00044,0.5,0.5,0.5,0.5,0.00022,0.00022,-0.0645707168846603,0.0134624225713123,0.5,0,0.00022,0.0215235722948868,0.00044,0.5,0,-0.5,-0.5,0.5
0.00066,0.5,0.5,0.5,0.5,0.00033,0.00033,-0.0958063021805979,0.019955493575794,0.5,0,0.00033,0.0319354340601993,0.00066,0.5,0,-0.5,-0.5,0.5
0.00088,0.5,0.5,0.5,0.5,0.00044,0.00044,-0.12636136949419,0.0262941975680419,0.5,0,0.00044,0.0421204564980632,0.00088,0.5,0,-0.5,-0.5,0.5
0.0011,0.5,0.5,0.5,0.5,0.00055,0.00055,-0.156251317832071,0.0324820341722211,0.5,0,0.00055,0.0520837726106905,0.0011,0.5,0,-0.5,-0.5,0.5
0.00132,0.5,0.5,0.5,0.5,0.00066,0.00066,-0.185490728905619,0.0385223172671734,0.5,0,0.00066,0.0618302429685397,0.00132,0.5,0,-0.5,-0.5,0.5
0.00154,0.5,0.5,0.5,0.5,0.00077,0.00077,-0.214093577689805,0.0444182228393393,0.5,0,0.00077,0.0713645258966017,0.00154,0.5,0,-0.5,-0.5,0.5
0.00176,0.5,0.5,0.5,0.5,0.00088,0.00088,-0.242073904764247,0.0501729417840448,0.5,0,0.00088,0.0806913015880825,0.00176,0.5,0,-0.5,-0.5,0.5
0.00198,0.5,0.5,0.5,0.5,0.00099,0.00099,-0.269445604509483,0.0557896317696409,0.5,0,0.00099,0.0898152015031611,0.00198,0.5,0,-0.5,-0.5,0.5
0.0022,0.5,0.5,0.5,0.5,0.0011,0.0011,-0.296221615512763,0.061271233240387,0.5,0,0.0011,0.0987405385042544,0.0022,0.5,0,-0.5,-0.5,0.5
0.00242,0.5,0.5,0.5,0.5,0.00121,0.00121,-0.322415224040915,0.0666207656579759,0.5,0,0.00121,0.107471741346972,0.00242,0.5,0,-0.5,-0.5,0.5
0.00264,0.5,0.5,0.5,0.5,0.00132,0.00132,-0.348038692487402,0.0718410157860786,0.5,0,0.00132,0.116012897495801,0.00264,0.5,0,-0.5,-0.5,0.5
0.00286,0.5,0.5,0.5,0.5,0.00143,0.00143,-0.373104788027107,0.0769348851111194,0.5,0,0.00143,0.124368262675702,0.00286,0.5,0,-0.5,-0.5,0.5
0.00308,0.5,0.5,0.5,0.5,0.00154,0.00154,-0.397625352743631,0.0819050648717276,0.5,0,0.00154,0.132541784247877,0.00308,0.5,0,-0.5,-0.5,0.5
0.0033,0.5,0.5,0.5,0.5,0.00165,0.00165,-0.421612433050551,0.0867542927451237,0.5,0,0.00165,0.140537477683517,0.0033,0.5,0,-0.5,-0.5,0.5
0.00352,0.5,0.5,0.5,0.5,0.00176,0.00176,-0.445077569315981,0.0914851913982748,0.5,0,0.00176,0.148359189771994,0.00352,0.5,0,-0.5,-0.5,0.5
0.00374,0.5,0.5,0.5,0.5,0.00187,0.00187,-0.468032182982968,0.0961003564697979,0.5,0,0.00187,0.156010727660989,0.00374,0.5,0,-0.5,-0.5,0.5
0.00396,0.5,0.5,0.5,0.5,0.00198,0.00198,-0.490487349842451,0.100602305041085,0.5,0,0.00198,0.163495783280817,0.00396,0.5,0,-0.5,-0.5,0.5
0.00418,0.5,0.5,0.5,0.5,0.00209,0.00209,-0.51245402633321,0.104993527068069,0.5,0,0.00209,0.170818008777737,0.00418,0.5,0,-0.5,-0.5,0.5
0.0044,0.5,0.5,0.5,0.5,0.0022,0.0022,-0.533942853977985,0.109276440934937,0.5,0,0.0022,0.177980951325995,0.0044,0.5,0,-0.5,-0.5,0.5
0.00462,0.5,0.5,0.5,0.5,0.00231,0.00231,-0.554964137023792,0.113453388372398,0.5,0,0.00231,0.184988045674597,0.00462,0.5,0,-0.5,-0.5,0.5
0.00484,0.5,0.5,0.5,0.5,0.00242,0.00242,-0.575528034175254,0.117526678033371,0.5,0,0.00242,0.191842678058418,0.00484,0.5,0,-0.5,-0.5,0.5
0.00506,0.5,0.5,0.5,0.5,0.00253,0.00253,-0.595644414065855,0.121498552645595,0.5,0,0.00253,0.198548138021952,0.00506,0.5,0,-0.5,-0.5,0.5
0.00528,0.5,0.5,0.5,0.5,0.00264,0.00264,-0.615323141152981,0.125371253987822,0.5,0,0.00264,0.20510771371766,0.00528,0.5,0,-0.5,-0.5,0.5
0.0055,0.5,0.5,0.5,0.5,0.00275,0.00275,-0.634573706942746,0.129146939077189,0.5,0,0.00275,0.211524568980915,0.0055,0.5,0,-0.5,-0.5,0.5
0.00572,0.5,0.5,0.5,0.5,0.00286,0.00286,-0.653405322102431,0.132827701103884,0.5,0,0.00286,0.217801774034144,0.00572,0.5,0,-0.5,-0.5,0.5
0.00594,0.5,0.5,0.5,0.5,0.00297,0.00297,-0.671827074823508,0.136415605422765,0.5,0,0.00297,0.223942358274503,0.00594,0.5,0,-0.5,-0.5,0.5
0.00616,0.5,0.5,0.5,0.5,0.00308,0.00308,-0.689848076241071,0.139912722603232,0.5,0,0.00308,0.229949358747024,0.00616,0.5,0,-0.5,-0.5,0.5
0.00638,0.5,0.5,0.5,0.5,0.00319,0.00319,-0.707476905293056,0.143321002260848,0.5,0,0.00319,0.235825635097685,0.00638,0.5,0,-0.5,-0.5,0.5
0.0066,0.5,0.5,0.5,0.5,0.0033,0.0033,-0.724722044453156,0.146642372087557,0.5,0,0.0033,0.241574014817719,0.0066,0.5,0,-0.5,-0.5,0.5
0.00682,0.5,0.5,0.5,0.5,0.00341,0.00341,-0.741591950150518,0.149878753856142,0.5,0,0.00341,0.247197316716839,0.00682,0.5,0,-0.5,-0.5,0.5
0.00704,0.5,0.5,0.5,0.5,0.00352,0.00352,-0.758094803776125,0.153032006830791,0.5,0,0.00352,0.252698267925375,0.00704,0.5,0,-0.5,-0.5,0.5
0.00726,0.5,0.5,0.5,0.5,0.00363,0.00363,-0.774238524246218,0.15610393062242,0.5,0,0.00363,0.258079508082073,0.00726,0.5,0,-0.5,-0.5,0.5
0.00748,0.5,0.5,0.5,0.5,0.00374,0.00374,-0.790030910242221,0.159096297515912,0.5,0,0.00374,0.263343636747407,0.00748,0.5,0,-0.5,-0.5,0.5
0.0077,0.5,0.5,0.5,0.5,0.00385,0.00385,-0.805479736507049,0.162010874355635,0.5,0,0.00385,0.26849324550235,0.0077,0.5,0,-0.5,-0.5,0.5
0.00792,0.5,0.5,0.5,0.5,0.00396,0.00396,-0.820592393355466,0.164849340616012,0.5,0,0.00396,0.273530797785155,0.00792,0.5,0,-0.5,-0.5,0.5
0.00814,0.5,0.5,0.5,0.5,0.00407,0.00407,-0.835376160710839,0.167613350682572,0.5,0,0.00407,0.278458720236946,0.00814,0.5,0,-0.5,-0.5,0.5
0.00836,0.5,0.5,0.5,0.5,0.00418,0.00418,-0.849838235374929,0.170304540049642,0.5,0,0.00418,0.283279411791643,0.00836,0.5,0,-0.5,-0.5,0.5
0.00858,0.5,0.5,0.5,0.5,0.00429,0.00429,-0.863985643202653,0.172924505360063,0.5,0,0.00429,0.287995214400884,0.00858,0.5,0,-0.5,-0.5,0.5
0.0088,0.5,0.5,0.5,0.5,0.0044,0.0044,-0.877825197012908,0.175474794839465,0.5,0,0.0044,0.292608399004303,0.0088,0.5,0,-0.5,-0.5,0.5
0.00902,0.5,0.5,0.5,0.5,0.00451,0.00451,-0.891363588906085,0.177956929277526,0.5,0,0.00451,0.297121196302028,0.00902,0.5,0,-0.5,-0.5,0.5
0.00924,0.5,0.5,0.5,0.5,0.00462,0.00462,-0.904607389695694,0.180372401898798,0.5,0,0.00462,0.301535796565231,0.00924,0.5,0,-0.5,-0.5,0.5
0.00946,0.5,0.5,0.5,0.5,0.00473,0.00473,-0.917563002507673,0.182722667817087,0.5,0,0.00473,0.305854334169224,0.00946,0.5,0,-0.5,-0.5,0.5
0.00968,0.5,0.5,0.5,0.5,0.00484,0.00484,-0.930236702452049,0.185009153051744,0.5,0,0.00484,0.31007890081735,0.00968,0.5,0,-0.5,-0.5,0.5
0.0099,0.5,0.5,0.5,0.5,0.00495,0.00495,-0.94263463167396,0.187233253402898,0.5,0,0.00495,0.31421154389132,0.0099,0.5,0,-0.5,-0.5,0.5
0.01012,0.5,0.5,0.5,0.5,0.00506,0.00506,-0.954762803211474,0.189396335328234,0.5,0,0.00506,0.318254267737158,0.01012,0.5,0,-0.5,-0.5,0.5
0.01034,0.5,0.5,0.5,0.5,0.00517,0.00517,-0.966627104853421,0.191499736819772,0.5,0,0.00517,0.32220903495114,0.01034,0.5,0,-0.5,-0.5,0.5
0.01056,0.5,0.5,0.5,0.5,0.00528,0.00528,-0.978233292131652,0.193544765811192,0.5,0,0.00528,0.326077764043884,0.01056,0.5,0,-0.5,-0.5,0.5
0.01078,0.5,0.5,0.5,0.5,0.00539,0.00539,-0.989586826645611,0.195532663433388,0.5,0,0.00539,0.329862275548537,0.01078,0.5,0,-0.5,-0.5,0.5
0.011,0.5,0.5,0.5,0.5,0.0055,0.0055,-1.00069328956613,0.197464697992693,0.5,0,0.0055,0.333564429855376,0.011,0.5,0,-0.5,-0.5,0.5
0.01122,0.5,0.5,0.5,0.5,0.00561,0.00561,-1.01155805060328,0.199342089736224,0.5,0,0.00561,0.337186016867759,0.01122,0.5,0,-0.5,-0.5,0.5
0.01144,0.5,0.5,0.5,0.5,0.00572,0.00572,-1.02218636262017,0.201166032355043,0.5,0,0.00572,0.340728787540058,0.01144,0.5,0,-0.5,-0.5,0.5
0.01166,0.5,0.5,0.5,0.5,0.00583,0.00583,-1.03258336458008,0.202937693653946,0.5,0,0.00583,0.344194454860026,0.01166,0.5,0,-0.5,-0.5,0.5
0.01188,0.5,0.5,0.5,0.5,0.00594,0.00594,-1.04275408449349,0.204658216221264,0.5,0,0.00594,0.347584694831162,0.01188,0.5,0,-0.5,-0.5,0.5
0.0121,0.5,0.5,0.5,0.5,0.00605,0.00605,-1.05270344301311,0.206328718245895,0.5,0,0.00605,0.350901147671035,0.0121,0.5,0,-0.5,-0.5,0.5
0.01232,0.5,0.5,0.5,0.5,0.00616,0.00616,-1.06243630145915,0.207950304432186,0.5,0,0.00616,0.354145433819717,0.01232,0.5,0,-0.5,-0.5,0.5
0.01254,0.5,0.5,0.5,0.5,0.00627,0.00627,-1.07195735598395,0.209524041946347,0.5,0,0.00627,0.357319118661316,0.01254,0.5,0,-0.5,-0.5,0.5
0.01276,0.5,0.5,0.5,0.5,0.00638,0.00638,-1.08127122973655,0.211050981363023,0.5,0,0.00638,0.360423743245517,0.01276,0.5,0,-0.5,-0.5,0.5
0.01298,0.5,0.5,0.5,0.5,0.00649,0.00649,-1.0903824512259,0.212532151747812,0.5,0,0.00649,0.363460817075299,0.01298,0.5,0,-0.5,-0.5,0.5
0.0132,0.5,0.5,0.5,0.5,0.0066,0.0066,-1.09929545738047,0.21396856135264,0.5,0,0.0066,0.366431819126822,0.0132,0.5,0,-0.5,-0.5,0.5
0.01342,0.5,0.5,0.5,0.5,0.00671,0.00671,-1.1080145966079,0.21536119831113,0.5,0,0.00671,0.369338198869299,0.01342,0.5,0,-0.5,-0.5,0.5
0.01364,0.5,0.5,0.5,0.5,0.00682,0.00682,-1.11654395714963,0.216710991628279,0.5,0,0.00682,0.372181319049877,0.01364,0.5,0,-0.5,-0.5,0.5
0.01386,0.5,0.5,0.5,0.5,0.00693,0.00693,-1.12488766174548,0.218018878149699,0.5,0,0.00693,0.374962553915158,0.01386,0.5,0,-0.5,-0.5,0.5
0.01408,0.5,0.5,0.5,0.5,0.00704,0.00704,-1.13304982091864,0.219285791944579,0.5,0,0.00704,0.377683273639545,0.01408,0.5,0,-0.5,-0.5,0.5
0.0143,0.5,0.5,0.5,0.5,0.00715,0.00715,-1.14103439673689,0.220512633342297,0.5,0,0.00715,0.380344798912295,0.0143,0.5,0,-0.5,-0.5,0.5
0.01452,0.5,0.5,0.5,0.5,0.00726,0.00726,-1.1488452685839,0.221700283880464,0.5,0,0.00726,0.3829484228613,0.01452,0.5,0,-0.5,-0.5,0.5
0.01474,0.5,0.5,0.5,0.5,0.00737,0.00737,-1.15648623560891,0.222849606861652,0.5,0,0.00737,0.385495411869636,0.01474,0.5,0,-0.5,-0.5,0.5
0.01496,0.5,0.5,0.5,0.5,0.00748,0.00748,-1.16396097116917,0.223961436999423,0.5,0,0.00748,0.387986990389723,0.01496,0.5,0,-0.5,-0.5,0.5
0.01518,0.5,0.5,0.5,0.5,0.00759,0.00759,-1.17127299637022,0.225036574404741,0.5,0,0.00759,0.390424332123407,0.01518,0.5,0,-0.5,-0.5,0.5
0.0154,0.5,0.5,0.5,0.5,0.0077,0.0077,-1.17842592559318,0.226075840387633,0.5,0,0.0077,0.392808641864393,0.0154,0.5,0,-0.5,-0.5,0.5
0.01562,0.5,0.5,0.5,0.5,0.00781,0.00781,-1.18542322289063,0.22708002209262,0.5,0,0.00781,0.395141074296875,0.01562,0.5,0,-0.5,-0.5,0.5
0.01584,0.5,0.5,0.5,0.5,0.00792,0.00792,-1.19226827839014,0.228049889863151,0.5,0,0.00792,0.397422759463379,0.01584,0.5,0,-0.5,-0.5,0.5
0.01606,0.5,0.5,0.5,0.5,0.00803,0.00803,-1.1989644103593,0.228986197710931,0.5,0,0.00803,0.3996548034531,0.01606,0.5,0,-0.5,-0.5,0.5
0.01628,0.5,0.5,0.5,0.5,0.00814,0.00814,-1.20551486727078,0.229889683785247,0.5,0,0.00814,0.40183828909026,0.01628,0.5,0,-0.5,-0.5,0.5
0.0165,0.5,0.5,0.5,0.5,0.00825,0.00825,-1.21192274971693,0.230761052626307,0.5,0,0.00825,0.403974249905644,0.0165,0.5,0,-0.5,-0.5,0.5
0.01672,0.5,0.5,0.5,0.5,0.00836,0.00836,-1.21819119659112,0.231601017479145,0.5,0,0.00836,0.406063732197039,0.01672,0.5,0,-0.5,-0.5,0.5
0.01694,0.5,0.5,0.5,0.5,0.00847,0.00847,-1.22432324454438,0.232410268351977,0.5,0,0.00847,0.408107748181459,0.01694,0.5,0,-0.5,-0.5,0.5
0.01716,0.5,0.5,0.5,0.5,0.00858,0.00858,-1.23032186390882,0.233189480180607,0.5,0,0.00858,0.410107287969608,0.01716,0.5,0,-0.5,-0.5,0.5
0.01738,0.5,0.5,0.5,0.5,0.00869,0.00869,-1.23618996264295,0.233939313725082,0.5,0,0.00869,0.412063320880985,0.01738,0.5,0,-0.5,-0.5,0.5
0.0176,0.5,0.5,0.5,0.5,0.0088,0.0088,-1.241930388213,0.234660415997277,0.5,0,0.0088,0.413976796071001,0.0176,0.5,0,-0.5,-0.5,0.5
0.01782,0.5,0.5,0.5,0.5,0.00891,0.00891,-1.24754588533793,0.235353410657483,0.5,0,0.00891,0.415848628445975,0.01782,0.5,0,-0.5,-0.5,0.5
0.01804,0.5,0.5,0.5,0.5,0.00902,0.00902,-1.25303916309071,0.236018913264701,0.5,0,0.00902,0.417679721030237,0.01804,0.5,0,-0.5,-0.5,0.5
0.01826,0.5,0.5,0.5,0.5,0.00913,0.00913,-1.25841290320189,0.236657533163805,0.5,0,0.00913,0.419470967733962,0.01826,0.5,0,-0.5,-0.5,0.5
0.01848,0.5,0.5,0.5,0.5,0.00924,0.00924,-1.26366971188065,0.237269862535798,0.5,0,0.00924,0.421223237293549,0.01848,0.5,0,-0.5,-0.5,0.5
0.0187,0.5,0.5,0.5,0.5,0.00935,0.00935,-1.26881214147288,0.23785648132009,0.5,0,0.00935,0.422937380490959,0.0187,0.5,0,-0.5,-0.5,0.5
0.01892,0.5,0.5,0.5,0.5,0.00946,0.00946,-1.27384269216113,0.238417957600857,0.5,0,0.00946,0.424614230720377,0.01892,0.5,0,-0.5,-0.5,0.5
0.01914,0.5,0.5,0.5,0.5,0.00957,0.00957,-1.27876378996456,0.238954842607022,0.5,0,0.00957,0.426254596654852,0.01914,0.5,0,-0.5,-0.5,0.5
0.01936,0.5,0.5,0.5,0.5,0.00968,0.00968,-1.28357775336914,0.239467663128219,0.5,0,0.00968,0.427859251123048,0.01936,0.5,0,-0.5,-0.5,0.5
0.01958,0.5,0.5,0.5,0.5,0.00979,0.00979,-1.28828696292617,0.239956960059905,0.5,0,0.00979,0.429428987642058,0.01958,0.5,0,-0.5,-0.5,0.5
0.0198,0.5,0.5,0.5,0.5,0.0099,0.0099,-1.29289370321823,0.240423252486533,0.5,0,0.0099,0.430964567739411,0.0198,0.5,0,-0.5,-0.5,0.5
0.02002,0.5,0.5,0.5,0.5,0.01001,0.01001,-1.29740021137911,0.240867048708808,0.5,0,0.01001,0.432466737126371,0.02002,0.5,0,-0.5,-0.5,0.5
0.02024,0.5,0.5,0.5,0.5,0.01012,0.01012,-1.30180867854088,0.241288846572568,0.5,0,0.01012,0.433936226180294,0.02024,0.5,0,-0.5,-0.5,0.5
0.02046,0.5,0.5,0.5,0.5,0.01023,0.01023,-1.30612125128095,0.241689133797658,0.5,0,0.01023,0.435373750426982,0.02046,0.5,0,-0.5,-0.5,0.5
0.02068,0.5,0.5,0.5,0.5,0.01034,0.01034,-1.31033993928792,0.242068366992896,0.5,0,0.01034,0.436779979762641,0.02068,0.5,0,-0.5,-0.5,0.5
0.0209,0.5,0.5,0.5,0.5,0.01045,0.01045,-1.31446682423962,0.242427019128355,0.5,0,0.01045,0.438155608079872,0.0209,0.5,0,-0.5,-0.5,0.5
0.02112,0.5,0.5,0.5,0.5,0.01056,0.01056,-1.31850391295696,0.242765546161248,0.5,0,0.01056,0.439501304318986,0.02112,0.5,0,-0.5,-0.5,0.5
0.02134,0.5,0.5,0.5,0.5,0.01067,0.01067,-1.32245316355264,0.2430843929788,0.5,0,0.01067,0.440817721184214,0.02134,0.5,0,-0.5,-0.5,0.5
0.02156,0.5,0.5,0.5,0.5,0.01078,0.01078,-1.32631649311873,0.243383995145432,0.5,0,0.01078,0.442105497706243,0.02156,0.5,0,-0.5,-0.5,0.5
0.02178,0.5,0.5,0.5,0.5,0.01089,0.01089,-1.33009577893667,0.24366477917777,0.5,0,0.01089,0.443365259645557,0.02178,0.5,0,-0.5,-0.5,0.5
0.022,0.5,0.5,0.5,0.5,0.011,0.011,-1.33379282450076,0.243927154822696,0.5,0,0.011,0.444597608166921,0.022,0.5,0,-0.5,-0.5,0.5
0.02222,0.5,0.5,0.5,0.5,0.01111,0.01111,-1.3374094053844,0.244171525481502,0.5,0,0.01111,0.445803135128132,0.02222,0.5,0,-0.5,-0.5,0.5
0.02244,0.5,0.5,0.5,0.5,0.01122,0.01122,-1.34094729280864,0.244398293566382,0.5,0,0.01122,0.446982430936213,0.02244,0.5,0,-0.5,-0.5,0.5
0.02266,0.5,0.5,0.5,0.5,0.01133,0.01133,-1.34440820100409,0.244607848537218,0.5,0,0.01133,0.448136067001364,0.02266,0.5,0,-0.5,-0.5,0.5
0.02288,0.5,0.5,0.5,0.5,0.01144,0.01144,-1.34779380798888,0.24480057162385,0.5,0,0.01144,0.44926460266296,0.02288,0.5,0,-0.5,-0.5,0.5
0.0231,0.5,0.5,0.5,0.5,0.01155,0.01155,-1.35110575661804,0.24497683606458,0.5,0,0.01155,0.450368585539347,0.0231,0.5,0,-0.5,-0.5,0.5
0.02332,0.5,0.5,0.5,0.5,0.01166,0.01166,-1.3543456473232,0.245137005456086,0.5,0,0.01166,0.451448549107733,0.02332,0.5,0,-0.5,-0.5,0.5
0.02354,0.5,0.5,0.5,0.5,0.01177,0.01177,-1.35751501622827,0.245281428779731,0.5,0,0.01177,0.452505005409423,0.02354,0.5,0,-0.5,-0.5,0.5
0.02376,0.5,0.5,0.5,0.5,0.01188,0.01188,-1.36061542000754,0.24541045968748,0.5,0,0.01188,0.453538473335847,0.02376,0.5,0,-0.5,-0.5,0.5
0.02398,0.5,0.5,0.5,0.5,0.01199,0.01199,-1.36364836079188,0.245524439435133,0.5,0,0.01199,0.454549453597292,0.02398,0.5,0,-0.5,-0.5,0.5
0.0242,0.5,0.5,0.5,0.5,0.0121,0.0121,-1.36661530911823,0.245623702098127,0.5,0,0.0121,0.455538436372744,0.0242,0.5,0,-0.5,-0.5,0.5
