"time","opAmp.q_fp1","opAmp.q_fr1","opAmp.q_fr2","opAmp.q_fr3","opAmp.v_in","opAmp.v_source","opAmp.x"
2.82e-05,-4.38687478976751,-0.0239508016980789,-0.023950109490966,-0.0239501555983357,-0.0239484948667728,-4.20664281329941,-4.20664281329941
2.88e-05,-4.47683359623252,-0.023933623232903,-0.0239329491900169,-0.0239329940571495,-0.023931377331682,-4.29672746963451,-4.29672746963451
2.94e-05,-4.56672708274508,-0.0239169186995021,-0.0239162610892039,-0.0239163048958912,-0.0239147271106185,-4.3867486335675,-4.3867486335675
3e-05,-4.65655664412845,-0.0239004445228411,-0.0238997880639167,-0.0238998318541752,-0.0238982559779052,-4.47670591670837,-4.47670591670837
3.06e-05,-4.74632229033738,-0.0238837728985326,-0.0238831007232231,-0.0238831456094829,-0.0238815313317577,-4.56659935640607,-4.56659935640607
3.12e-05,-4.83602252313554,-0.0238665584773768,-0.0238658606605982,-0.0238659072738605,-0.0238642312089734,-4.65642864543236,-4.65642864543236
3.18e-05,-4.92565496880964,-0.0238486728163536,-0.0238479486430377,-0.0238479970027052,-0.0238462578343436,-4.74619279432436,-4.74619279432436
3.24e-05,-5.01521720344366,-0.0238301893936167,-0.0238294444835916,-0.0238294942016669,-0.0238277056057165,-4.83589023439083,-4.83589023439083
3.3e-05,-5.10470729236632,-0.0238112799263988,-0.02381052148995,-0.0238105720887127,-0.0238087513274033,-4.92551915307864,-4.92551915307863
3.36e-05,-5.19412397474818,-0.0237921013673322,-0.0237913340531059,-0.0237913852348631,-0.0237895432918278,-5.01507783006188,-5.01507783006188
3.42e-05,-5.28346643039759,-0.023772721611192,-0.0237719460553265,-0.023771997789785,-0.0237701360203541,-5.10456483234014,-5.10456483234014
3.48e-05,-5.37273390696599,-0.0237531119484496,-0.0237523258743413,-0.0237523783189127,-0.0237504911796638,-5.19397900859948,-5.19397900859948
3.54e-05,-5.46192540093871,-0.0237331970802929,-0.0237323976836746,-0.0237324510240025,-0.023730531803389,-5.28331932317301,-5.28331932317301
3.6e-05,-5.55103960677931,-0.0237129203808882,-0.0237121060092947,-0.0237121603511887,-0.0237102051450019,-5.37258466603519,-5.37258466603518
3.66e-05,-5.64007508470239,-0.023692258379947,-0.0236914288884798,-0.0236914842374157,-0.0236894927570885,-5.46177382371166,-5.46177382371166
3.72e-05,-5.72903040383286,-0.0236712217842446,-0.0236703779416798,-0.0236704342443635,-0.0236684083637877,-5.55088548682666,-5.55088548682666
3.78e-05,-5.81790421019022,-0.0236498362311388,-0.023648978988772,-0.0236490361820766,-0.0236469781801542,-5.63991831002339,-5.63991831002338
3.84e-05,-5.90669524013903,-0.0236281237059659,-0.0236272536743025,-0.0236273117191192,-0.0236252230385095,-5.72887096601238,-5.72887096601238
3.9e-05,-5.9954022904065,-0.0236060933109515,-0.0236052105785621,-0.0236052694705653,-0.0236031503014988,-5.81774216975402,-5.81774216975402
3.96e-05,-6.08402416767401,-0.0235837415684995,-0.0235828458448749,-0.0235829056041654,-0.0235807552390683,-5.90653067393058,-5.90653067393057
4.02e-05,-6.17255964978474,-0.0235610588244993,-0.023560149734267,-0.0235602103856651,-0.0235580279265642,-5.99523524785404,-5.99523524785404
4.08e-05,-6.26100747561362,-0.0235380363548991,-0.0235371136851352,-0.023537175242118,-0.0235349601881636,-6.08385465645469,-6.08385465645469
4.14e-05,-6.34936635919761,-0.0235146715870488,-0.0235137353596986,-0.0235137978201767,-0.0235115502328966,-6.17238764642335,-6.17238764642335
4.2e-05,-6.43763501666313,-0.0234909677979909,-0.0234900181715439,-0.0234900815247602,-0.0234878017872218,-6.26083294905317,-6.26083294905317
4.26e-05,-6.52581218436673,-0.0234669297900642,-0.0234659669119368,-0.0234660311482204,-0.0234637196119942,-6.34918929392452,-6.34918929392452
4.32e-05,-6.61389661590948,-0.0234425603223464,-0.02344158425743,-0.0234416493726967,-0.0234393061900983,-6.43745541889225,-6.43745541889225
4.38e-05,-6.70188706905465,-0.0234178611548593,-0.0234168718829306,-0.0234169378787652,-0.023414562997914,-6.52563006616689,-6.52563006616689
4.44e-05,-6.78978229858474,-0.023392831860209,-0.0233918293388729,-0.0233918962182406,-0.0233894895354297,-6.61371198520591,-6.6137119852059
4.5e-05,-6.87758106287935,-0.023367468171561,-0.0233664523825525,-0.0233665201464682,-0.0233640816207319,-6.70169993791515,-6.70169993791515
4.56e-05,-6.96528211147101,-0.0233417698382562,-0.0233407407906737,-0.0233408094383137,-0.0233383390945588,-6.78959267534347,-6.78959267534347
4.62e-05,-7.05288418980573,-0.0233157382817567,-0.0233146960213959,-0.0233147655496258,-0.0233122634989108,-6.87738894472098,-6.87738894472098
4.68e-05,-7.14038605002352,-0.0232893743312731,-0.0232883189152133,-0.0232883893202034,-0.0232858556998604,-6.96508749677026,-6.96508749677026
4.74e-05,-7.22778644103595,-0.0232626800265752,-0.0232616115342254,-0.0232616828108274,-0.0232591178093731,-7.05268707977622,-7.05268707977622
4.8e-05,-7.31508412691869,-0.023235656346778,-0.0232345748078315,-0.0232346469541864,-0.02323205064118,-7.14018644752717,-7.14018644752717
4.86e-05,-7.40227786819357,-0.0232083051119674,-0.0232072105252769,-0.0232072835416553,-0.0232046559115983,-7.2275843524219,-7.2275843524219
4.92e-05,-7.48936643373552,-0.0231806253499456,-0.0231795176837091,-0.0231795915722721,-0.0231769325482651,-7.31487955684532,-7.31487955684532
4.98e-05,-7.57634859137402,-0.0231526169595513,-0.0231514961536584,-0.0231515709183731,-0.0231488803567238,-7.40207082193302,-7.40207082193302
5.04e-05,-7.66322310436904,-0.0231242785348152,-0.0231231445615603,-0.0231232202041314,-0.0231204980403637,-7.48915691363258,-7.48915691363258
5.1e-05,-7.749988736923,-0.0230956096135322,-0.023094462466379,-0.0230945389870583,-0.0230917852080887,-7.57613659663624,-7.57613659663624
5.16e-05,-7.83664424773807,-0.0230666102794213,-0.0230654500103975,-0.0230655274055875,-0.0230627421381043,-7.66300863509842,-7.66300863509842
5.22e-05,-7.92318840604827,-0.0230372821675781,-0.0230361088028908,-0.023036187070831,-0.0230333703779168,-7.7497717928714,-7.7497717928714
5.28e-05,-8.0096199772188,-0.0230076261405297,-0.0230064397125399,-0.0230065188511348,-0.0230036708095796,-7.83642483404954,-7.83642483404953
5.34e-05,-8.09593772583384,-0.0229776428986705,-0.0229764434541011,-0.022976523460367,-0.0229736441804476,-7.92296652305333,-7.92296652305333
5.4e-05,-8.18214042426414,-0.0229473333826797,-0.0229461209753768,-0.0229462018458426,-0.0229432914551068,-8.00939562783947,-8.00939562783947
5.46e-05,-8.26822686636854,-0.0229166988156437,-0.0229154735017603,-0.0229155552325247,-0.0229126138679782,-8.09571092747348,-8.09571092747348
5.52e-05,-8.35419581253891,-0.022885739980809,-0.0228845018263055,-0.0228845844129482,-0.0228816122332233,-8.18191118371922,-8.18191118371922
5.58e-05,-8.44004604024086,-0.0228544575130177,-0.0228532065726114,-0.0228532900114842,-0.0228502871479108,-8.2679951689872,-8.2679951689872
5.64e-05,-8.52577635553093,-0.022822850309764,-0.0228215865228911,-0.022821670818255,-0.0228186371223089,-8.35396168078466,-8.35396168078466
5.7e-05,-8.61138552481592,-0.022790919677886,-0.0227896430129807,-0.0227897281671081,-0.0227866635606479,-8.43980948181485,-8.43980948181484
5.76e-05,-8.69687232916105,-0.0227586659715927,-0.0227573763839379,-0.0227574623999831,-0.0227543667732304,-8.52553734858026,-8.52553734858025
5.82e-05,-8.78223556686609,-0.0227260876750653,-0.0227247851928137,-0.0227248720686324,-0.0227217454929549,-8.61114408510324,-8.61114408510324
5.88e-05,-8.86747401474703,-0.0226931856035741,-0.0226918702205181,-0.0226919579563717,-0.0226888004190377,-8.69662846110118,-8.69662846110117
5.94e-05,-8.95258645671745,-0.0226599598241858,-0.0226586315350017,-0.0226587201310294,-0.0226555316223273,-8.78198925758989,-8.78198925758989
6e-05,-9.03757169296482,-0.0226264118590095,-0.0226250707138443,-0.0226251601667765,-0.0226219408060042,-8.86722527644677,-8.86722527644677
6.06e-05,-9.12242850461813,-0.0225925415261437,-0.0225911875666881,-0.0225912778736955,-0.0225880277616128,-8.95233529511808,-8.95233529511807
6.12e-05,-9.2071556788541,-0.0225583491844104,-0.0225569824641844,-0.0225570736216564,-0.0225537928873058,-9.03731809880266,-9.03731809880266
6.18e-05,-9.29175202924319,-0.0225238367237006,-0.0225224572655105,-0.0225225492719906,-0.0225192379692044,-9.12217249270982,-9.12217249270982
6.24e-05,-9.37621634212195,-0.0224890044540998,-0.0224876122939354,-0.0224877051470926,-0.0224843633612799,-9.20689726140144,-9.20689726140144
6.3e-05,-9.46054740928842,-0.0224538530025072,-0.0224524481807387,-0.0224525418779747,-0.0224491697047065,-9.29149119358002,-9.29149119358002
6.36e-05,-9.5447440462238,-0.0224183833015817,-0.0224169658483139,-0.0224170603876284,-0.0224136578990616,-9.37595309640424,-9.37595309640424
6.42e-05,-9.62880505631688,-0.0223825961621602,-0.0223811661039548,-0.0223812614835609,-0.022377828743678,-9.46028176759316,-9.46028176759316
6.48e-05,-9.71272924399724,-0.0223464924055643,-0.0223450497648618,-0.0223451459832185,-0.0223416830465164,-9.54447600567827,-9.54447600567827
6.54e-05,-9.79651541796047,-0.0223100712151561,-0.0223086159825257,-0.0223087130403308,-0.0223052198831966,-9.62853461845137,-9.62853461845137
6.6e-05,-9.88016238935745,-0.0222733323050394,-0.0222718644454539,-0.022271962345163,-0.0222684388818192,-9.71245641383576,-9.71245641383576
6.66e-05,-9.96366897173202,-0.0222362757180094,-0.0222347951741129,-0.0222348939196797,-0.0222313400106284,-9.79624020054825,-9.79624020054825
6.72e-05,-10.0470339739741,-0.0221989022513799,-0.0221974090253608,-0.0221975086165763,-0.0221939242679599,-9.87988478670183,-9.87988478670183
6.78e-05,-10.1302562071981,-0.022161212525263,-0.0221597066747191,-0.0221598071074961,-0.022156192461065,-9.96338898286047,-9.96338898286047
6.84e-05,-10.2133344879055,-0.0221232063997656,-0.0221216879912539,-0.0221217892608429,-0.0221181444807675,-10.0467516039495,-10.0467516039495
6.9e-05,-10.2962676345146,-0.0220848850992341,-0.0220833541922109,-0.0220834562945124,-0.0220797815254092,-10.1299714633008,-10.1299714633008
6.96e-05,-10.379054467727,-0.0220462502432196,-0.0220447068788195,-0.0220448098112385,-0.0220411051497364,-10.2130473752168,-10.2130473752168
7.02e-05,-10.461693807395,-0.0220073026151533,-0.0220057468664317,-0.022005850624224,-0.022002116243856,-10.2959781577788,-10.2959781577788
7.08e-05,-10.5441844809311,-0.0219680429934043,-0.0219664749114798,-0.0219665794913891,-0.0219628155126829,-10.3787626319489,-10.3787626319489
7.14e-05,-10.6265253218736,-0.0219284717891793,-0.0219268913725532,-0.0219269967747767,-0.0219232031927628,-10.4613996223152,-10.4613996223152
7.2e-05,-10.7087151591911,-0.0218885903490434,-0.021886997587252,-0.0218871038127194,-0.0218832805989994,-10.5438879519004,-10.5438879519004
7.26e-05,-10.7907528266451,-0.0218483990058265,-0.0218467938812101,-0.0218469009312499,-0.0218430480413042,-10.6262264491775,-10.6262264491775
7.32e-05,-10.8726371596314,-0.0218078969256773,-0.0218062794525114,-0.0218063873259934,-0.0218025047966205,-10.7084139481786,-10.7084139481786
7.38e-05,-10.9543669975583,-0.0217670847703199,-0.0217654549328063,-0.0217655636305846,-0.0217616514267008,-10.7904492806317,-10.7904492806317
7.44e-05,-11.0359411798448,-0.0217259626440811,-0.0217243204293949,-0.0217244299520516,-0.021720488046757,-10.8723312820063,-10.8723312820063
7.5e-05,-11.117358541703,-0.0216845310694126,-0.0216828765037395,-0.0216829868494909,-0.0216790153061586,-10.9540587885908,-10.9540587885908
7.56e-05,-11.1986179255104,-0.0216427900358141,-0.0216411231603315,-0.0216412343263595,-0.0216372332448357,-11.0356306404014,-11.0356306404014
7.62e-05,-11.2797181730471,-0.0216007400495295,-0.0215990609284924,-0.0215991729105529,-0.0215951424444631,-11.1170456781418,-11.1170456781418
7.68e-05,-11.3606581324517,-0.0215583830721996,-0.0215566917305502,-0.0215568045270131,-0.0215527447357654,-11.1983027409771,-11.1983027409771
7.74e-05,-11.4414366479947,-0.0215157195343304,-0.0215140160345801,-0.021514129641486,-0.0215100406721535,-11.2794006740379,-11.2794006740379
7.8e-05,-11.5220525687179,-0.0214727505172404,-0.0214710349297757,-0.0214711493427344,-0.0214670313599557,-11.360338323097,-11.360338323097
7.86e-05,-11.6025047592854,-0.0214294768331804,-0.021427749178003,-0.0214278643955346,-0.0214237174494003,-11.4411145383294,-11.4411145383294
7.92e-05,-11.6827920725051,-0.0213858998291466,-0.0213841601335879,-0.0213842761538467,-0.0213801003103035,-11.5217281691361,-11.5217281691361
7.98e-05,-11.762913368769,-0.0213420207186937,-0.0213402689941359,-0.0213403858162598,-0.0213361811041133,-11.6021780681097,-11.6021780681097
8.04e-05,-11.8428675131099,-0.0212978382078727,-0.0212960744649629,-0.0212961920883372,-0.0212919585317783,-11.6824630979921,-11.6824630979921
8.1e-05,-11.922653371758,-0.0212533534837304,-0.0212515777103312,-0.0212516961357589,-0.0212474337057388,-11.7625821161014,-11.7625821161014
8.16e-05,-12.0022698144904,-0.0212085668098477,-0.0212067789744191,-0.0212068982039901,-0.021202606824978,-11.84253398496,-11.84253398496
8.22e-05,-12.0817157022444,-0.0211634783262631,-0.0211616784549812,-0.0211617984869113,-0.0211574782222903,-11.9223175695102,-11.9223175695102
8.28e-05,-12.1609899088778,-0.0211180880637018,-0.0211162761708416,-0.0211163970041321,-0.0211120478888253,-12.001931737598,-12.001931737598
8.34e-05,-12.2400913073306,-0.0210723959345263,-0.0210705720461618,-0.0210706936790139,-0.0210663157764546,-12.0813753596652,-12.0813753596652
8.4e-05,-12.319018769197,-0.0210264039751902,-0.0210245681296442,-0.0210246905594546,-0.0210202839623061,-12.1606473026567,-12.1606473026567
8.46e-05,-12.3977711701776,-0.0209801126224393,-0.0209782648774022,-0.0209783881002701,-0.0209739529477679,-12.2397464402525,-12.2397464402525
8.52e-05,-12.4763473874737,-0.0209335225553718,-0.020931662991106,-0.0209317870016235,-0.0209273234872168,-12.3186716478077,-12.3186716478077
8.58e-05,-12.5547463084771,-0.020886635122122,-0.0208847637811025,-0.02088488857648,-0.0208803968015071,-12.3974218021931,-12.3974218021931
8.64e-05,-12.6329668183869,-0.020839451584316,-0.0208375685031731,-0.0208376940810684,-0.0208331741320236,-12.4759957824054,-12.4759957824054
8.7e-05,-12.7110078037314,-0.0207919732821925,-0.0207900784979819,-0.0207902048560793,-0.0207856568196959,-12.554392469523,-12.554392469523
8.76e-05,-12.7888681594976,-0.0207442002329306,-0.0207422937671879,-0.0207424209041141,-0.0207378448311955,-12.6326107517088,-12.6326107517088
8.82e-05,-12.8665467825039,-0.0206961328730558,-0.0206942147289699,-0.0206943426445265,-0.0206897385425276,-12.7106495182705,-12.7106495182705
8.88e-05,-12.9440425709027,-0.0206477722247493,-0.020645842384713,-0.0206459710801038,-0.0206413389063486,-12.7885076591094,-12.7885076591094
8.94e-05,-13.0213544263868,-0.0205991175557426,-0.0205971760121399,-0.020597305487859,-0.0205926452242663,-12.8661840760632,-12.8661840760632
9e-05,-13.0984812459554,-0.0205501685251144,-0.0205482152780571,-0.0205483455340563,-0.0205436571814694,-12.9436776650645,-12.9436776650645
9.06e-05,-13.1754219270609,-0.0205009258271144,-0.0204989608575426,-0.0204990918950333,-0.0204943754085517,-13.0209873157922,-13.0209873157922
9.12e-05,-13.2521753797121,-0.0204513911264173,-0.0204494144744582,-0.0204495462906469,-0.0204448017682518,-13.0981119342794,-13.0981119342794
9.18e-05,-13.3287405159396,-0.0204015663368633,-0.020399578112961,-0.0203997107003018,-0.0203949384096494,-13.1750504286954,-13.1750504286954
9.24e-05,-13.4051162329181,-0.0203514515417773,-0.0203494518449238,-0.0203495851966118,-0.0203447853781939,-13.2518016915149,-13.2518016915149
9.3e-05,-13.4813014513083,-0.020301047785575,-0.0202990366807295,-0.0202991707924236,-0.0202943436022853,-13.3283646362773,-13.3283646362773
9.36e-05,-13.557295104041,-0.0202503562475913,-0.0202483337250343,-0.0202484685977352,-0.0202436140075458,-13.404738186815,-13.404738186815
9.42e-05,-13.6330960916819,-0.020199377751281,-0.0201973438338269,-0.0201974794662866,-0.0201925975269246,-13.48092123981,-13.48092123981
9.48e-05,-13.708703340375,-0.0201481128659856,-0.0201460675704677,-0.0201462039617374,-0.0201412947111462,-13.5569127152344,-13.5569127152344
9.54e-05,-13.784115795953,-0.0200965615700768,-0.020094504911832,-0.0200946420606739,-0.0200897055387274,-13.6327115523407,-13.6327115523407
9.6e-05,-13.8593323674743,-0.0200447249457376,-0.0200426569302303,-0.0200427948362155,-0.0200378310569527,-13.7083166543694,-13.7083166543694
9.66e-05,-13.9343519854507,-0.0199926035509527,-0.0199905241862936,-0.019990662848805,-0.0199856718327855,-13.7837269466629,-13.7837269466629
9.72e-05,-14.0091736028111,-0.0199401976043408,-0.0199381069276518,-0.0199382463442196,-0.0199332281804508,-13.8589413795615,-13.8589413795615
9.78e-05,-14.0837961377513,-0.0198875078503346,-0.0198854058868994,-0.0198855460557796,-0.0198805008057669,-13.933958864674,-13.933958864674
9.84e-05,-14.1582185247426,-0.0198345350328322,-0.0198324218143348,-0.0198325627333495,-0.0198274904740572,-14.0087783310601,-14.0087783310601
9.9e-05,-14.2324397238873,-0.0197812810186861,-0.0197791566078035,-0.019779298272738,-0.0197741991551069,-14.0833987320707,-14.0833987320707
9.96e-05,-14.3064586702608,-0.0197277465782606,-0.0197256110446497,-0.0197257534508176,-0.0197206276426267,-14.1578189973381,-14.1578189973381
0.0001002,-14.380274310916,-0.0196739328058657,-0.0196717862278524,-0.0196719293700143,-0.0196667770594968,-14.2320380680221,-14.2320380680221
0.0001008,-14.4538856017915,-0.0196198385905652,-0.0196176809370166,-0.0196178248174519,-0.019612645926998,-14.3060548959848,-14.3060548959848
0.0001014,-14.5272914955175,-0.0195654650919403,-0.0195632963370023,-0.019563440957684,-0.0195582354217104,-14.3798684278292,-14.3798684278292
0.000102,-14.6004909498082,-0.0195108126494255,-0.0195086327283278,-0.019508778093939,-0.0195035457518231,-14.4534776159218,-14.4534776159218
0.0001026,-14.6734829200264,-0.0194558828201209,-0.0194536918162046,-0.0194538379208378,-0.0194485789775875,-14.5268814111662,-14.5268814111662
0.0001032,-14.7462663695828,-0.0194006758917016,-0.0193984738531719,-0.0193986206933302,-0.0193933352686588,-14.6000787717937,-14.6000787717937
0.0001038,-14.8188402629227,-0.0193451925598038,-0.01934297956621,-0.0193431271360697,-0.0193378154282841,-14.6730686574343,-14.6730686574343
0.0001044,-14.891203567237,-0.0192894341056477,-0.0192872102533418,-0.0192873585464297,-0.0192820207874305,-14.7458500294102,-14.7458500294102
0.000105,-14.9633552546366,-0.0192334020694528,-0.0192311673754137,-0.0192313163912496,-0.0192259526125434,-14.8184218514623,-14.8184218514623
0.0001056,-15.0000005697284,-0.0199209072244497,-0.0200618088878429,-0.0200511242830198,-0.0204075588874653,-14.8867835146615,-14.8867835146615
0.0001062,-15.0000005697177,-0.0277966965054851,-0.0282494969540374,-0.0282184982512354,-0.0293167013003361,-14.9313309846484,-14.9313309846484
0.0001068,-15.0000005697085,-0.041819449784557,-0.0424615785548858,-0.0424182811921472,-0.043966301613351,-14.9583504227761,-14.9583504227761
0.0001074,-15.0000005697048,-0.0595464058153514,-0.060302253314109,-0.0602515707756653,-0.0620697435875663,-14.9747384562709,-14.9747384562709
0.000108,-15.0000005697066,-0.0794919693298188,-0.0803156711389919,-0.0802605839200282,-0.082239925208904,-14.9846783064462,-14.9846783064462
0.0001086,-15.0000005696934,-0.100754980658884,-0.101618713492708,-0.10156102969756,-0.103635425087565,-14.9907071374693,-14.9907071374693
0.0001092,-15.000000569604,-0.122788730851368,-0.123675613819535,-0.123616430466078,-0.125745767052725,-14.9943638114356,-14.9943638114356
0.0001098,-15.0000005693221,-0.145261493037955,-0.146161282198276,-0.146101265005684,-0.148261200689289,-14.9965816988942,-14.9965816988942
0.0001104,-15.0000005686884,-0.167971935441965,-0.168878412380142,-0.168817965470709,-0.170993723664038,-14.997926917123,-14.997926917123
0.000111,-15.0000005675885,-0.190797815028923,-0.191707202955172,-0.191646571783459,-0.193829177720287,-14.9987428338644,-14.9987428338644
0.0001116,-15.0000005661897,-0.213664866828913,-0.214574869731319,-0.214514203524247,-0.216698201083029,-14.9992376901835,-14.9992376901835
0.0001122,-15.0000005653612,-0.236527901359696,-0.237437121724054,-0.237376511320154,-0.239558579400823,-14.9995378393475,-14.9995378393475
0.0001128,-15.000000567173,-0.259359389706659,-0.260266974834335,-0.260206475667484,-0.262384587769591,-14.9997198969068,-14.9997198969068
0.0001134,-15.0000005753995,-0.282142509473043,-0.283047937073007,-0.282987583105712,-0.285160497847681,-14.9998303266829,-14.9998303266829
