"time","Asec.y","PI.x","PID.D.x","PID.I.y","PID1.D.x","PID1.I.y","Vsec.y","Wsec.y","derivative.x","firstOrder.y","inertia.phi","inertia.w","integrator.y","limIntegrator.y","secondOrder.y","secondOrder.yd"
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.000202,2.56378907091782e-08,0.000101,0.000673106709360973,0.000101,-0.00134621341872195,0.00180592102514165,2.56378907091782e-06,5.54230061019467e-10,0.0199977197164524,0.000100994899718011,0.000202,1,0.000202,0.000202,8.15238734037879e-08,0.000807021685470639
0.000404,1.0255133042183e-07,0.000202,0.00134576039005043,0.000202,-0.00269152078010086,0.00361012941404799,1.0255133042183e-05,4.08653282923073e-09,0.0395966779868473,0.000201979599615825,0.000404,1,0.000404,0.000404,3.2581196669501e-07,0.00161209004972386
0.000606,2.3073983929959e-07,0.000303,0.00201796130678641,0.000303,-0.00403592261357282,0.0054126262159088,2.3073983929959e-05,1.28572455997876e-08,0.0588037837059637,0.000302954100586822,0.000606,1,0.000606,0.000606,7.32522171327894e-07,0.00241520908403362
0.000808,4.10202608219841e-07,0.000404,0.00268970975627781,0.000404,-0.00537941951255561,0.00721341260669297,4.10202608219841e-05,2.94006481679981e-08,0.0776266617627988,0.000403918403633786,0.000808,1,0.000808,0.000808,1.3012715909919e-06,0.00321638325554503
0.00101,6.40938428178702e-07,0.000505,0.00336100603499769,0.000505,-0.00672201206999539,0.00901248976142702,6.40938428178702e-05,5.62507200607871e-08,0.0960727589210844,0.000504872509759434,0.00101,1,0.00101,0.00101,2.03167839096518e-06,0.00401561701902843
0.001212,9.22945936442634e-07,0.000606,0.00403185042663358,0.000606,-0.00806370085326716,0.01080985880446,9.22945936442634e-05,9.58330253380216e-08,0.114149112830554,0.000605816419923596,0.001212,1,0.001212,0.001212,2.92337759627077e-06,0.00481291463256103
0.001414,1.2562232679459e-06,0.000707,0.00470224325970347,0.000707,-0.00940448651940693,0.012605521037814,0.00012562232679459,1.5095765819892e-07,0.131863746835899,0.000706750135238296,0.001414,1,0.001414,0.001414,3.97594712834752e-06,0.00560828102044181
0.001616,1.64076829710653e-06,0.000808,0.00537218483997211,0.000808,-0.0107443696799442,0.0143994776733248,0.000164076829710653,2.24241756475625e-07,0.149223953114804,0.000807673656739259,0.001616,1,0.001616,0.001616,5.18899494452555e-06,0.00640172075655844
0.001818,2.07657866822196e-06,0.000909,0.00604167547876431,0.000909,-0.0120833509575286,0.0161917299448607,0.000207657866822196,3.183508383539e-07,0.166237072798058,0.000908586985481394,0.001818,1,0.001818,0.001818,6.5621222577353e-06,0.00719323849348939
0.00202,2.56365132948989e-06,0.00101,0.00671071547884637,0.00101,-0.0134214309576927,0.0179822790523558,0.000256365132948989,4.35880064090698e-07,0.182909924046622,0.00100949012249197,0.00202,1,0.00202,0.00202,8.09494275515828e-06,0.00798283873829874
0.002222,3.10198337224911e-06,0.001111,0.00737930514599806,0.001111,-0.0147586102919961,0.0197711262076908,0.000310198337224911,5.7944961043939e-07,0.199249473187726,0.00111038306880816,0.002222,1,0.002222,0.002222,9.78706592502445e-06,0.00877052604703441
0.002424,3.69157123834533e-06,0.001212,0.00804744478154415,0.001212,-0.0160948895630883,0.0215582726050767,0.000369157123834533,7.51643999210927e-07,0.215262298962062,0.00121126582545327,0.002424,1,0.002424,0.002424,1.16381083140894e-05,0.00955630489341206
0.002626,4.33241111643207e-06,0.001313,0.00871513468965388,0.001313,-0.0174302693793078,0.0233437194499938,0.000433241111643207,9.55072463890004e-07,0.230954971602498,0.00131213839346064,0.002626,1,0.002626,0.002626,1.3647683265714e-05,0.0103401797885268
0.002828,5.02449889841169e-06,0.001414,0.00938237517360404,0.001414,-0.0187647503472081,0.0251274679443798,0.000502449889841169,1.19233757393111e-06,0.246333920276541,0.00141300077386114,0.002828,1,0.002828,0.002828,1.58154058615596e-05,0.0111221552232014
0.00303,5.76783018482793e-06,0.001515,0.0100491665365656,0.001515,-0.0200983330731312,0.0269095192897472,0.000576783018482793,1.46604184982682e-06,0.261405459545067,0.00151385296768577,0.00303,1,0.00303,0.00303,1.8140891888792e-05,0.0119022356800353
0.003232,6.56240013764495e-06,0.001616,0.0107155090785466,0.001616,-0.0214310181570931,0.0286898746750642,0.000656240013764495,1.77876192748661e-06,0.27617565780515,0.00161469497595565,0.003232,1,0.003232,0.003232,2.06237620800452e-05,0.0126804255839423
