"time","criticalDamping.x[1]","criticalDamping.x[2]","derivative.x","firstOrder.y","integrator.y","limIntegrator.y","limPID.D.x","limPID.I.y","lowpassButterworth.x1[1]","lowpassButterworth.x2[1]","pI.x","pID.D.x","pID.I.y","secondOrder.y","secondOrder.yd","stateSpace.x[1]","stateSpace.x[2]","transferFunction.x_scaled[1]"
0,0.5,2,0.48,2,2,0.5,-1.5,3,2,0,1.5,0.5,1.5,2,0,1,1,2
0.00022,0.5,1.99792798107093,0.480435205038876,1.99967003629661,2.00011,0.50011,-1.5,2.99956,1.99999856812799,-0.0130151492207476,1.50011,0.5,1.50022,1.99999996370679,-0.000329927410178958,1.00033003630343,1.00033003630343,1.99967003629661
0.00044,0.5,1.99585882320718,0.48086099705043,1.99934014517276,2.00022,0.50022,-1.5,2.99912,1.99999427729231,-0.0260048625407871,1.50022,0.5,1.50044,1.99999985485451,-0.000659709681746849,1.0006601452273,1.0006601452273,1.99934014517276
0.00066,0.5,1.99379252188883,0.481277606619112,1.99901032661017,2.00033,0.50033,-1.5,2.99868,1.99998713389206,-0.0389691684587887,1.50033,0.5,1.50066,1.99999967347966,-0.000989346869493054,1.00099032678994,1.00099032678993,1.99901032661017
0.00088,0.5,1.99172907046547,0.481685365524043,1.99868058058193,2.00044,0.50044,-1.5,2.99824,1.99997714734621,-0.0519081089717498,1.50044,0.5,1.50088,1.9999994196361,-0.00131883905416914,1.00132058101829,1.00132058101829,1.99868058058193
0.0011,0.5,1.98966847055302,0.482084193058098,1.99835090709457,2.00055,0.50055,-1.5,2.9978,1.99996431536619,-0.0648216738760133,1.50055,0.5,1.5011,1.99999909331072,-0.00164818621615532,1.00165090790583,1.00165090790583,1.99835090709457
0.00132,0.5,1.98761071409702,0.48247447692024,1.99802130611542,2.00066,0.50066,-1.5,2.99736,1.99994864936758,-0.077709914158814,1.50066,0.5,1.50132,1.99999869456886,-0.00197738845344227,1.00198130748529,1.00198130748529,1.99802130611542
0.00154,0.5,1.98555579932881,0.482856302245216,1.99769177763731,2.00077,0.50077,-1.5,2.99692,1.99993015185713,-0.0905728410164295,1.50077,0.5,1.50154,1.99999822342486,-0.00230644578754774,1.00231177976388,1.00231177976388,1.99769177763731
0.00176,0.5,1.98350372874077,0.483229548731148,1.99736232167034,2.00088,0.50088,-1.5,2.99648,1.99990881930256,-0.103410438674198,1.50088,0.5,1.50176,1.99999767985849,-0.00263535818815375,1.00264232473146,1.00264232473146,1.99736232167034
0.00198,0.5,1.98145448439233,0.483595050478992,1.99703293814158,2.00099,0.50099,-1.5,2.99604,1.99988467714843,-0.116222820968883,1.50099,0.5,1.50198,1.99999706401552,-0.00296412587393437,1.00297294246119,1.00297294246119,1.99703293814158
0.0022,0.5,1.97940807448855,0.483952426014765,1.99670362708439,2.0011,0.5011,-1.5,2.9956,1.99985771375774,-0.129009935837525,1.5011,0.5,1.5022,1.99999637582928,-0.00329274874487957,1.00330363291961,1.00330363291961,1.99670362708439
0.00242,0.5,1.97736449357272,0.484301917023037,1.99637438847653,2.00121,0.50121,-1.5,2.99516,1.99982793687688,-0.14177181801681,1.50121,0.5,1.50242,1.99999561534421,-0.00362122686767276,1.00363439612905,1.00363439612905,1.99637438847653
0.00264,0.5,1.97532373019172,0.484644030775506,1.99604522227131,2.00132,0.50132,-1.5,2.99472,1.99979536276477,-0.154508540415558,1.50132,0.5,1.50264,1.99999478265359,-0.00394956038227578,1.00396523213641,1.00396523213641,1.99604522227131
0.00286,0.5,1.97328579101578,0.484978471839905,1.99571612849592,2.00143,0.50143,-1.5,2.99428,1.99975998195229,-0.167220060572071,1.50143,0.5,1.50286,1.99999387770309,-0.00427774920717561,1.00429614091437,1.00429614091437,1.99571612849592
0.00308,0.5,1.97125066779285,0.485305579027364,1.99538710711657,2.00154,0.50154,-1.5,2.99384,1.99972180617122,-0.179906431283381,1.50154,0.5,1.50308,1.99999290056019,-0.00460579344362397,1.00462712249692,1.00462712249692,1.99538710711657
0.0033,0.5,1.9692183547259,0.485625590351096,1.99505815810953,2.00165,0.50165,-1.5,2.9934,1.99968084366306,-0.192567689639155,1.50165,0.5,1.5033,1.99999185127228,-0.00493369316274967,1.00495817690793,1.00495817690793,1.99505815810953
0.00352,0.5,1.96718885041795,0.485938563168427,1.99472928146909,2.00176,0.50176,-1.5,2.99296,1.99963709641389,-0.205203844577401,1.50176,0.5,1.50352,1.99999072985078,-0.00526144838169362,1.00528930415315,1.00528930415315,1.99472928146909
0.00374,0.5,1.96516215132101,0.48624464315159,1.99440047718071,2.00187,0.50187,-1.5,2.99252,1.99959056946779,-0.217814918798264,1.50187,0.5,1.50374,1.9999895363247,-0.00558905914398911,1.00562050424719,1.00562050424719,1.99440047718071
0.00396,0.5,1.96313825388711,0.486543975972817,1.99407174522988,2.00198,0.50198,-1.5,2.99208,1.99954126786885,-0.230400935001888,1.50198,0.5,1.50396,1.99998827072305,-0.00591652549316941,1.00595177720466,1.00595177720466,1.99407174522988
