"time","manualSeed1_y","manualSeed2_y","manualSeed3_y"
0.0732,-1,-1,-1
0.0736,-1,-1,-1
0.074,-1,-1,-1
0.0744,-1,-1,-1
0.0748,-1,-1,-1
0.0752,-1,-1,-1
0.0756,-1,-1,-1
0.076,-1,-1,-1
0.0764,-1,-1,-1
0.0768,-1,-1,-1
0.0772,-1,-1,-1
0.0776,-1,-1,-1
0.078,-1,-1,-1
0.0784,-1,-1,-1
0.0788,-1,-1,-1
0.0792,-1,-1,-1
0.0796,-1,-1,-1
0.08,-1,-1,-1
0.0804,-1,-1,-1
0.0808,-1,-1,-1
0.0812,-1,-1,-1
0.0816,-1,-1,-1
0.082,-1,-1,-1
0.0824,-1,-1,-1
0.0828,-1,-1,-1
0.0832,-1,-1,-1
0.0836,-1,-1,-1
0.084,-1,-1,-1
0.0844,-1,-1,-1
0.0848,-1,-1,-1
0.0852,-1,-1,-1
0.0856,-1,-1,-1
0.086,-1,-1,-1
0.0864,-1,-1,-1
0.0868,-1,-1,-1
0.0872,-1,-1,-1
0.0876,-1,-1,-1
0.088,-1,-1,-1
0.0884,-1,-1,-1
0.0888,-1,-1,-1
0.0892,-1,-1,-1
0.0896,-1,-1,-1
0.09,-1,-1,-1
0.0904,-1,-1,-1
0.0908,-1,-1,-1
0.0912,-1,-1,-1
0.0916,-1,-1,-1
0.092,-1,-1,-1
0.0924,-1,-1,-1
0.0928,-1,-1,-1
0.0932,-1,-1,-1
0.0936,-1,-1,-1
0.094,-1,-1,-1
0.0944,-1,-1,-1
0.0948,-1,-1,-1
0.0952,-1,-1,-1
0.0956,-1,-1,-1
0.096,-1,-1,-1
0.0964,-1,-1,-1
0.0968,-1,-1,-1
0.0972,-1,-1,-1
0.0976,-1,-1,-1
0.098,-1,-1,-1
0.0984,-1,-1,-1
0.0988,-1,-1,-1
0.0992,-1,-1,-1
0.0996,-1,-1,-1
0.1,-1,-1,-1
0.1004,-1,-1,-1
0.1008,-1,-1,-1
0.1012,-1,-1,-1
0.1016,-1,-1,-1
0.102,-1,-1,-1
0.1024,-1,-1,-1
0.1028,-1,-1,-1
0.1032,-1,-1,-1
0.1036,-1,-1,-1
0.104,-1,-1,-1
0.1044,-1,-1,-1
0.1048,-1,-1,-1
0.1052,-1,-1,-1
0.1056,-1,-1,-1
0.106,-1,-1,-1
0.1064,-1,-1,-1
0.1068,-1,-1,-1
0.1072,-1,-1,-1
0.1076,-1,-1,-1
0.108,-1,-1,-1
0.1084,-1,-1,-1
0.1088,-1,-1,-1
0.1092,-1,-1,-1
0.1096,-1,-1,-1
0.11,-1,-1,-1
0.1104,-1,-1,-1
0.1108,-1,-1,-1
0.1112,-1,-1,-1
0.1116,-1,-1,-1
0.112,-1,-1,-1
0.1124,-1,-1,-1
0.1128,-1,-1,-1
0.1132,-1,-1,-1
0.1136,-1,-1,-1
0.114,-1,-1,-1
0.1144,-1,-1,-1
0.1148,-1,-1,-1
0.1152,-1,-1,-1
0.1156,-1,-1,-1
0.116,-1,-1,-1
0.1164,-1,-1,-1
0.1168,-1,-1,-1
0.1172,-1,-1,-1
0.1176,-1,-1,-1
0.118,-1,-1,-1
0.1184,-1,-1,-1
0.1188,-1,-1,-1
0.1192,-1,-1,-1
0.1196,-1,-1,-1
0.12,-1,-1,-1
0.1204,-1,-1,-1
0.1208,-1,-1,-1
0.1212,-1,-1,-1
0.1216,-1,-1,-1
0.122,-1,-1,-1
0.1224,-1,-1,-1
0.1228,-1,-1,-1
0.1232,-1,-1,-1
0.1236,-1,-1,-1
0.124,-1,-1,-1
0.1244,-1,-1,-1
0.1248,-1,-1,-1
0.1252,-1,-1,-1
0.1256,-1,-1,-1
0.126,-1,-1,-1
0.1264,-1,-1,-1
0.1268,-1,-1,-1
0.1272,-1,-1,-1
0.1276,-1,-1,-1
0.128,-1,-1,-1
0.1284,-1,-1,-1
0.1288,-1,-1,-1
0.1292,-1,-1,-1
0.1296,-1,-1,-1
0.13,-1,-1,-1
0.1304,-1,-1,-1
0.1308,-1,-1,-1
0.1312,-1,-1,-1
0.1316,-1,-1,-1
0.132,-1,-1,-1
0.1324,-1,-1,-1
0.1328,-1,-1,-1
0.1332,-1,-1,-1
0.1336,-1,-1,-1
0.134,-1,-1,-1
0.1344,-1,-1,-1
0.1348,-1,-1,-1
0.1352,-1,-1,-1
0.1356,-1,-1,-1
0.136,-1,-1,-1
0.1364,-1,-1,-1
0.1368,-1,-1,-1
0.1372,-1,-1,-1
0.1376,-1,-1,-1
0.138,-1,-1,-1
0.1384,-1,-1,-1
0.1388,-1,-1,-1
0.1392,-1,-1,-1
0.1396,-1,-1,-1
0.14,-1,-1,-1
0.1404,-1,-1,-1
0.1408,-1,-1,-1
0.1412,-1,-1,-1
0.1416,-1,-1,-1
0.142,-1,-1,-1
0.1424,-1,-1,-1
0.1428,-1,-1,-1
0.1432,-1,-1,-1
0.1436,-1,-1,-1
0.144,-1,-1,-1
0.1444,-1,-1,-1
0.1448,-1,-1,-1
0.1452,-1,-1,-1
0.1456,-1,-1,-1
0.146,-1,-1,-1
0.1464,-1,-1,-1
0.1468,-1,-1,-1
0.1472,-1,-1,-1
0.1476,-1,-1,-1
0.148,-1,-1,-1
0.1484,-1,-1,-1
0.1488,-1,-1,-1
0.1492,-1,-1,-1
0.1496,-1,-1,-1
0.15,-1,-1,-1
0.1504,-1,-1,-1
0.1508,-1,-1,-1
0.1512,-1,-1,-1
0.1516,-1,-1,-1
0.152,-1,-1,-1
0.1524,-1,-1,-1
0.1528,-1,-1,-1
0.1532,-1,-1,-1
0.1536,-1,-1,-1
0.154,-1,-1,-1
0.1544,-1,-1,-1
0.1548,-1,-1,-1
0.1552,-1,-1,-1
0.1556,-1,-1,-1
0.156,-1,-1,-1
0.1564,-1,-1,-1
0.1568,-1,-1,-1
0.1572,-1,-1,-1
0.1576,-1,-1,-1
0.158,-1,-1,-1
0.1584,-1,-1,-1
0.1588,-1,-1,-1
0.1592,-1,-1,-1
0.1596,-1,-1,-1
0.16,-1,-1,-1
0.1604,-1,-1,-1
0.1608,-1,-1,-1
0.1612,-1,-1,-1
0.1616,-1,-1,-1
0.162,-1,-1,-1
0.1624,-1,-1,-1
0.1628,-1,-1,-1
0.1632,-1,-1,-1
0.1636,-1,-1,-1
0.164,-1,-1,-1
0.1644,-1,-1,-1
0.1648,-1,-1,-1
0.1652,-1,-1,-1
0.1656,-1,-1,-1
0.166,-1,-1,-1
0.1664,-1,-1,-1
0.1668,-1,-1,-1
0.1672,-1,-1,-1
0.1676,-1,-1,-1
0.168,-1,-1,-1
0.1684,-1,-1,-1
0.1688,-1,-1,-1
0.1692,-1,-1,-1
0.1696,-1,-1,-1
0.17,-1,-1,-1
0.1704,-1,-1,-1
0.1708,-1,-1,-1
0.1712,-1,-1,-1
0.1716,-1,-1,-1
0.172,-1,-1,-1
0.1724,-1,-1,-1
0.1728,-1,-1,-1
0.1732,-1,-1,-1
0.1736,-1,-1,-1
0.174,-1,-1,-1
0.1744,-1,-1,-1
0.1748,-1,-1,-1
0.1752,-1,-1,-1
0.1756,-1,-1,-1
0.176,-1,-1,-1
0.1764,-1,-1,-1
0.1768,-1,-1,-1
0.1772,-1,-1,-1
0.1776,-1,-1,-1
0.178,-1,-1,-1
0.1784,-1,-1,-1
0.1788,-1,-1,-1
0.1792,-1,-1,-1
0.1796,-1,-1,-1
0.18,-1,-1,-1
0.1804,-1,-1,-1
0.1808,-1,-1,-1
0.1812,-1,-1,-1
0.1816,-1,-1,-1
0.182,-1,-1,-1
0.1824,-1,-1,-1
0.1828,-1,-1,-1
0.1832,-1,-1,-1
0.1836,-1,-1,-1
0.184,-1,-1,-1
0.1844,-1,-1,-1
0.1848,-1,-1,-1
0.1852,-1,-1,-1
0.1856,-1,-1,-1
0.186,-1,-1,-1
0.1864,-1,-1,-1
0.1868,-1,-1,-1
0.1872,-1,-1,-1
0.1876,-1,-1,-1
0.188,-1,-1,-1
0.1884,-1,-1,-1
0.1888,-1,-1,-1
0.1892,-1,-1,-1
0.1896,-1,-1,-1
0.19,-1,-1,-1
0.1904,-1,-1,-1
0.1908,-1,-1,-1
0.1912,-1,-1,-1
0.1916,-1,-1,-1
0.192,-1,-1,-1
0.1924,-1,-1,-1
0.1928,-1,-1,-1
0.1932,-1,-1,-1
0.1936,-1,-1,-1
0.194,-1,-1,-1
0.1944,-1,-1,-1
0.1948,-1,-1,-1
0.1952,-1,-1,-1
0.1956,-1,-1,-1
0.196,-1,-1,-1
0.1964,-1,-1,-1
0.1968,-1,-1,-1
0.1972,-1,-1,-1
0.1976,-1,-1,-1
0.198,-1,-1,-1
0.1984,-1,-1,-1
0.1988,-1,-1,-1
0.1992,-1,-1,-1
0.1996,-1,-1,-1
0.2,-1,-1,-1
0.2004,-1,-1,-1
0.2008,-1,-1,-1
0.2012,-1,-1,-1
0.2016,-1,-1,-1
0.202,-1,-1,-1
0.2024,-1,-1,-1
0.2028,-1,-1,-1
0.2032,-1,-1,-1
0.2036,-1,-1,-1
0.204,-1,-1,-1
0.2044,-1,-1,-1
0.2048,-1,-1,-1
0.2052,-1,-1,-1
0.2056,-1,-1,-1
0.206,-1,-1,-1
0.2064,-1,-1,-1
0.2068,-1,-1,-1
0.2072,-1,-1,-1
0.2076,-1,-1,-1
0.208,-1,-1,-1
0.2084,-1,-1,-1
0.2088,-1,-1,-1
0.2092,-1,-1,-1
0.2096,-1,-1,-1
0.21,-1,-1,-1
0.2104,-1,-1,-1
0.2108,-1,-1,-1
0.2112,-1,-1,-1
0.2116,-1,-1,-1
0.212,-1,-1,-1
0.2124,-1,-1,-1
0.2128,-1,-1,-1
0.2132,-1,-1,-1
0.2136,-1,-1,-1
0.214,-1,-1,-1
0.2144,-1,-1,-1
0.2148,-1,-1,-1
0.2152,-1,-1,-1
0.2156,-1,-1,-1
0.216,-1,-1,-1
0.2164,-1,-1,-1
0.2168,-1,-1,-1
0.2172,-1,-1,-1
0.2176,-1,-1,-1
0.218,-1,-1,-1
0.2184,-1,-1,-1
0.2188,-1,-1,-1
0.2192,-1,-1,-1
0.2196,-1,-1,-1
0.22,-1,-1,-1
0.2204,-1,-1,-1
0.2208,-1,-1,-1
0.2212,-1,-1,-1
0.2216,-1,-1,-1
0.222,-1,-1,-1
0.2224,-1,-1,-1
0.2228,-1,-1,-1
0.2232,-1,-1,-1
0.2236,-1,-1,-1
0.224,-1,-1,-1
0.2244,-1,-1,-1
0.2248,-1,-1,-1
0.2252,-1,-1,-1
0.2256,-1,-1,-1
0.226,-1,-1,-1
0.2264,-1,-1,-1
0.2268,-1,-1,-1
0.2272,-1,-1,-1
0.2276,-1,-1,-1
0.228,-1,-1,-1
0.2284,-1,-1,-1
0.2288,-1,-1,-1
0.2292,-1,-1,-1
0.2296,-1,-1,-1
0.23,-1,-1,-1
0.2304,-1,-1,-1
0.2308,-1,-1,-1
0.2312,-1,-1,-1
0.2316,-1,-1,-1
0.232,-1,-1,-1
0.2324,-1,-1,-1
0.2328,-1,-1,-1
0.2332,-1,-1,-1
0.2336,-1,-1,-1
0.234,-1,-1,-1
0.2344,-1,-1,-1
0.2348,-1,-1,-1
0.2352,-1,-1,-1
0.2356,-1,-1,-1
0.236,-1,-1,-1
0.2364,-1,-1,-1
0.2368,-1,-1,-1
0.2372,-1,-1,-1
0.2376,-1,-1,-1
0.238,-1,-1,-1
0.2384,-1,-1,-1
0.2388,-1,-1,-1
0.2392,-1,-1,-1
0.2396,-1,-1,-1
0.24,-1,-1,-1
0.2404,-1,-1,-1
0.2408,-1,-1,-1
0.2412,-1,-1,-1
0.2416,-1,-1,-1
0.242,-1,-1,-1
0.2424,-1,-1,-1
0.2428,-1,-1,-1
0.2432,-1,-1,-1
0.2436,-1,-1,-1
0.244,-1,-1,-1
0.2444,-1,-1,-1
0.2448,-1,-1,-1
0.2452,-1,-1,-1
0.2456,-1,-1,-1
0.246,-1,-1,-1
0.2464,-1,-1,-1
0.2468,-1,-1,-1
0.2472,-1,-1,-1
0.2476,-1,-1,-1
0.248,-1,-1,-1
0.2484,-1,-1,-1
0.2488,-1,-1,-1
0.2492,-1,-1,-1
0.2496,-1,-1,-1
0.25,-1,-1,-1
0.2504,-1,-1,-1
0.2508,-1,-1,-1
0.2512,-1,-1,-1
0.2516,-1,-1,-1
0.252,-1,-1,-1
0.2524,-1,-1,-1
0.2528,-1,-1,-1
0.2532,-1,-1,-1
0.2536,-1,-1,-1
0.254,-1,-1,-1
0.2544,-1,-1,-1
0.2548,-1,-1,-1
0.2552,-1,-1,-1
0.2556,-1,-1,-1
0.256,-1,-1,-1
0.2564,-1,-1,-1
0.2568,-1,-1,-1
0.2572,-1,-1,-1
0.2576,-1,-1,-1
0.258,-1,-1,-1
0.2584,-1,-1,-1
0.2588,-1,-1,-1
0.2592,-1,-1,-1
0.2596,-1,-1,-1
0.26,-1,-1,-1
0.2604,-1,-1,-1
0.2608,-1,-1,-1
0.2612,-1,-1,-1
0.2616,-1,-1,-1
0.262,-1,-1,-1
0.2624,-1,-1,-1
0.2628,-1,-1,-1
0.2632,-1,-1,-1
0.2636,-1,-1,-1
0.264,-1,-1,-1
0.2644,-1,-1,-1
0.2648,-1,-1,-1
0.2652,-1,-1,-1
0.2656,-1,-1,-1
0.266,-1,-1,-1
0.2664,-1,-1,-1
0.2668,-1,-1,-1
0.2672,-1,-1,-1
0.2676,-1,-1,-1
0.268,-1,-1,-1
0.2684,-1,-1,-1
0.2688,-1,-1,-1
0.2692,-1,-1,-1
0.2696,-1,-1,-1
0.27,-1,-1,-1
0.2704,-1,-1,-1
0.2708,-1,-1,-1
0.2712,-1,-1,-1
0.2716,-1,-1,-1
0.272,-1,-1,-1
0.2724,-1,-1,-1
0.2728,-1,-1,-1
0.2732,-1,-1,-1
0.2736,-1,-1,-1
0.274,-1,-1,-1
0.2744,-1,-1,-1
0.2748,-1,-1,-1
0.2752,-1,-1,-1
0.2756,-1,-1,-1
0.276,-1,-1,-1
0.2764,-1,-1,-1
0.2768,-1,-1,-1
0.2772,-1,-1,-1
0.2776,-1,-1,-1
0.278,-1,-1,-1
0.2784,-1,-1,-1
0.2788,-1,-1,-1
0.2792,-1,-1,-1
0.2796,-1,-1,-1
0.28,-1,-1,-1
0.2804,-1,-1,-1
0.2808,-1,-1,-1
0.2812,-1,-1,-1
0.2816,-1,-1,-1
0.282,-1,-1,-1
0.2824,-1,-1,-1
0.2828,-1,-1,-1
0.2832,-1,-1,-1
0.2836,-1,-1,-1
0.284,-1,-1,-1
0.2844,-1,-1,-1
0.2848,-1,-1,-1
0.2852,-1,-1,-1
0.2856,-1,-1,-1
0.286,-1,-1,-1
0.2864,-1,-1,-1
0.2868,-1,-1,-1
0.2872,-1,-1,-1
0.2876,-1,-1,-1
0.288,-1,-1,-1
0.2884,-1,-1,-1
0.2888,-1,-1,-1
0.2892,-1,-1,-1
0.2896,-1,-1,-1
0.29,-1,-1,-1
0.2904,-1,-1,-1
0.2908,-1,-1,-1
0.2912,-1,-1,-1
0.2916,-1,-1,-1
0.292,-1,-1,-1
0.2924,-1,-1,-1
0.2928,-1,-1,-1
0.2932,-1,-1,-1
0.2936,-1,-1,-1
0.294,-1,-1,-1
0.2944,-1,-1,-1
0.2948,-1,-1,-1
0.2952,-1,-1,-1
0.2956,-1,-1,-1
0.296,-1,-1,-1
0.2964,-1,-1,-1
0.2968,-1,-1,-1
0.2972,-1,-1,-1
0.2976,-1,-1,-1
0.298,-1,-1,-1
0.2984,-1,-1,-1
0.2988,-1,-1,-1
0.2992,-1,-1,-1
0.2996,-1,-1,-1
0.3,-1,-1,-1
0.3004,-1,-1,-1
0.3008,-1,-1,-1
0.3012,-1,-1,-1
0.3016,-1,-1,-1
0.302,-1,-1,-1
0.3024,-1,-1,-1
0.3028,-1,-1,-1
0.3032,-1,-1,-1
0.3036,-1,-1,-1
0.304,-1,-1,-1
0.3044,-1,-1,-1
0.3048,-1,-1,-1
0.3052,-1,-1,-1
0.3056,-1,-1,-1
0.306,-1,-1,-1
0.3064,-1,-1,-1
0.3068,-1,-1,-1
0.3072,-1,-1,-1
0.3076,-1,-1,-1
0.308,-1,-1,-1
0.3084,-1,-1,-1
0.3088,-1,-1,-1
0.3092,-1,-1,-1
0.3096,-1,-1,-1
0.31,-1,-1,-1
0.3104,-1,-1,-1
0.3108,-1,-1,-1
0.3112,-1,-1,-1
0.3116,-1,-1,-1
0.312,-1,-1,-1
0.3124,-1,-1,-1
0.3128,-1,-1,-1
0.3132,-1,-1,-1
0.3136,-1,-1,-1
0.314,-1,-1,-1
0.3144,-1,-1,-1
0.3148,-1,-1,-1
0.3152,-1,-1,-1
0.3156,-1,-1,-1
0.316,-1,-1,-1
0.3164,-1,-1,-1
0.3168,-1,-1,-1
0.3172,-1,-1,-1
0.3176,-1,-1,-1
0.318,-1,-1,-1
0.3184,-1,-1,-1
0.3188,-1,-1,-1
0.3192,-1,-1,-1
0.3196,-1,-1,-1
0.32,-1,-1,-1
0.3204,-1,-1,-1
0.3208,-1,-1,-1
0.3212,-1,-1,-1
0.3216,-1,-1,-1
0.322,-1,-1,-1
0.3224,-1,-1,-1
0.3228,-1,-1,-1
0.3232,-1,-1,-1
0.3236,-1,-1,-1
0.324,-1,-1,-1
0.3244,-1,-1,-1
0.3248,-1,-1,-1
0.3252,-1,-1,-1
0.3256,-1,-1,-1
0.326,-1,-1,-1
0.3264,-1,-1,-1
0.3268,-1,-1,-1
0.3272,-1,-1,-1
0.3276,-1,-1,-1
0.328,-1,-1,-1
0.3284,-1,-1,-1
0.3288,-1,-1,-1
0.3292,-1,-1,-1
0.3296,-1,-1,-1
0.33,-1,-1,-1
0.3304,-1,-1,-1
0.3308,-1,-1,-1
0.3312,-1,-1,-1
0.3316,-1,-1,-1
0.332,-1,-1,-1
0.3324,-1,-1,-1
0.3328,-1,-1,-1
0.3332,-1,-1,-1
0.3336,-1,-1,-1
0.334,-1,-1,-1
0.3344,-1,-1,-1
0.3348,-1,-1,-1
0.3352,-1,-1,-1
0.3356,-1,-1,-1
0.336,-1,-1,-1
0.3364,-1,-1,-1
0.3368,-1,-1,-1
0.3372,-1,-1,-1
0.3376,-1,-1,-1
0.338,-1,-1,-1
0.3384,-1,-1,-1
0.3388,-1,-1,-1
0.3392,-1,-1,-1
0.3396,-1,-1,-1
0.34,-1,-1,-1
0.3404,-1,-1,-1
0.3408,-1,-1,-1
0.3412,-1,-1,-1
0.3416,-1,-1,-1
0.342,-1,-1,-1
0.3424,-1,-1,-1
0.3428,-1,-1,-1
0.3432,-1,-1,-1
0.3436,-1,-1,-1
0.344,-1,-1,-1
0.3444,-1,-1,-1
0.3448,-1,-1,-1
0.3452,-1,-1,-1
0.3456,-1,-1,-1
0.346,-1,-1,-1
0.3464,-1,-1,-1
0.3468,-1,-1,-1
0.3472,-1,-1,-1
0.3476,-1,-1,-1
0.348,-1,-1,-1
0.3484,-1,-1,-1
0.3488,-1,-1,-1
0.3492,-1,-1,-1
0.3496,-1,-1,-1
0.35,-1,-1,-1
0.3504,-1,-1,-1
0.3508,-1,-1,-1
0.3512,-1,-1,-1
0.3516,-1,-1,-1
0.352,-1,-1,-1
0.3524,-1,-1,-1
0.3528,-1,-1,-1
0.3532,-1,-1,-1
0.3536,-1,-1,-1
0.354,-1,-1,-1
0.3544,-1,-1,-1
0.3548,-1,-1,-1
0.3552,-1,-1,-1
0.3556,-1,-1,-1
0.356,-1,-1,-1
0.3564,-1,-1,-1
0.3568,-1,-1,-1
0.3572,-1,-1,-1
0.3576,-1,-1,-1
0.358,-1,-1,-1
0.3584,-1,-1,-1
0.3588,-1,-1,-1
0.3592,-1,-1,-1
0.3596,-1,-1,-1
0.36,-1,-1,-1
0.3604,-1,-1,-1
0.3608,-1,-1,-1
0.3612,-1,-1,-1
0.3616,-1,-1,-1
0.362,-1,-1,-1
0.3624,-1,-1,-1
0.3628,-1,-1,-1
0.3632,-1,-1,-1
0.3636,-1,-1,-1
0.364,-1,-1,-1
0.3644,-1,-1,-1
0.3648,-1,-1,-1
0.3652,-1,-1,-1
0.3656,-1,-1,-1
0.366,-1,-1,-1
0.3664,-1,-1,-1
0.3668,-1,-1,-1
0.3672,-1,-1,-1
0.3676,-1,-1,-1
0.368,-1,-1,-1
0.3684,-1,-1,-1
0.3688,-1,-1,-1
0.3692,-1,-1,-1
0.3696,-1,-1,-1
0.37,-1,-1,-1
0.3704,-1,-1,-1
0.3708,-1,-1,-1
0.3712,-1,-1,-1
0.3716,-1,-1,-1
0.372,-1,-1,-1
0.3724,-1,-1,-1
0.3728,-1,-1,-1
0.3732,-1,-1,-1
0.3736,-1,-1,-1
0.374,-1,-1,-1
0.3744,-1,-1,-1
0.3748,-1,-1,-1
0.3752,-1,-1,-1
0.3756,-1,-1,-1
0.376,-1,-1,-1
0.3764,-1,-1,-1
0.3768,-1,-1,-1
0.3772,-1,-1,-1
0.3776,-1,-1,-1
0.378,-1,-1,-1
0.3784,-1,-1,-1
0.3788,-1,-1,-1
0.3792,-1,-1,-1
0.3796,-1,-1,-1
0.38,-1,-1,-1
0.3804,-1,-1,-1
0.3808,-1,-1,-1
0.3812,-1,-1,-1
0.3816,-1,-1,-1
0.382,-1,-1,-1
0.3824,-1,-1,-1
0.3828,-1,-1,-1
0.3832,-1,-1,-1
0.3836,-1,-1,-1
0.384,-1,-1,-1
0.3844,-1,-1,-1
0.3848,-1,-1,-1
0.3852,-1,-1,-1
0.3856,-1,-1,-1
0.386,-1,-1,-1
0.3864,-1,-1,-1
0.3868,-1,-1,-1
0.3872,-1,-1,-1
0.3876,-1,-1,-1
0.388,-1,-1,-1
0.3884,-1,-1,-1
0.3888,-1,-1,-1
0.3892,-1,-1,-1
0.3896,-1,-1,-1
0.39,-1,-1,-1
0.3904,-1,-1,-1
0.3908,-1,-1,-1
0.3912,-1,-1,-1
0.3916,-1,-1,-1
0.392,-1,-1,-1
0.3924,-1,-1,-1
0.3928,-1,-1,-1
0.3932,-1,-1,-1
0.3936,-1,-1,-1
0.394,-1,-1,-1
0.3944,-1,-1,-1
0.3948,-1,-1,-1
0.3952,-1,-1,-1
0.3956,-1,-1,-1
0.396,-1,-1,-1
0.3964,-1,-1,-1
0.3968,-1,-1,-1
0.3972,-1,-1,-1
0.3976,-1,-1,-1
0.398,-1,-1,-1
0.3984,-1,-1,-1
0.3988,-1,-1,-1
0.3992,-1,-1,-1
0.3996,-1,-1,-1
0.4,-1,-1,-1
0.4004,-1,-1,-1
0.4008,-1,-1,-1
0.4012,-1,-1,-1
0.4016,-1,-1,-1
0.402,-1,-1,-1
0.4024,-1,-1,-1
0.4028,-1,-1,-1
0.4032,-1,-1,-1
0.4036,-1,-1,-1
