"time","vIn.signalSource.y"
0.736,-5
0.7365,-5
0.737,-5
0.7375,-5
0.738,-5
0.7385,-5
0.739,-5
0.7395,-5
0.74,-5
0.7405,-5
0.741,-5
0.7415,-5
0.742,-5
0.7425,-5
0.743,-5
0.7435,-5
0.744,-5
0.7445,-5
0.745,-5
0.7455,-5
0.746,-5
0.7465,-5
0.747,-5
0.7475,-5
0.748,-5
0.7485,-5
0.749,-5
0.7495,-5
0.75,-5
0.7505,-5
0.751,-5
0.7515,-5
0.752,-5
0.7525,-5
0.753,-5
0.7535,-5
0.754,-5
0.7545,-5
0.755,-5
0.7555,-5
0.756,-5
0.7565,-5
0.757,-5
0.7575,-5
0.758,-5
0.7585,-5
0.759,-5
0.7595,-5
0.76,-5
0.7605,-5
0.761,-5
0.7615,-5
0.762,-5
0.7625,-5
0.763,-5
0.7635,-5
0.764,-5
0.7645,-5
0.765,-5
0.76500000001,-5
0.76500000001,-5
0.7655,-4.75000000499997
0.766,-4.500000005
0.7665,-4.25000000499997
0.767,-4.000000005
0.7675,-3.75000000499997
0.768,-3.500000005
0.7685,-3.25000000500003
0.769,-3.000000005
0.7695,-2.75000000500003
0.77,-2.500000005
0.7705,-2.25000000500003
0.771,-2.000000005
0.7715,-1.75000000500003
0.772,-1.500000005
0.7725,-1.25000000500002
0.773,-1.000000005
0.7735,-0.750000005000024
0.774,-0.500000004999997
0.7745,-0.250000005000024
0.775,-4.99999597280976e-09
0.7755,0.249999994999976
0.776,0.499999995000004
0.7765,0.749999994999976
0.777,0.999999995000005
0.7775,1.24999999499998
0.778,1.499999995
0.7785,1.74999999499998
0.779,1.99999999500001
0.7795,2.24999999499998
0.78,2.49999999500001
0.7805,2.74999999499998
0.781,2.99999999500001
0.7815,3.24999999499998
0.782,3.49999999500001
0.7825,3.74999999499998
0.783,3.99999999500001
0.7835,4.24999999499998
0.784,4.49999999500001
0.7845,4.74999999499998
0.785,4.99999999500001
0.78500000001,5.00000000000001
0.78500000001,5
0.7855,5
0.786,5
0.7865,5
0.787,5
0.7875,5
0.788,5
0.7885,5
0.789,5
0.7895,5
0.79,5
0.7905,5
0.791,5
0.7915,5
0.792,5
0.7925,5
0.793,5
0.7935,5
0.794,5
0.7945,5
0.795,5
0.7955,5
0.796,5
0.7965,5
0.797,5
0.7975,5
0.798,5
0.7985,5
0.799,5
0.7995,5
0.8,5
0.8005,5
0.801,5
0.8015,5
0.802,5
0.8025,5
0.803,5
0.8035,5
0.804,5
0.8045,5
0.805,5
0.8055,5
0.806,5
0.8065,5
0.807,5
0.8075,5
0.808,5
0.8085,5
0.809,5
0.8095,5
0.81,5
0.8105,5
0.811,5
0.8115,5
0.812,5
0.8125,5
0.813,5
0.8135,5
0.814,5
0.8145,5
0.815,5
0.81500000001,5
0.81500000001,4.99999999999995
0.8155,4.75000000499998
0.816,4.50000000499995
0.8165,4.25000000499998
0.817,4.00000000499995
0.8175,3.75000000499998
0.818,3.50000000499995
0.8185,3.25000000499998
0.819,3.00000000499995
0.8195,2.75000000499998
0.82,2.50000000499995
0.8205,2.25000000499998
0.821,2.00000000499995
0.8215,1.75000000499998
0.822,1.50000000499995
0.8225,1.25000000499998
0.823,1.00000000499995
0.8235,0.750000004999977
0.824,0.50000000499995
0.8245,0.250000004999977
0.825,4.99994889935351e-09
0.8255,-0.249999995000024
0.826,-0.499999995000051
0.8265,-0.749999995000024
0.827,-0.999999995000052
0.8275,-1.24999999500002
0.828,-1.49999999500005
0.8285,-1.74999999500002
0.829,-1.99999999500005
0.8295,-2.24999999500002
0.83,-2.49999999500005
0.8305,-2.74999999500003
0.831,-2.99999999500005
0.8315,-3.24999999500003
0.832,-3.49999999500005
0.8325,-3.74999999500003
0.833,-3.999999995
0.8335,-4.24999999500003
0.834,-4.499999995
0.8345,-4.74999999500003
0.835,-4.999999995
0.83500000001,-5
0.8355,-5
0.836,-5
0.8365,-5
0.837,-5
0.8375,-5
0.838,-5
0.8385,-5
0.839,-5
0.8395,-5
0.84,-5
0.8405,-5
0.841,-5
0.8415,-5
0.842,-5
0.8425,-5
0.843,-5
0.8435,-5
0.844,-5
0.8445,-5
0.845,-5
0.8455,-5
0.846,-5
0.8465,-5
0.847,-5
0.8475,-5
0.848,-5
0.8485,-5
0.849,-5
0.8495,-5
0.85,-5
0.8505,-5
0.851,-5
0.8515,-5
0.852,-5
0.8525,-5
0.853,-5
0.8535,-5
0.854,-5
0.8545,-5
0.855,-5
0.8555,-5
0.856,-5
0.8565,-5
0.857,-5
0.8575,-5
0.858,-5
0.8585,-5
0.859,-5
0.8595,-5
0.86,-5
0.8605,-5
0.861,-5
0.8615,-5
0.862,-5
0.8625,-5
0.863,-5
0.8635,-5
0.864,-5
0.8645,-5
0.865,-5
0.86500000001,-5
0.86500000001,-5
0.8655,-4.75000000499997
0.866,-4.500000005
0.8665,-4.25000000499997
0.867,-4.000000005
0.8675,-3.75000000499997
0.868,-3.500000005
0.8685,-3.25000000499997
0.869,-3.000000005
0.8695,-2.75000000499997
0.87,-2.500000005
0.8705,-2.25000000499997
0.871,-2.000000005
0.8715,-1.75000000499997
0.872,-1.500000005
0.8725,-1.25000000499997
0.873,-1.000000005
0.8735,-0.750000004999969
0.874,-0.500000004999997
0.8745,-0.250000004999968
0.875,-4.99999597280976e-09
0.8755,0.249999995000032
0.876,0.499999995000004
0.8765,0.749999995000032
0.877,0.999999995000005
0.8775,1.24999999500003
0.878,1.499999995
0.8785,1.74999999500003
0.879,1.99999999500001
0.8795,2.24999999500003
0.88,2.49999999500001
0.8805,2.74999999500003
0.881,2.99999999500001
0.8815,3.24999999500004
0.882,3.49999999500001
0.8825,3.74999999500004
0.883,3.99999999500001
0.8835,4.24999999500004
0.884,4.49999999500001
0.8845,4.74999999500004
0.885,4.99999999500001
0.88500000001,5.00000000000001
0.88500000001,5
0.8855,5
0.886,5
0.8865,5
0.887,5
0.8875,5
0.888,5
0.8885,5
0.889,5
0.8895,5
0.89,5
0.8905,5
0.891,5
0.8915,5
0.892,5
0.8925,5
0.893,5
0.8935,5
0.894,5
0.8945,5
0.895,5
0.8955,5
0.896,5
0.8965,5
0.897,5
0.8975,5
0.898,5
0.8985,5
0.899,5
0.8995,5
0.9,5
0.9005,5
0.901,5
0.9015,5
0.902,5
0.9025,5
0.903,5
0.9035,5
0.904,5
0.9045,5
0.905,5
0.9055,5
0.906,5
0.9065,5
0.907,5
0.9075,5
0.908,5
0.9085,5
0.909,5
0.9095,5
0.91,5
0.9105,5
0.911,5
0.9115,5
0.912,5
0.9125,5
0.913,5
0.9135,5
0.914,5
0.9145,5
0.915,5
0.91500000001,5
0.91500000001,5.00000000000001
0.9155,4.75000000500004
0.916,4.50000000500001
0.9165,4.25000000500004
0.917,4.00000000500001
0.9175,3.75000000500004
0.918,3.50000000500001
0.9185,3.25000000500004
0.919,3.00000000500001
0.9195,2.75000000500004
0.92,2.50000000500001
0.9205,2.25000000500003
0.921,2.00000000500001
0.9215,1.75000000500003
0.922,1.50000000500001
0.9225,1.25000000500003
0.923,1.00000000500001
0.9235,0.750000005000033
0.924,0.500000005000005
0.9245,0.250000005000032
0.925,5.00000485459395e-09
0.9255,-0.249999994999968
0.926,-0.499999994999996
0.9265,-0.749999994999969
0.927,-0.999999994999996
0.9275,-1.24999999499997
0.928,-1.499999995
0.9285,-1.74999999499997
0.929,-1.999999995
0.9295,-2.24999999499997
0.93,-2.499999995
0.9305,-2.74999999499997
0.931,-2.999999995
0.9315,-3.24999999499997
0.932,-3.499999995
0.9325,-3.74999999499997
0.933,-3.999999995
0.9335,-4.24999999499997
0.934,-4.499999995
0.9345,-4.74999999499997
0.935,-4.999999995
0.93500000001,-5
0.9355,-5
0.936,-5
0.9365,-5
0.937,-5
0.9375,-5
0.938,-5
0.9385,-5
0.939,-5
0.9395,-5
0.94,-5
0.9405,-5
0.941,-5
0.9415,-5
0.942,-5
0.9425,-5
0.943,-5
0.9435,-5
0.944,-5
0.9445,-5
0.945,-5
0.9455,-5
0.946,-5
0.9465,-5
0.947,-5
0.9475,-5
0.948,-5
0.9485,-5
0.949,-5
0.9495,-5
0.95,-5
0.9505,-5
0.951,-5
0.9515,-5
0.952,-5
0.9525,-5
0.953,-5
0.9535,-5
0.954,-5
0.9545,-5
0.955,-5
0.9555,-5
0.956,-5
0.9565,-5
0.957,-5
0.9575,-5
0.958,-5
0.9585,-5
0.959,-5
0.9595,-5
0.96,-5
0.9605,-5
0.961,-5
0.9615,-5
0.962,-5
0.9625,-5
0.963,-5
0.9635,-5
0.964,-5
0.9645,-5
0.965,-5
0.96500000001,-5
0.96500000001,-5
0.9655,-4.75000000499997
0.966,-4.500000005
0.9665,-4.25000000499997
0.967,-4.000000005
0.9675,-3.75000000499997
0.968,-3.500000005
0.9685,-3.25000000499997
0.969,-3.000000005
0.9695,-2.75000000499997
0.97,-2.500000005
0.9705,-2.25000000499997
0.971,-2.000000005
0.9715,-1.75000000499997
0.972,-1.500000005
0.9725,-1.25000000499997
0.973,-1.000000005
0.9735,-0.750000004999969
0.974,-0.500000004999997
0.9745,-0.250000004999968
0.975,-4.99999597280976e-09
0.9755,0.249999995000032
0.976,0.499999995000004
0.9765,0.749999995000032
0.977,0.999999995000005
0.9775,1.24999999500003
0.978,1.499999995
0.9785,1.74999999500003
0.979,1.99999999500001
0.9795,2.24999999500003
0.98,2.49999999500001
0.9805,2.74999999500003
0.981,2.99999999500001
0.9815,3.24999999500004
0.982,3.49999999500001
0.9825,3.74999999500004
0.983,3.99999999500001
0.9835,4.24999999500004
0.984,4.49999999500001
0.9845,4.74999999500004
0.985,4.99999999500001
0.98500000001,5.00000000000001
0.98500000001,5
0.9855,5
0.986,5
0.9865,5
0.987,5
0.9875,5
0.988,5
0.9885,5
0.989,5
0.9895,5
0.99,5
0.9905,5
0.991,5
0.9915,5
0.992,5
0.9925,5
0.993,5
0.9935,5
0.994,5
0.9945,5
0.995,5
0.9955,5
0.996,5
0.9965,5
0.997,5
0.9975,5
0.998,5
0.9985,5
0.999,5
0.9995,5
1,5
1,5
