"time","freeMotion.r_rel_a[1]","freeMotion.v_rel_a[1]","prismatic1.s","prismatic1.v","universal.phi_a","universal.phi_b","universal.w_a","universal.w_b","universal1.phi_a","universal1.phi_b","universal1.w_a","universal1.w_b"
0,-0.2,0.1,0.3,0.1,0,0,0.3,0.3,0,0,0.3,0.3
0.0004,-0.199960001805718,0.0999909667877838,0.300040001794305,0.100008966715511,0.000119902459471781,0.000119999879620994,0.299431690283853,0.299999298606357,0.000119902459471781,0.000119999879620994,0.299431690283853,0.299999298606357
0.0008,-0.199920007240786,0.0999818672617934,0.300080007159114,0.100017866745184,0.000239302029714636,0.000239999139309064,0.297726873049329,0.29999719790773,0.000239302029714636,0.000239999139309064,0.297726873049329,0.29999719790773
0.0012,-0.199880016328989,0.0999727015663329,0.300120016070466,0.100026699933606,0.000357790795453781,0.000359997278600911,0.294885784695694,0.299993705869824,0.000357790795453781,0.000359997278600911,0.294885784695694,0.299993705869824
0.0016,-0.199840029096282,0.099963469857874,0.300160028502078,0.10003546611272,0.000474922593880815,0.000479993753715142,0.290908823177597,0.299988835375836,0.000474922593880815,0.000479993753715142,0.290908823177597,0.299988835375836
0.002,-0.199800045566657,0.0999541722787914,0.30020004442954,0.100044165129539,0.000590284257334029,0.000599988066524657,0.285796512847501,0.299982603006838,0.000590284257334029,0.000599988066524657,0.285796512847501,0.299982603006838
0.0024,-0.199760065768551,0.0999448089948625,0.300240063823799,0.100052796805768,0.000703385293798119,0.000719979632841311,0.27954961825734,0.299975033140544,0.000703385293798119,0.000719979632841311,0.27954961825734,0.299975033140544
0.0028,-0.199720089728432,0.0999353801560501,0.300280086657681,0.100061360979858,0.000813768417150538,0.000839967918131406,0.272169017299637,0.299966154056857,0.000813768417150538,0.000839967918131406,0.272169017299637,0.299966154056857
0.0032,-0.199680117472938,0.099925885907882,0.300320112903707,0.100069857494695,0.000920972728824515,0.000959952396020015,0.263655767374949,0.299955999984768,0.000920972728824515,0.000959952396020015,0.263655767374949,0.299955999984768
0.0036,-0.19964014902825,0.0999163263868339,0.300360142534735,0.100078286202482,0.00102454461106547,0.00107993256328446,0.25401108245621,0.29994461036688,0.00102454461106547,0.00107993256328446,0.25401108245621,0.29994461036688
0.004,-0.19960018442046,0.0999067017218674,0.300400175523615,0.100086646963043,0.00112403168273463,0.00119990793375632,0.243236325564901,0.299932029589091,0.00112403168273463,0.00119990793375632,0.243236325564901,0.299932029589091
0.0044,-0.199560223675647,0.0998970120327767,0.300440211843099,0.100094939645446,0.00121898149235395,0.00131987804129125,0.231333029055094,0.29991830768014,0.00121898149235395,0.00131987804129125,0.231333029055094,0.29991830768014
0.0048,-0.199520266819782,0.0998872574306541,0.300480251465954,0.100103164127572,0.00130894324994848,0.00143984243962303,0.218302871556549,0.299903499564308,0.00130894324994848,0.00143984243962303,0.218302871556549,0.299903499564308
