"time","J1.phi","J1.w","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","clutch1.mode","clutch1.startBackward","clutch1.startForward","clutch2.mode","clutch2.startBackward","clutch2.startForward","clutch3.mode","clutch3.startBackward","clutch3.startForward"
0.011,0.109464266046769,9.9088186008208,-0.10885927584801,-9.79882210426647,-0.00060499019875855,-0.109996496554332,1.29509392938341e-19,2.49947719218807e-17,-1,0,0,2,0,0,2,0,0
0.0115,0.114417852473216,9.90554938424527,-0.113756614164314,-9.79055338741263,-0.000661238308902373,-0.114995996832636,1.42323568804599e-19,2.62715329798481e-17,-1,0,0,2,0,0,2,0,0
0.012,0.119369823905647,9.90235381841176,-0.118649837740466,-9.7823583667,-0.00071998616518084,-0.119995451711755,1.5578293904769e-19,2.75638037723544e-17,-1,0,0,2,0,0,2,0,0
0.0125,0.124320214205843,9.89923118861509,-0.123538980476004,-9.77423632939674,-0.000781233729838297,-0.12499485921835,1.69879087883809e-19,2.88477910242497e-17,-1,0,0,2,0,0,2,0,0
0.013,0.129269060737819,9.89618112030457,-0.128424079754456,-9.76618690292574,-0.000844980983363266,-0.129994217378827,1.84613511754728e-19,3.01255212631486e-17,-1,0,0,2,0,0,2,0,0
0.0135,0.134216401042928,9.89320325615309,-0.13330517313576,-9.75820973193351,-0.000911227907168054,-0.134993524219579,1.99988209003982e-19,3.14003283925283e-17,-1,0,0,2,0,0,2,0,0
0.014,0.139162272001824,9.89029717487599,-0.138182297522591,-9.75030439710894,-0.000979974479233353,-0.139992777767047,2.16003328266917e-19,3.26707470707122e-17,-1,0,0,2,0,0,2,0,0
0.0145,0.144106705526128,9.88746209655067,-0.143055484868557,-9.74247012050311,-0.00105122065757122,-0.144991976047557,2.32656764937026e-19,3.39405118798812e-17,-1,0,0,2,0,0,2,0,0
0.015,0.149049738920698,9.88469763050903,-0.147924772498831,-9.73470651342147,-0.00112496642186705,-0.14999111708756,2.49948860006669e-19,3.52077135660387e-17,-1,0,0,2,0,0,2,0,0
0.0155,0.153991407388399,9.88200323437255,-0.15279019564504,-9.72701303545909,-0.00120121174335914,-0.154990198913458,2.67879001305667e-19,3.6472642538136e-17,-1,0,0,2,0,0,2,0,0
0.016,0.158931745897789,9.87937834885184,-0.157651789305445,-9.7193891293002,-0.0012799565923442,-0.159989219551647,2.86446470416615e-19,3.77358343973985e-17,-1,0,0,2,0,0,2,0,0
0.0165,0.163870789183124,9.87682239774666,-0.162509588244947,-9.71183422071814,-0.00136120093817737,-0.164988177028519,3.0565044267488e-19,3.89980699373258e-17,-1,0,0,2,0,0,2,0,0
0.017,0.168808571744353,9.87433478794586,-0.16736362699508,-9.7043477185754,-0.00144494474927219,-0.169987069370461,3.25489987168598e-19,4.02603751436915e-17,-1,0,0,2,0,0,2,0,0
0.0175,0.173745127847118,9.87191490942745,-0.172213939854017,-9.6969290148236,-0.00153118799310064,-0.174985894603852,3.45964066738681e-19,4.15240211945434e-17,-1,0,0,2,0,0,2,0,0
0.018,0.17868049040414,9.86956209858082,-0.17706055977048,-9.68957744782511,-0.0016199306336593,-0.179984650755704,3.67040547712504e-19,4.27696931999932e-17,-1,0,0,2,0,0,2,0,0
0.0185,0.183614691574139,9.8672756578445,-0.181903518941312,-9.68229232199118,-0.00171117263282601,-0.184983335853319,3.88672792499153e-19,4.39686435322882e-17,-1,0,0,2,0,0,2,0,0
0.019,0.188547765705472,9.86505495222345,-0.186742851748445,-9.67507300430083,-0.00180491395702753,-0.189981947922615,4.10881210351847e-19,4.51375092041298e-17,-1,0,0,2,0,0,2,0,0
0.0195,0.193479745661971,9.86289928881893,-0.191578591093054,-9.66791880382871,-0.00190115456891715,-0.194980484990215,4.33651468031575e-19,4.6269890380087e-17,-1,0,0,2,0,0,2,0,0
0.02,0.198410664028709,9.86080795636384,-0.196410769598604,-9.66082901128107,-0.00199989443010589,-0.199978945082764,4.56967894570803e-19,4.73588046310457e-17,-1,0,0,2,0,0,2,0,0
0.0205,0.203340553112004,9.85878022522271,-0.201239419610842,-9.65380289899579,-0.0021011335011625,-0.204977326226924,4.80813481273478e-19,4.83966869342088e-17,-1,0,0,2,0,0,2,0,0
0.021,0.208269444939416,9.85681534739173,-0.206064573197802,-9.64683972094235,-0.00220487174161345,-0.209975626449378,5.05169881715026e-19,4.93753896730961e-17,-1,0,0,2,0,0,2,0,0
0.0215,0.213197371259749,9.85491255649871,-0.210886262149806,-9.63993871272188,-0.00231110910994296,-0.214973843776831,5.3001741174235e-19,5.02861826375445e-17,-1,0,0,2,0,0,2,0,0
0.022,0.218124358830408,9.8530712569058,-0.215704513261727,-9.63309928066954,-0.00241984556868038,-0.219971976236256,5.55505303097344e-19,5.12774143743166e-17,-1,0,0,2,0,0,2,0,0
0.0225,0.223050439897102,9.85129060319379,-0.220519358824015,-9.62632058133945,-0.00253108107308713,-0.224970021854341,5.81573103194396e-19,5.2303913937332e-17,-1,0,0,2,0,0,2,0,0
0.023,0.227975645586331,9.84956976529969,-0.225330830008041,-9.61960178664185,-0.00264481557828962,-0.229967978657838,6.08189384768524e-19,5.33480451287017e-17,-1,0,0,2,0,0,2,0,0
0.0235,0.232900005869609,9.84790792995237,-0.230138956830291,-9.6129420852788,-0.00276104903931791,-0.234965844673564,6.35353038394457e-19,5.44209034207109e-17,-1,0,0,2,0,0,2,0,0
0.024,0.237823550387778,9.84630426759539,-0.234943768977562,-9.60634064966703,-0.00287978141021584,-0.239963617928362,6.63063492359862e-19,5.55347384222988e-17,-1,0,0,2,0,0,2,0,0
0.0245,0.242746308451014,9.84475793238707,-0.239745295806973,-9.59979663593797,-0.00300101264404102,-0.244961296449094,6.91320712665342e-19,5.6702953879059e-17,-1,0,0,2,0,0,2,0,0
0.025,0.247668309038824,9.8432680622004,-0.244543566345959,-9.59330918393775,-0.00312474269286484,-0.249958878262647,7.20125203024432e-19,5.79401076732391e-17,-1,0,0,2,0,0,2,0,0
0.0255,0.252589579370169,9.84183381239852,-0.2493386078623,-9.58687745100231,-0.00325097150786832,-0.254956361396211,7.49480063205344e-19,5.92170366116435e-17,-1,0,0,2,0,0,2,0,0
0.026,0.257510142301122,9.84045441730537,-0.254130443261605,-9.58050067342759,-0.00337969903951662,-0.259953743877785,7.79394735181798e-19,6.03791842182015e-17,-1,0,0,2,0,0,2,0,0
0.0265,0.262430028991419,9.83912889100593,-0.258919103754709,-9.57417786727223,-0.00351092523670973,-0.264951023733704,8.09866769286185e-19,6.15441283793134e-17,-1,0,0,2,0,0,2,0,0
0.027,0.267349266376597,9.83785632326987,-0.263704616328974,-9.56790812427878,-0.00364465004762249,-0.269948198991086,8.40899858402447e-19,6.27084064808932e-17,-1,0,0,2,0,0,2,0,0
0.0275,0.272267881006523,9.83663578888078,-0.268487007587076,-9.5616905212037,-0.00378087341944718,-0.274945267677083,8.72498312304418e-19,6.38679838585914e-17,-1,0,0,2,0,0,2,0,0
0.028,0.277185899045394,9.83546634763622,-0.273266303747001,-9.55552411981734,-0.00391959529839357,-0.27994222781888,9.04667057655819e-19,6.50182537977959e-17,-1,0,0,2,0,0,2,0,0
0.0285,0.282103346271735,9.83434704434764,-0.278042530642046,-9.54940796690394,-0.00406081562968885,-0.284939077443697,9.37411638010259e-19,6.61540375336317e-17,-1,0,0,2,0,0,2,0,0
0.029,0.287020248078398,9.83327690884044,-0.282815713720821,-9.54334109426166,-0.0042045343575777,-0.289935814578785,9.70738213811238e-19,6.72695842509608e-17,-1,0,0,2,0,0,2,0,0
0.0295,0.291936625053852,9.83225508330446,-0.287585873628442,-9.53732264605244,-0.00435075142540908,-0.294932437252021,1.00456180955795e-18,6.83711157808896e-17,-1,0,0,2,0,0,2,0,0
0.03,0.29685250089674,9.83128059419061,-0.292353034121259,-9.53135165069976,-0.00449946677548073,-0.299928943490848,1.0388706565331e-18,6.94543572169992e-17,-1,0,0,2,0,0,2,0,0
0.0305,0.301767901174912,9.83035238797665,-0.297117220825849,-9.52542705665421,-0.00465068034906352,-0.30492533132244,1.07370042446952e-18,7.05080600318157e-17,-1,0,0,2,0,0,2,0,0
0.031,0.306682848994359,9.82946945599147,-0.301878456907873,-9.51954785721718,-0.00480439208648657,-0.309921598774283,1.10904428879675e-18,7.15262979269372e-17,-1,0,0,2,0,0,2,0,0
0.0315,0.311597367020363,9.82863077616409,-0.306636765093266,-9.51371303229019,-0.00496060192709757,-0.314917743873903,1.14489489901068e-18,7.25027288036384e-17,-1,0,0,2,0,0,2,0,0
0.032,0.316511477477498,9.8278353130237,-0.311392167668235,-9.50792154837483,-0.00511930980926273,-0.319913764648869,1.18124437867348e-18,7.34305947628719e-17,-1,0,0,2,0,0,2,0,0
0.0325,0.321425202149629,9.82708201769959,-0.316144686479263,-9.5021723585728,-0.00528051567036681,-0.324909659126787,1.21808432541367e-18,7.43027221052669e-17,-1,0,0,2,0,0,2,0,0
0.033,0.32633856216938,9.82636983537214,-0.320894342722581,-9.4964644100368,-0.00544421944679923,-0.32990542533533,1.25540454064627e-18,7.51152802320331e-17,-1,0,0,2,0,0,2,0,0
0.0335,0.331251572208051,9.82569791089431,-0.32564115113448,-9.49079684959143,-0.00561042107357122,-0.334901061302879,1.29315797391209e-18,7.59715152907769e-17,-1,0,0,2,0,0,2,0,0
0.034,0.336164256068936,9.82506503693664,-0.330385135583593,-9.48516847187984,-0.00577912048534336,-0.339896565056794,1.33135480661561e-18,7.68033458054716e-17,-1,0,0,2,0,0,2,0,0
0.0345,0.341076633159385,9.82447013274758,-0.33512631554385,-9.47957819812267,-0.00595031761553413,-0.344891934624914,1.36998082992765e-18,7.76128916494892e-17,-1,0,0,2,0,0,2,0,0
0.035,0.34598872239857,9.82391210585559,-0.339864710001992,-9.47402493782046,-0.00612401239657743,-0.349887168035125,1.4090210226941e-18,7.84027043597663e-17,-1,0,0,2,0,0,2,0,0
0.0355,0.350900542217491,9.82338985206911,-0.344600337457568,-9.46850758875375,-0.00630020475992257,-0.354882263315358,1.44845955143595e-18,7.9175767136804e-17,-1,0,0,2,0,0,2,0,0
0.036,0.355812110558974,9.82290225547658,-0.34933321592294,-9.46302503698298,-0.00647889463603427,-0.359877218493592,1.48827977034928e-18,7.99354948446683e-17,-1,0,0,2,0,0,2,0,0
0.0365,0.36072344487767,9.8224481884464,-0.354063362923277,-9.45757615684855,-0.00666008195439267,-0.364872031597849,1.52846422130524e-18,8.06857340109897e-17,-1,0,0,2,0,0,2,0,0
0.037,0.365634560588864,9.82202659601957,-0.358790793945419,-9.45215989536314,-0.00684376664344469,-0.36986670065643,1.56899781062674e-18,8.14087851179945e-17,-1,0,0,2,0,0,2,0,0
0.0375,0.370545472361782,9.82163642554727,-0.363515523731137,-9.44677520184956,-0.00702994863064458,-0.374861223697716,1.6098651604494e-18,8.20837265275977e-17,-1,0,0,2,0,0,2,0,0
0.038,0.375456197103591,9.82127646434646,-0.368237569261043,-9.44142086559672,-0.00721862784254747,-0.379855598749736,1.65104449761336e-18,8.27286926055903e-17,-1,0,0,2,0,0,2,0,0
0.0385,0.380366749703893,9.8209455712204,-0.372956945499217,-9.43609574737962,-0.00740980420467595,-0.384849823840787,1.69251636875846e-18,8.3340580585972e-17,-1,0,0,2,0,0,2,0,0
0.039,0.385277144482614,9.8206425976866,-0.377673666841049,-9.43079870068737,-0.00760347764156547,-0.389843896999226,1.73426067511537e-18,8.39155646028198e-17,-1,0,0,2,0,0,2,0,0
0.0395,0.390187395185381,9.82036638822819,-0.382387747108617,-9.42552857197472,-0.0077996480767642,-0.39483781625347,1.77625668197188e-18,8.44490302002084e-17,-1,0,0,2,0,0,2,0,0
0.04,0.395097514978896,9.82011578054544,-0.387099199546063,-9.42028420091344,-0.00799831543283288,-0.399831579631991,1.81848302813921e-18,8.49355088421296e-17,-1,0,0,2,0,0,2,0,0
0.0405,0.400007516446317,9.81988960580725,-0.391808036814972,-9.41506442064392,-0.00819947963134466,-0.404825185163327,1.86091773541826e-18,8.53686124224117e-17,-1,0,0,2,0,0,2,0,0
0.041,0.404917411582637,9.81968668890259,-0.396514270989752,-9.40986805802652,-0.00840314059288498,-0.409818630876073,1.90353821806593e-18,8.57409677746393e-17,-1,0,0,2,0,0,2,0,0
0.0415,0.409827211790057,9.81950584869203,-0.401217913553005,-9.40469393389314,-0.0086092982370514,-0.414811914798887,1.9463212922614e-18,8.60441511820731e-17,-1,0,0,2,0,0,2,0,0
0.042,0.414736927873368,9.81934589825915,-0.405918975390915,-9.39954086329866,-0.0088179524824535,-0.419805034960488,1.98924318557244e-18,8.6268622887569e-17,-1,0,0,2,0,0,2,0,0
0.0425,0.419646570035328,9.81920564516207,-0.410617466788615,-9.39440765577241,-0.00902910324671267,-0.42479798938966,2.03227954642164e-18,8.6403661603498e-17,-1,0,0,2,0,0,2,0,0
0.043,0.424556147872035,9.81908389168489,-0.415313397425573,-9.38929311556964,-0.00924275044646201,-0.429790776115248,2.07540545355278e-18,8.64372990216662e-17,-1,0,0,2,0,0,2,0,0
0.0435,0.429465670368314,9.8189794350892,-0.420006776370968,-9.38419604192304,-0.00945889399734619,-0.434783393166164,2.11859542549707e-18,8.63562543232335e-17,-1,0,0,2,0,0,2,0,0
0.044,0.434375145893084,9.81889106786553,-0.424697612079063,-9.37911522929415,-0.00967753381402127,-0.439775838571383,2.16182343003943e-18,8.61458686886342e-17,-1,0,0,2,0,0,2,0,0
0.0445,0.439284582004281,9.81881759488799,-0.4293859121941,-9.37404948452794,-0.00989866981017998,-0.444768110360049,2.20514697207619e-18,8.59035351596869e-17,-1,0,0,2,0,0,2,0,0
0.045,0.444193985318627,9.8187578448127,-0.434071683420058,-9.36899763825115,-0.0101223018985684,-0.449760206561547,2.24876254946948e-18,8.59134788648396e-17,-1,0,0,2,0,0,2,0,0
0.0455,0.449103362734076,9.81871056143022,-0.438754932743254,-9.36395843622539,-0.0103484299908218,-0.45475212520483,2.29246398494995e-18,8.5915494311314e-17,-1,0,0,2,0,0,2,0,0
0.046,0.454012720058819,9.81867452517942,-0.443435666061172,-9.35893066086025,-0.0105770539976475,-0.459743864319169,2.33624561001427e-18,8.59190902216097e-17,-1,0,0,2,0,0,2,0,0
0.0465,0.45892206245712,9.81864851342142,-0.448113888628357,-9.35391309148751,-0.0108081738287637,-0.464735421933904,2.38010342088268e-18,8.59349965837899e-17,-1,0,0,2,0,0,2,0,0
0.047,0.46383139444449,9.81863130070951,-0.452789605051589,-9.34890450463106,-0.0110417893929001,-0.469726796078449,2.42403518014159e-18,8.59752235879271e-17,-1,0,0,2,0,0,2,0,0
0.0475,0.468740719882851,9.81862165905924,-0.457462819285054,-9.34390367427695,-0.0112779005977973,-0.474717984782289,2.4680405183862e-18,8.60531205625488e-17,-1,0,0,2,0,0,2,0,0
0.048,0.473650041975712,9.81861835821842,-0.462133534625505,-9.33890937214343,-0.0115165073502072,-0.479708986074982,2.51212103586304e-18,8.61834349110845e-17,-1,0,0,2,0,0,2,0,0
0.0485,0.478559363263332,9.81862016593705,-0.466801753707439,-9.33392036795088,-0.0117576095558922,-0.484699797986163,2.55628040411263e-18,8.63823710483109e-17,-1,0,0,2,0,0,2,0,0
0.049,0.483468685617888,9.81862584823742,-0.471467478498262,-9.32893542969188,-0.0120012071196256,-0.489690418545538,2.60052446761203e-18,8.66676493367987e-17,-1,0,0,2,0,0,2,0,0
0.0495,0.488378010238651,9.81863416968409,-0.476130710293459,-9.32395332390119,-0.0122472999451916,-0.494680845782894,2.64486134541742e-18,8.70585650233582e-17,-1,0,0,2,0,0,2,0,0
0.05,0.493287337647147,9.81864389365385,-0.480791449711763,-9.31897281592576,-0.0124958879353844,-0.499671077728088,2.68930153280675e-18,8.75760471754854e-17,-1,0,0,2,0,0,2,0,0
0.0505,0.498196667682332,9.81865378260581,-0.485449696690323,-9.31399267019474,-0.0127469709920091,-0.504661112411061,2.73385800292231e-18,8.82427176178085e-17,-1,0,0,2,0,0,2,0,0
0.051,0.503105999495756,9.81866259835132,-0.490105450479874,-9.30901165048949,-0.0130005490158808,-0.509650947861828,2.77854630841329e-18,8.90829498685337e-17,-1,0,0,2,0,0,2,0,0
0.0515,0.508015340814812,9.81866919453596,-0.494758718907168,-9.30402861242553,-0.0132566219076437,-0.51464058211043,2.823227424467e-18,8.97295553587355e-17,-1,0,0,2,0,0,2,0,0
0.052,0.512924690427049,9.81867234268679,-0.499409500860825,-9.29904232949975,-0.0135151895662239,-0.519630013187034,2.86790497068807e-18,9.01670703150555e-17,-1,0,0,2,0,0,2,0,0
0.0525,0.517834040830494,9.81867075889964,-0.504057788941431,-9.29405151977772,-0.0137762518890635,-0.524619239121925,2.91268026053134e-18,9.06191193723969e-17,-1,0,0,2,0,0,2,0,0
0.053,0.52274338925184,9.81866321378161,-0.508703580478745,-9.28905495583617,-0.0140398087730949,-0.529608257945433,2.95756536711415e-18,9.10806159165996e-17,-1,0,0,2,0,0,2,0,0
0.0535,0.527652732279289,9.8186484793691,-0.513346872165022,-9.28405141168112,-0.0143058601142664,-0.534597067687974,3.00257421141066e-18,9.15454182683311e-17,-1,0,0,2,0,0,2,0,0
0.054,0.532562065860412,9.81862532942461,-0.517987660052869,-9.27903966304457,-0.0145744058075429,-0.539585666380042,3.04772261830431e-18,9.2006274578544e-17,-1,0,0,2,0,0,2,0,0
0.0545,0.537471385300003,9.81859253973347,-0.522625939553097,-9.27401848768125,-0.0148454457469054,-0.544574052052218,3.09302837264023e-18,9.24547677239325e-17,-1,0,0,2,0,0,2,0,0
0.055,0.542380685257937,9.81854888840055,-0.527261705432586,-9.26898666566538,-0.0151189798253517,-0.549562222735165,3.13851127527767e-18,9.28812602023893e-17,-1,0,0,2,0,0,2,0,0
0.0555,0.547289959747025,9.81849315614703,-0.531894951812128,-9.2639429796874,-0.0153950079348959,-0.554550176459632,3.18419319914244e-18,9.32748390284628e-17,-1,0,0,2,0,0,2,0,0
0.056,0.552199202130865,9.81842412660715,-0.536525672164296,-9.2588862153507,-0.0156735299665692,-0.559537911256452,3.23009814527932e-18,9.3623260628814e-17,-1,0,0,2,0,0,2,0,0
0.0565,0.557108405121707,9.81834058662493,-0.541153859311287,-9.25381516146837,-0.0159545458104194,-0.564525425156547,3.2762522989045e-18,9.39128957376732e-17,-1,0,0,2,0,0,2,0,0
0.057,0.562017560778299,9.81824132655087,-0.545779505422788,-9.24872861035995,-0.0162380553555114,-0.569512716190925,3.32268408545802e-18,9.41286742922971e-17,-1,0,0,2,0,0,2,0,0
0.0575,0.566926660503752,9.81812514053881,-0.550402602013824,-9.24362535814813,-0.0165240584899274,-0.574499782390681,3.36942422665618e-18,9.42540303284259e-17,-1,0,0,2,0,0,2,0,0
0.058,0.571835695043386,9.81799082684253,-0.55502313994262,-9.23850420505553,-0.0168125551007666,-0.579486621787,3.41650579654395e-18,9.427084687574e-17,-1,0,0,2,0,0,2,0,0
0.0585,0.576744666664704,9.8178372358524,-0.559641121590706,-9.23336400344121,-0.0171035450739975,-0.584473232411188,3.46365348558873e-18,9.47440047968058e-17,-1,0,0,2,0,0,2,0,0
0.059,0.581653557423894,9.8176631460418,-0.56425652912905,-9.22820353374721,-0.0173970282948438,-0.58945961229459,3.51109319202995e-18,9.52985806684714e-17,-1,0,0,2,0,0,2,0,0
0.0595,0.586562355895789,9.81746736902289,-0.568869351248329,-9.22302160955422,-0.0176930046474595,-0.594445759468662,3.55887008431391e-18,9.59026310400112e-17,-1,0,0,2,0,0,2,0,0
0.06,0.591471050831656,9.81724872499756,-0.57347957681665,-9.21781705303261,-0.017991474015006,-0.599431671964953,3.60701040574641e-18,9.65628859899143e-17,-1,0,0,2,0,0,2,0,0
0.0605,0.596379630365233,9.81700603995121,-0.578087194085571,-9.21258869213611,-0.0182924362796621,-0.604417347815104,3.65554173172658e-18,9.72866953215256e-17,-1,0,0,2,0,0,2,0,0
0.061,0.6012880820123,9.81673814595617,-0.582692190689676,-9.20733536090532,-0.0185958913226236,-0.609402785050853,3.70449298194545e-18,9.80820559482548e-17,-1,0,0,2,0,0,2,0,0
0.0615,0.606196392670256,9.8164438814752,-0.587294553646152,-9.20205589977117,-0.018901839024104,-0.614387981704029,3.75389443258451e-18,9.89576392787876e-17,-1,0,0,2,0,0,2,0,0
0.062,0.611104548617691,9.81612209166496,-0.591894269354357,-9.1967491558584,-0.0192102792633342,-0.619372935806558,3.80377772851422e-18,9.99228186022948e-17,-1,0,0,2,0,0,2,0,0
0.0625,0.616012535513963,9.81577162867948,-0.5964913235954,-9.19141398328902,-0.0195212119185627,-0.62435764539046,3.8541758954926e-18,1.00987696473643e-16,-1,0,0,2,0,0,2,0,0
0.063,0.620920338398773,9.81539135197366,-0.601085701531717,-9.18604924348581,-0.019834636867056,-0.629342108487855,3.90512335236373e-18,1.02163132098604e-16,-1,0,0,2,0,0,2,0,0
0.0635,0.625827941691738,9.81498012860674,-0.60567738770664,-9.18065380547578,-0.0201505539850979,-0.634326323130956,3.95665592325634e-18,1.03460768719066e-16,-1,0,0,2,0,0,2,0,0
0.064,0.630735329191964,9.81453683354573,-0.610266366043974,-9.17522654619364,-0.0204689631479906,-0.63931028735208,4.00881084978233e-18,1.04893060998242e-16,-1,0,0,2,0,0,2,0,0
0.0645,0.635642484077628,9.81406034996896,-0.614852619847574,-9.16976635078532,-0.020789864230054,-0.644293999183638,4.06162680323535e-18,1.06473302405881e-16,-1,0,0,2,0,0,2,0,0
0.065,0.640549392521133,9.81354955933992,-0.619436135416629,-9.16427210268179,-0.021113257104504,-0.649277456658126,4.11507668667971e-18,1.08112734173975e-16,-1,0,0,2,0,0,2,0,0
0.0655,0.645456045703666,9.81300333600975,-0.624016904060281,-9.15874267820163,-0.0214391416433842,-0.654260657808113,4.16903019076761e-18,1.09563215954317e-16,-1,0,0,2,0,0,2,0,0
0.066,0.650362416909739,9.812420612326,-0.628594899191398,-9.15317701165964,-0.0217675177183409,-0.659243600666354,4.22367958707636e-18,1.1106924925603e-16,-1,0,0,2,0,0,2,0,0
0.0665,0.655268487535754,9.81180030534879,-0.633170102336011,-9.14757402208313,-0.0220983851997433,-0.664226283265662,4.27905625977416e-18,1.12627654049378e-16,-1,0,0,2,0,0,2,0,0
0.067,0.660174238410115,9.81114134171114,-0.637742494453138,-9.14193263807218,-0.0224317439569772,-0.669208703638954,4.33519206014436e-18,1.14234658667165e-16,-1,0,0,2,0,0,2,0,0
0.0675,0.665079649794646,9.81044265791718,-0.6423120559362,-9.13625179809793,-0.0227675938584451,-0.67419085981925,4.39211928455115e-18,1.15885874769258e-16,-1,0,0,2,0,0,2,0,0
0.068,0.669984701386001,9.8097032006405,-0.646878766614435,-9.13053045080082,-0.0231059347715664,-0.679172749839674,4.4498706524051e-18,1.17576272307117e-16,-1,0,0,2,0,0,2,0,0
0.0685,0.674889372317091,9.80892192702231,-0.651442605754314,-9.12476755528885,-0.023446766562777,-0.684154371733457,4.50847928412884e-18,1.1930015448832e-16,-1,0,0,2,0,0,2,0,0
