"time","leftBoundary1.ports[1].m_flow","leftBoundary1.ports[1].p","leftBoundary1.ports[1].h_outflow","rightBoundary1.ports[1].m_flow","rightBoundary1.ports[1].p","rightBoundary1.ports[1].h_outflow","suddenExpansion1.port_b.m_flow","suddenExpansion1.port_b.p","suddenExpansion1.port_b.h_outflow","leftBoundary2.ports[1].m_flow","leftBoundary2.ports[1].p","leftBoundary2.ports[1].h_outflow","rightBoundary2.ports[1].m_flow","rightBoundary2.ports[1].p","rightBoundary2.ports[1].h_outflow","suddenExpansion2.port_b.m_flow","suddenExpansion2.port_b.p","suddenExpansion2.port_b.h_outflow","leftAdapter.port_b.m_flow","leftAdapter.port_b.p","leftAdapter.port_b.h_outflow","rightAdapter.port_b.m_flow","rightAdapter.port_b.p","rightAdapter.port_b.h_outflow"
0,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
0.000202,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
0.000404,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
0.000606,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
0.000808,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
0.00101,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
0.001212,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
0.001414,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
0.001616,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
0.001818,30.3100134991949,100000,84011.8111671368,-30.3100134991949,110000,84021.2223400392,30.3100134991949,110000,84011.8111671368,29.3026433376414,100000,84011.8111671368,-29.3026433376414,110000,84021.2223400392,29.3026433376414,109346.334751235,84011.8111671368,-29.3026433376414,100000,84021.2223400392,29.3026433376414,110000,84011.8111671368
