"time","bearingFriction.phi","bearingFriction.w","gear2_1.phi_rel","gear2_1.w_rel","gear2_2.phi_rel","gear2_2.w_rel","inertia1.phi","inertia1.w","inertia11.phi","inertia11.w","inertia2.phi","inertia2.w","inertia20.phi","inertia20.w","inertia21.phi","inertia21.w","inertia3.phi","inertia3.w","inertia5.phi","inertia5.w","inertia7.phi","inertia7.w","inertia9.phi","inertia9.w","position.phi","position.w","position1.phi","position1.w","position2.phi","position2.w","position3.phi","position3.w","position4.phi","position4.w","position5.phi","position5.w","slidingMass.s","slidingMass.v","slidingMass1.s","slidingMass1.v","bearingFriction.mode","bearingFriction.startBackward","bearingFriction.startForward","bearingFriction1.mode","bearingFriction1.startBackward","bearingFriction1.startForward","brake.mode","brake.startBackward","brake.startForward","brake1.mode","brake1.startBackward","brake1.startForward","gear2_1.lossyGear.mode","gear2_2.lossyGear.mode","lossyGear.mode","lossyGear1.mode"
0.0008,0,0,0,0,0,0,0,0,0,0,0,0,6.40707265931882e-07,0.0016026520071417,6.40707265931882e-07,0.0016026520071417,0,0,0,0,0,0,0,0,7.46069108066143e-05,0.26700530863702,7.46069108066143e-05,0.26700530863702,1.58368338095263e-07,0.000581900604828847,1.58368338095263e-07,0.000581900604828847,5.36179655729525e-10,2.01061549102876e-06,5.36179655729525e-10,2.01061549102876e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0009,0,0,0,0,0,0,0,0,0,0,0,0,8.11007008186182e-07,0.00180335666544318,8.11007008186182e-07,0.00180335666544318,0,0,0,0,0,0,0,0,0.000104426285073784,0.330234733235792,0.000104426285073784,0.330234733235792,2.23794210004257e-07,0.00072912893543537,2.23794210004257e-07,0.00072912893543537,7.63421036762203e-10,2.54468369452167e-06,7.63421036762203e-10,2.54468369452167e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.001,0,0,0,0,0,0,0,0,0,0,0,0,1.00138136504109e-06,0.00200414430160985,1.00138136504109e-06,0.00200414430160985,0,0,0,0,0,0,0,0,0.000140820040277875,0.398419407671771,0.000140820040277875,0.398419407671771,3.04690704747861e-07,0.000891235919071039,3.04690704747861e-07,0.000891235919071039,1.04721079937724e-09,3.14158274437195e-06,1.04721079937724e-09,3.14158274437195e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0011,0,0,0,0,0,0,0,0,0,0,0,0,1.21183863496464e-06,0.00220501493179913,1.21183863496464e-06,0.00220501493179913,0,0,0,0,0,0,0,0,0.000184261646452175,0.471122696436822,0.000184261646452175,0.471122696436822,4.02522551706002e-07,0.00106776132339091,4.02522551706002e-07,0.00106776132339091,1.39383193944563e-09,3.80131240490615e-06,1.39383193944563e-09,3.80131240490615e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0012,0,0,0,0,0,0,0,0,0,0,0,0,1.44238711804735e-06,0.00240596857215521,1.44238711804735e-06,0.00240596857215521,0,0,0,0,0,0,0,0,0.000235181950717305,0.547930219820233,0.000235181950717305,0.547930219820233,5.18709120019365e-07,0.00125825915857118,5.18709120019365e-07,0.00125825915857118,1.80956744895472e-09,4.52387241556441e-06,1.80956744895472e-09,4.52387241556441e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0013,0,0,0,0,0,0,0,0,0,0,0,0,1.69303511618484e-06,0.00260700523880963,1.69303511618484e-06,0.00260700523880963,0,0,0,0,0,0,0,0,0.000293971493677772,0.628448963559416,0.000293971493677772,0.628448963559416,6.54625899236029e-07,0.0014622972122444,6.54625899236029e-07,0.0014622972122444,2.30070037584205e-09,5.30926249119994e-06,2.30070037584205e-09,5.30926249119994e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0014,0,0,0,0,0,0,0,0,0,0,0,0,1.96379093312491e-06,0.00280812494788134,1.96379093312491e-06,0.00280812494788134,0,0,0,0,0,0,0,0,0.000360982892343202,0.71230636919114,0.000360982892343202,0.71230636919114,8.11606003922617e-07,0.00167945657680061,8.11606003922617e-07,0.00167945657680061,2.87351385816277e-09,6.15748232204283e-06,2.87351385816277e-09,6.15748232204283e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0015,0,0,0,0,0,0,0,0,0,0,0,0,2.25466287392615e-06,0.00300932771547534,2.25466287392615e-06,0.00300932771547534,0,0,0,0,0,0,0,0,0.000436532051076617,0.799149777036683,0.000436532051076617,0.799149777036683,9.90941062712237e-07,0.00190933136992226,9.90941062712237e-07,0.00190933136992226,3.53429087114846e-09,7.0685315731832e-06,3.53429087114846e-09,7.0685315731832e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0016,0,0,0,0,0,0,0,0,0,0,0,0,2.56565924511473e-06,0.00321061355768303,2.56565924511473e-06,0.00321061355768303,0,0,0,0,0,0,0,0,0.000520900656566615,0.888645476542676,0.000520900656566615,0.888645476542676,1.19388279589303e-06,0.0021515282390268,1.19388279589303e-06,0.0021515282390268,4.28931429192123e-09,8.04240988475137e-06,4.28931429192123e-09,8.04240988475137e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0017,0,0,0,0,0,0,0,0,0,0,0,0,2.89678835503085e-06,0.00341198249058328,2.89678835503085e-06,0.00341198249058328,0,0,0,0,0,0,0,0,0.000614338074677504,0.98047793466493,0.000614338074677504,0.98047793466493,1.42164428090885e-06,0.0024056659638249,1.42164428090885e-06,0.0024056659638249,5.14486704658893e-09,9.07911687232207e-06,5.14486704658893e-09,9.07911687232207e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0018,0,0,0,0,0,0,0,0,0,0,0,0,3.24805851352987e-06,0.00361343453024159,3.24805851352987e-06,0.00361343453024159,0,0,0,0,0,0,0,0,0.000717063087084938,1.07434907484591,0.000717063087084938,1.07434907484591,1.67540112766316e-06,0.00267137508700286,1.67540112766316e-06,0.00267137508700286,6.10723196663614e-09,1.01786521266441e-05,6.10723196663614e-09,1.01786521266441e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0019,0,0,0,0,0,0,0,0,0,0,0,0,3.61947803201255e-06,0.00381496969271012,3.61947803201255e-06,0.00381496969271012,0,0,0,0,0,0,0,0,0.000829265407730167,1.16997764325532,0.000829265407730167,1.16997764325532,1.95629250959836e-06,0.00294829759027575,1.95629250959836e-06,0.00294829759027575,7.18269182048519e-09,1.13410152135646e-05,7.18269182048519e-09,1.13410152135646e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.002,0,0,0,0,0,0,0,0,0,0,0,0,4.01105522353994e-06,0.00401658799402808,4.01105522353994e-06,0.00401658799402808,0,0,0,0,0,0,0,0,0.00095110733237521,1.26709850923517,0.00095110733237521,1.26709850923517,2.26542230201737e-06,0.00323608653682914,2.26542230201737e-06,0.00323608653682914,8.37752935365067e-09,1.25662056742072e-05,8.37752935365067e-09,1.25662056742072e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0021,0,0,0,0,0,0,0,0,0,0,0,0,4.42279840274908e-06,0.00421828945022148,4.42279840274908e-06,0.00421828945022148,0,0,0,0,0,0,0,0,0.00108272560524861,1.3654619120653,0.00108272560524861,1.3654619120653,2.60386032538086e-06,0.00353440568069609,2.60386032538086e-06,0.00353440568069609,9.69802724931625e-09,1.3854223024878e-05,9.69802724931625e-09,1.3854223024878e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0022,0,0,0,0,0,0,0,0,0,0,0,0,4.85471588595758e-06,0.00442007407730335,4.85471588595758e-06,0.00442007407730335,0,0,0,0,0,0,0,0,0.00122423246553097,1.46483296175186,0.00122423246553097,1.46483296175186,2.97264314317407e-06,0.00384292921611315,2.97264314317407e-06,0.00384292921611315,1.11504681867805e-08,1.52050667571075e-05,1.11504681867805e-08,1.52050667571075e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0023,0,0,0,0,0,0,0,0,0,0,0,0,5.30681599106227e-06,0.00462194189127359,5.30681599106227e-06,0.00462194189127359,0,0,0,0,0,0,0,0,0.00137571764958511,1.56499083565098,0.00137571764958511,1.56499083565098,3.37277538991222e-06,0.00416134136030841,3.37277538991222e-06,0.00416134136030841,1.27411347784623e-08,1.66187363376289e-05,1.27411347784623e-08,1.66187363376289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0024,0,0,0,0,0,0,0,0,0,0,0,0,5.77910703755984e-06,0.00482389290811896,5.77910703755984e-06,0.00482389290811896,0,0,0,0,0,0,0,0,0.00153724920461369,1.6657283519168,0.00153724920461369,1.6657283519168,3.80523046011426e-06,0.00448933613704285,3.80523046011426e-06,0.00448933613704285,1.44763095877287e-08,1.80952312083431e-05,1.44763095877287e-08,1.80952312083431e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0025,0,0,0,0,0,0,0,0,0,0,0,0,6.27159734657406e-06,0.00502592714381317,6.27159734657406e-06,0.00502592714381317,0,0,0,0,0,0,0,0,0.00170887542652838,1.7668511923636,0.00170887542652838,1.7668511923636,4.2709517835506e-06,0.00482661697599658,4.2709517835506e-06,0.00482661697599658,1.63622751352694e-08,1.96345507863729e-05,1.63622751352694e-08,1.96345507863729e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0026,0,0,0,0,0,0,0,0,0,0,0,0,6.78429524077452e-06,0.00522804461431672,6.78429524077452e-06,0.00522804461431672,0,0,0,0,0,0,0,0,0.00189062547328488,1.86817753618216,0.00189062547328488,1.86817753618216,4.77085343161015e-06,0.00517289652225628,4.77085343161015e-06,0.00517289652225628,1.84053138547291e-08,2.12366944640094e-05,1.84053138547291e-08,2.12366944640094e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0027,0,0,0,0,0,0,0,0,0,0,0,0,7.31720904445093e-06,0.00543024533557707,7.31720904445093e-06,0.00543024533557707,0,0,0,0,0,0,0,0,0.00208251129951497,1.96953728682773,0.00208251129951497,1.96953728682773,5.3058213776014e-06,0.00552789624038997,5.3058213776014e-06,0.00552789624038997,2.0611708133055e-08,2.29016616087448e-05,2.0611708133055e-08,2.29016616087448e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0028,0,0,0,0,0,0,0,0,0,0,0,0,7.87034708346907e-06,0.00563252932352852,7.87034708346907e-06,0.00563252932352852,0,0,0,0,0,0,0,0,0.00228452800973705,2.0707717973068,0.00228452800973705,2.0707717973068,5.87671396759498e-06,0.00589134626652926,5.87671396759498e-06,0.00589134626652926,2.2987740279854e-08,2.46294515632773e-05,2.2987740279854e-08,2.46294515632773e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0029,0,0,0,0,0,0,0,0,0,0,0,0,8.44371768527682e-06,0.00583489659409229,8.44371768527682e-06,0.00583489659409229,0,0,0,0,0,0,0,0,0.00249665582969418,2.17173307703803,0.00249665582969418,2.17173307703803,6.48436320837852e-06,0.00626298500373903,6.48436320837852e-06,0.00626298500373903,2.55396925335691e-08,2.64200636454881e-05,2.55396925335691e-08,2.64200636454881e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.003,0,0,0,0,0,0,0,0,0,0,0,0,9.0373291789367e-06,0.00603734716317656,9.0373291789367e-06,0.00603734716317656,0,0,0,0,0,0,0,0,0.00271886024500358,2.27228360301906,0.00271886024500358,2.27228360301906,7.12957511277661e-06,0.00664255901354332,7.12957511277661e-06,0.00664255901354332,2.82738470745966e-08,2.82734971484775e-05,2.82738470745966e-08,2.82734971484775e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0031,0,0,0,0,0,0,0,0,0,0,0,0,9.65118989508143e-06,0.00623988104667639,9.65118989508143e-06,0.00623988104667639,0,0,0,0,0,0,0,0,0.0029510939428177,2.37229552536251,0.0029510939428177,2.37229552536251,7.81313098410702e-06,0.00702982261239276,7.81313098410702e-06,0.00702982261239276,3.1196485999972e-08,3.01897513405368e-05,3.1196485999972e-08,3.01897513405368e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0032,0,0,0,0,0,0,0,0,0,0,0,0,1.0285308165952e-05,0.00644249826047382,1.0285308165952e-05,0.00644249826047382,0,0,0,0,0,0,0,0,0.00319329683750402,2.47165052923369,0.00319329683750402,2.47165052923369,8.53578769595759e-06,0.00742453778377369,8.53578769595759e-06,0.00742453778377369,3.43138913441541e-08,3.21688254651601e-05,3.43138913441541e-08,3.21688254651601e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0033,0,0,0,0,0,0,0,0,0,0,0,0,1.09396923253753e-05,0.0066451988204378,1.09396923253753e-05,0.0066451988204378,0,0,0,0,0,0,0,0,0.00344539791128996,2.57023906783564,0.00344539791128996,2.57023906783564,9.29827892527854e-06,0.0078264737908218,9.29827892527854e-06,0.0078264737908218,3.76323450625908e-08,3.42107187410476e-05,3.76323450625908e-08,3.42107187410476e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0034,0,0,0,0,0,0,0,0,0,0,0,0,1.16143507087593e-05,0.00684798274242424,1.16143507087593e-05,0.00684798274242424,0,0,0,0,0,0,0,0,0.00370731517522606,2.66796025435829,0.00370731517522606,2.66796025435829,1.01013154005376e-05,0.00823540709835699,1.01013154005376e-05,0.00823540709835699,4.11581290297851e-08,3.63154303620895e-05,4.11581290297851e-08,3.63154303620895e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0035,0,0,0,0,0,0,0,0,0,0,0,0,1.23092916531079e-05,0.007050850042276,1.23092916531079e-05,0.007050850042276,0,0,0,0,0,0,0,0,0.00397895740338652,2.76472112837071,0.00397895740338652,2.76472112837071,1.0945586075785e-05,0.00865112100404523,1.0945586075785e-05,0.00865112100404523,4.48975250441159e-08,3.84829594973834e-05,4.48975250441159e-08,3.84829594973834e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0036,0,0,0,0,0,0,0,0,0,0,0,0,1.3024523496996e-05,0.00725380073582287,1.3024523496996e-05,0.00725380073582287,0,0,0,0,0,0,0,0,0.0042602240200846,2.86043658044363,0.0042602240200846,2.86043658044363,1.18317583400151e-05,0.00907340557262193,1.18317583400151e-05,0.00907340557262193,4.88568148126142e-08,4.07133052912217e-05,4.88568148126142e-08,4.07133052912217e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0037,0,0,0,0,0,0,0,0,0,0,0,0,1.37600545805861e-05,0.00745683483888161,1.37600545805861e-05,0.00745683483888161,0,0,0,0,0,0,0,0,0.00455100675183235,2.95502864335452,0.00455100675183235,2.95502864335452,1.27604791496348e-05,0.00950205728011814,1.27604791496348e-05,0.00950205728011814,5.30422799589779e-08,4.30064668630974e-05,5.30422799589779e-08,4.30064668630974e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0038,0,0,0,0,0,0,0,0,0,0,0,0,1.45158932456196e-05,0.00765995236725593,1.45158932456196e-05,0.00765995236725593,0,0,0,0,0,0,0,0,0.00485118943693015,3.04842645337616,0.00485118943693015,3.04842645337616,1.37323751897124e-05,0.0099368789632038,1.37323751897124e-05,0.0099368789632038,5.74602020156515e-08,4.53624433077075e-05,5.74602020156515e-08,4.53624433077075e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0039,0,0,0,0,0,0,0,0,0,0,0,0,1.52920478354134e-05,0.00786315333673653,1.52920478354134e-05,0.00786315333673653,0,0,0,0,0,0,0,0,0.00516064959660936,3.14056556432296,0.00516064959660936,3.14056556432296,1.47480539703656e-05,0.0103776794747455,1.47480539703656e-05,0.0103776794747455,6.21168624215447e-08,4.77812336949465e-05,6.21168624215447e-08,4.77812336949465e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.004,0,0,0,0,0,0,0,0,0,0,0,0,1.60885266948688e-05,0.00806643776310106,1.60885266948688e-05,0.00806643776310106,0,0,0,0,0,0,0,0,0.00547925819313196,3.23138793782937,0.00547925819313196,3.23138793782937,1.58081039508552e-05,0.0108242736448237,1.58081039508552e-05,0.0108242736448237,6.70185425242191e-08,5.02628370699155e-05,6.70185425242191e-08,5.02628370699155e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0041,0,0,0,0,0,0,0,0,0,0,0,0,1.69053381704598e-05,0.00826980566211418,1.69053381704598e-05,0.00826980566211418,0,0,0,0,0,0,0,0,0.00580688110013791,3.32084128778445,0.00580688110013791,3.32084128778445,1.69130955887905e-05,0.0112764819511137,1.69130955887905e-05,0.0112764819511137,7.21715235719108e-08,5.28072524529162e-05,7.21715235719108e-08,5.28072524529162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0042,0,0,0,0,0,0,0,0,0,0,0,0,1.77424906102394e-05,0.00847325704952751,1.77424906102394e-05,0.00847325704952751,0,0,0,0,0,0,0,0,0.00614337884012397,3.40887908771207,0.00614337884012397,3.40887908771207,1.80635814450971e-05,0.0117341304859097,1.80635814450971e-05,0.0117341304859097,7.75820867158393e-08,5.54144788394537e-05,7.75820867158393e-08,5.54144788394537e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0043,0,0,0,0,0,0,0,0,0,0,0,0,1.85999923638357e-05,0.00867679194107968,1.85999923638357e-05,0.00867679194107968,0,0,0,0,0,0,0,0,0.0064886079413007,3.49545995224803,0.0064886079413007,3.49545995224803,1.9260097176508e-05,0.0121970506443249,1.9260097176508e-05,0.0121970506443249,8.32565130054282e-08,5.80845152002377e-05,8.32565130054282e-08,5.80845152002377e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0044,0,0,0,0,0,0,0,0,0,0,0,0,1.94778517824484e-05,0.00888041035249633,1.94778517824484e-05,0.00888041035249633,0,0,0,0,0,0,0,0,0.00684242066744164,3.58054765535802,0.00684242066744164,3.58054765535802,2.05031616296426e-05,0.0126650790947347,2.05031616296426e-05,0.0126650790947347,8.92010833853333e-08,6.08173604811798e-05,8.92010833853333e-08,6.08173604811798e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0045,0,0,0,0,0,0,0,0,0,0,0,0,2.03760772188515e-05,0.00908411229949008,2.03760772188515e-05,0.00908411229949008,0,0,0,0,0,0,0,0,0.00720466626514941,3.66411054931935,0.00720466626514941,3.66411054931935,2.17932777777227e-05,0.0131380574845003,2.17932777777227e-05,0.0131380574845003,9.54220786948805e-08,6.36130136033967e-05,9.54220786948805e-08,6.36130136033967e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0046,0,0,0,0,0,0,0,0,0,0,0,0,2.12946770273873e-05,0.00928789779776058,2.12946770273873e-05,0.00928789779776058,0,0,0,0,0,0,0,0,0.00757519068678948,3.74612159276809,0.00757519068678948,3.74612159276809,2.3130932803225e-05,0.0136158324140014,2.3130932803225e-05,0.0136158324140014,1.01925779662913e-07,6.64714734632087e-05,1.01925779662913e-07,6.64714734632087e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0047,0,0,0,0,0,0,0,0,0,0,0,0,2.22336595639682e-05,0.00949176686299449,2.22336595639682e-05,0.00949176686299449,0,0,0,0,0,0,0,0,0.007953837733653,3.82655780627163,0.007953837733653,3.82655780627163,2.45165989820421e-05,0.0140982551588697,2.45165989820421e-05,0.0140982551588697,1.08718466907254e-07,6.93927389321405e-05,1.08718466907254e-07,6.93927389321405e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0048,0,0,0,0,0,0,0,0,0,0,0,0,2.31930331860753e-05,0.00969571951086549,2.31930331860753e-05,0.00969571951086549,0,0,0,0,0,0,0,0,0.00834044851517504,3.90540041951714,0.00834044851517504,3.90540041951714,2.5950733600472e-05,0.0145851816960677,2.5950733600472e-05,0.0145851816960677,1.15806420931775e-07,7.23768088569241e-05,1.15806420931775e-07,7.23768088569241e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.0049,0,0,0,0,0,0,0,0,0,0,0,0,2.41728062527555e-05,0.00989975575703428,2.41728062527555e-05,0.00989975575703428,0,0,0,0,0,0,0,0,0.00873486275101413,3.98263425237267,0.00873486275101413,3.98263425237267,2.74337799430673e-05,0.0150764723935465,2.74337799430673e-05,0.0150764723935465,1.23195922123357e-07,7.54236820594958e-05,1.23195922123357e-07,7.54236820594958e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
0.005,0,0,0,0,0,0,0,0,0,0,0,0,2.51729871246209e-05,0.0101038756171486,2.51729871246209e-05,0.0101038756171486,0,0,0,0,0,0,0,0,0.0091369187524111,4.05824764763388,0.0091369187524111,4.05824764763388,2.89661675094766e-05,0.0155719919421235,2.89661675094766e-05,0.0155719919421235,1.30893250749746e-07,7.85333573369989e-05,1.30893250749746e-07,7.85333573369989e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
