"time","wheelSet.der_theta1","wheelSet.der_theta2","wheelSet.phi","wheelSet.theta1","wheelSet.theta2","wheelSet.x","wheelSet.y"
0.012,-0.196632979495585,-1.45662412992995,-0.00153239695726746,-0.00107111301078042,-0.00873309779711718,0.0995097896823124,0.100000388331026
0.0126,-0.20932052179496,-1.52958815895524,-0.0016872137232274,-0.00119287561813723,-0.00962894423427366,0.0994589093031008,0.100000471746641
0.0132,-0.222278882894807,-1.60255720553229,-0.00184924800816874,-0.00132233612260376,-0.0105685761634469,0.0994054547701113,0.100000567294444
0.0138,-0.235507839098022,-1.67553024412413,-0.00201846718323495,-0.00145965395321173,-0.0115519898693859,0.0993494183048819,0.100000676787599
0.0144,-0.249007144486167,-1.74850625499209,-0.00219483818473906,-0.00160498690047669,-0.0125791778241714,0.0992907924036218,0.100000802383804
0.015,-0.262776675619291,-1.82148418643865,-0.0023783303456718,-0.00175850178600899,-0.0136501535143674,0.0992295680486203,0.10000094434178
0.0156,-0.276816251867093,-1.8944630016892,-0.0025689118799144,-0.00192036121442145,-0.0147649206139929,0.0991657369290793,0.10000110380696
0.0162,-0.291125692599272,-1.96744166396915,-0.00276655100134811,-0.00209072779032691,-0.0159234827970669,0.0990992907342008,0.100001281924778
0.0168,-0.305704701642979,-2.0404191409134,-0.00297121299758626,-0.00226975978366296,-0.0171258247715937,0.0990302223344657,0.100001481596382
0.0174,-0.320553072751435,-2.11339439672495,-0.0031828654337389,-0.00245761883801892,-0.0183719460067128,0.0989585236809725,0.100001704356458
0.018,-0.335670647330228,-2.18636639378824,-0.00340147708177529,-0.00265446838470233,-0.0196618537935782,0.0988841862376337,0.100001951015596
0.0186,-0.351057226219387,-2.25933409603585,-0.00362701568628827,-0.00286047033317002,-0.0209955487646108,0.0988072018830941,0.100002223000794
0.0192,-0.366712610258941,-2.33229646740032,-0.00385944899187071,-0.0030757865928788,-0.0223730315522317,0.0987275624959986,0.100002521739051
0.0198,-0.382636431545389,-2.40525247108896,-0.0040987402878889,-0.00330057389891359,-0.0237942753383575,0.0986452616205029,0.100002851210686
0.0204,-0.398828544541965,-2.47820107126478,-0.0043448587347146,-0.00353499580503959,-0.025259289478612,0.0985602906059867,0.100003212031305
0.021,-0.415288741779207,-2.55114123182464,-0.00459777185755047,-0.00377921396591036,-0.0267680732536621,0.0984726414131104,0.100003605753641
0.0216,-0.432016805611155,-2.62407191662165,-0.00485744691291572,-0.0040333897241261,-0.0283206242887041,0.0983823061029766,0.100004034084412
0.0222,-0.449012500416155,-2.69699208992636,-0.00512385069532801,-0.00429768379196931,-0.0299169372686088,0.0982892769211545,0.100004499001839
0.0228,-0.46627548970237,-2.76990071835198,-0.00539694740679421,-0.00457225334470941,-0.0315569903786799,0.0981935471483409,0.100005004007692
0.0234,-0.483805584623755,-2.84279676508276,-0.00567670504403335,-0.00485726073481568,-0.0332407859549819,0.0980951085500944,0.100005550373693
0.024,-0.501602535666536,-2.9156791947119,-0.00596309004451532,-0.00515286618744337,-0.0349683164100194,0.0979939535145448,0.100006140287892
0.0246,-0.519666089696013,-2.9885469719167,-0.00625606875264697,-0.00545922980078002,-0.0367395735640143,0.0978900744669797,0.100006775993027
0.0252,-0.537995989956564,-3.06139906145855,-0.00655560741977216,-0.00577651154604548,-0.0385545486449057,0.0977834638698444,0.100007459786531
0.0258,-0.556591976071641,-3.13423442818293,-0.00686167220417171,-0.00610487126749192,-0.0404132322883499,0.0976741142227423,0.100008194020525
0.0264,-0.575453784043777,-3.20705203701942,-0.00717422917106345,-0.00644446868240383,-0.0423156145377205,0.0975620180624342,0.100008981101819
0.027,-0.594581146254577,-3.27985085298168,-0.00749324429260219,-0.00679546338109802,-0.0442616848441084,0.0974471679628393,0.100009823491916
0.0276,-0.613973791464725,-3.35262984116747,-0.00781868344787971,-0.00715801482692358,-0.0462514320663215,0.0973295565350342,0.100010723707009
0.0282,-0.633631413804594,-3.42538797393404,-0.00815051180187924,-0.00753228016390578,-0.0482848391733014,0.0972091768312815,0.100011684765402
0.0288,-0.653553732604776,-3.49812421705368,-0.00848869500374111,-0.00791841844674998,-0.0503618934654549,0.0970860215654845,0.100012709324244
0.0294,-0.673740473570018,-3.57083753406997,-0.00883319880972075,-0.0083165893098436,-0.0524825833584467,0.0969600833584768,0.100013799951156
0.03,-0.694191346192662,-3.64352689152419,-0.00918398863083256,-0.00872695137039155,-0.0546468945245537,0.0968313550323067,0.100014959450129
0.0306,-0.714906055972104,-3.71619125612777,-0.00954102977757723,-0.00914966309232922,-0.0568548119802147,0.0966998294510273,0.100016190685212
0.0312,-0.735884304414796,-3.78882959476234,-0.00990428745994172,-0.00958488278632251,-0.0591063200860305,0.0965654995206971,0.100017496580512
0.0318,-0.757125789034243,-3.86144087447969,-0.0102737267873992,-0.0100327686097678,-0.0614014025467634,0.0964283581893792,0.100018880120194
0.0324,-0.778630203351009,-3.93402406250181,-0.0106493127689093,-0.010493478566792,-0.0637400424113378,0.096288398447142,0.100020344348483
0.033,-0.800397236892709,-4.00657812622084,-0.0110310103129176,-0.0109671705082525,-0.0661222220728399,0.0961456133260586,0.100021892369659
0.0336,-0.822426582950035,-4.07910203761078,-0.0114187845463913,-0.0114540016526478,-0.0685479243846037,0.0959999958879771,0.100023527210979
0.0342,-0.844717965723001,-4.15159478866848,-0.0118126019314492,-0.0119541269092939,-0.0710171365665391,0.0958515391817139,0.100025251342865
0.0348,-0.867271034480378,-4.22405533121074,-0.0122124259117295,-0.012467705416096,-0.0735298349747426,0.0957002364099514,0.100027068549617
0.0354,-0.890085466504956,-4.29648263543033,-0.0126182211469269,-0.0129948941806195,-0.0760859999152535,0.0955460807669056,0.100028982109877
0.036,-0.913160935339538,-4.3688756718341,-0.0130299522066278,-0.0135358500415352,-0.0786856110746738,0.0953890654883989,0.100030995357874
0.0366,-0.936497110786939,-4.44123341124291,-0.0134475835703098,-0.0140907296686192,-0.0813286475201675,0.0952291838518599,0.100033111683425
0.0372,-0.960093658909991,-4.51355482479175,-0.0138710796273419,-0.0146596895627528,-0.0840150876994614,0.095066429176323,0.100035334531935
0.0378,-0.983950242031535,-4.5858388839296,-0.0143004046769845,-0.0152428860559224,-0.0867449094408443,0.094900794822429,0.100037667404393
0.0384,-1.00806651873443,-4.65808456041956,-0.0147355229283897,-0.01584047531122,-0.0895180899531678,0.0947322741924245,0.10004011385738
0.039,-1.03244214386154,-4.73029082633875,-0.0151763985006007,-0.0164526133228426,-0.0923346058258454,0.0945608607301624,0.100042677503061
0.0396,-1.0570767770301,-4.80245667623351,-0.0156229962269957,-0.0170794525485717,-0.0951944336835497,0.0943865481790905,0.100045361697512
0.0402,-1.08197006557285,-4.87458108273065,-0.0160752800435521,-0.0177211486567405,-0.0980975488745005,0.0942093300653601,0.100048170165176
0.0408,-1.10712165033899,-4.94666301163204,-0.0165332135369253,-0.0183778582318936,-0.101043925916519,0.0940291998735979,0.100051106786517
0.0414,-1.13253117207991,-5.01870143853085,-0.0169967605477769,-0.0190497362491644,-0.104033538988048,0.0938461512403958,0.100054175364259
0.042,-1.1581982678599,-5.09069533947199,-0.0174658848316579,-0.0197369374938701,-0.107066361652159,0.0936601778455546,0.100057379754777
0.0426,-1.18412257105616,-5.16264369095204,-0.0179405500590083,-0.0204396165615115,-0.110142366856552,0.0934712734120842,0.100060723868097
0.0432,-1.21030371135881,-5.23454546991931,-0.0184207198151575,-0.0211579278577731,-0.11326152693356,0.0932794317062031,0.100064211667896
0.0438,-1.23674131477086,-5.3063996537738,-0.0189063576003242,-0.0218920255985231,-0.116423813600144,0.0930846465373391,0.100067847171502
0.0444,-1.26343500360826,-5.37820522036724,-0.0193974268296162,-0.0226420638098134,-0.119629197957893,0.0928869117581287,0.100071634449894
0.045,-1.29038439824646,-5.44996115292742,-0.0198938910073048,-0.0234081955811748,-0.122877650617698,0.0926862213275235,0.10007557753961
0.0456,-1.31758912372357,-5.52166645867537,-0.0203957143856825,-0.0241905702426423,-0.126169142171054,0.0924825695493693,0.100079680109703
0.0462,-1.34504878443458,-5.59332009747758,-0.0209028594400718,-0.0249893441834614,-0.12950364138382,0.0922759501580823,0.100083946738086
0.0468,-1.37276298873962,-5.6649210512271,-0.0214152893242165,-0.0258046703315928,-0.132881116952675,0.0920663572077703,0.100088381670367
0.0474,-1.40073134136151,-5.73646830240907,-0.0219329671117188,-0.0266367014038896,-0.136301536962483,0.0918537847975488,0.100092989203295
0.048,-1.42895344338579,-5.80796083410076,-0.0224558557960391,-0.027485589906098,-0.139764868886293,0.0916382270715419,0.100097773684757
0.0486,-1.45742889226074,-5.87939762997155,-0.0229839182904962,-0.0283514881328568,-0.143271079585337,0.091419678218882,0.100102739513782
0.0492,-1.4861572817973,-5.95077767428295,-0.0235171174282674,-0.0292345481676972,-0.146820135309034,0.0911981324737097,0.100107891140534
0.0498,-1.51513820216918,-6.02209995188857,-0.0240554159623883,-0.0301349218830434,-0.150412001694984,0.0909735841151739,0.100113233066319
0.0504,-1.54437123991276,-6.09336344823414,-0.0245987765657527,-0.0310527609402124,-0.154046643768975,0.0907460274674318,0.100118769843581
0.051,-1.57385598378385,-6.16456717042476,-0.0251471625338996,-0.031988213551213,-0.15772402622071,0.0905154571971127,0.10012450562996
0.0516,-1.6035920131438,-6.23571010544839,-0.0257005363913827,-0.0329414309001178,-0.16144411285703,0.0902818677234455,0.100130445072599
0.0522,-1.63357890163415,-6.30679123339405,-0.0262588603327171,-0.0339125651113315,-0.165206866774917,0.0900452534048951,0.100136593028351
0.0528,-1.66381622184677,-6.37780954425087,-0.0268220967827852,-0.0349017666674342,-0.169012250581359,0.0898056087763616,0.100142954208177
0.0534,-1.6943035427731,-6.44876402873267,-0.0273902080907486,-0.0359091858195268,-0.172860226273269,0.0895629284196248,0.100149533371374
0.054,-1.72504042980415,-6.51965367827789,-0.0279631565300487,-0.0369349725872313,-0.176750755237474,0.0893172069633442,0.100156335325571
0.0546,-1.75602644473045,-6.59047748504964,-0.0285409042984067,-0.0379792767586906,-0.180683798250723,0.0890684390830589,0.10016336492673
0.0552,-1.78726114574214,-6.66123444193567,-0.0291234135178232,-0.0390422478905686,-0.184659315479684,0.0888166195011875,0.100170627079149
0.0558,-1.81874408742886,-6.73192354254838,-0.0297106462345785,-0.0401240353080504,-0.188677266480942,0.0885617429870286,0.100178126735458
0.0564,-1.85047482212868,-6.80254378468442,-0.0303025645450724,-0.0412247875828836,-0.192737610308245,0.0883038044016043,0.100185868799095
0.057,-1.88245290584968,-6.87309418551296,-0.0308991311482862,-0.0423446502418788,-0.196840305983309,0.0880427988945358,0.100193857696152
0.0576,-1.91467787723651,-6.94357372762747,-0.0315003073834578,-0.0434837739062342,-0.200985310823523,0.0877787212047501,0.100202098896167
0.0582,-1.94714927748735,-7.01398141013014,-0.0321060550882385,-0.0446423065842786,-0.20517258202547,0.0875115663226521,0.100210597472058
0.0588,-1.97986664431185,-7.08431623313496,-0.032716336035004,-0.0458203960095388,-0.209402076184558,0.0872413292892482,0.100219358536986
0.0594,-2.01282951193647,-7.15457719778131,-0.0333311119313481,-0.0470181896386926,-0.213673749295433,0.0869680051963226,0.100228387243963
0.06,-2.04603741110979,-7.2247633062475,-0.0339503444205763,-0.0482358346495209,-0.217987556752402,0.086691589186613,0.100237688785481
0.0606,-2.07948986910773,-7.29487356176434,-0.0345739950821992,-0.0494734779388601,-0.222343453349856,0.0864120764539866,0.10024726839312
0.0612,-2.11318640973892,-7.36490696862874,-0.0352020254324267,-0.050731266120555,-0.226741393282688,0.086129462243616,0.100257131337167
0.0618,-2.14712655334995,-7.43486253221725,-0.0358343969246609,-0.0520093455234108,-0.231181330146715,0.085843741852155,0.100267282926239
0.0624,-2.18130981683065,-7.50473925899967,-0.0364710709499906,-0.053307862189146,-0.235663216939098,0.0855549106279147,0.100277728506895
0.063,-2.21573571361942,-7.57453615655256,-0.0371120088376841,-0.0546269618703444,-0.240187006058764,0.0852629639710396,0.100288473463254
0.0636,-2.25040375370849,-7.64425223357288,-0.0377571718556835,-0.0559667900284079,-0.244752649306825,0.0849678973336828,0.100299523216615
0.0642,-2.28531344364922,-7.71388649989152,-0.0384065212110978,-0.0573274918315091,-0.249360097886998,0.0846697062201826,0.100310883225073
0.0648,-2.32046428655739,-7.78343796648688,-0.0390600180506972,-0.0587092121525433,-0.254009302406029,0.0843683861872381,0.100322558983133
0.0654,-2.35585578211852,-7.85290564549843,-0.0397176234614059,-0.0601120955670813,-0.25870021287411,0.0840639328440854,0.100334556021336
0.066,-2.39148742659308,-7.92228855024032,-0.0403792984707966,-0.0615362863513219,-0.263432778705304,0.083756341852673,0.100346879905867
0.0666,-2.4273587128219,-7.9915856952149,-0.0410450040475836,-0.0629819284800443,-0.268206948717961,0.0834456089278383,0.100359536238178
0.0672,-2.46346913023134,-8.06079609612632,-0.0417147011021164,-0.0644491656245603,-0.273022671135142,0.083131729837483,0.100372530654605
0.0678,-2.49981816571118,-8.12991877126987,-0.0423883505467431,-0.0659381409540037,-0.277879893687718,0.0828147004087088,0.100385868774168
0.0684,-2.53640530717431,-8.1989527471502,-0.0430659135402045,-0.067448996332096,-0.282778564033118,0.0824945165522701,0.100399555987101
0.069,-2.57323002955271,-8.26789703640501,-0.0437473505268335,-0.0689818754728404,-0.287718628107008,0.0821711741670651,0.100413598286441
0.0696,-2.6102918089349,-8.33675066010212,-0.0444326222067688,-0.0705369207530551,-0.292700031786899,0.0818446692368356,0.100428001428383
0.0702,-2.64759011804238,-8.40551264061206,-0.0451216892256919,-0.0721142742311259,-0.297722720359585,0.0815149977994108,0.100442771200845
0.0708,-2.68512442623572,-8.47418200162285,-0.0458145121753707,-0.0737140776447946,-0.302786638521647,0.0811821559468879,0.100457913423044
0.0714,-2.72289419952051,-8.54275776815463,-0.0465110515942034,-0.0753364724089468,-0.307891730379963,0.0808461398258135,0.100473433945069
0.072,-2.76089890055346,-8.61123896657445,-0.0472112679677618,-0.0769815996134002,-0.313037939452208,0.0805069456373641,0.100489338647459
0.0726,-2.79913798864834,-8.67962462461097,-0.0479151217293354,-0.0786496000206923,-0.318225208667368,0.0801645696375272,0.100505633440771
0.0732,-2.83761091978207,-8.74791377136916,-0.0486225732604748,-0.0803406140638686,-0.323453480366242,0.0798190081372821,0.100522324265158
0.0738,-2.87631714660068,-8.81610543734505,-0.0493335828915356,-0.0820547818442711,-0.328722696301949,0.079470257502781,0.100539417089943
0.0744,-2.91525611842538,-8.88419865444047,-0.0500481109022221,-0.0837922431293255,-0.334032797640435,0.0791183141555294,0.100556917913192
0.075,-2.95442728125857,-8.95219245597769,-0.0507661175221306,-0.0855531373503302,-0.339383724960983,0.0787631745725677,0.100574832761288
0.0756,-2.99383007778982,-9.02008587671423,-0.0514875629312936,-0.0873376036002435,-0.344775418256711,0.0784048352866514,0.100593167688507
0.0762,-3.03346394740195,-9.08787795285754,-0.0522124072607233,-0.0891457806314724,-0.350207816935088,0.0780432928864325,0.10061192877659
0.0768,-3.07332832617701,-9.15556772207974,-0.0529406105929551,-0.0909778068536602,-0.355680859818435,0.0776785440166402,0.100631122134316
0.0774,-3.11342264690231,-9.22315422353229,-0.0536721329625916,-0.0928338203314746,-0.361194485144432,0.0773105853782617,0.100650753897082
0.078,-3.15374633907645,-9.2906364978608,-0.0544069343568462,-0.0947139587823959,-0.366748630566626,0.0769394137287234,0.10067083022647
0.0786,-3.19429882891534,-9.35801358721965,-0.0551449747160866,-0.0966183595745051,-0.372343233154938,0.0765650258820715,0.100691357309825
0.0792,-3.23507954233874,-9.4252845328458,-0.0558862139507783,-0.0985471602028995,-0.37797822995679,0.0761874186095654,0.100712341134536
0.0798,-3.27608791791841,-9.49244836447406,-0.0566306120132375,-0.100500500365784,-0.383653560431971,0.0758065882074294,0.100733786509347
0.0804,-3.31732335596056,-9.55950414205738,-0.0573781286179852,-0.102478513784725,-0.38936915687465,0.0754225321985214,0.100755700913125
0.081,-3.3587852703009,-9.62645091336728,-0.0581287235272423,-0.104481336518949,-0.39512495415516,0.075035247602109,0.10077809057982
0.0816,-3.4004730715679,-9.69328772772053,-0.0588823564593527,-0.106509104274513,-0.400920886571276,0.0746447314934681,0.100800961763586
0.0822,-3.44238616719019,-9.76001363599278,-0.0596389870893334,-0.1085619524023,-0.406756887848967,0.074250981004019,0.100824320738255
0.0828,-3.48452396140385,-9.82662769063224,-0.0603985750494264,-0.110640015896023,-0.412632891143155,0.0738539933214639,0.100848173796807
0.0834,-3.52688585525977,-9.8931289456733,-0.0611610799296489,-0.112743429390224,-0.418548829038468,0.0734537656899236,0.100872527250851
0.084,-3.56947124663099,-9.95951645675018,-0.0619264612783445,-0.11487232715827,-0.424504633549992,0.0730502954100742,0.100897387430094
0.0846,-3.61227953022004,-10.0257892811106,-0.0626946786027343,-0.117026843110359,-0.430500236124029,0.072643579839284,0.100922760681818
0.0852,-3.65531009756625,-10.0919464776293,-0.0634656913694674,-0.119207110791512,-0.436535567638848,0.0722336163917508,0.100948653370355
0.0858,-3.69856233705313,-10.1579871068218,-0.0642394590051726,-0.121413263379579,-0.442610558405441,0.0718204025386381,0.100975071876561
0.0864,-3.74203563391568,-10.2239102308582,-0.0650159408970084,-0.123645433683236,-0.448725138168278,0.0714039358082125,0.101002022597291
0.087,-3.78572937024774,-10.2897149135764,-0.0657950963932147,-0.125903754139985,-0.454879236106058,0.0709842137859804,0.10102951194487
0.0876,-3.82964292500931,-10.355400220496,-0.0665768848036634,-0.128188356814153,-0.461072780832469,0.0705612341148248,0.101057546346573
0.0882,-3.87377567403391,-10.4209652188321,-0.0673612654004092,-0.130499373394891,-0.467305700396936,0.0701349944951425,0.101086132244097
0.0888,-3.91812699003591,-10.4864089775087,-0.0681481974182411,-0.132836935194177,-0.473577922285382,0.0697054926849803,0.101115276093034
0.0894,-3.96269624261787,-10.5517305671722,-0.0689376400552327,-0.135201173144812,-0.479889373420975,0.0692727265001727,0.101144984362348
0.09,-4.00748279827788,-10.6169290602056,-0.0697295524732936,-0.137592217798422,-0.486239980164889,0.0688366938144781,0.101175263533848
0.0906,-4.05248602240705,-10.6820035305185,-0.0705238938451111,-0.140010199432169,-0.492629668657723,0.0683973924630709,0.101206119906469
0.0912,-4.09770528875747,-10.7469530525014,-0.0713206235752273,-0.14245524856354,-0.499058366439675,0.0679548197832636,0.101237558667868
0.0918,-4.14313994296673,-10.8117767051264,-0.0721197004501764,-0.144927493955463,-0.505525996206344,0.0675089743862837,0.101269587472075
0.0924,-4.18878933961307,-10.87647356781,-0.0729210835026197,-0.147427064638053,-0.512032482151151,0.067059854358333,0.101302212805377
0.093,-4.23465283023237,-10.9410427217705,-0.073724731732402,-0.149954089251638,-0.518577747913648,0.0666074578429861,0.101335441161783
0.0936,-4.2807297633262,-11.0054832500415,-0.0745306041071183,-0.152508696044793,-0.525161716580383,0.0661517830412953,0.101369279042433
0.0942,-4.32701948436977,-11.0697942374852,-0.0753386595626799,-0.155091012872375,-0.531784310685774,0.0656928282118951,0.101403732955008
0.0948,-4.37352133581998,-11.1339747708059,-0.0761488570038812,-0.157701167193564,-0.53844545221297,0.0652305916711068,0.101438809413142
0.0954,-4.42023465712337,-11.1980239385643,-0.0769611553049659,-0.160339286069895,-0.545145062594724,0.064765071793043,0.101474514935828
0.096,-4.46715878472419,-11.2619408311901,-0.0777755133101935,-0.163005496163293,-0.551883062714261,0.0642962670097121,0.101510856046826
0.0966,-4.51429305207235,-11.3257245409962,-0.0785918898344061,-0.165699923734113,-0.558659372906143,0.0638241758111232,0.101547839274077
0.0972,-4.56163678963144,-11.389374162192,-0.0794102436635941,-0.168422694639173,-0.565473912957142,0.0633487967453903,0.10158547114911
0.0978,-4.60918932488674,-11.4528887908973,-0.0802305335554633,-0.171173934329789,-0.572326602107105,0.0628701284188369,0.101623758206449
0.0984,-4.65694998235323,-11.5162675251553,-0.0810527182400013,-0.173953767849814,-0.57921735904982,0.0623881694961008,0.101662706983025
0.099,-4.70491808358355,-11.5795094649467,-0.0818767564200435,-0.176762319833675,-0.586146101933891,0.0619029187002386,0.101702324017586
0.0996,-4.75309294717607,-11.642613712203,-0.08270260677184,-0.179599714504401,-0.5931127483636,0.06141437481283,0.101742615850103
0.1002,-4.80147388878283,-11.7055793708201,-0.0835302279456218,-0.182466075671671,-0.600117215399779,0.0609225366740829,0.101783589021183
0.1008,-4.85006022111759,-11.7684055466719,-0.0843595785661674,-0.185361526729837,-0.607159419560674,0.0604274031829373,0.101825250071474
0.1014,-4.89885125396381,-11.8310913476239,-0.0851906172333693,-0.188286190655973,-0.614239276822819,0.0599289732971705,0.101867605541079
0.102,-4.94784629629539,-11.8936358821894,-0.0860233025418888,-0.191240190306691,-0.621356703016135,0.0594272458730657,0.101910661771767
0.1026,-4.99704466739172,-11.9560382524083,-0.0868575931820754,-0.194223649986988,-0.628511615897364,0.0589222188220798,0.101954423869701
0.1032,-5.04644565508536,-12.0182975806869,-0.0876934475632267,-0.197236689542365,-0.635703927358498,0.0584138922821085,0.101998899602577
0.1038,-5.09604855797478,-12.0804129826996,-0.0885308241954765,-0.200279430325624,-0.642933551303005,0.0579022654126844,0.102044095459828
0.1044,-5.14585267179449,-12.1423835761632,-0.0893696815671425,-0.203351993266186,-0.650200401101898,0.0573873374307008,0.102090017924926
0.105,-5.1958572894237,-12.2042084808502,-0.0902099781452988,-0.20645449886822,-0.657504389594714,0.0568691076104661,0.102136673474733
0.1056,-5.24606170089499,-12.2658868186019,-0.0910516723763484,-0.209587067208772,-0.664845429090513,0.0563475752837586,0.102184068578849
0.1062,-5.29646519340299,-12.3274177133415,-0.0918947226865952,-0.212749817935893,-0.672223431368868,0.0558227398398813,0.102232209698961
0.1068,-5.347067051313,-12.3888002910873,-0.0927390874828169,-0.215942870266766,-0.67963830768085,0.0552946007257167,0.102281103288187
0.1074,-5.39786655616966,-12.4500336799657,-0.093584725152837,-0.21916634298584,-0.687089968750024,0.0547631574457816,0.102330755790428
0.108,-5.44886298670565,-12.5111170102247,-0.0944315940660972,-0.222420354442953,-0.694578324773438,0.0542284095622815,0.102381173639716
0.1086,-5.50005561885029,-12.5720494142466,-0.0952796525742302,-0.225705022551464,-0.702103285422614,0.0536903566951659,0.102432363259559
0.1092,-5.55144372573822,-12.6328300265613,-0.0961288590116313,-0.229020464786382,-0.709664759844537,0.0531489985221827,0.102484331062293
0.1098,-5.6030265777181,-12.6934579838599,-0.0969791716960315,-0.232366798182492,-0.717262656662648,0.0526043347789329,0.102537083448427
0.1104,-5.6548034423612,-12.753932425007,-0.0978305489290694,-0.235744139332487,-0.724896883977833,0.0520563652589257,0.102590626805991
0.111,-5.70677358447012,-12.8142524910545,-0.098682948996864,-0.239152604385094,-0.732567349369413,0.0515050898136327,0.102644967509887
0.1116,-5.75893626608739,-12.8744173252546,-0.0995363301705868,-0.242592309043205,-0.740273959896138,0.0509505083525434,0.102700111921233
0.1122,-5.8112907465042,-12.9344260730727,-0.100390650707034,-0.246063368562004,-0.748016622097173,0.0503926208432192,0.102756066386715
0.1128,-5.86383628226901,-12.9942778822009,-0.101245868849199,-0.249565897747097,-0.755795241993092,0.0498314273113487,0.102812837237933
0.1134,-5.91657212932385,-13.0539719012448,-0.102101942847807,-0.253100011242613,-0.76360972548165,0.0492669276536792,0.102870430655613
0.114,-5.96949755545077,-13.1135072719849,-0.102958831084427,-0.256665825224464,-0.771459980646596,0.048699120544184,0.102928851878983
0.1146,-6.02261179474317,-13.1728831577711,-0.103816491623399,-0.260263451192241,-0.779345909309234,0.0481280074390702,0.102988108097384
0.1152,-6.07591409335433,-13.2320987150283,-0.10467488266305,-0.263893002201183,-0.78726741551643,0.0475535885540658,0.103048205544488
0.1158,-6.12940369476634,-13.2911531024559,-0.105533962391042,-0.267554590851442,-0.795224402806649,0.0469758641608158,0.103109150433827
0.1164,-6.18307983979948,-13.3500454810409,-0.106393688984954,-0.271248329286309,-0.80321677421108,0.0463948345868756,0.103170948958099
0.117,-6.23694176662159,-13.4087750140702,-0.107254020612863,-0.274974329190438,-0.811244432254752,0.0458105002157031,0.103233607288468
0.1176,-6.29098871075739,-13.4673408671434,-0.108114915433919,-0.27873270178807,-0.819307278957662,0.0452228614866522,0.103297131573871
0.1182,-6.3452199050979,-13.525742208186,-0.108976331598927,-0.282523557841259,-0.827405215835892,0.0446319188949654,0.103361527940316
0.1188,-6.39963457990973,-13.5839782074611,-0.109838227250926,-0.286347007648097,-0.835538143902728,0.0440376729917665,0.103426802490193
0.1194,-6.45423196284454,-13.6420480375834,-0.11070056052577,-0.290203161040936,-0.843705963669788,0.0434401243840538,0.103492961301569
0.12,-6.5090112789483,-13.6999508735306,-0.111563289552704,-0.294092127384618,-0.851908575148136,0.0428392737346927,0.103560010427498
0.1206,-6.56397175067074,-13.7576858926572,-0.112426372454944,-0.298014015574691,-0.860145877849409,0.0422351217624089,0.10362795589532
