"time","inductor.i","meanCurrent.x","meanVoltage.x","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanVoltage.y","pulsem.twomPulse.timerNegative[1].entryTime","pulsem.twomPulse.timerNegative[2].entryTime","pulsem.twomPulse.timerNegative[3].entryTime","pulsem.twomPulse.timerPositive[1].entryTime","pulsem.twomPulse.timerPositive[2].entryTime","pulsem.twomPulse.timerPositive[3].entryTime","rectifier.thyristor.idealThyristor[1].off","rectifier.thyristor.idealThyristor[2].off","rectifier.thyristor.idealThyristor[3].off","rootMeanSquareVoltage.mean.y"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0.0001,0.0014457260036751,1.06564281320954e-07,-0.00355214271069848,0.142685770850632,0,0,0,0,0,0,0,0,1,1,1,0
0.0002,0.00149719865678585,2.54931081647436e-07,-0.0084977027215812,0.387291732344146,0,0,0,0,0,0,0,0,1,1,1,0
0.0003,0.00149903252138434,4.04786152666869e-07,-0.0134928717555623,0.636808894453471,0,0,0,0,0,0,0,0,1,1,1,0
0.0004,0.00149909863728894,5.54694224346723e-07,-0.0184898074782241,0.886502560723667,0,0,0,0,0,0,0,0,1,1,1,0
0.0005,0.00149910048960274,7.0460422277825e-07,-0.0234868074259417,1.13620264552039,0,0,0,0,0,0,0,0,1,1,1,0
0.0006,0.00149910052912532,8.54514275560903e-07,-0.0284838091853635,1.38590291135703,0,0,0,0,0,0,0,0,1,1,1,0
0.0007,0.00149910053674355,1.00442432930011e-06,-0.0334808109766704,1.63560318038029,0,0,0,0,0,0,0,0,1,1,1,0
0.0008,0.00149910053825381,1.15433438322245e-06,-0.0384778127740817,1.8853034500136,0,0,0,0,0,0,0,0,1,1,1,0
0.0009,0.00149910053926022,1.3042444371599e-06,-0.0434748145719966,2.13500371969725,0,0,0,0,0,0,0,0,1,1,1,0
0.001,0.0014991005393631,1.45415449112443e-06,-0.0484718163708144,2.38470398947113,0,0,0,0,0,0,0,0,1,1,1,0
0.0011,0.00149910053946598,1.60406454508897e-06,-0.0534688181696322,2.63440425924502,0,0,0,0,0,0,0,0,1,1,1,0
0.0012,0.00149910053956886,1.7539745990535e-06,-0.0584658199684501,2.8841045290189,0,0,0,0,0,0,0,0,1,1,1,0
0.0013,0.00149910053964628,1.9038846530188e-06,-0.0634628217672933,3.13380479879533,0,0,0,0,0,0,0,0,1,1,1,0
0.0014,0.00149910053964991,2.05379470698631e-06,-0.0684598235662104,3.38350506857913,0,0,0,0,0,0,0,0,1,1,1,0
0.0015,0.00149910053965353,2.20370476095382e-06,-0.0734568253651274,3.63320533836293,0,0,0,0,0,0,0,0,1,1,1,0
0.0016,0.00149910053965716,2.35361481492133e-06,-0.0784538271640444,3.88290560814673,0,0,0,0,0,0,0,0,1,1,1,0
0.00166666666666667,0.00149910053965958,2.45355485089967e-06,-0.0817851616966557,4.04937245466926,0,0,0,0,0,0,0,0,1,1,1,0
0.00166666666666667,0.00149910053965958,2.45355485089967e-06,-0.0817851616966557,4.04937245466926,0,0,0,0,0,0.00166666666666667,0,0,1,1,1,0
0.00166666676666667,0.00149910053965958,2.45355500080972e-06,-0.0817851666936576,4.04937270436954,0,0,0,0,0,0.00166666666666667,0,0,1,1,1,0
0.00166666676666667,0.00149910053965958,2.45355500080972e-06,-0.0817851666936576,4.04937270436954,0,0,0,0,0,0.00166666666666667,0,0,1,1,0,0
