"time","pipe1.mediums[1].T","pipe1.mediums[2].T","pipe1.mediums[2].p","pipe10.mediums[1].T","pipe10.mediums[2].T","pipe11.mediums[1].T","pipe11.mediums[2].T","pipe11.mediums[2].p","pipe2.mediums[1].T","pipe2.mediums[2].T","pipe2.mediums[2].p","pipe3.mediums[1].T","pipe3.mediums[2].T","pipe3.mediums[2].p","pipe4.mediums[1].T","pipe4.mediums[1].p","pipe4.mediums[2].T","pipe4.mediums[2].p","pipe5.mediums[1].T","pipe5.mediums[2].T","pipe6.mediums[1].T","pipe6.mediums[2].T","pipe6.mediums[2].p","pipe7.mediums[1].T","pipe7.mediums[1].p","pipe7.mediums[2].T","pipe7.mediums[2].p","pipe8.mediums[1].T","pipe8.mediums[2].T","pipe9.mediums[1].T","pipe9.mediums[2].T"
35.48,299.999999176107,300.055638889538,247331.1234463,301.294757035503,301.254737971795,300.703631746585,300.705429562329,164376.02569848,300.055638530524,300.0560390153,245510.643497912,300.055638677086,300.056709407405,242467.630254339,300.062162492998,217698.49567175,300.066444963624,198244.228944211,301.150370595443,300.780222587631,301.150370595443,300.780222587632,177016.394607335,300.058098276465,236239.19167481,300.066069697282,199829.386922766,306.007393612177,311.241792637184,300.066040140884,300.070907422534
35.52,299.99999915017,300.055638654171,247331.100596874,301.295423151401,301.255567960702,300.704886684922,300.706687901549,164376.005613324,300.055638263214,300.05603871194,245510.620498757,300.055638423118,300.056709133523,242467.606940146,300.06216210875,217698.469990416,300.066444422009,198244.201403058,301.151555341741,300.782687489377,301.151555341741,300.782687489377,177016.370588534,300.058098619299,236239.167913012,300.066070177664,199829.360172566,306.008471963374,311.246484820178,300.06603899108,300.070910540833
35.56,299.999999126138,300.055638429153,247331.077823266,301.296086711418,301.256394916371,300.706137252041,300.707941858289,164375.985594038,300.055638007491,300.056038421544,245510.59757594,300.055638180224,300.05670887149,242467.583703291,300.062161740425,217698.444394173,300.066443901786,198244.173953107,301.152735777194,300.785143971701,301.152735777194,300.785143971701,177016.346648505,300.058098938229,236239.144230211,300.066070683142,199829.333511428,306.009544824919,311.251158587412,300.066037876814,300.070913558577
35.6,299.999999104123,300.055638215356,247331.055125253,301.29674772304,301.257218849921,300.707383463154,300.709191447795,164375.965640439,300.055637764344,300.056038145227,245510.574729239,300.055637949346,300.056708622318,242467.560543548,300.062161389424,217698.418882773,300.066443404908,198244.146594096,301.153911916499,300.787592061491,301.153911916499,300.787592061491,177016.322787028,300.058099232206,236239.120626179,300.066071212848,199829.306939089,306.010612225716,311.25581400378,300.066036802992,300.070916478878
35.64,299.999999084235,300.055638013678,247331.03250261,301.297406193702,301.25803977247,300.70862533348,300.710436685315,164375.945752339,300.055637534783,300.056037884132,245510.551958428,300.055637731447,300.056708387043,242467.537460689,300.06216105718,217698.393455972,300.066442933378,198244.11932577,301.155083774307,300.790031785548,301.155083774307,300.790031785548,177016.299003881,300.05809950017,236239.097100687,300.066071765866,199829.280455285,306.011674194565,311.260451133952,300.06603577463,300.070919304978
35.68,299.999999066589,300.055637825035,247331.009955115,301.298062130795,301.258857695131,300.709862878238,300.711677586102,164375.925929553,300.055637319846,300.056037639429,245510.529263283,300.055637527513,300.056708166725,242467.514454488,300.062160745164,217698.368113523,300.066442489251,198244.092147867,301.156251365231,300.792463170587,301.156251365231,300.792463170587,177016.27529884,300.058099741047,236239.073653508,300.066072341226,199829.25405975,306.012730760165,311.265070042371,300.066034796858,300.070922040252
35.72,299.999999051302,300.055637650364,247330.987482542,301.29871554166,301.259672629013,300.711096112653,300.712914165415,164375.906171896,300.055637120592,300.056037412315,245510.506643579,300.055637338553,300.056707962451,242467.491524715,300.06216045488,217698.34285518,300.066442074628,198244.06506013,301.157414703839,300.794886243236,301.157414703839,300.794886243236,177016.251671684,300.058099953752,236239.050284412,300.066072937904,199829.22775222,306.013781951111,311.269670793253,300.066033874923,300.070924688208
35.76,299.999999038492,300.055637490627,247330.965084669,301.29936643359,301.260484585225,300.712325051954,300.714146438516,164375.88647918,300.055636938107,300.056037204015,245510.48409909,300.055637165601,300.056707775332,242467.468671142,300.062160187868,217698.317680695,300.066441691661,198244.038062299,301.158573804659,300.797301030038,301.158573804659,300.797301030038,177016.22812219,300.058100137186,236239.026993172,300.066073554826,199829.201532429,306.014827795902,311.274253450588,300.066033014183,300.070927252494
35.8,299.99999902828,300.055637346805,247330.942761268,301.30001481383,301.261293574868,300.713549711377,300.715374420673,164375.86685122,300.055636773499,300.056037015784,245510.461629592,300.055637009713,300.056707606505,242467.445893542,300.062159945703,217698.292589821,300.066441342556,198244.011154114,301.159728682176,300.79970755745,301.159728682176,300.79970755745,177016.204650135,300.058100290238,236239.003779558,300.066074190861,199829.175400112,306.015868322935,311.278818078139,300.066032220119,300.070929736894
35.84,299.999999020789,300.055637219902,247330.920512116,301.300660689576,301.262099609042,300.714770106163,300.716598127161,164375.847287828,300.055636627904,300.056036848903,245510.439234858,300.055636871968,300.05670745713,242467.423191684,300.062159729995,217698.267582311,300.066441029565,198243.984335317,301.160879350835,300.802105851844,301.160879350835,300.802105851844,177016.181255297,300.058100411784,236238.98064334,300.066074844824,199829.149355002,306.016903560513,311.283364739439,300.066031498324,300.070932145334
35.88,299.999999016143,300.055637110944,247330.898336986,301.301304067974,301.262902698842,300.715986251562,300.717817573264,164375.827788819,300.055636502481,300.056036704682,245510.416914661,300.055636753472,300.056707328397,242467.40056534,300.062159542394,217698.242657918,300.066440754996,198243.957605648,301.162025825041,300.804495939506,301.162025825041,300.804495939506,177016.157937451,300.058100500689,236238.957584291,300.066075515477,199829.123396834,306.017933536841,311.287893497797,300.066030854513,300.070934481884
35.92,299.999999014471,300.055637020979,247330.876235652,301.301944956123,301.263702855361,300.717198162831,300.719032774273,164375.808354006,300.055636398417,300.056036584462,245510.394668775,300.055636655352,300.056707221519,242467.378014279,300.062159384583,217698.217816392,300.066440521206,198243.930964846,301.163168119157,300.806877846638,301.163168119157,300.806877846638,177016.134696373,300.058100555802,236238.934602179,300.066076201523,199829.097525341,306.01895828003,311.292404416291,300.066030294521,300.070936750759
35.96,299.999999015902,300.055636951078,247330.854207889,301.302583361071,301.264500089687,300.718405855235,300.720243745487,164375.7889832,300.055636316921,300.056036489609,245510.372496973,300.055636578761,300.056707137737,242467.355538272,300.062159258282,217698.193057487,300.066440330606,198243.904412651,301.164306247507,300.809251599355,301.164306247507,300.809251599355,177016.111531841,300.058100575963,236238.911696775,300.066076901609,199829.071740256,306.0199778181,311.296897557772,300.066029824302,300.070938956323
36,299.999999020567,300.055636902336,247330.832253468,301.303219289816,301.265294412904,300.719609344049,300.721450502215,164375.769676215,300.05563625923,300.056036421522,245510.350399027,300.055636524876,300.056707078316,242467.333137088,300.06215916525,217698.168380952,300.06644018566,198243.877948804,301.165440224374,300.811617223688,301.165440224374,300.811617223688,177016.088443631,300.058100559997,236238.888867848,300.066077614326,199829.046041311,306.020992178978,311.301372984861,300.066029449933,300.070941103087
36.04,299.9999990286,300.055636875869,247330.810372164,301.303852749306,301.266085836091,300.720808644559,300.722653059776,164375.750432863,300.055636226607,300.056036381629,245510.32837471,300.055636494899,300.05670704455,242467.310810496,300.062159107283,217698.143786539,300.066440088883,198243.851573043,301.166570064003,300.813974745585,301.166570064003,300.813974745585,177016.065431517,300.058100506717,236238.866115168,300.066078338206,199829.020428239,306.0220013905,311.305830759951,300.066029177613,300.070943195716
36.08,299.999999040137,300.055636872816,247330.788563747,301.304483746441,301.266874370326,300.722003772059,300.723851433502,164375.731252956,300.055636220342,300.056036371385,245510.306423792,300.055636490056,300.056707037761,242467.288558265,300.062159086213,217698.119273998,300.066440042848,198243.825285108,301.167695780599,300.816324190908,301.167695780599,300.816324190908,177016.042495275,300.058100414924,236238.843438504,300.066079071722,199828.994900772,306.023005480416,311.310270945205,300.066029013667,300.07094523903
36.12,299.999999055318,300.055636894342,247330.766827991,301.305112288067,301.267660026681,300.723194741857,300.725045638733,164375.712136307,300.055636241749,300.056036392278,245510.284546047,300.055636511601,300.056707059294,242467.266380163,300.062159103912,217698.094843081,300.066440050178,198243.799084738,301.168817388327,300.818665585433,301.168817388327,300.818665585433,177016.01963468,300.058100283405,236238.820837625,300.066079813289,199828.969458641,306.024004476386,311.314693602555,300.066028964542,300.070947238004
36.16,299.999999074282,300.055636941633,247330.745164667,301.305738380982,301.268442816222,300.724381569272,300.726235690826,164375.693082727,300.055636292171,300.056036445825,245510.262741244,300.055636560809,300.056707110524,242467.244275958,300.062159162291,217698.070493537,300.066440113552,198243.772971671,301.169934901315,300.820998954856,301.169934901315,300.820998954856,177015.996849508,300.058100110935,236238.798312298,300.066080561262,199828.944101578,306.024998405985,311.319098793705,300.066029036813,300.070949197773
36.2,299.999999097172,300.055637015899,247330.723573545,301.306362031931,301.269222750015,300.725564269636,300.727421605147,164375.674092028,300.055636372977,300.056036533574,245510.241009154,300.055636638984,300.056707192855,242467.222245417,300.062159263296,217698.046225115,300.066440235705,198243.746945647,301.171048333653,300.823324324786,301.171048333653,300.823324324786,177015.974139533,300.058099896276,236238.775862293,300.066081313933,199828.918829314,306.025987296703,311.323486580128,300.066029237181,300.07095112363
36.24,299.999999124135,300.055637118375,247330.702054398,301.30698324761,301.269999839119,300.726742858296,300.728603397078,164375.65516402,300.055636485563,300.056036657103,245510.219349547,300.055636747455,300.056707307716,242467.200288308,300.062159408916,217698.022037565,300.066440419428,198243.721006403,301.172157699391,300.825641720748,301.172157699391,300.825641720748,177015.951504529,300.058099638178,236238.753487377,300.066082069535,199828.893641578,306.026971175947,311.327857023064,300.066029572475,300.070953021034
36.28,299.999999155317,300.055637250319,247330.680606994,301.307602034662,301.270774094588,300.727917350612,300.729781082015,164375.636298516,300.055636631352,300.056036818022,245510.197762193,300.055636887576,300.056707456564,242467.178404397,300.062159601177,217697.997930636,300.066440667566,198243.695153679,301.173263012543,300.827951168186,301.173263012543,300.827951168186,177015.928944271,300.058099335377,236238.731187317,300.066082826239,199828.868538102,306.027950071044,311.332210183524,300.066030049653,300.070954895607
36.32,299.999999190868,300.055637413013,247330.659231103,301.308218399678,301.271545527474,300.729087761957,300.73095467537,164375.617495325,300.055636811796,300.056037017971,245510.176246862,300.055637060728,300.056707640887,242467.156593451,300.062159842145,217697.973904077,300.066440983021,198243.669387211,301.174364287085,300.830252692457,301.174364287085,300.830252692457,177015.906458531,300.058098986598,236238.708961882,300.066083582153,199828.843518614,306.028924009237,311.336546122288,300.066030675803,300.070956753141
36.36,299.999999230941,300.055637607765,247330.637926496,301.308832349198,301.272314148822,300.730254107724,300.732124192569,164375.598754259,300.055637028373,300.056037258623,245510.154803322,300.055637268318,300.056707862198,242467.134855235,300.062160133928,217697.949957636,300.066441368752,198243.643706737,301.175461536956,300.832546318838,301.175461536956,300.832546318838,177015.884047085,300.058098590551,236238.686810837,300.06608433532,199828.818582845,306.029893017691,311.340864899901,300.066031458144,300.070958599595
36.4,299.999999272409,300.055637811001,247330.616693356,301.309443922093,301.273079931916,300.731416372304,300.733289618005,164375.580075343,300.05563725448,300.056037509972,245510.133431736,300.055637485004,300.056708093259,242467.113189923,300.062160438952,217697.926091424,300.066441772468,198243.618112266,301.176554773407,300.834832076692,301.176554773407,300.834832076692,177015.861709961,300.058098175311,236238.664734233,300.066085102797,199828.79373098,306.030857092134,311.3451666067,300.066032279492,300.070960368705
36.44,299.999999275899,300.055637724183,247330.59553644,301.310053514757,301.273842433124,300.732574197635,300.734450593212,164375.561460971,300.05563715317,300.056037391932,245510.112136621,300.055637389833,300.056707989068,242467.091602196,300.062160281128,217697.902309568,300.066441531237,198243.592606783,301.177643978383,300.83711004136,301.177643978383,300.83711004136,177015.839450024,300.058098093292,236238.642735243,300.066086112175,199828.768968261,306.031815881944,311.349451664266,300.06603164772,300.070961195027
36.48,299.999999280375,300.055637643079,247330.574450619,301.310660750775,301.274602109798,300.733727965787,300.735607500729,164375.542908416,300.055637058273,300.056037281082,245510.090913082,300.055637300785,300.056707891435,242467.070086993,300.062160132178,217697.878607516,300.066441301966,198243.567186837,301.178729197049,300.839380188559,301.178729197049,300.839380188559,177015.817264013,300.058097995934,236238.620810289,300.066087135846,199828.744289004,306.032769784755,311.353719777588,300.066031042516,300.070961940784
36.52,299.999999285822,300.055637567773,247330.553435682,301.311265638198,301.275358970958,300.734877690572,300.736760354404,164375.524417499,300.055636969884,300.056037177535,245510.069760909,300.055637217951,300.056707800461,242467.048644099,300.062159992258,217697.854985036,300.066441084905,198243.541852177,301.179810443057,300.841642543457,301.179810443057,300.841642543457,177015.795151713,300.058097883458,236238.598959151,300.066088172609,199828.719692962,306.033718825763,311.35797100788,300.066030465013,300.070962608785
36.56,299.999999292226,300.05563749834,247330.53249142,301.311868185063,301.276113025571,300.73602338578,300.737909168066,164375.505988042,300.055636888095,300.056037081399,245510.048679889,300.055637141416,300.056707716239,242467.027273301,300.062159861516,217697.831441892,300.066440880295,198243.516602555,301.180887730022,300.843897131141,301.180887730022,300.843897131141,177015.77311291,300.058097756111,236238.577181609,300.066089221221,199828.695179886,306.034663030053,311.362205416157,300.066029916323,300.070963201931
36.6,299.999999299571,300.055637434852,247330.511617621,301.312468399397,301.276864282554,300.737165065186,300.739053955522,164375.487619864,300.055636812991,300.056036992773,245510.02766981,300.055637071257,300.056707638857,242467.005974384,300.062159740093,217697.807977851,300.066440688365,198243.491437722,301.181961071518,300.846143976623,301.181961071518,300.846143976623,177015.751147391,300.058097614163,236238.555477444,300.066090280396,199828.67074953,306.035602422597,311.36642306324,300.066029397537,300.070963723213
36.64,299.99999930784,300.055637377373,247330.490814075,301.313066289213,301.277612750769,300.738302742544,300.740194730565,164375.469312789,300.055636744648,300.056036911752,245510.006730462,300.055637007548,300.056707568395,242466.984747135,300.062159628121,217697.784592681,300.066440509334,198243.46635743,301.183030481083,300.848383104839,301.183030481083,300.848383104839,177015.729254941,300.058097457908,236238.533846436,300.066091348802,199828.646401645,306.036537028259,311.370624009754,300.066028909725,300.070964175714
36.68,299.999999317013,300.055637325961,247330.470080573,301.313661862511,301.278358439024,300.739436431589,300.741331506967,164375.451066635,300.055636683137,300.056036838419,245509.985861631,300.055636950353,300.056707504925,242466.963591338,300.062159525723,217697.761286146,300.06644034341,198243.44136143,301.184095972216,300.850614540647,301.184095972216,300.850614540647,177015.707435346,300.058097287666,236238.512288366,300.066092425066,199828.622135984,306.037466871796,311.374808316128,300.066028453937,300.070964562612
36.72,299.999999327067,300.055637280668,247330.449416905,301.314255127282,301.279101356073,300.740566146039,300.742464298481,164375.432881225,300.055636628522,300.056036772853,245509.965063107,300.055636899731,300.056707448514,242466.942506781,300.062159433012,217697.738058015,300.06644019079,198243.416449473,301.185157558378,300.852838308828,301.185157558378,300.852838308828,177015.685688392,300.058097103783,236238.490803015,300.06609350777,199828.5979523,306.038391977854,311.378976042597,300.066028031199,300.07096488718
36.76,299.999999337981,300.055637241539,247330.428822859,301.314846091501,301.279841510617,300.741691899594,300.743593118845,164375.41475638,300.055636580859,300.056036715122,245509.944334678,300.055636855733,300.056707399221,242466.921493249,300.062159350092,217697.714908053,300.06644005166,198243.391621311,301.186215252993,300.855054434089,301.186215252993,300.855054434089,177015.664013866,300.058096906629,236238.469390163,300.066094595449,199828.573850346,306.039312370975,311.383127249196,300.066027642517,300.070965152783
36.8,299.999999349728,300.055637208615,247330.408298227,301.315434763135,301.280578911298,300.742813705934,300.744717981778,164375.396691921,300.055636540197,300.056036665289,245509.923676132,300.055636818405,300.056707357095,242466.900550528,300.062159277058,217697.691836027,300.066439926192,198243.366876696,301.187269069447,300.85726294106,301.187269069447,300.857262941061,177015.642411554,300.058096696601,236238.448049591,300.066095686595,199828.549829875,306.040228075594,311.387261995769,300.066027288869,300.070965362889
36.84,299.999999362282,300.055637181926,247330.387842798,301.316021150136,301.281313566706,300.743931578724,300.745838900982,164375.378687669,300.055636506579,300.056036623407,245509.903087258,300.055636787783,300.056707322181,242466.879678405,300.062159213996,217697.668841704,300.066439814548,198243.34221538,301.18831902109,300.859463854296,301.18831902109,300.859463854296,177015.620881241,300.058096474124,236238.42678108,300.066096779654,199828.52589064,306.041139116042,311.391380341961,300.066026971213,300.07096552106
36.88,299.999999375614,300.055637161497,247330.367456362,301.316605260449,301.282045485372,300.745045531611,300.746955890142,164375.360743445,300.055636480037,300.05603658952,245509.882567844,300.055636763898,300.056707294515,242466.858876666,300.06215916098,217697.645924851,300.066439716877,198243.317637113,301.189365121235,300.861657198276,301.189365121235,300.861657198276,177015.599422714,300.058096239647,236238.405584409,300.066097873027,199828.502032394,306.042045516546,311.395482347225,300.066026690482,300.07096563096
36.92,299.999999389692,300.055637147347,247330.34713871,301.317187102004,301.28277467577,300.746155578227,300.748068962928,164375.34285907,300.055636460598,300.056036563665,245509.862117679,300.055636746772,300.056707274124,242466.838145098,300.062159118075,217697.623085235,300.066439633317,198243.293141649,301.190407383158,300.863842997403,301.190407383158,300.863842997403,177015.57803576,300.058095993648,236238.38445936,300.066098965067,199828.478254891,306.042947301231,311.399568070814,300.066026447583,300.070965696354
36.96,299.999999404484,300.055637139487,247330.326889631,301.317766682721,301.283501146318,300.747261732186,300.749178132993,164375.325034366,300.055636448281,300.05603654587,245509.841736552,300.05563673642,300.056707261028,242466.817483486,300.062159085337,217697.600322623,300.066439563989,198243.26872874,301.191445820099,300.866021276006,301.191445820099,300.866021276006,177015.556720163,300.058095736632,236238.363405713,300.066100054079,199828.454557886,306.043844494118,311.403637571791,300.066026243397,300.070965721109
37,299.999999419955,300.055637137921,247330.306708917,301.31834401051,301.284224905375,300.748364007085,300.750283413975,164375.307269153,300.055636443096,300.056036536153,245509.821424251,300.05563673285,300.056707255239,242466.796891618,300.062159062809,217697.577636781,300.066439509006,198243.244398136,301.192480445263,300.86819205834,301.192480445263,300.86819205834,177015.535475711,300.058095469134,236238.342423249,300.066101138324,199828.43094113,306.044737119131,311.407690909018,300.066026078779,300.070965709194
37.04,299.999999436069,300.055637142643,247330.286596357,301.318919093269,301.284945961241,300.749462416507,300.751384819494,164375.289563254,300.055636445044,300.056036534525,245509.801180565,300.055636736061,300.056707256759,242466.776369279,300.062159050525,217697.555027478,300.066439468463,198243.220149591,301.193511271819,300.870355368584,301.193511271819,300.870355368584,177015.51430219,300.058095191714,236238.321511748,300.066102216013,199828.407404379,306.045625200091,311.411728141166,300.066025954559,300.070965664686
37.08,299.999999452785,300.055637153644,247330.266551742,301.319491938887,301.285664322157,300.750556974019,300.752482363157,164375.271916488,300.05563645412,300.056036540985,245509.781005283,300.055636746044,300.056707265584,242466.755916257,300.062159048507,217697.53249448,300.066439442445,198243.195982857,301.194538312901,300.872511230844,301.194538312901,300.872511230844,177015.493199385,300.058094904962,236238.300670991,300.06610328531,199828.383947387,306.04650876072,311.415749326709,300.066025871537,300.070965591764
37.12,299.999999470063,300.055637170904,247330.246574861,301.320062555241,301.286379996305,300.751647693173,300.753576058557,164375.254328677,300.055636470308,300.056036555524,245509.760898193,300.055636762782,300.056707281699,242466.735532337,300.062159056767,217697.510037556,300.066439431021,198243.171897686,301.195561581606,300.87465966915,301.195561581606,300.87465966915,177015.472167083,300.058094609498,236238.279900758,300.06610434433,199828.360569908,306.047387824646,311.419754523925,300.066025830486,300.070965494718
37.16,299.999999487859,300.055637194396,247330.226665507,301.320630950198,301.287092991806,300.752734587506,300.754665919271,164375.236799643,300.055636493585,300.056036578125,245509.740859084,300.05563678625,300.056707305081,242466.715217308,300.062159075305,217697.487656471,300.066439434246,198243.147893831,301.196581090999,300.876800707461,301.196581090999,300.876800707461,177015.45120507,300.058094305972,236238.259200829,300.066105391139,199828.337271696,306.048262415395,311.423743790899,300.066025832151,300.070965377945
37.2,299.999999506129,300.055637224084,247330.206823468,301.321197131617,301.287803316719,300.75381767054,300.755751958862,164375.219329206,300.055636523919,300.056036608758,245509.720887746,300.055636816415,300.056707335699,242466.694970954,300.062159104108,217697.465350994,300.066439452162,198243.123971044,301.197596854108,300.878934369661,301.197596854108,300.878934369661,177015.430313132,300.05809399506,236238.238570986,300.066106423754,199828.314052507,306.049132556401,311.427717185519,300.066025877248,300.070965245952
37.24,299.999999524824,300.055637259927,247330.187048536,301.321761107344,301.288510979044,300.754896955784,300.75683419088,164375.201917188,300.055636561268,300.056036647386,245509.700983967,300.055636853234,300.05670737351,242466.674793064,300.062159143155,217697.443120893,300.066439484794,198243.100129078,301.198608883929,300.881060679559,301.198608883929,300.881060679559,177015.409491056,300.058093677473,236238.218011009,300.066107440141,199828.290912094,306.049998271001,311.431674765479,300.066025966462,300.070965103355
37.28,299.999999543896,300.055637301872,247330.167340502,301.322322885218,301.289215986717,300.755972456732,300.75791262886,164375.18456341,300.055636605582,300.056036693961,245509.681147536,300.055636896656,300.056707418466,242466.654683424,300.062159192409,217697.420965934,300.066439532153,198243.076367685,301.199617193423,300.883179660893,301.199617193423,300.883179660893,177015.388738627,300.058093353948,236238.197520678,300.066108438218,199828.267850213,306.050859582439,311.435616588278,300.066026100449,300.070964954886
37.32,299.999999563291,300.05563734986,247330.147699155,301.322882473067,301.289918347613,300.757044186865,300.758987286325,164375.167267692,300.055636656801,300.056036748424,245509.661378242,300.05563694662,300.056707470505,242466.634641821,300.062159251823,217697.398885887,300.066439594236,198243.052686618,301.200621795517,300.885291337327,301.200621795517,300.885291337327,177015.368055632,300.058093025257,236238.177099774,300.066109415851,199828.244866619,306.051716513865,311.439542711219,300.066026279832,300.070964805388
37.36,299.999999582956,300.055637403822,247330.128124287,301.323439878709,301.290618069543,300.75811215965,300.760058176785,164375.150029857,300.055636714856,300.056036810706,245509.641675874,300.055637003059,300.056707529558,242466.614668042,300.062159321337,217697.376880518,300.066439671023,198243.02908563,301.201622703104,300.887395732454,301.201622703104,300.887395732454,177015.347441857,300.058092692201,236238.156748076,300.066110370855,199828.221961067,306.05256908834,311.44345319141,300.066026505206,300.070964659819
37.4,299.999999602834,300.055637463682,247330.108615689,301.323995109954,301.291315160254,300.759176388543,300.761125313737,164375.132849726,300.055636779668,300.056036880727,245509.622040221,300.055637065892,300.056707595546,242466.594761874,300.062159400879,217697.354949595,300.066439762478,198243.005564475,301.202619929046,300.889492869791,301.202619929046,300.889492869791,177015.326897088,300.058092355613,236238.136465366,300.066111300993,199828.199133313,306.053417328829,311.447348085766,300.066026777131,300.070964523254
37.44,299.999999622867,300.055637529354,247330.089173151,301.324548174604,301.29200962743,300.760236886986,300.762188710665,164375.115727119,300.055636851149,300.056036958399,245509.602471072,300.055637135034,300.056707668381,242466.574923103,300.062159490365,217697.333092887,300.06643986855,198242.982122904,301.20361348617,300.891582772786,301.20361348617,300.891582772786,177015.306421112,300.058092016357,236238.116251424,300.066112203979,199828.176383112,306.054261258211,311.451227451006,300.066027096135,300.070964400885
37.48,299.999999642993,300.055637600743,247330.069796465,301.325099080448,301.29270147869,300.761293668407,300.763248381044,164375.098661858,300.055636929201,300.056037043619,245509.582968217,300.055637210387,300.056707747961,242466.555151519,300.062159589694,217697.311310162,300.066439989171,198242.958760672,301.204603387272,300.893665464813,301.204603387272,300.893665464813,177015.286013714,300.058091675332,236238.09610603,300.066113077471,199828.15371022,306.055100899274,311.455091343654,300.066027462714,300.070964298022
37.52,299.999999663148,300.055637677746,247330.05048542,301.325647835271,301.293390721587,300.762346746226,300.764304338334,164375.081653763,300.055637013715,300.056037136276,245509.563531445,300.055637291844,300.056707834179,242466.535446906,300.062159698757,217697.289601188,300.066440124257,198242.935477531,301.205589645114,300.895740969176,301.205589645114,300.895740969176,177015.26567468,300.058091333466,236238.076028964,300.066113919076,199828.131114392,306.055936274719,311.45893982004,300.066027877328,300.070964220095
37.56,299.999999683266,300.05563776025,247330.031239809,301.326194446848,301.294077363609,300.763396133847,300.765356595985,164375.064702657,300.055637104572,300.056037236246,245509.544160545,300.055637379288,300.056707926914,242466.515809053,300.062159817429,217697.267965733,300.066440273705,198242.912273234,301.206572272428,300.897809309106,301.206572272428,300.897809309106,177015.245403798,300.058090991724,236238.056020007,300.066114726349,199828.108595386,306.056767407158,311.462772936298,300.066028340406,300.070964172655
37.6,299.99999970328,300.055637848131,247330.012059422,301.326738922942,301.294761412177,300.764441844666,300.766405167436,164375.04780836,300.055637201644,300.056037343395,245509.524855305,300.055637472594,300.056708026036,242466.496237748,300.062159945572,217697.246403565,300.066440437399,198242.889147536,301.207551281913,300.899870507763,301.207551281913,300.899870507763,177015.225200852,300.058090651101,236238.036078939,300.06611549679,199828.086152957,306.05759431912,311.46659074837,300.066028852338,300.070964161375
37.64,299.999999723118,300.05563794126,247329.99294405,301.327281271314,301.295442874645,300.765483892067,300.767450066117,164375.030970693,300.055637304792,300.056037457575,245509.505615517,300.055637571624,300.056708131403,242466.476732776,300.062160083032,217697.224914453,300.066440615201,198242.866100189,301.208526686235,300.901924588235,301.208526686235,300.901924588235,177015.20506563,300.058090312628,236238.016205541,300.066116227845,199828.063786861,306.058417033047,311.470393312001,300.066029413482,300.070964192054
37.68,299.999999742707,300.055638039494,247329.973893485,301.327821499711,301.296121758301,300.766522289422,300.768491305444,164375.014189478,300.055637413865,300.05603757863,245509.486440968,300.055637676232,300.056708242864,242466.457293927,300.062160229645,217697.203498165,300.066440806959,198242.843130947,301.209498498032,300.903971573541,301.209498498032,300.903971573541,177015.184997917,300.05808997737,236237.996399592,300.066116916907,199828.041496855,306.059235571295,311.474180682742,300.066030024157,300.070964270611
37.72,299.999999761971,300.055638142682,247329.954907517,301.328359615877,301.296798070363,300.767557050094,300.769528898827,164374.997464535,300.055637528703,300.056037706389,245509.467331448,300.055637786261,300.056708360255,242466.437920987,300.06216038523,217697.18215447,300.066441012501,198242.820239564,301.210466729909,300.906011486628,301.210466729909,300.906011486628,177015.164997499,300.058089646425,236237.976660872,300.066117561313,199828.019282696,306.060049956139,311.477952915951,300.066030684647,300.070964403096
37.76,299.999999780832,300.055638250664,247329.935985938,301.328895627544,301.297471817983,300.768588187436,300.770562859664,164374.980795686,300.055637649134,300.05603784067,245509.448286747,300.055637901543,300.056708483403,242466.418613743,300.062160549592,217697.160883137,300.066441231637,198242.797425793,301.21143139444,300.908044350372,301.21143139444,300.908044350372,177015.145064162,300.058089320928,236237.956989163,300.066118158346,199827.997144141,306.060860209773,311.481710066789,300.066031395199,300.070964595683
37.8,299.999999799208,300.055638363268,247329.91712854,301.32942954244,301.29814300824,300.769615714789,300.771593201343,164374.964182752,300.055637774976,300.056037981279,245509.429306655,300.0556380219,300.056708612122,242466.399371984,300.062160722523,217697.139683933,300.066441464158,198242.774689388,301.21239250417,300.910070187579,301.21239250417,300.910070187579,177015.125197694,300.058089002048,236237.937384243,300.066118705231,199827.975080946,306.061666354306,311.485452190226,300.066032156021,300.070964854677
37.84,299.999999817017,300.055638480314,247329.898335113,301.329961368283,301.298811648147,300.770639645487,300.772619937244,164374.947625554,300.055637906034,300.056038128009,245509.41039096,300.055638147143,300.056708746216,242466.380195498,300.062160903797,217697.118556629,300.066441709839,198242.752030103,301.213350071612,300.912089020987,301.213350071612,300.912089020987,177015.105397879,300.058088690989,236237.917845894,300.066119199139,199827.953092869,306.062468411769,311.489179341034,300.066032967283,300.070965186509
37.88,299.999999834171,300.05563860161,247329.879605449,301.330491112785,301.299477744645,300.771659992855,300.77364308074,164374.931123912,300.055638042103,300.05603828064,245509.391539452,300.055638277073,300.056708885475,242466.361084071,300.062161093176,217697.097500993,300.066441968433,198242.729447691,301.214304109252,300.914100873262,301.214304109252,300.914100873262,177015.085664503,300.058088388993,236237.898373894,300.066119637185,199827.931179668,306.063266404115,311.492891573794,300.066033829116,300.070965597746
