"time","dFFREGSRH.dataOut[1]","dFFREGSRH.dataOut[2]"
5.205,3,3
5.208,3,3
5.211,3,3
5.214,3,3
5.217,3,3
5.22,3,3
5.223,3,3
5.226,3,3
5.229,3,3
5.232,3,3
5.235,3,3
5.238,3,3
5.241,3,3
5.244,3,3
5.247,3,3
5.25,3,3
5.253,3,3
5.256,3,3
5.259,3,3
5.262,3,3
5.265,3,3
5.268,3,3
5.271,3,3
5.274,3,3
5.277,3,3
5.28,3,3
5.283,3,3
5.286,3,3
5.289,3,3
5.292,3,3
5.295,3,3
5.298,3,3
5.301,3,3
5.304,3,3
5.307,3,3
5.31,3,3
5.313,3,3
5.316,3,3
5.319,3,3
5.322,3,3
5.325,3,3
5.328,3,3
5.331,3,3
5.334,3,3
5.337,3,3
5.34,3,3
5.343,3,3
5.346,3,3
5.349,3,3
5.352,3,3
5.355,3,3
5.358,3,3
5.361,3,3
5.364,3,3
5.367,3,3
5.37,3,3
5.373,3,3
5.376,3,3
5.379,3,3
5.382,3,3
5.385,3,3
5.388,3,3
5.391,3,3
5.394,3,3
5.397,3,3
5.4,3,3
5.403,3,3
5.406,3,3
5.409,3,3
5.412,3,3
5.415,3,3
5.418,3,3
5.421,3,3
5.424,3,3
5.427,3,3
5.43,3,3
5.433,3,3
5.436,3,3
5.439,3,3
5.442,3,3
5.445,3,3
5.448,3,3
5.451,3,3
5.454,3,3
5.457,3,3
5.46,3,3
5.463,3,3
5.466,3,3
5.469,3,3
5.472,3,3
5.475,3,3
5.478,3,3
5.481,3,3
5.484,3,3
5.487,3,3
5.49,3,3
5.493,3,3
5.496,3,3
5.499,3,3
5.502,3,3
5.505,3,3
5.508,3,3
5.511,3,3
5.514,3,3
5.517,3,3
5.52,3,3
5.523,3,3
5.526,3,3
5.529,3,3
5.532,3,3
5.535,3,3
5.538,3,3
5.541,3,3
5.544,3,3
5.547,3,3
5.55,3,3
5.553,3,3
5.556,3,3
5.559,3,3
5.562,3,3
5.565,3,3
5.568,3,3
5.571,3,3
5.574,3,3
5.577,3,3
5.58,3,3
5.583,3,3
5.586,3,3
5.589,3,3
5.592,3,3
5.595,3,3
5.598,3,3
5.601,3,3
5.604,3,3
5.607,3,3
5.61,3,3
5.613,3,3
5.616,3,3
5.619,3,3
5.622,3,3
5.625,3,3
5.628,3,3
5.631,3,3
5.634,3,3
5.637,3,3
5.64,3,3
5.643,3,3
5.646,3,3
5.649,3,3
5.652,3,3
5.655,3,3
5.658,3,3
5.661,3,3
5.664,3,3
5.667,3,3
5.67,3,3
5.673,3,3
5.676,3,3
5.679,3,3
5.682,3,3
5.685,3,3
5.688,3,3
5.691,3,3
5.694,3,3
5.697,3,3
5.7,3,3
5.703,3,3
5.706,3,3
5.709,3,3
5.712,3,3
5.715,3,3
5.718,3,3
5.721,3,3
5.724,3,3
5.727,3,3
5.73,3,3
5.733,3,3
5.736,3,3
5.739,3,3
5.742,3,3
5.745,3,3
5.748,3,3
5.751,3,3
5.754,3,3
5.757,3,3
5.76,3,3
5.763,3,3
5.766,3,3
5.769,3,3
5.772,3,3
5.775,3,3
5.778,3,3
5.781,3,3
5.784,3,3
5.787,3,3
5.79,3,3
5.793,3,3
5.796,3,3
5.799,3,3
5.802,3,3
5.805,3,3
5.808,3,3
5.811,3,3
5.814,3,3
5.817,3,3
5.82,3,3
5.823,3,3
5.826,3,3
5.829,3,3
5.832,3,3
5.835,3,3
5.838,3,3
5.841,3,3
5.844,3,3
5.847,3,3
5.85,3,3
5.853,3,3
5.856,3,3
5.859,3,3
5.862,3,3
5.865,3,3
5.868,3,3
5.871,3,3
5.874,3,3
5.877,3,3
5.88,3,3
5.883,3,3
5.886,3,3
5.889,3,3
5.892,3,3
5.895,3,3
5.898,3,3
5.901,3,3
5.904,3,3
5.907,3,3
5.91,3,3
5.913,3,3
5.916,3,3
5.919,3,3
5.922,3,3
5.925,3,3
5.928,3,3
5.931,3,3
5.934,3,3
5.937,3,3
5.94,3,3
5.943,3,3
5.946,3,3
5.949,3,3
5.952,3,3
5.955,3,3
5.958,3,3
5.961,3,3
5.964,3,3
5.967,3,3
5.97,3,3
5.973,3,3
5.976,3,3
5.979,3,3
5.982,3,3
5.985,3,3
5.988,3,3
5.991,3,3
5.994,3,3
5.997,3,3
6,3,3
6,3,3
6.003,3,3
6.006,3,3
6.009,3,3
6.012,3,3
6.015,3,3
6.018,3,3
6.021,3,3
6.024,3,3
6.027,3,3
6.03,3,3
6.033,3,3
6.036,3,3
6.039,3,3
6.042,3,3
6.045,3,3
6.048,3,3
6.051,3,3
6.054,3,3
6.057,3,3
6.06,3,3
6.063,3,3
6.066,3,3
6.069,3,3
6.072,3,3
6.075,3,3
6.078,3,3
6.081,3,3
6.084,3,3
6.087,3,3
6.09,3,3
6.093,3,3
6.096,3,3
6.099,3,3
6.102,3,3
6.105,3,3
6.108,3,3
6.111,3,3
6.114,3,3
6.117,3,3
6.12,3,3
6.123,3,3
6.126,3,3
6.129,3,3
6.132,3,3
6.135,3,3
6.138,3,3
6.141,3,3
6.144,3,3
6.147,3,3
6.15,3,3
6.153,3,3
6.156,3,3
6.159,3,3
6.162,3,3
6.165,3,3
6.168,3,3
6.171,3,3
6.174,3,3
6.177,3,3
6.18,3,3
6.183,3,3
6.186,3,3
6.189,3,3
6.192,3,3
6.195,3,3
6.198,3,3
6.201,3,3
6.204,3,3
6.207,3,3
6.21,3,3
6.213,3,3
6.216,3,3
6.219,3,3
6.222,3,3
6.225,3,3
6.228,3,3
6.231,3,3
6.234,3,3
6.237,3,3
6.24,3,3
6.243,3,3
6.246,3,3
6.249,3,3
6.252,3,3
6.255,3,3
6.258,3,3
6.261,3,3
6.264,3,3
6.267,3,3
6.27,3,3
6.273,3,3
6.276,3,3
6.279,3,3
6.282,3,3
6.285,3,3
6.288,3,3
6.291,3,3
6.294,3,3
6.297,3,3
6.3,3,3
6.303,3,3
6.306,3,3
6.309,3,3
6.312,3,3
6.315,3,3
6.318,3,3
6.321,3,3
6.324,3,3
6.327,3,3
6.33,3,3
6.333,3,3
6.336,3,3
6.339,3,3
6.342,3,3
6.345,3,3
6.348,3,3
6.351,3,3
6.354,3,3
6.357,3,3
6.36,3,3
6.363,3,3
6.366,3,3
6.369,3,3
6.372,3,3
6.375,3,3
6.378,3,3
6.381,3,3
6.384,3,3
6.387,3,3
6.39,3,3
6.393,3,3
6.396,3,3
6.399,3,3
6.402,3,3
6.405,3,3
6.408,3,3
6.411,3,3
6.414,3,3
6.417,3,3
6.42,3,3
6.423,3,3
6.426,3,3
6.429,3,3
6.432,3,3
6.435,3,3
6.438,3,3
6.441,3,3
6.444,3,3
6.447,3,3
6.45,3,3
6.453,3,3
6.456,3,3
6.459,3,3
6.462,3,3
6.465,3,3
6.468,3,3
6.471,3,3
6.474,3,3
6.477,3,3
6.48,3,3
6.483,3,3
6.486,3,3
6.489,3,3
6.492,3,3
6.495,3,3
6.498,3,3
6.501,3,3
6.504,3,3
6.507,3,3
6.51,3,3
6.513,3,3
6.516,3,3
6.519,3,3
6.522,3,3
6.525,3,3
6.528,3,3
6.531,3,3
6.534,3,3
6.537,3,3
6.54,3,3
6.543,3,3
6.546,3,3
6.549,3,3
6.552,3,3
6.555,3,3
6.558,3,3
6.561,3,3
6.564,3,3
6.567,3,3
6.57,3,3
6.573,3,3
6.576,3,3
6.579,3,3
6.582,3,3
6.585,3,3
6.588,3,3
6.591,3,3
6.594,3,3
6.597,3,3
6.6,3,3
6.603,3,3
6.606,3,3
6.609,3,3
6.612,3,3
6.615,3,3
6.618,3,3
6.621,3,3
6.624,3,3
6.627,3,3
6.63,3,3
6.633,3,3
6.636,3,3
6.639,3,3
6.642,3,3
6.645,3,3
6.648,3,3
6.651,3,3
6.654,3,3
6.657,3,3
6.66,3,3
6.663,3,3
6.666,3,3
6.669,3,3
6.672,3,3
6.675,3,3
6.678,3,3
6.681,3,3
6.684,3,3
6.687,3,3
6.69,3,3
6.693,3,3
6.696,3,3
6.699,3,3
6.702,3,3
6.705,3,3
6.708,3,3
6.711,3,3
6.714,3,3
6.717,3,3
6.72,3,3
6.723,3,3
6.726,3,3
6.729,3,3
6.732,3,3
6.735,3,3
6.738,3,3
6.741,3,3
6.744,3,3
6.747,3,3
6.75,3,3
6.753,3,3
6.756,3,3
6.759,3,3
6.762,3,3
6.765,3,3
6.768,3,3
6.771,3,3
6.774,3,3
6.777,3,3
6.78,3,3
6.783,3,3
6.786,3,3
6.789,3,3
6.792,3,3
6.795,3,3
6.798,3,3
6.801,3,3
6.804,3,3
6.807,3,3
6.81,3,3
6.813,3,3
6.816,3,3
6.819,3,3
6.822,3,3
6.825,3,3
6.828,3,3
6.831,3,3
6.834,3,3
6.837,3,3
6.84,3,3
6.843,3,3
6.846,3,3
6.849,3,3
6.852,3,3
6.855,3,3
6.858,3,3
6.861,3,3
6.864,3,3
6.867,3,3
6.87,3,3
6.873,3,3
6.876,3,3
6.879,3,3
6.882,3,3
6.885,3,3
6.888,3,3
6.891,3,3
6.894,3,3
6.897,3,3
6.9,3,3
6.903,3,3
6.906,3,3
6.909,3,3
6.912,3,3
6.915,3,3
6.918,3,3
6.921,3,3
6.924,3,3
6.927,3,3
6.93,3,3
6.933,3,3
6.936,3,3
6.939,3,3
6.942,3,3
6.945,3,3
6.948,3,3
6.951,3,3
6.954,3,3
6.957,3,3
6.96,3,3
6.963,3,3
6.966,3,3
6.969,3,3
6.972,3,3
6.975,3,3
6.978,3,3
6.981,3,3
6.984,3,3
6.987,3,3
6.99,3,3
6.993,3,3
6.996,3,3
6.999,3,3
7.002,3,3
7.005,3,3
7.008,3,3
7.011,3,3
7.014,3,3
7.017,3,3
7.02,3,3
7.023,3,3
7.026,3,3
7.029,3,3
7.032,3,3
7.035,3,3
7.038,3,3
7.041,3,3
7.044,3,3
7.047,3,3
7.05,3,3
7.053,3,3
7.056,3,3
7.059,3,3
7.062,3,3
7.065,3,3
7.068,3,3
7.071,3,3
7.074,3,3
7.077,3,3
7.08,3,3
7.083,3,3
7.086,3,3
7.089,3,3
7.092,3,3
7.095,3,3
7.098,3,3
7.101,3,3
7.104,3,3
7.107,3,3
7.11,3,3
7.113,3,3
7.116,3,3
7.119,3,3
7.122,3,3
7.125,3,3
7.128,3,3
7.131,3,3
7.134,3,3
7.137,3,3
7.14,3,3
7.143,3,3
7.146,3,3
7.149,3,3
7.152,3,3
7.155,3,3
7.158,3,3
7.161,3,3
7.164,3,3
7.167,3,3
7.17,3,3
7.173,3,3
7.176,3,3
7.179,3,3
7.182,3,3
7.185,3,3
7.188,3,3
7.191,3,3
7.194,3,3
7.197,3,3
7.2,3,3
7.203,3,3
7.206,3,3
7.209,3,3
7.212,3,3
7.215,3,3
7.218,3,3
7.221,3,3
7.224,3,3
7.227,3,3
7.23,3,3
7.233,3,3
7.236,3,3
7.239,3,3
7.242,3,3
7.245,3,3
7.248,3,3
7.251,3,3
7.254,3,3
7.257,3,3
7.26,3,3
7.263,3,3
7.266,3,3
7.269,3,3
7.272,3,3
7.275,3,3
7.278,3,3
7.281,3,3
7.284,3,3
7.287,3,3
7.29,3,3
7.293,3,3
7.296,3,3
7.299,3,3
7.302,3,3
7.305,3,3
7.308,3,3
7.311,3,3
7.314,3,3
7.317,3,3
7.32,3,3
7.323,3,3
7.326,3,3
7.329,3,3
7.332,3,3
7.335,3,3
7.338,3,3
7.341,3,3
7.344,3,3
7.347,3,3
7.35,3,3
7.353,3,3
7.356,3,3
7.359,3,3
7.362,3,3
7.365,3,3
7.368,3,3
7.371,3,3
7.374,3,3
7.377,3,3
7.38,3,3
7.383,3,3
7.386,3,3
7.389,3,3
7.392,3,3
7.395,3,3
7.398,3,3
7.401,3,3
7.404,3,3
7.407,3,3
7.41,3,3
7.413,3,3
7.416,3,3
7.419,3,3
7.422,3,3
7.425,3,3
7.428,3,3
7.431,3,3
7.434,3,3
7.437,3,3
7.44,3,3
7.443,3,3
7.446,3,3
7.449,3,3
7.452,3,3
7.455,3,3
7.458,3,3
7.461,3,3
7.464,3,3
7.467,3,3
7.47,3,3
7.473,3,3
7.476,3,3
7.479,3,3
7.482,3,3
7.485,3,3
7.488,3,3
7.491,3,3
7.494,3,3
7.497,3,3
7.5,3,3
7.503,3,3
7.506,3,3
7.509,3,3
7.512,3,3
7.515,3,3
7.518,3,3
7.521,3,3
7.524,3,3
7.527,3,3
7.53,3,3
7.533,3,3
7.536,3,3
7.539,3,3
7.542,3,3
7.545,3,3
7.548,3,3
7.551,3,3
7.554,3,3
7.557,3,3
7.56,3,3
7.563,3,3
7.566,3,3
7.569,3,3
7.572,3,3
7.575,3,3
7.578,3,3
7.581,3,3
7.584,3,3
7.587,3,3
7.59,3,3
7.593,3,3
7.596,3,3
7.599,3,3
7.602,3,3
7.605,3,3
7.608,3,3
7.611,3,3
7.614,3,3
7.617,3,3
7.62,3,3
7.623,3,3
7.626,3,3
7.629,3,3
7.632,3,3
7.635,3,3
7.638,3,3
7.641,3,3
7.644,3,3
7.647,3,3
7.65,3,3
7.653,3,3
7.656,3,3
7.659,3,3
7.662,3,3
7.665,3,3
7.668,3,3
7.671,3,3
7.674,3,3
7.677,3,3
7.68,3,3
7.683,3,3
7.686,3,3
7.689,3,3
7.692,3,3
7.695,3,3
7.698,3,3
7.701,3,3
7.704,3,3
7.707,3,3
7.71,3,3
7.713,3,3
7.716,3,3
7.719,3,3
7.722,3,3
7.725,3,3
7.728,3,3
7.731,3,3
7.734,3,3
7.737,3,3
7.74,3,3
7.743,3,3
7.746,3,3
7.749,3,3
7.752,3,3
7.755,3,3
7.758,3,3
7.761,3,3
7.764,3,3
7.767,3,3
7.77,3,3
7.773,3,3
7.776,3,3
7.779,3,3
7.782,3,3
7.785,3,3
7.788,3,3
7.791,3,3
7.794,3,3
7.797,3,3
7.8,3,3
7.803,3,3
7.806,3,3
7.809,3,3
7.812,3,3
7.815,3,3
7.818,3,3
7.821,3,3
7.824,3,3
7.827,3,3
7.83,3,3
7.833,3,3
7.836,3,3
7.839,3,3
7.842,3,3
7.845,3,3
7.848,3,3
7.851,3,3
7.854,3,3
7.857,3,3
7.86,3,3
7.863,3,3
7.866,3,3
7.869,3,3
7.872,3,3
7.875,3,3
7.878,3,3
7.881,3,3
7.884,3,3
7.887,3,3
7.89,3,3
7.893,3,3
7.896,3,3
7.899,3,3
7.902,3,3
7.905,3,3
7.908,3,3
7.911,3,3
7.914,3,3
7.917,3,3
7.92,3,3
7.923,3,3
7.926,3,3
7.929,3,3
7.932,3,3
7.935,3,3
7.938,3,3
7.941,3,3
7.944,3,3
7.947,3,3
7.95,3,3
7.953,3,3
7.956,3,3
7.959,3,3
7.962,3,3
7.965,3,3
7.968,3,3
7.971,3,3
7.974,3,3
7.977,3,3
7.98,3,3
7.983,3,3
7.986,3,3
7.989,3,3
7.992,3,3
7.995,3,3
7.998,3,3
8,3,3
8,4,4
8.001,4,4
8.004,4,4
8.007,4,4
8.01,4,4
8.013,4,4
8.016,4,4
8.019,4,4
8.022,4,4
8.025,4,4
8.028,4,4
8.031,4,4
8.034,4,4
8.037,4,4
8.04,4,4
8.043,4,4
8.046,4,4
8.049,4,4
8.052,4,4
8.055,4,4
8.058,4,4
8.061,4,4
8.064,4,4
8.067,4,4
8.07,4,4
8.073,4,4
8.076,4,4
8.079,4,4
8.082,4,4
8.085,4,4
8.088,4,4
8.091,4,4
8.094,4,4
8.097,4,4
8.1,4,4
8.103,4,4
8.106,4,4
8.109,4,4
8.112,4,4
8.115,4,4
8.118,4,4
8.121,4,4
8.124,4,4
8.127,4,4
8.13,4,4
8.133,4,4
8.136,4,4
8.139,4,4
8.142,4,4
8.145,4,4
8.148,4,4
8.151,4,4
8.154,4,4
8.157,4,4
8.16,4,4
8.163,4,4
8.166,4,4
8.169,4,4
8.172,4,4
8.175,4,4
8.178,4,4
8.181,4,4
8.184,4,4
8.187,4,4
8.19,4,4
8.193,4,4
8.196,4,4
8.199,4,4
8.202,4,4
8.205,4,4
8.208,4,4
8.211,4,4
8.214,4,4
8.217,4,4
8.22,4,4
8.223,4,4
8.226,4,4
8.229,4,4
8.232,4,4
8.235,4,4
8.238,4,4
8.241,4,4
8.244,4,4
8.247,4,4
8.25,4,4
8.253,4,4
8.256,4,4
8.259,4,4
8.262,4,4
8.265,4,4
8.268,4,4
8.271,4,4
8.274,4,4
8.277,4,4
8.28,4,4
8.283,4,4
8.286,4,4
8.289,4,4
8.292,4,4
8.295,4,4
8.298,4,4
8.301,4,4
8.304,4,4
8.307,4,4
8.31,4,4
8.313,4,4
8.316,4,4
8.319,4,4
8.322,4,4
8.325,4,4
8.328,4,4
8.331,4,4
8.334,4,4
8.337,4,4
8.34,4,4
8.343,4,4
8.346,4,4
8.349,4,4
8.352,4,4
8.355,4,4
8.358,4,4
8.361,4,4
8.364,4,4
8.367,4,4
8.37,4,4
8.373,4,4
8.376,4,4
8.379,4,4
8.382,4,4
8.385,4,4
8.388,4,4
8.391,4,4
8.394,4,4
8.397,4,4
8.4,4,4
8.403,4,4
8.406,4,4
8.409,4,4
8.412,4,4
8.415,4,4
8.418,4,4
8.421,4,4
8.424,4,4
8.427,4,4
8.43,4,4
8.433,4,4
8.436,4,4
8.439,4,4
8.442,4,4
8.445,4,4
8.448,4,4
8.451,4,4
8.454,4,4
8.457,4,4
8.46,4,4
8.463,4,4
8.466,4,4
8.469,4,4
8.472,4,4
8.475,4,4
8.478,4,4
8.481,4,4
8.484,4,4
8.487,4,4
8.49,4,4
8.493,4,4
8.496,4,4
8.499,4,4
8.502,4,4
8.505,4,4
8.508,4,4
8.511,4,4
8.514,4,4
8.517,4,4
8.52,4,4
8.523,4,4
8.526,4,4
8.529,4,4
8.532,4,4
8.535,4,4
8.538,4,4
8.541,4,4
8.544,4,4
8.547,4,4
8.55,4,4
8.553,4,4
8.556,4,4
8.559,4,4
8.562,4,4
8.565,4,4
8.568,4,4
8.571,4,4
8.574,4,4
8.577,4,4
8.58,4,4
8.583,4,4
8.586,4,4
8.589,4,4
8.592,4,4
8.595,4,4
8.598,4,4
8.601,4,4
8.604,4,4
8.607,4,4
8.61,4,4
8.613,4,4
8.616,4,4
8.619,4,4
8.622,4,4
8.625,4,4
8.628,4,4
8.631,4,4
8.634,4,4
8.637,4,4
8.64,4,4
8.643,4,4
8.646,4,4
8.649,4,4
8.652,4,4
8.655,4,4
8.658,4,4
8.661,4,4
8.664,4,4
8.667,4,4
8.67,4,4
8.673,4,4
8.676,4,4
8.679,4,4
8.682,4,4
8.685,4,4
8.688,4,4
8.691,4,4
8.694,4,4
8.697,4,4
8.7,4,4
8.703,4,4
8.706,4,4
8.709,4,4
8.712,4,4
8.715,4,4
8.718,4,4
8.721,4,4
8.724,4,4
8.727,4,4
8.73,4,4
8.733,4,4
8.736,4,4
8.739,4,4
8.742,4,4
8.745,4,4
8.748,4,4
8.751,4,4
8.754,4,4
8.757,4,4
8.76,4,4
8.763,4,4
8.766,4,4
8.769,4,4
8.772,4,4
8.775,4,4
8.778,4,4
8.781,4,4
8.784,4,4
8.787,4,4
8.79,4,4
8.793,4,4
8.796,4,4
8.799,4,4
8.802,4,4
8.805,4,4
8.808,4,4
8.811,4,4
8.814,4,4
8.817,4,4
8.82,4,4
8.823,4,4
8.826,4,4
8.829,4,4
8.832,4,4
8.835,4,4
8.838,4,4
8.841,4,4
8.844,4,4
8.847,4,4
8.85,4,4
8.853,4,4
8.856,4,4
8.859,4,4
8.862,4,4
8.865,4,4
8.868,4,4
8.871,4,4
8.874,4,4
8.877,4,4
8.88,4,4
8.883,4,4
8.886,4,4
8.889,4,4
8.892,4,4
8.895,4,4
8.898,4,4
8.901,4,4
8.904,4,4
8.907,4,4
8.91,4,4
8.913,4,4
8.916,4,4
8.919,4,4
8.922,4,4
8.925,4,4
8.928,4,4
8.931,4,4
8.934,4,4
8.937,4,4
8.94,4,4
8.943,4,4
8.946,4,4
8.949,4,4
8.952,4,4
8.955,4,4
8.958,4,4
8.961,4,4
8.964,4,4
8.967,4,4
8.97,4,4
8.973,4,4
8.976,4,4
8.979,4,4
8.982,4,4
8.985,4,4
8.988,4,4
8.991,4,4
8.994,4,4
8.997,4,4
9,4,4
9.003,4,4
9.006,4,4
9.009,4,4
9.012,4,4
9.015,4,4
9.018,4,4
9.021,4,4
9.024,4,4
9.027,4,4
9.03,4,4
9.033,4,4
9.036,4,4
9.039,4,4
9.042,4,4
9.045,4,4
9.048,4,4
9.051,4,4
9.054,4,4
9.057,4,4
9.06,4,4
9.063,4,4
9.066,4,4
9.069,4,4
9.072,4,4
9.075,4,4
9.078,4,4
9.081,4,4
9.084,4,4
9.087,4,4
9.09,4,4
9.093,4,4
9.096,4,4
9.099,4,4
9.102,4,4
9.105,4,4
9.108,4,4
9.111,4,4
9.114,4,4
9.117,4,4
9.12,4,4
9.123,4,4
9.126,4,4
9.129,4,4
9.132,4,4
9.135,4,4
9.138,4,4
9.141,4,4
9.144,4,4
9.147,4,4
9.15,4,4
9.153,4,4
9.156,4,4
9.159,4,4
9.162,4,4
9.165,4,4
9.168,4,4
9.171,4,4
9.174,4,4
9.177,4,4
9.18,4,4
9.183,4,4
9.186,4,4
9.189,4,4
9.192,4,4
9.195,4,4
9.198,4,4
9.201,4,4
9.204,4,4
9.207,4,4
9.21,4,4
9.213,4,4
9.216,4,4
9.219,4,4
9.222,4,4
9.225,4,4
9.228,4,4
9.231,4,4
9.234,4,4
9.237,4,4
9.24,4,4
9.243,4,4
9.246,4,4
9.249,4,4
9.252,4,4
9.255,4,4
9.258,4,4
9.261,4,4
9.264,4,4
9.267,4,4
9.27,4,4
9.273,4,4
9.276,4,4
9.279,4,4
9.282,4,4
9.285,4,4
9.288,4,4
9.291,4,4
9.294,4,4
9.297,4,4
9.3,4,4
9.303,4,4
9.306,4,4
9.309,4,4
9.312,4,4
9.315,4,4
9.318,4,4
9.321,4,4
9.324,4,4
9.327,4,4
9.33,4,4
9.333,4,4
9.336,4,4
9.339,4,4
9.342,4,4
9.345,4,4
9.348,4,4
9.351,4,4
9.354,4,4
9.357,4,4
9.36,4,4
9.363,4,4
9.366,4,4
9.369,4,4
9.372,4,4
9.375,4,4
9.378,4,4
9.381,4,4
9.384,4,4
9.387,4,4
9.39,4,4
9.393,4,4
9.396,4,4
9.399,4,4
9.402,4,4
9.405,4,4
9.408,4,4
9.411,4,4
9.414,4,4
9.417,4,4
9.42,4,4
9.423,4,4
9.426,4,4
9.429,4,4
9.432,4,4
9.435,4,4
9.438,4,4
9.441,4,4
9.444,4,4
9.447,4,4
9.45,4,4
9.453,4,4
9.456,4,4
9.459,4,4
9.462,4,4
9.465,4,4
9.468,4,4
9.471,4,4
9.474,4,4
9.477,4,4
9.48,4,4
9.483,4,4
9.486,4,4
9.489,4,4
9.492,4,4
9.495,4,4
9.498,4,4
9.501,4,4
9.504,4,4
9.507,4,4
9.51,4,4
9.513,4,4
9.516,4,4
9.519,4,4
9.522,4,4
9.525,4,4
9.528,4,4
9.531,4,4
9.534,4,4
9.537,4,4
9.54,4,4
9.543,4,4
9.546,4,4
9.549,4,4
9.552,4,4
9.555,4,4
9.558,4,4
9.561,4,4
9.564,4,4
9.567,4,4
9.57,4,4
9.573,4,4
9.576,4,4
9.579,4,4
9.582,4,4
9.585,4,4
9.588,4,4
9.591,4,4
9.594,4,4
9.597,4,4
9.6,4,4
9.603,4,4
9.606,4,4
9.609,4,4
9.612,4,4
9.615,4,4
9.618,4,4
9.621,4,4
9.624,4,4
9.627,4,4
9.63,4,4
9.633,4,4
9.636,4,4
9.639,4,4
9.642,4,4
9.645,4,4
9.648,4,4
9.651,4,4
9.654,4,4
9.657,4,4
9.66,4,4
9.663,4,4
9.666,4,4
9.669,4,4
9.672,4,4
9.675,4,4
9.678,4,4
9.681,4,4
9.684,4,4
9.687,4,4
9.69,4,4
9.693,4,4
9.696,4,4
9.699,4,4
9.702,4,4
9.705,4,4
9.708,4,4
9.711,4,4
9.714,4,4
9.717,4,4
9.72,4,4
9.723,4,4
9.726,4,4
9.729,4,4
9.732,4,4
9.735,4,4
9.738,4,4
9.741,4,4
9.744,4,4
9.747,4,4
9.75,4,4
9.753,4,4
9.756,4,4
9.759,4,4
9.762,4,4
9.765,4,4
9.768,4,4
9.771,4,4
9.774,4,4
9.777,4,4
9.78,4,4
9.783,4,4
9.786,4,4
9.789,4,4
9.792,4,4
9.795,4,4
9.798,4,4
9.801,4,4
9.804,4,4
9.807,4,4
9.81,4,4
9.813,4,4
9.816,4,4
9.819,4,4
9.822,4,4
9.825,4,4
9.828,4,4
9.831,4,4
9.834,4,4
9.837,4,4
9.84,4,4
9.843,4,4
9.846,4,4
9.849,4,4
9.852,4,4
9.855,4,4
9.858,4,4
9.861,4,4
9.864,4,4
9.867,4,4
9.87,4,4
9.873,4,4
9.876,4,4
9.879,4,4
9.882,4,4
9.885,4,4
9.888,4,4
9.891,4,4
9.894,4,4
9.897,4,4
9.9,4,4
9.903,4,4
9.906,4,4
9.909,4,4
9.912,4,4
9.915,4,4
9.918,4,4
9.921,4,4
9.924,4,4
9.927,4,4
9.93,4,4
9.933,4,4
9.936,4,4
9.939,4,4
9.942,4,4
9.945,4,4
9.948,4,4
9.951,4,4
9.954,4,4
9.957,4,4
9.96,4,4
9.963,4,4
9.966,4,4
9.969,4,4
9.972,4,4
9.975,4,4
9.978,4,4
9.981,4,4
9.984,4,4
9.987,4,4
9.99,4,4
9.993,4,4
9.996,4,4
9.999,4,4
10,4,4
10,4,4
10.002,4,4
10.005,4,4
10.008,4,4
10.011,4,4
10.014,4,4
10.017,4,4
10.02,4,4
10.023,4,4
10.026,4,4
10.029,4,4
10.032,4,4
10.035,4,4
10.038,4,4
10.041,4,4
10.044,4,4
10.047,4,4
10.05,4,4
10.053,4,4
10.056,4,4
10.059,4,4
10.062,4,4
10.065,4,4
10.068,4,4
10.071,4,4
10.074,4,4
10.077,4,4
10.08,4,4
10.083,4,4
10.086,4,4
10.089,4,4
10.092,4,4
10.095,4,4
10.098,4,4
10.101,4,4
10.104,4,4
10.107,4,4
10.11,4,4
10.113,4,4
10.116,4,4
10.119,4,4
10.122,4,4
10.125,4,4
10.128,4,4
10.131,4,4
10.134,4,4
10.137,4,4
10.14,4,4
10.143,4,4
10.146,4,4
10.149,4,4
10.152,4,4
10.155,4,4
10.158,4,4
10.161,4,4
10.164,4,4
10.167,4,4
10.17,4,4
10.173,4,4
10.176,4,4
10.179,4,4
10.182,4,4
10.185,4,4
10.188,4,4
10.191,4,4
10.194,4,4
10.197,4,4
10.2,4,4
10.203,4,4
10.206,4,4
10.209,4,4
10.212,4,4
10.215,4,4
10.218,4,4
10.221,4,4
10.224,4,4
10.227,4,4
10.23,4,4
10.233,4,4
10.236,4,4
10.239,4,4
10.242,4,4
10.245,4,4
10.248,4,4
10.251,4,4
10.254,4,4
10.257,4,4
10.26,4,4
10.263,4,4
10.266,4,4
10.269,4,4
10.272,4,4
10.275,4,4
10.278,4,4
10.281,4,4
10.284,4,4
10.287,4,4
10.29,4,4
10.293,4,4
10.296,4,4
10.299,4,4
10.302,4,4
10.305,4,4
10.308,4,4
10.311,4,4
10.314,4,4
10.317,4,4
10.32,4,4
10.323,4,4
10.326,4,4
10.329,4,4
10.332,4,4
10.335,4,4
10.338,4,4
10.341,4,4
10.344,4,4
10.347,4,4
10.35,4,4
10.353,4,4
10.356,4,4
10.359,4,4
10.362,4,4
10.365,4,4
10.368,4,4
10.371,4,4
10.374,4,4
10.377,4,4
10.38,4,4
10.383,4,4
10.386,4,4
10.389,4,4
10.392,4,4
10.395,4,4
10.398,4,4
10.401,4,4
10.404,4,4
10.407,4,4
10.41,4,4
10.413,4,4
10.416,4,4
10.419,4,4
10.422,4,4
10.425,4,4
10.428,4,4
