"time","junctionIdeal.medium.T","junctionIdeal.medium.p","junctionVolume.medium.T","pipe1.mediums[1].T","pipe1.mediums[1].p","pipe2.mediums[1].T","pipe2.mediums[1].p","pipe3.mediums[1].T","pipe3.mediums[1].p","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent","valveOpening2.a","valveOpening2.b","valveOpening2.last","valveOpening2.nextEvent"
0,300,500000,293.14999999999998,293.14999999999998,497500,293.14999999999998,492500,293.14999999999998,492500,0,1,2,1,0,1,2,3
0.001,297.77187972857485,487398.18693027826,290.17619497431679,293.14229878418689,497391.87812101207,288.18235254089689,463788.81827157922,288.18235254089689,463788.81827157922,0,1,2,1,0,1,2,3
0.002,295.49131650752611,474844.34479563485,285.72622848973197,292.92252379391954,496019.28634828603,283.50764324333005,437774.73882096948,283.50764324333005,437774.73882096948,0,1,2,1,0,1,2,3
0.0030000000000000001,293.16596060270564,462112.07632927713,281.34167902177887,292.61783933021172,494128.28958861745,279.0716387798517,413963.73858244176,279.0716387798517,413963.73858244176,0,1,2,1,0,1,2,3
0.0040000000000000001,290.89625506731187,449638.43593444908,277.15097109740304,292.26155240228269,491916.51786166313,274.8473878734377,392057.62777565257,274.8473878734377,392057.62777565257,0,1,2,1,0,1,2,3
0.0050000000000000001,288.73560769501029,437627.45940504048,273.15257125383937,291.871656030596,489491.03043413232,270.8178098663671,371837.42887266958,270.8178098663671,371837.42887266958,0,1,2,1,0,1,2,3
0.0060000000000000001,286.71287301747554,426170.83872588078,269.33501920318906,291.45975904599493,486920.73442958749,266.97068582831162,353128.15958608233,266.97068582831162,353128.15958608233,0,1,2,1,0,1,2,3
0.0070000000000000001,284.84277456702091,415302.578826093,265.68820896415428,291.0340732171249,484254.06151485327,263.29663672810545,335783.73636780749,263.29663672810545,335783.73636780749,0,1,2,1,0,1,2,3
0.0080000000000000002,283.13129764672311,405025.62784504669,262.20386556565637,290.60072536638279,481526.81277734548,259.78811359059961,319678.97304418782,259.78811359059961,319678.97304418782,0,1,2,1,0,1,2,3
0.0090000000000000011,281.57878396700988,395325.90915179037,258.87508803250245,290.16443875470162,478766.27602644166,256.43882296274421,304704.75031008932,256.43882296274421,304704.75031008932,0,1,2,1,0,1,2,3
0.01,280.18185358357704,386180.15872618911,255.69597000659161,289.72893097439373,475993.65363660263,253.24336891069106,290764.82238295255,253.24336891069106,290764.82238295255,0,1,2,1,0,1,2,3
0.010999999999999999,278.93467205719929,377560.49151089229,252.66133744877516,289.2971675338519,473225.62251341454,250.19701427418417,277773.5570773306,250.19701427418417,277773.5570773306,0,1,2,1,0,1,2,3
0.012,277.82981195560222,369437.08430884476,249.76656869967547,288.87153189973969,470475.38677974261,247.29551527485685,265654.26971710887,247.29551527485685,265654.26971710887,0,1,2,1,0,1,2,3
0.013000000000000001,276.85886654623476,361779.81324690836,247.00746516913765,288.45394747239459,467753.43556779739,244.53500073225385,254337.93007114361,244.53500073225385,254337.93007114361,0,1,2,1,0,1,2,3
0.014,276.01288621080602,354559.2102014359,244.38015771455471,288.04596668359784,465068.09746510925,241.91188318971993,243762.14206302326,241.91188318971993,243762.14206302326,0,1,2,1,0,1,2,3
0.014999999999999999,275.28269661506135,347747.02167272486,241.88103649383345,287.64883883786325,462425.96219418506,239.42279149043489,233870.31296167721,239.42279149043489,233870.31296167721,0,1,2,1,0,1,2,3
0.016,274.65912924806594,341316.50660160836,239.50669799643458,287.2635626522798,459832.20608287223,237.0645194055945,224610.96717942247,237.0645194055945,224610.96717942247,0,1,2,1,0,1,2,3
0.017000000000000001,274.1331890317831,335242.57461089414,237.2539044030743,286.89092792400089,457290.84870810987,234.83398600773833,215937.16908082526,234.83398600773833,215937.16908082526,0,1,2,1,0,1,2,3
0.018000000000000002,273.69617412595198,329501.82072824903,235.11955230255415,286.53154900329702,454804.9574470786,232.72820515123044,207806.03239296499,232.72820515123044,207806.03239296499,0,1,2,1,0,1,2,3
0.019,273.33976004048623,324072.49721403251,233.10064915135894,286.18589209202037,452376.81265178911,230.74426314822946,200178.30198094694,230.74426314822946,200178.30198094694,0,1,2,1,0,1,2,3
0.02,273.05607196050062,318934.51134872978,231.19463826661851,285.85429783523983,450008.04272112838,228.87988314257413,193019.71427923068,228.87988314257413,193019.71427923068,0,1,2,1,0,1,2,3
0.021000000000000001,272.83787340459463,314069.98231968435,229.40072807477546,285.53700153953747,447699.74273106828,227.13529693273924,186305.9724893315,227.13529693273924,186305.9724893315,0,1,2,1,0,1,2,3
0.021999999999999999,272.67864774621052,309463.43432292627,227.71890616332698,285.23415312438925,445452.5890117684,225.511276378822,180016.19843186671,225.511276378822,180016.19843186671,0,1,2,1,0,1,2,3
0.023,272.57248404210799,305101.23129301571,226.14923731232517,284.94583318247754,443266.93010038981,224.00840932847998,174130.65021892707,224.00840932847998,174130.65021892707,0,1,2,1,0,1,2,3
0.024,272.51398526212029,300971.13171084481,224.69169924647363,284.67206495379571,441142.85366608505,222.62707906946036,168630.63348993741,222.62707906946034,168630.63348993741,0,1,2,1,0,1,2,3
0.025000000000000001,272.49820653677551,297061.9889405354,223.34610341459199,284.41282331375999,439080.23588729079,221.36742878937395,163498.3802775729,221.36742878937395,163498.3802775729,0,1,2,1,0,1,2,3
0.026000000000000002,272.52060921602782,293363.53271069983,222.11204820855329,284.16804193853096,437078.78003498324,220.22932764491745,158716.94250033394,220.22932764491745,158716.94250033394,0,1,2,1,0,1,2,3
0.027,272.57702716991122,289866.2154372604,220.98888696015874,283.93761885537219,435138.0456082481,219.21233425720433,154270.08570274504,219.21233425720433,154270.08570274504,0,1,2,1,0,1,2,3
0.028000000000000001,272.66363819192003,286561.09262349532,219.97570205677246,283.72142104761866,433257.47179420671,218.31566088838792,150142.18948276696,218.31566088838792,150142.18948276696,0,1,2,1,0,1,2,3
0.029000000000000001,272.77693850611047,283439.72502150317,219.0712827476234,283.51928836696521,431436.39684330201,217.53813926278826,146318.15395136693,217.53813926278826,146318.15395136693,0,1,2,1,0,1,2,3
0.029999999999999999,272.91371999930323,280494.10080418043,218.27410848089468,283.33103676592918,429674.07348633796,216.87818955549804,142783.31357314051,216.87818955549804,142783.31357314051,0,1,2,1,0,1,2,3
0.031,273.07104905505071,277716.57184760191,217.58233797163808,283.15646100605477,427969.68129767256,216.33379431767364,139523.36000210606,216.33379431767364,139523.36000210603,0,1,2,1,0,1,2,3
0.032000000000000001,273.24624592167697,275099.7977125023,216.99380355227078,282.99533702633198,426322.33708361245,215.9024788158215,136524.27499722457,215.9024788158215,136524.27499722454,0,1,2,1,0,1,2,3
0.033000000000000002,273.43686501310879,272636.69811257633,216.50601258804721,282.84742396166848,424731.10327771649,215.581299621894,133772.27503803422,215.581299621894,133772.27503803419,0,1,2,1,0,1,2,3
0.034000000000000002,273.64067623992582,270320.41288103326,216.11615653609599,282.7124658734154,423194.99471903843,215.3668429647858,131253.76889792905,215.3668429647858,131253.76889792903,0,1,2,1,0,1,2,3
0.035000000000000003,273.85564722972833,268144.26771167846,215.82112690288167,282.59019327151401,421712.98427085474,215.25523348955392,128955.32872234112,215.25523348955392,128955.3287223411,0,1,2,1,0,1,2,3
0.036000000000000004,274.07992669989903,266101.74602663505,215.61753852250158,282.48032444508004,420284.00739043381,215.24215499527344,126863.67639211826,215.24215499527344,126863.67639211824,0,1,2,1,0,1,2,3
0.036999999999999998,274.31182924749271,264186.46709390462,215.50175941471508,282.38256663944037,418906.96587528958,215.32288332934857,124965.68528261414,215.32288332934857,124965.68528261411,0,1,2,1,0,1,2,3
